nu,[0]Isovaleraldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
622.214378,0.9995849761462355
622.455432,0.9999928639254619
622.696486,1.0
622.93754,0.9993685694362363
623.178594,1.0
623.419648,0.9996491615582045
623.660702,0.9995084408548031
623.901756,0.9992856952371991
624.14281,1.0
624.383864,1.0
624.624918,0.9998078484634717
624.865972,0.9998102180108805
625.107026,1.0
625.34808,0.9993752052655682
625.589134,0.9999317953260446
625.830188,0.9999418316918417
626.071242,0.9997722359421722
626.312296,0.999888956165823
626.55335,0.9994997251791993
626.794404,1.0
627.035458,0.9998569802283028
627.276512,0.9996541498199664
627.517566,1.0
627.75862,0.9991059399101024
627.999674,0.9999381129150846
628.240728,1.0
628.481782,1.0
628.722836,0.9999727613709782
628.96389,1.0
629.204944,0.9992572959412963
629.445998,1.0
629.687052,0.9998421024671278
629.928106,0.9999253977828838
630.16916,0.9999739983380491
630.410214,0.9999330952382234
630.651268,0.9994196884459204
630.892322,0.9994021587783207
631.133376,0.9999882260693133
631.37443,1.0
631.615484,0.9998625894416957
631.856538,0.999968674490654
632.097592,0.9997758551242171
632.338646,0.9992879336396634
632.5797,1.0
632.820754,0.9996183728381772
633.061808,0.9998454919376003
633.302862,1.0
633.543916,1.0
633.78497,0.9990075927621037
634.026024,0.9997580292796381
634.267078,0.9997521507197089
634.508132,0.9992227322292125
634.749186,0.9995728212668274
634.99024,0.9999271676524042
635.231294,1.0
635.472348,0.999740683628304
635.713402,0.9999289845217184
635.954456,0.9999710614187288
636.19551,0.9995315797430405
636.436564,0.99970350396364
636.677618,0.9998264450624009
636.918672,0.999746932027103
637.159726,0.9997899520631575
637.40078,0.9999114689191074
637.641834,0.999657988499272
637.882888,0.9996046381760918
638.123942,0.9997901720169712
638.364996,0.9997241180624223
638.60605,0.9991996204747046
638.847104,0.9998754477572747
639.088158,0.9995044628191248
639.329212,0.9993214503190293
639.570266,0.9987554750642824
639.81132,0.998847764333877
640.052374,0.9992575357630762
640.293428,0.9995453833694705
640.534482,0.9995342584912638
640.775536,0.9989261769610325
641.01659,0.9995128886772613
641.257644,0.9993685694362363
641.498698,0.9997217787107232
641.739752,0.9994126425619537
641.980806,0.999000300033295
642.22186,0.9986734806056983
642.462914,0.999393633914265
642.703968,0.9984775600892345
642.945022,0.9987432903218137
643.186076,0.9985610363025151
643.42713,0.998856654118539
643.668184,0.9987656624220835
643.909238,0.9994657427662474
644.150292,0.9987694577388119
644.391346,0.9988026174352567
644.6324,0.9993542785678733
644.873454,0.9985483546578827
645.114508,0.9988651444361828
645.355562,0.99835225901825
645.596616,0.9979614806087094
645.83767,0.9984549947513658
646.078724,0.9980643757415131
646.319778,0.9982631101420762
646.560832,0.9977868526299966
646.801886,0.9978635853893006
647.04294,0.9980009008657383
647.283994,0.9981812559231135
647.525048,0.997579733579092
647.766102,0.9970501593549612
648.007156,0.9977163115931706
648.24821,0.9971003122393113
648.489264,0.9972640495530465
648.730318,0.9971249409211865
648.971372,0.995875329915125
649.212426,0.9962630000292385
649.45348,0.9970663116983765
649.694534,0.9966682625959074
649.935588,0.9965173784431689
650.176642,0.996482401297038
650.417696,0.9965916217533919
650.65875,0.9961163609085383
650.899804,0.9953198860240456
651.140858,0.995733626938084
651.381912,0.9952557894873163
651.622966,0.9951401474835084
651.86402,0.9951439290232538
652.105074,0.9939549453127294
652.346128,0.9939660776704581
652.587182,0.9942695818415251
652.828236,0.9937985091161888
653.06929,0.9934339513254105
653.310344,0.9923356222862459
653.551398,0.9930537375863956
653.792452,0.9923185542603281
654.033506,0.9919373787002951
654.27456,0.9914272573271573
654.515614,0.9914228950568221
654.756668,0.9909062009896388
654.997722,0.9898944081265001
655.238776,0.9901918170752889
655.47983,0.9893006496269868
655.720884,0.9890414868085963
655.961938,0.9884215521661871
656.202992,0.9883849812453233
656.444046,0.9870683418004733
656.6851,0.9869459529143578
656.926154,0.9858530223938498
657.167208,0.9851868109555478
657.408262,0.9846431379034677
657.649316,0.983518333744879
657.89037,0.983934450002437
658.131424,0.9824851989835303
