nu,[0]Methylacetoacetate-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
588.532171,0.9658999708268134
588.651773,0.9683129001316221
588.771375,0.9667484034085992
588.890978,0.9678095083167686
589.01058,0.9649856965316467
589.130183,0.9675027613245992
589.249785,0.9676256419780438
589.369387,0.9678772573535395
589.48899,0.9680582673245693
589.608592,0.9661772239023539
589.728195,0.9708871867347532
589.847797,0.9666266007834963
589.967399,0.9690316549285727
590.087002,0.9689231294607604
590.206604,0.9694552143027593
590.326207,0.9655783796844251
590.445809,0.9683041853547375
590.565411,0.9686489630115054
590.685014,0.967028801101288
590.804616,0.9682402793874242
590.924218,0.9689211916164393
591.043821,0.969604521902152
591.163423,0.9666246675322279
591.283026,0.9675840349699958
591.402628,0.966907930055748
591.52223,0.9694135286247927
591.641833,0.9666836334353891
591.761435,0.9699982612617256
591.881038,0.9689492907384315
592.00064,0.9681434602005254
592.120242,0.9669833518157028
592.239845,0.9703834270217911
592.359447,0.9699400631120119
592.47905,0.9671999803479994
592.598652,0.9693602123469294
592.718254,0.9690287478379686
592.837857,0.9699866213524301
592.957459,0.9669959226809869
593.077062,0.970144742058198
593.196664,0.9682732001165726
593.316266,0.9688078344685427
593.435869,0.9676295124883527
593.555471,0.9688785600219101
593.675074,0.9694193451234139
593.794676,0.968524015354574
593.914278,0.9704300065441878
594.033881,0.9684736534151973
594.153483,0.9707425353207276
594.273085,0.9685017395583935
594.392688,0.9703504345461477
594.51229,0.9691062732387703
594.631893,0.9707260328378987
594.751495,0.9666478668026388
594.871097,0.9691314703294353
594.9907,0.9700487024827716
595.110302,0.9678453179310501
595.229905,0.9668866583152769
595.349507,0.9696326408410098
595.469109,0.9706493485103753
595.588712,0.9666430335753879
595.708314,0.9712435677241964
595.827917,0.9700991463268294
595.947519,0.9705280249246936
596.067121,0.9691498840023008
596.186724,0.9718517565408301
596.306326,0.9687652078616182
596.425929,0.9673760267641606
596.545531,0.9687748955621353
596.665133,0.9700564629034332
596.784736,0.9697955528088932
596.904338,0.9675791970619158
597.02394,0.9698983565859948
597.143543,0.9705649056903709
597.263145,0.9707405938375985
597.382748,0.9686199039785027
597.50235,0.9711309100046144
597.621952,0.9707629211280197
597.741555,0.970069073719421
597.861157,0.9696694875814453
597.98076,0.9704280656861155
598.100362,0.9712921311166572
598.219964,0.9683768108920627
598.339567,0.970288334105572
598.459169,0.9711260543622035
598.578772,0.9710580779176015
598.698374,0.9688698401541094
598.817976,0.9718051087760714
598.937579,0.9702572853756629
599.057181,0.9717565197353688
599.176784,0.970505703036823
599.296386,0.9721005824388605
599.415988,0.971580647722194
599.535591,0.9707570965679666
599.655193,0.9710745860452448
599.774795,0.9716068807538268
599.894398,0.9723922563624933
600.014,0.9705746113879562
600.133603,0.971883828177975
600.253205,0.9726042609820441
600.372807,0.9730916577995041
600.49241,0.9690306858974023
600.612012,0.9724865829861277
600.731615,0.9718148268757496
600.851217,0.9718935470648512
600.970819,0.9702960964432942
601.090422,0.9727063897911159
601.210024,0.9734634498205385
601.329627,0.9709347613724723
601.449229,0.9741509576778289
601.568831,0.9703892493398202
601.688434,0.9728980318260254
601.808036,0.9702931855593712
601.927639,0.9739308244373868
602.047241,0.9741529059816926
602.166843,0.971398979127613
602.286446,0.9697160328339264
602.406048,0.9730196516810863
602.525651,0.9727316804860281
602.645253,0.9692894516342255
602.764855,0.9739736783364409
602.884458,0.9710891522732819
603.00406,0.9731159853950428
603.123662,0.9698440437987982
603.243265,0.9735257534750227
603.362867,0.9709726285665713
603.48247,0.9723057173027222
603.602072,0.970793015245031
603.721674,0.973272669681438
603.841277,0.9729486238390613
603.960879,0.972978785713907
604.080482,0.9731354479093752
604.200084,0.9730984694649496
604.319686,0.9748516240757845
604.439289,0.9708299060805318
604.558891,0.9723893391900998
604.678494,0.9731354479093752
604.798096,0.9736834774223805
604.917698,0.9699255141201829
605.037301,0.9741977180460373
605.156903,0.9722191859445849
605.276506,0.9717040463000985
605.396108,0.972584809091344
605.51571,0.9734722110310122
605.635313,0.9725867542629074
605.754915,0.9706289650880833
605.874517,0.9748984180767872
605.99412,0.9724204561468226
606.113722,0.9736124011228451
606.233325,0.9720539227307454
606.352927,0.9732405522132797
606.472529,0.9724933904160346
606.592132,0.9742152537627831
606.711734,0.970625082579988
606.831337,0.9737623489783065
606.950939,0.9734877867109939
607.070541,0.9726091240155067
607.190144,0.972655810373923
607.309746,0.9718342633666514
607.429349,0.9732921353294876
607.548951,0.9712027763509767
607.668553,0.9756435250628235
607.788156,0.9723028003899457
607.907758,0.973249311417666
608.027361,0.9704804702165721
608.146963,0.973540356470847
608.266565,0.9727316804860281
608.386168,0.9725935623940157
608.50577,0.971451436088811
608.625373,0.9721929363809351
608.744975,0.9736211636738866
608.864577,0.9700176614209518
608.98418,0.9727258441134543
609.103782,0.9712824182439105
609.223384,0.9740116640506127
609.342987,0.9703048291474592
609.462589,0.9738334362244349
609.582192,0.9708425269513463
609.701794,0.971911041306146
609.821396,0.9697412457785469
609.940999,0.9721900198065008
610.060601,0.972114191942281
610.180204,0.9690607263142892
610.299806,0.9732337395532585
610.419408,0.9709629188888341
610.539011,0.973139340458952
610.658613,0.9682005823497641
610.778216,0.9717856728682557
610.897818,0.9690529738594885
611.01742,0.970058403018299
611.137023,0.9691896199621266
611.256625,0.9701990716849686
611.376228,0.9708803905482327
611.49583,0.967876289476766
611.615432,0.9713931507512233
611.735035,0.9685017395583935
611.854637,0.969760640797412
611.974239,0.9664825841494852
612.093842,0.9712561939726472
612.213444,0.9685937515941541
612.333047,0.9691731438786343
612.452649,0.9667213348322656
612.572251,0.9688146161471197
612.691854,0.9684310415119158
612.811456,0.9684523472291912
612.931059,0.9672483415560369
613.050661,0.9685675999159102
613.170263,0.9676624124510734
613.289866,0.9649692919142453
613.409468,0.9676014516393748
613.529071,0.9666507667505891
613.648673,0.9670462077763674
613.768275,0.964263192856348
613.887878,0.967554040329831
614.00748,0.9668644201778751
614.127083,0.9647078206670907
614.246685,0.9633774420469491
614.366287,0.9654818266741876
614.48589,0.9644801764844834
614.605492,0.9629247610375573
614.725095,0.9642130524739807
614.844697,0.9621325999782122
614.964299,0.9639720293400093
615.083902,0.9615910717789165
615.203504,0.9641320619792213
615.323106,0.9618257286274019
615.442709,0.9645621607837679
615.562311,0.9614256923376102
615.681914,0.9630027611021613
615.801516,0.9611536473628582
615.921118,0.9596055158125795
616.040721,0.9603792696392284
616.160323,0.9609893041409051
616.279926,0.9592956132829249
616.399528,0.9579008530996934
616.51913,0.9605242978582988
