nu,[0]2-Vinylpyridine-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
550.951419,0.9697043963113516
551.086622,0.9524792090390838
551.221824,0.965175817440158
551.357027,0.9618016832847542
551.49223,0.9636983001550607
551.627433,0.9587144562496417
551.762635,0.9758181808850395
551.897838,0.975027113161662
552.033041,0.9369606437754114
552.168243,0.9484966703981482
552.303446,0.948982425035968
552.438649,0.9468997992502924
552.573851,0.9444911142241196
552.709054,0.9559018868647446
552.844257,0.9631597433459264
552.97946,0.9549712917003529
553.114662,0.9632839989671332
553.249865,0.9565789050367974
553.385068,0.9554718277862054
553.52027,0.9686179667406319
553.655473,0.9242423113490974
553.790676,0.9547755426505175
553.925879,0.973598770644643
554.061081,0.9517727316015195
554.196284,0.9874148635994634
554.331487,0.9386336734626647
554.466689,0.9568228637609972
554.601892,0.9783527391471024
554.737095,0.9605780887251092
554.872297,0.9650513177901083
555.0075,0.9653244659616862
555.142703,0.9590654099612406
555.277906,0.9692458345902928
555.413108,0.9799026980019372
555.548311,0.9653148127652926
555.683514,0.9626686571144532
555.818716,0.9510487080786626
555.953919,0.9710842968396591
556.089122,0.9612526512871512
556.224324,0.9485573761276164
556.359527,0.9436037097222074
556.49473,0.9460659478926096
556.629933,0.9613526267615196
556.765135,0.947976088638868
556.900338,0.9523020643811664
557.035541,0.9218636051920356
557.170743,0.9525820823487187
557.305946,0.9434046303430691
557.441149,0.965395902615291
557.576352,0.9835921003861243
557.711554,0.9732648835312252
557.846757,0.966494182010082
557.98196,0.9659511648818977
558.117162,0.9854075175194142
558.252365,0.9532977401884454
558.387568,0.9624511185807255
558.52277,0.9732016233697732
558.657973,0.9697780966460485
558.793176,0.9610162122181324
558.928379,0.9688058968548113
559.063581,0.955033366851734
559.198784,0.9590500650374408
559.333987,0.9444835583254294
559.469189,0.965002101427929
559.604392,0.9695744646278631
559.739595,0.9497932021795129
559.874797,0.966359848655167
560.01,0.9529565206793944
560.145203,0.9481258806941336
560.280406,0.9574172352926522
560.415608,0.9567941595056504
560.550811,0.9575666040318166
560.686014,0.9616708871501662
560.821216,0.961962317578453
560.956419,0.9531814449582957
561.091622,0.9498748879073362
561.226825,0.9565731655805856
561.362027,0.9453160149836287
561.49723,0.93960284341936
561.632433,0.9504155205139458
561.767635,0.9518393580246292
561.902838,0.9503109805564923
562.038041,0.9577696296718288
562.173243,0.9395323758486704
562.308446,0.945810544567679
562.443649,0.9555759798916208
562.578852,0.9536037978826778
562.714054,0.9548700701082719
562.849257,0.9487120035817204
562.98446,0.9569730967435882
563.119662,0.9418860290453699
563.254865,0.9512864999784313
563.390068,0.9571300532015319
563.525271,0.9503014774942021
563.660473,0.9689066579075681
563.795676,0.9689851425254428
563.930879,0.9673866679589815
564.066081,0.9732123286465092
564.201284,0.9464520215530209
564.336487,0.9555597352380426
564.471689,0.9669340369223007
564.606892,0.956518642464071
564.742095,0.9887942573418651
564.877298,0.9660429346015542
565.0125,0.9618257286274019
565.147703,0.9732103822237983
565.282906,0.9835075151027104
565.418108,0.9782451262646134
565.553311,0.9761187791745124
565.688514,0.9660496969257645
565.823716,0.9789399269293098
565.958919,0.9782549087647884
566.094122,0.9777355932986928
566.229325,0.9748262782630556
566.364527,0.9834386719861904
566.49973,0.9904151305076826
566.634933,0.9690461905124133
566.770135,0.9796606919245117
566.905338,0.9852015888685463
567.040541,0.9801859308068287
567.175744,0.9801045787507288
567.310946,0.9847524393578935
567.446149,0.980667320270297
567.581352,0.9860186596147489
567.716554,0.9863894723391875
567.851757,0.987114735102772
567.98696,0.9796381599877156
568.122162,0.9758747799808888
568.257365,0.9939022670966129
568.392568,0.9828851518444028
568.527771,0.9868107505803799
568.662973,0.9999890990594157
568.798176,0.9748974431788565
568.933379,0.9934737888255951
569.068581,0.9931103432626845
569.203784,0.977920402789773
569.338987,0.9792669474742951
569.474189,0.9851769591366974
569.609392,0.9876627358368913
569.744595,0.9832547861483907
569.879798,0.9887764592054166
570.015,0.9964773192497507
570.150203,0.9809576407624101
570.285406,0.9877842258248803
570.420608,0.9971486727771884
570.555811,0.9883830044773375
570.691014,0.9715106964338346
570.826217,0.9996536100068713
570.961419,0.9793325605577896
571.096622,0.9874543609839498
571.231825,0.9916083084738119
571.367027,0.9810665331039479
571.50223,0.9659473010849658
571.637433,0.9774706628526056
571.772635,0.9904797076793845
571.907838,0.9696229445630827
572.043041,0.9748672218265514
572.178244,0.9814178177990077
572.313446,0.9669852857843404
572.448649,0.9754201282754925
572.583852,0.9657396447390896
572.719054,0.9725342359961832
572.854257,0.9789360111774336
572.98946,0.9704542675976133
573.124662,0.9738295408984806
573.259865,0.9717856728682557
573.395068,0.9672464070612883
573.530271,0.966684600119506
573.665473,0.9593819537733841
573.800676,0.9701602644982501
573.935879,0.9643846976732906
574.071081,0.9596582955673791
574.206284,0.9692913902150674
574.341487,0.9605704041311378
574.47669,0.9557623353767689
574.611892,0.9585735355824958
574.747095,0.9661926828616078
574.882298,0.9595316290325394
575.0175,0.9638833479927145
575.152703,0.9601824120675428
575.287906,0.9615112630320677
575.423108,0.9506189311995028
575.558311,0.9555979583919101
575.693514,0.9623808622134578
575.828717,0.9482737998689176
575.963919,0.9540167977351763
576.099122,0.957288949978431
576.234325,0.9507776978176568
576.369527,0.9494997614189717
576.50473,0.9518146105230395
576.639933,0.9478727648764537
576.775136,0.9423165693316058
576.910338,0.9402927650767031
577.045541,0.9548796188567166
577.180744,0.9366121592380696
577.315946,0.9498957853847416
577.451149,0.9499489810381876
577.586352,0.9362385255314151
577.721554,0.9465760148892305
577.856757,0.9399862795951359
577.99196,0.949907184202559
578.127163,0.9478443291200458
578.262365,0.9399599603477784
578.397568,0.9535589795574162
578.532771,0.9412928277251073
578.667973,0.9521582776256181
578.803176,0.9517460823381261
578.938379,0.9409643738467668
579.073581,0.9551785429565999
579.208784,0.9648477134430686
579.343987,0.9468827552073028
579.47919,0.948131569466484
579.614392,0.942091382582424
579.749595,0.939149124827849
579.884798,0.9539318940184494
580.02,0.9532348246138298
580.155203,0.9538221981582701
580.290406,0.951127648397411
580.425609,0.9467303193551299
580.560811,0.945218652448342
580.696014,0.9386149009769209
580.831217,0.9456516617427226
580.966419,0.9571463245507424
581.101622,0.9529679562262557
581.236825,0.9368903743622642
581.372027,0.9454464775954096
581.50723,0.945309397794684
581.642433,0.9322465133199298
581.777636,0.9343810009521536
581.912838,0.9376148706033678
582.048041,0.9260157831896034
582.183244,0.934245525529221
582.318446,0.9301875932538686
582.453649,0.9114340871362843
582.588852,0.9282687377739516
582.724054,0.9306444275057872
582.859257,0.9492367864087791
582.99446,0.9527497515496689
583.129663,0.9437575296628767
583.264865,0.9547316239856926
583.400068,0.9492320402367125
583.535271,0.9395596226826473
583.670473,0.9596170311478611
583.805676,0.9363068734384471
583.940879,0.9415347710702208
584.076082,0.9454058242709258
584.211284,0.9398443523826913
584.346487,0.959709158804908
584.48169,0.9514082724437
584.616892,0.9509041596609927
584.752095,0.9595220337642255
584.887298,0.9491599013429671
585.0225,0.9484558859181937
585.157703,0.9405269271271726
585.292906,0.9502625159323423
585.428109,0.9574651073512083
585.563311,0.9432225708187221
585.698514,0.9514387179955445
585.833717,0.9495519853419945
585.968919,0.9476888953959839
586.104122,0.9455400814300049
586.239325,0.9388139084299727
586.374527,0.9489700883446311
586.50973,0.9356797579403945
586.644933,0.9305709095000138
586.780136,0.9446422448925265
586.915338,0.9397409751897791
587.050541,0.9461293364346108
587.185744,0.9407282214272997
587.320946,0.9261593267603372
587.456149,0.9376298725613128
587.591352,0.9317907562166099
587.726555,0.9395878098941338
587.861757,0.9412297632183343
587.99696,0.9372633309446972
588.132163,0.9436442855540995
588.267365,0.9400812230039365
588.402568,0.9317749159083972
588.537771,0.9441917579913802
588.672973,0.937755523382653
588.808176,0.9419434858455562
588.943379,0.9433423676921565
589.078582,0.9355160283095155
589.213784,0.94698313009913
589.348987,0.9446129614368307
589.48419,0.9481050221542031
589.619392,0.9463696838088895
589.754595,0.9496744854491906
589.889798,0.9448916633669682
590.025001,0.944910561389215
590.160203,0.9530365723892562
590.295406,0.9528259745786735
590.430609,0.9453377575020113
590.565811,0.9496412474238688
590.701014,0.9533797273194977
590.836217,0.9533635200018958
590.971419,0.9488201629150935
591.106622,0.9485260742506879
591.241825,0.9619911768808677
591.377028,0.9560500631405734
591.51223,0.9537945377156019
591.647433,0.9639874530158677
591.782636,0.956423951805732
591.917838,0.9610854078764259
592.053041,0.9686363706568367
592.188244,0.9596285466213276
592.323446,0.9637223929137229
592.458649,0.9654461045074648
592.593852,0.9581834755361176
592.729055,0.9692816973496297
592.864257,0.9641667713582176
592.99946,0.9740535474526535
593.134663,0.9753859891684408
593.269865,0.9669756159798317
593.405068,0.9769615332770304
593.540271,0.9704309769746795
593.675474,0.9813726736177131
593.810676,0.982509761420534
593.945879,0.9747677904410119
594.081082,0.9783067576489363
594.216284,0.9846382147000862
594.351487,0.9802202379147779
594.48669,0.9785572362387859
594.621892,0.9852291748992372
594.757095,0.9790505533913302
594.892298,0.9791357344947995
595.027501,0.9889277535773994
595.162703,0.983328533022825
595.297906,0.9780172217021063
595.433109,0.9857593708052432
595.568311,0.992249193617568
595.703514,0.9779174690329653
595.838717,0.9814806305493334
595.973919,0.9812588409899935
596.109122,0.9921268568342126
596.244325,0.9853562776607511
596.379528,0.9832282386275578
596.51473,0.9920455057673916
596.649933,0.9868857510474057
596.785136,0.9900723081354775
596.920338,0.99862175065922
597.055541,0.9821374607763842
597.190744,0.991230775916706
597.325947,0.9893629775312216
597.461149,0.9880430591977377
597.596352,0.9962154794175128
597.731555,0.9907947303123705
597.866757,0.9955669550797583
598.00196,0.9983607450485172
598.137163,0.9905644963712662
598.272365,0.9989972031371651
598.407568,0.9990575343999467
598.542771,0.9977245926729233
598.677974,0.9996922473655602
598.813176,0.9962410824843317
598.948379,1.0
599.083582,0.9950710871536943
599.218784,0.9998500812389408
599.353987,0.998359147672603
599.48919,1.0
599.624392,0.9992629617462269
599.759595,0.9956512831720978
599.894798,0.9996496613829102
600.030001,1.0
600.165203,0.9919347996664633
600.300406,1.0
600.435609,0.996364424765073
600.570811,0.9963743884591391
600.706014,0.9986185550747309
600.841217,0.9919981863253441
600.97642,0.9997012946213376
601.111622,0.9968106966673043
601.246825,0.9932583277283996
601.382028,0.9999841441257057
601.51723,0.9928953581463468
601.652433,0.9912962984364896
601.787636,0.9997983303380606
601.922838,0.9907751127709247
602.058041,0.9988042155207231
602.193244,0.999705143478731
602.328447,0.9977178081687605
602.463649,0.9997492514426758
602.598852,0.9871502718728937
602.734055,0.9991639396933416
602.869257,0.9998004199187547
603.00446,0.998904800169578
603.139663,0.9998285646967113
603.274865,1.0
603.410068,1.0
603.545271,1.0
603.680474,1.0
603.815676,1.0
603.950879,1.0
604.086082,1.0
604.221284,0.9979318415928768
604.356487,0.9992967374051394
604.49169,1.0
604.626893,0.9940080239239955
604.762095,0.9999374879539594
604.897298,1.0
605.032501,0.9963938179491509
605.167703,1.0
605.302906,0.9981753666710768
605.438109,0.995447096034026
605.573311,0.9958367902856039
605.708514,0.993103490824957
605.843717,0.9991669072146493
605.97892,0.9946226102019053
606.114122,0.9949287026689755
606.249325,0.9998639692530212
606.384528,0.9888555644863221
606.51973,0.9980227573247946
606.654933,0.9986766763659494
606.790136,0.9939130012990621
606.925339,1.0
607.060541,0.9982188880658232
607.195744,0.9970618249100691
607.330947,0.9982264745582011
607.466149,0.9986788734570542
607.601352,0.9998436722204609
607.736555,1.0
607.871757,0.9944965995001392
608.00696,0.9985459581447074
608.142163,0.9999474173825142
608.277366,1.0
608.412568,0.9997180697498043
608.547771,0.9965158836682223
608.682974,0.9989715292389555
608.818176,0.9991805859032394
608.953379,0.9986738800751703
609.088582,0.9988942118348145
609.223784,0.9994101340393691
609.358987,0.9995602367242276
609.49419,0.9900509228045842
609.629393,0.9951681113145427
609.764595,0.9985828051703863
609.899798,0.9931388459385476
610.035001,0.9987638646455091
610.170203,0.9951461183423059
610.305406,0.9834917791083571
610.440609,0.999120926611601
610.575812,0.9887764592054166
610.711014,0.9955209609489062
610.846217,0.9942933451685018
610.98142,0.9833363996825558
611.116622,0.9973765472825887
611.251825,0.9957651921943645
611.387028,0.9826738542520613
611.52223,0.9962388907563612
611.657433,0.9904874334512349
611.792636,0.9913770923771206
611.927839,0.9936614737505873
612.063041,0.9922120841916773
612.198244,0.9950089966550996
612.333447,0.9902731151607115
612.468649,0.9910553435955872
612.603852,0.9887497626014239
612.739055,0.9877150833490875
612.874257,0.9895608699153067
613.00946,0.99371990276304
613.144663,0.9927372025132246
613.279866,0.9856943128337068
613.415068,0.9873575951981743
613.550271,0.985299128653984
613.685474,0.9843615702321236
613.820676,0.9864092003259135
613.955879,0.9878000304989306
614.091082,0.9824586722412704
614.226285,0.9886924167782379
614.361487,0.9760006759476215
614.49669,0.9807663726717064
614.631893,0.9834219536708727
614.767095,0.9742883226468642
614.902298,0.9851188354107752
615.037501,0.9801839704369275
615.172703,0.9774589332750291
615.307906,0.9822671114779647
615.443109,0.9703911901202597
615.578312,0.9790299935455881
615.713514,0.9715524722919557
615.848717,0.9654905160497298
615.98392,0.9791357344947995
616.119122,0.9746508253242064
616.254325,0.964908500763796
616.389528,0.976765183742631
616.52473,0.9743672431972377
616.659933,0.9669920547050321
616.795136,0.9672841304067641
616.930339,0.9740136120758888
617.065541,0.9726412206461906
617.200744,0.9695734950538832
617.335947,0.9676140305400088
617.471149,0.9590980187395253
617.606352,0.9654432081734958
617.741555,0.9624915423765997
617.876758,0.9605896157313357
618.01196,0.965395902615291
618.147163,0.9618372706053971
618.282366,0.9598665640138264
618.417568,0.9598512062716644
618.552771,0.9620691013220923
618.687974,0.9612968699261313
618.823176,0.9526935409725559
618.958379,0.954526378751189
619.093582,0.9590385565057118
619.228785,0.9489197942627537
619.363987,0.9527859567281218
619.49919,0.9537334968185176
619.634393,0.9388627280225094
619.769595,0.9549483726643816
619.904798,0.9476860523335623
620.040001,0.9487414141096921
620.175204,0.95309280320582
620.310406,0.9367414206348758
620.445609,0.95309280320582
620.580812,0.94512129994088
620.716014,0.9408768682290733
620.851217,0.9535341873462478
620.98642,0.9458360817971334
621.121622,0.9445477853910911
621.256825,0.9488970204609782
621.392028,0.941463217146703
621.527231,0.9458682407706139
621.662433,0.9449020572324314
621.797636,0.9454152783764389
621.932839,0.9510515612290665
622.068041,0.9498568404559173
622.203244,0.9529927337152235
622.338447,0.946399021723823
622.473649,0.94828328265433
622.608852,0.9492889958677785
622.744055,0.9445534526948053
622.879258,0.9521877949897413
623.01446,0.9523934897676953
623.149663,0.9529974986908045
623.284866,0.9478955140958002
623.420068,0.9506037214182822
623.555271,0.9495405907865379
623.690474,0.9442068651803653
623.825677,0.9489321303002632
623.960879,0.9565731655805856
624.096082,0.9441209462650039
624.231285,0.9550094913160081
624.366487,0.9532453102545715
624.50169,0.9475382248402425
624.636893,0.9544691088865771
624.772095,0.9536324064257403
624.907298,0.9570506147038594
625.042501,0.9631982705061982
625.177704,0.9529193560998019
625.312906,0.9681066714480285
625.448109,0.9654731373768494
625.583312,0.9609556701038593
625.718514,0.9696258534362798
625.853717,0.9681260337750802
625.98892,0.9682296288029293
626.124122,0.9672773594415497
626.259325,0.9706745857215189
626.394528,0.9674156899943486
626.529731,0.9715029243793514
626.664933,0.9634140510853142
626.800136,0.960651095434072
626.935339,0.9633764786699888
627.070541,0.9643875908317233
627.205744,0.9597926571338488
627.340947,0.9591680354504721
627.47615,0.9557699815060364
627.611352,0.9542839598394913
627.746555,0.9585965416234211
627.881758,0.9526725819452045
628.01696,0.9540597294570309
628.152163,0.9521259047945201
628.287366,0.9489738842325762
628.422568,0.9504915567969977
628.557771,0.9418822615087887
628.692974,0.944116225672074
628.828177,0.9502463616068837
628.963379,0.9432867121343178
629.098582,0.948025384677163
629.233785,0.9424569849611408
629.368987,0.9361392895073108
629.50419,0.9466006261855631
629.639393,0.9356507523174878
629.774595,0.9451392574161744
629.909798,0.9448037925283324
630.045001,0.9339578222159427
630.180204,0.944311677959402
630.315406,0.940642619054117
630.450609,0.938800765127258
630.585812,0.941692020506952
630.721014,0.9411130579635705
630.856217,0.9354468026848003
630.99142,0.9455306260764674
631.126623,0.9444401130809947
631.261825,0.9439510197885178
631.397028,0.9418370522452674
631.532231,0.9431829563026584
631.667433,0.9424362511355446
631.802636,0.9439378045667476
631.937839,0.9496602404387467
632.073041,0.9457755502249293
632.208244,0.9516737523844414
632.343447,0.9482861275084453
632.47865,0.945926886419538
632.613852,0.9529269794851443
632.749055,0.9479324827417338
632.884258,0.9539137694846466
633.01946,0.9515253028584335
633.154663,0.9539595584445081
633.289866,0.9581614375696178
633.425069,0.9506892796032704
633.560271,0.9522706389315646
633.695474,0.9593378232185211
633.830677,0.953146177897277
633.965879,0.9622682702393377
634.101082,0.9625926092944697
634.236285,0.9564325596600336
634.371487,0.9595987985974791
634.50669,0.9545473785625186
634.641893,0.962479030067879
634.777096,0.9611132797573947
634.912298,0.9596726905497748
635.047501,0.9638920229818838
635.182704,0.9663994702211984
635.317906,0.9637445587836664
635.453109,0.9702330292467314
635.588312,0.9666527000540559
635.723514,0.9704105981381416
635.858717,0.9746878627592755
635.99392,0.9768394207175648
636.129123,0.9747541437874726
636.264325,0.9784378595380916
636.399528,0.9776915961869368
636.534731,0.9765659439682954
636.669933,0.975703041133074
636.805136,0.9787324136619843
636.940339,0.9802741515104735
637.075542,0.9844117739523894
637.210744,0.9819233781457896
637.345947,0.9826158782049708
637.48115,0.9856785418508696
637.616352,0.9823427489575541
637.751555,0.9840230080879911
637.886758,0.9807614688521026
638.02196,0.9821914798222371
638.157163,0.9897013975360596
638.292366,0.9790574067691907
638.427569,0.9869923404642437
638.562771,0.9874701603801204
638.697974,0.9774491587345691
638.833177,0.9897231712063148
638.968379,0.9844609957716223
639.103582,0.9873003301183562
639.238785,0.9938195778679101
639.373987,0.9813510836563839
639.50919,0.9903343159303127
639.644393,0.9853434681124037
639.779596,0.9840003758190773
639.914798,0.9924246387838953
640.050001,0.990046863604122
640.185204,0.9907640161518029
640.320406,0.9946300698994557
640.455609,0.9933916319404933
640.590812,0.9938754320976755
640.726015,0.9887586613893318
640.861217,0.9960713374665627
640.99642,0.9926394227145112
641.131623,0.99913098780999
641.266825,0.9964596817572922
641.402028,0.9928027253308197
641.537231,0.9983311940078213
641.672433,0.99240201176008
641.807636,0.9959401635094131
641.942839,0.9999022687760073
642.078042,0.9975245689451412
642.213244,0.9974890577025907
642.348447,0.9984904405328384
642.48365,0.9954637201393407
642.618852,0.9992532189798459
642.754055,0.9915929386641469
642.889258,0.9941575339736676
643.02446,0.9996938768652515
643.159663,0.9945097269418935
643.294866,0.9995261323107751
643.430069,0.9974704048316165
643.565271,0.9995743406186705
643.700474,0.9993787030849078
643.835677,0.9940051413049059
643.970879,0.9988865203789955
644.106082,0.9995305502260435
644.241285,0.9956770708742813
644.376488,0.9998369932870381
644.51169,0.9976878770834839
644.646893,0.9964266994876856
644.782096,1.0
644.917298,0.9982649070172916
645.052501,0.9997020344005694
645.187704,1.0
645.322906,1.0
645.458109,1.0
645.593312,1.0
645.728515,1.0
645.863717,0.999436678725041
645.99892,1.0
646.134123,1.0
646.269325,1.0
646.404528,1.0
646.539731,1.0
646.674933,0.9988981075298373
646.810136,0.9997094822084687
646.945339,1.0
647.080542,1.0
647.215744,0.9983556534217012
647.350947,1.0
647.48615,1.0
647.621352,0.9950762615368008
647.756555,1.0
647.891758,0.9999944975151387
648.026961,0.9982334621679796
648.162163,1.0
648.297366,0.9991224153028907
648.432569,0.9993819110956936
648.567771,1.0
648.702974,0.9971452824774645
648.838177,1.0
648.973379,1.0
649.108582,1.0
649.243785,1.0
649.378988,1.0
649.51419,1.0
649.649393,0.9997632780230697
649.784596,1.0
649.919798,1.0
650.055001,1.0
650.190204,1.0
650.325407,1.0
650.460609,1.0
650.595812,1.0
650.731015,1.0
650.866217,1.0
651.00142,1.0
651.136623,1.0
651.271825,1.0
651.407028,1.0
651.542231,1.0
651.677434,1.0
651.812636,1.0
651.947839,1.0
652.083042,1.0
652.218244,1.0
652.353447,1.0
652.48865,0.9993526496217268
652.623852,1.0
652.759055,0.9999493532825883
652.894258,1.0
653.029461,1.0
653.164663,1.0
653.299866,1.0
653.435069,1.0
653.570271,1.0
653.705474,1.0
653.840677,1.0
653.97588,1.0
654.111082,1.0
654.246285,1.0
654.381488,1.0
654.51669,1.0
654.651893,1.0
654.787096,1.0
654.922298,1.0
655.057501,1.0
655.192704,1.0
655.327907,1.0
655.463109,1.0
655.598312,1.0
655.733515,1.0
655.868717,1.0
656.00392,1.0
656.139123,1.0
656.274325,1.0
656.409528,1.0
656.544731,1.0
656.679934,1.0
656.815136,1.0
656.950339,1.0
657.085542,1.0
657.220744,1.0
657.355947,1.0
657.49115,1.0
657.626353,1.0
657.761555,1.0
657.896758,1.0
658.031961,1.0
658.167163,1.0
658.302366,1.0
658.437569,1.0
658.572771,1.0
658.707974,1.0
658.843177,1.0
658.97838,1.0
659.113582,1.0
659.248785,1.0
659.383988,1.0
659.51919,1.0
659.654393,1.0
659.789596,1.0
659.924798,1.0
660.060001,1.0
660.195204,1.0
660.330407,1.0
660.465609,1.0
660.600812,1.0
660.736015,1.0
660.871217,1.0
661.00642,1.0
661.141623,1.0
661.276826,1.0
661.412028,1.0
661.547231,1.0
661.682434,1.0
661.817636,0.9972276500795323
661.952839,1.0
662.088042,1.0
662.223244,1.0
662.358447,1.0
662.49365,1.0
662.628853,0.9999698264552306
662.764055,1.0
662.899258,0.9988162012432235
663.034461,1.0
663.169663,1.0
663.304866,1.0
663.440069,1.0
663.575272,1.0
663.710474,1.0
663.845677,1.0
663.98088,1.0
664.116082,1.0
664.251285,1.0
664.386488,1.0
664.52169,1.0
664.656893,1.0
664.792096,1.0
664.927299,1.0
665.062501,1.0
665.197704,1.0
665.332907,1.0
665.468109,1.0
665.603312,1.0
665.738515,1.0
665.873717,1.0
666.00892,0.9998194463017812
666.144123,1.0
666.279326,1.0
666.414528,1.0
666.549731,1.0
666.684934,1.0
666.820136,1.0
666.955339,1.0
667.090542,1.0
667.225745,1.0
667.360947,1.0
667.49615,1.0
667.631353,1.0
667.766555,1.0
667.901758,1.0
668.036961,1.0
668.172163,1.0
668.307366,1.0
668.442569,1.0
668.577772,1.0
668.712974,1.0
668.848177,1.0
668.98338,1.0
669.118582,1.0
669.253785,1.0
669.388988,1.0
669.52419,1.0
669.659393,1.0
669.794596,1.0
669.929799,1.0
670.065001,1.0
670.200204,1.0
670.335407,1.0
670.470609,1.0
670.605812,1.0
670.741015,1.0
670.876218,1.0
671.01142,1.0
671.146623,1.0
671.281826,1.0
671.417028,1.0
671.552231,1.0
671.687434,1.0
671.822636,1.0
671.957839,1.0
672.093042,1.0
672.228245,1.0
672.363447,1.0
672.49865,1.0
672.633853,1.0
672.769055,1.0
672.904258,1.0
673.039461,1.0
673.174663,1.0
673.309866,1.0
673.445069,1.0
673.580272,1.0
673.715474,1.0
673.850677,1.0
673.98588,1.0
674.121082,1.0
674.256285,1.0
674.391488,1.0
674.526691,1.0
674.661893,1.0
674.797096,1.0
674.932299,1.0
675.067501,1.0
675.202704,1.0
675.337907,1.0
675.473109,1.0
675.608312,0.9986593994088944
675.743515,1.0
675.878718,1.0
676.01392,1.0
676.149123,1.0
676.284326,1.0
676.419528,1.0
676.554731,1.0
676.689934,1.0
676.825137,1.0
676.960339,1.0
677.095542,1.0
677.230745,1.0
677.365947,1.0
677.50115,1.0
677.636353,1.0
677.771555,1.0
677.906758,1.0
678.041961,1.0
678.177164,1.0
678.312366,1.0
678.447569,1.0
678.582772,1.0
678.717974,1.0
678.853177,1.0
678.98838,1.0
679.123582,1.0
679.258785,1.0
679.393988,0.9999813351741901
679.529191,1.0
679.664393,1.0
679.799596,0.999823265619361
679.934799,1.0
680.070001,1.0
680.205204,1.0
680.340407,1.0
680.47561,1.0
680.610812,1.0
680.746015,1.0
680.881218,1.0
681.01642,1.0
681.151623,1.0
681.286826,1.0
681.422028,1.0
681.557231,1.0
681.692434,1.0
681.827637,1.0
681.962839,1.0
682.098042,1.0
682.233245,1.0
682.368447,0.9999677675194776
682.50365,1.0
682.638853,1.0
682.774055,0.9998099180678601
682.909258,1.0
683.044461,1.0
683.179664,1.0
683.314866,1.0
683.450069,1.0
683.585272,1.0
683.720474,1.0
683.855677,1.0
683.99088,1.0
684.126083,1.0
684.261285,1.0
684.396488,1.0
684.531691,1.0
684.666893,1.0
684.802096,1.0
684.937299,0.9991380816651867
685.072501,1.0
685.207704,1.0
685.342907,0.9999564849468074
685.47811,1.0
685.613312,0.9996959362367589
685.748515,1.0
685.883718,1.0
686.01892,1.0
686.154123,1.0
686.289326,1.0
686.424528,1.0
686.559731,1.0
686.694934,1.0
686.830137,1.0
686.965339,1.0
687.100542,1.0
687.235745,1.0
687.370947,0.9999542550463323
687.50615,1.0
687.641353,0.9988105080071021
687.776556,1.0
687.911758,1.0
688.046961,1.0
688.182164,0.9996494814459874
688.317366,0.9994824139938744
688.452569,1.0
688.587772,0.9971665218981803
688.722974,1.0
688.858177,0.9984728672557303
688.99338,0.9999926804267882
689.128583,1.0
689.263785,0.9973535081504495
689.398988,0.9995853959720137
689.534191,1.0
689.669393,0.9991155813289423
689.804596,0.9999081912146845
689.939799,1.0
690.075002,1.0
690.210204,1.0
690.345407,1.0
690.48061,1.0
690.615812,1.0
690.751015,1.0
