nu,[0]Furfural-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
606.050121,0.8825145526991477
606.169123,0.8806984439548307
606.288126,0.8807512874467568
606.407128,0.8831060355740928
606.526131,0.8796774260647094
606.645133,0.8841752406157357
606.764135,0.8846085926462143
606.883138,0.8855733417049174
607.00214,0.8852280354407508
607.121142,0.883530028221263
607.240145,0.8847943799576549
607.359147,0.8860073789727991
607.47815,0.8813504019980821
607.597152,0.8874527486568003
607.716154,0.8863618528144303
607.835157,0.8838746721334638
607.954159,0.8900745995940825
608.073161,0.8893183576327932
608.192164,0.888438368125416
608.311166,0.8903772764100875
608.430169,0.8906622427307183
608.549171,0.8909383908267082
608.668173,0.8895140291945549
608.787176,0.8915444349641242
608.906178,0.8938475893979917
609.025181,0.8937224594947736
609.144183,0.8943214541834483
609.263185,0.8966945489989103
609.382188,0.8982920866828639
609.50119,0.8983190358496999
609.620192,0.8985526291648358
609.739195,0.8973942435925465
609.858197,0.8982292084375604
609.9772,0.8992178041948248
610.096202,0.9008018210561581
610.215204,0.9022713253451147
610.334207,0.9004145595402969
610.453209,0.9036980408476025
610.572211,0.9021450162014127
610.691214,0.9057273105283912
610.810216,0.9039511117273096
