nu,[0]cis-1-3-Dichloropropene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
685.944642,0.8117523281016743
686.063844,0.8141098265737403
686.183046,0.8092236076931321
686.302248,0.8064043397863602
686.42145,0.8039083571050443
686.540652,0.8044793347116533
686.659854,0.8004109465634099
686.779056,0.7926765674518514
686.898258,0.7928430470107583
687.01746,0.8049058217681372
687.136662,0.8104221453315973
687.255864,0.8140284196614964
687.375066,0.811646807158031
687.494268,0.8101871569844084
687.61347,0.8109977493700362
687.732672,0.8151362514671101
687.851874,0.8161721321514769
687.971076,0.8136133710138703
688.090278,0.8128570623168825
688.20948,0.8132147981204072
688.328682,0.8106653084478405
688.447884,0.8086896963221879
688.567086,0.8059287015529625
688.686288,0.8055741709267368
688.80549,0.803394020361811
688.924692,0.7998428564871914
689.043894,0.7980292723996729
689.163096,0.8112005241531705
689.282298,0.8241769722375081
689.4015,0.8284655700081316
689.520702,0.831046108588414
689.639904,0.8326932099756844
689.759106,0.834193407526383
689.878308,0.8351365788683347
689.99751,0.8361978761045954
690.116712,0.8383329016893658
690.235914,0.8382323077769185
690.355116,0.8400616474636513
690.474318,0.8415077968292192
690.59352,0.8397256900006379
690.712722,0.8417602870399059
690.831924,0.8404481647136365
690.951126,0.8411460262628286
691.070328,0.8425771906525347
691.18953,0.8403725277825252
691.308732,0.8415246271534584
691.427934,0.8435382763646488
691.547136,0.843276820026802
691.666338,0.8436648165963837
691.78554,0.8439601509626916
691.904742,0.843791375810577
692.023944,0.8436901269205346
692.143146,0.8447031627727862
692.262348,0.8461234567991736
692.38155,0.845869657833882
692.500752,0.8485553191734438
692.619954,0.8465381588867191
692.739156,0.846013467899223
692.858358,0.8484280454213379
692.97756,0.8482583767796834
693.096762,0.8500925951161868
693.215964,0.849064605135458
693.335166,0.8495317191128511
693.454368,0.850279636060862
693.57357,0.8506283221874184
693.692772,0.8504156916867915
693.811974,0.8506538414198705
693.931176,0.8524165186130968
694.050378,0.8529963589691315
694.16958,0.8539693293060757
694.288782,0.8552084830028897
694.407984,0.8540632710990033
694.527186,0.8547040588176851
694.646388,0.8561925384817922
694.76559,0.856149729925091
694.884792,0.85784658572322
695.003994,0.857709341249355
695.123196,0.856740677092066
695.242398,0.8573577525000615
695.3616,0.8590312312289138
695.480802,0.8593835062451611
695.600004,0.8621638027319467
695.719206,0.8604584073011665
695.838408,0.8613537495420248
695.95761,0.8629055825218875
696.076812,0.8626467496739993
696.196014,0.8631817564937733
696.315216,0.8639071337850383
696.434418,0.8662688224985797
696.55362,0.8635702756944594
696.672822,0.8656886167781266
696.792024,0.8666847313435164
696.911226,0.8670228043086835
697.030428,0.8695582107892359
697.14963,0.8685066816576009
697.268832,0.8675692007722119
697.388034,0.8697408371886024
697.507236,0.8707677371282948
697.626438,0.8721620806850855
697.74564,0.8705413669460403
697.864842,0.874135395993824
697.984044,0.8724412172103668
698.103246,0.8719179094880566
698.222448,0.8726593547807295
698.34165,0.8732704301805138
698.460852,0.8756139338256171
698.580054,0.8767091356014046
698.699256,0.8764198693182179
698.818458,0.8758328646742893
698.93766,0.8784730931474168
699.056862,0.878227155114267
699.176064,0.8785960879898955
699.295266,0.8808393669794047
699.414468,0.8818088233863524
699.53367,0.8807689026486571
699.652872,0.8814914293442887
699.772074,0.8803726458069415
699.891276,0.8823468908625137
700.010478,0.8837686135364509
700.12968,0.8853873908286848
700.248882,0.8859010644663203
700.368084,0.885104112190619
700.487286,0.8877900447834952
700.606488,0.8864593579809257
700.72569,0.8884117153741655
700.844892,0.8888471437859475
700.964094,0.8894339765343512
701.083296,0.8910363994400741
701.202498,0.8898343118924916
701.3217,0.8903149521821122
701.440902,0.8921687345479612
701.560104,0.8930792109212121
701.679306,0.8923293393741806
701.798508,0.8939548575446795
701.91771,0.89376714673492
702.036912,0.8945450624968688
702.156114,0.8962104646569865
702.275316,0.8961029258536849
702.394518,0.8973493750020909
702.51372,0.8978430529073212
702.632922,0.8970712398090226
702.752124,0.8991278869103444
702.871326,0.8996495323473057
702.990528,0.8996675255178838
703.10973,0.8985885719888541
703.228932,0.901333450945977
703.348134,0.9001714804263781
703.467336,0.9013785187452099
703.586538,0.899703512938648
703.70574,0.9020728474869036
703.824942,0.9036076755618574
703.944144,0.9039330328858641
704.063346,0.9040686330105521
704.182548,0.903598639530282
704.30175,0.9051052895547271
704.420952,0.9044212885407846
704.540154,0.9061739441786303
704.659356,0.906874687439858
704.778558,0.9080135296466043
704.89776,0.9078364842708084
705.016962,0.908505806374615
705.136164,0.9084685584001423
705.255366,0.908498538357236
705.374568,0.9094402305553065
705.49377,0.9111333635096568
705.612972,0.9086239198066504
705.732174,0.9097494928052987
705.851376,0.9113019387746373
705.970578,0.9103774365710198
706.08978,0.9106633399705878
706.208982,0.9092474496619256
706.328184,0.9108527776461369
706.447386,0.910575920486153
706.566588,0.9114286185481673
706.68579,0.9128022641432108
706.804992,0.9132277291239427
706.924194,0.9119428092771839
707.043396,0.9142383177448454
707.162598,0.9132112911727605
