nu,[0]Phenol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
582.940659,0.863881216959779
583.075662,0.8740654679593032
583.210664,0.8839895833099058
583.345667,0.8682635338290213
583.48067,0.8792904531375281
583.615672,0.8780690884527727
583.750675,0.8769546485295789
583.885678,0.8777969292222126
584.02068,0.8769634181199121
584.155683,0.8843786243093055
584.290686,0.8774985289971899
584.425689,0.8734014305698244
584.560691,0.8755526429954534
584.695694,0.8764899857123818
584.830697,0.8627330186623443
584.965699,0.8687933361579391
585.100702,0.8698452123514495
585.235705,0.8626122444941206
585.370707,0.8827970025455766
585.50571,0.8797126138655034
585.640713,0.880892218926966
585.775716,0.8892116458327133
585.910718,0.8874438741736863
586.045721,0.8771826863818328
586.180724,0.8751412299428863
586.315726,0.8777530404729794
586.450729,0.8752900165984839
586.585732,0.8828941155569743
586.720734,0.8859187826647911
586.855737,0.8849094107038858
586.99074,0.8900478977566243
587.125743,0.891383971407984
587.260745,0.8834946877269487
587.395748,0.889567401637464
587.530751,0.8881985221466864
587.665753,0.8898165153842195
587.800756,0.8857593316349346
587.935759,0.8753512890441565
588.070761,0.8835565345197022
588.205764,0.8767091356014046
588.340767,0.8776477164276918
588.47577,0.881826459739183
588.610772,0.8762358404693665
588.745775,0.8814120986855809
588.880778,0.8790267055657007
589.01578,0.884281348010926
589.150783,0.8825763308800477
589.285786,0.867647285514042
589.420788,0.8748874757823345
589.555791,0.8664594226047724
589.690794,0.8710115862319721
589.825797,0.8707154926314177
589.960799,0.8646244743612376
590.095802,0.8763322317132394
590.230805,0.8688020241347404
590.365807,0.8683416810636387
590.50081,0.8722754691256636
590.635813,0.8715779278040938
590.770815,0.8713600605566835
590.905818,0.8801701833824772
591.040821,0.8691235403605041
591.175824,0.8772879546201666
591.310826,0.8773142736535887
591.445829,0.8685153667678429
591.580832,0.8778144853363576
591.715834,0.8711858059706116
591.850837,0.8747212629526547
591.98584,0.8796334432929847
