nu,[0]Perfluorotributylamine-HITRAN(x-sec)-X=0.01-T=298.2K-P=0.0atm-L=15cm
938.44732,0.9999758222922854
938.507585,0.99997657327441
938.56785,0.9999751793080385
938.628115,0.9999772842580064
938.68838,0.9999687184892767
938.748645,0.9999721193886715
938.80891,0.9999743043301393
938.869175,0.99997822723703
938.92944,0.9999750823104507
938.989705,0.9999786132287003
939.04997,0.9999735033510424
939.110235,0.9999735763491108
939.1705,0.9999736973459209
939.230765,0.9999728963673101
939.29103,0.9999732113588221
939.351295,0.9999678685162272
939.41156,0.9999712444134498
939.471825,0.9999687184892767
939.53209,0.9999705644332348
939.592356,0.999968597493069
939.652621,0.9999730413633906
939.712886,0.999968743488495
939.773151,0.9999710994176298
939.833416,0.999966071575582
939.893681,0.9999619677232454
939.953946,0.9999612627503066
940.014211,0.9999565029460243
940.074476,0.9999640556460138
940.134741,0.9999590048403245
940.195006,0.9999652216047824
940.255271,0.9999555069898434
940.315536,0.9999658285838562
940.375801,0.9999557019811862
940.436066,0.9999574019073245
940.496331,0.9999555069898434
940.556596,0.9999504072297621
940.616861,0.9999506742165565
940.677126,0.9999467404183419
940.737391,0.9999546330291121
940.797656,0.9999488533080366
940.857921,0.9999500432478801
940.918187,0.9999512331891396
940.978452,0.9999507712117766
941.038717,0.9999474683798338
941.098982,0.9999489503030802
941.159247,0.9999455254837903
941.219512,0.9999448455210642
941.279777,0.9999421496733947
941.340042,0.9999422226691743
941.400307,0.9999428546328587
941.460572,0.9999417616959159
941.520837,0.9999438745750906
941.581102,0.9999405227688406
941.641367,0.9999413487200536
941.701632,0.9999384348952088
941.761897,0.9999381919101987
941.822162,0.9999358600570541
941.882427,0.9999335292092809
941.942692,0.9999317803270678
942.002957,0.9999318533220903
942.063222,0.9999316343370385
942.123487,0.999930736398834
942.183752,0.9999311003736883
942.244018,0.999929837461506
942.304283,0.9999305664106233
942.364548,0.9999273606383662
942.424813,0.9999276276190071
942.485078,0.9999248108268476
942.545343,0.9999232559449757
942.605608,0.9999223090181006
942.665873,0.999920706143924
942.726138,0.9999208761304585
942.786403,0.9999197592194636
942.846668,0.9999208031362372
942.906933,0.9999191032723167
942.967198,0.9999192972566416
943.027463,0.9999177673812871
943.087728,0.9999159465326907
943.147993,0.9999142216791705
943.208258,0.9999124248349287
943.268523,0.9999106769895377
943.328788,0.9999092441185642
943.389053,0.9999090981318253
943.449318,0.9999083941960679
943.509583,0.9999082722072513
943.569849,0.9999072033058796
943.630114,0.9999064023805305
943.690379,0.9999049455179636
943.750644,0.999903293676358
943.810909,0.9999008659141083
943.871174,0.9998989951013383
943.931439,0.9998969553094689
943.991704,0.9998962053870336
944.051969,0.9998951354986663
944.112234,0.9998945955554388
944.172499,0.9998945255628197
944.232764,0.9998931457093264
944.293029,0.9998926857585851
944.353294,0.9998905459905272
944.413559,0.9998894261137429
944.473824,0.9998865864318051
944.534089,0.9998846966479426
944.594354,0.9998829668489136
944.654619,0.9998816770007183
944.714884,0.9998814670255882
944.775149,0.9998803971529908
944.835415,0.9998804871422307
944.89568,0.9998784273905487
944.955945,0.999878497382041
945.01621,0.9998761176740492
945.076475,0.9998751677921885
945.13674,0.9998724481354309
945.197005,0.999870578375701
945.25727,0.9998689585866761
945.317535,0.9998673787949697
945.3778,0.9998665789013865
945.438065,0.9998662889401208
945.49833,0.999866118962866
945.558595,0.999864659159398
945.61886,0.9998638092747989
945.679125,0.999861889538128
945.73939,0.9998595098696628
945.799655,0.9998576901270108
945.85992,0.9998559403775841
945.920185,0.9998541406385112
945.98045,0.999852540873166
946.040715,0.9998529008201454
946.10098,0.9998516410062841
946.161246,0.9998515010270642
946.221511,0.9998502312164642
946.281776,0.99984984127495
946.342041,0.9998482215195192
946.402306,0.9998472016748534
946.462571,0.9998446020755085
946.522836,0.9998430923112992
946.583101,0.9998415425557072
946.643366,0.99984100264142
946.703631,0.9998409526493711
946.763896,0.9998398428265296
946.824161,0.9998403727417867
946.884426,0.9998396728537708
946.944691,0.99983882299041
947.004956,0.9998374832072849
947.065221,0.9998366833376183
947.125486,0.9998345736844422
947.185751,0.9998339637855382
947.246016,0.9998320741011324
947.306281,0.9998317741515552
947.366546,0.9998322440725994
947.426811,0.9998317741515552
947.487077,0.9998320741011324
947.547342,0.9998311242611132
947.607607,0.9998318041465089
947.667872,0.9998303443931404
947.728137,0.9998294245496467
947.788402,0.9998276548531314
947.848667,0.999826555043316
947.908932,0.9998260751266848
947.969197,0.9998264350641366
948.029462,0.9998265850381131
948.089727,0.99982646505893
948.149992,0.9998268749878648
948.210257,0.99982735490488
948.270522,0.9998273149117866
948.330787,0.9998266350294436
948.391052,0.9998267750051822
948.451317,0.9998254452364558
948.511582,0.99982454539396
948.571847,0.9998242054536725
948.632112,0.9998249553221077
948.692377,0.9998251252923646
948.752642,0.9998266050346449
948.812908,0.9998268949844025
948.873173,0.9998272849169676
948.933438,0.9998281147739584
948.993703,0.9998277748324572
949.053968,0.9998282047584928
949.114233,0.999826555043316
949.174498,0.999826755008647
949.234763,0.9998268749878648
949.295028,0.9998274348910715
949.355293,0.9998279647997524
949.415558,0.9998289346333487
949.475823,0.9998307843185887
949.536088,0.9998308543067461
949.596353,0.9998319241263326
949.656618,0.9998318541381003
949.716883,0.9998317541549199
949.777148,0.9998312442408553
949.837413,0.9998314142121812
949.897678,0.9998312242442307
949.957943,0.9998321640860232
950.018208,0.9998339137938412
950.078473,0.9998345736844422
950.138739,0.9998356135129395
950.199004,0.9998368033180275
950.259269,0.9998374832072849
950.319534,0.9998381431002415
950.379799,0.9998377531634418
950.440064,0.9998377031715554
950.500329,0.999837893140737
950.560594,0.9998380931083357
950.620859,0.9998393829003077
950.681124,0.9998404227338067
950.741389,0.9998420224797628
950.801654,0.9998434622533118
950.861919,0.9998444021066081
950.922184,0.9998452319778062
950.982449,0.9998456719098051
951.042714,0.9998461818312278
951.102979,0.9998456719098051
951.163244,0.9998461818312278
951.223509,0.9998461318389199
951.283774,0.9998472916611055
951.344039,0.9998486514543469
951.404304,0.9998500112494375
951.46457,0.9998514210389473
951.524835,0.9998522009233598
951.5851,0.9998534907335309
951.645365,0.9998535607232778
951.70563,0.9998537806910853
951.765895,0.9998531207878079
951.82616,0.9998533907481869
951.886425,0.9998537107013231
951.94669,0.9998549705177923
952.006955,0.9998558703876707
952.06722,0.9998574001683227
952.127485,0.9998586099965088
952.18775,0.9998595098696628
952.248015,0.999860629712941
952.30828,0.9998601397813524
952.368545,0.9998610196586626
952.42881,0.9998603597506074
952.489075,0.9998611096461584
952.54934,0.9998611096461584
952.609605,0.9998624194650699
952.66987,0.9998639092611848
952.730135,0.9998653590649044
952.790401,0.9998660389735797
952.850666,0.9998672588108913
952.910931,0.9998682786760155
952.971196,0.9998686186312881
953.031461,0.9998688785971627
953.091726,0.9998678387340697
953.151991,0.9998687586129045
953.212256,0.9998688386024083
953.272521,0.9998698784665412
953.332786,0.9998708983343374
953.393051,0.9998723781443619
953.453316,0.9998741479200375
953.513581,0.9998746378584901
953.573846,0.9998756377336279
953.634111,0.9998753877647496
953.694376,0.9998762176616659
953.754641,0.9998753377709815
953.814906,0.9998757277224393
953.875171,0.9998755077498034
953.935436,0.9998771675445238
953.995701,0.9998782074173188
954.055967,0.9998796872381609
954.116232,0.9998808770956967
954.176497,0.9998818469806179
954.236762,0.9998826568852419
954.297027,0.999882746874685
954.357292,0.9998831868231906
954.417557,0.99988216694286
954.477822,0.9998831168313699
954.538087,0.999883256815016
954.598352,0.9998851565950088
954.658617,0.9998854165651833
954.718882,0.9998874563335136
954.779147,0.9998890161591621
954.839412,0.9998894761082154
954.899677,0.9998899860519782
954.959942,0.9998904759981915
955.020207,0.9998910059402841
955.080472,0.999890735969749
955.140737,0.9998912459141543
955.201002,0.9998915158848273
955.261267,0.9998927057564391
955.321532,0.9998937256475191
955.381798,0.9998953554756203
955.442063,0.999896425364223
955.502328,0.9998976552375826
955.562593,0.9998982951722867
955.622858,0.9998986351377649
955.683123,0.9998989751033586
955.743388,0.9998984651550114
955.803653,0.9998987051306718
955.863918,0.999898925108411
955.924183,0.9999002829720733
955.984448,0.9999010108997444
956.044713,0.9999023467683873
956.104978,0.9999036826388149
956.165243,0.9999048235295677
956.225508,0.9999048725249052
956.285773,0.9999057224444081
956.346038,0.9999057714397896
956.406303,0.9999051884948948
956.466568,0.9999056734490289
956.526833,0.9999057714397896
956.587098,0.9999069853261331
956.647363,0.9999081022228594
956.707629,0.9999102390287571
956.767894,0.9999104340112727
956.828159,0.9999121088626524
956.888424,0.9999123518413243
956.948689,0.9999130317819548
957.008954,0.9999124738306386
957.069219,0.9999122068540438
957.129484,0.9999126438157737
957.189749,0.9999124488328271
957.250014,0.9999141246874957
957.310279,0.9999145376521146
957.370544,0.999916577479852
957.430809,0.9999170634394267
957.491074,0.9999185203196495
957.551339,0.9999183503335155
957.611604,0.9999186173117507
957.671869,0.9999184233275578
957.732134,0.999917743383261
957.792399,0.9999180593573178
957.852664,0.9999179133692918
957.912929,0.999918885289976
957.973194,0.9999196132311895
958.03346,0.9999208521323577
958.093725,0.9999216050730428
958.15399,0.999922358014295
958.214255,0.9999228919729768
958.27452,0.9999225759973928
958.334785,0.9999222120256414
958.39505,0.9999217020654433
958.455315,0.9999215080806519
958.51558,0.999922090035139
958.575845,0.9999226489917435
958.63611,0.999923134954269
958.696375,0.9999240328856474
958.75664,0.9999257577560918
958.816905,0.999926874673787
958.87717,0.9999254907759502
958.937435,0.999926145727361
958.9977,0.9999258307506748
959.057965,0.9999253927832569
959.11823,0.9999248348250434
959.178495,0.9999246648378358
959.23876,0.9999258307506748
959.299025,0.9999261947237434
959.359291,0.9999275306260319
959.419556,0.9999273846366231
959.479821,0.9999285985492049
959.540086,0.999928744538791
959.600351,0.9999278945997193
959.660616,0.9999269236702051
959.720881,0.9999270206631213
959.781146,0.9999266806879922
959.841411,0.999926291716589
959.901676,0.9999268506755423
959.961941,0.9999274336330661
960.022206,0.9999280155910019
960.082471,0.9999279435961874
960.142736,0.999928914526692
960.203001,0.9999287205405014
960.263266,0.9999284045630756
960.323531,0.9999274576313248
960.383796,0.9999272876436716
960.444061,0.9999263157148203
960.504326,0.9999267776808849
960.564591,0.9999269956649461
960.624856,0.9999277006137266
960.685122,0.9999288905283983
960.745387,0.9999285505526333
960.805652,0.9999296434751364
960.865917,0.9999296434751364
960.926182,0.9999284775578519
960.986447,0.9999283315683047
961.046712,0.9999273356401825
961.106977,0.9999267046862328
961.167242,0.9999267526827157
961.227507,0.9999271906507293
961.287772,0.9999276756155344
961.348037,0.9999283805647942
961.408302,0.999928744538791
961.468567,0.9999294004922625
961.528832,0.9999285745509189
961.589097,0.9999292545025807
961.649362,0.9999277976067182
961.709627,0.9999265107004709
961.769892,0.9999264377058382
961.830157,0.9999259277434851
961.890422,0.9999268986720323
961.950687,0.9999262677183584
962.010953,0.9999277486102573
962.071218,0.9999268986720323
962.131483,0.9999277246119918
962.191748,0.9999271416542982
962.252013,0.9999271176560471
962.312278,0.9999259517417076
962.372543,0.9999253687850477
962.432808,0.9999251018050098
962.493073,0.9999246648378358
962.553338,0.9999255387723749
962.613603,0.999925417781392
962.673868,0.9999262677183584
962.734133,0.9999263157148203
962.794398,0.9999274816295841
962.854663,0.9999255147741621
962.914928,0.9999264857023085
962.975193,0.9999251987977494
963.035458,0.999924931817757
963.095723,0.9999242518690346
963.155988,0.999924397857986
963.216253,0.9999243008653241
963.276518,0.9999242278708528
963.336784,0.9999251018050098
963.397049,0.9999256117669418
963.457314,0.9999258547488951
963.517579,0.9999253927832569
963.577844,0.9999248828214365
963.638109,0.9999240328856474
963.698374,0.999923134954269
963.758639,0.999922988965502
963.818904,0.999922358014295
963.879169,0.9999232319468178
963.939434,0.9999224300087074
963.999699,0.9999233049412164
964.059964,0.9999232319468178
964.120229,0.9999239118948468
964.180494,0.9999222850199655
964.240759,0.9999228919729768
964.301024,0.9999217750597302
964.361289,0.9999206821458273
964.421554,0.9999200751941575
964.481819,0.9999204391651311
964.542084,0.9999206571478106
964.60235,0.9999212890978656
964.662615,0.9999217020654433
964.72288,0.9999214350863845
964.783145,0.9999220660370091
964.84341,0.9999214830826145
964.903675,0.9999210951131543
964.96394,0.9999195892331191
965.024205,0.9999192972566416
965.08447,0.9999187393018294
965.144735,0.9999184723235617
965.205,0.9999188602920042
965.265265,0.9999189822821126
965.32553,0.9999195892331191
965.385795,0.9999195402370603
965.44606,0.999920317174845
965.506325,0.9999189822821126
965.56659,0.99991878729793
965.626855,0.9999172824212876
965.68712,0.9999167474656846
965.747385,0.9999155815634367
965.80765,0.999916213510284
965.867915,0.9999153395838953
965.928181,0.9999165294838575
965.988446,0.9999167964616064
966.048711,0.999916116518416
966.108976,0.9999167234676829
966.169241,0.99991553356749
966.229506,0.9999150966044973
966.289771,0.9999138577104602
966.350036,0.9999131047756087
966.410301,0.9999124008370308
966.470566,0.9999120118711825
966.530831,0.9999126678136774
966.591096,0.9999122548498309
966.651361,0.9999131047756087
966.711626,0.9999132997586831
966.771891,0.9999136877251188
966.832156,0.9999120118711825
966.892421,0.9999123038455325
966.952686,0.9999104820069746
967.012951,0.9999104340112727
967.073216,0.9999090251384637
967.133481,0.9999095590900257
967.193746,0.9999092441185642
967.254012,0.9999099240570813
967.314277,0.9999100690440309
967.374542,0.9999096320834262
967.434807,0.9999097780702432
967.495072,0.9999092191208334
967.555337,0.9999083941960679
967.615602,0.9999071063148856
967.675867,0.9999069363306919
967.736132,0.9999054554696158
967.796397,0.9999058684306542
967.856662,0.9999051634972654
967.916927,0.9999060864101573
967.977192,0.9999056254535578
968.037457,0.9999058684306542
968.097722,0.9999057714397896
968.157987,0.9999041435945188
968.218252,0.9999043385758458
968.278517,0.9999027357304758
968.338782,0.9999023707660438
968.399047,0.9999015938422036
968.459312,0.999901763825489
968.519577,0.9999015458469283
968.579843,0.9999022257802106
968.640108,0.9999023467683873
968.700373,0.9999018128206767
968.760638,0.9999019828039992
968.820903,0.9999014238589471
968.881168,0.9999006469358426
968.941433,0.9998993350670544
969.001698,0.999899435056993
969.061963,0.9998981451875537
969.122228,0.999898125189591
969.182493,0.9998986051408062
969.242758,0.9998987051306718
969.303023,0.9998984351580578
969.363288,0.9998991450861988
969.423553,0.9998985051509507
969.483818,0.9998977052324666
969.544083,0.9998979552069241
969.604348,0.9998965153549053
969.664613,0.999895715438013
969.724878,0.9998950155112571
969.785143,0.9998948955238625
969.845408,0.9998951854934243
969.905674,0.9998953554756203
969.965939,0.9998958354255061
970.026204,0.9998953554756203
970.086469,0.9998961253953403
970.146734,0.9998950355091577
970.206999,0.9998943055860482
970.267264,0.9998929457307173
970.327529,0.9998927057564391
970.387794,0.9998923157983599
970.448059,0.999892435785445
970.508324,0.9998923857908245
970.568589,0.9998931957039849
970.628854,0.9998932157018491
970.689119,0.9998940456135625
970.749384,0.9998937956400824
970.809649,0.9998931657071896
970.869914,0.9998926057671735
970.930179,0.9998919258404327
970.990444,0.9998914658902527
971.050709,0.9998912459141543
971.110974,0.9998915858772358
971.171239,0.9998918358501635
971.231505,0.999892775748931
971.29177,0.9998925857693216
971.352035,0.999892515776843
971.4123,0.9998927257542934
971.472565,0.9998931457093264
971.53283,0.9998920758242329
971.593095,0.9998911559239463
971.65336,0.9998906459795868
971.713625,0.9998906459795868
971.77389,0.9998912259163296
971.834155,0.9998909859424643
971.89442,0.99989200583179
971.954685,0.9998920958220746
972.01495,0.9998925857693216
972.075215,0.9998928957360712
972.13548,0.9998923457951299
972.195745,0.9998914458924236
972.25601,0.9998910259381045
972.316275,0.9998904759981915
972.37654,0.999890346012438
972.436805,0.999891295908718
972.49707,0.9998919258404327
972.557336,0.9998928957360712
972.617601,0.9998934556762497
972.677866,0.999893675652834
972.738131,0.9998937256475191
972.798396,0.9998940156167416
972.858661,0.9998930457200169
972.918926,0.999892775748931
972.979191,0.9998925857693216
973.039456,0.9998927557510756
973.099721,0.9998932157018491
973.159986,0.9998938756315893
973.220251,0.9998947655375345
973.280516,0.9998954254682976
973.340781,0.999896375369403
973.401046,0.9998962753797704
973.461311,0.9998956454453154
973.521576,0.999896105397418
973.581841,0.9998951554965692
973.642106,0.999895275483995
973.702371,0.9998949855144071
973.762636,0.9998958354255061
973.822901,0.999896735332163
973.883167,0.9998971252919657
973.943432,0.9998981451875537
974.003697,0.9998985051509507
974.063962,0.9998982151804263
974.124227,0.999898925108411
974.184492,0.9998982151804263
974.244757,0.9998980251997834
974.305022,0.9998977352293982
974.365287,0.9998979752048834
974.425552,0.9998988951114438
974.485817,0.9998993850620225
974.546082,0.9999009629044969
974.606347,0.999900816918967
974.666612,0.9999020557968467
974.726877,0.9999022987730758
974.787142,0.9999022257802106
974.847407,0.9999019338088033
974.907672,0.9999016428373829
974.967937,0.9999015938422036
975.028202,0.9999017878231317
975.088467,0.9999024927541406
975.148733,0.9999036586411268
975.208998,0.9999052614879763
975.269263,0.9999053334811577
975.329528,0.9999064023805305
975.389793,0.999907009323901
975.450058,0.9999071063148856
975.510323,0.9999064023805305
975.570588,0.9999063783827772
975.630853,0.9999060864101573
975.691118,0.9999065723646334
975.751383,0.9999069123329257
975.811648,0.9999078352474318
975.871913,0.9999087091672617
975.932178,0.9999095350921966
975.992443,0.999910773980878
976.052708,0.9999110889528214
976.112973,0.9999108469743672
976.173238,0.9999105789982962
976.233503,0.9999099720527589
976.293768,0.9999101420374685
976.354033,0.9999104090135121
976.414298,0.9999112839355028
976.474564,0.9999122548498309
976.534829,0.9999132267650149
976.595094,0.9999141006895571
976.655359,0.9999149996127377
976.715624,0.9999155815634367
976.775889,0.9999159945286572
976.836154,0.9999149506169038
976.896419,0.9999147316355537
976.956684,0.9999146836396476
977.016949,0.9999152905880448
977.077214,0.9999164074940482
977.137479,0.9999171604313866
977.197744,0.9999182533414402
977.258009,0.9999192492605165
977.318274,0.9999201471884055
977.378539,0.9999202201825789
977.438804,0.999920026198075
977.499069,0.9999201961844939
977.559334,0.9999197102233967
977.619599,0.9999197102233967
977.679864,0.9999197352213898
977.740129,0.9999213130959769
977.800395,0.9999217020654433
977.86066,0.999923012963654
977.920925,0.9999234989263563
977.98119,0.9999239358930209
978.041455,0.9999248588232397
978.10172,0.9999242278708528
978.161985,0.9999237659059662
978.22225,0.9999232319468178
978.282515,0.9999237899041369
978.34278,0.9999238878966731
978.403045,0.9999244948506573
978.46331,0.9999258787471158
978.523575,0.9999269716666985
978.58384,0.999927263645417
978.644105,0.9999284285613577
978.70437,0.9999281375822272
978.764635,0.9999278216049857
978.8249,0.9999277736084514
978.885165,0.9999275786225545
978.94543,0.9999268256773713
979.005695,0.9999275786225545
979.06596,0.9999285985492049
979.126226,0.9999285985492049
979.186491,0.9999310273787206
979.246756,0.9999307114005659
979.307021,0.9999321203039309
979.367286,0.9999318533220903
979.427551,0.9999317803270678
979.487816,0.999930760397172
979.548081,0.9999305664106233
979.608346,0.9999302014360332
979.668611,0.9999307114005659
979.728876,0.999930760397172
979.789141,0.9999319263171184
979.849406,0.9999328002580038
979.909671,0.9999334072173978
979.969936,0.9999337961915689
980.030201,0.999933504210943
980.090466,0.9999336741996532
980.150731,0.9999332372287331
980.210996,0.9999318533220903
980.271261,0.9999317563287052
980.331526,0.9999317563287052
980.391791,0.9999324842792888
980.452057,0.999933019243311
980.512322,0.999934621137291
980.572587,0.9999346461356569
980.632852,0.9999348891198053
980.693117,0.999934791126191
980.753382,0.9999350341103748
980.813647,0.9999338201899802
980.873912,0.9999334072173978
980.934177,0.9999330672400971
980.994442,0.9999332132303356
981.054707,0.9999336741996532
981.114972,0.9999343541547828
981.175237,0.9999351071056349
981.235502,0.9999354960804673
981.295767,0.9999363460260002
981.356032,0.999935787061739
981.416297,0.9999356420710603
981.476562,0.9999347671277563
981.536827,0.9999339661803287
981.597092,0.9999332132303356
981.657357,0.9999341111707643
981.717622,0.9999338441883923
981.777888,0.9999344511484198
981.838153,0.9999346701340887
981.898418,0.9999348891198053
981.958683,0.9999349371166812
982.018948,0.9999350831071927
982.079213,0.9999344761467814
982.139478,0.9999328492547123
982.199743,0.9999314643486751
982.260008,0.9999317073320504
982.320273,0.999931318358692
982.380538,0.9999317803270678
982.440803,0.9999315613420318
982.501068,0.9999318043254307
982.561333,0.9999322412957247
982.621598,0.9999328242563913
982.681863,0.9999320963055602
982.742128,0.999931318358692
982.802393,0.999930128441131
982.862658,0.9999295214837274
982.922923,0.9999286475457074
982.983188,0.999928817533592
983.043453,0.9999286955422837
983.103719,0.9999287935353006
983.163984,0.9999289875215054
983.224249,0.9999292055060485
983.284514,0.9999295454820362
983.344779,0.999928307570025
983.405044,0.999928210576984
983.465309,0.9999264857023085
983.525574,0.9999257817543102
983.585839,0.999924567845148
983.646104,0.9999244218561718
983.706369,0.9999240818819262
983.766634,0.9999244948506573
983.826899,0.9999245428470341
983.887164,0.9999240578837485
983.947429,0.9999242758672169
984.007694,0.9999233529375362
984.067959,0.9999229159711265
984.128224,0.9999212161036142
984.188489,0.999920317174845
984.248754,0.9999192492605165
984.309019,0.9999187632998794
984.369284,0.9999190302782249
984.42955,0.9999186173117507
984.489815,0.9999190302782249
984.55008,0.9999184473256002
984.610345,0.9999183023374358
984.67061,0.9999176703892684
984.730875,0.999917136433375
984.79114,0.9999154365756879
984.851405,0.9999145376521146
984.91167,0.9999132507629327
984.971935,0.9999136637271905
985.0322,0.9999129837861304
985.092465,0.9999137847167512
985.15273,0.9999134207481998
985.212995,0.9999137117230475
985.27326,0.9999128867945757
985.333525,0.9999124008370308
985.39379,0.9999115509118512
985.454055,0.9999103120222071
985.51432,0.9999088791517567
985.574585,0.9999080782250652
985.63485,0.9999078842429169
985.695116,0.9999081262206542
985.755381,0.9999080292295707
985.815646,0.9999076892608985
985.875911,0.9999079322384965
985.936176,0.999907714258591
985.996441,0.9999073982878033
986.056706,0.9999057954375284
986.116971,0.9999046055503399
986.177236,0.9999036336435356
986.237501,0.9999033426716206
986.297766,0.9999032696786793
986.358031,0.9999029787068701
986.418296,0.999903293676358
986.478561,0.9999033186739407
986.538826,0.9999037556317864
986.599091,0.9999038036271678
986.659356,0.9999028567187142
986.719621,0.9999028327210459
986.779886,0.9999022497778643
986.840151,0.9999016428373829
986.900416,0.9999011808829307
986.960681,0.9999012298780897
987.020947,0.9999012538757195
987.081212,0.999902468756481
987.141477,0.9999023227707312
987.201742,0.9999032206834202
987.262007,0.9999031726880668
987.322272,0.9999034396622496
987.382537,0.9999030027045419
987.442802,0.9999019338088033
987.503067,0.9999016178398421
987.563332,0.9999014238589471
987.623597,0.9999020307992956
987.683862,0.9999021037921465
987.744127,0.9999033426716206
987.804392,0.9999042895805345
987.864657,0.9999041435945188
987.924922,0.9999043865712552
987.985187,0.9999045085595979
988.045452,0.999904580552725
988.105717,0.9999040955991211
988.165982,0.9999034636599324
988.226247,0.9999031726880668
988.286512,0.9999036826388149
988.346778,0.9999047505365182
988.407043,0.9999058434330078
988.467308,0.9999063783827772
988.527573,0.9999067183510036
988.587838,0.9999070583193457
988.648103,0.9999076162676398
988.708368,0.9999072523013338
988.768633,0.9999066213600566
988.828898,0.9999065963623914
988.889163,0.9999066933533359
988.949428,0.9999073492923419
989.009693,0.9999076892608985
989.069958,0.9999090011406474
989.130223,0.9999094860966306
989.190488,0.9999104820069746
989.250753,0.9999108219765963
989.311018,0.999911137948466
989.371283,0.9999108469743672
989.431548,0.999910507004737
989.491813,0.9999105550004426
989.552078,0.9999100940417829
989.612343,0.9999110409570904
989.672609,0.9999110169592257
989.732874,0.9999123038455325
989.793139,0.9999132017671846
989.853404,0.9999137367208907
989.913669,0.9999143676666575
989.973934,0.999914003697894
990.034199,0.9999139307041743
990.094464,0.9999131297734367
990.154729,0.9999129107924852
990.214994,0.9999126678136774
990.275259,0.999913881708393
990.335524,0.9999137117230475
990.395789,0.9999149996127377
990.456054,0.99991553356749
990.516319,0.9999159945286572
990.576584,0.9999163834960547
990.636849,0.9999166504737648
990.697114,0.9999159705306736
990.757379,0.9999155095695175
990.817644,0.9999156305593014
990.877909,0.9999154605736588
990.938174,0.9999155095695175
990.99844,0.9999163594980618
991.058705,0.999917743383261
991.11897,0.9999175004032789
991.179235,0.9999181323513389
991.2395,0.999919055276201
991.299765,0.9999189332860836
991.36003,0.9999182773394786
991.420295,0.9999179863633022
991.48056,0.9999175004032789
991.540825,0.9999175973952812
991.60109,0.9999177923792316
991.661355,0.9999185933137041
991.72162,0.999919055276201
991.781885,0.9999195402370603
991.84215,0.9999210701151273
991.902415,0.9999202931767577
991.96268,0.9999208031362372
992.022945,0.9999199052077592
992.08321,0.999919152268354
992.143475,0.999919370250753
992.20374,0.9999188602920042
992.264005,0.9999195162389917
992.324271,0.9999199052077592
992.384536,0.9999209731227882
992.444801,0.9999211671074758
992.505066,0.9999217990578531
992.565331,0.9999220180407511
992.625596,0.9999222120256414
992.685861,0.9999221390313225
992.746126,0.9999217500616862
992.806391,0.9999205851535259
992.866656,0.9999212890978656
992.926921,0.9999216050730428
992.987186,0.9999217750597302
993.047451,0.9999229399692767
993.107716,0.9999233049412164
993.167981,0.9999244458543582
993.228246,0.9999238878966731
993.288511,0.9999250288104801
993.348776,0.9999238628985763
993.409041,0.9999235229245207
993.469306,0.999923328939376
993.529571,0.9999225759973928
993.589836,0.9999235229245207
993.650102,0.999924397857986
993.710367,0.9999252717922916
993.770632,0.9999257327579482
993.830897,0.9999258057525293
993.891162,0.9999265586969446
993.951427,0.9999260727327551
994.011692,0.9999260007380805
994.071957,0.9999256117669418
994.132222,0.999925417781392
994.192487,0.9999254417796023
994.252752,0.9999257327579482
994.313017,0.9999260727327551
994.373282,0.9999269956649461
994.433547,0.9999276036207444
994.493812,0.999928817533592
994.554077,0.9999281135839523
994.614342,0.999929035518098
994.674607,0.9999286715439953
994.734872,0.9999280645874759
994.795137,0.9999278945997193
994.855402,0.9999276036207444
994.915667,0.9999283805647942
994.975933,0.9999295214837274
995.036198,0.9999304934156946
995.096463,0.9999302264342884
995.156728,0.9999315863403212
995.216993,0.9999312703619898
995.277258,0.999931974313852
995.337523,0.999931124372035
995.397788,0.9999314403503202
995.458053,0.9999308333921201
995.518318,0.999931318358692
995.578583,0.9999309783821014
995.638848,0.9999317313304117
995.699113,0.9999326302694422
995.759378,0.9999340871723459
995.819643,0.9999342571611551
995.879908,0.9999347671277563
995.940173,0.9999353740883442
996.000438,0.9999348161245611
996.060703,0.9999343301563586
996.120968,0.9999341361691173
996.181233,0.9999338931851518
996.241499,0.9999337231964044
996.301764,0.9999348161245611
996.362029,0.9999364920167173
996.422294,0.9999363700244728
996.482559,0.99993787592978
996.542824,0.9999377789358107
996.603089,0.9999392848432397
996.663354,0.9999381429132285
996.723619,0.9999375119524594
996.783884,0.9999373659615933
996.844149,0.999937924926737
996.904414,0.9999385068907788
996.964679,0.9999393568388708
997.024944,0.9999400367978647
997.085209,0.999940887747198
997.145474,0.9999424176579267
997.205739,0.9999420776775625
997.266004,0.9999437775805394
997.326269,0.999942781637033
997.386534,0.9999422956649592
997.446799,0.99994168870017
997.507064,0.9999421496733947
997.56733,0.999942441656545
997.627595,0.9999436805859977
997.68786,0.9999448705196856
997.748125,0.9999450645090093
997.80839,0.999946618424847
997.868655,0.9999475903734325
997.92892,0.9999478083620309
997.989185,0.9999473713849342
998.04945,0.9999467404183419
998.109715,0.9999461084522017
998.16998,0.999946618424847
998.230245,0.9999470314028857
998.29051,0.9999478573594748
998.350775,0.9999489503030802
998.41104,0.9999499462527306
998.471305,0.9999507712117766
998.53157,0.9999515481738277
998.591835,0.9999509412034221
998.6521,0.9999509902010194
998.712365,0.9999505042249563
998.77263,0.9999504312285722
998.832895,0.9999510141998434
998.893161,0.999951330184414
998.953426,0.9999528361122512
