nu,[0]HFC-1243zf-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
1034.257458,0.7425537651131691
1034.37646,0.7425092132238323
1034.495462,0.7425092132238323
1034.614464,0.7435345832806942
1034.733466,0.7457834518044579
1034.852468,0.7476128613730145
1034.97147,0.7492968841262542
1035.090472,0.7525860023894119
1035.209474,0.7545528174327681
1035.328476,0.7571150920855758
1035.447478,0.7597164556395264
1035.56648,0.7620523689506268
1035.685482,0.7644413296385517
1035.804484,0.7645636500366648
1035.923486,0.7644336852634773
1036.042488,0.7647701100930281
1036.16149,0.7673517329552956
1036.280492,0.7682116483589417
1036.399494,0.7689648647901024
1036.518496,0.7723557647043401
1036.637498,0.7755521900875609
1036.7565,0.7787696316631143
1036.875502,0.7820238814222467
1036.994504,0.7849933755697381
1037.113506,0.7877141568865459
1037.232508,0.789678009118549
1037.35151,0.7926527875115288
1037.470512,0.7955035250308271
1037.589514,0.7969287515378087
1037.708516,0.7961799904841922
1037.827518,0.7973352888592983
1037.94652,0.799994841068002
1038.065522,0.8010275003350029
1038.184524,0.7996829039116847
1038.303526,0.7999388433890688
1038.422528,0.8026070798856711
1038.54153,0.8037556290268212
1038.660532,0.8047850949496097
1038.779534,0.8056547323718346
1038.898536,0.807396827379039
1039.017538,0.8096121282623018
1039.13654,0.8112410851933957
1039.255542,0.8131497435387756
1039.374544,0.8150547419175087
1039.493546,0.8160986799649812
1039.612548,0.817691625007565
1039.73155,0.8207226880287453
1039.850552,0.8231227005908411
1039.969554,0.8247870889122918
1040.088556,0.8266201501948626
1040.207558,0.8294437363854039
1040.32656,0.832768155737091
1040.445562,0.8328597652726542
1040.564564,0.8338514583336718
1040.683566,0.8349946177169669
1040.802568,0.8361895141676441
1040.92157,0.8380060156046367
1041.040572,0.8363651324048887
1041.159574,0.8364404086541857
1041.278576,0.838508970085255
1041.397578,0.8409441754395933
1041.51658,0.8449143649626532
1041.635582,0.8469530642280806
1041.754584,0.8495826925451856
1041.873586,0.8529792992125502
1041.992588,0.8551571720332539
1042.11159,0.8573577525000615
1042.230592,0.8562439115752786
1042.349594,0.8563209769952121
1042.468596,0.857863742826505
1042.587598,0.8603723657625851
1042.7066,0.860673548794558
1042.825602,0.861551883688973
1042.944604,0.8624138664922316
1043.063606,0.8644429222852569
1043.182608,0.865619364458914
1043.30161,0.8665114117297867
1043.420612,0.867881581909721
1043.539614,0.870550072403237
1043.658616,0.872013825733397
1043.777618,0.8746075565795453
1043.89662,0.8755964217220622
1044.015622,0.8778232635251019
1044.134624,0.8791497779193437
1044.253626,0.8798269839391996
1044.372628,0.8798181857133514
1044.49163,0.8806015724540258
1044.610632,0.880812942194769
1044.729634,0.8811124695118737
1044.848636,0.8811124695118737
1044.967638,0.88314136052201
1045.08664,0.8856530468923505
1045.205642,0.8871244518784467
1045.324644,0.8884650216762611
1045.443646,0.8902615348875161
1045.562648,0.8916246775741342
1045.68165,0.892695269413856
1045.800652,0.8935258621801823
1045.919654,0.8948134662741714
1046.038656,0.895511693050908
1046.157658,0.89701741714933
1046.27666,0.8976186201993518
1046.395662,0.8990559595565241
1046.514664,0.8983010696486454
1046.633666,0.8989121221102976
1046.752668,0.9002524995054203
1046.87167,0.9012973983289964
1046.990672,0.9029663418126308
1047.109674,0.9033005011747712
1047.228676,0.9048727073834008
1047.347678,0.9066706635887279
1047.46668,0.9069717282230033
1047.585682,0.9078882324252202
1047.704684,0.9082005997012657
1047.823686,0.9090937998267095
1047.942688,0.9097222007298976
1048.06169,0.9097140132669348
1048.180692,0.9111734542596412
1048.299694,0.9130113197976584
1048.418696,0.9132158572406315
1048.537698,0.9131583264538641
1048.6567,0.9139458082871763
1048.775702,0.9164901125785632
1048.894704,0.9178310010738036
1049.013706,0.9178310010738036
1049.132708,0.9186638514323198
1049.25171,0.9196813754114675
1049.370712,0.9211512799743883
1049.489714,0.9209035236048009
1049.608716,0.9196675802943
1049.727718,0.9187685850810876
1049.84672,0.919714484536943
1049.965722,0.9203327403812493
1050.084724,0.9209348348568918
1050.203726,0.9215861660035654
1050.322728,0.9208307751000399
1050.44173,0.9212010234865696
1050.560732,0.9208206460172238
1050.679734,0.918873330670172
1050.798736,0.9203106526605339
1050.917738,0.9213613264106063
1051.03674,0.9227711654259504
1051.155742,0.9237840008330722
1051.274744,0.9249237290041238
1051.393746,0.9269895373959369
1051.512748,0.9265669265294849
1051.63175,0.92638533720822
1051.750752,0.9275969144371973
1051.869754,0.9279049277401695
1051.988756,0.9288444428415007
1052.107758,0.9291426497673038
1052.22676,0.9294623298206404
1052.345762,0.9297811900811774
1052.464764,0.9288555890416919
1052.583766,0.9297300535219912
1052.702768,0.9315839216282186
1052.82177,0.9323089759287962
1052.940772,0.9322623616453667
1053.059774,0.9328349465009791
1053.178776,0.9865877565500233
1053.297778,1.0
1053.41678,1.0
1053.535782,1.0
1053.654784,1.0
1053.773786,1.0
1053.892788,1.0
1054.01179,1.0
1054.130792,1.0
1054.249794,0.9334844256162577
1054.368796,0.9332921476298933
1054.487798,0.9335637751647431
1054.6068,0.9326269475006599
1054.725802,0.931859711283876
1054.844804,0.931466549448696
1054.963806,0.9614468439355084
1055.082808,1.0
1055.20181,1.0
1055.320812,1.0
1055.439814,1.0
1055.558816,1.0
1055.677818,1.0
1055.79682,1.0
1055.915822,1.0
1056.034824,1.0
1056.153826,1.0
1056.272828,0.990292425674734
1056.39183,1.0
1056.510832,1.0
1056.629834,1.0
1056.748836,1.0
1056.867838,1.0
1056.98684,1.0
1057.105842,1.0
1057.224844,1.0
1057.343846,1.0
1057.462848,1.0
1057.58185,1.0
1057.700852,1.0
1057.819854,1.0
1057.938856,1.0
1058.057858,1.0
1058.17686,1.0
1058.295862,1.0
1058.414864,1.0
1058.533866,1.0
1058.652868,1.0
1058.77187,1.0
1058.890872,1.0
1059.009874,1.0
1059.128876,1.0
1059.247878,1.0
1059.36688,1.0
1059.485882,1.0
1059.604884,1.0
1059.723886,1.0
1059.842888,1.0
1059.96189,1.0
1060.080892,1.0
1060.199894,1.0
1060.318896,1.0
1060.437898,1.0
1060.5569,1.0
1060.675902,1.0
1060.794904,1.0
1060.913906,1.0
1061.032908,1.0
1061.15191,1.0
1061.270912,1.0
1061.389914,1.0
1061.508916,1.0
1061.627918,1.0
1061.74692,1.0
1061.865922,1.0
1061.984924,1.0
1062.103926,1.0
1062.222928,1.0
1062.34193,1.0
1062.460932,1.0
1062.579934,1.0
1062.698936,1.0
1062.817938,1.0
1062.93694,1.0
1063.055942,1.0
1063.174944,1.0
1063.293946,1.0
1063.412948,1.0
1063.53195,1.0
1063.650952,1.0
1063.769954,1.0
1063.888956,1.0
1064.007958,1.0
1064.12696,1.0
1064.245962,1.0
1064.364964,1.0
1064.483966,1.0
1064.602968,1.0
1064.72197,1.0
1064.840972,1.0
1064.959974,1.0
1065.078976,1.0
1065.197978,1.0
1065.31698,1.0
1065.435982,1.0
1065.554984,1.0
1065.673986,1.0
1065.792988,1.0
1065.91199,1.0
1066.030992,1.0
1066.149994,1.0
1066.268996,1.0
1066.387998,1.0
1066.507,1.0
1066.626002,1.0
1066.745004,1.0
1066.864006,1.0
1066.983008,1.0
1067.10201,1.0
1067.221012,1.0
1067.340014,1.0
1067.459016,1.0
1067.578018,0.9505181709331841
1067.69702,0.9328517376811363
1067.816022,0.9786228017700347
1067.935024,1.0
1068.054026,1.0
1068.173028,1.0
1068.29203,1.0
1068.411032,1.0
1068.530034,1.0
1068.649036,0.933574977997262
1068.768038,0.9329440945747575
1068.88704,0.9335507053633796
1069.006042,1.0
1069.125044,1.0
1069.244046,1.0
1069.363048,1.0
1069.48205,1.0
1069.601052,1.0
1069.720054,1.0
1069.839056,0.934134356926346
1069.958058,0.9335787123046425
1070.07706,0.9469073744789873
1070.196062,1.0
1070.315064,1.0
1070.434066,1.0
1070.553068,1.0
1070.67207,1.0
1070.791072,1.0
1070.910074,1.0
1071.029076,0.933929803901553
1071.148078,0.932952491109393
1071.26708,0.9332454841891076
1071.386082,0.9320647429730172
1071.505084,0.9304722742113694
1071.624086,0.9315941691077175
1071.743088,0.9311862202089791
1071.86209,0.9298313996210872
1071.981092,0.928767351952061
1072.100094,0.9267615260162871
1072.219096,0.9274030669398491
1072.338098,0.9271081996509459
1072.4571,0.9253298596603131
1072.576102,0.9249376029641133
1072.695104,0.9263927483205621
1072.814106,0.9273233137055304
1072.933108,0.9275041593835835
1073.05211,0.9254492349117475
1073.171112,0.9253835303486083
1073.290114,0.9261500652133774
1073.409116,0.924741536976014
1073.528118,0.9208537961571794
1073.64712,0.9193935601863962
1073.766122,0.9202802829100997
1073.885124,0.9207138370173276
1074.004126,0.9201339699773033
1074.123128,0.9211724666974741
1074.24213,0.9225100581345592
1074.361132,0.9255889882973343
1074.480134,0.9270813139030013
1074.599136,0.9259861511586563
1074.718138,0.9259194825558714
1074.83714,0.9241757682982589
1074.956142,0.9225275859921779
1075.075144,0.92204061999711
1075.194146,0.9196363121281318
1075.313148,0.9190267953303364
1075.43215,0.9174611897023672
1075.551152,0.9166055976081521
1075.670154,0.9172034193264949
1075.789156,0.9165872656795199
1075.908158,0.9171814067085834
1076.02716,0.9184351326099882
1076.146162,0.9178594542758591
1076.265164,0.918107309787502
1076.384166,0.9178750580192133
1076.503168,0.9186638514323198
1076.62217,0.9185756639356498
1076.741172,0.9170979469980474
1076.860174,0.9173676134334884
1076.979176,0.9181431166708134
1077.098178,0.916325159204548
1077.21718,0.9153360622411076
1077.336182,0.914305059578088
1077.455184,0.9144833664490607
1077.574186,0.9148364251644584
1077.693188,0.9134195270851397
1077.81219,0.9121936280357337
1077.931192,0.9109684632947812
1078.050194,0.9112982935741726
1078.169196,0.91207869887929
1078.288198,0.9104247774285732
1078.4072,0.9089965319940498
1078.526202,0.9091919872591167
1078.645204,0.9116473876678631
1078.764206,0.9115899556915663
1078.883208,0.9103665121073279
1079.00221,0.9107698938146427
1079.121212,0.911296470979408
1079.240214,0.911916363319183
1079.359216,0.911017656920015
1079.478218,0.9094993460915268
1079.59722,0.9107307315512033
1079.716222,0.9102281469135087
1079.835224,0.9083958838224921
1079.954226,0.9069055217034104
1080.073228,0.906018095663588
1080.19223,0.9057318391762654
1080.311232,0.9057254990755815
1080.430234,0.9051170559999732
1080.549236,0.9051161508833697
1080.668238,0.9054076452120224
1080.78724,0.9057318391762654
1080.906242,0.9053922534128844
1081.025244,0.9060407463991127
1081.144246,0.9040324709884769
1081.263248,0.9043851124127704
1081.38225,0.9051161508833697
1081.501252,0.9043308509338863
1081.620254,0.902812850581647
1081.739256,0.9028760496931307
1081.858258,0.9019195081370449
1081.97726,0.9017391422726052
1082.096262,0.9008378538496514
1082.215264,0.9008828968684099
1082.334266,0.9017391422726052
1082.453268,0.901081112908686
1082.57227,0.901009029303036
1082.691272,0.9037432268792863
1082.810274,0.9022081685628537
1082.929276,0.9012613471540915
1083.048278,0.900720752540401
1083.16728,0.9003245225862656
1083.286282,0.9004595813938109
1083.405284,0.8976994095106342
1083.524286,0.8949119011692815
1083.643288,0.8956908133009462
1083.76229,0.8960581218275021
1083.881292,0.8957803868608797
1084.000294,0.8960133200414647
1084.119296,0.8950729998099347
1084.238298,0.8963449063095569
1084.3573,0.8974480888625039
1084.476302,0.8964076526490948
1084.595304,0.8953147021482307
1084.714306,0.8952878431100538
1084.833308,0.8949924468648887
1084.95231,0.8940800199859023
1085.071312,0.8937939601515212
1085.190314,0.8932042507633258
1085.309316,0.8919724790152608
1085.428318,0.8914285417208029
1085.54732,0.889300571443503
1085.666322,0.8907245912698828
1085.785324,0.8876923932495019
1085.904326,0.8865214123078604
1086.023328,0.8878610708280817
1086.14233,0.8884028313014322
1086.261332,0.8878078007619501
1086.380334,0.8883317619177413
1086.499336,0.8883317619177413
1086.618338,0.88893603294471
1086.73734,0.8874438741736863
1086.856342,0.8859542201248422
1086.975344,0.883574205827105
1087.094346,0.8824351299634815
1087.213348,0.8809450740457394
1087.33235,0.8829559203082044
1087.451352,0.8835123577974034
1087.570354,0.8811300919374877
1087.689356,0.8807777103817223
1087.808358,0.8823910093100088
1087.92736,0.8833356729949131
1088.046362,0.8833975086562457
1088.165364,0.8819940226845092
1088.284366,0.8816060306790288
1088.403368,0.8828764578512408
1088.52237,0.8837332634989149
1088.641372,0.8823910093100088
1088.760374,0.8814120986855809
1088.879376,0.8813504019980821
1088.998378,0.8811124695118737
1089.11738,0.88068083016209
1089.236382,0.8782710675698249
1089.355384,0.8765951708216476
1089.474386,0.8763497585331413
1089.593388,0.8766127029003842
1089.71239,0.8754125657790502
1089.831392,0.8739518468340016
1089.950394,0.8727728078711422
1090.069396,0.8727204430736295
1090.188398,0.8747650001092222
1090.3074,0.8728862757114152
1090.426402,0.8713164936428376
1090.545404,0.8707764448492046
1090.664406,0.870384683601914
1090.783408,0.8715082043588445
1090.90241,0.8698452123514495
1091.021412,0.8692626112523364
1091.140414,0.8740742086576861
1091.259416,0.8757277710362728
1091.378418,0.8771212857428335
1091.49742,0.8786048739947053
1091.616422,0.8794487396644529
1091.735424,0.8823645379768015
1091.854426,0.8792552822228256
1091.973428,0.8741965876132253
1092.09243,0.8734975100114595
1092.211432,0.8718743146824613
1092.330434,0.8730084883446996
1092.449436,0.8728688181604771
1092.568438,0.8708025685344034
1092.68744,0.8719789458779694
1092.806442,0.8719702261321094
1092.925444,0.8734538362278126
1093.044446,0.8729822984828991
1093.163448,0.8714036296489295
1093.28245,0.8714297721499545
1093.401452,0.8720923105094749
1093.520454,0.871150959235312
1093.639456,0.8706284254355868
1093.758458,0.8701323086398077
1093.87746,0.8713513469996458
1093.996462,0.871150959235312
1094.115464,0.8692017649991924
1094.234466,0.869219149208334
1094.353468,0.8698104192388224
1094.47247,0.8709767464653227
1094.591472,0.8701062050621041
1094.710474,0.8663294634385628
1094.829476,0.8662255101402728
1094.948478,0.864330552009586
1095.06748,0.8630522889406085
1095.186482,0.8601314952236208
1095.305484,0.8569720283058894
1095.424486,0.8571605828923606
1095.543488,0.8553111141785974
1095.66249,0.85628672484118
1095.781492,0.8581640476867792
1095.900494,0.8593233515051645
1096.019496,0.861457118193965
1096.138498,0.8615604992508876
1096.2575,0.8619827673427541
1096.376502,0.8648320091382614
1096.495504,0.8642700509885057
1096.614506,0.8628538097401351
1096.733508,0.8634752881885416
1096.85251,0.8647714730164107
1096.971512,0.8670834980292406
1097.090514,0.8689062866332614
1097.209516,0.8692799966784152
1097.328518,0.8713949156562031
1097.44752,0.8700540002559602
1097.566522,0.8693930104237176
1097.685524,0.8681333040664233
1097.804526,0.8652212711197507
1097.923528,0.8635184630323132
1098.04253,0.862068969929546
1098.161532,0.8606907624376697
1098.280534,0.8638293856417165
1098.399536,0.8647801207743796
1098.518538,0.8654895312919761
1098.63754,0.8665807354156356
1098.756542,0.867213570309122
1098.875544,0.8692626112523364
1098.994546,0.8694190926052611
1099.113548,0.8662428348237219
1099.23255,0.8656626465091792
1099.351552,0.8656713031789276
1099.470554,0.8662341724386856
1099.589556,0.8659830009503044
1099.708558,0.8651001486205666
1099.82756,0.8661302305746296
1099.946562,0.8658011636136935
1100.065564,0.8647801207743796
1100.184566,0.8646071820446741
1100.303568,0.8607940515263837
1100.42257,0.8608026595099387
1100.541572,0.8589195644273534
1100.660574,0.8566635739008235
1100.779576,0.8566721405793958
1100.898578,0.8543024422973161
1101.01758,0.852970769462207
1101.136582,0.8545844086251595
1101.255584,0.854541680472941
1101.374586,0.8563209769952121
1101.493588,0.8565693460903189
1101.61259,0.8568520606198605
1101.731592,0.8591772789519274
1101.850594,0.8592460158836842
1101.969596,0.8577951164721697
1102.088598,0.8572720210114575
1102.2076,0.8581554660892103
1102.326602,0.8602777300074131
1102.445604,0.8598133054391282
1102.564606,0.8590741838642821
1102.683608,0.8608198757352906
1102.80261,0.8615432682132136
1102.921612,0.8607768358175107
1103.040614,0.859443665196137
1103.159616,0.8596327636025423
1103.278618,0.8615863464535712
1103.39762,0.8608715264773416
1103.516622,0.8601056916658193
1103.635624,0.860389573381976
1103.754626,0.8609834470504633
1103.873628,0.8621293168695593
1103.99263,0.861551883688973
1104.111632,0.8632594463478488
1104.230634,0.8636220914654587
1104.349636,0.8627502734952652
1104.468638,0.8621724244130824
1104.58764,0.8591772789519274
1104.706642,0.8572634483341107
1104.825644,0.8553538808034631
1104.944646,0.8532864270399587
1105.063648,0.8518541093262921
1105.18265,0.8512665327280955
1105.301652,0.8518370724144754
1105.420654,0.8521182250360032
1105.539656,0.853363226274306
1105.658658,0.8542511856884919
1105.77766,0.855867247126441
1105.896662,0.8605358520427848
1106.015664,0.8630091374049589
1106.134666,0.8630263977603099
1106.253668,0.8652126189503003
1106.37267,0.8659570218499645
1106.491672,0.8659570218499645
1106.610674,0.8645812442182821
1106.729676,0.8626036184148062
1106.848678,0.8625346128855909
1106.96768,0.8623276294175081
1107.086682,0.8618362427272511
1107.205684,0.862508737235341
1107.324686,0.8618190061747626
1107.443688,0.8600110852431847
1107.56269,0.860561668505591
1107.681692,0.8622414009660607
1107.800694,0.8623276294175081
1107.919696,0.8619224306608487
1108.038698,0.8630781808976541
1108.1577,0.8642441232758937
1108.276702,0.8650309433769237
1108.395704,0.8635875472726885
1108.514706,0.8636048191963526
1108.633708,0.8636048191963526
1108.75271,0.8624483637368316
1108.871712,0.862681256234113
1108.990714,0.8638380239787645
1109.109716,0.8641577031846428
1109.228718,0.8658271380382163
1109.34772,0.8649184966634794
1109.466722,0.8639503302216294
1109.585724,0.8630781808976541
1109.704726,0.862940099435522
1109.823728,0.862068969929546
1109.94273,0.8600454863746124
1110.061732,0.8580181721984402
1110.180734,0.8576407272466517
1110.299736,0.8583271143466819
1110.418738,0.8577436503091816
1110.53774,0.8572805937745314
1110.656742,0.8573234588758386
1110.775744,0.8577436503091816
1110.894746,0.8581812111393669
1111.013748,0.8581897929943875
1111.13275,0.8567578120769572
1111.251752,0.8557046477969125
1111.370754,0.8558244548339009
1111.489756,0.8559956368424979
1111.608758,0.856389485413672
1111.72776,0.8560898015415142
1111.846762,0.8555848575317351
1111.965764,0.8568691978324444
1112.084766,0.8561411684705991
1112.203768,0.8558330131212406
1112.32277,0.8573320321532937
1112.441772,0.85861899518249
1112.560774,0.858910975274655
1112.679776,0.8592030546569296
1112.798778,0.8588852083319027
1112.91778,0.8582584509241076
1113.036782,0.8561839765992169
1113.155784,0.8518796653329102
1113.274786,0.8490306432304952
1113.393788,0.8481735551831558
1113.51279,0.8464789032895671
1113.631792,0.8461234567991736
1113.750794,0.848852365515232
1113.869796,0.8496081804082779
1113.988798,0.8508750401732316
1114.1078,0.8519733772501578
1114.226802,0.851053742694776
1114.345804,0.8526637552510743
1114.464806,0.8501265995000746
1114.583808,0.8471733006542747
1114.70281,0.8484789526312642
1114.821812,0.8483601738926015
1114.940814,0.8485383482367703
1115.059816,0.8480293779341882
1115.178818,0.8472410772293539
1115.29782,0.8496506618793263
1115.416822,0.848088742068364
1115.535824,0.8455567439531213
1115.654826,0.8435635828925359
1115.773828,0.8422991860529011
1115.89283,0.8404397602740116
1116.011832,0.8386766886505695
1116.130834,0.8368085234133016
1116.249836,0.8385173552168815
1116.368838,0.838408355045868
1116.48784,0.8386095971991714
1116.606842,0.8370261219159686
1116.725844,0.8362062381251665
1116.844846,0.8364822317201863
1116.963848,0.8362982258705934
1117.08285,0.8343185459226571
1117.201852,0.8339014909221345
1117.320854,0.8345021161947496
1117.439856,0.8358467467389599
1117.558858,0.8346606866605438
1117.67786,0.8344437030910984
1117.796862,0.8341350160315824
1117.915864,0.8338597968899479
1118.034866,0.8324600885154188
1118.153868,0.8296511232417771
1118.27287,0.8304396663075081
1118.391872,0.8275382079893933
1118.510874,0.8244325067046977
1118.629876,0.8229498629723022
1118.748878,0.8218396302330052
1118.86788,0.8219711350939508
1118.986882,0.8213138211465114
1119.105884,0.8215438212149393
1119.224886,0.8232791087622592
1119.343888,0.8229498629723022
1119.46289,0.8226783343222127
1119.581892,0.8218478486703996
1119.700894,0.8222013192360531
1119.819896,0.8200089698026064
1119.938898,0.8170785862070957
1120.0579,0.8152829891983737
1120.176902,0.8140854036452889
1120.295904,0.8131253494123831
1120.414906,0.8099927353982557
1120.533908,0.8070900748713027
1120.65291,0.8072999455727782
1120.771912,0.8073887534511349
1120.890914,0.8057191873285882
1121.009916,0.8029281869347538
1121.128918,0.8007712125431294
1121.24792,0.8004189507128963
1121.366922,0.7986919116530138
1121.485924,0.7948037898574325
1121.604926,0.7925497493467781
1121.723928,0.7933426955031242
1121.84293,0.7917813488244141
1121.961932,0.7911323542425219
1122.080934,0.7891412106045278
1122.199936,0.7902941982481813
1122.318938,0.7906578172053237
1122.43794,0.7874700033436655
1122.556942,0.7859280737217644
1122.675944,0.7851268357873821
1122.794946,0.7822272340661146
1122.913948,0.781672049843649
1123.03295,0.7793928966411953
1123.151952,0.7762349763967515
1123.270954,0.7757926485356219
1123.389956,0.7765765949369335
1123.508958,0.7767862989263311
1123.62796,0.7772058768035824
1123.746962,0.7743510153438368
1123.865964,0.7743742462227585
1123.984966,0.7733063467830602
1124.103968,0.7695571957541458
1124.22297,0.7676050008140691
1124.341972,0.7657343277613103
1124.460974,0.7620447484650398
1124.579976,0.7600584049773949
1124.698978,0.7568425797075962
1124.81798,0.7560256309532468
1124.936982,0.7545905460168466
1125.055984,0.7524355002396506
1125.174986,0.7525483740300092
1125.293988,0.7530527503878213
1125.41299,0.7526838449293498
1125.531992,0.7524881725681773
1125.650994,0.7507819616984458
1125.769996,0.7485105353032995
1125.888998,0.7463280724866386
1126.008,0.7449337430953885
1126.127002,0.7417967464179217
1126.246004,0.7395598995825389
1126.365006,0.7374625291434604
1126.484008,0.7354299388279479
1126.60301,0.7351064208340418
1126.722012,0.733058332331919
1126.841014,0.7312060388903514
1126.960016,0.7307162949268431
1127.079018,0.7299567450145343
1127.19802,0.7292271531262633
1127.317022,0.7272463503827219
1127.436024,0.7238363124024859
1127.555026,0.7225923840302235
1127.674028,0.7206944629204608
1127.79303,0.7180328204826548
1127.912032,0.7162972819057654
1128.031034,0.7144016069873467
1128.150036,0.7131738923605799
1128.269038,0.7102345580883959
1128.38804,0.7081353721243664
1128.507042,0.705082825564677
1128.626044,0.7008229441190426
1128.745046,0.6971393220730281
1128.864048,0.6926988043686751
1128.98305,0.6894507588741626
1129.102052,0.6861493250115874
1129.221054,0.6823790389078399
1129.340056,0.6805391005373513
1129.459058,0.6788873981542024
1129.57806,0.6763869198746687
1129.697062,0.6741248148345698
1129.816064,0.6727577295215168
1129.935066,0.6713195673627013
1130.054068,0.6688402744837447
1130.17307,0.6657839902599664
1130.292072,0.661629200540771
1130.411074,0.6586849049660517
1130.530076,0.6550065784252445
1130.649078,0.6513097131892448
1130.76808,0.6496574857349036
1130.887082,0.6466047937102436
1131.006084,0.6449064573939767
1131.125086,0.6441265924939444
1131.244088,0.6418439970946249
1131.36309,0.6385533830723182
1131.482092,0.6339786501209591
1131.601094,0.6298900491415447
1131.720096,0.6272563313276118
1131.839098,0.6222271873234374
1131.9581,0.6187029551936991
1132.077102,0.6155925371371556
1132.196104,0.6108645684160452
1132.315106,0.6055549310228568
1132.434108,0.6018602520943429
1132.55311,0.5989782452342054
1132.672112,0.5965990495581853
1132.791114,0.5915671955924143
1132.910116,0.5883283903438413
1133.029118,0.5863959705132898
1133.14812,0.5837339295831441
1133.267122,0.579627281565286
1133.386124,0.5746925941580311
1133.505126,0.5695777398315167
1133.624128,0.5660912469952338
1133.74313,0.56112588763314
1133.862132,0.5566213904879813
1133.981134,0.5535296278952487
1134.100136,0.5497124256227373
1134.219138,0.5459324657444992
1134.33814,0.541539104502902
1134.457142,0.5372724271417156
1134.576144,0.5345874238311804
1134.695146,0.5295593676594968
1134.814148,0.5244422301076664
1134.93315,0.5203414751228462
1135.052152,0.5168358291842453
1135.171154,0.5132460085129188
1135.290156,0.5087848720522281
1135.409158,0.5049731598152106
1135.52816,0.5004788194017266
1135.647162,0.4944595159134094
1135.766164,0.4889769146139931
1135.885166,0.482574483581422
1136.004168,0.4771520861610813
1136.12317,0.47135205562781096
1136.242172,0.465967215656412
1136.361174,0.46176000156842834
1136.480176,0.45822726781806006
1136.599178,0.4543715607097633
1136.71818,0.44981450154148306
1136.837182,0.4448580662229411
1136.956184,0.4396615731283504
1137.075186,0.43380940514161986
1137.194188,0.4285705115954968
1137.31319,0.4220886145099097
1137.432192,0.41724988168468713
1137.551194,0.41185661996325423
1137.670196,0.40711482826598816
1137.789198,0.4027094277702851
1137.9082,0.3990175013586375
1138.027202,0.3952250221325554
1138.146204,0.39124160274135655
1138.265206,0.38752690513213833
1138.384208,0.3845428703087723
1138.50321,0.38110894494206854
1138.622212,0.3761941170737393
1138.741214,0.3711496234382974
1138.860216,0.36692419697996637
1138.979218,0.3615337068854158
1139.09822,0.35593754461343535
1139.217222,0.3506733905374382
1139.336224,0.3451417764963077
1139.455226,0.340513672504667
1139.574228,0.33474039094195124
1139.69323,0.32965784359514805
1139.812232,0.3257255901794283
1139.931234,0.3210687513900244
1140.050236,0.3167634494211242
1140.169238,0.3134861808826053
1140.28824,0.3094991293336166
1140.407242,0.30580733484994277
1140.526244,0.3010737583197618
1140.645246,0.29665067822499114
1140.764248,0.2930535271885214
1140.88325,0.2888926826918924
1141.002252,0.2834838851313853
1141.121254,0.27968256929630725
1141.240256,0.27560130630372565
1141.359258,0.27201447423573305
1141.47826,0.26775042027526297
1141.597262,0.26355320892024214
1141.716264,0.25983719946186495
1141.835266,0.2564811772769089
1141.954268,0.25263740501520204
1142.07327,0.24880147243189463
1142.192272,0.24480336072167141
1142.311274,0.2402680749592907
1142.430276,0.23576965234228878
1142.549278,0.23147115815983416
1142.66828,0.22677430663221806
1142.787282,0.22272888711423713
1142.906284,0.21882127023923378
1143.025286,0.2158438606615845
1143.144288,0.21307735717094542
1143.26329,0.20994703381626711
1143.382292,0.20692476621847655
1143.501294,0.20382367441479987
1143.620296,0.2011709972507759
1143.739298,0.19809669676503922
1143.8583,0.1942323803300579
1143.977302,0.1913406369206631
1144.096304,0.18858621550020138
1144.215306,0.18596440398657543
1144.334308,0.18144549017491415
1144.45331,0.17719578992175117
1144.572312,0.1740173973492408
1144.691314,0.1710669976653797
1144.810316,0.16796494198768974
1144.929318,0.16541463795102052
1145.04832,0.16344152465270095
1145.167322,0.16252881010061776
1145.286324,0.16105650706760616
1145.405326,0.15962946391638894
1145.524328,0.15791474187219648
1145.64333,0.15612473623271753
1145.762332,0.1535544579429456
1145.881334,0.15208738834782706
1146.000336,0.1497032915734029
1146.119338,0.14750399777650977
1146.23834,0.14523531353461575
1146.357342,0.14307304141494429
1146.476344,0.14071763290586387
1146.595346,0.13853947166315636
1146.714348,0.13586412140536233
1146.83335,0.1338146025631194
1146.952352,0.13141434610630479
1147.071354,0.12927672721601174
1147.190356,0.12730111686110956
1147.309358,0.12563178395437083
1147.42836,0.12350174419220851
1147.547362,0.12168737780752398
1147.666364,0.1192062610670536
1147.785366,0.11713829894281459
1147.904368,0.11464670611592571
1148.02337,0.11219689052034373
1148.142372,0.10955813032933356
1148.261374,0.10742095545195732
1148.380376,0.1052517688905321
1148.499378,0.10364330858240207
1148.61838,0.10151994473009104
1148.737382,0.09974882527233066
1148.856384,0.09785191642472073
1148.975386,0.09661705505335619
1149.094388,0.0949694517138721
1149.21339,0.09343399759806298
1149.332392,0.09147404574480872
1149.451394,0.08980631349185193
1149.570396,0.08776434098156877
1149.689398,0.08607812197599739
1149.8084,0.08360934356543137
1149.927402,0.0817327909190746
1150.046404,0.07956348679311463
1150.165406,0.07787891735700261
1150.284408,0.07604728204262312
1150.40341,0.07454889948398016
1150.522412,0.07254124371820202
1150.641414,0.0712044473310615
