nu,[0]Acetol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
548.815976,0.9612641863881771
548.935779,0.9847169889081885
549.055581,0.9833010002093616
549.175384,1.0
549.295186,0.9708308769109233
549.414988,0.9999059154262311
549.534791,0.9850735209865861
549.654593,0.9813765991162585
549.774395,0.9921362820841224
549.894198,0.9933506057132916
550.014,0.9677727322542022
550.133803,0.9854016050920463
550.253605,0.9944058061053864
550.373407,0.9833708170588452
550.49321,1.0
550.613012,0.986709114307428
550.732815,0.9678346716911073
550.852617,0.9703630491837917
550.972419,0.9899765727721602
551.092222,0.985575051037338
551.212024,0.9931716200612336
551.331827,0.9958736369285032
551.451629,0.9809605836397467
551.571431,0.9940390374581505
551.691234,0.9822376439066363
551.811036,1.0
551.930839,0.9972257553487971
552.050641,0.9914505561414645
552.170443,0.9984854480931168
552.290246,0.9949122864808153
552.410048,0.985931893790455
552.529851,0.9948784600381277
552.649653,0.9988161013616084
552.769455,0.9863007012814345
552.889258,0.9967692302048313
553.00906,0.9748077567397235
553.128863,0.9986111653247655
553.248665,0.9810371015494304
553.368467,1.0
553.48827,0.9993746156343711
553.608072,1.0
553.727875,0.9885164451899874
553.847677,0.9951688079324644
553.967479,0.9988385749767162
554.087282,0.9962001378172604
554.207084,0.9880796174672518
554.326887,0.9916380571692943
554.446689,0.9896875418134844
554.566491,0.9917163996702988
554.686294,1.0
554.806096,0.9787891817882364
554.925899,0.9724807480841344
555.045701,0.9988106078881579
555.165503,0.9939182690519286
555.285306,0.9916827810541887
555.405108,1.0
555.52491,0.9998280247894321
555.644713,0.998875233025089
555.764515,0.999782563642712
555.884318,0.9806898758780518
556.00412,0.9956592484142242
556.123922,0.988028238663004
556.243725,0.9990255850508694
556.363527,0.9672618831276094
556.48333,0.9997614784507889
556.603132,0.9916876403117211
556.722934,1.0
556.842737,0.9999569689258633
556.962539,0.9830689685541244
557.082342,0.9989890113936856
557.202144,0.9948617462203956
557.321946,1.0
557.441749,1.0
557.561551,1.0
557.681354,1.0
557.801156,1.0
557.920958,0.9926433932801432
558.040761,0.9996584483420524
558.160563,1.0
558.280366,1.0
558.400168,0.9944585110097777
558.51997,0.9916226868985282
558.639773,0.9996048281009912
558.759575,0.9922472091211653
558.879378,1.0
558.99918,1.0
559.118982,0.9978682753591734
559.238785,0.99652724401405
559.358587,1.0
559.47839,0.9895499848056059
559.598192,0.990320451346942
559.717994,0.995121240000328
559.837797,1.0
559.957599,0.9971416927609091
560.077402,0.9966516183749016
560.197204,1.0
560.317006,0.9986270433685241
560.436809,0.9950120811877703
560.556611,1.0
560.676414,0.9947915114604287
560.796216,0.9983757205720091
560.916018,0.9804741478363133
561.035821,1.0
561.155623,0.990602039477116
561.275426,0.9988682409229301
561.395228,0.9956449110242764
561.51503,0.9914666177705729
561.634833,0.9942138048825422
561.754635,0.9954412229134851
561.874437,0.989839965431241
561.99424,0.99815680078192
562.114042,0.9938096397218222
562.233845,1.0
562.353647,1.0
562.473449,0.9980301427205248
562.593252,0.9942571535494291
562.713054,0.9942400524734577
562.832857,1.0
562.952659,0.9996868890294747
563.072461,1.0
563.192264,0.9912334522434141
563.312066,0.9998050590034658
563.431869,0.9959166595989014
563.551671,0.9995510208213304
563.671473,0.9993893565186655
563.791276,0.995148009121727
563.911078,1.0
564.030881,0.9935351874029411
564.150683,0.9995040430273385
564.270485,0.9859871075224773
564.390288,0.9992806588499868
564.51009,0.9955813909052664
564.629893,1.0
564.749695,1.0
564.869497,0.9986996461936578
564.9893,0.9981740690439436
565.109102,1.0
565.228905,0.9985833044619137
565.348707,1.0
565.468509,0.9891186350533098
565.588312,1.0
565.708114,0.9997968206437217
565.827917,0.9996518906041407
565.947719,0.9999975953028913
566.067521,0.9926299926847881
566.187324,1.0
566.307126,0.9947323231263672
566.426929,0.9988636461395899
566.546731,0.9999955726098009
566.666533,0.9955863688246658
566.786336,1.0
566.906138,0.9992857152229132
567.025941,0.9989373649968674
567.145743,0.9906295785966055
567.265545,0.9975680619644882
567.385348,0.9914250761895905
567.50515,0.9914763341910374
567.624952,0.9987923298212784
567.744755,0.9980466103537372
567.864557,1.0
567.98436,0.9985721203915346
568.104162,0.9970685052466751
568.223964,0.9993521099714417
568.343767,1.0
568.463569,0.9975341452269691
568.583372,0.9990365644023805
568.703174,0.9953169000688665
568.822976,0.9976380937005233
568.942779,0.9957882942148059
569.062581,0.9953425795761526
569.182384,0.9975730498172676
569.302186,0.9979621791819903
569.421988,0.999580637956853
569.541791,0.9958581014209443
569.661593,0.9999312543630896
569.781396,1.0
569.901198,1.0
570.021,0.9909547565830895
570.140803,0.9929672463725989
570.260605,0.9960168538545436
570.380408,0.9951642301664768
570.50021,0.9971594420410084
570.620012,0.9988675417154063
570.739815,0.9935969872135517
570.859617,1.0
570.97942,0.9971905539009426
571.099222,0.9924203713671235
571.219024,0.9983344885061975
571.338827,0.9933835855008627
571.458629,0.9915194643496489
571.578432,0.9971027052829323
571.698234,0.9965382058740242
571.818036,0.98993697450122
571.937839,0.9981615919460626
572.057641,0.9937106612109177
572.177444,0.9983227082287369
572.297246,0.9951899057348286
572.417048,0.9874721353224161
572.536851,0.9945367779743588
572.656653,0.9896222245912167
572.776456,0.9983699300096225
