nu,[0]Peroxyacetalnitrate-HITRAN(x-sec)-X=0.01-T=250.0K-P=0.0011atm-L=15cm
1608.702921,0.9999388178717028
1608.823451,0.9999397448154166
1608.94398,0.99994827333787
1609.064509,0.999946883410736
1609.185038,0.999956161960915
1609.305567,0.9999579228852666
1609.426096,0.999937566949024
1609.546626,0.9999198622112041
1609.667155,0.9999381699115587
1609.787684,0.9999274166343
1609.908213,0.9999255167740132
1610.028742,0.999953650074191
1610.149271,0.9999605467782988
1610.269801,0.9999678095181247
1610.39033,0.9999399768014643
1610.510859,0.9999368719926566
1610.631388,0.9999358980546175
1610.751917,0.9999429436277767
1610.872446,0.9999412747243965
1610.992976,0.999918379331148
1611.113505,0.9999296414752771
1611.234034,0.9999525841241682
1611.354563,0.9999424336570055
1611.475092,0.9999411357325689
1611.595621,0.9999491072950777
1611.716151,0.9999319123180714
1611.83668,0.9999276016208891
1611.957209,0.9999642726382374
1612.077738,0.9999637816559
1612.198267,0.9999639166510197
1612.318796,0.9999462344454192
1612.439326,0.9999123998371183
1612.559855,0.9999575798997579
1612.680384,0.9999614507430417
1612.800913,0.9999605417784961
1612.921442,0.9999404867709825
1613.041971,0.9999206031520965
1613.162501,0.9999180543577276
1613.28303,0.9999408577489719
1613.403559,0.9999659925782655
1613.524088,0.9999440555649483
1613.644617,0.999956879929697
1613.765146,0.9999484123306895
1613.885676,0.9999563939507714
1614.006205,0.9999613807457426
1614.126734,0.9999535110806433
1614.247263,0.9999686254921901
1614.367792,0.9999199542038357
1614.488322,0.9999433136067343
1614.608851,0.9999571999159498
1614.72938,0.9999261657258842
1614.849909,0.9999227819814647
1614.970438,0.9999291775080311
1615.090967,0.9999417386972557
1615.211497,0.9999517961618424
1615.332026,0.9999720323911009
1615.452555,0.999941877689167
1615.573084,0.9999268136782495
1615.693613,0.9999354810814349
1615.814142,0.9999301044428083
1615.934672,0.9999476703692429
1616.055201,0.999941598705422
1616.17573,0.9999234309315608
1616.296259,0.9999348791204565
1616.416788,0.999939188849073
1616.537317,0.9998819069735305
1616.657847,0.9996919974425296
1616.778376,0.9996871789387145
1616.898905,0.9998614196031504
1617.019434,0.9999298734589809
1617.139963,0.9999691164769058
1617.260492,0.9999722363854163
1617.381022,0.9999441015623759
1617.501551,0.9999246818365553
1617.62208,0.9999371959722555
1617.742609,0.9999481343450696
1617.863138,0.9999554249934951
1617.983667,0.9999543680411696
1618.104197,0.9999239408926406
1618.224726,0.9999176833881982
1618.345255,0.9999333492212619
1618.465784,0.9999482273402505
1618.586313,0.9999539600598706
1618.706842,0.9999423406623635
1618.827372,0.9999198622112041
1618.947901,0.9999218090570712
1619.06843,0.9999456774755218
1619.188959,0.9999650936092422
1619.309488,0.9999170344418323
1619.430017,0.999918147350111
1619.550547,0.9999176373919858
1619.671076,0.9999577148940403
1619.791605,0.9999330252429092
1619.912134,0.9999461414504237
1620.032663,0.9999293164981964
1620.153192,0.9999119828737346
1620.273722,0.9999274166343
1620.394251,0.9999596428143731
1620.51478,0.999971077418266
1620.635309,0.9999256557636698
1620.755838,0.9999279725940982
1620.876368,0.9999178693729046
1620.996897,0.9999155975620861
1621.117426,0.9999546740272529
1621.237955,0.9999399308042264
1621.358484,0.999916849457198
1621.479013,0.9999066533570691
1621.599543,0.9999272776443987
1621.720072,0.9999597448102618
1621.840601,0.9999430356225317
1621.96113,0.9999485513235286
1622.081659,0.9999162465075196
1622.202188,0.9999314953465509
1622.322718,0.9999453074956896
1622.443247,0.9999242648680499
1622.563776,0.9999006739331604
1622.684305,0.9998869063955639
1622.804834,0.9999357130664934
1622.925363,0.9999333492212619
1623.045893,0.9999389568632081
1623.166422,0.999933488212007
1623.286951,0.9999200471963958
1623.40748,0.9998414425715579
1623.528009,0.9997720259900247
1623.648538,0.9998422824387224
1623.769068,0.9999361300397728
1623.889597,0.9999399768014643
1624.010126,0.9998874663323882
1624.130655,0.9998786573626134
1624.251184,0.9999503132344282
1624.371713,0.9999728523685036
1624.492243,0.9999322372959958
1624.612772,0.9999046135495768
1624.733301,0.9998944655691498
1624.85383,0.9999127248087011
1624.974359,0.9999607877688196
1625.094888,0.9999584978612376
1625.215418,0.9999350181114144
1625.335947,0.9999308463912211
1625.456476,0.9999178693729046
1625.577005,0.9999429436277767
1625.697534,0.9999105929970443
1625.818063,0.9999169884456498
1625.938593,0.9999145316526273
1626.059122,0.9999129557885672
1626.179651,0.9999393278406299
1626.30018,0.9999511001956344
1626.420709,0.9999682965025665
1626.541238,0.9999234769280396
1626.661768,0.9999228749742878
1626.782297,0.9999440555649483
1626.902826,0.9999618487277783
1627.023355,0.9999366400073292
1627.143884,0.9998966453414607
1627.264414,0.9999130027844773
1627.384943,0.999912585820842
1627.505472,0.9999289465244178
1627.626001,0.999919630229823
1627.74653,0.9998330539370451
1627.867059,0.9998104379691527
1627.987589,0.9998884362237009
1628.108118,0.9999508222092672
1628.228647,0.9999734783517051
1628.349176,0.9999413677189394
1628.469705,0.9999275096275541
1628.590234,0.9999102680261545
1628.710764,0.9999276946141604
1628.831293,0.9999378449317063
1628.951822,0.9999513321843165
1629.072351,0.9999329322491421
1629.19288,0.9999036406428611
1629.313409,0.9999166174765158
1629.433939,0.9999585398594953
1629.554468,0.9999771582608765
1629.674997,0.99994827333787
1629.795526,0.9999320053117436
1629.916055,0.999915180597369
1630.036584,0.9999717213998471
1630.157114,0.9999665815584086
1630.277643,0.9999198152149718
1630.398172,0.9999058184353621
1630.518701,0.9999266746884321
1630.63923,0.9999262577190957
1630.759759,0.9999662935680745
1630.880289,0.9999404867709825
