nu,[0]Diacetonealcohol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
620.312406,0.8201975935565612
620.442009,0.8198121912642229
620.571611,0.8182314796124929
620.701214,0.8202139976724729
620.830817,0.8218889420901602
620.960419,0.8222424303297837
621.090022,0.8238720831657368
621.219624,0.8241604888628976
621.349227,0.8242264243393905
621.47883,0.8231062383014528
621.608432,0.8268102946951867
621.738035,0.8293193291557216
621.867637,0.8308466814545661
621.99724,0.8337097156342259
622.126843,0.833301297944071
622.256445,0.8341683820995405
622.386048,0.8347775473367327
622.51565,0.8383748193823839
622.645253,0.842964865318572
622.774855,0.8436141982259542
622.904458,0.8454299199535661
623.034061,0.8476817571563642
623.163663,0.8485807762148728
623.293266,0.8506623480008175
623.422868,0.8555164134809311
623.552471,0.8592202388898645
623.682074,0.8594350708024572
623.811676,0.8624914872330969
623.941279,0.8642700509885057
624.070881,0.8654549124031069
624.200484,0.868810712198422
624.330087,0.8739605863961677
624.459689,0.8765601077160815
624.589292,0.8772528638038027
624.718894,0.8806632167216217
624.848497,0.8822851287418527
624.9781,0.8838304795046821
625.107702,0.8864504934316687
625.237305,0.8928738263228345
625.366907,0.8944556124631953
625.49651,0.8943214541834483
625.626113,0.8977712283361098
625.755715,0.8999194676952875
625.885318,0.90029751325573
626.01492,0.9055307890253608
626.144523,0.9088274743619462
626.274125,0.9099296410389607
626.403728,0.9098932445812531
626.533331,0.9120303599892414
626.662933,0.914338889491142
626.792536,0.9162371962115556
626.922138,0.9203051308131834
627.051741,0.9229575840290114
627.181344,0.9224860731848534
627.310946,0.9232215876487618
627.440549,0.9254122176827005
627.570151,0.9273260956796445
627.699754,0.9278446158800231
627.829357,0.9320423736876184
627.958959,0.9344230490432713
628.088562,0.9335273668874777
628.218164,0.9334601553367067
628.347767,0.9357012788223164
628.47737,0.9363302814028813
628.606972,0.9390589708393261
628.736575,0.9413954342352825
628.866177,0.9423486086396282
628.99578,0.9408467606510138
629.125383,0.9411074113021627
629.254985,0.9425220167366736
629.384588,0.9436442855540995
629.51419,0.9460971685840286
629.643793,0.9485839361059859
629.773395,0.9479533374857555
629.902998,0.946824050296351
630.032601,0.9483581999928556
630.162203,0.9494731757978524
630.291806,0.9501627436063083
630.421408,0.952173512279937
630.551011,0.9535923547057624
630.680614,0.9516870759102393
630.810216,0.9489862209732599
630.939819,0.9521306654359456
631.069421,0.954033016158594
631.199024,0.9547831808854116
631.328627,0.9559860099321494
631.458229,0.9560644039990767
631.587832,0.956136111518375
631.717434,0.9538126599839795
631.847037,0.956338833861826
631.97664,0.9580244302803
632.106242,0.9577638830712906
632.235845,0.960444577650011
632.365447,0.9592016069192102
632.49505,0.957124310438441
632.624652,0.9565731655805856
632.754255,0.9590721234426074
632.883858,0.9604253689505456
633.01346,0.9600566364100475
633.143063,0.9603523793961436
633.272665,0.9607385186614531
633.402268,0.9586435140047747
633.531871,0.9581796428098809
633.661473,0.9620056068567454
633.791076,0.9626850226207305
633.920678,0.9620931533502745
634.050281,0.9624472687839508
634.179884,0.9611180853358073
634.309486,0.959927997439772
634.439089,0.9614401138311562
634.568691,0.9625531438065366
634.698294,0.9638929868743887
634.827897,0.9626811718883416
634.957499,0.9635508655941686
635.087102,0.9625444808672255
635.216704,0.9616776188699373
635.346307,0.9639913089733917
635.47591,0.9652646177001118
635.605512,0.964797542666421
635.735115,0.9643441943665637
635.864717,0.9645438342768154
635.99432,0.9642872997375042
636.123922,0.962412621305933
636.253525,0.9648226277286348
636.383128,0.9667754727428636
636.51273,0.9654393464083866
636.642333,0.9652868190416334
636.771935,0.9644464202690437
636.901538,0.9637522687709766
637.031141,0.9643779470040342
637.160743,0.9666449668633883
637.290346,0.9676517682230799
637.419948,0.9660989667166767
637.549551,0.964938413390963
637.679154,0.9663038014093309
637.808756,0.9650513177901083
637.938359,0.9661163566545866
638.067961,0.9677795066870385
638.197564,0.9687061149862897
638.327167,0.9661008989165424
638.456769,0.9660670859768101
638.586372,0.9663067003250835
638.715974,0.9663521178073012
638.845577,0.9669833518157028
638.97518,0.9689735147734991
639.104782,0.9683303299206921
639.234385,0.967171931955273
639.363987,0.966631433928583
