nu,[0]2-Pentylfuran-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
586.180724,0.9629295756733991
586.315726,0.9679266203524102
586.450729,0.9588669039674578
586.585732,0.9600719974391179
586.720734,0.9576633231430567
586.855737,0.9547106201210083
586.99074,0.9605819310451487
587.125743,0.9565071643092306
587.260745,0.9549474177164865
587.395748,0.9545559695275849
587.530751,0.9491475623444534
587.665753,0.9492652639395321
587.800756,0.9501057355519507
587.935759,0.9492291925448633
588.070761,0.9471820174388906
588.205764,0.9452214881085529
588.340767,0.9490260792315584
588.47577,0.9429575625117329
588.610772,0.9407865483851452
588.745775,0.9446327985173095
588.880778,0.9364080000415167
589.01578,0.9385660942710554
589.150783,0.9395831119668292
589.285786,0.9325756544291197
589.420788,0.9334470869860106
589.555791,0.9290525273012866
589.690794,0.9251901454001965
589.825797,0.928456266998796
589.960799,0.9231846595238233
590.095802,0.9258805947542537
590.230805,0.9207359344145837
590.365807,0.9218350278632255
590.50081,0.9169805659733775
590.635813,0.9105604408270822
590.770815,0.9094302267677914
590.905818,0.9126480135951089
591.040821,0.9082505521079278
591.175824,0.9057626345823163
591.310826,0.8993796779677823
591.445829,0.8977622506687148
591.580832,0.898633502540708
591.715834,0.8933025086349936
591.850837,0.8928113273424817
591.98584,0.8884205995357399
592.120842,0.8858124787892314
592.255845,0.8849979060696508
592.390848,0.8797214110356277
592.525851,0.8726942618530575
592.660853,0.8713949156562031
592.795856,0.8704107955340992
592.930859,0.8661908618128383
593.065861,0.8638034711488666
593.200864,0.8629746177298607
593.335867,0.8599766854877746
593.470869,0.8547553425997122
593.605872,0.8557731069070641
593.740875,0.8518626279099784
593.875878,0.8446609286705089
594.01088,0.8448805690639771
594.145883,0.8407928191104924
594.280886,0.8419875930023307
594.415888,0.8401624609100328
594.550891,0.8360390136005513
594.685894,0.8344270143839242
594.820896,0.8292281090467124
594.955899,0.8307386784063272
595.090902,0.8306140769499092
595.225905,0.8292032325765899
595.360907,0.8325350132949496
595.49591,0.8271989868691991
595.630913,0.8279520805529065
595.765915,0.8274637329021034
595.900918,0.8256618267556912
596.035921,0.8290291181804004
596.170923,0.831470050199716
596.305926,0.830630689397572
596.440929,0.8323269055561772
596.575932,0.8280845634841468
596.710934,0.830697142510813
596.845937,0.8338097668030521
596.98094,0.8310045573217749
597.115942,0.8363233151937075
597.250945,0.8286975728466155
597.385948,0.8277285636672946
597.52095,0.8223986712339623
597.655953,0.8236908512436827
597.790956,0.8164088563931567
597.925959,0.8120527320343723
598.060961,0.8036270384137003
598.195964,0.7976064289487137
598.330967,0.7862896837996179
598.465969,0.7762660264168036
598.600972,0.7611156207550583
598.735975,0.7570318140058249
598.870977,0.7616257390915243
599.00598,0.7778278902772408
599.140983,0.8039807121131103
599.275986,0.8252078376094352
599.410988,0.8317112114809696
599.545991,0.8374949878144401
599.680994,0.8419623337534312
599.815996,0.8409441754395933
599.950999,0.8396669112596178
600.086002,0.8403137037644451
600.221004,0.8407760034222677
600.356007,0.8330763369647249
600.49101,0.8342100915613734
