nu,[0]1-2-Dichloropropane-PNNL(x-sec)-X=0.01-T=278.21K-P=1.0atm-L=15cm
590,1.0019046114726946
590.119202,1.000641385599836
590.238404,1.0015150465251068
590.357606,1.0016432486558233
590.476808,1.0034220418616484
590.59601,1.000244149799712
590.715212,1.000595297119041
590.834414,0.9975092071850653
590.953616,1.0012735102263335
591.072818,0.9989075971069342
591.19202,1.0017532351226723
591.311222,1.003889042777064
591.430424,0.9989288740653514
591.549626,1.0023369263657016
591.668828,1.0009295617749931
591.78803,1.002392056412714
591.907232,1.0009160493171185
592.026434,0.9986589000793195
592.145636,0.9990264941645655
592.264838,0.9995217743863386
592.38404,1.001287027509963
592.503242,1.002064428003254
592.622444,0.9998611296433808
592.741646,1.0013238755505753
592.860848,1.0006028616480813
592.98005,0.999858550004994
593.099252,1.000425450478393
593.218454,1.0017012454789123
593.337656,1.0017254869423735
593.456858,1.0008657645579644
593.57606,1.0029172469072456
593.695262,0.9987415924596633
593.814464,0.9993491419000827
593.933666,0.9990354155109921
594.052868,1.0033117718386966
594.17207,1.0017470242718682
594.291272,1.0008778650982055
594.410474,1.0014510517582884
594.529676,1.002072644965253
594.648878,0.999319561603273
594.76808,1.0001657337323178
594.887282,0.9998468117345207
595.006484,1.0007998797333064
595.125686,0.9996785816659439
595.244888,1.0017063541682913
595.36409,1.002666950000771
595.483292,1.0003704485991411
595.602494,0.9987527784281403
595.721696,1.0003800622053456
595.840898,1.0007479095449696
595.9601,1.0012008204081635
596.079302,1.0027016428774245
596.198504,1.0008120395257158
596.317706,1.0015448921181904
596.436908,0.9976889745407523
596.55611,1.000693070062142
596.675312,0.9998253852469309
596.794514,0.9999181763477376
596.913716,0.9976278180810777
597.032918,0.9996177330826234
597.15212,1.0019483956608934
597.271322,0.9999032366818719
597.390524,1.0022191586958398
597.509726,1.0011251324871802
597.628928,1.0004036914614753
597.74813,0.9984229448604378
597.867332,0.999705763296112
597.986534,1.0007478595075754
598.105736,1.0012532847057054
598.224938,1.0005014456818726
598.34414,0.9995158072591573
598.463342,1.0005593863982494
598.582544,1.0012190424289147
598.701746,0.9998167267965858
598.820948,1.0002899720337646
598.94015,1.0004968333808393
599.059352,1.0009288010688153
599.178554,1.0017745726938247
599.297756,1.0000252193180017
599.416958,1.0007182978524332
599.53616,1.0013534150406094
599.655362,0.9996162536494732
599.774564,1.0007003551342097
599.893766,1.0002982944809533
600.012968,1.0006057433884725
600.13217,1.0000090035405316
600.251372,1.0002502713126407
600.370574,0.9990744385964379
600.489776,1.0002099820431436
600.608978,0.9995528500013722
600.72818,1.0008163230104117
600.847382,1.0002184538575696
600.966584,1.000234107398861
601.085786,0.9993845294797308
601.204988,0.9968948310405237
601.32419,0.9996491015792567
601.443392,0.9995599568474005
601.562594,0.998392693103525
601.681796,1.0001292983583123
601.800998,0.9995398159171905
601.9202,0.9994601157899556
602.039402,1.0013893642734941
602.158604,0.9991275907704065
602.277806,0.9995800082212495
602.397008,1.0016178072404147
602.51621,0.9992178060732857
602.635412,0.9983580494781447
602.754614,0.9996259099891235
602.873816,1.0004470599015043
602.993018,0.9957854064329399
603.11222,0.9982101037782591
603.231422,1.0001706745632462
603.350624,1.00039022611841
603.469826,1.0000613768834838
603.589028,0.996765940871799
603.70823,0.9991254426483955
603.827432,0.9980022980679776
603.946634,0.9976553529888367
604.065836,0.9987899327225633
604.185038,1.0003332155039566
604.30424,1.0004532626925042
604.423442,0.9991765791971234
604.542644,1.0002688461326457
604.661846,0.999694016822404
604.781048,0.9968261473528451
604.90025,0.996412948894112
605.019452,0.999373166542229
605.138654,0.997958586524612
605.257856,0.9982921600212551
605.377058,0.9956333616102953
605.49626,0.9990565453334772
605.615462,0.9993188021206948
605.734664,1.0006735767510027
605.853866,0.9995790986038559
605.973068,0.9982263747355586
606.09227,0.9960895657388266
606.211472,0.9983504619858011
606.330674,0.9964209202295885
606.449876,0.9977665977624758
606.569078,0.996105702520499
606.68828,0.9968710055387776
606.807482,0.9959448444391817
606.926684,0.9971157674139283
607.045886,0.995097158357709
607.165088,0.9977044388397057
607.28429,0.9981558026256183
607.403492,0.997817086029665
607.522694,0.9969990119937274
607.641896,0.9971083887845503
607.761098,0.9979630773483557
607.8803,0.9939548459172399
607.999502,0.9950622310604282
608.118704,0.9967821882890514
608.237906,0.9959830894555077
608.357108,0.9975405294659282
608.47631,0.997457238309172
608.595512,0.997216281749121
608.714714,0.995661538433129
608.833916,0.9963476859833431
608.953118,0.9947354068013485
609.07232,0.9954794485903733
609.191522,0.9972647476381256
609.310724,0.9961287128279953
609.429926,0.9951612446782646
609.549128,0.9959002271095865
609.66833,0.9944037178553863
609.787532,0.9938202735418581
609.906734,0.993053439670319
610.025936,0.9955545105705982
610.145138,0.9958761266157076
610.26434,0.9941818911316238
610.383542,0.99528007402485
610.502744,0.9940612047758505
610.621946,0.9956569584005863
610.741148,0.9951644291993428
610.86035,0.9937407711001148
610.979552,0.9931915830114239
611.098754,0.9928921808862843
611.217956,0.9924305933495917
611.337158,0.9941982952681613
611.45636,0.9914132783013814
611.575562,0.993085317197364
611.694764,0.991660964272991
611.813966,0.9931364624081775
611.933168,0.9917013256955862
612.05237,0.9928609052751798
612.171572,0.9944875496222608
612.290774,0.9926486543040693
612.409976,0.9966274996975741
612.529178,0.9949611378733734
612.64838,0.9921426317766467
612.767582,0.9904984279227654
612.886784,0.99201971291955
613.005986,0.9913571658978255
613.125188,0.9933980890070864
613.24439,0.9918023852095694
613.363592,0.9886162903930494
613.482794,0.9916264550718978
613.601996,0.9896291519710346
613.721198,0.9910214500824187
613.8404,0.9894975400462095
613.959602,0.990825148177503
614.078804,0.9888367764090842
614.198006,0.9893708924667016
614.317208,0.9904393959756308
614.43641,0.9896380586734825
614.555612,0.9903142123477514
614.674814,0.9909333521915156
614.794016,0.9878385554513517
614.913218,0.9882416758129375
615.03242,0.9892135950002794
615.151622,0.9897785972558173
615.270824,0.9886261766053843
615.390026,0.9870189896171981
615.509228,0.9873220509645472
615.62843,0.9888496313707346
615.747632,0.988014406364489
615.866834,0.9863007012814345
615.986036,0.9875481736042722
616.105238,0.9894480664060585
616.22444,0.9856962842243038
616.343642,0.9863322634088669
616.462844,0.9874504111744055
616.582046,0.9875007724295765
616.701248,0.9865354687845642
616.82045,0.9868709478721641
616.939652,0.9865186978241485
617.058854,0.9856292591558546
617.178056,0.9855642097714037
617.297258,0.9833954016365777
617.41646,0.9847662259885507
617.535662,0.9831132076530816
617.654864,0.985196662872917
617.774066,0.9852252339904194
617.893268,0.982982462291223
618.01247,0.9819420348672127
618.131672,0.9840869716623105
618.250874,0.9827996445558134
618.370076,0.9828586143035615
618.489278,0.9852084853038058
618.60848,0.984469855960455
618.727682,0.9807761803844716
618.846884,0.9826237391634401
618.966086,0.9814698343217767
619.085288,0.9821895154412418
619.20449,0.9805633750435427
619.323692,0.9803280680714984
619.442894,0.9807183162968363
619.562096,0.9810478930169003
619.681298,0.9798762409862625
619.8005,0.9806947793396897
619.919702,0.9792561755971183
620.038904,0.9804702259475657
620.158106,0.9801604463039277
620.277308,0.9788743401513871
620.39651,0.9794256015704207
620.515712,0.9786913077638404
620.634914,0.9779575644711465
620.754116,0.9771159053943643
620.873318,0.9782011062243897
620.99252,0.977505852429877
621.111722,0.9770406703662348
621.230924,0.9770553260862078
621.350126,0.9755508433303945
621.469328,0.9777189719348887
621.58853,0.9749910378258729
621.707732,0.9772194851699673
621.826934,0.9761724671837737
621.946136,0.9764321635981364
622.065338,0.9750066378072777
622.18454,0.9762827809051733
622.303742,0.9744754039640441
622.422944,0.9728163118236401
622.542146,0.9719275639342901
622.661348,0.9738022740530731
622.78055,0.9753635555486775
622.899752,0.973803247855834
623.018954,0.9726110692356998
623.138156,0.9724982528951428
623.257358,0.9757420700352922
623.37656,0.9712086035851165
623.495762,0.9724360149985914
623.614964,0.9708687400534493
623.734166,0.9747395225849751
623.853368,0.9701534734001674
623.97257,0.9737574801787336
624.091772,0.9721171082892314
624.210974,0.9696888811651322
624.330176,0.9703407310903196
624.449378,0.9686944905826564
624.56858,0.968732270404491
624.687782,0.9686789915947993
624.806984,0.9707192377794516
624.926186,0.9699749815828126
625.045388,0.9689396012939714
625.16459,0.9687458327512127
625.283792,0.9676885396889258
625.402994,0.9684281362231493
625.522196,0.9674611596003058
625.641398,0.9676014516393748
625.7606,0.9682325334961727
625.879802,0.967597581241309
625.999004,0.9670694171638656
626.118206,0.9656855648332358
626.237408,0.9656208660678247
626.35661,0.9671932099718332
626.475812,0.9645853105534229
626.595014,0.9651159783945064
626.714216,0.9662332638064818
626.833418,0.9664516572016262
626.95262,0.9647319386640811
627.071822,0.964755092508454
627.191024,0.9639141927533638
627.310226,0.9640086609731208
627.429428,0.9652713745760848
627.54863,0.9615141475701836
627.667832,0.9607327542476344
627.787034,0.9626676944462774
627.906236,0.9628303990347893
628.025438,0.9617757149898791
628.14464,0.963297485037521
628.263842,0.961539147263015
628.383044,0.9623356313758668
628.502246,0.9597168365088893
628.621448,0.9603043629775943
628.74065,0.9607231469681283
628.859852,0.9588064972553392
628.979054,0.9603763885057411
629.098256,0.9566305616923866
629.217458,0.9582390517893944
629.33666,0.958006227989047
629.455862,0.959979834951234
629.575064,0.9584086751127824
629.694266,0.9586578937653326
629.813468,0.9576824766010534
629.93267,0.9571836539853191
630.051872,0.9560949985495149
630.171074,0.9551317403546682
630.290276,0.9563474409500626
630.409478,0.9573377729598553
630.52868,0.9549082656749824
630.647882,0.9539652822190301
630.767084,0.9548146892502659
630.886286,0.9550782544748269
631.005488,0.9549560122819214
631.12469,0.9546752964815551
631.243892,0.9523763468391663
631.363094,0.952258259493725
631.482296,0.9530156058152969
631.601498,0.9517898636648764
631.7207,0.9521411389308695
631.839902,0.9501503915709297
631.959104,0.950749174914568
632.078306,0.9500411305585278
632.197508,0.9514073210359033
632.31671,0.9509108160134075
632.435912,0.9534169098539179
632.555114,0.9491693929894387
632.674316,0.9495035594256134
632.793518,0.9496773344769205
632.91272,0.9496402977830961
633.031922,0.9494266527520623
633.151124,0.9478841394178793
633.270326,0.9470844627152489
633.389528,0.9480358130137502
633.50873,0.9438188758960357
633.627932,0.948885633765053
633.747134,0.9467606152100803
633.866336,0.9479116284565116
633.985538,0.9456157276623283
634.10474,0.9484663189903206
634.223942,0.9470664682814051
634.343144,0.9463876650037027
634.462346,0.9458436485160546
634.581548,0.945575067060248
634.70075,0.9447168745777068
634.819952,0.946284514370029
634.939154,0.9456232926184094
635.058356,0.9439472439919903
635.177558,0.9457689298192492
635.29676,0.9440001065177908
635.415962,0.9459089139794348
635.535164,0.9444703356481718
635.654366,0.9449634778623003
635.773568,0.945213926366895
635.89277,0.9441917579913802
636.011972,0.9444042250385748
636.131174,0.9440397553548843
636.250376,0.9452507904288678
636.369578,0.9460394584169229
636.48878,0.9454606593989369
636.607982,0.9456790860385635
636.727184,0.9446856994352384
636.846386,0.9438887210770919
636.965588,0.9454909146241186
637.08479,0.9448595375965548
637.203992,0.9465911602266311
637.323194,0.9458408109893653
637.442396,0.9455467002337408
637.561598,0.9469196843548696
637.6808,0.9449559181847161
637.800002,0.9455712847675444
637.919204,0.9476756278443215
638.038406,0.9474027365617331
638.157608,0.9480851121577936
638.27681,0.9463006013435122
638.396012,0.9477808256773839
638.515214,0.9466100922391552
638.634416,0.9495472375939372
638.753618,0.9498482917828224
638.87282,0.9498131480461895
638.992022,0.9484397623051842
639.111224,0.9483183697848963
639.230426,0.9474529502374216
639.349628,0.9496811331938558
639.46883,0.9496108593901623
639.588032,0.952228739945236
639.707234,0.9508594682157459
639.826436,0.9493440562262738
639.945638,0.9510087648717366
640.06484,0.9507339630494646
640.184042,0.9494665295088839
640.303244,0.9515633646317783
640.422446,0.9522858753836787
640.541648,0.9521049582550274
640.66085,0.9521582776256181
640.780052,0.952011656540977
640.899254,0.950984038965288
641.018456,0.9532748613172285
641.137658,0.9524792090390838
641.25686,0.9531442716068274
641.376062,0.9547965479435132
641.495264,0.9545082429222836
641.614466,0.9554106795459917
641.733668,0.9549884813383098
641.85287,0.9553982592878895
641.972072,0.954915904971665
642.091274,0.955427877093001
642.210476,0.956350309996689
642.329678,0.9554976258738282
642.44888,0.9565291642270077
642.568082,0.9567453642478052
642.687284,0.9576298055133086
642.806486,0.9559793180535016
642.925688,0.9576096954985487
643.04489,0.9564736871443336
643.164092,0.9564000415058169
643.283294,0.9556266267606852
643.402496,0.9548948970528436
643.521698,0.9524011089460901
643.6409,0.9526582919636506
643.760102,0.9520564021403478
643.879304,0.9527726178181003
643.998506,0.9497020264086107
644.117708,0.9504944082759453
644.23691,0.9500192798638089
644.356112,0.9491124445343301
644.475314,0.9483259563622007
644.594516,0.9473307366897843
644.713718,0.9475183267464516
644.83292,0.9458549987079379
644.952122,0.9466195583874082
645.071324,0.9457774417779213
645.190526,0.9446696399148543
645.309728,0.943842471662879
645.42893,0.9457906827547928
645.548132,0.9467814441727327
645.667334,0.9465703354501795
645.786536,0.9439708429680761
645.905738,0.945218652448342
646.02494,0.9437103429660708
646.144142,0.9462107070564308
646.263344,0.9462135456928099
646.382546,0.946575068313689
646.501748,0.9465949465988448
646.62095,0.9464974523403856
646.740152,0.9469897590042419
646.859354,0.9459382376102821
646.978556,0.9471725456660752
647.097758,0.9476348786684377
647.21696,0.9478083117198742
647.336162,0.9477561836962634
647.455364,0.9465883204574101
647.574566,0.9482007855974132
647.693768,0.9493469042627145
647.81297,0.9488106747609052
647.932172,0.9492975395071876
648.051374,0.94971152347636
648.170576,0.9499480310896815
648.289778,0.9505086657990006
648.40898,0.9517508410804346
648.528182,0.9511067238193175
648.647384,0.9521173356999378
648.766586,0.9521449475030423
648.885788,0.9533082265212622
649.00499,0.9532033683836482
649.124192,0.9528078710571404
649.243394,0.9547383071304515
649.362596,0.9550467374124636
649.481798,0.9548481083492205
649.601,0.9546323370598078
649.720202,0.9567530182413351
649.839404,0.9548423792777577
649.958606,0.9538527209569733
650.077808,0.9544967888920929
650.19701,0.9568075547176497
650.316212,0.9574622349601948
650.435414,0.9577600520234204
650.554616,0.9561686206988196
650.673818,0.9569491727152212
650.79302,0.9570869833182175
650.912222,0.9573387302981069
651.031424,0.9582371353132073
651.150626,0.9585466958992568
651.269828,0.9595412243968066
651.38903,0.9609960310895784
651.508232,0.9601852926190999
651.627434,0.9582515089780392
651.746636,0.9593147993870509
651.865838,0.9592332610945296
651.98504,0.9584144255820845
652.104242,0.960555035127624
652.223444,0.959807054131683
652.342646,0.95976002473826
652.461848,0.9600153548622414
652.58105,0.9602131383963476
652.700252,0.9603350932088907
652.819454,0.9595901622471553
652.938656,0.9599049594442904
653.057858,0.9595517794083274
653.17706,0.959213117407556
653.296262,0.9591296694963783
653.415464,0.9593378232185211
653.534666,0.9591977701204562
653.653868,0.9609652797086082
653.77307,0.9594548695726361
653.892272,0.9584997282618742
654.011474,0.9585917486526955
654.130676,0.9574009593379982
654.249878,0.9582553419917411
654.36908,0.9571568532182201
654.488282,0.9581489815518937
654.607484,0.957768671902678
654.726686,0.9571893971044724
654.845888,0.9567884187579155
654.96509,0.9561265502050664
655.084292,0.9560013058306752
655.203494,0.9570831549779409
655.322696,0.956423951805732
655.441898,0.953896599191329
655.5611,0.9526249495069282
655.680302,0.9553829730380312
655.799504,0.9509640685101602
655.918706,0.9546275639100553
656.037908,0.952593513402293
656.15711,0.9524230144235079
656.276312,0.9521792253381498
656.395514,0.9513140876869505
656.514716,0.9499204829962292
656.633918,0.9477893557432002
656.75312,0.9495776235917135
656.872322,0.9476367739400903
656.991524,0.9481638064878722
657.110726,0.9467520944028871
657.229928,0.9464065929462816
657.34913,0.9451099585533292
657.468332,0.9455561557480205
657.587534,0.9442739062477229
657.706736,0.9442493554453222
657.825938,0.9436895815669017
657.94514,0.9432527544239234
658.064342,0.9417381645464766
658.183544,0.9401150665371445
658.302746,0.9404234748551679
658.421948,0.9384581653762446
658.54115,0.9376683161741765
658.660352,0.9370412258557559
658.779554,0.9352241928373839
658.898756,0.9339017864277002
659.017958,0.9331876247627485
659.13716,0.9328825222964231
