nu,[0]beta-Pinene(1S)(-)-PNNL(x-sec)-X=0.01-T=298.16K-P=1.0atm-L=15cm
677.600502,1.006378858813448
677.719704,1.007374559109797
677.838906,1.0035747743190648
677.958108,1.0051359439749867
678.07731,1.0034197339936062
678.196512,1.0012384662667486
678.315714,1.0015490986155708
678.434916,1.0039148430569955
678.554118,1.0035105475887858
678.67332,1.00729598695854
678.792522,1.0010124121435364
678.911724,1.003895768856183
679.030926,1.0051441861235202
679.150128,1.0041581210954122
679.26933,1.003821684082203
679.388532,1.0007449273206426
679.507734,1.003581699008898
679.626936,1.004571919477917
679.746138,1.002757394638653
679.86534,1.0056345144999483
679.984542,1.0032479632391424
680.103744,1.0050585514869497
680.222946,1.0014218098145116
680.342148,1.0059374572366016
680.46135,1.0000109300597326
680.580552,1.008383042553768
680.699754,1.0052469171088059
680.818956,1.0020765530561893
680.938158,1.0055372743440336
681.05736,1.0029409160335674
681.176562,1.0065276126014147
681.295764,1.005332567794811
681.414966,1.0016447511218232
681.534168,0.9989063984185369
681.65337,1.0023838368315519
681.772572,1.0052327432272008
681.891774,1.000719929024588
682.010976,1.0025460356578824
682.130178,1.0038290120072437
682.24938,1.0065657607208347
682.368582,1.0026226331009918
682.487784,1.0053409120897525
682.606986,1.003264918272991
682.726188,1.0044934654746747
682.84539,1.0044068818697576
682.964592,1.003409800187412
683.083794,1.006432500236154
683.202996,1.0055910720272863
683.322198,1.0045982396069997
683.4414,1.0030757203513294
683.560602,1.0052257066226262
683.679804,1.0016750012500817
683.799006,1.004950212014702
683.918208,1.004859368621719
684.03741,1.0017158704238582
684.156612,1.0007848278163058
684.275814,0.9994338803062583
684.395016,1.0037192994921296
684.514218,1.0035788889840747
684.63342,1.0074285558332645
684.752622,1.0047318600584303
684.871824,1.0103138245835839
684.991026,1.0041901542504013
685.110228,1.0022318869599796
685.22943,1.003849791482859
685.348632,1.0051102128241811
685.467834,1.0027634112010704
685.587036,1.0015809483833156
685.706238,1.0069514499378192
685.82544,1.0026960277639465
685.944642,1.0047438164387055
686.063844,0.996489376698261
686.183046,1.0052623980305322
686.302248,1.0013894644124355
686.42145,1.0033073572766125
686.540652,1.0079674727184544
686.659854,1.003375484159053
686.779056,1.0058712687295412
686.898258,1.0016210124225262
687.01746,1.005198565894949
687.136662,1.0018438978928794
687.255864,1.0025843336479314
687.375066,1.004865498282563
687.494268,1.0042621572657384
687.61347,1.0086807611690356
687.732672,1.004589801017229
687.851874,1.0054874009320969
687.971076,1.0027200927573916
688.090278,1.0014064881780322
688.20948,0.9970100787441809
688.328682,1.0062215740899367
688.447884,1.0055280234436639
688.567086,1.0029647863114242
688.686288,1.0037599509469455
688.80549,1.0059047648004964
688.924692,1.000418067365812
689.043894,1.002797104617733
689.163096,1.0060366475598879
689.282298,1.003412910762614
689.4015,1.0024496956130688
689.520702,1.0038765946301123
689.639904,1.0011110167223283
689.759106,1.0032712388618859
689.878308,1.0023848392158898
689.99751,1.0037782195442964
690.116712,1.001172486825868
690.235914,1.0018139432081572
690.355116,1.0010899936117206
690.474318,1.0000810752864233
690.59352,1.002691515641974
690.712722,1.0061564736601147
690.831924,1.004691671587803
690.951126,1.0009062804241493
691.070328,1.0019811599091242
691.18953,1.001825864865015
691.308732,1.0028209714728373
691.427934,1.0004137955897847
691.547136,1.0019452896256813
691.666338,1.003667910379568
691.78554,1.0048224909595997
691.904742,0.9982676023361793
692.023944,1.006377147970842
692.143146,0.9974354939783909
692.262348,1.0060945969397133
692.38155,1.0059727662610205
692.500752,1.0027067566688432
692.619954,0.9997415833953242
692.739156,1.0037972915116509
692.858358,1.0043921171971149
692.97756,1.0017570417921984
693.096762,1.0093862773769684
693.215964,0.9982522291334773
693.335166,1.0022944281809916
693.454368,1.0013613257638354
693.57357,1.0034834531697772
693.692772,1.0006762185327325
693.811974,1.0021165367083247
693.931176,1.0032265942851057
694.050378,1.0012009205282506
694.16958,1.0026704593412374
694.288782,1.0038666563010201
694.407984,1.0038776988949736
694.527186,1.0022044261824912
694.646388,1.0052652127691872
694.76559,1.0033169890734748
694.884792,1.0024753586537622
695.003994,1.004868613370436
695.123196,1.0045510245992995
695.242398,1.002793795392748
695.3616,1.000596868054891
695.480802,1.0038489884033472
695.600004,0.997721000870855
695.719206,1.0017651560570997
695.838408,1.0033138787956297
695.95761,0.99976820686818
696.076812,1.004261956413327
696.196014,1.0007823959121291
696.315216,1.0062501511884339
