nu,[0]Halon-2311-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
722.87111,0.9999568139325451
722.931375,0.9999570569220804
722.991641,0.9999573239106502
723.051906,0.9999577128941248
723.112171,0.9999581258767456
723.172437,0.9999584668625247
723.232702,0.999958855846444
723.292967,0.9999593168275827
723.353233,0.9999598028079287
723.413498,0.9999602167913728
723.473764,0.999960653774083
723.534029,0.9999612127522447
723.594294,0.9999617717307189
723.65456,0.9999622577122581
723.714825,0.9999627676931395
723.77509,0.9999633266724829
723.835356,0.9999638616530058
723.895621,0.9999643476355606
723.955887,0.9999648826166297
724.016152,0.9999654655963263
724.076417,0.9999660005779935
724.136683,0.9999665105607838
724.196948,0.9999670205438342
724.257214,0.9999676285239676
724.317479,0.9999682115052649
724.377744,0.9999687464884012
724.43801,0.9999693054710866
724.498275,0.9999699614511662
724.55854,0.9999705934323816
724.618806,0.9999711524160996
724.679071,0.99997171140013
724.739337,0.9999723193831154
724.799602,0.999972950365848
724.859867,0.9999735583495866
724.920133,0.9999741903330752
724.980398,0.9999748703157558
725.040663,0.9999754783006618
725.100929,0.9999760372871104
725.161194,0.99997662027331
725.22146,0.99997722825928
725.281725,0.9999777872467068
725.34199,0.9999783212349879
725.402256,0.9999788562235328
725.462521,0.999979391212364
725.522786,0.9999799252015015
725.583052,0.9999804121918436
725.643317,0.9999809221819839
725.703583,0.9999814321723842
725.763848,0.9999819181634784
725.824113,0.9999823801552313
725.884379,0.9999828661467861
725.944644,0.9999833771381613
726.00491,0.9999838381306044
726.065175,0.9999842511240149
726.12544,0.9999846891172127
726.185706,0.9999851511102459
726.245971,0.9999856121035068
726.306236,0.9999860260976359
726.366502,0.9999864140922893
726.426767,0.99998680308708
726.487033,0.9999871920820221
726.547298,0.9999875570774138
726.607563,0.999987897073241
726.667829,0.9999882370691838
726.728094,0.9999885530655167
726.788359,0.9999888930616825
726.848625,0.9999892340579531
726.90889,0.9999895980541006
726.969156,0.9999899380506218
727.029421,0.9999902301477254
727.089686,0.999990546044689
727.149952,0.9999908620417514
727.210217,0.9999911536391293
727.270483,0.9999914452365922
727.330748,0.9999917369341393
727.391013,0.9999920528315789
727.451279,0.9999923445293033
727.511544,0.9999926361271134
727.571809,0.9999929034251808
727.632075,0.9999931465234851
727.69234,0.9999933652220102
727.752606,0.9999935839205831
727.812871,0.9999938027192032
727.873136,0.9999940700175824
727.933402,0.9999942887163095
727.993667,0.9999944589153519
728.053932,0.9999946047145546
728.114198,0.9999947748136513
728.174463,0.999994944912777
728.234729,0.9999950907120506
728.294994,0.999995212311461
728.355259,0.9999953581107736
728.415525,0.9999955039101075
728.47579,0.9999956497094625
728.536055,0.9999957469090445
728.596321,0.9999958441086357
728.656586,0.9999959414082361
728.716852,0.9999960629077503
728.777117,0.999996208707187
728.837382,0.9999963302067337
728.897648,0.9999964274063817
728.957913,0.9999965246060392
729.018179,0.9999966461056243
729.078444,0.9999967677052238
729.138709,0.9999968649049145
729.198975,0.9999969378046886
729.25924,0.9999969864045409
729.319505,0.9999970593043238
729.379771,0.9999971322041121
729.440036,0.9999971808039739
729.500302,0.9999972294038381
729.560567,0.9999972537037711
729.620832,0.9999973266035735
729.681098,0.9999973995033813
729.741363,0.9999974725031942
729.801628,0.9999975211030725
729.861894,0.9999975697029532
729.922159,0.9999976010028776
729.982425,0.9999976545027507
730.04269,0.9999977301025762
730.102955,0.9999977969024268
730.163221,0.9999978504023104
730.223486,0.999997903802197
730.283752,0.9999979571020867
730.344017,0.9999979972020056
730.404282,0.9999980018019964
730.464548,0.9999979928020144
730.524813,0.9999979972020056
730.585078,0.9999980152019697
730.645344,0.9999980195019612
730.705609,0.9999980062019876
730.765875,0.9999979928020144
730.82614,0.9999979884020233
730.886405,0.9999979838020325
730.946671,0.9999979751020501
731.006936,0.9999979751020501
731.067201,0.9999979884020233
731.127467,0.9999980062019876
731.187732,0.999998037301926
731.247998,0.9999980817018399
731.308263,0.9999981308017469
731.368528,0.9999981663016813
731.428794,0.9999981974016247
731.489059,0.9999982419015454
731.549324,0.9999982997014455
731.60959,0.9999983488013632
731.669855,0.9999983889012978
731.730121,0.9999984200012482
731.790386,0.9999984334012271
731.850651,0.999998429001234
731.910917,0.9999984200012482
731.971182,0.9999984200012482
732.031448,0.9999984244012412
732.091713,0.999998429001234
732.151978,0.9999984200012482
732.212244,0.9999984023012763
732.272509,0.9999983756013193
732.332774,0.9999983445013704
732.39304,0.9999983355013853
732.453305,0.9999983488013632
732.513571,0.9999983710013268
732.573836,0.9999983889012978
732.634101,0.9999984067012693
732.694367,0.999998429001234
732.754632,0.9999984378012202
732.814897,0.999998429001234
732.875163,0.999998415701255
732.935428,0.9999984244012412
732.995694,0.9999984512011993
733.055959,0.9999984779011584
733.116224,0.9999984956011316
733.17649,0.9999985046011182
733.236755,0.9999985046011182
733.297021,0.9999984956011316
733.357286,0.9999984779011584
733.417551,0.9999984735011651
733.477817,0.9999984869011448
733.538082,0.999998513401105
733.598347,0.999998544701059
733.658613,0.9999985715010203
733.718878,0.9999985846010017
733.779144,0.999998593600989
733.839409,0.9999985979009829
733.899674,0.9999986113009642
733.95994,0.9999986203009518
734.020205,0.9999986247009457
734.08047,0.9999986380009275
734.140736,0.9999986738008794
734.201001,0.9999987093008329
734.261267,0.9999987316008044
734.321532,0.9999987360007988
734.381797,0.9999987406007931
734.442063,0.999998749400782
734.502328,0.9999987717007544
734.562593,0.9999988028007166
734.622859,0.9999988383006748
734.683124,0.9999988697006388
734.74339,0.9999989051005994
734.803655,0.9999989540005471
734.86392,0.999998994100506
734.924186,0.9999990030804969
734.984451,0.9999989853005148
735.044717,0.9999989674005332
735.104982,0.999998976300524
735.165247,0.9999989897005104
735.225513,0.999998994100506
735.285778,0.9999989987005014
735.346043,0.9999990164504837
735.406309,0.9999990385604621
735.466574,0.9999990431804577
735.52684,0.9999990298104706
735.587105,0.9999990074504925
735.64737,0.9999989897005104
735.707636,0.9999989897005104
735.767901,0.9999990252004751
735.828166,0.9999990786604245
735.888432,0.9999991143903921
735.948697,0.9999991187603883
736.008963,0.9999991143903921
736.069228,0.9999991143903921
736.129493,0.9999991010204041
736.189759,0.9999990786604245
736.250024,0.9999990742904284
736.31029,0.9999990876604162
736.370555,0.9999991010204041
736.43082,0.9999990964004083
736.491086,0.9999990832804202
736.551351,0.9999990699104325
736.611616,0.9999990475504535
736.671882,0.9999990252004751
736.732147,0.9999990208204794
736.792413,0.9999990341904664
736.852678,0.9999990341904664
736.912943,0.9999990208204794
736.973209,0.9999990074504925
737.033474,0.9999989987005014
737.093739,0.9999989987005014
737.154005,0.9999989987005014
737.21427,0.9999990074504925
737.274536,0.9999990208204794
737.334801,0.9999990252004751
737.395066,0.9999990252004751
737.455332,0.9999990385604621
737.515597,0.9999990565504451
737.575862,0.9999990475504535
737.636128,0.9999990252004751
737.696393,0.9999990164504837
737.756659,0.9999990341904664
737.816924,0.9999990475504535
737.877189,0.9999990341904664
737.937455,0.9999990208204794
737.99772,0.9999990208204794
738.057986,0.9999990208204794
738.118251,0.9999990030804969
738.178516,0.999998994100506
738.238782,0.9999990030804969
738.299047,0.9999990074504925
738.359312,0.999999012070488
738.419578,0.9999990385604621
738.479843,0.9999990920304122
738.540109,0.9999991187603883
738.600374,0.9999991054004002
738.660639,0.9999991231403844
738.720905,0.999999234450293
738.78117,0.9999993946101833
738.841435,0.9999994704301403
738.901701,0.9999994169601699
738.961966,0.9999993012802441
739.022232,0.9999992167103068
739.082497,0.9999991899703281
739.142762,0.999999176610339
739.203028,0.9999991365003729
739.263293,0.9999990832804202
739.323559,0.9999990519304495
739.383824,0.9999990475504535
739.444089,0.999999012070488
739.504355,0.999998878400629
739.56462,0.9999986871008618
739.624885,0.9999985758010141
739.685151,0.9999986159009578
739.745416,0.9999987270008103
739.805682,0.9999987761007489
739.865947,0.999998749400782
739.926212,0.9999987316008044
739.986478,0.9999987627007655
740.046743,0.9999987895007326
740.107008,0.9999987761007489
740.167274,0.999998749400782
740.227539,0.9999987406007931
740.287805,0.9999987583007709
740.34807,0.9999987805007436
740.408335,0.9999987982007221
740.468601,0.9999988072007114
740.528866,0.9999988028007166
740.589131,0.9999988028007166
740.649397,0.9999988206006954
740.709662,0.9999988339006799
740.769928,0.9999988249006905
740.830193,0.9999988072007114
740.890458,0.9999988249006905
740.950724,0.9999988828006241
741.010989,0.9999989229005801
741.071255,0.9999989141005896
741.13152,0.9999988918006141
741.191785,0.9999988918006141
741.252051,0.9999989008006042
741.312316,0.9999988918006141
741.372581,0.9999988697006388
741.432847,0.9999988650006442
741.493112,0.999998878400629
741.553378,0.9999988918006141
741.613643,0.9999988918006141
741.673908,0.9999988697006388
741.734174,0.9999988249006905
741.794439,0.999998785100738
741.854704,0.9999987761007489
741.91497,0.9999987938007274
741.975235,0.9999988072007114
742.035501,0.9999987938007274
742.095766,0.9999987805007436
742.156031,0.9999987938007274
742.216297,0.9999988072007114
742.276562,0.9999987938007274
742.336828,0.9999987627007655
742.397093,0.9999987406007931
742.457358,0.9999987406007931
742.517624,0.9999987450007876
742.577889,0.9999987360007988
742.638154,0.9999987182008215
742.69842,0.9999987005008444
742.758685,0.9999986871008618
742.818951,0.9999986871008618
742.879216,0.9999986915008561
742.939481,0.9999986915008561
742.999747,0.9999986781008737
743.060012,0.9999986604008972
743.120277,0.9999986470009153
743.180543,0.9999986514009094
743.240808,0.9999986648008914
743.301074,0.9999986781008737
743.361339,0.9999986915008561
743.421604,0.9999987049008386
743.48187,0.9999987093008329
743.542135,0.9999987093008329
743.6024,0.9999986959008503
743.662666,0.9999986825008679
743.722931,0.9999986692008855
743.783197,0.9999986738008794
743.843462,0.9999986959008503
743.903727,0.9999987093008329
743.963993,0.9999986871008618
744.024258,0.9999986427009211
744.084524,0.9999986113009642
744.144789,0.9999986203009518
744.205054,0.9999986380009275
744.26532,0.9999986470009153
744.325585,0.9999986427009211
744.38585,0.9999986470009153
744.446116,0.9999986648008914
744.506381,0.9999986781008737
744.566647,0.9999986692008855
744.626912,0.9999986427009211
744.687177,0.9999986203009518
744.747443,0.9999986113009642
744.807708,0.9999986069009703
744.867973,0.9999986026009764
744.928239,0.9999985892009952
744.988504,0.9999985758010141
745.04877,0.9999985581010395
745.109035,0.9999985314010784
745.1693,0.9999985090011115
745.229566,0.9999984869011448
745.289831,0.9999984779011584
745.350097,0.9999984869011448
745.410362,0.9999985046011182
745.470627,0.9999985224010917
745.530893,0.999998544701059
745.591158,0.9999985758010141
745.651423,0.9999986113009642
745.711689,0.9999986470009153
745.771954,0.9999986648008914
745.83222,0.9999986738008794
745.892485,0.9999986915008561
745.95275,0.9999987182008215
746.013016,0.999998749400782
746.073281,0.9999987583007709
746.133546,0.9999987316008044
746.193812,0.9999986915008561
746.254077,0.9999986648008914
746.314343,0.9999986558009034
746.374608,0.9999986427009211
746.434873,0.9999986069009703
746.495139,0.9999985625010333
746.555404,0.999998544701059
746.615669,0.9999985535010462
746.675935,0.9999985668010271
746.7362,0.9999985668010271
746.796466,0.9999985535010462
746.856731,0.9999985491010526
746.916996,0.9999985668010271
746.977262,0.9999986069009703
747.037527,0.9999986470009153
747.097793,0.9999986648008914
747.158058,0.9999986648008914
747.218323,0.9999986692008855
747.278589,0.9999986781008737
747.338854,0.9999986825008679
747.399119,0.9999986781008737
747.459385,0.9999986781008737
747.51965,0.9999986825008679
747.579916,0.9999986871008618
747.640181,0.9999986871008618
747.700446,0.9999986871008618
747.760712,0.9999986871008618
747.820977,0.9999986871008618
747.881242,0.9999986915008561
747.941508,0.9999987049008386
748.001773,0.9999987226008159
748.062039,0.9999987270008103
748.122304,0.9999987139008271
748.182569,0.9999986959008503
748.242835,0.9999986915008561
748.3031,0.9999987049008386
748.363366,0.9999987226008159
748.423631,0.9999987360007988
748.483896,0.9999987450007876
748.544162,0.9999987406007931
748.604427,0.9999987270008103
748.664692,0.9999987182008215
748.724958,0.9999987182008215
748.785223,0.9999987093008329
748.845489,0.9999986915008561
748.905754,0.9999986871008618
748.966019,0.9999987093008329
749.026285,0.9999987360007988
749.08655,0.9999987360007988
749.146815,0.9999987139008271
749.207081,0.9999986959008503
749.267346,0.9999986915008561
749.327612,0.9999986915008561
749.387877,0.9999986871008618
749.448142,0.9999986825008679
749.508408,0.9999986871008618
749.568673,0.9999986959008503
749.628938,0.9999987093008329
749.689204,0.9999987139008271
749.749469,0.9999987005008444
749.809735,0.9999986648008914
749.87,0.9999986380009275
749.930265,0.9999986380009275
749.990531,0.9999986514009094
750.050796,0.9999986558009034
750.111062,0.9999986514009094
750.171327,0.9999986604008972
750.231592,0.9999986825008679
750.291858,0.9999987005008444
750.352123,0.9999987093008329
750.412388,0.9999987226008159
750.472654,0.9999987450007876
750.532919,0.9999987627007655
750.593185,0.999998785100738
750.65345,0.9999988072007114
750.713715,0.9999988206006954
750.773981,0.9999988162007007
750.834246,0.9999988118007059
750.894511,0.9999988296006849
750.954777,0.9999988517006593
751.015042,0.9999988473006644
751.075308,0.9999988296006849
751.135573,0.9999988339006799
751.195838,0.9999988429006694
751.256104,0.9999988162007007
751.316369,0.9999987717007544
751.376634,0.999998749400782
751.4369,0.9999987583007709
751.497165,0.9999987537007766
751.557431,0.9999987182008215
751.617696,0.9999986871008618
751.677961,0.9999986871008618
751.738227,0.9999986871008618
751.798492,0.9999986514009094
751.858758,0.9999985892009952
751.919023,0.9999985491010526
751.979288,0.9999985581010395
752.039554,0.9999986026009764
752.099819,0.9999986427009211
752.160084,0.9999986558009034
752.22035,0.9999986514009094
752.280615,0.9999986604008972
752.340881,0.9999986915008561
752.401146,0.9999987139008271
752.461411,0.9999986959008503
752.521677,0.9999986781008737
752.581942,0.9999987139008271
752.642207,0.999998785100738
752.702473,0.9999988206006954
752.762738,0.9999987938007274
752.823004,0.99999876710076
752.883269,0.9999987895007326
752.943534,0.9999988296006849
753.0038,0.9999988383006748
753.064065,0.9999988296006849
753.124331,0.9999988383006748
753.184596,0.9999988650006442
753.244861,0.9999988874006189
753.305127,0.9999988961006093
753.365392,0.9999989095005946
753.425657,0.9999989319005704
753.485923,0.9999989409005609
753.546188,0.9999989452005563
753.606454,0.9999989452005563
753.666719,0.9999989362005658
753.726984,0.9999989275005752
753.78725,0.9999989319005704
753.847515,0.9999989496005517
753.90778,0.9999989674005332
753.968046,0.9999989720005283
754.028311,0.999998976300524
754.088577,0.9999989853005148
754.148842,0.9999989853005148
754.209107,0.9999989720005283
754.269373,0.999998976300524
754.329638,0.9999990074504925
754.389903,0.9999990385604621
754.450169,0.9999990431804577
754.510434,0.9999990341904664
754.5707,0.9999990431804577
754.630965,0.9999990609204409
754.69123,0.9999990565504451
754.751496,0.9999990385604621
754.811761,0.9999990385604621
754.872027,0.9999990653004368
754.932292,0.9999991010204041
754.992557,0.9999991321303766
755.052823,0.9999991588603537
755.113088,0.9999991809803354
755.173353,0.9999991989603209
755.233619,0.9999992033403173
755.293884,0.9999991943503246
755.35415,0.999999176610339
755.414415,0.9999991632403501
755.47468,0.9999991676103465
755.534946,0.9999991856003316
755.595211,0.9999991943503246
755.655476,0.9999991899703281
755.715742,0.9999991809803354
755.776007,0.999999176610339
755.836273,0.9999991632403501
755.896538,0.9999991365003729
755.956803,0.9999991143903921
756.017069,0.9999991231403844
756.077334,0.9999991498703613
756.1376,0.9999991676103465
756.197865,0.9999991632403501
756.25813,0.9999991676103465
756.318396,0.9999991943503246
756.378661,0.9999992300702963
756.438926,0.9999992434402862
756.499192,0.999999234450293
756.559457,0.9999992257002998
756.619723,0.9999992388202897
756.679988,0.99999927892026
756.740253,0.9999993234002289
756.800519,0.9999993547502082
756.860784,0.9999993768601941
756.921049,0.9999993992201804
756.981315,0.9999994347101597
757.04158,0.9999994570601474
757.101846,0.9999994480701523
757.162111,0.9999994213401674
757.222376,0.9999994125901726
757.282642,0.9999994303301623
757.342907,0.9999994524501499
757.403172,0.9999994614401451
757.463438,0.9999994524501499
757.523703,0.9999994524501499
757.583969,0.9999994614401451
757.644234,0.9999994704301403
757.704499,0.9999994791801357
757.764765,0.9999994838001333
757.82503,0.9999994971701264
757.885296,0.9999995149101176
757.945561,0.9999995326501092
758.005826,0.9999995416401051
758.066092,0.9999995460101031
758.126357,0.999999550390101
758.186622,0.999999555010099
758.246888,0.999999555010099
758.307153,0.9999995416401051
758.367419,0.9999995282701113
758.427684,0.9999995239001134
758.487949,0.9999995239001134
758.548215,0.9999995282701113
758.60848,0.9999995326501092
758.668745,0.999999550390101
758.729011,0.9999995727500913
758.789276,0.999999594860082
758.849542,0.9999996082300767
758.909807,0.9999996172200732
758.970072,0.9999996305900682
759.030338,0.9999996483300618
759.090603,0.9999996660700557
759.150869,0.9999996794400514
759.211134,0.9999996974200458
759.271399,0.9999997151700406
759.331665,0.9999997329100356
759.39193,0.9999997462700322
759.452195,0.9999997506500311
759.512461,0.9999997462700322
759.572726,0.9999997329100356
759.632992,0.999999724160038
759.693257,0.9999997285300368
759.753522,0.9999997419000333
759.813788,0.9999997506500311
759.874053,0.9999997552700299
759.934318,0.9999997506500311
759.994584,0.9999997285300368
760.054849,0.9999996928100472
760.115115,0.9999996573200587
760.17538,0.999999639580065
760.235645,0.999999639580065
760.295911,0.9999996439600634
760.356176,0.9999996483300618
760.416441,0.9999996483300618
760.476707,0.9999996483300618
760.536972,0.999999639580065
760.597238,0.9999996216000716
760.657503,0.999999594860082
760.717768,0.9999995771200895
760.778034,0.9999995771200895
760.838299,0.9999995904900838
760.898565,0.9999995994800802
760.95883,0.9999995904900838
761.019095,0.9999995727500913
761.079361,0.9999995727500913
761.139626,0.999999594860082
761.199891,0.9999996216000716
761.260157,0.9999996305900682
761.320422,0.9999996262200699
761.380688,0.9999996305900682
761.440953,0.9999996529500602
761.501218,0.9999996750700528
761.561484,0.9999996750700528
761.621749,0.9999996660700557
761.682014,0.9999996706900542
761.74228,0.9999996974200458
761.802545,0.9999997285300368
761.862811,0.9999997329100356
761.923076,0.9999997151700406
761.983341,0.9999996884300485
762.043607,0.9999996660700557
762.103872,0.9999996573200587
762.164138,0.9999996573200587
762.224403,0.9999996660700557
762.284668,0.9999996884300485
762.344934,0.999999724160038
762.405199,0.9999997685600268
762.465464,0.9999998041600192
762.52573,0.9999998175300167
762.585995,0.9999998041600192
762.646261,0.9999997863700228
762.706526,0.9999997774800248
762.766791,0.9999997863700228
762.827057,0.9999998086400184
762.887322,0.9999998219800158
762.947587,0.9999998264300151
763.007853,0.9999998175300167
763.068118,0.9999997952700209
763.128384,0.9999997685600268
763.188649,0.9999997462700322
763.248914,0.9999997372800346
763.30918,0.9999997372800346
763.369445,0.9999997506500311
763.42971,0.9999997774800248
763.489976,0.9999998086400184
763.550241,0.9999998353200136
763.610507,0.9999998353200136
763.670772,0.9999998219800158
763.731037,0.9999998086400184
763.791303,0.9999997952700209
763.851568,0.9999997863700228
763.911834,0.9999997819300238
763.972099,0.9999997685600268
764.032364,0.9999997372800346
764.09263,0.9999996928100472
764.152895,0.9999996483300618
764.21316,0.9999996216000716
764.273426,0.9999996038600785
764.333691,0.9999995683700932
764.393957,0.9999995370201071
764.454222,0.9999995326501092
764.514487,0.999999555010099
764.574753,0.9999995727500913
764.635018,0.9999995727500913
764.695283,0.9999995727500913
764.755549,0.9999995861200857
764.815814,0.9999995994800802
764.87608,0.9999995994800802
764.936345,0.9999995994800802
764.99661,0.9999996172200732
765.056876,0.999999639580065
765.117141,0.9999996617000573
765.177407,0.9999996617000573
765.237672,0.9999996483300618
765.297937,0.9999996305900682
765.358203,0.9999996349600666
765.418468,0.9999996529500602
765.478733,0.9999996573200587
765.538999,0.9999996439600634
765.599264,0.9999996349600666
765.65953,0.9999996573200587
765.719795,0.9999996884300485
765.78006,0.9999996884300485
765.840326,0.9999996617000573
765.900591,0.999999639580065
765.960856,0.9999996439600634
766.021122,0.9999996439600634
766.081387,0.9999996262200699
766.141653,0.9999995994800802
766.201918,0.9999995817400875
766.262183,0.9999995771200895
766.322449,0.9999995727500913
766.382714,0.9999995683700932
766.442979,0.9999995593800971
766.503245,0.999999550390101
766.56351,0.999999550390101
766.623776,0.9999995683700932
766.684041,0.9999995904900838
766.744306,0.9999996082300767
766.804572,0.9999996349600666
766.864837,0.9999996706900542
766.925103,0.9999996928100472
766.985368,0.9999996794400514
767.045633,0.9999996483300618
767.105899,0.999999639580065
767.166164,0.9999996529500602
767.226429,0.9999996706900542
767.286695,0.9999996794400514
767.34696,0.9999996706900542
767.407226,0.9999996349600666
767.467491,0.9999995771200895
767.527756,0.9999995239001134
767.588022,0.9999994925501288
767.648287,0.9999994660601426
767.708552,0.9999994393201572
767.768818,0.9999994303301623
767.829083,0.9999994614401451
767.889349,0.9999994925501288
767.949614,0.9999994971701264
768.009879,0.9999994791801357
768.070145,0.999999474810138
768.13041,0.9999994925501288
768.190676,0.9999995149101176
768.250941,0.9999995416401051
768.311206,0.9999995771200895
768.371472,0.9999996038600785
768.431737,0.9999996082300767
768.492002,0.9999995904900838
768.552268,0.9999995904900838
768.612533,0.999999594860082
768.672799,0.9999995904900838
768.733064,0.9999995637600951
768.793329,0.9999995282701113
768.853595,0.9999994925501288
768.91386,0.9999994614401451
768.974125,0.9999994480701523
769.034391,0.9999994524501499
769.094656,0.9999994480701523
769.154922,0.9999994303301623
769.215187,0.9999994259601648
769.275452,0.9999994570601474
769.335718,0.9999994791801357
769.395983,0.9999994614401451
769.456248,0.9999994393201572
769.516514,0.9999994480701523
769.576779,0.9999994704301403
769.637045,0.9999994524501499
769.69731,0.9999994036001778
769.757575,0.9999993768601941
769.817841,0.9999993812401914
769.878106,0.9999993812401914
769.938372,0.9999993681101996
769.998637,0.9999993501302111
770.058902,0.9999993280102257
770.119168,0.9999993012802441
770.179433,0.9999992879102535
770.239698,0.9999992922902504
770.299964,0.9999993012802441
770.360229,0.9999992922902504
770.420495,0.9999993012802441
770.48076,0.9999993501302111
770.541025,0.9999993902301859
770.601291,0.9999993768601941
770.661556,0.9999993501302111
770.721821,0.9999993635002026
770.782087,0.9999993812401914
770.842352,0.9999993146502348
770.902618,0.9999991676103465
770.962883,0.9999990653004368
771.023148,0.9999990786604245
771.083414,0.9999991544903575
771.143679,0.9999992167103068
771.203945,0.9999992434402862
771.26421,0.9999992524302794
771.324475,0.9999992701702664
771.384741,0.9999992879102535
771.445006,0.9999993012802441
771.505271,0.9999992969102471
771.565537,0.999999310030238
771.625802,0.9999993992201804
771.686068,0.9999995593800971
771.746333,0.9999996794400514
771.806598,0.9999996706900542
771.866864,0.9999995861200857
771.927129,0.9999995326501092
771.987394,0.9999995370201071
772.04766,0.9999995282701113
772.107925,0.9999994704301403
772.168191,0.9999994259601648
772.228456,0.9999994259601648
772.288721,0.9999994347101597
772.348987,0.9999994036001778
772.409252,0.9999993501302111
772.469517,0.9999993146502348
772.529783,0.9999993012802441
772.590048,0.9999992969102471
772.650314,0.9999992922902504
772.710579,0.9999992835402567
772.770844,0.9999992524302794
772.83111,0.9999992167103068
772.891375,0.9999992033403173
772.951641,0.9999992123303102
773.011906,0.9999992123303102
773.072171,0.9999991899703281
773.132437,0.999999176610339
773.192702,0.9999991899703281
773.252967,0.9999992123303102
773.313233,0.9999992167103068
773.373498,0.9999991989603209
773.433764,0.9999991676103465
773.494029,0.9999991411203688
773.554294,0.9999991365003729
773.61456,0.9999991544903575
773.674825,0.9999991809803354
773.73509,0.9999991899703281
773.795356,0.9999991722303426
773.855621,0.9999991544903575
773.915887,0.9999991498703613
773.976152,0.9999991544903575
774.036417,0.9999991544903575
774.096683,0.9999991455003651
774.156948,0.9999991411203688
774.217214,0.9999991455003651
774.277479,0.9999991498703613
774.337744,0.9999991365003729
774.39801,0.9999991054004002
774.458275,0.9999990565504451
774.51854,0.9999990252004751
774.578806,0.9999990298104706
774.639071,0.9999990609204409
774.699337,0.9999990876604162
774.759602,0.9999991010204041
774.819867,0.9999991054004002
774.880133,0.9999991143903921
774.940398,0.9999991143903921
775.000663,0.9999991097703963
775.060929,0.9999991143903921
775.121194,0.9999991498703613
775.18146,0.9999991943503246
775.241725,0.9999992388202897
775.30199,0.9999992524302794
775.362256,0.9999992388202897
775.422521,0.9999992077103138
775.482786,0.9999991856003316
775.543052,0.9999991676103465
775.603317,0.9999991498703613
775.663583,0.9999991277603804
775.723848,0.9999991231403844
775.784113,0.9999991365003729
775.844379,0.9999991365003729
775.904644,0.9999990920304122
775.96491,0.9999990341904664
776.025175,0.9999989987005014
776.08544,0.999998994100506
776.145706,0.9999989987005014
776.205971,0.9999989897005104
776.266236,0.9999989720005283
776.326502,0.9999989630005377
776.386767,0.9999989586005422
776.447033,0.9999989496005517
776.507298,0.9999989409005609
776.567563,0.9999989362005658
776.627829,0.9999989362005658
776.688094,0.9999989409005609
776.748359,0.9999989496005517
776.808625,0.9999989674005332
776.86889,0.9999989853005148
776.929156,0.999998994100506
776.989421,0.999998994100506
777.049686,0.9999989853005148
777.109952,0.999998976300524
777.170217,0.9999989674005332
777.230483,0.9999989720005283
777.290748,0.999998976300524
777.351013,0.999998976300524
777.411279,0.9999989853005148
777.471544,0.9999989987005014
777.531809,0.9999990030804969
777.592075,0.9999989807005195
777.65234,0.9999989630005377
777.712606,0.9999989720005283
777.772871,0.999999012070488
777.833136,0.9999990519304495
777.893402,0.9999990609204409
777.953667,0.9999990519304495
778.013932,0.9999990431804577
778.074198,0.9999990475504535
778.134463,0.9999990475504535
778.194729,0.9999990252004751
778.254994,0.9999990030804969
778.315259,0.999998994100506
778.375525,0.999999012070488
778.43579,0.9999990341904664
778.496055,0.9999990431804577
778.556321,0.9999990298104706
778.616586,0.9999990074504925
778.676852,0.999998994100506
778.737117,0.9999989897005104
778.797382,0.999998976300524
778.857648,0.9999989452005563
778.917913,0.9999989185005849
778.978179,0.9999989141005896
779.038444,0.9999989141005896
779.098709,0.9999989008006042
779.158975,0.9999988697006388
779.21924,0.9999988383006748
779.279505,0.9999988206006954
779.339771,0.9999988028007166
779.400036,0.9999987805007436
779.460302,0.9999987627007655
779.520567,0.99999876710076
779.580832,0.9999987805007436
779.641098,0.9999987761007489
779.701363,0.9999987537007766
779.761628,0.9999987316008044
779.821894,0.9999987316008044
779.882159,0.9999987450007876
779.942425,0.999998749400782
780.00269,0.9999987316008044
780.062955,0.9999987093008329
780.123221,0.9999986959008503
780.183486,0.9999987005008444
780.243752,0.9999987093008329
780.304017,0.9999986959008503
780.364282,0.9999986738008794
780.424548,0.9999986648008914
780.484813,0.9999986648008914
780.545078,0.9999986648008914
780.605344,0.9999986470009153
780.665609,0.9999986293009394
780.725875,0.9999986247009457
780.78614,0.9999986203009518
780.846405,0.999998593600989
780.906671,0.9999985625010333
780.966936,0.9999985357010721
781.027201,0.9999985090011115
781.087467,0.9999984779011584
781.147732,0.9999984512011993
781.207998,0.9999984512011993
781.268263,0.9999984689011722
781.328528,0.9999984689011722
781.388794,0.9999984555011927
781.449059,0.9999984468012062
781.509324,0.9999984422012134
781.56959,0.9999984378012202
781.629855,0.999998429001234
781.690121,0.9999984334012271
781.750386,0.9999984468012062
781.810651,0.9999984601011856
781.870917,0.9999984779011584
781.931182,0.9999985002011247
781.991448,0.999998513401105
782.051713,0.999998513401105
782.111978,0.9999985180010982
782.172244,0.9999985314010784
782.232509,0.9999985357010721
782.292774,0.999998513401105
782.35304,0.9999984869011448
782.413305,0.9999984869011448
782.473571,0.9999984956011316
782.533836,0.999998491301138
782.594101,0.9999984735011651
782.654367,0.9999984601011856
782.714632,0.9999984512011993
782.774897,0.9999984378012202
782.835163,0.999998415701255
782.895428,0.9999983889012978
782.955694,0.999998366601334
783.015959,0.9999983578013484
783.076224,0.9999983710013268
783.13649,0.9999983889012978
783.196755,0.9999983799013124
783.257021,0.9999983488013632
