nu,[0]Chloromethanol-HITRAN(x-sec)-X=0.01-T=295.0K-P=0.9211atm-L=15cm
1075.120224,0.15856352140307906
1075.60234,0.1602692605121842
1076.084457,0.14204661508569985
1076.566573,0.11068134189947307
1077.04869,0.11214080609735771
1077.530807,0.13120425127322136
1078.012923,0.15533052703283803
1078.49504,0.17852975446023064
1078.977157,0.18262872721545542
1079.459273,0.1756608731189994
1079.94139,0.1443665106684137
1080.423507,0.10512554251883362
1080.905623,0.1309813935288112
1081.38774,0.20839915996274266
1081.869856,0.2428284626348211
1082.351973,0.2539291469227945
1082.83409,0.2510758987754727
1083.316206,0.23567536334040942
1083.798323,0.20576922605990708
1084.28044,0.1554859352510293
1084.762556,0.10028892588801973
1085.244673,0.09073609869455042
1085.72679,0.14646042844727247
1086.208906,0.2010101248105312
1086.691023,0.17810179680413307
1087.173139,0.14451094938640457
1087.655256,0.14031014291650398
1088.137373,0.15210259784712413
1088.619489,0.1609759989427808
1089.101606,0.16181525431011712
1089.583723,0.15378496246503195
1090.065839,0.1452643635022226
1090.547956,0.13701018676080387
1091.030073,0.13079814787975536
1091.512189,0.12760700646227058
1091.994306,0.1257323295944279
1092.476422,0.12223620494256622
1092.958539,0.12032005038769324
1093.440656,0.1224074554768889
1093.922772,0.12642576259993424
1094.404889,0.12690709444912493
1094.887006,0.1282209924808815
1095.369122,0.13192786276271715
1095.851239,0.13948475037561703
1096.333356,0.1471651284307563
1096.815472,0.15310979508768566
1097.297589,0.1594380234469438
1097.779705,0.16921249280343187
1098.261822,0.18687786571967177
1098.743939,0.2029491142666857
1099.226055,0.21178154154795856
1099.708172,0.2252149498839802
1100.190289,0.2475605699112493
1100.672405,0.27060367023910875
1101.154522,0.28736560181259563
1101.636639,0.3018575686032152
1102.118755,0.3185741566960709
1102.600872,0.33996928625379597
1103.082988,0.3555106757324521
1103.565105,0.3654228875597436
1104.047222,0.39101865857291823
1104.529338,0.43259211181129004
1105.011455,0.466895413666275
1105.493572,0.48957383049447184
1105.975688,0.5047813064689254
1106.457805,0.5215344225043014
1106.939922,0.5472442772063708
1107.422038,0.5698967926922854
1107.904155,0.5762002629383907
1108.386271,0.5777869944172834
1108.868388,0.5981940974618792
