nu,[0]i-HFE-7200-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
461.709824,1.0
461.950878,1.0
462.191932,1.0
462.432986,1.0
462.67404,1.0
462.915094,1.0
463.156148,1.0
463.397202,1.0
463.638256,0.9997362847789736
463.87931,0.9988077113415951
464.120364,1.0
464.361418,1.0
464.602472,0.9994651131030279
464.843526,1.0
465.08458,0.9984148576673376
465.325634,1.0
465.566688,0.9994647932742429
465.807742,1.0
466.048796,1.0
466.28985,0.9989509506374135
466.530904,1.0
466.771958,0.999737304510504
467.013012,1.0
467.254066,1.0
467.49512,1.0
467.736174,1.0
467.977228,0.9932157178601282
468.218282,1.0
468.459336,1.0
468.70039,0.9897142637378576
468.941444,1.0
469.182498,0.997598787533968
469.423552,1.0
469.664606,1.0
469.90566,1.0
470.146714,0.9865413880151346
470.387768,1.0
470.628822,1.0
470.869876,0.9818379545278721
471.11093,0.999462994239234
471.351984,0.9924970884269063
471.593038,1.0
471.834092,1.0
472.075146,0.9920640571918047
472.3162,1.0
472.557254,1.0
472.798308,0.9980086853031244
473.039362,0.9964276959148833
473.280416,1.0
473.52147,1.0
473.762524,0.9795431396947556
474.003578,1.0
474.244632,0.9690161505461292
474.485686,0.993664256006609
474.72674,0.9728990047245437
474.967794,1.0
475.208848,0.9845939069773559
475.449902,0.9814541309300551
475.690956,0.986978522668202
475.93201,0.9822455018392191
476.173064,0.9767173234212151
476.414118,0.9826551836262021
476.655172,1.0
476.896226,0.9823339079125983
477.13728,0.9732201143762813
477.378334,0.9787617760748282
477.619388,0.9853897803437339
477.860442,0.9693592429872018
478.101496,0.9909114528064212
478.34255,0.9693902629792945
478.583604,0.9678879040619272
478.824658,0.9643528735033691
479.065712,0.9807585265721095
479.306766,0.9793923016660689
479.54782,0.9807595073311264
479.788874,0.9559544629143504
480.029928,0.9510886529632386
480.270982,0.9566956147823616
480.512036,0.9630017980998817
480.75309,0.9366411946650528
480.994144,0.9572832062619623
481.235198,0.9330271302942094
481.476252,0.9505942154285981
481.717306,0.9405043547517912
481.95836,0.9420810196342119
482.199414,0.9602477066915555
482.440468,0.9252391817773553
482.681522,0.9247489349379016
482.922576,0.9668518510221126
483.16363,0.9540664078985116
483.404684,0.9349193594410623
483.645738,0.9344837885154706
483.886792,0.9257176541087743
484.127846,0.9397766860253378
484.3689,0.8948492595286827
484.609954,0.917306151862374
484.851008,0.9011081457475638
485.092062,0.9104511801299559
485.333116,0.9145373225593708
485.57417,0.9183708444008192
485.815224,0.9215400878472286
486.056278,0.9187152980484918
486.297332,0.9160631276813095
486.538386,0.9168787867794042
486.77944,0.921944732758853
487.020494,0.9071114126245725
487.261548,0.9233951696234342
487.502602,0.8948134662741714
487.743656,0.9216746425223066
487.98471,0.9108928560500718
488.225764,0.9282111868963052
488.466818,0.9172235980236848
488.707872,0.9348352204850223
488.948926,0.9260861630635272
489.18998,0.9337365004397439
489.431034,0.9370787082544331
489.672088,0.946941463758072
489.913142,0.9301736405446154
490.154196,0.921532715556015
490.39525,0.9281638493328916
490.636304,0.9202241475249888
490.877358,0.9189826831028625
491.118412,0.9342688819593135
491.359466,0.938762275084939
491.60052,0.9561466290734482
491.841574,0.92881286266731
492.082628,0.9328452077418273
492.323682,0.9520630665584882
492.564736,0.9590145808414962
492.80579,0.971376637208026
493.046844,0.9461719132127208
493.287898,0.9774110389607188
493.528952,0.9595671323596212
493.770006,0.9673170186262945
494.01106,0.9602697926427969
494.252114,0.9705881995276324
494.493168,0.9590126628142526
494.734222,0.9587556818576046
494.975276,0.9451042879105899
495.21633,0.9653852833187684
495.457384,0.9492225479637716
495.698438,0.9571893971044724
495.939492,0.9859851355502343
496.180546,0.9807104705816888
496.4216,0.9893214251587713
496.662654,0.9802810134535508
496.903708,0.9818261725431099
497.144762,0.9873348862346388
497.385816,0.9837996602160978
497.62687,0.9877684214037028
497.867924,0.9923780951597928
498.108978,0.9806526103708175
498.350032,1.0
498.591086,1.0
498.83214,0.9782519740044643
499.073194,0.9857830293140435
499.314248,0.9960013161128182
499.555302,0.9905048661834712
499.796356,0.9847317597738033
500.03741,1.0
500.278464,0.9902599446158642
500.519518,1.0
500.760572,1.0
501.001626,1.0
501.24268,1.0
501.483734,1.0
501.724788,0.974312680159398
501.965842,0.9822582711137432
502.206896,0.988341493262891
502.44795,0.9947449563070914
502.689004,0.9769419942417559
502.930058,0.9741441386449917
503.171112,1.0
503.412166,1.0
503.65322,0.9905763832165435
503.894274,0.9956959889183488
504.135328,0.9994522900478868
504.376382,1.0
504.617436,0.9912901524184919
504.85849,1.0
505.099544,0.9858569658138261
505.340598,0.9986323361058798
505.581652,1.0
505.822706,0.9867367425494222
506.06376,0.9986317369266579
506.304814,1.0
506.545868,0.9955545105705982
506.786922,0.9706639083598015
507.027976,1.0
507.26903,0.9801349624636152
507.510084,1.0
507.751138,0.9997505911075703
507.992192,1.0
508.233246,0.9958533213135298
508.4743,1.0
508.715354,0.9997509010303015
508.956408,1.0
509.197462,0.9978906278588885
509.438516,1.0
509.67957,1.0
509.920624,0.9956664171866203
510.161678,0.9978072076894111
510.402732,0.9922218079177485
510.643786,0.9895400893552351
510.88484,0.9997516108536932
511.125894,0.9816612396008777
511.366948,1.0
511.608002,1.0
511.849056,1.0
512.09011,1.0
512.331164,0.9993812115286007
512.572218,1.0
512.813272,0.9975564902420855
513.054326,1.0
513.29538,0.9777805701704446
513.536434,1.0
513.777488,1.0
514.018542,1.0
514.259596,0.9894134363297642
514.50065,1.0
514.741704,1.0
514.982758,1.0
515.223812,0.998624347079147
515.464866,0.9982768862680512
515.70592,0.9969755827922397
515.946974,0.9871404004195324
516.188028,0.998623548179989
516.429082,0.9983771182989963
516.670136,0.9911573284374734
516.91119,0.9993849192397732
517.152244,0.9965381062202087
517.393298,0.991520455869609
517.634352,0.9960829915693874
517.875406,0.9977972296672245
518.11646,1.0
518.357514,0.99862175065922
518.598568,1.0
518.839622,0.9909702155978722
519.080676,0.9986514101656561
519.32173,0.982897929434431
519.562784,1.0
519.803838,1.0
520.044892,1.0
520.285946,0.989788495091279
520.527,0.9994469729758472
520.768054,0.9963564538815585
521.009108,0.9982893648071203
521.250162,0.9925221989208899
521.491216,0.9916059286167274
521.73227,0.9904209739741907
521.973324,0.991700532334843
522.214378,1.0
522.455432,0.9844285090947948
522.696486,1.0
522.93754,0.9937110586952616
523.178594,0.9815493365981556
523.419648,0.9932507789937941
523.660702,0.9931521540882475
523.901756,0.9921618795304058
524.14281,0.9876953292449622
524.383864,0.9911424611890515
524.624918,0.9794040544442054
524.865972,0.9769351556717313
525.107026,0.9803800268360012
525.34808,0.9814541309300551
525.589134,0.9722152970756188
525.830188,0.9757069439530442
526.071242,0.9569386463322166
526.312296,0.9730245167915075
526.55335,0.965972416041287
526.794404,0.9777414597298518
527.035458,0.9691905891522311
527.276512,0.9924252342388572
527.517566,0.9546027439160549
527.75862,0.9722677981191763
527.999674,0.9639710653684619
528.240728,0.9684349152438293
528.481782,0.9526659132604713
528.722836,0.9621653130427303
528.96389,0.9359829672992308
529.204944,0.9590826732939893
529.445998,0.94082418059972
529.687052,0.9440510838999197
529.928106,0.9289679873679275
530.16916,0.934631448618897
530.410214,0.9259685575889238
530.651268,0.9157297413828208
530.892322,0.9209007608983741
531.133376,0.9091974424274057
531.37443,0.9192620963071809
531.615484,0.8980495805592594
531.856538,0.9068411336971708
532.097592,0.8865391429134121
532.338646,0.8964883329683931
532.5797,0.8801173747557489
532.820754,0.8683937831275488
533.061808,0.8567835151968644
533.302862,0.8493448426918063
533.543916,0.8403557205000429
533.78497,0.8367415814091443
534.026024,0.8285815633072743
534.267078,0.8237567491476632
534.508132,0.8045839238233109
534.749186,0.8177815760335315
534.99024,0.803337784748655
535.231294,0.7976941704815939
535.472348,0.7795020192851319
535.713402,0.7804613966649877
535.954456,0.7753350658731449
536.19551,0.7729275194934021
536.436564,0.7648389425003483
536.677618,0.7629216040210826
536.918672,0.7577437584724668
537.159726,0.7455448392799207
537.40078,0.7492818983384301
537.641834,0.7392419571882322
537.882888,0.7363350741968433
538.123942,0.7291469425510819
538.364996,0.7336009962587339
538.60605,0.7186793409116421
538.847104,0.7174084035895685
539.088158,0.6935929624342657
539.329212,0.6950857915197161
539.570266,0.7043640077420121
539.81132,0.694592455762655
540.052374,0.6922625415591372
540.293428,0.7002765153575506
540.534482,0.6989332743720538
540.775536,0.6966445288267441
541.01659,0.6926433906809026
541.257644,0.6970835531580486
541.498698,0.7135377038097178
541.739752,0.7185212488474062
541.980806,0.721776315801655
542.22186,0.7174084035895685
542.462914,0.7304459799090823
542.703968,0.7173294930053353
542.945022,0.7243649058236644
543.186076,0.732486769771077
543.42713,0.7209972181690391
543.668184,0.7410997850994281
543.909238,0.7462609059826527
544.150292,0.7480166813397342
544.391346,0.770458104602083
544.6324,0.7503541379216374
544.873454,0.7634787401219533
545.114508,0.7542284294696825
545.355562,0.7695956745758961
545.596616,0.7692571269650189
545.83767,0.7872731604492166
546.078724,0.780531641351651
546.319778,0.797112066231044
546.560832,0.7954239786557091
546.801886,0.7915913441021749
547.04294,0.8242429090327237
547.283994,0.811346553389755
547.525048,0.8259260808186482
547.766102,0.8243500675760523
548.007156,0.8365324221597876
548.24821,0.8279024049183572
548.489264,0.8425771906525347
548.730318,0.841676115219863
548.971372,0.8584129513498951
549.212426,0.8430491660200687
549.45348,0.8744763752849014
549.694534,0.868723835471111
549.935588,0.874292754526946
550.176642,0.8675692007722119
550.417696,0.8909116630759016
550.65875,0.8733053616963466
550.899804,0.8868051445545372
551.140858,0.8876835163699538
551.381912,0.9102290571421108
551.622966,0.8934275797409756
551.86402,0.9232280502224943
552.105074,0.9024517976568133
552.346128,0.9063243815393195
552.587182,0.9279114230973975
552.828236,0.9123441524022783
553.06929,0.9247942487458928
553.310344,0.9209108908624587
553.551398,0.925826895237059
553.792452,0.9110595646961048
554.033506,0.9325588682184164
554.27456,0.9212866991656112
554.515614,0.9136990762292655
554.756668,0.931659382982014
554.997722,0.9252539857226949
555.238776,0.9293805407343888
555.47983,0.9229797352768421
555.720884,0.9624568933047613
555.961938,0.9310065186102409
556.202992,0.9468950647631325
556.444046,0.9348043714317585
556.6851,0.9339858413708944
556.926154,0.9334526876853346
557.167208,0.9250994812085652
557.408262,0.934668834624557
557.649316,0.9519621532219343
557.89037,0.965168096064504
558.131424,0.9576623654802123
558.372478,0.951232278193268
558.613532,0.9805751418746441
558.854586,0.9310949684308087
559.09564,1.0
559.336694,0.9590970596419861
559.577748,0.9782363220980957
559.818802,0.9594673425670149
560.059856,0.9852764670346346
560.30091,0.961768020814936
560.541964,0.9775596167302653
560.783018,0.9695007797686115
561.024072,0.9719693577180992
561.265126,0.989463897701771
561.50618,0.9528869573924756
561.747234,0.9602486669397423
561.988288,0.9351447021593944
562.229342,0.95342549064472
562.470396,0.9574938317352925
562.71145,0.9920289387457802
562.952504,0.9552081539503996
563.193558,0.9828143866610471
563.434612,0.9976938632287049
563.675666,0.9708046648311113
563.91672,0.9891997461068919
564.157774,0.9837701466689966
564.398828,0.9754532931236531
564.639882,0.9817937728140144
564.880936,0.9618363087686075
565.12199,0.9762818046228806
565.363044,0.9508471071230064
565.604098,0.9910123327270178
565.845152,0.9956249983251836
566.086206,0.9875165725683361
566.32726,1.0
566.568314,0.9920419344099992
566.809368,0.9767964407286199
567.050422,0.9997698264939869
567.291476,0.9926539153558789
567.53253,0.9649625371528435
567.773584,1.0
568.014638,0.9741071218710464
568.255692,0.9908624039034777
568.496746,0.9545292423346207
568.7378,0.9922267690391909
568.978854,0.97178275751561
569.219908,0.9480310728465355
569.460962,0.9706241119553907
569.702016,0.976264231708554
569.94307,0.9737847457698952
570.184124,1.0
570.425178,1.0
570.666232,1.0
570.907286,1.0
571.14834,1.0
571.389394,1.0
571.630448,1.0
571.871502,1.0
572.112556,1.0
572.35361,1.0
572.594664,1.0
572.835718,1.0
573.076772,1.0
573.317826,1.0
573.55888,1.0
573.799934,1.0
574.040988,1.0
574.282042,1.0
574.523096,1.0
574.76415,1.0
575.005204,1.0
575.246258,1.0
575.487312,1.0
575.728366,1.0
575.96942,1.0
576.210474,1.0
576.451528,1.0
576.692582,1.0
576.933636,1.0
577.17469,1.0
577.415744,1.0
577.656798,1.0
577.897852,1.0
578.138906,1.0
578.37996,1.0
578.621014,1.0
578.862068,1.0
579.103122,1.0
579.344176,1.0
579.58523,1.0
579.826284,1.0
580.067338,1.0
580.308392,1.0
580.549446,1.0
580.7905,1.0
581.031554,1.0
581.272608,1.0
581.513662,1.0
581.754716,1.0
581.99577,1.0
582.236824,1.0
582.477878,1.0
582.718932,1.0
582.959986,1.0
583.20104,1.0
583.442094,1.0
583.683148,1.0
583.924202,1.0
584.165256,1.0
584.40631,1.0
584.647364,1.0
584.888418,1.0
585.129472,1.0
585.370526,1.0
585.61158,1.0
585.852634,1.0
586.093688,1.0
586.334742,1.0
586.575796,1.0
586.81685,1.0
587.057904,1.0
587.298958,1.0
587.540012,1.0
587.781066,1.0
588.02212,1.0
588.263174,1.0
588.504228,1.0
588.745282,1.0
588.986336,1.0
589.22739,1.0
589.468444,1.0
589.709498,1.0
589.950552,1.0
590.191606,1.0
590.43266,1.0
590.673714,1.0
590.914768,1.0
591.155822,1.0
591.396876,1.0
591.63793,1.0
591.878984,1.0
592.120038,1.0
592.361092,1.0
592.602146,1.0
592.8432,1.0
593.084254,1.0
593.325308,1.0
593.566362,1.0
593.807416,1.0
594.04847,1.0
594.289524,1.0
594.530578,1.0
594.771632,1.0
595.012686,1.0
595.25374,1.0
595.494794,1.0
595.735848,1.0
595.976902,1.0
596.217956,1.0
596.45901,1.0
596.700064,1.0
596.941118,1.0
597.182172,1.0
597.423226,1.0
597.66428,1.0
597.905334,1.0
598.146388,1.0
598.387442,1.0
598.628496,1.0
598.86955,1.0
599.110604,1.0
599.351658,1.0
599.592712,1.0
599.833766,1.0
600.07482,1.0
600.315874,1.0
600.556928,1.0
600.797982,1.0
601.039036,1.0
601.28009,1.0
601.521144,1.0
601.762198,1.0
602.003252,1.0
602.244306,1.0
602.48536,1.0
602.726414,1.0
602.967468,1.0
603.208522,1.0
603.449576,1.0
603.69063,1.0
603.931684,1.0
604.172738,1.0
604.413792,1.0
604.654846,1.0
604.8959,1.0
605.136954,1.0
605.378008,1.0
605.619062,1.0
605.860116,1.0
606.10117,1.0
606.342224,1.0
606.583278,1.0
606.824332,1.0
607.065386,1.0
607.30644,1.0
607.547494,1.0
607.788548,1.0
608.029602,1.0
608.270656,1.0
608.51171,1.0
608.752764,1.0
608.993818,1.0
609.234872,1.0
609.475926,1.0
609.71698,1.0
609.958034,1.0
610.199088,1.0
610.440142,1.0
610.681196,1.0
610.92225,1.0
611.163304,1.0
611.404358,1.0
611.645412,1.0
611.886466,1.0
612.12752,1.0
612.368574,1.0
612.609628,1.0
612.850682,1.0
613.091736,1.0
613.33279,1.0
613.573844,1.0
613.814898,1.0
614.055952,1.0
614.297006,1.0
614.53806,1.0
614.779114,1.0
615.020168,1.0
615.261222,1.0
615.502276,1.0
615.74333,1.0
615.984384,1.0
616.225438,1.0
616.466492,1.0
616.707546,1.0
616.9486,1.0
617.189654,1.0
617.430708,1.0
617.671762,1.0
617.912816,1.0
618.15387,1.0
618.394924,1.0
618.635978,1.0
618.877032,1.0
619.118086,1.0
619.35914,1.0
619.600194,1.0
619.841248,1.0
620.082302,1.0
620.323356,1.0
620.56441,1.0
620.805464,1.0
621.046518,1.0
621.287572,1.0
621.528626,1.0
621.76968,1.0
622.010734,1.0
622.251788,1.0
622.492842,1.0
622.733896,1.0
622.97495,1.0
623.216004,1.0
623.457058,1.0
623.698112,1.0
623.939166,1.0
624.18022,1.0
624.421274,1.0
624.662328,1.0
624.903382,1.0
625.144436,1.0
625.38549,1.0
625.626544,1.0
625.867598,1.0
626.108652,1.0
626.349706,1.0
626.59076,1.0
626.831814,1.0
627.072868,1.0
627.313922,1.0
627.554976,1.0
627.79603,1.0
628.037084,1.0
628.278138,1.0
628.519192,1.0
628.760246,1.0
629.0013,1.0
629.242354,1.0
629.483408,1.0
629.724462,1.0
629.965516,1.0
630.20657,1.0
630.447624,1.0
630.688678,1.0
630.929732,1.0
631.170786,1.0
631.41184,1.0
631.652894,1.0
631.893948,1.0
632.135002,1.0
632.376056,1.0
632.61711,1.0
632.858164,1.0
633.099218,1.0
633.340272,1.0
633.581326,1.0
633.82238,1.0
634.063434,1.0
634.304488,1.0
634.545542,1.0
634.786596,1.0
635.02765,1.0
635.268704,1.0
635.509758,1.0
635.750812,1.0
635.991866,1.0
636.23292,1.0
636.473974,1.0
636.715028,1.0
636.956082,1.0
637.197136,1.0
637.43819,1.0
637.679244,1.0
637.920298,1.0
638.161352,1.0
638.402406,1.0
638.64346,1.0
638.884514,1.0
639.125568,1.0
639.366622,1.0
639.607676,1.0
639.84873,1.0
640.089784,1.0
640.330838,1.0
640.571892,1.0
640.812946,1.0
641.054,1.0
641.295054,1.0
641.536108,1.0
641.777162,1.0
642.018216,1.0
642.25927,1.0
642.500324,1.0
642.741378,1.0
642.982432,1.0
643.223486,1.0
643.46454,1.0
643.705594,1.0
643.946648,1.0
644.187702,1.0
644.428756,1.0
644.66981,1.0
644.910864,1.0
645.151918,1.0
645.392972,1.0
645.634026,1.0
645.87508,1.0
646.116134,1.0
646.357188,1.0
646.598242,1.0
646.839296,1.0
647.08035,1.0
647.321404,1.0
647.562458,1.0
647.803512,1.0
648.044566,1.0
648.28562,1.0
648.526674,1.0
648.767728,1.0
649.008782,1.0
649.249836,1.0
649.49089,1.0
649.731944,1.0
649.972998,1.0
650.214052,1.0
650.455106,1.0
650.69616,1.0
650.937214,1.0
651.178268,1.0
651.419322,1.0
651.660376,1.0
651.90143,1.0
652.142484,1.0
652.383538,1.0
652.624592,1.0
652.865646,1.0
653.1067,1.0
653.347754,1.0
653.588808,1.0
653.829862,1.0
654.070916,1.0
654.31197,1.0
654.553024,1.0
654.794078,1.0
655.035132,1.0
655.276186,1.0
655.51724,1.0
655.758294,1.0
655.999348,1.0
656.240402,1.0
656.481456,1.0
656.72251,1.0
656.963564,1.0
657.204618,1.0
657.445672,1.0
657.686726,1.0
657.92778,1.0
658.168834,1.0
658.409888,1.0
658.650942,1.0
658.891996,1.0
659.13305,1.0
659.374104,1.0
659.615158,1.0
659.856212,1.0
660.097266,1.0
660.33832,1.0
660.579374,1.0
660.820428,1.0
661.061482,1.0
661.302536,1.0
661.54359,1.0
661.784644,1.0
662.025698,1.0
662.266752,1.0
662.507806,1.0
662.74886,1.0
662.989914,1.0
663.230968,1.0
663.472022,1.0
663.713076,1.0
663.95413,1.0
664.195184,1.0
664.436238,1.0
664.677292,1.0
664.918346,1.0
665.1594,1.0
665.400454,1.0
665.641508,1.0
665.882562,1.0
666.123616,1.0
666.36467,1.0
666.605724,1.0
666.846778,1.0
667.087832,1.0
667.328886,1.0
667.56994,1.0
667.810994,1.0
668.052048,1.0
668.293102,1.0
668.534156,1.0
668.77521,1.0
669.016264,1.0
669.257318,1.0
669.498372,1.0
669.739426,1.0
669.98048,1.0
670.221534,1.0
670.462588,1.0
670.703642,1.0
670.944696,1.0
671.18575,1.0
671.426804,1.0
671.667858,1.0
671.908912,1.0
672.149966,1.0
672.39102,1.0
672.632074,1.0
672.873128,1.0
673.114182,1.0
673.355236,1.0
673.59629,1.0
673.837344,1.0
674.078398,1.0
674.319452,1.0
674.560506,1.0
674.80156,1.0
675.042614,1.0
675.283668,1.0
675.524722,1.0
675.765776,1.0
676.00683,1.0
676.247884,1.0
676.488938,1.0
676.729992,1.0
676.971046,1.0
677.2121,1.0
677.453154,1.0
677.694208,1.0
677.935262,1.0
678.176316,1.0
678.41737,1.0
678.658424,1.0
678.899478,1.0
679.140532,1.0
679.381586,1.0
679.62264,1.0
679.863694,1.0
680.104748,1.0
680.345802,1.0
680.586856,1.0
680.82791,1.0
681.068964,1.0
681.310018,1.0
681.551072,1.0
681.792126,1.0
682.03318,1.0
682.274234,1.0
682.515288,1.0
682.756342,1.0
682.997396,1.0
683.23845,1.0
683.479504,1.0
683.720558,1.0
683.961612,1.0
684.202666,1.0
684.44372,1.0
684.684774,1.0
684.925828,1.0
685.166882,1.0
685.407936,1.0
685.64899,1.0
685.890044,1.0
686.131098,1.0
686.372152,1.0
686.613206,1.0
686.85426,1.0
687.095314,1.0
687.336368,1.0
687.577422,1.0
687.818476,1.0
688.05953,1.0
688.300584,1.0
688.541638,1.0
688.782692,1.0
689.023746,1.0
689.2648,1.0
689.505854,1.0
689.746908,1.0
689.987962,1.0
690.229016,1.0
690.47007,1.0
690.711124,1.0
690.952178,1.0
691.193232,1.0
691.434286,1.0
691.67534,1.0
691.916394,1.0
692.157448,1.0
692.398502,1.0
692.639556,1.0
692.88061,1.0
693.121664,1.0
693.362718,1.0
693.603772,1.0
693.844826,1.0
694.08588,1.0
694.326934,1.0
694.567988,1.0
694.809042,1.0
695.050096,1.0
695.29115,1.0
695.532204,1.0
695.773258,1.0
696.014312,1.0
696.255366,1.0
696.49642,1.0
696.737474,1.0
696.978528,1.0
697.219582,1.0
697.460636,1.0
697.70169,1.0
697.942744,1.0
698.183798,1.0
698.424852,1.0
698.665906,1.0
698.90696,1.0
699.148014,1.0
699.389068,1.0
699.630122,1.0
699.871176,1.0
700.11223,1.0
700.353284,1.0
700.594338,1.0
700.835392,1.0
701.076446,1.0
701.3175,1.0
701.558554,1.0
701.799608,1.0
702.040662,1.0
702.281716,1.0
702.52277,1.0
702.763824,1.0
703.004878,1.0
703.245932,1.0
703.486986,1.0
703.72804,1.0
703.969094,1.0
704.210148,1.0
704.451202,1.0
704.692256,1.0
704.93331,1.0
705.174364,1.0
705.415418,1.0
705.656472,1.0
705.897526,1.0
706.13858,1.0
706.379634,1.0
706.620688,1.0
706.861742,1.0
707.102796,1.0
707.34385,1.0
707.584904,1.0
707.825958,1.0
708.067012,1.0
708.308066,1.0
708.54912,1.0
708.790174,1.0
709.031228,1.0
709.272282,1.0
709.513336,1.0
709.75439,1.0
709.995444,1.0
710.236498,1.0
710.477552,1.0
710.718606,1.0
710.95966,1.0
711.200714,1.0
711.441768,1.0
711.682822,1.0
711.923876,1.0
712.16493,1.0
712.405984,1.0
712.647038,1.0
712.888092,1.0
713.129146,1.0
713.3702,1.0
713.611254,1.0
713.852308,1.0
714.093362,1.0
714.334416,1.0
714.57547,1.0
714.816524,1.0
715.057578,0.9745036641605299
715.298632,0.9756259636374257
715.539686,0.9963763812099087
715.78074,0.9816808730220032
716.021794,0.9978610907334555
716.262848,0.981004727859248
716.503902,0.9632522111196696
716.744956,0.9840092318623118
716.98601,0.9742259701895147
717.227064,0.9767769049951633
717.468118,0.9613670471590737
717.709172,0.9448047373325973
717.950226,0.9610488873248215
718.19128,0.9552903053841003
718.432334,0.9467823909546502
718.673388,0.9479514415809764
718.914442,0.9440869585227214
719.155496,0.9308110277685895
719.39655,0.9341268838813829
719.637604,0.9148583815021374
719.878658,0.9038064911193904
