nu,[0]Glycoaldehyde-HITRAN(x-sec)-X=0.01-T=298.1K-P=0.0atm-L=15cm
652.072841,0.9999995554400988
652.191444,1.0
652.310046,0.99999999935681
652.428649,0.9999999970789
652.547251,0.9999997281700369
652.665853,1.0
652.784456,1.0
652.903058,0.9999992647202703
653.02166,1.0
653.140263,1.0
653.258865,1.0
653.377468,1.0
653.49607,0.9999998842500067
653.614672,0.9999999768460003
653.733275,1.0
653.851877,1.0
653.970479,1.0
654.089082,1.0
654.207684,1.0
654.326287,1.0
654.444889,0.9999998031500194
654.563491,1.0
654.682094,1.0
654.800696,1.0
654.919298,1.0
655.037901,0.9999995641500949
655.156503,1.0
655.275106,1.0
655.393708,0.9999998702900084
655.51231,1.0
655.630913,1.0
655.749515,1.0
655.868117,1.0
655.98672,1.0
656.105322,1.0
656.223924,1.0
656.342527,1.0
656.461129,1.0
656.579732,1.0
656.698334,0.999999986778
656.816936,0.999999873880008
656.935539,1.0
657.054141,1.0
657.172743,1.0
657.291346,0.9999996279100692
657.409948,1.0
657.528551,1.0
657.647153,1.0
657.765755,0.9999990557704458
657.884358,1.0
658.00296,1.0
658.121562,0.9999994304801622
658.240165,0.9999999772640003
658.358767,0.9999998541200107
658.47737,1.0
658.595972,0.9999993743901957
658.714574,1.0
658.833177,1.0
658.951779,1.0
659.070381,0.9999997954800209
659.188984,1.0
659.307586,1.0
659.426189,0.9999999450120015
659.544791,0.999999595140082
659.663393,1.0
659.781996,1.0
659.900598,1.0
660.0192,1.0
660.137803,1.0
660.256405,1.0
660.375008,0.9999998895600061
660.49361,1.0
660.612212,1.0
660.730815,0.9999999253120028
660.849417,1.0
660.968019,1.0
661.086622,0.999999910799004
661.205224,0.9999995971700811
661.323826,0.9999999294930025
661.442429,1.0
661.561031,0.9999998723000082
661.679634,1.0
661.798236,1.0
661.916838,0.9999998522600109
662.035441,1.0
662.154043,1.0
662.272645,1.0
662.391248,0.9999997604800287
662.50985,0.9999999565910009
662.628453,0.9999997088000424
662.747055,1.0
662.865657,1.0
662.98426,1.0
663.102862,0.9999998265800151
663.221464,1.0
663.340067,1.0
663.458669,1.0
663.577272,1.0
663.695874,1.0
663.814476,1.0
663.933079,0.9999995996700801
664.051681,1.0
664.170283,0.9999999757250003
664.288886,1.0
664.407488,1.0
664.526091,1.0
664.644693,1.0
664.763295,1.0
664.881898,0.9999998610000097
665.0005,1.0
665.119102,0.9999999211490032
665.237705,1.0
665.356307,0.9999993734101963
665.474909,1.0
665.593512,1.0
665.712114,1.0
665.830717,0.999999988623
665.949319,0.9999999118000039
666.067921,1.0
666.186524,0.9999998540700107
666.305126,0.9999999415380018
666.423728,1.0
666.542331,0.9999999430400016
666.660933,1.0
666.779536,0.9999999759850002
666.898138,1.0
667.01674,0.99999999928984
667.135343,0.9999992269402989
667.253945,1.0
667.372547,1.0
667.49115,0.9999998003700199
667.609752,0.9999999460680015
667.728355,0.9999998220600158
667.846957,0.9999999324210023
667.965559,0.9999998593400099
668.084162,0.9999999051680045
668.202764,0.9999991606803522
668.321366,0.9999991819103347
668.439969,0.9999985761010137
668.558571,0.9999986440009193
668.677174,0.9999989340005682
668.795776,0.9999970764042737
668.914378,0.9999970044044868
669.032981,0.9999975581029814
669.151583,0.9999983651013364
669.270185,0.9999982628015089
669.388788,0.9999979065021913
669.50739,0.9999985538010457
669.625993,0.9999988354006781
669.744595,0.9999990627304393
669.863197,0.9999995325101093
669.9818,0.9999995734100909
670.100402,0.9999996880900487
670.219004,0.999999832690014
670.337607,0.9999991586103539
670.456209,0.9999988645006447
670.574811,0.999999985104
670.693414,0.9999993752501951
670.812016,1.0
670.930619,0.9999992962002476
671.049221,0.9999993477502127
671.167823,0.9999995610100963
671.286426,0.9999993440402152
671.405028,0.9999985748010156
671.52363,0.9999997017600445
671.642233,0.9999998419600125
671.760835,0.9999997908300219
671.879438,0.9999999709070004
671.99804,0.9999998188900164
672.116642,0.9999994955801272
672.235245,1.0
672.353847,1.0
672.472449,0.9999999945287
672.591052,0.9999998187300164
672.709654,0.9999998231100157
672.828257,0.9999986623008947
672.946859,0.9999997969600206
673.065461,0.9999996768900522
673.184064,1.0
673.302666,0.9999994935401283
673.421268,0.9999994933901283
673.539871,0.9999995725500913
673.658473,0.9999998565300103
673.777076,0.9999986929008543
673.895678,0.9999988589006511
674.01428,0.9999997022800443
674.132883,0.9999999311030023
674.251485,0.9999998746400078
674.370087,0.9999975848029166
674.48869,0.9999994467201531
674.607292,0.9999979669020668
674.725895,0.9999999469080014
674.844497,0.9999992861702548
674.963099,0.9999990684804339
675.081702,0.9999978720022642
675.200304,0.9999998430300123
675.318906,0.9999982343015589
675.437509,0.9999998922600059
675.556111,0.9999981121017821
675.674713,0.9999985972009839
675.793316,0.9999993248602279
675.911918,0.9999981644016848
676.030521,0.9999988814006256
676.149123,0.9999980379019249
676.267725,0.9999990427304581
676.386328,0.9999977114026188
676.50493,0.9999992619702723
676.623532,0.9999979045021956
676.742135,0.9999982615015112
676.860737,0.9999983001014449
676.97934,0.9999977935024343
677.097942,0.9999993756701949
677.216544,0.9999984997011254
677.335147,0.9999979700020605
677.453749,0.9999990924404119
677.572351,0.9999970065044805
677.690954,0.9999977712024838
677.809556,0.9999976825026854
677.928159,0.999998239901549
678.046761,0.9999981603016922
678.165363,0.9999989039006008
678.283966,0.9999967092054147
678.402568,0.9999979564020881
678.52117,0.9999998261100151
678.639773,0.9999978226023706
678.758375,0.9999964357063521
678.876978,0.999996510306089
678.99558,0.9999984403012163
679.114182,0.9999977253025871
679.232785,0.9999977866024495
679.351387,0.999997756802516
679.469989,0.9999978535023037
679.588592,0.9999970195044416
679.707194,0.9999980260019483
679.825797,0.9999975602029763
679.944399,0.9999981421017259
680.063001,0.9999971731039957
680.181604,0.9999977352025646
680.300206,0.9999978625022845
680.418808,0.9999968736048872
680.537411,0.9999965974057888
680.656013,0.9999972311038334
680.774615,0.9999978636022822
680.893218,0.9999983252014025
681.01182,0.9999981134017796
681.130423,0.9999980496019021
681.249025,0.999997993002014
681.367627,0.9999971508040589
681.48623,0.999997779602465
681.604832,0.9999985875009976
681.723434,0.9999991530203587
681.842037,0.9999987767007482
681.960639,0.9999982999014452
682.079242,0.999999709830042
682.197844,0.9999986973008486
682.316446,0.999999900308005
682.435049,0.9999998858200065
682.553651,0.9999981059017938
682.672253,0.9999998745000078
682.790856,0.9999998976100053
682.909458,0.9999997612200285
683.028061,0.9999995186001158
683.146663,0.9999989536005475
683.265265,0.9999994039301776
683.383868,0.9999986423009217
683.50247,0.9999990594104423
683.621072,0.999999832590014
683.739675,0.9999990659104363
683.858277,0.9999991411203688
683.97688,0.9999991350403741
684.095482,0.999999720480039
684.214084,0.9999987060008372
684.332687,0.9999992712202656
684.451289,0.9999990826204208
684.569891,0.9999996785400517
684.688494,0.9999986801008711
684.807096,0.999999459650146
684.925699,0.9999999488670013
685.044301,0.9999983152014192
685.162903,0.9999991037904016
685.281506,0.9999989154005882
685.400108,0.9999981400017298
685.51871,0.9999989435005581
685.637313,0.9999994806101349
685.755915,0.9999990104604896
685.874517,0.9999999684960005
685.99312,0.999999780830024
686.111722,0.9999998604800098
686.230325,0.9999987834007401
686.348927,0.9999998286200147
686.467529,0.9999991776703381
686.586132,0.9999996187900727
686.704734,0.9999991482703627
686.823336,0.9999992821602577
686.941939,0.9999995612700963
687.060541,0.9999985477010546
687.179144,0.9999986543009054
687.297746,0.9999987937007275
687.416348,0.9999987439007889
687.534951,0.9999991854203317
687.653553,0.9999996039800784
687.772155,0.9999991895003284
687.890758,0.9999991806803357
688.00936,0.9999987655007619
688.127963,0.9999987877007348
688.246565,0.9999991910403272
688.365167,0.9999986158009581
688.48377,0.9999988208006952
688.602372,0.9999990427404581
688.720974,0.9999987083008343
688.839577,0.9999985694010233
688.958179,0.999999144460366
689.076782,0.9999983159014181
689.195384,0.9999983984012826
689.313986,0.9999989804005198
689.432589,0.9999993977001814
689.551191,0.9999984162012542
689.669793,0.9999989410005607
689.788396,0.9999988371006762
689.906998,0.9999986933008538
690.025601,0.9999988303006841
690.144203,0.9999989816005186
690.262805,0.9999988843006224
690.381408,0.9999995027701236
690.50001,0.9999983179014147
690.618612,0.999999512290119
690.737215,0.9999985938009887
690.855817,0.9999995074801213
690.974419,0.9999990031104969
691.093022,0.9999992564402764
691.211624,0.9999981409017281
691.330227,0.9999988513006598
691.448829,0.9999995313601098
691.567431,0.9999991872103303
691.686034,0.9999994074401756
691.804636,0.999998931400571
691.923238,0.9999981390017316
692.041841,0.9999984785011575
692.160443,0.999998739100795
692.279046,0.9999984254012397
692.397648,0.999997794102433
692.51625,0.9999986802008709
692.634853,0.9999992481802826
692.753455,0.9999984361012229
692.872057,0.9999993260102271
692.99066,0.9999992795702595
693.109262,0.999998427101237
693.227865,0.9999984374012209
693.346467,0.9999985198010954
693.465069,0.9999992421902871
693.583672,0.9999981990016218
693.702274,0.9999986955008509
693.820876,0.9999993075202398
693.939479,0.999999144510366
694.058081,0.9999988901006159
694.176684,0.9999983976012838
694.295286,0.9999980787018456
694.413888,0.9999986027009762
694.532491,0.9999983064014342
694.651093,0.9999988677006411
694.769695,0.999998292401458
694.888298,0.9999990015804984
695.0069,0.9999981326017436
695.125503,0.9999989779005224
695.244105,0.9999987948007263
695.362707,0.9999988252006901
695.48131,0.9999985901009939
