nu,[0]HFE-143a-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
550,0.9911130246950882
550.241054,0.9944825771969438
550.482108,0.9878612759994124
550.723162,0.9903036160423696
550.964216,0.991036811033942
551.20527,0.996349280140916
551.446324,0.9887527288551611
551.687378,0.9946684633611428
551.928432,0.9927577523860072
552.169486,0.9982200859292075
552.41054,0.9974782848789409
552.651594,0.9692894516342255
552.892648,1.0
553.133702,0.9929591040745621
553.374756,0.9939353645931776
553.61581,0.9928958545941499
553.856864,0.9890662131548444
554.097918,1.0
554.338972,0.9922737024753335
554.580026,0.9930631716417144
554.82108,0.9863283180877039
555.062134,1.0
555.303188,1.0
555.544242,0.9941188619977708
555.785296,0.9977668970925
556.02635,1.0
556.267404,0.9919277569543873
556.508458,1.0
556.749512,1.0
556.990566,0.9861774213989275
557.23162,0.9952717137073416
557.472674,0.9922495905173249
557.713728,0.9966184304285921
557.954782,0.9969687036844515
558.195836,1.0
558.43689,0.9923765073561108
558.677944,0.9901684488241523
558.918998,0.9975822275315434
559.160052,0.9938746369976478
559.401106,0.9885292959873049
559.64216,0.9845072665257777
559.883214,0.9946488685854238
560.124268,0.991541278017814
560.365322,0.988675609150018
560.606376,0.9957144094645333
560.84743,0.9851129247154948
561.088484,0.9986766763659494
561.329538,0.9702000418845254
561.570592,0.9814070222623875
561.811646,0.9869834575731526
562.0527,0.9875323729599
562.293754,0.9979086898427132
562.534808,0.9774266776624515
562.775862,1.0
563.016916,0.9933244809359036
563.25797,0.9805094455409903
563.499024,0.9909197764975843
563.740078,0.9786511822428009
563.981132,0.9964822020005777
564.222186,0.9940314827901736
564.46324,1.0
564.704294,0.9820873730431326
564.945348,0.9760338605347386
565.186402,0.9978265653370089
565.427456,0.9865818370412426
565.66851,0.9850075232716281
565.909564,0.9892907566699554
566.150618,0.971637972671479
566.391672,0.9775899215481062
566.632726,0.9859417531586897
566.87378,0.9975175862975979
567.114834,0.9757274340140121
567.355888,0.997939226315828
567.596942,0.9876005150445091
567.837996,0.9860866972495337
568.07905,0.9738022740530731
568.320104,0.9811921176574252
568.561158,0.975112919323036
568.802212,0.9733164679370271
569.043266,0.9747902103580202
569.28432,0.9918535635330357
569.525374,0.9613583948945845
569.766428,0.9562135616800972
570.007482,0.9915286855235457
570.248536,0.9739541990576677
570.48959,0.9768335596986235
570.730644,0.9659646882928697
570.971698,0.9570506147038594
571.212752,0.9617526326497086
571.453806,0.9719917132704147
571.69486,0.9698547121419558
571.935914,0.9548481083492205
572.176968,0.9544691088865771
572.418022,0.9655542405266737
572.659076,0.9465192220321399
572.90013,0.9471280296025646
573.141184,0.9592466904541902
573.382238,0.9484075159014578
573.623292,0.9563856956127887
573.864346,0.9600950394435593
574.1054,0.9397832644851646
574.346454,0.9551938259355507
574.587508,0.93672268599381
574.828562,0.9508765838402139
575.069616,0.9339559543021662
575.31067,0.932012548808861
575.551724,0.938766968908049
575.792778,0.9228117682504847
576.033832,0.9304108650677955
576.274886,0.9208906310457186
576.51594,0.9135373658045677
576.756994,0.9201109669155935
576.998048,0.9247285906851206
577.239102,0.9303522510296578
577.480156,0.9181219996219769
577.72121,0.9285714027141707
577.962264,0.9165341051597804
578.203318,0.9139960766890005
578.444372,0.9158139923945151
578.685426,0.8898254135938642
578.92648,0.9202177059785016
579.167534,0.8964076526490948
579.408588,0.901567828110934
579.649642,0.908381349604625
579.890696,0.9161730618525495
580.13175,0.9015317661190543
580.372804,0.8959416418430276
580.613858,0.9095084411304628
580.854912,0.9049306210898922
581.095966,0.8947418840601962
581.33702,0.8967214502388968
581.578074,0.8989840379566619
581.819128,0.9042042534767843
582.060182,0.8992717588817009
582.301236,0.906135885672209
582.54229,0.891927881506257
582.783344,0.9058160761542676
583.024398,0.8828764578512408
583.265452,0.8927399052932143
583.506506,0.8895229243793228
583.74756,0.8868317491079402
583.988614,0.893829712624972
584.229668,0.8853254158804752
584.470722,0.8898432102801024
584.711776,0.8736285444652996
584.95283,0.9000814677790429
585.193884,0.8844405329797853
585.434938,0.875981768917786
585.675992,0.8894250822390574
585.917046,0.8712467911114845
586.1581,0.8764724560879643
586.399154,0.8865214123078604
586.640208,0.9098768666502525
586.881262,0.907999001546355
587.122316,0.9185701524982005
587.36337,0.8799941669480309
587.604424,0.8917227616831944
587.845478,0.8978161180197594
588.086532,0.8775950591444404
588.327586,0.8795718711070057
588.56864,0.8713077805214668
588.809694,0.8653510640446446
589.050748,0.8525955448791055
589.291802,0.8581897929943875
589.532856,0.8525273399637482
589.77391,0.8315864641555307
590.014964,0.8511814103310135
590.256018,0.8502626306381955
590.497072,0.8615777306331859
590.738126,0.8668754229597206
590.97918,0.8797741959038201
591.220234,0.8901102032901355
591.461288,0.9002344946354796
591.702342,0.9123295550126194
591.943396,0.9117832332488701
592.18445,0.9257482032954187
592.425504,0.9165166911772158
592.666558,0.9150075155724187
592.907612,0.9240916721297774
593.148666,0.9112800677905596
593.38972,0.921501383976326
593.630774,0.9229492774481348
593.871828,0.9146205492424803
594.112882,0.9052021410021696
594.353936,0.9084095098629446
594.59499,0.8912859245638043
594.836044,0.92788822560179
595.077098,0.9040957554763773
595.318152,0.9037793773313657
595.559206,0.8921241272264261
595.80026,0.9073373114895577
596.041314,0.9045479163849226
596.282368,0.909219263427875
596.523422,0.9073590878463486
596.764476,0.9021540376966821
597.00553,0.8994426367487717
597.246584,0.8996495323473057
597.487638,0.9131838952449662
597.728692,0.8885716438760662
597.969746,0.9040324709884769
598.2108,0.8855202088984153
598.451854,0.9001354742872887
598.692908,0.9115106508152333
598.933962,0.9286122607547604
599.175016,0.8982471732013761
599.41607,0.8998834716365057
599.657124,0.9098686777953026
599.898178,0.9094975270946536
600.139232,0.9156519076627833
600.380286,0.9100843422271657
600.62134,0.9132295555812273
600.862394,0.9048962343796424
601.103448,0.9241905552288467
601.344502,0.9111862107772963
601.585556,0.9155200632811031
601.82661,0.9296640450315203
602.067664,0.9214073956286477
602.308718,0.9207442210752834
602.549772,0.9210637747593543
602.790826,0.9253058013967208
603.03188,0.928549117267932
603.272934,0.9295134516546181
603.513988,0.9249135548990625
603.755042,0.9350212712053316
603.996096,0.9401742956520339
604.23715,0.9316006902897254
604.478204,0.9495966153341022
604.719258,0.9432338895574842
604.960312,0.9542448349992025
605.201366,0.9465580301158035
605.44242,0.946096222487333
605.683474,0.9590021137329816
605.924528,0.94737905178938
606.165582,0.9546686137778693
606.406636,0.9561150767553048
606.64769,0.9642255873251392
606.888744,0.9689696388871918
607.129798,0.9699652818814954
607.370852,0.9653794910244454
607.611906,0.9596563762527073
607.85296,0.952872664195314
608.094014,0.9718857719475752
608.335068,0.9731568571247298
608.576122,0.9759001530550168
608.817176,0.9668992279235372
609.05823,0.9716554623123934
609.299284,0.9732279001683394
609.540338,0.9624636305265946
609.781392,0.9793217879588728
610.022446,0.9736308999342046
610.2635,0.9756201098992051
610.504554,0.9729476508909239
610.745608,0.9713601239455567
610.986662,0.979646976770831
611.227716,0.9770318770397715
611.46877,0.9916263559092573
611.709824,0.9765454362988034
611.950878,0.9836009527548634
612.191932,0.9810753627424792
612.432986,0.9853700727452037
612.67404,0.9890533553776492
612.915094,0.9818369726904085
613.156148,1.0
613.397202,0.9745114602210274
613.638256,0.9774853250225144
613.87931,0.9730468966127606
614.120364,0.9847514546059465
614.361418,0.9621807078108969
614.602472,0.9755098710553984
614.843526,0.9716846124135121
615.08458,0.9600787179666218
615.325634,0.9682151054674225
615.566688,0.9694833289116339
615.807742,0.9789820222512107
616.048796,0.9823221199764312
616.28985,0.9688989066853099
616.530904,0.9711085742505464
616.771958,0.9687080524004571
617.013012,0.965413279897933
617.254066,0.9679759858688581
617.49512,0.9609623968170935
617.736174,0.9698973866881232
617.977228,0.9457112396740975
618.218282,0.965341841958457
618.459336,0.9719819934018814
618.70039,0.9416854286858799
618.941444,0.9484900309446935
619.182498,0.9560299863000551
619.423552,0.9591411791214699
619.664606,0.9615458780606037
619.90566,0.9791279014402557
620.146714,0.966078678851399
620.387768,0.9732639102668283
620.628822,0.9650310519252271
620.869876,0.9599078391634883
621.11093,0.9668160781654267
621.351984,0.9721501608328033
621.593038,0.9762388491685041
621.834092,0.9853818972570235
622.075146,0.9692332344763441
622.3162,0.970859031414592
622.557254,0.9826994041044186
622.798308,0.9831977590245966
623.039362,0.9767143932736401
623.280416,0.9881734894897617
623.52147,0.9820579108638763
623.762524,0.9774423166144054
624.003578,0.9788860867139482
624.244632,0.9766899757190289
624.485686,0.9770543490313702
624.72674,0.961650692273583
624.967794,0.9926224487255109
625.208848,1.0
625.449902,1.0
625.690956,1.0
625.93201,1.0
626.173064,1.0
626.414118,1.0
626.655172,1.0
626.896226,1.0
627.13728,1.0
627.378334,1.0
627.619388,1.0
627.860442,1.0
628.101496,1.0
628.34255,1.0
628.583604,1.0
628.824658,1.0
629.065712,1.0
629.306766,1.0
629.54782,1.0
629.788874,1.0
630.029928,1.0
630.270982,1.0
