nu,[0]HFE-143a-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
630.512036,1.0
630.75309,1.0
630.994144,1.0
631.235198,1.0
631.476252,1.0
631.717306,1.0
631.95836,1.0
632.199414,1.0
632.440468,1.0
632.681522,1.0
632.922576,1.0
633.16363,1.0
633.404684,1.0
633.645738,1.0
633.886792,1.0
634.127846,1.0
634.3689,1.0
634.609954,1.0
634.851008,1.0
635.092062,1.0
635.333116,1.0
635.57417,1.0
635.815224,1.0
636.056278,1.0
636.297332,1.0
636.538386,1.0
636.77944,1.0
637.020494,1.0
637.261548,1.0
637.502602,1.0
637.743656,1.0
637.98471,1.0
638.225764,1.0
638.466818,1.0
638.707872,1.0
638.948926,1.0
639.18998,1.0
639.431034,1.0
639.672088,1.0
639.913142,1.0
640.154196,1.0
640.39525,1.0
640.636304,1.0
640.877358,1.0
641.118412,1.0
641.359466,1.0
641.60052,1.0
641.841574,1.0
642.082628,1.0
642.323682,1.0
642.564736,1.0
642.80579,1.0
643.046844,1.0
643.287898,1.0
643.528952,1.0
643.770006,1.0
644.01106,1.0
644.252114,1.0
644.493168,1.0
644.734222,1.0
644.975276,1.0
645.21633,1.0
645.457384,1.0
645.698438,1.0
645.939492,1.0
646.180546,1.0
646.4216,1.0
646.662654,1.0
646.903708,1.0
647.144762,1.0
647.385816,1.0
647.62687,1.0
647.867924,1.0
648.108978,1.0
648.350032,1.0
648.591086,1.0
648.83214,1.0
649.073194,1.0
649.314248,1.0
649.555302,1.0
649.796356,1.0
650.03741,1.0
650.278464,1.0
650.519518,1.0
650.760572,1.0
651.001626,1.0
651.24268,1.0
651.483734,1.0
651.724788,1.0
651.965842,1.0
652.206896,1.0
652.44795,1.0
652.689004,1.0
652.930058,1.0
653.171112,1.0
653.412166,1.0
653.65322,1.0
653.894274,1.0
654.135328,1.0
654.376382,1.0
654.617436,1.0
654.85849,1.0
655.099544,1.0
655.340598,1.0
655.581652,1.0
655.822706,1.0
656.06376,1.0
656.304814,1.0
656.545868,1.0
656.786922,1.0
657.027976,1.0
657.26903,1.0
657.510084,1.0
657.751138,1.0
657.992192,1.0
658.233246,1.0
658.4743,1.0
658.715354,1.0
658.956408,1.0
659.197462,1.0
659.438516,1.0
659.67957,1.0
659.920624,1.0
660.161678,1.0
660.402732,1.0
660.643786,1.0
660.88484,1.0
661.125894,1.0
661.366948,1.0
661.608002,1.0
661.849056,1.0
662.09011,1.0
662.331164,1.0
662.572218,1.0
662.813272,1.0
663.054326,1.0
663.29538,1.0
663.536434,1.0
663.777488,1.0
664.018542,1.0
664.259596,1.0
664.50065,1.0
664.741704,1.0
664.982758,1.0
665.223812,1.0
665.464866,1.0
665.70592,1.0
665.946974,1.0
666.188028,1.0
666.429082,1.0
666.670136,1.0
666.91119,1.0
667.152244,1.0
667.393298,1.0
667.634352,1.0
667.875406,1.0
668.11646,1.0
668.357514,1.0
668.598568,1.0
668.839622,1.0
669.080676,1.0
669.32173,1.0
669.562784,1.0
669.803838,1.0
670.044892,1.0
670.285946,1.0
670.527,1.0
670.768054,1.0
671.009108,1.0
671.250162,1.0
671.491216,1.0
671.73227,1.0
671.973324,1.0
672.214378,1.0
672.455432,1.0
672.696486,1.0
672.93754,1.0
673.178594,1.0
673.419648,1.0
673.660702,1.0
673.901756,1.0
674.14281,1.0
674.383864,1.0
674.624918,1.0
674.865972,1.0
675.107026,1.0
675.34808,1.0
675.589134,1.0
675.830188,1.0
676.071242,1.0
676.312296,1.0
676.55335,1.0
676.794404,1.0
677.035458,1.0
677.276512,1.0
677.517566,1.0
677.75862,1.0
677.999674,1.0
678.240728,1.0
678.481782,1.0
678.722836,1.0
678.96389,1.0
679.204944,1.0
679.445998,1.0
679.687052,1.0
679.928106,1.0
680.16916,1.0
680.410214,1.0
680.651268,1.0
680.892322,1.0
681.133376,1.0
681.37443,1.0
681.615484,1.0
681.856538,1.0
682.097592,1.0
682.338646,1.0
682.5797,1.0
682.820754,1.0
683.061808,1.0
683.302862,1.0
683.543916,1.0
683.78497,1.0
684.026024,1.0
684.267078,1.0
684.508132,1.0
684.749186,1.0
684.99024,1.0
685.231294,1.0
685.472348,1.0
685.713402,1.0
685.954456,1.0
686.19551,1.0
686.436564,1.0
686.677618,1.0
686.918672,1.0
687.159726,1.0
687.40078,1.0
687.641834,1.0
687.882888,1.0
688.123942,1.0
688.364996,1.0
688.60605,1.0
688.847104,1.0
689.088158,1.0
689.329212,1.0
689.570266,1.0
689.81132,1.0
690.052374,1.0
690.293428,1.0
690.534482,1.0
690.775536,1.0
691.01659,1.0
691.257644,1.0
691.498698,1.0
691.739752,1.0
691.980806,1.0
692.22186,1.0
692.462914,1.0
692.703968,1.0
692.945022,1.0
693.186076,1.0
693.42713,1.0
693.668184,1.0
693.909238,1.0
694.150292,1.0
694.391346,1.0
694.6324,1.0
694.873454,1.0
695.114508,1.0
695.355562,1.0
695.596616,1.0
695.83767,1.0
696.078724,1.0
696.319778,1.0
696.560832,1.0
696.801886,1.0
697.04294,1.0
697.283994,1.0
697.525048,1.0
697.766102,1.0
698.007156,1.0
698.24821,1.0
698.489264,1.0
698.730318,1.0
698.971372,1.0
699.212426,1.0
699.45348,1.0
699.694534,1.0
699.935588,1.0
700.176642,1.0
700.417696,1.0
700.65875,1.0
700.899804,1.0
701.140858,1.0
701.381912,1.0
701.622966,1.0
701.86402,1.0
702.105074,1.0
702.346128,1.0
702.587182,1.0
702.828236,1.0
703.06929,1.0
703.310344,1.0
703.551398,1.0
703.792452,1.0
704.033506,1.0
704.27456,1.0
704.515614,1.0
704.756668,1.0
704.997722,0.9997714361247034
705.238776,0.9912403909018651
705.47983,1.0
705.720884,0.9996606775828779
705.961938,0.98772199737887
706.202992,0.9934883929976313
706.444046,0.9901300310336479
706.6851,1.0
706.926154,0.9916340906249987
707.167208,0.9904231529027303
707.408262,0.9947705215809808
707.649316,1.0
707.89037,0.9862267315027398
708.131424,0.9859742897733951
708.372478,1.0
708.613532,0.9959163608239484
708.854586,0.9896044115514919
709.09564,0.9944674611766524
709.336694,0.9868857510474057
709.577748,0.9831318869814801
709.818802,0.9878919001736406
710.059856,0.990979134369947
710.30091,0.9826031042815847
710.541964,0.9572190704357169
710.783018,0.9791602131941443
711.024072,0.9386299189354799
711.265126,0.9246416702829191
711.50618,0.9036709303130371
711.747234,0.858095397309016
711.988288,0.7207088769538591
712.229342,0.9054837026485878
712.470396,0.9716476890997878
712.71145,0.9879007912407519
712.952504,1.0
713.193558,0.9955870657353678
713.434612,0.9853129229383448
713.675666,0.98962717271471
713.91672,0.9988598504649463
714.157774,0.9927024573191812
714.398828,1.0
714.639882,0.9992905417845739
714.880936,0.9925166408121386
715.12199,1.0
715.363044,1.0
715.604098,1.0
715.845152,1.0
716.086206,1.0
716.32726,1.0
716.568314,1.0
716.809368,1.0
717.050422,1.0
717.291476,1.0
717.53253,1.0
717.773584,1.0
718.014638,1.0
718.255692,1.0
718.496746,1.0
718.7378,1.0
718.978854,1.0
719.219908,1.0
719.460962,1.0
719.702016,1.0
719.94307,1.0
720.184124,1.0
720.425178,1.0
720.666232,1.0
720.907286,1.0
721.14834,1.0
721.389394,1.0
721.630448,1.0
721.871502,1.0
722.112556,1.0
722.35361,1.0
722.594664,1.0
722.835718,1.0
723.076772,1.0
723.317826,1.0
723.55888,1.0
723.799934,1.0
724.040988,1.0
724.282042,1.0
724.523096,1.0
724.76415,1.0
725.005204,1.0
725.246258,1.0
725.487312,1.0
725.728366,1.0
725.96942,1.0
726.210474,1.0
726.451528,1.0
726.692582,1.0
726.933636,1.0
727.17469,1.0
727.415744,1.0
727.656798,1.0
727.897852,1.0
728.138906,1.0
728.37996,1.0
728.621014,1.0
728.862068,1.0
729.103122,1.0
729.344176,1.0
729.58523,1.0
729.826284,1.0
730.067338,1.0
730.308392,1.0
730.549446,1.0
730.7905,1.0
731.031554,1.0
731.272608,1.0
731.513662,1.0
731.754716,1.0
731.99577,1.0
732.236824,1.0
732.477878,1.0
732.718932,1.0
732.959986,1.0
733.20104,1.0
733.442094,1.0
733.683148,1.0
733.924202,1.0
734.165256,1.0
734.40631,1.0
734.647364,1.0
734.888418,1.0
735.129472,1.0
735.370526,1.0
735.61158,1.0
735.852634,1.0
736.093688,1.0
736.334742,1.0
736.575796,1.0
736.81685,1.0
737.057904,1.0
737.298958,1.0
737.540012,1.0
737.781066,1.0
738.02212,1.0
738.263174,1.0
738.504228,1.0
738.745282,1.0
738.986336,1.0
739.22739,1.0
739.468444,1.0
739.709498,1.0
739.950552,1.0
740.191606,1.0
740.43266,1.0
740.673714,1.0
740.914768,1.0
741.155822,1.0
741.396876,1.0
741.63793,1.0
741.878984,1.0
742.120038,1.0
742.361092,1.0
742.602146,1.0
742.8432,1.0
743.084254,1.0
743.325308,1.0
743.566362,1.0
743.807416,1.0
744.04847,1.0
744.289524,1.0
744.530578,1.0
744.771632,1.0
745.012686,1.0
745.25374,1.0
745.494794,1.0
745.735848,1.0
745.976902,1.0
746.217956,1.0
746.45901,1.0
746.700064,1.0
746.941118,1.0
747.182172,1.0
747.423226,1.0
747.66428,1.0
747.905334,1.0
748.146388,1.0
748.387442,1.0
748.628496,1.0
748.86955,1.0
749.110604,1.0
749.351658,1.0
749.592712,1.0
749.833766,1.0
750.07482,1.0
750.315874,1.0
750.556928,1.0
750.797982,1.0
751.039036,1.0
751.28009,1.0
751.521144,1.0
751.762198,1.0
752.003252,1.0
752.244306,1.0
752.48536,1.0
752.726414,1.0
752.967468,1.0
753.208522,1.0
753.449576,1.0
753.69063,1.0
753.931684,1.0
754.172738,1.0
754.413792,1.0
754.654846,1.0
754.8959,1.0
755.136954,1.0
755.378008,1.0
755.619062,1.0
755.860116,1.0
756.10117,1.0
756.342224,1.0
756.583278,1.0
756.824332,1.0
757.065386,1.0
757.30644,1.0
757.547494,1.0
757.788548,1.0
758.029602,1.0
758.270656,1.0
758.51171,1.0
758.752764,1.0
758.993818,1.0
759.234872,1.0
759.475926,1.0
759.71698,1.0
759.958034,1.0
760.199088,1.0
760.440142,1.0
760.681196,1.0
760.92225,1.0
761.163304,1.0
761.404358,1.0
761.645412,1.0
761.886466,1.0
762.12752,1.0
762.368574,1.0
762.609628,1.0
762.850682,1.0
763.091736,1.0
763.33279,1.0
763.573844,1.0
763.814898,1.0
764.055952,1.0
764.297006,1.0
764.53806,1.0
764.779114,1.0
765.020168,1.0
765.261222,1.0
765.502276,1.0
765.74333,1.0
765.984384,1.0
766.225438,1.0
766.466492,1.0
766.707546,1.0
766.9486,1.0
767.189654,1.0
767.430708,1.0
767.671762,1.0
767.912816,1.0
768.15387,1.0
768.394924,1.0
768.635978,1.0
768.877032,1.0
769.118086,1.0
769.35914,1.0
769.600194,1.0
769.841248,1.0
770.082302,1.0
770.323356,1.0
770.56441,1.0
770.805464,1.0
771.046518,1.0
771.287572,1.0
771.528626,1.0
771.76968,1.0
772.010734,1.0
772.251788,1.0
772.492842,1.0
772.733896,1.0
772.97495,1.0
773.216004,1.0
773.457058,1.0
773.698112,1.0
773.939166,1.0
774.18022,1.0
774.421274,1.0
774.662328,1.0
774.903382,1.0
775.144436,1.0
775.38549,1.0
775.626544,1.0
775.867598,1.0
776.108652,1.0
776.349706,1.0
776.59076,1.0
776.831814,1.0
777.072868,1.0
777.313922,1.0
777.554976,1.0
777.79603,1.0
778.037084,1.0
778.278138,1.0
778.519192,1.0
778.760246,1.0
779.0013,1.0
779.242354,1.0
779.483408,1.0
779.724462,1.0
779.965516,1.0
780.20657,1.0
780.447624,1.0
780.688678,1.0
780.929732,1.0
781.170786,1.0
781.41184,1.0
781.652894,1.0
781.893948,1.0
782.135002,1.0
782.376056,1.0
782.61711,1.0
782.858164,1.0
783.099218,1.0
783.340272,1.0
783.581326,1.0
783.82238,1.0
784.063434,1.0
784.304488,1.0
784.545542,1.0
784.786596,1.0
785.02765,1.0
785.268704,1.0
785.509758,1.0
785.750812,1.0
785.991866,1.0
786.23292,1.0
786.473974,1.0
786.715028,1.0
786.956082,1.0
787.197136,1.0
787.43819,1.0
787.679244,1.0
787.920298,1.0
788.161352,1.0
788.402406,1.0
788.64346,1.0
788.884514,1.0
789.125568,1.0
789.366622,1.0
789.607676,1.0
789.84873,1.0
790.089784,1.0
790.330838,1.0
790.571892,1.0
790.812946,1.0
791.054,1.0
791.295054,1.0
791.536108,1.0
791.777162,1.0
792.018216,1.0
792.25927,1.0
792.500324,1.0
792.741378,1.0
792.982432,1.0
793.223486,1.0
793.46454,1.0
793.705594,1.0
793.946648,1.0
794.187702,1.0
794.428756,1.0
794.66981,1.0
794.910864,1.0
795.151918,1.0
795.392972,1.0
795.634026,1.0
795.87508,1.0
796.116134,1.0
796.357188,1.0
796.598242,1.0
796.839296,1.0
797.08035,1.0
797.321404,1.0
797.562458,1.0
797.803512,1.0
798.044566,1.0
798.28562,1.0
798.526674,1.0
798.767728,1.0
799.008782,1.0
799.249836,1.0
799.49089,1.0
799.731944,1.0
799.972998,1.0
800.214052,1.0
800.455106,1.0
800.69616,1.0
800.937214,1.0
801.178268,1.0
801.419322,1.0
801.660376,1.0
801.90143,1.0
802.142484,1.0
802.383538,1.0
802.624592,1.0
802.865646,1.0
803.1067,1.0
803.347754,1.0
803.588808,1.0
803.829862,1.0
804.070916,1.0
804.31197,1.0
804.553024,1.0
804.794078,1.0
805.035132,1.0
805.276186,1.0
805.51724,1.0
805.758294,1.0
805.999348,1.0
806.240402,1.0
806.481456,1.0
806.72251,1.0
806.963564,1.0
807.204618,1.0
807.445672,1.0
807.686726,1.0
807.92778,1.0
808.168834,1.0
808.409888,1.0
808.650942,1.0
808.891996,1.0
809.13305,1.0
809.374104,1.0
809.615158,1.0
809.856212,1.0
810.097266,0.9961524209734864
810.33832,0.9973817336541192
810.579374,0.9970132691815375
810.820428,1.0
811.061482,0.998211800736878
811.302536,1.0
811.54359,0.9996965360545006
811.784644,1.0
812.025698,0.9917764995051254
812.266752,0.9993286354660876
812.507806,0.9993296048153342
812.74886,0.996667863928682
812.989914,0.9974835715278603
813.230968,0.9993324129354691
813.472022,0.9990110793046865
813.713076,0.9948405558908789
813.95413,0.9997045536528703
814.195184,1.0
814.436238,0.988011442325716
814.677292,0.9930153071503848
814.918346,0.998233661814692
815.1594,0.9957122188952421
815.400454,1.0
815.641508,0.9971920496878952
815.882562,0.9978710693942561
816.123616,1.0
816.36467,1.0
816.605724,0.9947517205957928
816.846778,1.0
817.087832,0.9967163031639329
817.328886,0.998981019513562
817.56994,0.9975826265645141
817.810994,0.9976097611809859
818.052048,0.9870634064711027
818.293102,0.9962338099509744
818.534156,0.997333661013117
818.77521,0.9934246130901577
819.016264,0.9905944118707783
819.257318,0.9931969462604529
819.498372,0.9934322624891287
819.739426,0.9920813192565794
819.98048,0.9927112924103674
820.221534,0.9913584546629789
820.462588,0.9905054604865693
820.703642,0.9945363801597271
820.944696,0.9953999129599217
821.18575,0.9863657992759293
821.426804,0.9811646446627544
821.667858,0.9791112564074145
821.908912,0.9832272553998108
822.149966,0.9788919600480884
822.39102,0.9806800690283273
822.632074,0.9835055480896472
822.873128,0.9781864333178435
823.114182,0.980822277948234
823.355236,0.9780563431733985
823.59629,0.9773455546148585
823.837344,0.9787715637415272
824.078398,0.9781991498241337
824.319452,0.9787764576115805
824.560506,0.9675869377264548
824.80156,0.9635903719895335
825.042614,0.9671574244850999
825.283668,0.9634516249659925
825.524722,0.9639411827286187
825.765776,0.9568563531472897
826.00683,0.9572774625799557
826.247884,0.9568659217586641
826.488938,0.9585323178066543
826.729992,0.9476083452633044
826.971046,0.9529851098038495
827.2121,0.9502929248193918
827.453154,0.9507757962641628
827.694208,0.9436612713041108
827.935262,0.9541045713180909
828.176316,0.9382639246406215
828.41737,0.9333929486249931
828.658424,0.9367039517274335
828.899478,0.9324031438907672
829.140532,0.9389660086029197
829.381586,0.9311163838613592
829.62264,0.9308380216798046
829.863694,0.9276785465574284
830.104748,0.9291584453266116
830.345802,0.9157334043091122
830.586856,0.9192666926291533
830.82791,0.9197374776864696
831.068964,0.9101252969440402
831.310018,0.9140838245241913
831.551072,0.9178025487537835
831.792126,0.9153616920096654
832.03318,0.9104120315709103
832.274234,0.9104593742274505
832.515288,0.907236602637427
832.756342,0.9086375492676683
832.997396,0.9054674040886277
833.23845,0.8975737403903464
833.479504,0.9073781425872675
833.720558,0.8994696204326273
833.961612,0.8966138501210044
834.202666,0.9018293206956784
834.44372,0.9056412705208561
834.684774,0.9021540376966821
834.925828,0.8953594690025002
835.166882,0.8989660584556984
835.407936,0.903264369877355
835.64899,0.905354227736786
835.890044,0.9051749853452764
836.131098,0.9010450703850249
836.372152,0.907912745738424
836.613206,0.9005946604616968
836.85426,0.9029482826663866
837.095314,0.9043851124127704
837.336368,0.8977712283361098
837.577422,0.9021901245799229
837.818476,0.9061666948160744
838.05953,0.9023344865485051
838.300584,0.9069454264242628
838.541638,0.9010721021426108
838.782692,0.8966407489399882
839.023746,0.9033005011747712
839.2648,0.8919457202422739
839.505854,0.8877012702178191
839.746908,0.8810067423592883
839.987962,0.8861402900477264
840.229016,0.8845820547865048
840.47007,0.8834946877269487
840.711124,0.8803990573824874
840.952178,0.8743801881740082
841.193232,0.8677861201862019
841.434286,0.8609576179344903
841.67534,0.8519137412010364
841.916394,0.8373693729876154
842.157448,0.833117991822936
842.398502,0.8307719086180633
842.639556,0.8265457577290563
842.88061,0.8157233609021999
843.121664,0.8094340331852609
843.362718,0.8184688011515404
843.603772,0.840641490023079
843.844826,0.8465720210903142
844.08588,0.8557132048861757
844.326934,0.8753512890441565
844.567988,0.8946524143453505
844.809042,0.8965421238820825
845.050096,0.895753513852371
845.29115,0.8885449871266031
845.532204,0.9019285273772224
845.773258,0.9009729896626615
846.014312,0.9047921772960857
846.255366,0.9033637344229913
846.49642,0.9073472922548781
846.737474,0.9128013513414031
846.978528,0.9030476124405173
847.219582,0.9071903347505336
847.460636,0.8964166167704418
847.70169,0.9027406284425245
847.942744,0.8991099045324306
848.183798,0.9054474840248592
848.424852,0.89720581058755
848.665906,0.895153560005072
848.90696,0.8878078007619501
849.148014,0.8867164684739597
849.389068,0.8887582635156566
849.630122,0.8879587409176293
849.871176,0.8842106083327099
850.11223,0.8781568997521098
850.353284,0.8792464897139659
850.594338,0.8865568738735793
850.835392,0.8821969046402571
851.076446,0.8854670792797859
851.3175,0.8817559164441733
851.558554,0.8853165626705826
851.799608,0.8875148725235162
852.040662,0.8881274691070741
852.281716,0.8853254158804752
852.52277,0.8856353340085421
852.763824,0.8951804150146953
853.004878,0.8917227616831944
853.245932,0.8928648976292148
853.486986,0.8867253356829804
853.72804,0.8937939601515212
853.969094,0.8884650216762611
854.210148,0.8999104685456064
854.451202,0.9021811027237864
