nu,[0]Isopropylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
747.525048,0.8456582168506478
747.766102,0.8451340712581242
748.007156,0.8416003677781793
748.24821,0.8395745529791778
748.489264,0.8368503648855004
748.730318,0.8338181049424107
748.971372,0.8326682295540934
749.212426,0.827877568218762
749.45348,0.8276871782737547
749.694534,0.8232708760123354
749.935588,0.8217245807384251
750.176642,0.8186898175637244
750.417696,0.8150139901992143
750.65875,0.8127270155909273
750.899804,0.8061221476539389
751.140858,0.8057272445607475
751.381912,0.798827700819747
751.622966,0.7970961241491408
751.86402,0.7931205906445147
752.105074,0.7884391873737668
752.346128,0.7846088230387733
752.587182,0.7764445881366902
752.828236,0.7751800143656379
753.06929,0.7686419673600974
753.310344,0.7701114764521951
753.551398,0.7600660055994477
753.792452,0.7500315550026292
754.033506,0.7511198896092875
754.27456,0.7489447973375916
754.515614,0.7454330159409888
754.756668,0.7169995973203775
754.997722,0.6866229314212664
755.238776,0.7223106279464594
755.47983,0.7302779966525182
755.720884,0.7306359205550726
755.961938,0.7260473833244291
756.202992,0.7242562592364886
756.444046,0.7153380863525599
756.6851,0.7149233105590831
756.926154,0.7032871548127247
757.167208,0.7011103404383509
757.408262,0.6926295379516169
757.649316,0.6885481697050211
757.89037,0.6869251119859409
758.131424,0.6802805448078469
758.372478,0.6840255556473511
758.613532,0.6725424814895918
758.854586,0.6746171056136716
759.09564,0.6658572305270358
759.336694,0.6633118748017944
759.577748,0.655911111487735
759.818802,0.6462492588547507
760.059856,0.6441072689860238
760.30091,0.6311005997926404
760.541964,0.6327499237896353
760.783018,0.6245461831181934
761.024072,0.624552428611252
761.265126,0.6130247307860067
761.50618,0.6121058829979527
761.747234,0.605718452928697
761.988288,0.5958895189436573
762.229342,0.5951272683038915
762.470396,0.5827890461794224
762.71145,0.5815839205891371
762.952504,0.5695093946035326
763.193558,0.5670657617825323
763.434612,0.5585394652684053
763.675666,0.5513695527490421
763.91672,0.5454249845666812
764.157774,0.5380089948005408
764.398828,0.5373261570708815
764.639882,0.5289189883322534
764.880936,0.534961766032347
765.12199,0.5267970020492647
765.363044,0.5216752558100183
765.604098,0.5162727850452362
765.845152,0.5080121064973137
766.086206,0.5045390695833237
766.32726,0.49838620024708064
766.568314,0.49386652036280315
766.809368,0.48982847508818533
767.050422,0.4832215668383781
767.291476,0.4758702718624842
767.53253,0.47504297754422675
767.773584,0.46334192431979737
768.014638,0.4535544275409636
768.255692,0.4317968741685516
768.496746,0.42957883661560536
768.7378,0.4377707094863874
768.978854,0.4451339637433928
769.219908,0.44570855708964835
769.460962,0.44372068604120424
769.702016,0.4464669060506819
769.94307,0.43649864846822495
770.184124,0.4379327146179985
770.425178,0.43469962658737915
770.666232,0.42985385506755663
770.907286,0.4289606882645077
771.14834,0.419421037847335
771.389394,0.42291249032605915
771.630448,0.4145755720649643
771.871502,0.41185661996325423
772.112556,0.4090695862011248
772.35361,0.4049304317852848
772.594664,0.40597244140380206
772.835718,0.40109378548742197
773.076772,0.4042345500724452
773.317826,0.3985389675347255
773.55888,0.40033243081097936
773.799934,0.3991491988629789
774.040988,0.39571540513462666
774.282042,0.3936708991780383
774.523096,0.38808922672921436
774.76415,0.38581009980155245
775.005204,0.38259434596978953
775.246258,0.38563266796809414
775.487312,0.3867294213978293
775.728366,0.38893229474919155
775.96942,0.389636899677785
776.210474,0.388438664256571
776.451528,0.38871455363733365
776.692582,0.3871860314620346
776.933636,0.3882289640020369
777.17469,0.38350216991618474
777.415744,0.38286991309114693
777.656798,0.37584817764257
777.897852,0.3700822502779143
778.138906,0.36185923368670025
778.37996,0.35292489737361543
778.621014,0.3514808675783085
778.862068,0.3479835745119177
