nu,[0]2-Methylfuran-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
619.854397,0.9429311600696185
619.973399,0.9439566835116278
620.092402,0.9446535806674797
620.211404,0.9452696956337279
620.330407,0.9454568775638629
620.449409,0.9465296338008469
620.568411,0.9478073639120363
620.687414,0.9482150087158703
620.806416,0.9491276304549298
620.925419,0.9501180870067971
621.044421,0.9501551423347645
621.163423,0.9510563164987609
621.282426,0.9514311065162464
621.401428,0.9519964244763292
621.52043,0.9529994046877079
621.639433,0.9527287912856985
621.758435,0.9541541860457712
621.877438,0.9537592479705707
621.99644,0.9542457892445148
622.115442,0.9535236985278757
622.234445,0.9534512334804942
622.353447,0.9520725872367571
622.472449,0.9502435108720749
622.591452,0.9472843186209384
622.710454,0.944091678969315
622.829457,0.9395023112936788
622.948459,0.9311899449613094
623.067461,0.9183717627721227
623.186464,0.8967393848472471
623.305466,0.8661735381688391
623.424468,0.8500075901069966
623.543471,0.8873285139686194
623.662473,0.9020908891242692
623.781476,0.907020706018716
623.900478,0.898957068840062
624.01948,0.8912770117491229
624.138483,0.9095084411304628
624.257485,0.9174144003748304
624.376488,0.9197218422822503
624.49549,0.9168870387256189
624.614492,0.9153955610188426
624.733495,0.9212249750245489
624.852497,0.9292234886942758
624.971499,0.934911880116104
625.090502,0.9423976120413549
625.209504,0.9482169051477841
625.328507,0.9534007019042183
625.447509,0.9563091878174924
625.566511,0.9613795450119227
625.685514,0.9658362235324227
625.804516,0.9684688110590361
625.923518,0.9699032060899015
626.042521,0.9710143812872767
626.161523,0.9723582232291038
626.280526,0.9727443260800706
626.399528,0.9737720866504846
626.51853,0.9741227077096827
626.637533,0.9753303937515426
626.756535,0.9750836663742527
626.875538,0.9756308417794393
626.99454,0.9757684154268443
627.113542,0.9763979890704682
627.232545,0.9764067766919141
627.351547,0.9760914482313304
627.470549,0.9769205017543008
627.589552,0.9771784428134856
627.708554,0.977620227305411
627.827557,0.9773035296595531
627.946559,0.9776563999230106
628.065561,0.977494122430028
628.184564,0.9783948092193858
628.303566,0.9783194757194529
628.422568,0.9786883716943212
628.541571,0.9785562576820389
628.660573,0.979138671906409
628.779576,0.9789154537370527
628.898578,0.9791044026526078
629.01758,0.979426580996512
629.136583,0.9794079720682585
629.255585,0.9799840333012396
629.374587,0.9799360152600595
629.49359,0.9802270994804587
629.612592,0.9804712064182819
629.731595,0.9803270877439205
629.850597,0.9806535910239181
629.969599,0.9810380825870224
630.088602,0.9805800447626106
630.207604,0.9812480472021086
630.326607,0.9806781076701506
630.445609,0.9812588409899935
630.564611,0.9812382347706987
630.683614,0.9815532628033543
630.802616,0.981620992315129
630.921618,0.9816779279838017
631.040621,0.9817005068358011
631.159623,0.9817525383414862
631.278626,0.9818232270690105
631.397628,0.9815836914261424
631.51663,0.9825038663796507
631.635633,0.9821502286463653
631.754635,0.9828881005042813
631.873637,0.9830719177654539
631.99264,0.9829549391676045
632.111642,0.9822710405542688
632.230645,0.9826876117823234
632.349647,0.9829225021898249
632.468649,0.982666975559157
632.587652,0.983023748421642
632.706654,0.9829677176648737
632.825657,0.9832046414329982
632.944659,0.9831633477052324
633.063661,0.9831662971996997
633.182664,0.9829097242803531
633.301666,0.9834681755889018
633.420668,0.9831417183495067
633.539671,0.9832479033889773
633.658673,0.9829834452741768
633.777676,0.9833737671757216
633.896678,0.9826689408950735
634.01568,0.98274559206182
634.134683,0.9827711437793845
634.253685,0.9826807329931168
634.372687,0.983312799892162
634.49169,0.9828782716724205
634.610692,0.9830335787082776
634.729695,0.9825785395110386
634.848697,0.9828989123328519
634.967699,0.9825746092047412
635.086702,0.9829559221230351
635.205704,0.9824095505357112
635.324706,0.9824832340150973
635.443709,0.9819145408751541
635.562711,0.9823289962553379
635.681714,0.9820461262396538
635.800716,0.9818929389928763
635.919718,0.9821934442071611
636.038721,0.9816926532631608
636.157723,0.9818998122675058
636.276726,0.9815905625360313
636.395728,0.9813844501604556
636.51473,0.9810115949163777
636.633733,0.9812215538624958
636.752735,0.9808546456174698
636.871737,0.981098908833737
636.99074,0.9808958423777117
637.109742,0.9805447445164075
637.228745,0.9802045545164387
637.347747,0.9804408122819944
637.466749,0.9803015995709868
637.585752,0.9804368905265889
637.704754,0.9803065010912385
637.823756,0.979782177382253
637.942759,0.9800545946918169
638.061761,0.9791210475689343
638.180764,0.9796969400406988
638.299766,0.9790877580192425
638.418768,0.9793208086375745
638.537771,0.9792170061334888
638.656773,0.9791034235486947
638.775776,0.9786433530646597
638.894778,0.9783928524317242
639.01378,0.97833512895629
639.132783,0.9780289579791842
639.251785,0.9782764306095206
639.370787,0.9776749755710772
639.48979,0.9775899215481062
639.608792,0.9767749514433068
639.727795,0.9769165940801091
639.846797,0.9762964489597822
639.965799,0.9764350928990212
640.084802,0.9759333342242974
640.203804,0.9763511230917853
640.322806,0.9758172050673466
640.441809,0.976120731414023
640.560811,0.9759372379654417
640.679814,0.9753889153307975
640.798816,0.9751285212545603
640.917818,0.974913041662735
641.036821,0.9745903988462765
