nu,[0]Dimethylsulfate-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
605.850952,0.7164907082832658
605.970554,0.7177097784033568
606.090156,0.7188949770577202
606.209758,0.7174227519011229
606.32936,0.7215814625027677
606.448962,0.71880871483631
606.568564,0.7227875103147747
606.688166,0.722390086485673
606.807768,0.7264686129515406
606.92737,0.7285565726597
607.046972,0.72865857772006
607.166574,0.7319668887441434
607.286176,0.7329923600508063
607.405778,0.735157880084553
607.52538,0.7386434136457698
607.644982,0.7404108826885594
607.764584,0.7426280242025729
607.884186,0.7471195996787728
608.003788,0.7477848321070066
608.12339,0.7511950053539731
608.242992,0.7541002215346558
608.362594,0.7581757955336611
608.482196,0.7623115108076893
608.601798,0.7632878942936453
608.7214,0.7662781921830437
608.841002,0.7688725945426531
608.960604,0.7718461780817186
609.080206,0.7756142367446012
609.199808,0.7794240729805836
609.31941,0.7822115896778777
609.439012,0.785197500382462
609.558614,0.7899623443791077
609.678216,0.7927003481055831
609.797818,0.7953205802595252
609.91742,0.7988596545668504
610.037022,0.8021336813748318
610.156624,0.8052359008166432
610.276226,0.8095230758261667
610.395828,0.8121339413679748
610.51543,0.8147369325450168
610.635032,0.8187553153690067
610.754634,0.8235920142718703
610.874236,0.8265044314743347
610.993838,0.8297174979865909
611.11344,0.8313453390457565
611.233042,0.835069770614391
611.352644,0.8387437854694986
611.472246,0.8432346572398791
611.591848,0.8443315751364412
611.71145,0.8492853906336642
611.831052,0.8522204853585041
611.950654,0.8556276378441106
612.070256,0.8586705138677461
612.189858,0.8616725093962919
612.30946,0.8646331206492126
612.429062,0.8682808992733517
612.548664,0.8699409005875647
612.668266,0.8731831075037023
612.787868,0.8767792751377967
612.90747,0.8775687316875799
613.027072,0.8815002443026568
613.146674,0.8843963120586686
613.266276,0.8867519378420813
613.385878,0.8888382553589519
613.50548,0.8924899731118705
613.625082,0.8951983188020328
613.744684,0.8961566936422536
613.864286,0.8994426367487717
613.983888,0.9017030734282959
614.10349,0.9033908357415418
614.223092,0.9052935710355497
614.342694,0.908647544335683
614.462296,0.9099842384553292
614.581898,0.9123304673426305
614.7015,0.912953801896344
614.821102,0.9156619798891646
614.940704,0.9182193257121285
615.060306,0.9192575000081902
615.179908,0.9205481234413337
615.29951,0.9228154595049403
615.419112,0.9268644022552005
615.538714,0.9278817304069439
615.658316,0.9294307286386496
615.777918,0.9312039129152432
615.89752,0.9321234649015459
616.017122,0.934499674874909
616.136724,0.9333826813590282
616.256326,0.9355263190424258
616.375928,0.9368472783962584
