nu,[0]Ethylacetate-PNNL(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
632.335926,0.8443569054636483
632.455528,0.8440445511977294
632.57513,0.8464111876859642
632.694732,0.8474529139771514
632.814334,0.8482583767796834
632.933936,0.8494382757632272
633.053538,0.8514453174717095
633.17314,0.8546271389138391
633.292742,0.8605874857429029
633.412344,0.8640367295745472
633.531946,0.867621256485914
633.651548,0.868610908712898
633.77115,0.8709680367414068
633.890752,0.8708983620854909
634.010354,0.8718045675272101
634.129956,0.8732093033898638
634.249558,0.8722667464145859
634.36916,0.8732966286863948
634.488762,0.8733664952113135
634.608364,0.872074868837682
634.727966,0.8718132856164758
634.847568,0.8714384864912477
634.96717,0.8703237588064546
635.086772,0.8694973438448486
635.206374,0.869775627517892
635.325976,0.8694973438448486
635.445578,0.8669967940147105
635.56518,0.8671268532880144
635.684782,0.8658357963528882
635.804384,0.8661735381688391
635.923986,0.8661562148713092
636.043588,0.8653077975731132
636.16319,0.8643219087472823
636.282792,0.8642268385662759
636.402394,0.8638898558151428
636.521996,0.8637861952522031
636.641598,0.8630005073567351
636.7612,0.862362123212556
636.880802,0.861069549700229
637.000404,0.860527246727291
637.120006,0.8593233515051645
637.239608,0.8583442810606353
637.35921,0.8569463195306737
637.478812,0.8565864776485558
637.598414,0.856106923508764
637.718016,0.8547553425997122
637.837618,0.8544562305774597
637.95722,0.8540547305089953
638.076822,0.8579581130284818
638.196424,0.861793151992392
638.316026,0.8645207256493614
638.435628,0.8684111511768913
638.55523,0.870088803112023
638.674832,0.8713339201469749
638.794434,0.8721708023495006
638.914036,0.8749574695801117
639.033638,0.8747824955841785
639.15324,0.8759292115883867
639.272842,0.8765513421588322
639.392444,0.8781217741786358
639.512046,0.8793959743230491
639.631648,0.8788333409613627
639.75125,0.8790882395887559
639.870852,0.8801085736260071
639.990454,0.8790970305151065
640.110056,0.8790354958767078
640.229658,0.8806103785137805
640.34926,0.8807689026486571
640.468862,0.8820469439134913
640.588464,0.8814826144740696
640.708066,0.8817118297505276
640.827668,0.8816853787924015
640.94727,0.8832738416619255
641.066872,0.8835035227180009
641.186474,0.884201766270837
641.306076,0.8846439776976164
641.425678,0.8854759339948521
641.54528,0.8863263990493977
641.664882,0.8867696730581897
641.784484,0.8872309132002236
641.904086,0.8887760388586796
642.023688,0.889282785609933
642.14329,0.8896830529168471
642.262892,0.8909027540038164
