nu,[0]HFE-356mff2-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
642.703968,0.9080180697256027
642.945022,0.8955743810634765
643.186076,0.8807160580998505
643.42713,0.8856087653470537
643.668184,0.8931685233078491
643.909238,0.8941694324584499
644.150292,0.8882784636109915
644.391346,0.8868228808347906
644.6324,0.8791497779193437
644.873454,0.8763497585331413
645.114508,0.8717086742990064
645.355562,0.8843786243093055
645.596616,0.8706284254355868
645.83767,0.8806279908974741
646.078724,0.8843786243093055
646.319778,0.8580010120065987
646.560832,0.8679944138492863
646.801886,0.87279899144813
647.04294,0.8565265186937082
647.283994,0.8675778765075982
647.525048,0.8651001486205666
647.766102,0.8645380162367797
648.007156,0.8626726294646845
648.24821,0.8568949042939744
648.489264,0.8714559154352663
648.730318,0.8612331684579618
648.971372,0.8547297003240703
649.212426,0.8505772860191875
649.45348,0.8799677675190158
649.694534,0.8585588939563946
649.935588,0.8395409706687093
650.176642,0.8530048889753712
650.417696,0.8595468046242025
650.65875,0.8353453891132449
650.899804,0.8666067332276634
651.140858,0.8406919300256653
651.381912,0.8495741967607391
651.622966,0.8488184120996842
651.86402,0.8325766410863005
652.105074,0.8412217328119359
652.346128,0.8338181049424107
652.587182,0.842720440950876
652.828236,0.8344520475698517
653.06929,0.8307802163786882
653.310344,0.8316363608402657
653.551398,0.8287390087611471
653.792452,0.8188208184143231
654.033506,0.8366328120737212
654.27456,0.8125807378935087
654.515614,0.831944123226307
654.756668,0.8058400542714815
654.997722,0.8249108162549474
655.238776,0.8150791939265446
655.47983,0.8279769194879052
655.720884,0.807162716246854
655.961938,0.806888327572048
656.202992,0.8089242503428106
656.444046,0.801412085828298
656.6851,0.8109977493700362
656.926154,0.8022540104514931
657.167208,0.7944303198485266
657.408262,0.8005470279909193
657.649316,0.8018128920644211
657.89037,0.8020213905199826
658.131424,0.7940570253292816
658.372478,0.7802116889734164
658.613532,0.7734532889480126
658.854586,0.7954001162942866
659.09564,0.7661172906579368
659.336694,0.7894490356986552
659.577748,0.7640897674924109
659.818802,0.7806253107686658
660.059856,0.7457834518044579
660.30091,0.8506368285131718
660.541964,0.791472614305517
660.783018,0.7788942447729634
661.024072,0.7893148407694787
661.265126,0.7946527914826594
661.50618,0.8145740014521602
661.747234,0.760172422289226
661.988288,0.77171497538399
662.229342,0.8084794643324872
662.470396,0.7384366224420685
662.71145,0.7336890336604234
662.952504,0.7347536544227533
663.193558,0.7547490266713964
663.434612,0.7118913340031433
663.675666,0.7266938531319798
663.91672,0.7232140807717712
664.157774,0.7253507122920375
664.398828,0.7520969804372108
664.639882,0.769988268472864
664.880936,0.6819424560443572
665.12199,0.6878599656946716
665.363044,0.6840597577801797
665.604098,0.6901060483082911
665.845152,0.6982696030551895
666.086206,0.6743607998147244
666.32726,0.6840665984119606
666.568314,0.6593241393024006
666.809368,0.6896300393769254
667.050422,0.6358834418302924
667.291476,0.5805438165421211
667.53253,0.531937115805597
667.773584,0.5518053067958996
668.014638,0.525460635567966
668.255692,0.5707808176633219
668.496746,0.5537067857199154
668.7378,0.5678374958787921
668.978854,0.562823049237916
669.219908,0.5610473355076485
669.460962,0.5656272424405648
669.702016,0.5190837711886108
669.94307,0.5626598542180586
670.184124,0.5649432473776779
670.425178,0.5389513348484907
670.666232,0.5457632529094629
670.907286,0.5172029129222725
671.14834,0.5083576722087579
671.389394,0.5431009851524339
671.630448,0.5150867221348352
671.871502,0.50601447671259
672.112556,0.526191533707932
672.35361,0.5041910577032173
672.594664,0.5033296277270833
672.835718,0.4999985902819599
673.076772,0.49033816169337197
673.317826,0.5045743885543441
673.55888,0.465552689326057
673.799934,0.43802030992016033
674.040988,0.4995587850651893
674.282042,0.45653039430115655
674.523096,0.46435775506271915
674.76415,0.44847604961076515
675.005204,0.44870034370442113
675.246258,0.4361626738757225
675.487312,0.42872053752756184
675.728366,0.43365759841754664
675.96942,0.43736814564142273
676.210474,0.39910928593877204
676.451528,0.423848160464357
676.692582,0.4145672806364376
676.933636,0.40306799870139637
677.17469,0.42397957376210976
677.415744,0.39959649640557177
677.656798,0.40474015919990586
677.897852,0.40874246139953124
678.138906,0.4068950456053836
678.37996,0.4092455239470958
678.621014,0.4222490386620819
678.862068,0.4208200379457496
