nu,[0]HFE-329me3-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1132.72934,0.05986280011022623
1132.970394,0.05705155193366297
1133.211448,0.05700592894374524
1133.452502,0.05624714470421144
1133.693556,0.0542474116077161
1133.93461,0.05612914963851476
1134.175664,0.05503972949871667
1134.416718,0.056067441519600025
1134.657772,0.05424198713778336
1134.898826,0.05666491742766493
1135.13988,0.05439407752895106
1135.380934,0.05179301419042468
1135.621988,0.056812437906496156
1135.863042,0.054606628636565374
1136.104096,0.05271791173825687
1136.34515,0.05670459675600899
1136.586204,0.05343442915722614
1136.827258,0.05077759830018799
1137.068312,0.05120592658614322
1137.309366,0.04707091427627612
1137.55042,0.050272352755283176
1137.791474,0.044387383736547485
1138.032528,0.04491425730521843
1138.273582,0.04360427861806769
1138.514636,0.04115540548400266
1138.75569,0.03915214769265644
1138.996744,0.03823132779965593
1139.237798,0.03746305618511674
1139.478852,0.03565734936758765
1139.719906,0.03374240243642995
1139.96096,0.03213530528905599
1140.202014,0.030373037149561275
1140.443068,0.029080134533604276
1140.684122,0.028240448069478983
1140.925176,0.026935773661065872
1141.16623,0.024889730258641274
1141.407284,0.023811181445399458
1141.648338,0.022575274957929853
1141.889392,0.01985895976769483
1142.130446,0.01926240519667862
1142.3715,0.01872679299670201
1142.612554,0.018416652435236915
1142.853608,0.016002665129819207
1143.094662,0.015185716452557146
1143.335716,0.013820531536302461
1143.57677,0.013927360392404931
1143.817824,0.012765615648950858
1144.058878,0.0118491398563205
1144.299932,0.010685153760511134
1144.540986,0.010030749038360801
1144.78204,0.009637437742844378
1145.023094,0.00859392259959904
1145.264148,0.0077234046138963085
1145.505202,0.006852785959334169
1145.746256,0.006636968307195051
1145.98731,0.006185793420242753
1146.228364,0.005599376649645724
1146.469418,0.005131280709409786
1146.710472,0.00463416151148659
1146.951526,0.004303184280461664
1147.19258,0.0036886306033919996
1147.433634,0.0034922816097431916
1147.674688,0.003192662726055866
1147.915742,0.002931620315802109
1148.156796,0.00262939893693845
1148.39785,0.0024666359998762695
1148.638904,0.002254786475201918
1148.879958,0.002162262828186534
1149.121012,0.0020227445533005208
1149.362066,0.0018434803489294905
1149.60312,0.0016572428354631732
1149.844174,0.00163469342477104
1150.085228,0.0015263133903545703
1150.326282,0.0014518742079147105
1150.567336,0.001421134191176981
1150.80839,0.001311347558339292
1151.049444,0.0012878256826714463
1151.290498,0.0012557779725623694
1151.531552,0.0011424273795194095
1151.772606,0.0011338912247665259
1152.01366,0.001083238623057909
1152.254714,0.0010741775285005367
1152.495768,0.0010748222284082678
1152.736822,0.001008289447757212
1152.977876,0.00102260703072474
1153.21893,0.000993576001655455
1153.459984,0.0010128369745334173
1153.701038,0.0009700140519746216
1153.942092,0.0010067781473442547
1154.183146,0.0010417013385581413
1154.4242,0.0010868192152417167
1154.665254,0.0010959869472178462
1154.906308,0.00111801554505871
1155.147362,0.001168423353570772
1155.388416,0.0011957280885649345
1155.62947,0.0013438723756282055
1155.870524,0.001319635126385061
1156.111578,0.0013198990798047995
1156.352632,0.0014809078012844848
1156.593686,0.0016223168453172493
1156.83474,0.0017469218197087722
1157.075794,0.001907427124983912
1157.316848,0.0019966190577616408
1157.557902,0.0021767986296944643
1157.798956,0.0023451638674869576
1158.04001,0.0027758452043891444
1158.281064,0.0032331447777537393
1158.522118,0.0034440747094932637
1158.763172,0.003909679021666355
1159.004226,0.004201557454207931
1159.24528,0.004792035547997646
1159.486334,0.005354596114798081
1159.727388,0.0058290572405872935
1159.968442,0.006634977515336606
1160.209496,0.0066382958336047085
1160.45055,0.007562148016356897
1160.691604,0.007873126715221147
1160.932658,0.008236333480880714
1161.173712,0.009153673544437054
1161.414766,0.009459838196771342
1161.65582,0.010094142236202816
1161.896874,0.010102220780978834
1162.137928,0.011034815046932355
1162.378982,0.01070547485157936
1162.620036,0.010764517180832692
1162.86109,0.01136746444552922
1163.102144,0.010869441055590023
1163.343198,0.01045892079648935
1163.584252,0.010560865962938766
1163.825306,0.010311453616091886
1164.06636,0.010706545452593674
1164.307414,0.009827212065035482
1164.548468,0.00964708000091274
1164.789522,0.009426786637052278
1165.030576,0.009233657931858052
1165.27163,0.008459205688670854
1165.512684,0.008371685841557801
1165.753738,0.008029765134153245
1165.994792,0.007601573603730169
1166.235846,0.006877500448176048
1166.4769,0.0069688852669924405
1166.717954,0.0062479616776643385
1166.959008,0.006021613694602953
1167.200062,0.005588189087637628
1167.441116,0.0050427687125848475
1167.68217,0.004763845779854252
1167.923224,0.00471173063506551
1168.164278,0.004600915378306506
1168.405332,0.003908506293877818
1168.646386,0.003935568243664136
1168.88744,0.0036522933267221567
1169.128494,0.003546478995285146
1169.369548,0.003212839992884263
1169.610602,0.003124440661918965
1169.851656,0.0030628788642111876
1170.09271,0.003000729059515694
1170.333764,0.00289752023258983
1170.574818,0.002707850858115262
1170.815872,0.002645222754541466
1171.056926,0.0025649917929350024
1171.29798,0.002523268989660624
1171.539034,0.002659811562136395
1171.780088,0.002297117966096143
1172.021142,0.0024617076578613128
1172.262196,0.0024735522589199614
1172.50325,0.0024550700120393168
1172.744304,0.002483963025713872
1172.985358,0.0024134452210832686
1173.226412,0.002614715455013796
1173.467466,0.0026654030354089525
1173.70852,0.002777233474029826
1173.949574,0.00288797417547956
1174.190628,0.0030091428747266095
1174.431682,0.0032202380293485295
1174.672736,0.003141672429481927
1174.91379,0.003396872919940196
1175.154844,0.003615590823763536
1175.395898,0.003826900776891423
1175.636952,0.0037620171100035183
1175.878006,0.0042731671729445
1176.11906,0.004713144366305114
1176.360114,0.005054380428978814
1176.601168,0.005823813449130873
1176.842222,0.005969452883989971
1177.083276,0.006579477132158994
1177.32433,0.007336451500882659
1177.565384,0.007873126715221147
1177.806438,0.009241047813762173
1178.047492,0.010144739334719544
1178.288546,0.012389573584933986
1178.5296,0.012884889638873192
1178.770654,0.014827080598994092
1179.011708,0.017261097655722934
1179.252762,0.019553519171070188
1179.493816,0.02109751537865169
1179.73487,0.023207030672283198
1179.975924,0.026307531814976123
1180.216978,0.03132934752877929
1180.458032,0.032503743879133386
1180.699086,0.036334048577339996
1180.94014,0.039867253752853535
1181.181194,0.045542924597406984
1181.422248,0.04780141678836627
1181.663302,0.052365882344960396
1181.904356,0.05529902509469138
1182.14541,0.060676427539935775
1182.386464,0.0634565410690761
1182.627518,0.0679488542629192
1182.868572,0.07527554232929806
1183.109626,0.07868521551294784
1183.35068,0.07938070105766427
1183.591734,0.08792245905891334
1183.832788,0.09076332360769154
1184.073842,0.09673306511153394
1184.314896,0.09394930036847918
1184.55595,0.1035397170782044
1184.797004,0.10576876817190606
1185.038058,0.10815390716053468
1185.279112,0.11227545583836121
1185.520166,0.11252273374716985
1185.76122,0.11971995163284711
1186.002274,0.11583366955691343
1186.243328,0.11570632257408225
1186.484382,0.11909902369614868
1186.725436,0.12013970560451372
1186.96649,0.11382421435539036
1187.207544,0.12092315715006573
1187.448598,0.12003162851145673
1187.689652,0.115752614360852
1187.930706,0.11400647887108842
1188.17176,0.10895721464546039
1188.412814,0.10910986157388163
1188.653868,0.10596991986502802
1188.894922,0.11181606885626164
1189.135976,0.10145905103318888
1189.37703,0.10015863499179714
1189.618084,0.09502645048282113
1189.859138,0.087282962111538
1190.100192,0.08271122124518601
1190.341246,0.08508538476874612
1190.5823,0.07842598227185704
1190.823354,0.07548660920354701
1191.064408,0.06673671685043246
1191.305462,0.06261815668744325
1191.546516,0.059219760533084906
1191.78757,0.05791377572446345
1192.028624,0.051570782370241354
1192.269678,0.048684235873082425
1192.510732,0.043360777098411865
1192.751786,0.04238333654523223
1192.99284,0.039340529756841804
1193.233894,0.03589705572795685
1193.474948,0.034898898914473904
1193.716002,0.03287311922521986
1193.957056,0.029706185169208806
1194.19811,0.02802383166277432
1194.439164,0.02469140676825783
1194.680218,0.023614366551094224
1194.921272,0.02086254151629496
1195.162326,0.020895948301022038
1195.40338,0.01912421396468333
1195.644434,0.017870570952239855
1195.885488,0.016352082822449446
1196.126542,0.016140881528577615
1196.367596,0.014955143372780123
1196.60865,0.01354280322582301
1196.849704,0.013189951358705628
1197.090758,0.012337646499090329
1197.331812,0.011987390180289353
1197.572866,0.010792541341124296
1197.81392,0.010898828201234046
1198.054974,0.010286735800656333
1198.296028,0.01034036614486771
1198.537082,0.009301310265345373
1198.778136,0.009933921147171142
1199.01919,0.009486362860922673
1199.260244,0.008836185499843946
1199.501298,0.008196074162706079
1199.742352,0.008488015937681786
1199.983406,0.008052279982607016
1200.22446,0.008194435111784098
1200.465514,0.008355794739786097
1200.706568,0.007634330747612276
1200.947622,0.0077831043785509335
1201.188676,0.007887311105429942
1201.42973,0.007866044088837393
1201.670784,0.007579560974019618
1201.911838,0.007457015588281807
1202.152892,0.0076358577664585895
1202.393946,0.008112087870741322
1202.635,0.0073651195280523725
1202.876054,0.007871552247330136
1203.117108,0.007537987819636002
1203.358162,0.00786289830040149
1203.599216,0.007600053441030763
1203.84027,0.008170705674274687
1204.081324,0.007978538736619422
1204.322378,0.007715685069697812
1204.563432,0.00809830903668841
1204.804486,0.007148876982477803
1205.04554,0.007751258978279522
1205.286594,0.00729475268186133
1205.527648,0.007450307293437845
1205.768702,0.0071976550032715235
1206.009756,0.0076702965555677126
1206.25081,0.00676427630114854
1206.491864,0.00680498395980851
1206.732918,0.006391412413760762
1206.973972,0.006042122025570894
1207.215026,0.0060912619620484415
1207.45608,0.005928998305829438
1207.697134,0.005678887091737592
1207.938188,0.005742273884332222
1208.179242,0.005284908357097326
1208.420296,0.005284908357097326
1208.66135,0.004853767846875479
1208.902404,0.004850371398278363
1209.143458,0.004534683447255739
1209.384512,0.004304045003387182
1209.625566,0.004141074432736807
1209.86662,0.004120832800515455
1210.107674,0.0036930596169927484
1210.348728,0.0034745163135450675
1210.589782,0.0033007683641201706
1210.830836,0.003237350599156413
1211.07189,0.0031260032728701098
1211.312944,0.0031653235535537717
1211.553998,0.0028928879070663324
1211.795052,0.002895492678153861
1212.036106,0.002871559548807918
1212.27716,0.0025703839354682123
1212.518214,0.002631240160547387
1212.759268,0.002534142407410206
1213.000322,0.002458263678488384
1213.241376,0.0024165847401158985
1213.48243,0.0023777514661253328
1213.723484,0.0023668389274625174
1213.964538,0.002270852425810186
1214.205592,0.0024071784138881063
1214.446646,0.0022343609951643905
1214.6877,0.0023689700413546343
1214.928754,0.0023934965273492677
1215.169808,0.002533382278712988
1215.410862,0.0023813207696329075
1215.651916,0.0025014117662367327
1215.89297,0.0026409937822142403
1216.134024,0.002466389348609051
1216.375078,0.002702170337946986
1216.616132,0.002762000618674361
1216.857186,0.002899549206810768
1217.09824,0.0029631570739509084
1217.339294,0.00299683064625597
1217.580348,0.003319968447048356
1217.821402,0.0033620646989361196
1218.062456,0.003687892951039017
1218.30351,0.004016678345999872
1218.544564,0.0039651959705877425
1218.785618,0.0041547625513385636
1219.026672,0.0044267039553017255
1219.267726,0.004639261893845234
1219.50878,0.005019625247286768
1219.749834,0.005371758267164185
1219.990888,0.005491246500286281
1220.231942,0.006177139368703983
1220.472996,0.006143872716910749
1220.71405,0.00670501181588657
1220.955104,0.007155313867925999
1221.196158,0.0073481992189523525
1221.437212,0.0076511447638932814
1221.678266,0.008083745191814994
1221.91932,0.009136298076624165
1222.160374,0.008802671711470696
1222.401428,0.009911099383621324
1222.642482,0.009891296993844646
1222.883536,0.009794835715579006
1223.12459,0.010143724911508072
1223.365644,0.010795779589239567
1223.606698,0.011279143123797497
1223.847752,0.01180183796374954
1224.088806,0.011137917510213155
1224.32986,0.012428040856512357
1224.570914,0.012357402534102259
1224.811968,0.012736288472139999
1225.053022,0.01253412944153816
1225.294076,0.01277072291659587
1225.53513,0.012729921919674675
1225.776184,0.012065561999644384
1226.017238,0.012750306097739991
1226.258292,0.012857859761935828
1226.499346,0.012084882351003226
1226.7404,0.011874049195670915
1226.981454,0.011761779852051983
1227.222508,0.011297204197801745
1227.463562,0.010879227955984613
1227.704616,0.010710828927412562
1227.94567,0.010079012373082702
1228.186724,0.009276230600412494
1228.427778,0.009233657931858052
1228.668832,0.008116144928856697
1228.909886,0.007323257766104684
1229.15094,0.007218558498198794
1229.391994,0.006339851078528284
1229.633048,0.0060821319183500255
1229.874102,0.005384665970053152
1230.115156,0.004763845779854252
1230.35621,0.00444844803416967
1230.597264,0.0041002800611794074
1230.838318,0.003440632356247255
1231.079372,0.0032968098176861097
1231.320426,0.0028813394677146865
1231.56148,0.0024585095171479605
1231.802534,0.0022294508041655705
1232.043588,0.0019173715792066464
1232.284642,0.0015943327003067362
1232.525696,0.001537650003177944
1232.76675,0.0012708109995445784
1233.007804,0.0011375254884063643
1233.248858,0.00100235805483055
1233.489912,0.0008280806540913587
1233.730966,0.0007103164379247526
1233.97202,0.0005519241116683214
1234.213074,0.00048150208332312105
1234.454128,0.0004383907158079864
1234.695182,0.00035259163924810337
1234.936236,0.0003071114029936216
1235.17729,0.00025119023438043014
1235.418344,0.00020997963670918717
1235.659398,0.00018976957214473432
1235.900452,0.000156915988646141
1236.141506,0.00012317554807260035
1236.38256,9.882104201759566e-05
1236.623614,8.979331757116701e-05
1236.864668,7.972718011536608e-05
1237.105722,6.270307929301448e-05
1237.346776,5.009446675423956e-05
1237.58783,4.366341464426506e-05
1237.828884,3.5499214091342534e-05
1238.069938,2.9889598928760182e-05
1238.310992,2.4155462813216894e-05
1238.552046,2.052226835818538e-05
1238.7931,1.6886433667041307e-05
1239.034154,1.2877872879935594e-05
1239.275208,1.298130905602039e-05
1239.516262,9.732886947188948e-06
1239.757316,8.43601936357581e-06
1239.99837,6.824441853120243e-06
1240.239424,5.705956093485871e-06
1240.480478,4.457154500125137e-06
1240.721532,3.941299762880094e-06
1240.962586,3.140903690274351e-06
1241.20364,2.7387745010677017e-06
1241.444694,2.498050325866635e-06
1241.685748,2.004732344764272e-06
1241.926802,1.5212168259224302e-06
1242.167856,1.3054013716436282e-06
1242.40891,1.1235693730098816e-06
1242.649964,9.143979192539049e-07
1242.891018,8.045360991383793e-07
1243.132072,7.323553426460946e-07
1243.373126,5.585062655322964e-07
1243.61418,5.585062655322964e-07
1243.855234,4.85056722130979e-07
1244.096288,4.179098907621771e-07
1244.337342,3.691731728048203e-07
1244.578396,3.180682037378889e-07
1244.81945,2.6329256726285584e-07
1245.060504,2.472168377023159e-07
1245.301558,2.5679185061484973e-07
1245.542612,2.0079125517549433e-07
1245.783666,1.9524708068807128e-07
1246.02472,1.9661860498754956e-07
1246.265774,1.962257607527572e-07
1246.506828,1.798756604552433e-07
1246.747882,1.9253266679100005e-07
1246.988936,1.7007947655456523e-07
1247.22999,1.9563796560406856e-07
1247.471044,1.749089996973699e-07
1247.712098,1.690620550121279e-07
1247.953152,1.7666686436885314e-07
1248.194206,1.9234023035846146e-07
1248.43526,2.0199962418848145e-07
1248.676314,2.1816809353905242e-07
1248.917368,2.2324411011531976e-07
1249.158422,2.314273119457097e-07
1249.399476,2.580790251225811e-07
1249.64053,3.055965710815134e-07
1249.881584,3.3404170048885624e-07
1250.122638,3.611400513391883e-07
1250.363692,3.8926713758817294e-07
1250.604746,4.6417694984214405e-07
1250.8458,5.557207039119363e-07
1251.086854,5.7609111672636e-07
1251.327908,6.521442872758783e-07
1251.568962,8.0695333147137e-07
1251.810016,8.750367075351433e-07
1252.05107,1.0258387369820063e-06
1252.292124,1.191854572142826e-06
1252.533178,1.6217576949840068e-06
1252.774232,1.3944646218148563e-06
1253.015286,1.9012480861512056e-06
1253.25634,1.9670020035033334e-06
1253.497394,2.44613825353753e-06
1253.738448,2.777387000912793e-06
1253.979502,2.949131021469215e-06
1254.220556,3.2821889347406905e-06
1254.46161,3.984893385628754e-06
1254.702664,4.551744463083231e-06
1254.943718,4.940717472313178e-06
1255.184772,5.3952047940631665e-06
1255.425826,5.9507101058906875e-06
1255.66688,6.8312697083319776e-06
1255.907934,7.467128776325699e-06
1256.148988,7.992555596122587e-06
1256.390042,8.368800442850624e-06
1256.631096,9.636043103963851e-06
1256.87215,1.0490924582726865e-05
1257.113204,1.0702855317417578e-05
1257.354258,1.3046378138446033e-05
1257.595312,1.4175435297551352e-05
1257.836366,1.4932059682008308e-05
1258.07742,1.8238058880617203e-05
1258.318474,1.8038539600784854e-05
1258.559528,2.0338396606974795e-05
1258.800582,2.2748758169800863e-05
1259.041636,2.6695915013825073e-05
1259.28269,2.7952609488057374e-05
1259.523744,3.270443049811219e-05
1259.764798,3.6397880974587386e-05
1260.005852,4.279882110635138e-05
1260.246906,4.366341464426506e-05
1260.48796,4.953158554824287e-05
1260.729014,5.694640475013687e-05
1260.970068,6.524246482755631e-05
1261.211122,7.178033537451614e-05
1261.452176,8.00147152164255e-05
1261.69323,9.504120723900555e-05
1261.934284,0.0001055210604343948
1262.175338,0.0001217914989841341
1262.416392,0.00013763573006532996
1262.657446,0.00015055230388977804
1262.8985,0.00018183697755700943
1263.139554,0.00018763724631013973
1263.380608,0.00021693777428342435
1263.621662,0.00025595728061682976
1263.862716,0.0003053047804930435
1264.10377,0.00034529894806874586
1264.344824,0.00038835138373181336
1264.585878,0.0004783824695100458
1264.826932,0.0005523658276204791
1265.067986,0.0006317606208782066
1265.30904,0.0007299022039412587
1265.550094,0.000902989168171168
1265.791148,0.0009874348875708765
1266.032202,0.0011175684282700058
1266.273256,0.001338641480239421
1266.51431,0.0015336573059253288
1266.755364,0.001720569393855767
1266.996418,0.0020227445533005208
1267.237472,0.0023970894661707316
1267.478526,0.002565504842596844
1267.71958,0.002974141062973321
1267.960634,0.003385681714948645
1268.201688,0.003899527059479802
1268.442742,0.0044954028197564805
1268.683796,0.005103646473167988
1268.92485,0.005584278724063206
1269.165904,0.006314542325465296
1269.406958,0.006935514770972656
1269.648012,0.008156827274610512
1269.889066,0.008928561350854748
1270.13012,0.010047815814375383
1270.371174,0.010595774387838161
1270.612228,0.011182558402517436
1270.853282,0.013001377052696278
1271.094336,0.01372961637820637
1271.33539,0.016049140214997898
1271.576444,0.016147339172631756
1271.817498,0.018008705484020445
1272.058552,0.019502746054878645
1272.299606,0.020854198168469253
1272.54066,0.0223707718561656
1272.781714,0.02377073682461036
1273.022768,0.02576856347381178
1273.263822,0.02693308021837415
1273.504876,0.0293606481360776
1273.74593,0.031151278227496273
1273.986984,0.032189981769888174
1274.228038,0.034933815268655785
1274.469092,0.03623607896467481
1274.710146,0.039081737215250135
1274.9512,0.040477864898348016
1275.192254,0.04170225812353514
1275.433308,0.04377029009886276
1275.674362,0.04624508920557717
1275.915416,0.04915877073438572
1276.15647,0.051016814730452595
1276.397524,0.05188113719788179
1276.638578,0.053611054044221465
1276.879632,0.05490230203088147
1277.120686,0.05937393224684875
1277.36174,0.058519221854797666
1277.602794,0.06308955840936278
1277.843848,0.062187578608987736
1278.084902,0.06515410297723707
1278.325956,0.06431901296002045
1278.56701,0.06727275186644961
1278.808064,0.06694392167420914
1279.049118,0.0692176078517769
1279.290172,0.06888615944664139
1279.531226,0.07195603294734296
1279.77228,0.07129707330643105
1280.013334,0.07202802497030245
1280.254388,0.07230225216687644
1280.495442,0.07133273075670396
1280.736496,0.06978752570592735
1280.97755,0.07157567481213492
1281.218604,0.07027072475291966
1281.459658,0.06820755112185178
1281.700712,0.06833043527643154
1281.941766,0.06927993174038652
1282.18282,0.06403022765595952
1282.423874,0.0651215340686541
1282.664928,0.06104158046850298
1282.905982,0.05988076164435472
1283.147036,0.05772297525849297
1283.38809,0.05656301231840786
1283.629144,0.05191746670776532
1283.870198,0.05075221584717997
1284.111252,0.04822874820183294
1284.352306,0.04672854776023413
1284.59336,0.04278361828553328
1284.834414,0.04120070133818754
1285.075468,0.0375605868661411
1285.316522,0.0355327667914873
1285.557576,0.0328369786750189
1285.79863,0.03212887887066144
1286.039684,0.027645287487164317
1286.280738,0.025923639617858634
1286.521792,0.024144467841773872
1286.762846,0.021899313274064212
1287.0039,0.01969481255489678
1287.244954,0.017847354304092924
1287.486008,0.016592574549344017
1287.727062,0.014455215431897723
1287.968116,0.01340805008222377
1288.20917,0.01153118701350181
1288.450224,0.010695844258629834
1288.691278,0.009207839851828695
1288.932332,0.008516924308251482
1289.173386,0.007200534641162015
1289.41444,0.006603205936054674
1289.655494,0.005564211463398414
1289.896548,0.005107731023948992
1290.137602,0.004480144404174735
1290.378656,0.004078198223469691
1290.61971,0.003471390655619926
1290.860764,0.0030396892171215173
1291.101818,0.0028928879070663324
1291.342872,0.002524783405333688
1291.583926,0.002208813026101399
1291.82498,0.0019966190577616408
1292.066034,0.0017768733573846741
1292.307088,0.001647988212713679
1292.548142,0.001450568108960279
1292.789196,0.001295575864061114
1293.03025,0.0011771017568770184
1293.271304,0.0011335511084190986
1293.512358,0.0009867439250146857
1293.753412,0.0009237214433585022
1293.994466,0.0008858171549898265
1294.23552,0.0008293237071292017
1294.476574,0.0007877734574385058
1294.717628,0.0007580205968998336
1294.958682,0.0007084011703171504
1295.199736,0.0006928479439149359
1295.44079,0.0006752686137196639
1295.681844,0.0006564263869887674
1295.922898,0.0006198084991343387
1296.163952,0.000654198327121145
1296.405006,0.0006862970544408198
1296.64606,0.0006723711926005166
1296.887114,0.0006553114101297405
1297.128168,0.0006904272148582434
1297.369222,0.0007312172110597078
1297.610276,0.000798640221172281
1297.85133,0.0008428681650780806
1298.092384,0.0009119731583106332
1298.333438,0.0010028593591736078
1298.574492,0.0010694615301799141
1298.815546,0.00114037285985869
1299.0566,0.001286667160970007
1299.297654,0.0014053062899367264
1299.538708,0.0015857465073106085
1299.779762,0.0017558538783786657
1300.020816,0.0018659219590873154
1300.26187,0.0022334674294913733
1300.502924,0.002614715455013796
1300.743978,0.0028290904917160544
1300.985032,0.0032221707519249285
1301.226086,0.0039202494186392515
1301.46714,0.00416599556797558
1301.708194,0.004893243025076587
1301.949248,0.005353525302659903
1302.190302,0.006046352991654159
1302.431356,0.0069702791834328395
1302.67241,0.007756686759065953
1302.913464,0.007987319958016032
1303.154518,0.008982293754975116
1303.395572,0.01088902366855445
1303.636626,0.012006585356623911
1303.87768,0.013271983092730255
1304.118734,0.014140673341815502
1304.359788,0.015537481699093489
1304.600842,0.018033935328468302
1304.841896,0.01974806040103923
1305.08295,0.020841689402573204
1305.324004,0.023697161640910257
1305.565058,0.025882194959038648
1305.806112,0.026286494205689865
1306.047166,0.028416082752410775
1306.28822,0.029410603688097173
1306.529274,0.03135755663374831
1306.770328,0.0334768876215976
1307.011382,0.03448951204008336
1307.252436,0.03638131355607023
1307.49349,0.037265027227625556
1307.734544,0.03892183012620328
1307.975598,0.03887515194256341
1308.216652,0.040692967099624465
1308.457706,0.0395772824833045
1308.69876,0.04105264547382621
1308.939814,0.04034450810391554
1309.180868,0.039967046576289536
1309.421922,0.0402759807049317
1309.662976,0.03877808544638269
1309.90403,0.038603976101708896
1310.145084,0.03712740139168792
1310.386138,0.035958132623346115
1310.627192,0.03591141742239543
1310.868246,0.03431749488114921
1311.1093,0.03213530528905599
1311.350354,0.030494772606760017
1311.591408,0.030804330445679717
1311.832462,0.028641458869675607
1312.073516,0.027375686870511843
1312.31457,0.02640769061707262
1312.555624,0.025781450977156027
1312.796678,0.02370190154721327
1313.037732,0.02181189098211488
1313.278786,0.02104694205400769
1313.51984,0.020094683527964192
1313.760894,0.01852377938720962
1314.001948,0.01725246926417272
1314.243002,0.01653294867194163
1314.484056,0.015278632428527677
1314.72511,0.01489097431861741
1314.966164,0.013689858167978273
1315.207218,0.012516593938036585
1315.448272,0.011941924537036745
1315.689326,0.011448460639329246
1315.93038,0.010483003999387931
1316.171434,0.010041788933131934
1316.412488,0.009224428889216598
1316.653542,0.009063499275475624
1316.894596,0.008705502343151983
1317.13565,0.007947483033530725
1317.376704,0.007556100717186003
1317.617758,0.0067961432283812585
1317.858812,0.006732558797054382
1318.099866,0.006393969490107446
1318.34092,0.0061678806054593785
1318.581974,0.005714777014967874
1318.823028,0.005608342823311305
1319.064082,0.005229184188369341
1319.305136,0.005246993673578185
1319.54619,0.004957766212852304
1319.787244,0.004778158775953219
1320.028298,0.004654131310283272
1320.269352,0.004557869406777978
1320.510406,0.004400663297445683
1320.75146,0.004266762227095397
1320.992514,0.00417224925041681
1321.233568,0.004212074488658891
1321.474622,0.004106024473415367
1321.715676,0.004113833335985131
1321.95673,0.004094953160335625
1322.197784,0.0040098557936242875
1322.438838,0.004190647593791418
1322.679892,0.004292869021450695
1322.920946,0.0042650558635000295
1323.162,0.004233187599894644
1323.403054,0.004412119909160381
1323.644108,0.004638797990851384
1323.885162,0.0046797995554587295
1324.126216,0.004826180070006231
1324.36727,0.004946871116184718
1324.608324,0.005149271657686447
1324.849378,0.005414904688874335
1325.090432,0.005548098625062556
1325.331486,0.005837223635866964
1325.57254,0.006254838216912972
1325.813594,0.006791387592788037
1326.054648,0.007165338322822191
1326.295702,0.007621363410700673
1326.536756,0.00778076979744205
1326.77781,0.008564752879384924
1327.018864,0.009079828265853997
1327.259918,0.010172167141800454
1327.500972,0.010538711414833906
1327.742026,0.011761779852051983
1327.98308,0.01240817189055342
1328.224134,0.01448705191313655
1328.465188,0.015441447326743308
1328.706242,0.01615218410108648
1328.947296,0.017872358098690925
1329.18835,0.019281677236289107
1329.429404,0.021984887356829328
1329.670458,0.024016840672963606
1329.911512,0.02684703211207314
1330.152566,0.029126699991290236
1330.39362,0.032624230494269074
1330.634674,0.03534140698728871
1330.875728,0.03899585190186173
1331.116782,0.04200359790344555
1331.357836,0.047363660520382544
1331.59889,0.05180337382919211
1331.839944,0.05723440931562356
1332.080998,0.06269334357858045
1332.322052,0.06724584814680569
1332.563106,0.07399187419374229
1332.80416,0.08200295465409681
1333.045214,0.0884515795874919
1333.286268,0.09508348346129337
1333.527322,0.10596991986502802
1333.768376,0.11341518388031889
1334.00943,0.12589588791277312
1334.250484,0.12784969025114096
1334.491538,0.14075985452866238
1334.732592,0.15196576709213752
1334.973646,0.16362140924820806
1335.2147,0.17657668871613388
1335.455754,0.1814273465330939
1335.696808,0.19276180948709357
1335.937862,0.2095904270604047
1336.178916,0.21989612570870046
1336.41997,0.23442958813515
1336.661024,0.2497736927717528
1336.902078,0.2623961222584149
1337.143132,0.27876113801544156
1337.384186,0.29334672729132805
1337.62524,0.3036741583342617
1337.866294,0.3157198529193261
1338.107348,0.3296908110278517
1338.348402,0.35409147332660335
1338.589456,0.36769554742812355
1338.83051,0.37526231157979023
1339.071564,0.39219739784787366
1339.312618,0.40108977456962175
1339.553672,0.41781772757145735
1339.794726,0.4436851898061892
1340.03578,0.44876316615000833
1340.276834,0.4587912341256534
1340.517888,0.459204332102572
1340.758942,0.48246350421331485
1340.999996,0.49824667164592723
1341.24105,0.5052560239792809
1341.482104,0.5098391475360466
1341.723158,0.5108189790365522
1341.964212,0.5329434276195799
1342.205266,0.537320783836177
1342.44632,0.5573621894594465
1342.687374,0.5803290550633241
1342.928428,0.5839265935677155
1343.169482,0.5733321854309914
1343.410536,0.6120263144052335
1343.65159,0.6006397150468372
1343.892644,0.6026431792144313
1344.133698,0.6156971967642851
1344.374752,0.6300727437452329
1344.615806,0.6016917548144766
1344.85686,0.6338518670696627
1345.097914,0.6307157458191625
1345.338968,0.6254461774622924
1345.580022,0.6413820357427602
1345.821076,0.6433798388475024
1346.06213,0.6804370273279527
1346.303184,0.6575595162601324
1346.544238,0.6652648812264056
1346.785292,0.6787652094198506
1347.026346,0.6781749404918703
1347.2674,0.6773345247311173
1347.508454,0.7049418231002805
1347.749508,0.6862797057691193
1347.990562,0.6978158752907021
1348.231616,0.7051674405805441
1348.47267,0.7141873186501082
1348.713724,0.6978786815457173
1348.954778,0.6985349959258024
1349.195832,0.7026123231151465
1349.436886,0.7047092306785178
1349.67794,0.7362688070222332
1349.918994,0.7114714419964039
