nu,[0]Ethylbenzoate-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
645.927168,0.9981224647785558
646.04677,0.9949044267047983
646.166372,0.9980516005992647
646.285974,0.9955457497294529
646.405576,0.997391707521325
646.525178,0.9956109601116768
646.64478,0.9960868763006298
646.764382,0.9976370960629284
646.883984,0.999983660133497
647.003586,0.9977985268044661
647.123188,0.9992712156923796
647.24279,0.9962961761395187
647.362392,0.99668610311748
647.481994,0.9957803279403173
647.601596,0.9969849544067645
647.721198,0.9969105821032872
647.8408,0.9953587042565513
647.960402,0.9948617462203956
648.080004,0.9949184549561138
648.199606,0.9933458376418275
648.319208,0.9959004262896518
648.43881,0.9949518847778182
648.558412,0.9978778549405988
648.678014,0.9961793174519535
648.797616,0.9970691034879577
648.917218,0.9963324419803644
649.03682,0.9960412565663951
649.156422,0.9954216129145529
649.276024,0.9933234876119194
649.395626,0.9980569900924595
649.515228,0.9955425639881509
649.63483,0.995696685905785
649.754432,0.9936329560755213
649.874034,0.9965970033626796
649.993636,0.9935449240954873
650.113238,0.9961965515032196
650.23284,0.9950935760143871
650.352442,0.9964098600187582
650.472044,0.9953577088983446
650.591646,0.9932391580276626
650.711248,0.9954438110640293
650.83085,0.9923378054270164
650.950452,0.9939261210372694
651.070054,0.9941309903218698
651.189656,0.9944358376142043
651.309258,0.9939867523798899
651.42886,0.9932476005963867
651.548462,0.9919717003273589
651.668064,0.9934423955498847
651.787666,0.9948966664805349
651.907268,0.9922975173299701
652.02687,0.9941008686092092
652.146472,0.994477903139815
652.266074,0.9934980298817822
652.385676,0.9933992810855085
652.505278,0.9935026993334958
652.62488,0.9916286366524988
652.744482,0.9912946132342146
652.864084,0.9936541206828879
652.983686,0.9954622269448804
653.103288,0.9910723898940949
653.22289,0.9917779871709904
653.342492,0.9943738861913278
653.462094,0.9929166063343658
653.581696,0.9919284513040602
653.701298,0.992690644230227
653.8209,0.9916873428054735
653.940502,0.9906047141062333
654.060104,0.9940551410209958
654.179706,0.9894371825371895
654.299308,0.9917716398121841
654.41891,0.9888753417953843
654.538512,0.9879472236690938
654.658114,0.9906231395252716
654.777716,0.9919672364647512
654.897318,0.9908703308344167
655.01692,0.9899874625743545
655.136522,0.9878938759594168
655.256124,0.9888792973046624
655.375726,0.9880796174672518
655.495328,0.9880598560725171
655.61493,0.9869726008148316
655.734532,0.9886775865032136
655.854134,0.9887141682506724
655.973736,0.9883573068532916
656.093338,0.9894322353636447
656.21294,0.9881389040228787
656.332542,0.9889000639879553
656.452144,0.9895450370680511
656.571746,0.9874148635994634
656.691348,0.9859525985776242
656.81095,0.9872193748104995
656.930552,0.9869538485135635
657.050154,0.9849819134089527
657.169756,0.9851070140556786
657.289358,0.9863016875826289
657.40896,0.9844216181193497
657.528562,0.9871167093342165
657.648164,0.9833747505499805
657.767766,0.9856115179888608
657.887368,0.9870989413933604
