nu,[0]sec-Amylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
556.917938,0.9807683342064133
557.045141,0.9848775108595642
557.172343,0.9821963907919136
557.299546,0.9811312856319427
557.426749,0.9833570499637764
557.553951,0.9829136559271135
557.681154,0.981679891341621
557.808356,0.9811008710335168
557.935559,0.9837475202158286
558.062761,0.9802241588035713
558.189964,0.9826689408950735
558.317166,0.9782343656274081
558.444369,0.9793687965328917
558.571571,0.9810586846030771
558.698774,0.9794853483543748
558.825977,0.9810410257056849
558.953179,0.9849188765836944
559.080382,0.9776358693541839
559.207584,0.9793511680532109
559.334787,0.9817633376788042
559.461989,0.9813108490867684
559.589192,0.9776427128292215
559.716394,0.9775596167302653
559.843597,0.9828576314454386
559.970799,0.978820503543199
560.098002,0.9844757627973112
560.225205,0.9785366867525952
560.352407,0.9808330670526313
560.47961,0.9774257002362625
560.606812,0.9814747416832167
560.734015,0.978662926127451
560.861217,0.9810714384488768
560.98842,0.9801281015428912
561.115622,0.9779311599733681
561.242825,0.9808585690438991
561.370027,0.9791827341380377
561.49723,0.9771549908122833
561.624432,0.9798527242386809
561.751635,0.9823830258359317
561.878838,0.9818929389928763
562.00604,0.9802055347214834
562.133243,0.9772400069946342
562.260445,0.9784789547911864
562.387648,0.9793315812257187
562.51485,0.9796548139779939
562.642053,0.9784290536369823
562.769255,0.976274970674167
562.896458,0.9789869171735592
563.02366,0.977261506511282
563.150863,0.9767983943234549
563.278066,0.9777375487718348
563.405268,0.979842925760431
563.532471,0.9765776628299361
563.659673,0.9783165407654282
563.786876,0.9741382937976945
563.914078,0.9787196902233092
564.041281,0.9767534626307529
564.168483,0.9786032295097226
564.295686,0.9787676486631023
564.422888,0.9783674145482549
564.550091,0.9779546306028538
564.677294,0.978634545314117
564.804496,0.9756357199458435
564.931699,0.9737808506387023
565.058901,0.977912579457844
565.186104,0.977991793584909
565.313306,0.9766421190827158
565.440509,0.9778695522509534
565.567711,0.9808105081515175
565.694914,0.9780309140390562
565.822116,0.9757206039458793
565.949319,0.9752270142090175
566.076522,0.974213305334224
566.203724,0.9740983549464008
566.330927,0.9768286755430354
566.458129,0.9777629702785811
566.585332,0.9749744631191153
566.712534,0.9783997012056619
566.839737,0.9793923016660689
566.966939,0.9787050095380613
567.094142,0.9769302710081645
567.221344,0.9743068343008546
567.348547,0.9763726030527721
567.47575,0.9762652079732739
567.602952,0.9743867307369763
567.730155,0.9786276948962763
567.857357,0.9759548049938279
567.98456,0.9761285404111102
568.111762,0.9778284825922278
568.238965,0.9758630695537917
568.366167,0.9753069861029855
568.49337,0.9797547438653573
568.620572,0.9721132198285751
568.747775,0.9741363455230552
568.874977,0.9755762079820602
569.00218,0.9751636265132163
569.129383,0.9742883226468642
569.256585,0.9738100645024272
569.383788,0.972105442953924
569.51099,0.9735277005284767
569.638193,0.9727024989733384
569.765395,0.9758103743708185
569.892598,0.9745611615728724
570.0198,0.9716253414599373
570.147003,0.9743574995735239
570.274205,0.9749335150515798
570.401408,0.9754269562402883
570.528611,0.9731383673200981
570.655813,0.9705998466559094
570.783016,0.972180297954912
570.910218,0.9727170896202526
571.037421,0.9742883226468642
571.164623,0.9717662373491541
571.291826,0.9721346065546644
571.419028,0.972836741180696
571.546231,0.9744013466475565
571.673433,0.9726888812336771
571.800636,0.9711794677640485
571.927839,0.9717584632503518
572.055041,0.9733300944629637
572.182244,0.9704940570382627
572.309446,0.9715767614073758
572.436649,0.9690355310629447
572.563851,0.9715534438449138
572.691054,0.9734926541620961
572.818256,0.9694493975889236
572.945459,0.9724126768142908
573.072661,0.9711950067598444
573.199864,0.9710648753479378
573.327067,0.9711386790829707
573.454269,0.9723805877254288
573.581472,0.9722765485687364
573.708674,0.972395173543638
573.835877,0.9708813614291087
573.963079,0.9723134957795745
574.090282,0.9705309365131358
574.217484,0.9711221698657551
574.344687,0.9706551724239382
574.471889,0.9690607263142892
574.599092,0.9682189783355901
574.726295,0.9692245114164876
574.853497,0.967657574151107
574.9807,0.9693253160074228
575.107902,0.9699740116083161
575.235105,0.968614092276514
575.362307,0.9698265867631236
575.48951,0.968487212141256
575.616712,0.9676488652721297
575.743915,0.9707910736609421
575.871117,0.9679866336632654
575.99832,0.9682751366649094
576.125523,0.9664970814969772
576.252725,0.9672618831276094
576.379928,0.9691091805619511
576.50713,0.9670636147647699
576.634333,0.9675221115733276
576.761535,0.9695628298040967
576.888738,0.9693272546599935
577.01594,0.9684823697173014
577.143143,0.9672802612779807
577.270345,0.9687923336671979
577.397548,0.9695977346942538
577.52475,0.970654201769251
577.651953,0.9690897985721603
577.779156,0.9670365373626418
577.906358,0.9673760267641606
578.033561,0.9682915974821492
578.160763,0.9687748955621353
578.287966,0.9677620868126975
578.415168,0.968351633422288
578.542371,0.966522210747775
578.669573,0.9666797667085889
578.796776,0.9669620784159711
578.923978,0.9670906929250758
579.051181,0.9686925531956126
579.178384,0.9682702953013295
579.305586,0.9664419927333766
579.432789,0.9686082806093953
579.559991,0.9685588828467379
579.687194,0.9672386691209836
579.814396,0.9659608244418443
579.941599,0.9684533156820225
580.068801,0.9679043582961567
580.196004,0.9674747041513517
580.323206,0.9672135212425103
580.450409,0.9669059962418217
580.577612,0.9660999328161265
580.704814,0.9676924104508261
580.832017,0.9674214945059021
580.959219,0.9670491089193425
581.086422,0.9662854418115209
581.213624,0.9655561716370858
581.340827,0.9663463197119887
581.468029,0.9660274780382534
581.595232,0.9654866540953895
581.722434,0.967424396774739
581.849637,0.9667416361934607
581.97684,0.9620806462205774
582.104042,0.967381831037734
582.231245,0.9668276800279757
582.358447,0.9660062256675135
582.48565,0.9662506561617611
582.612852,0.9682257558921599
582.740055,0.9665473406519418
582.867257,0.9642024461887382
582.99446,0.9641455599225743
583.121662,0.9650677238019615
583.248865,0.9680127696552087
583.376068,0.9664197648231657
583.50327,0.9650049964385757
583.630473,0.9667000671968441
583.757675,0.9654007296068715
583.884878,0.966552173400727
584.01208,0.9657068101493597
584.139283,0.9688388368152805
584.266485,0.964757986778073
584.393688,0.9660265120112583
584.52089,0.9658903118754
584.648093,0.9668943934394838
584.775296,0.96579565926289
584.902498,0.9652588261297803
585.029701,0.96836131698704
585.156903,0.9657087415649114
585.284106,0.9674040810757223
585.411308,0.9649075358557777
585.538511,0.9657338503186045
585.665713,0.9656817020987019
585.792916,0.9656083130781605
585.920118,0.9631761172007406
586.047321,0.9641600222144401
586.174523,0.966684600119506
586.301726,0.9660400364770976
586.428929,0.9664661540852105
586.556131,0.9634506615148493
586.683334,0.9650329819892609
586.810536,0.9649625371528435
586.937739,0.9659212208599212
587.064941,0.9686111864385959
587.192144,0.9667406694523077
587.319346,0.9683293615908464
587.446549,0.9669001948232486
587.573751,0.967933395862467
587.700954,0.9680243858781418
587.828157,0.9685327321099375
587.955359,0.9684368521155967
588.082562,0.9690675097631154
588.209764,0.9690927058459169
588.336967,0.967322822545818
588.464169,0.9690558810227708
588.591372,0.9691838048418522
588.718574,0.968191868583735
588.845777,0.9702495233484281
588.972979,0.9675492025717238
589.100182,0.9681773458146273
589.227385,0.9675898404916221
589.354587,0.9695744646278631
589.48179,0.9684891491176173
589.608992,0.9703960420883402
589.736195,0.9695560428880423
589.863397,0.9675966136442116
589.9906,0.9700632533224399
590.117802,0.9698430739552394
590.245005,0.9710872100969195
590.372207,0.9699002963846478
590.49941,0.9699895313166591
590.626613,0.9693873548128679
590.753815,0.9715709319642957
590.881018,0.9693321013083834
591.00822,0.9704494153384059
591.135423,0.9720568388968879
591.262625,0.971751660964917
591.389828,0.9709871932652347
591.51703,0.9694329170892492
591.644233,0.9709745705137703
591.771435,0.9710804125102404
591.898638,0.9704853226310542
592.025841,0.9726645643156091
592.153043,0.974054521506688
592.280246,0.972675263684663
592.407448,0.9716000795294659
592.534651,0.9716943293082206
592.661853,0.9711862660441168
592.789056,0.972691799304698
592.916258,0.9706474072136196
593.043461,0.973730215350998
593.170663,0.9728707910625067
593.297866,0.9732814291748828
593.425069,0.9733213345315332
593.552271,0.9737409264422777
593.679474,0.9736250581663303
593.806676,0.9747707147487698
593.933879,0.9745260780025639
594.061081,0.9737613752164445
594.188284,0.973961016760923
594.315486,0.9745709072332164
594.442689,0.9735646952839927
594.569891,0.9764458337441176
594.697094,0.9742551974070265
594.824296,0.9739619907224267
594.951499,0.9754045216782933
595.078702,0.9747190532699294
595.205904,0.975539136790514
595.333107,0.9733816823250364
595.460309,0.9744948936670198
595.587512,0.9737448214137735
595.714714,0.97625446911505
595.841917,0.9751597258665116
595.969119,0.9760231242213225
596.096322,0.9755957197013364
596.223524,0.976169538670765
596.350727,0.9769332018033737
596.47793,0.9751928818608397
596.605132,0.9767808121105975
596.732335,0.9773709659296242
596.859537,0.9756132805823384
596.98674,0.9771266537284394
597.113942,0.975715725355056
597.241145,0.9766216098135632
597.368347,0.9764243521720734
597.49555,0.9776759532465417
597.622752,0.9775175825704868
597.749955,0.9778040371857317
597.877158,0.9768296523721994
598.00436,0.9787118604971063
598.131563,0.9784672131141792
598.258765,0.9767368579630282
598.385968,0.976485868844015
598.51317,0.9775791681181131
598.640373,0.9778754194858685
598.767575,0.9775351780453319
598.894778,0.9782343656274081
599.02198,0.9789125169950966
599.149183,0.978208931864542
599.276386,0.9773084161894178
599.403588,0.978274474058616
599.530791,0.9798125511005421
599.657993,0.9781658916184324
599.785196,0.97897027453743
599.912398,0.9789771273533366
600.039601,0.97989485881171
600.166803,0.9791807757745278
600.294006,0.9789918121203824
600.421208,0.9783067576489363
600.548411,0.9788126730104929
600.675614,0.9788038637360776
600.802816,0.9802506252131539
600.930019,0.978734371128769
601.057221,0.978695222536901
601.184424,0.9792865330090993
601.311626,0.9798782007407042
601.438829,0.9809527359864683
601.566031,0.9799183765705335
601.693234,0.9802643488179719
601.820436,0.9791435676120078
601.947639,0.9797547438653573
602.074841,0.980517289647931
602.202044,0.9804398318416724
602.329247,0.9784515577640125
602.456449,0.9797194733294516
602.583652,0.9819214143009971
602.710854,0.9777571037183591
602.838057,0.9806967407312098
602.965259,0.980272190964131
603.092462,0.9797086964745179
603.219664,0.9807850074098166
603.346867,0.9804741478363133
603.474069,0.9809203650803036
603.601272,0.9804819916608712
603.728475,0.9814776861118584
603.855677,0.9805467056078576
603.98288,0.9796979197381288
604.110082,0.9824085681266519
604.237285,0.979411889707982
604.364487,0.9807653919058241
604.49169,0.9804937575153662
604.618892,0.9811989860262881
604.746095,0.9807702957450433
604.873297,0.9814659084502912
605.0005,0.9819214143009971
605.127703,0.9801447638622467
605.254905,0.9813903384848215
605.382108,0.9814089850783948
605.50931,0.9799124970779125
605.636513,0.9808369903927462
605.763715,0.9810125759284631
605.890918,0.9821217467027248
606.01812,0.9812087980652084
606.145323,0.9818035908008323
606.272525,0.9810763438183324
606.399728,0.9824557248696747
606.526931,0.9824478652553142
606.654133,0.9820647852933129
606.781336,0.980184950621388
606.908538,0.9812480472021086
607.035741,0.9818674101083394
607.162943,0.9834140863267128
607.290146,0.9809978608501876
607.417348,0.9828910491730058
607.544551,0.9809664694209059
607.671753,0.9815228351238389
607.798956,0.981975421463967
607.926159,0.9811715128393057
608.053361,0.9824969888766574
608.180564,0.9826876117823234
608.307766,0.9831181232314088
608.434969,0.9817623559159574
608.562171,0.9822739873718107
608.689374,0.98255299280112
608.816576,0.9823221199764312
608.943779,0.9816337534709765
609.070981,0.9812313661270956
609.198184,0.9819714935701369
609.325387,0.9826836810397378
609.452589,0.9828458372246267
609.579792,0.9825559404645199
609.706994,0.9812558972178862
609.834197,0.9816043049001031
609.961399,0.9814560938402799
610.088602,0.98129514823879
610.215804,0.9824056209053683
610.343007,0.9823987440900909
610.470209,0.9818615189215524
610.597412,0.9805339585835405
610.724614,0.9813236062107276
610.851817,0.981081249212315
610.97902,0.9830561887406022
611.106222,0.9814698343217767
611.233425,0.9836422648624272
611.360627,0.9829745984629801
611.48783,0.9825775569329904
611.615032,0.9819822953159757
611.742235,0.9825510276970995
611.869437,0.9831063258847142
611.99664,0.9813903384848215
612.123842,0.9832420039192554
612.251045,0.9832351212493173
612.378248,0.9834150697412908
612.50545,0.98278785103084
612.632653,0.9818477729565095
612.759855,0.9820461262396538
612.887058,0.9830689685541244
613.01426,0.9818752650790402
613.141463,0.9833560666072181
613.268665,0.9830542226301908
613.395868,0.9833865511177904
613.52307,0.9815326504012665
613.650273,0.9814001524372761
613.777476,0.9823191730144917
613.904678,0.9832164399594864
614.031881,0.9834327713718604
614.159083,0.9830335787082776
614.286286,0.9835242348725848
614.413488,0.9816730196064328
614.540691,0.9818841019961919
614.667893,0.982410532945753
614.795096,0.9821463000533079
614.922298,0.9835094821197076
615.049501,0.9799948131848951
615.176704,0.9828694258077819
615.303906,0.9816406249313009
615.431109,0.9819420348672127
615.558311,0.9825048488840084
615.685514,0.9822592533725054
615.812716,0.9827770404239371
615.939919,0.9836048871665432
616.067121,0.9834268707929339
616.194324,0.983264618745415
616.321526,0.981991133196404
616.448729,0.9815218536014945
616.575932,0.9839698722802341
616.703134,0.9830060541534192
616.830337,0.9817279948348228
616.957539,0.983521284304306
617.084742,0.9836009527548634
617.211944,0.9843349928285239
617.339147,0.9821050507749466
617.466349,0.9824213395210514
617.593552,0.9838331099731877
617.720754,0.9824439354717128
617.847957,0.9820313956582398
617.97516,0.9823014914285121
618.102362,0.9828114382223099
618.229565,0.9815748572126737
618.356767,0.9809919748806804
618.48397,0.9830001561347884
618.611172,0.982825197678761
618.738375,0.9831358195168931
618.865577,0.9817270131073188
618.99278,0.9833265663677256
619.119982,0.9847849367245959
619.247185,0.9827013695051922
619.374387,0.9815856545954884
619.50159,0.9826227565401923
619.628793,0.9809586217205414
619.755995,0.9826345480840198
619.883198,0.9836196413505068
620.0104,0.9827642644054558
620.137603,0.9802506252131539
620.264805,0.9829392120143953
620.392008,0.9824901114218063
620.51921,0.9825765743559247
620.646413,0.982306402948248
620.773615,0.9823633783718904
620.900818,0.9825667486393098
621.028021,0.9822150527006263
621.155223,0.9814266505991155
621.282426,0.9829185705076796
621.409628,0.9825883653455628
621.536831,0.9819518543366585
621.664033,0.9820696956295151
621.791236,0.9821492464966277
621.918438,0.9809007468691848
622.045641,0.9835301360356975
622.172843,0.9820667494248475
622.300046,0.9827328164521648
622.427249,0.9822278215793089
622.554451,0.9812127229082503
622.681654,0.9818998122675058
622.808856,0.9817005068358011
622.936059,0.9827279028003667
623.063261,0.9828635286089187
623.190464,0.9824223219428821
623.317666,0.9815424657768472
623.444869,0.9810900789832918
623.572071,0.9815660230787123
623.699274,0.9811097009810908
623.826477,0.9821060328804884
623.953679,0.9817967181997509
624.080882,0.9806516297186975
624.208084,0.981897848469845
624.335287,0.9822229104524788
624.462489,0.9814551123846768
624.589692,0.9819960431643449
624.716894,0.9816632029253202
624.844097,0.982912673013949
624.971299,0.9820353237916788
625.098502,0.9823122968043473
625.225705,0.9813520650079582
625.352907,0.9825058313893484
625.48011,0.9802123961842415
625.607312,0.9804094386779818
625.734515,0.9812519722021473
625.861717,0.9814531494764148
625.98892,0.9822268393519784
626.116122,0.9820824626185436
626.243325,0.98164651479272
626.370527,0.9816946166504308
626.49773,0.980448655839867
626.624932,0.9807026249293068
626.752135,0.9798213694531845
626.879338,0.9829480585071125
627.00654,0.9805790641830562
627.133743,0.9816946166504308
627.260945,0.9808997659689284
627.388148,0.9819430168097385
627.51535,0.9815562074675597
627.642553,0.9798056924366897
627.769755,0.982028449568472
627.896958,0.9795744855767572
628.02416,0.9818949027807181
628.151363,0.9813520650079582
628.278566,0.981327531513003
628.405768,0.9818556277701124
628.532971,0.9810537793219173
628.660173,0.981440390668404
628.787376,0.9810802681315564
628.914578,0.9819243600696587
629.041781,0.9811303045011476
629.168983,0.9810302343137548
629.296186,0.980837971230227
629.423388,0.980782065059208
629.550591,0.9816995251357852
629.677794,0.9809654884549269
629.804996,0.9810155189706055
629.932199,0.9815827098429418
630.059401,0.9816406249313009
630.186604,0.9819793493735087
630.313806,0.9807712765158294
630.441009,0.9810949844459504
630.568211,0.9805604333578302
630.695414,0.9803859091338092
630.822616,0.980192792132359
630.949819,0.9806320168822321
631.077022,0.9803339500575527
631.204224,0.980297678372431
631.331427,0.98048983554818
631.458629,0.9807291042576493
631.585832,0.9809095750156331
631.713034,0.9804927770220988
631.840237,0.9805378807272191
631.967439,0.9809144795757697
632.094642,0.9812490284506463
632.221844,0.98021925769503
632.349047,0.9797616021725685
632.47625,0.9813903384848215
632.603452,0.9817839549253757
632.730655,0.9811656258278897
632.857857,0.9805869088469483
632.98506,0.979584281370592
633.112262,0.9805486667032299
633.239465,0.9807526420386037
633.366667,0.9808566073287228
633.49387,0.9799957931801984
633.621072,0.9799683536821441
633.748275,0.9801878911806507
633.875478,0.9798987783989844
634.00268,0.9811420781354433
634.129883,0.9810969466378815
634.257085,0.9802114159723354
634.384288,0.9809507740829582
634.51149,0.9808007000954763
634.638693,0.9790671973922114
634.765895,0.9793521474048685
634.893098,0.980735969385407
635.0203,0.979993833190572
635.147503,0.9800134332632359
635.274705,0.979954634221229
635.401908,0.9806830110729474
635.529111,0.9795402010697444
635.656313,0.9782255615577358
635.783516,0.9797224124922804
635.910718,0.979329622564515
636.037921,0.9794275604235827
636.165123,0.9811175498900943
636.292326,0.9788870656005243
636.419528,0.9806379006919848
636.546731,0.9797694402967383
636.673933,0.9792072140123882
636.801136,0.9803692427150188
636.928339,0.9789565690495252
637.055541,0.9807928537212611
637.182744,0.980662416945954
637.309946,0.9788136518236553
637.437149,0.9794128691203614
637.564351,0.9793452919638308
637.691554,0.9791886092520677
637.818756,0.980147704300949
637.945959,0.979375652138462
638.073161,0.9795930976687975
638.200364,0.9808095273414997
638.327567,0.9800643952867667
638.454769,0.9791856716906464
638.581972,0.9792943673327006
638.709174,0.9796557936332978
638.836377,0.9797625819346605
638.963579,0.9799467946155137
639.090782,0.9796401192659949
639.217984,0.9788547628603577
639.345187,0.9781502410893711
639.472389,0.9801232009146351
639.599592,0.9792444245935172
639.726795,0.9792473623311977
639.853997,0.9790162872216229
639.9812,0.9803359107274136
640.108402,0.9793727140159127
640.235605,0.9804604212943295
640.362807,0.9801310419316064
640.49001,0.9782206704421558
640.617212,0.9783136058202083
640.744415,0.9793962192431107
640.871617,0.9806241718574772
640.99882,0.9788019061303077
641.126023,0.979636200713355
641.253225,0.9795499965207323
641.380428,0.9781248095137146
641.50763,0.9794990612452419
641.634833,0.9786599901430766
641.762035,0.9796773462978362
641.889238,0.979711635605016
642.01644,0.9788391013094446
642.143643,0.9790769881131388
642.270845,0.9785249443828086
642.398048,0.9790407629347486
642.525251,0.9786002937044377
642.652453,0.9785004815649855
642.779656,0.9789624428065608
642.906858,0.979318849997916
643.034061,0.9791866508768077
643.161263,0.9779526746955486
643.288466,0.9779810357343478
643.415668,0.9782549087647884
643.542871,0.978198171625473
643.670073,0.9785993151046333
643.797276,0.9793766315146037
643.924478,0.9784505793129439
644.051681,0.9772077586065048
644.178884,0.9796616715856934
644.306086,0.9786130155909479
644.433289,0.9788714035327716
644.560491,0.978071014128578
644.687694,0.978480911751053
644.814896,0.9779282261842889
644.942099,0.9774491587345691
645.069301,0.9790476162440757
645.196504,0.978168826120509
645.323706,0.9781062253188842
645.450909,0.9790515324423731
645.578112,0.9776476010550063
645.705314,0.9782519740044643
645.832517,0.9776036079028121
645.959719,0.9778695522509534
646.086922,0.9774931449363943
646.214124,0.9788958756237598
646.341327,0.9774227679635602
646.468529,0.9773211212814111
646.595732,0.978302844429732
646.722934,0.977802081579613
646.850137,0.9780475407059211
646.97734,0.9774423166144054
647.104542,0.9780133096410436
647.231745,0.9774120163722465
647.358947,0.9778040371857317
647.48615,0.9774550234471155
647.613352,0.9773191666411232
647.740555,0.9777297269027322
647.867757,0.976765183742631
647.99496,0.9774472038382065
648.122162,0.9770318770397715
648.249365,0.9770152676390421
648.376568,0.9770299229779714
648.50377,0.9787177327858863
648.630973,0.9777473261962096
648.758175,0.9774511136348414
648.885378,0.9770240608160201
649.01258,0.9767681140425777
649.139783,0.9770191757079287
649.266985,0.9767661605083031
649.394188,0.9770260148660957
649.52139,0.9778216378168063
649.648593,0.9773973553019593
649.775796,0.9774745727430768
649.902998,0.9771198138658028
650.030201,0.9771686710779163
650.157403,0.9769185479152511
650.284606,0.9768150000373066
650.411808,0.9773836718347695
650.539011,0.975889418212375
650.666213,0.9765141873448278
650.793416,0.9773523960576859
650.920618,0.9776505340022088
651.047821,0.9770074515481654
651.175024,0.976443880854403
651.302226,0.9762232294718753
651.429429,0.9757811004986977
651.556631,0.9773191666411232
651.683834,0.9758123259935189
651.811036,0.9766177033349369
651.938239,0.9767183001390268
652.065441,0.9758416008024187
652.192644,0.9773709659296242
652.319846,0.9772380525165747
652.447049,0.9766723954576888
652.574251,0.9763589339320133
652.701454,0.9761675863336399
652.828657,0.976465362856083
652.955859,0.9768882639096703
653.083062,0.9765356708932675
653.210264,0.9759479733341038
653.337467,0.9774002874984234
653.464669,0.9754230545402668
653.591872,0.9761539200830952
653.719074,0.9763540521495482
653.846277,0.9760016519487855
653.973479,0.9758298907734694
654.100682,0.9754884100743069
654.227885,0.975946021440109
654.355087,0.9751753285469466
654.48229,0.9750885418047732
654.609492,0.9753811122506872
654.736695,0.9759021048572747
654.863897,0.9757537790103864
654.9911,0.9760865677862904
655.118302,0.9751002429374815
655.245505,0.9753001589779777
655.372707,0.9757245068361008
655.49991,0.9761900384463239
655.627113,0.9745826021542725
655.754315,0.975185080348991
655.881518,0.9745855259064646
656.00872,0.9750017627862761
656.135923,0.9753820876322872
656.263125,0.9752162867708623
656.390328,0.9752582219727938
656.51753,0.9750397885965233
656.644733,0.9753801368700626
656.771935,0.9756835272673907
656.899138,0.9748233537886075
657.026341,0.9757879309903079
657.153543,0.9752104354906954
657.280746,0.9749520389643423
657.407948,0.9746703185356443
657.535151,0.9750631898322634
657.662353,0.9757820762802861
657.789556,0.9744705315992052
657.916758,0.9737389789623724
658.043961,0.9739707564197888
658.171163,0.975610353746887
658.298366,0.9749676383217603
658.425569,0.9751421731494209
658.552771,0.974468582660091
658.679974,0.9744520168349956
658.807176,0.9757918341498382
658.934379,0.971775955060116
659.061581,0.9746128146832311
659.188784,0.974619636996812
659.315986,0.9750300382473892
659.443189,0.9741061477644116
659.570391,0.9739873140633875
659.697594,0.9744607869426126
659.824796,0.9743263206324033
659.951999,0.9736902932305777
660.079202,0.9729165170642393
660.206404,0.9740866658362762
660.333607,0.9731510182011038
660.460809,0.974448119034724
660.588012,0.9732911620378388
660.715214,0.9740642621006059
660.842417,0.9740428329225616
660.969619,0.9736513463977903
661.096822,0.9729894885394152
661.224024,0.974274682705827
661.351227,0.973943485620402
661.47843,0.973542303553507
661.605632,0.9742581201770029
661.732835,0.9732522311699798
661.860037,0.9737681915699281
661.98724,0.9736270054183939
662.114442,0.9731198778667693
662.241645,0.9727093079146625
662.368847,0.973524779949756
662.49605,0.9720636433185756
662.623252,0.9735491183734838
662.750455,0.9743993978468121
662.877658,0.9725682752901272
663.00486,0.9739766002618588
663.132063,0.972648029158565
663.259265,0.9727958828955964
663.386468,0.9731519913526085
663.51367,0.9734790253603396
663.640873,0.9721219688869243
663.768075,0.9724622711254526
663.895278,0.9724710233252775
664.02248,0.9730566271303792
664.149683,0.9724778306462664
664.276886,0.972158910223623
664.404088,0.9720053212496561
664.531291,0.972351416745364
664.658493,0.9728085293242756
664.785696,0.9726577556874891
664.912898,0.9725692478588888
665.040101,0.973362214886065
665.167303,0.9726927719969837
665.294506,0.9721190525253922
665.421708,0.9720937777586
665.548911,0.9719178447072471
665.676114,0.9723669744924935
665.803316,0.9727414078514697
665.930519,0.9722716871981469
666.057721,0.9714883519447792
666.184924,0.972439904750431
666.312126,0.9711920931791944
666.439329,0.9713912079668646
666.566531,0.9715796761420321
666.693734,0.971013410273381
666.820936,0.971808024195771
666.948139,0.9708464103292208
667.075342,0.9713931507512233
667.202544,0.9716865557846803
