nu,[0]1-1-Dihydroperfluoropropanol-HITRAN(x-sec)-X=0.01-T=297.8K-P=0.0atm-L=15cm
622.020506,0.9999803681927064
622.140108,0.9999809331817741
622.25971,0.999980388192314
622.379312,0.9999802401952275
622.498914,0.9999803851923729
622.618516,0.999980186196296
622.738118,0.9999797912042004
622.85772,0.9999795082099596
622.977322,0.9999791792167555
623.096924,0.9999793482132511
623.216526,0.9999799782004389
623.336128,0.9999798522029696
623.45573,0.9999800011999787
623.575332,0.9999799662006792
623.694934,0.9999797892042409
623.814536,0.9999801981960583
623.934138,0.9999808071841845
624.05374,0.999980771184876
624.173342,0.9999809401816406
624.292944,0.9999810761790577
624.412546,0.9999810001804988
624.532148,0.9999811931768505
624.65175,0.9999807101860508
624.771352,0.9999805691887806
624.890954,0.9999798452031107
625.010556,0.9999799832003388
