nu,[0]Allyl2-2-2-trifluoroacetate-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
655.190526,1.0
655.309728,1.0
655.42893,1.0
655.548132,1.0
655.667334,1.0
655.786536,1.0
655.905738,1.0
656.02494,1.0
656.144142,1.0
656.263344,1.0
656.382546,1.0
656.501748,1.0
656.62095,1.0
656.740152,1.0
656.859354,1.0
656.978556,1.0
657.097758,1.0
657.21696,1.0
657.336162,1.0
657.455364,1.0
657.574566,1.0
657.693768,1.0
657.81297,1.0
657.932172,1.0
658.051374,1.0
658.170576,1.0
658.289778,1.0
658.40898,1.0
658.528182,1.0
658.647384,1.0
658.766586,1.0
658.885788,1.0
659.00499,1.0
659.124192,1.0
659.243394,1.0
659.362596,1.0
659.481798,1.0
659.601,1.0
659.720202,1.0
659.839404,1.0
659.958606,1.0
660.077808,1.0
660.19701,1.0
660.316212,1.0
660.435414,1.0
660.554616,1.0
660.673818,1.0
660.79302,1.0
660.912222,1.0
661.031424,1.0
661.150626,1.0
661.269828,1.0
661.38903,1.0
661.508232,1.0
661.627434,1.0
661.746636,1.0
661.865838,1.0
661.98504,1.0
662.104242,1.0
662.223444,1.0
662.342646,1.0
662.461848,1.0
662.58105,1.0
662.700252,1.0
662.819454,1.0
662.938656,1.0
663.057858,1.0
663.17706,1.0
663.296262,1.0
663.415464,1.0
663.534666,1.0
663.653868,1.0
663.77307,1.0
663.892272,1.0
664.011474,1.0
664.130676,1.0
664.249878,1.0
664.36908,1.0
664.488282,1.0
664.607484,1.0
664.726686,1.0
664.845888,1.0
664.96509,1.0
665.084292,1.0
665.203494,1.0
665.322696,1.0
665.441898,1.0
665.5611,1.0
665.680302,1.0
665.799504,1.0
665.918706,1.0
666.037908,1.0
666.15711,1.0
666.276312,1.0
666.395514,1.0
666.514716,1.0
666.633918,1.0
666.75312,1.0
666.872322,1.0
666.991524,1.0
667.110726,1.0
667.229928,1.0
667.34913,1.0
667.468332,1.0
667.587534,1.0
667.706736,1.0
667.825938,1.0
667.94514,1.0
668.064342,1.0
668.183544,1.0
668.302746,1.0
668.421948,1.0
668.54115,1.0
668.660352,1.0
668.779554,1.0
668.898756,1.0
669.017958,1.0
669.13716,1.0
669.256362,1.0
669.375564,1.0
669.494766,1.0
669.613968,1.0
669.73317,1.0
669.852372,1.0
