nu,[0]HG-02-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
192.020175,1.0
192.29567,1.0
192.571165,1.0
192.84666,1.0
193.122156,1.0
193.397651,1.0
193.673146,1.0
193.948641,1.0
194.224137,1.0
194.499632,1.0
194.775127,1.0
195.050622,1.0
195.326118,1.0
195.601613,1.0
195.877108,1.0
196.152603,1.0
196.428099,1.0
196.703594,1.0
196.979089,1.0
197.254585,1.0
197.53008,1.0
197.805575,1.0
198.08107,1.0
198.356566,1.0
198.632061,1.0
198.907556,1.0
199.183051,1.0
199.458547,1.0
199.734042,1.0
200.009537,0.982681715674341
200.285032,0.9701893697427615
200.560528,0.9590711643709635
200.836023,0.9475107466301581
201.111518,0.934584718214736
201.387013,0.9265521015772604
201.662509,0.9199426020145062
201.938004,0.914977320822621
202.213499,0.9122857642449655
202.488994,0.9110367884916911
202.76449,0.9111925891030959
203.039985,0.9122857642449655
203.31548,0.916075036579377
203.590975,0.9195645832932468
203.866471,0.9259815212394754
204.141966,0.9314525775552438
204.417461,0.9415583097337297
204.692956,0.9495576826709985
204.968452,0.9674979238228864
205.243947,0.9885194107437713
205.519442,0.9958160770957839
205.794938,1.0
206.070433,0.9971664221815331
206.345928,0.9744130395338735
206.621423,0.9656633543206664
206.896919,0.9627899610072344
207.172414,0.9584470122265241
207.447909,0.956085437647334
207.723404,0.9540902598568574
207.9989,0.9524249192714416
208.274395,0.9510553654429199
208.54989,0.9501760459778351
208.825385,0.9504364298853993
209.100881,0.9533063199067158
209.376376,0.9579870680560871
209.651871,0.9546132446039917
209.927366,0.9560204260479934
210.202862,0.9547440355774796
210.478357,0.9603523793961436
210.753852,0.9623616147886884
211.029347,0.9659279823321323
211.304843,0.9692128807921345
211.580338,0.9739551730123537
211.855833,0.9700031112651569
212.131328,0.9579544970494835
212.406824,0.9585121888393352
212.682319,0.9559544629143504
212.957814,0.95566007427795
213.23331,0.9543841649159489
213.508805,0.9551040419358269
213.7843,0.9551040419358269
214.059795,0.9562824115351032
214.335291,0.9574296817976131
214.610786,0.9591037733449016
214.886281,0.9608461274015201
215.161776,0.963053801601061
215.437272,0.9665705380664853
215.712767,0.9710668174796306
215.988262,0.9729486238390613
216.263757,0.9701195186228105
216.539253,0.974245454903765
216.814748,0.9752211628644863
217.090243,0.9801035986466401
217.365738,0.9794559642346883
217.641234,0.9808762246570419
217.916729,0.9800732159060169
218.192224,0.9830729008378631
218.467719,0.9886647337781319
218.743215,0.9824871639558932
219.01871,0.979814510727604
219.294205,0.9755547455415723
219.5697,0.9729651641062584
219.845196,0.9707211792198686
220.120691,0.9675414622090647
220.396186,0.9693321013083834
220.671682,0.9643413013383202
220.947177,0.9613401292586057
221.222672,0.9584795999789284
221.498167,0.9558569605318391
221.773663,0.95399199362089
222.049158,0.9535675616268515
222.324653,0.953893737505824
222.600148,0.9528812400878832
222.875644,0.9596947632754927
223.151139,0.9612084346821816
223.426634,0.9578558328175826
223.702129,0.9596947632754927
223.977625,0.9584470122265241
224.25312,0.9609124280716577
224.528615,0.9724982528951428
224.80411,0.9716165968712149
225.079606,0.9638129870765157
225.355101,0.9518707692417262
225.630596,0.9490374676128392
225.906091,0.9444325575903121
226.181587,0.9430103696138187
226.457082,0.9408806317440733
226.732577,0.9403971433665145
227.008072,0.9400755825335199
227.283568,0.9356423314986108
227.559063,0.936347135499633
227.834558,0.9373101952828431
228.110053,0.9392712221502305
228.385549,0.9396573419647208
228.661044,0.9429462470888755
228.936539,0.9453387028402415
229.212035,0.9491352235063455
229.48753,0.9548748444705583
229.763025,0.9523268245567211
230.03852,0.9526535286840989
230.314016,0.956183919519141
230.589511,0.9566755243854012
230.865006,0.961274760352384
231.140501,0.9632522111196696
231.415997,0.9512836461232121
231.691492,0.9495253982586258
231.966987,0.9491029534573402
232.242482,0.949070684505498
232.517978,0.9492329894692273
232.793473,0.9497533117027273
233.068968,0.9501760459778351
233.344463,0.9513483356105661
233.619959,0.9520011844703515
233.895454,0.9537306356223189
234.170949,0.9545807883054354
234.446444,0.9552673786918926
234.72194,0.9562164303250852
234.997435,0.9557910086769276
235.27293,0.9578232662729012
235.548425,0.957593416272099
235.823921,0.9596947632754927
236.099416,0.9597283531800272
236.374911,0.9621306757149365
236.650407,0.9619988728410666
236.925902,0.9601881731792985
237.201397,0.9599913547783722
237.476892,0.9607481260946767
237.752388,0.9606155520010986
238.027883,0.9616362676213841
238.303378,0.9611757541509747
238.578873,0.961768020814936
238.854369,0.9611430747308868
239.129864,0.9611430747308868
239.405359,0.9603859923176452
239.680854,0.960155527336393
239.95635,0.9601881731792985
240.231845,0.9594980460132296
240.50734,0.958118321275051
240.782835,0.9597609844987647
241.058331,0.9604839566849593
241.333826,0.9604839566849593
241.609321,0.9583482972681724
241.884816,0.9608134591885512
242.160312,0.9626253379995705
242.435807,0.9613728153786614
242.711302,0.9586109206793881
242.986797,0.9546132446039917
243.262293,0.951967865011989
243.537788,0.9480310728465355
243.813283,0.947770400145642
244.088778,0.9452092003090783
244.364274,0.946732212817662
244.639769,0.9542534232413646
244.915264,0.9487774669684284
245.19076,0.9445298391536584
245.466255,0.9426228719881242
245.74175,0.9397212408365114
246.017245,0.9380490868017501
246.292741,0.9369887530163612
246.568236,0.9373420643712541
246.843731,0.9359951351568966
247.119226,0.9367648394631257
247.394722,0.938755703772013
247.670217,0.9408486423464169
247.945712,0.9416873120586207
248.221207,0.9449181207039434
248.496703,0.9489729352591665
248.772198,0.9503394903135532
249.047693,0.9484207936996248
249.323188,0.9505666485960717
249.598684,0.9505343298794406
249.874179,0.9568391298879428
250.149674,0.9565444688160718
250.425169,0.9719129851301724
250.700665,0.9894678555652776
250.97616,0.9829510073557114
251.251655,0.9775987198969927
251.52715,0.959859844971395
251.802646,0.9538613056700931
252.078141,0.9481932000214708
252.353636,0.9413963756311875
252.629132,0.937920582879578
252.904627,0.9347772624980685
253.180122,0.9319640854163821
253.455617,0.9292541535753704
253.731113,0.9291584453266116
254.006608,0.9290952647004951
254.282103,0.9312299869898402
254.557598,0.9325066463840211
254.833094,0.9362516329625242
255.108589,0.9390138970905044
255.384084,0.9447886757885862
255.659579,0.9497533117027273
255.935075,0.9574622349601948
256.21057,0.9637802179920327
256.486065,0.9739317983686983
256.76156,0.9810066898706657
257.037056,0.9951817452110597
257.312551,0.99366594523728
257.588046,0.9753645309127208
257.863541,0.9781248095137146
258.139037,0.9772439159624802
258.414532,0.978208931864542
258.690027,0.9781443722055312
258.965522,0.9784427517396198
259.241018,0.9790769881131388
259.516513,0.9799418948937899
259.792008,0.9804525776423338
260.067504,0.9810940033514565
260.342999,0.9812392160094241
260.618494,0.9802476844656894
260.893989,0.9798350870483797
261.169485,0.979646976770831
261.44498,0.9793923016660689
261.720475,0.9793149327303505
261.99597,0.9783527391471024
262.271466,0.9778734637369854
262.546961,0.977032854072137
262.822456,0.9808958423777117
263.097951,0.9805937729793346
263.373447,0.9783791550276723
263.648942,0.9780749264204591
263.924437,0.9758289149440664
264.199932,0.9749968877896498
264.475428,0.9738684948591906
264.750923,0.9732950552102734
265.026418,0.9715893919873726
265.301913,0.9709279648529305
265.577409,0.968967700949852
265.852904,0.9690374691359449
266.128399,0.9688378679769282
266.403894,0.9690200266184836
266.67939,0.9685521029582875
266.954885,0.9682276923456081
267.23038,0.9673721572677926
267.505875,0.9680611715037276
267.781371,0.968658649549568
268.056866,0.9696442765025136
268.332361,0.9708444686383418
268.607857,0.9717691526522391
268.883352,0.9729982454842183
269.158847,0.9747668156737089
269.434342,0.9777893702351764
269.709838,0.9751343720432402
269.985333,0.9739386159151482
270.260828,0.9744724805422174
270.536323,0.9731519913526085
270.811819,0.9733154946210458
271.087314,0.9723757258346449
271.362809,0.9719654698484441
271.638304,0.9710901233629197
271.9138,0.9709308776411942
272.189295,0.9701525032471792
272.46479,0.9698770190568636
272.740285,0.9712173445018829
273.015781,0.9717730397366239
273.291276,0.9698605312876861
273.566771,0.9686886784331494
273.842266,0.9673025089798377
274.117762,0.9670307351608243
274.393257,0.9662593524567998
274.668752,0.9659279823321323
274.944247,0.974202589046805
275.219743,0.9741285524634632
275.495238,0.9662265001973078
275.770733,0.9607481260946767
276.046229,0.9548423792777577
276.321724,0.9505999190110014
276.597219,0.9455013150813819
276.872714,0.9445619537141341
277.14821,0.9438509662833497
277.423705,0.937920582879578
277.6992,0.9355777744049827
277.974695,0.932282871642932
278.250191,0.9314209087059804
278.525686,0.9303048042747578
278.801181,0.9343286770811823
279.076676,0.935001635964807
279.352172,0.9315168500004689
279.627667,0.9284906205162111
279.903162,0.9253150545010002
280.178657,0.9257593123405123
280.454153,0.9257278370589757
280.729648,0.9269969533418999
281.005143,0.9294772013368894
281.280638,0.932858267666155
281.556134,0.9369887530163612
281.831629,0.9286809806046593
282.107124,0.9231311163663375
282.382619,0.9230046560661237
282.658115,0.9232262037682404
282.93361,0.9247452359495598
283.209105,0.9260130051464209
283.484601,0.9288407274711601
283.760096,0.9282046894407381
284.035591,0.9245233237234642
284.311086,0.9270599912779927
284.586582,0.9278548222269326
284.862077,0.9307198127574767
285.137572,0.9311340752407201
285.413067,0.9334330853847181
285.688563,0.9265521015772604
285.964058,0.9241434227124194
286.239553,0.9274410912450864
286.515048,0.9212037870937856
286.790544,0.9182110617753849
287.066039,0.9130049287407885
287.341534,0.9112864467733606
287.617029,0.9080453106763068
287.892525,0.9045660075241612
288.16802,0.9010450703850249
288.443515,0.8979956992008827
288.71901,0.895440054981025
288.994506,0.8931149348041219
289.270001,0.8912770117491229
289.545496,0.8900924012640905
289.820991,0.8889627014257235
290.096487,0.8882962293579205
290.371982,0.8876568862639164
290.647477,0.8873817552766808
290.922972,0.8881718765907073
291.198468,0.8893628246623413
291.473963,0.8902437298348694
291.749458,0.8911611532685598
292.024954,0.8929899074653672
292.300449,0.8936330917172874
292.575944,0.8971340369936851
292.851439,0.8961835787463374
293.126935,0.8910987741711249
293.40243,0.8924096526287665
293.677925,0.8911611532685598
293.95342,0.8920795221352014
294.228916,0.8898521087566975
294.504411,0.8896919497918605
294.779906,0.8887849266635072
295.055401,0.8896029850451929
295.330897,0.8883584122703522
295.606392,0.8873196407278461
295.881887,0.8860162390908893
296.157382,0.8859276418969138
296.432878,0.8847147520467684
296.708373,0.8845555177229191
296.983868,0.8832561763617458
297.259363,0.8832296790739163
297.534859,0.8823468908625137
297.810354,0.8828323151319254
298.085849,0.8816589286277922
298.361344,0.8831943505933276
298.63684,0.8849802062885278
298.912335,0.8830795427904193
299.18783,0.8819587436291876
299.463326,0.8827705190327548
299.738821,0.8950103468928257
300.014316,0.8876568862639164
300.289811,0.8799941669480309
300.565307,0.8740217657784688
300.840802,0.868732522752902
301.116297,0.8646071820446741
301.391792,0.8609145711297728
301.667288,0.8585846511095687
301.942783,0.8545929545119751
302.218278,0.8524932395521624
302.493773,0.8511814103310135
302.769269,0.8512665327280955
303.044764,0.8510026810020803
303.320259,0.8523483280192677
303.595754,0.8530475402860939
303.87125,0.8553282205719444
304.146745,0.8576149984107688
304.42224,0.8615949623601152
304.697735,0.8651434047093909
304.973231,0.8710290066379002
305.248726,0.8743801881740082
305.524221,0.8759642494576029
305.799716,0.8806632167216217
306.075212,0.8866189350268655
306.350707,0.8904307006493832
306.626202,0.8755438875128009
306.901697,0.8738120257244952
307.177193,0.8726419017681647
307.452688,0.8715343499971578
307.728183,0.8708461097513515
308.003679,0.8701062050621041
308.279174,0.869506038861762
308.554669,0.8684111511768913
308.830164,0.8677861201862019
309.10566,0.866918767814481
309.381155,0.866918767814481
309.65665,0.8666500646476012
309.932145,0.866502746658995
310.207641,0.8654635669955038
310.483136,0.8654116407392873
310.758631,0.8649617436694788
311.034126,0.865229923375723
311.309622,0.8653770249659778
311.585117,0.866918767814481
311.860612,0.8678381889154594
312.136107,0.8664767519665175
312.411603,0.8657925056453473
312.687098,0.8658790892250187
312.962593,0.8657319022910943
313.238088,0.8657319022910943
313.513584,0.865705930723601
313.789079,0.8661821999475297
314.064574,0.8669534452587377
314.340069,0.8682027575088492
314.615565,0.8692365337651632
314.89106,0.8710290066379002
315.166555,0.8722493012541098
315.442051,0.8739605863961677
315.717546,0.8757540432634853
315.993041,0.8781568997521098
316.268536,0.8802934158342212
316.544032,0.8823204208528399
316.819527,0.8839542244337557
317.095022,0.8861934600602137
317.370517,0.8882074041763178
317.646013,0.890858209979726
317.921508,0.8929274003596188
318.197003,0.8949566478829986
318.472498,0.8953505154525779
318.747994,0.8942767392286224
319.023489,0.895502737978753
319.298984,0.896022280219466
319.574479,0.8970712398090226
319.849975,0.8975019373632745
320.12547,0.8991638527451328
320.400965,0.9032372723527236
320.67646,0.9041952114794596
320.951956,0.9006126725350262
321.227451,0.8981124462301714
321.502946,0.8955654253644444
321.778441,0.8933025086349936
322.053937,0.8911255075353486
322.329432,0.8892383225822376
322.604927,0.8875326229984709
322.880423,0.8859807991501293
323.155918,0.8844670665937769
323.431413,0.8828941155569743
323.706908,0.8816853787924015
323.982404,0.8802405998137676
324.257899,0.8866544004935711
324.533394,0.8831325291525617
324.808889,0.8814473558746674
325.084385,0.878306199115154
325.35988,0.8741965876132253
325.635375,0.871717391429335
325.91087,0.8689758019167663
326.186366,0.8677514094356141
326.461861,0.8662688224985797
326.737356,0.8659137250813002
327.012851,0.8636911839964403
327.288347,0.8577608053537377
327.563842,0.8516156235652454
327.839337,0.8496336690360177
328.114832,0.8466990164178891
328.390328,0.8445004583392258
328.665823,0.8414068219522135
328.941318,0.8395661572756266
329.216813,0.8373861205425501
329.492309,0.8358383883132846
329.767804,0.8338931519489202
330.043299,0.8326932099756844
330.318794,0.8308965337510072
330.59429,0.8305808530513136
330.869785,0.829900055916784
331.14528,0.8205995888582095
331.420776,0.8160578760510893
331.696271,0.8115981098105366
331.971766,0.8070577919139713
332.247261,0.8006911394255977
332.522757,0.7948753254175717
332.798252,0.7894490356986552
333.073747,0.7838637985995272
333.349242,0.7785983211889915
333.624738,0.7734146172503656
333.900233,0.768788023208762
334.175728,0.7643801767783277
334.451223,0.7606971222612785
334.726719,0.7570545253009127
335.002214,0.7540021948777271
335.277709,0.7510147401853737
335.553204,0.749521706913224
335.8287,0.7479344040301218
336.104195,0.7474708284229112
336.37969,0.7470075401434964
336.655185,0.7478297005429727
336.930681,0.7483683318113514
337.206176,0.7519164988205662
337.481671,0.7531732484674727
337.757166,0.7558139734100188
338.032662,0.757630105432887
338.308157,0.7609329749244534
338.583652,0.7622581508695524
338.859148,0.7630742036013362
339.134643,0.7668991289641586
339.410138,0.769895875424341
339.685633,0.7741032626614701
339.961129,0.7788630896262796
340.236624,0.7826888843076432
340.512119,0.786958314158493
340.787614,0.791638841007714
341.06311,0.7967773494586695
341.338605,0.8022861012537229
341.6141,0.807881410835966
341.889595,0.813963299992745
342.165091,0.8203780568773811
342.440586,0.8272899837624922
342.716081,0.8344103260105208
342.991576,0.8415498732709629
343.267072,0.8488184120996842
343.542567,0.8560298773527772
343.818062,0.8636911839964403
344.093557,0.8688280885864292
344.369053,0.8750624707764071
344.644548,0.8817118297505276
344.920043,0.8878078007619501
345.195538,0.8940621385643173
345.471034,0.8992537736263764
345.746529,0.9054366187202428
346.022024,0.909695819168611
346.297519,0.9177080199595783
346.573015,0.9240796590161251
346.84851,0.9234468812008437
347.124005,0.9263621778642828
347.399501,0.9273464970781641
347.674996,0.9296677636951377
347.950491,0.9308147510201471
348.225986,0.9331456322644726
348.501482,0.9385951902709635
348.776977,0.939431851262616
349.052472,0.9388204801503326
349.327967,0.9386599555734694
349.603463,0.9383380504185977
349.878958,0.9383380504185977
350.154453,0.9388852609983765
350.429948,0.9391096813929241
350.705444,0.942203498127694
350.980939,0.9440444755654616
351.256434,0.9464084857613604
351.531929,0.9470247982735476
351.807425,0.9467653490249909
352.08292,0.9476737324949611
352.358415,0.9490374676128392
352.63391,0.950827139543417
352.909406,0.9540902598568574
353.184901,0.9539595584445081
353.460396,0.9511856689535723
353.735891,0.9548089603793171
354.011387,0.9579870680560871
354.286882,0.9594980460132296
354.562377,0.9609777723384464
354.837873,0.9631857490100716
355.113368,0.9661936490547737
355.388863,0.962856395806518
355.664358,0.961044082092398
355.939854,0.9617026228130777
356.215349,0.9615381857243485
356.490844,0.9623943356398426
356.766339,0.9631202546059738
357.041835,0.9641764130741397
357.31733,0.9659617904031517
357.592825,0.9651343157723004
357.86832,0.9641436316333828
358.143816,0.9619988728410666
358.419311,0.9602544284490284
358.694806,0.9601228826034272
358.970301,0.9587748571629942
359.245797,0.9587422593720162
359.521292,0.9574622349601948
359.796787,0.956905154065713
360.072282,0.9551040419358269
360.347778,0.9545149245033696
360.623273,0.9520335530608864
360.898768,0.9470891981494011
361.174263,0.9442389687595392
361.449759,0.9405589055863257
361.725254,0.9371817925818752
362.000749,0.9314851789659796
362.276245,0.9260130051464209
362.55174,0.921141147366038
362.827235,0.9152902965821466
363.10273,0.9098204560332674
363.378226,0.9038878373641173
363.653721,0.8981124462301714
363.929216,0.8921330485123047
364.204711,0.8863175358297234
364.480207,0.8800293674187135
364.755702,0.8740742086576861
365.031197,0.8678729031372958
365.306692,0.8618017699670018
365.582188,0.8558586884967629
365.857683,0.8505347582180903
366.133178,0.8451087176162929
366.408673,0.8395997405935794
366.684169,0.8356378111703093
366.959664,0.8303566264929373
367.235159,0.825282109657012
367.510654,0.8207719328673574
367.78615,0.8162047796897094
368.061645,0.8120770939817608
368.33714,0.8084632949048953
368.612635,0.8050346170029641
368.888131,0.8026391848109607
369.163626,0.800170859294332
369.439121,0.7988037363481912
369.714616,0.7977659661876955
369.990112,0.7971598943898482
370.265607,0.7966976757074776
370.541102,0.7976542867701709
370.816598,0.7980372527322985
371.092093,0.8019010963336941
371.367588,0.8042139003302803
371.643083,0.8049541175663028
371.918579,0.8075825500066196
372.194074,0.810543717771102
372.469569,0.8130440409429331
372.745064,0.8172093292400525
373.02056,0.8219793548464005
373.296055,0.8245726721445623
373.57155,0.8265870860501421
373.847045,0.8295349802147249
374.122541,0.8335763327506397
374.398036,0.837612245320568
374.673531,0.8424508135524562
374.949026,0.846902248568712
375.224522,0.8518796653329102
375.500017,0.8571177259346489
375.775512,0.8624224906740174
376.051007,0.8681072604579574
376.326503,0.8736023360020946
376.601998,0.8790354958767078
376.877493,0.8847147520467684
377.152988,0.8912235367326844
377.428484,0.8973134817449607
377.703979,0.904475555446088
377.979474,0.9073926607536938
378.25497,0.910599595767863
378.530465,0.9160118295825195
378.80596,0.919785305278816
379.081455,0.9232262037682404
379.356951,0.9274095587840391
379.632446,0.930145735753973
379.907941,0.9305923128770701
380.183436,0.933944746897959
380.458932,0.9366037297665691
380.734427,0.9400107195561235
381.009922,0.9418163320580408
381.285417,0.9441417171543006
381.560913,0.9464728437265382
381.836408,0.9476405644947672
382.111903,0.9491352235063455
382.387398,0.9501760459778351
382.662894,0.9507624854961906
382.938389,0.9521963647184599
383.213884,0.9524573022692047
383.489379,0.9536324064257403
383.764875,0.9548089603793171
384.04037,0.9559219610151467
384.315865,0.9566755243854012
384.59136,0.9572324715965109
384.866856,0.9577571787475742
385.142351,0.9587422593720162
385.417846,0.9594654236342487
385.693342,0.9603859923176452
385.968837,0.9615381857243485
386.244332,0.9629555751229333
386.519827,0.9642757283593357
386.795323,0.9654982400047539
387.070818,0.9663917390563613
387.346313,0.967369255155674
387.621808,0.9682141372528011
387.897304,0.9695482864707249
388.172799,0.9700962360337558
388.448294,0.9697538524966856
388.723789,0.9703659602773059
388.999285,0.9704552380523661
389.27478,0.9705755819630528
389.550275,0.9712999014847876
389.82577,0.9708415561093048
390.101266,0.971030888672071
390.376761,0.9709104883068526
390.652256,0.9710211784117356
390.927751,0.9731354479093752
391.203247,0.9719956012450437
391.478742,0.9710503094840519
391.754237,0.9699604320672105
392.029732,0.9690665406960902
392.305228,0.9683206466658093
392.580723,0.9673160513097595
392.856218,0.9666072684448046
393.131713,0.9665376752268625
393.407209,0.9648371001765937
393.682704,0.9629883161690821
393.958199,0.9635161783873807
394.233695,0.9626917614394748
394.50919,0.9607481260946767
394.784685,0.9580531714443237
395.06018,0.9561189012232608
395.335676,0.9532081344124052
395.611171,0.953535140880912
395.886666,0.950827139543417
396.162161,0.9480955411513867
396.437657,0.945403933461168
396.713152,0.9430103696138187
396.988647,0.9416543535794754
397.264142,0.9401395098466362
397.539638,0.938434704215376
397.815133,0.9343286770811823
398.090628,0.9324106031457552
398.366123,0.9303373655127258
398.641619,0.9291900372508124
398.917114,0.928267809505678
399.192609,0.9281406455267072
399.468104,0.9285221897339823
399.7436,0.9287766396720191
400.019095,0.9280766060315538
400.29459,0.9283634260142227
400.570085,0.9297319129839577
400.845581,0.9295404079355802
401.121076,0.9293814701153942
401.396571,0.9295720128467305
401.672067,0.9305597427161005
401.947562,0.9313249772929363
402.223057,0.9334330853847181
402.498552,0.9321234649015459
402.774048,0.9326978298421648
403.049543,0.9340727060932889
403.325038,0.9348408295131724
403.600533,0.9361870338285456
403.876029,0.9366683576535595
404.151524,0.937920582879578
404.427019,0.9392383482327522
404.702514,0.9404620330080737
404.97801,0.941493344451686
405.253505,0.9432367192633975
405.529,0.9453387028402415
405.804495,0.9479012014859469
406.079991,0.9499812798526196
406.355486,0.9520011844703515
406.630981,0.9537964453065848
406.906476,0.9558235061236761
407.181972,0.9583157139799843
407.457467,0.961011407149084
407.732962,0.963219461101245
408.008457,0.9653003331516985
408.283953,0.967021064901824
408.559448,0.9689706078573151
408.834943,0.9712901885343376
409.110438,0.9730653846794323
409.385934,0.9747034578898404
409.661429,0.9760533814071574
409.936924,0.9767417416595273
410.21242,0.9779869036381659
410.487915,0.9789262218662684
410.76341,0.9801035986466401
411.038905,0.9809468502877094
411.314401,0.9818104634500222
411.589896,0.9823987440900909
411.865391,0.982971649543608
412.140886,0.9836521013342582
412.416382,0.9846500304295569
412.691877,0.9852735112096672
412.967372,0.9858678103000946
413.242867,0.9862770303486561
413.518363,0.9868650266642405
413.793858,0.9875106474866759
414.069353,0.9884344017298873
414.344848,0.9897795870349094
414.620344,0.9902137005562578
414.895839,0.9897053563495674
415.171334,0.9922204188081899
415.446829,0.9909772515113805
415.722325,0.9911469213401621
415.99782,0.9902645988485413
416.273315,0.9886004726589454
416.54881,0.9895727447169943
416.824306,0.987828677115189
417.099801,0.9862563187484914
417.375296,0.9849671387910615
417.650792,0.9841844010951825
417.926287,0.9831535161209133
418.201782,0.9822445195942084
418.477277,0.9815984152919426
418.752773,0.9814806305493334
419.028268,0.981944980697736
419.303763,0.9822946153421385
419.579258,0.9836717745730166
419.854754,0.9846529843840791
420.130249,0.9849198615030634
420.405744,0.9857899298194004
420.681239,0.9870268858006999
420.956735,0.9886716544554908
421.23223,0.989396616444316
421.507725,0.9904376131863225
421.78322,0.9924617561594764
422.058716,0.9915680499937406
422.334211,0.9928391618594455
422.609706,0.9928732168267367
422.885201,0.9933188190024989
423.160697,0.9944456825777291
423.436192,0.9919484884611511
423.711687,0.992074275504218
423.987182,0.9922509796677239
424.262678,0.9927507038309876
424.538173,0.9928868192829838
424.813668,0.9932779944379884
425.089164,0.9935229669952916
425.364659,0.9938395538421831
425.640154,0.9946705521671091
425.915649,0.9952943066316714
426.191145,0.995938868788042
426.46664,0.9953079422570761
426.742135,0.9944456825777291
427.01763,0.9946774154175972
427.293126,0.9948988552556088
427.568621,0.9952704198549548
427.844116,0.9956727894720816
428.119611,0.995570439570199
428.395107,0.9954681997361604
428.670602,0.9956148430019929
428.946097,0.9950454146508224
429.221592,0.9952806711930735
429.497088,0.9952226480213349
429.772583,0.9947216795474529
430.048078,0.994224343604729
430.323573,0.9943878075231836
430.599069,0.9942549661860974
430.874564,0.9945376730578618
431.150059,0.9946399167858897
431.425554,0.9950181507799777
431.70105,0.9947795740339158
431.976545,0.994742071550901
432.25204,0.9950011361150752
432.527535,0.9951135775962803
432.803031,0.9951101942158681
433.078526,0.9959319968335557
433.354021,0.9954783535635822
433.629517,0.9952704198549548
433.905012,0.995151094085337
434.180507,0.9949942706309219
434.456002,0.9950999446336531
434.731498,0.994394569383265
435.006993,0.9940779051443734
435.282488,0.9938735437361484
435.557983,0.9936217280865559
435.833479,0.9937850929268753
436.108974,0.9938770222996389
436.384469,0.993342658940233
436.659964,0.9933255735934337
436.93546,0.9932949796369163
437.210955,0.9933596452449334
437.48645,0.9936114938354631
437.761945,0.9935264443317615
438.037441,0.9939144921696823
438.312936,0.9933528904223121
438.588431,0.9934651456412302
438.863926,0.993856548643859
439.139422,0.9938463119741269
439.414917,0.9934991227302161
439.690412,0.9936795585539808
439.965907,0.9923937748575656
440.241403,0.9926521285804394
440.516898,0.9932371715513331
440.792393,0.9925535631179275
441.067889,0.992689552271119
441.343384,0.9921456082090068
441.618879,0.9921625740439646
441.894374,0.9919111918991648
442.16987,0.9921524540373214
442.445365,0.9924141191384784
442.72086,0.9927881312380242
442.996355,0.9927541784645316
