nu,[0]Methylisothiocyanate-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
627.612552,0.9618526601248426
627.730555,0.9650628984754057
627.848557,0.9638958785576869
627.966559,0.9639874530158677
628.084562,0.9643528735033691
628.202564,0.9661095938637598
628.320566,0.9623760503211765
628.438569,0.9650812348446718
628.556571,0.9618440034898564
628.674573,0.9698905974301788
628.792576,0.9654229340790029
628.910578,0.9619459643580569
629.028581,0.9647753525781267
629.146583,0.9670094607186704
629.264585,0.968474621889335
629.382588,0.9643885552197964
629.50059,0.9640732517171717
629.618592,0.9635865176357542
629.736595,0.9601900935575652
629.854597,0.9615237627597352
629.972599,0.9670848903983258
630.090602,0.9717400000149513
630.208604,0.9623568029926439
630.326607,0.961395888603108
630.444609,0.9642834425960195
630.562611,0.9601219224810246
630.680614,0.9667049007092638
630.798616,0.9608586184823682
630.916618,0.9651449323081647
631.034621,0.96305091244399
631.152623,0.9628592843800384
631.270625,0.9676662831084646
631.388628,0.9622297802783325
631.50663,0.9615237627597352
631.624632,0.9658265652184791
631.742635,0.9646248593619006
631.860637,0.9647058912533788
631.97864,0.959950076037616
632.096642,0.9672841304067641
632.214644,0.9670084937096932
632.332647,0.9624135837190355
632.450649,0.966924367630278
632.568651,0.9664584223869047
632.686654,0.9677688611710153
632.804656,0.9698440437987982
632.922658,0.9635267771236359
633.040661,0.9696326408410098
633.158663,0.9674582572211805
633.276666,0.968572442766017
633.394668,0.9625762453592055
633.51267,0.963488236823362
633.630673,0.9745865004924779
633.748675,0.9666556000165061
633.866677,0.9629902421476404
633.98468,0.9694057733475848
634.102682,0.9669891537332195
634.220684,0.9676817658928563
634.338687,0.9652047731490146
634.456689,0.9673276591720223
634.574691,0.9596525376348796
634.692694,0.9635383395143355
634.810696,0.965831394363378
634.928699,0.96994103305256
635.046701,0.967652735875332
635.164703,0.9641725563762008
635.282706,0.9649654320447973
635.400708,0.9723815601065028
635.51871,0.9677533769931104
635.636713,0.9669930216975703
635.754715,0.9683555068365686
635.872717,0.9702922152666708
635.99072,0.9667029673013958
636.108722,0.9698324057401011
636.226725,0.9698139790994457
636.344727,0.9662458249205583
636.462729,0.9630104651550664
636.580732,0.974448119034724
636.698734,0.9717837292988535
636.816736,0.9757020654305207
636.934739,0.971911041306146
637.052741,0.9722959942941644
637.170743,0.9689182848572246
637.288746,0.9680156736978737
637.406748,0.9703688713795534
637.52475,0.9707347694115088
637.642753,0.9716894708487203
637.760755,0.9693728141116013
637.878758,0.9725157580212406
637.99676,0.9722687703874606
638.114762,0.9692671582332131
638.232765,0.968707083692889
638.350767,0.9726655369806597
638.468769,0.9750553893579467
638.586772,0.967242538083398
638.704774,0.9705901407059726
638.822776,0.9678540285781093
638.940779,0.9707774826810479
639.058781,0.9700079612928384
