nu,[0]Methylglyoxal-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
588.556771,0.9256445253027256
588.675774,0.9236094221551194
588.794776,0.9290153659434266
588.913778,0.9210600905116237
589.032781,0.9255362312285921
589.151783,0.9249764511592442
589.270785,0.9241896310387536
589.389788,0.923626970900853
589.50879,0.9246268761345481
589.627793,0.9243347402015979
589.746795,0.9239743199394387
589.865797,0.9270034423432847
589.9848,0.9279810190639459
590.103802,0.9264724215228163
590.222804,0.9276034076383246
590.341807,0.9290878319681084
590.460809,0.9298090839352856
590.579812,0.9298444173518058
590.698814,0.9306472194432577
590.817816,0.9335404363621003
590.936819,0.92993275676751
591.055821,0.9327202148587
591.174823,0.9314199772855374
591.293826,0.9320050927382949
591.412828,0.9314171830297969
591.531831,0.9304322647637876
591.650833,0.9318662343246855
591.769835,0.9297244751584052
591.888838,0.9285194041715915
592.00784,0.9292996881444835
592.126843,0.9285611884849192
592.245845,0.9292597291170186
592.364847,0.9297663137011475
592.48385,0.9289447634585434
592.602852,0.9290627469352948
592.721854,0.9283402172186835
592.840857,0.925738945859673
592.959859,0.9299894843958479
593.078862,0.9285463316247586
593.197864,0.9294493174391097
593.316866,0.9268384504152649
593.435869,0.9289391898066836
593.554871,0.9289939988357326
593.673873,0.9279698833585315
593.792876,0.9281267235214395
593.911878,0.9304964668050013
594.030881,0.9277397753620296
594.149883,0.9313082135942187
594.268885,0.9298341891194702
594.387888,0.9290506691980901
594.50689,0.9286521919404872
594.625893,0.9312728245544981
594.744895,0.9320591506013366
594.863897,0.9291928248251056
594.9829,0.9306872381340894
595.101902,0.9291612328061288
595.220904,0.9307347043936136
595.339907,0.9297142482454266
595.458909,0.9316761530018375
595.577912,0.9295283239888229
595.696914,0.9322362586646841
595.815916,0.9309851057065621
595.934919,0.9301727103714399
596.053921,0.9305029803030661
596.172923,0.9326194865149239
596.291926,0.9305504371652012
596.410928,0.9306397742952828
596.529931,0.9324217921401268
596.648933,0.930445290906677
596.767935,0.931453509008287
596.886938,0.9313743388248018
597.00594,0.9313259086183792
597.124942,0.9302061971917724
597.243945,0.9313491920571364
597.362947,0.9294781308145554
597.48195,0.9298035050975185
597.600952,0.9315615638823935
597.719954,0.9308175434685888
597.838957,0.9323481337280933
597.957959,0.9311135905163976
598.076962,0.9307775191747482
598.195964,0.9282381054110418
598.314966,0.9333220134564681
598.433969,0.9307979965054197
598.552971,0.9315252336898455
598.671973,0.9306276760568556
598.790976,0.9310782088722135
598.909978,0.9310344492247562
599.028981,0.9302443364277063
599.147983,0.9313715447059765
599.266985,0.9310698292060422
599.385988,0.9319668813128321
599.50499,0.9302648020282285
599.623992,0.9324208597188008
599.742995,0.9325271617559098
599.861997,0.9326204191348767
599.981,0.9308957354262564
600.100002,0.9332212201219529
600.219004,0.9333416134245497
600.338007,0.9329067775573199
600.457009,0.9331502980042982
600.576012,0.9325402172275625
600.695014,0.9336281932876291
600.814016,0.9316277071014857
600.933019,0.9334032160038984
601.052021,0.9332417512146367
601.171023,0.9347015486062601
601.290026,0.9338205405065297
601.409028,0.9348800936525531
601.528031,0.9347866103174325
601.647033,0.9342941075596704
601.766035,0.9336618045075858
601.885038,0.9351755624437575
602.00404,0.9343978199615414
602.123042,0.9365962369667022
602.242045,0.9358463237612261
602.361047,0.9361804805422453
602.48005,0.9361065252055567
602.599052,0.9348707448983604
602.718054,0.9364763603206395
602.837057,0.9357237359224921
602.956059,0.9351577942768693
603.075062,0.9341922750519188
603.194064,0.9364089364499849
603.313066,0.9359502084686583
603.432069,0.9363574353747728
603.551071,0.9369625176985729
603.670073,0.9371414946312062
603.789076,0.9375117386399634
603.908078,0.9351830438781829
604.027081,0.9384074900035617
604.146083,0.938751948756708
604.265085,0.9392205028736672
604.384088,0.939089960296687
604.50309,0.9406379158527797
604.622092,0.9400473806890737
604.741095,0.9395239200953388
604.860097,0.9401451507006178
604.9791,0.9406661354135465
605.098102,0.9405466784000299
605.217104,0.9412965929039485
605.336107,0.9418210411514738
605.455109,0.9423156270155076
605.574111,0.9415479526492866
605.693114,0.9417579412555868
605.812116,0.9438113253752307
605.931119,0.9432008769490737
606.050121,0.9447792279490675
606.169123,0.9433385943302325
606.288126,0.9441672093248066
606.407128,0.9443286757225846
606.526131,0.9448274129183992
606.645133,0.9449171757862952
606.764135,0.946884648974707
606.883138,0.9458427026728791
607.00214,0.9449322945820577
607.121142,0.947704058539615
607.240145,0.9468571897180479
607.359147,0.9478822436514962
607.47815,0.9481211400765817
607.597152,0.949166545485531
607.716154,0.9485222801539791
607.835157,0.9494522876177557
607.954159,0.9489757821822427
608.073161,0.9519193158888866
608.192164,0.9503813061710692
608.311166,0.9509659704401993
608.430169,0.9515995247266718
608.549171,0.951492000055636
608.668173,0.9524334911342883
608.787176,0.9524849239314827
608.906178,0.9550992664275559
609.025181,0.9532815342646129
609.144183,0.9547984575385187
609.263185,0.9536848576504892
609.382188,0.9559707142783561
609.50119,0.9545483331103745
609.620192,0.9566697843494749
609.739195,0.9559821859957576
609.858197,0.9567109220346558
609.9772,0.9574574476609883
610.096202,0.9575895859060947
610.215204,0.9584192176661925
610.334207,0.9588937526166482
610.453209,0.9595767280789232
610.572211,0.9592303833990629
610.691214,0.9609412558769147
610.810216,0.9594721399157211
610.929219,0.9615151090848119
611.048221,0.9623337067065286
611.167223,0.9631982705061982
611.286226,0.9617862945809316
611.405228,0.9630133541907954
611.52423,0.9632917052699501
611.643233,0.9652424168692153
611.762235,0.9662023448367462
611.881238,0.9648438540599336
612.00024,0.967242538083398
612.119242,0.9661250517409243
612.238245,0.9674302013385333
612.357247,0.9680040575794862
612.47625,0.9689502596882067
612.595252,0.9678782252312808
612.714254,0.9685424174856855
612.833257,0.9688679024163668
612.952259,0.9697955528088932
613.071261,0.9700642233861783
613.190264,0.9698246471118898
613.309266,0.9708221394723496
613.428269,0.971713763389147
613.547271,0.972467133448964
613.666273,0.970547435679299
613.785276,0.9721521051350692
613.904278,0.9725011703942777
614.02328,0.9737136620780402
614.142283,0.9731957841775506
614.261285,0.9747521942811345
614.380288,0.9742688370752676
614.49929,0.9752318903562789
614.618292,0.9760065319692453
614.737295,0.9764204464824761
614.856297,0.9768726338224888
614.9753,0.9774472038382065
615.094302,0.9788459532071354
615.213304,0.9779604983482407
615.332307,0.9791073399702217
615.451309,0.9778891098375736
615.570311,0.9800271535473433
615.689314,0.9799252360231775
615.808316,0.9802182774762624
615.927319,0.980059494977041
616.046321,0.9808173738491044
616.165323,0.9806722236191567
616.284326,0.9812294036663258
616.403328,0.9809380218057852
616.52233,0.9815964520970751
616.641333,0.9819960431643449
616.760335,0.9819322154959609
616.879338,0.9845899686096048
616.99834,0.9840446568323045
617.117342,0.9849769885116979
617.236345,0.9853257320896024
617.355347,0.9858135890616259
617.474349,0.9860906416042114
617.593352,0.9857416272962608
617.712354,0.9863184548538393
617.831357,0.9856095467677961
617.950359,0.9865729578446657
618.069361,0.9859821775992645
618.188364,0.9872618261563137
618.307366,0.9863243727823222
618.426369,0.9872924317473087
618.545371,0.9865522400300887
618.664373,0.9881280345547166
618.783376,0.9876587851938492
618.902378,0.9883355632317216
619.02138,0.9883256799255059
619.140383,0.9887349314662186
619.259385,0.9887388864138543
619.378388,0.9887349314662186
619.49739,0.9894906135876719
619.616392,0.9897716688298861
619.735395,0.9900818128752582
619.854397,0.9892462395875471
619.973399,0.9906914948801314
620.092402,0.9905725199761823
620.211404,0.9904711895905264
620.330407,0.9900458735577534
620.449409,0.991582824467755
620.568411,0.9908772669510089
620.687414,0.9913026427531014
620.806416,0.991074570255751
620.925419,0.9915252151792194
621.044421,0.9924424033439219
621.163423,0.9912562508749989
621.282426,0.9918392809445556
621.401428,0.9918328340101821
621.52043,0.9924873620030993
621.639433,0.9921946214126685
621.758435,0.9931024977219627
621.877438,0.9924455791646939
621.99644,0.9942325957010271
622.115442,0.9932291263628266
622.234445,0.9956224097035532
622.353447,0.9938463119741269
622.472449,0.9938695682499245
622.591452,0.993674590168609
622.710454,0.9946284784926169
622.829457,0.9951741818585369
622.948459,0.9937082763081926
623.067461,0.9953838871503312
623.186464,0.9945456293910715
623.305466,0.9950884015412454
623.424468,0.9934752790373961
623.543471,0.9949355677007082
623.662473,0.9945752672924298
623.781476,0.995603692178196
623.900478,0.9954145454461907
624.01948,0.995885288718218
624.138483,0.9956172324804835
624.257485,0.9958785167212796
624.376488,0.9963765804852048
624.49549,0.996530931171674
624.614492,0.996896725142502
624.733495,0.9957880950571669
624.852497,0.9973662743570574
624.971499,0.9962992646624519
625.090502,0.9981243612130405
625.209504,0.9964682513474045
625.328507,0.9979225608699054
625.447509,0.9972913749623606
625.566511,0.9981345421334474
625.685514,0.9976358988991314
625.804516,0.998998302034693
625.923518,0.9975988872938517
626.042521,0.9969257352592988
626.161523,0.9984219464379921
626.280526,0.9978018195450377
626.399528,0.9980737575907397
626.51853,0.9975573880433307
626.637533,0.998941660436772
626.756535,0.9981119845476969
626.875538,0.9993307740316558
626.99454,0.9978357453836382
627.113542,0.9998100080507567
627.232545,0.9981370374729219
627.351547,0.9986247465289658
627.470549,0.9990491423519043
627.589552,0.9982408491229313
627.708554,0.9985534472674775
627.827557,0.9981126832263306
627.946559,0.9999352870939704
628.065561,0.9995966113830749
628.184564,0.9994853624713447
628.303566,0.998526087277856
628.422568,0.9990369140652393
628.541571,0.9992563166696262
628.660573,0.9993123865145793
628.779576,0.9994290930294373
628.898578,0.9999186973052432
629.01758,0.9999659635792522
629.136583,0.9994733687189578
629.255585,0.9992408682863868
629.374587,0.9994841930741547
629.49359,1.0
629.612592,0.9991497017086468
629.731595,0.9999294054919096
629.850597,0.9996422140206744
629.969599,1.0
630.088602,0.9986308381584991
630.207604,0.9991509006890082
630.326607,0.998707835564333
630.445609,0.9997266673621739
630.564611,0.9984048735686815
630.683614,0.9993953828546547
630.802616,0.9994718994941856
630.921618,0.9999206381493183
631.040621,1.0
631.159623,0.99853267757178
631.278626,0.9995922531513501
631.397628,0.9983931922999963
631.51663,0.999995887808455
631.635633,0.9987337024322486
631.754635,0.9999204031679959
631.873637,0.9999433686036181
631.99264,1.0
632.111642,0.9997699564640729
632.230645,1.0
632.349647,0.999739573916761
632.468649,1.0
632.587652,0.9997749953173514
632.706654,0.9990395715069651
632.825657,1.0
632.944659,0.999442125669783
633.063661,1.0
633.182664,0.9998532307716572
633.301666,1.0
633.420668,0.9997261275099192
633.539671,1.0
633.658673,0.9999167634643527
633.777676,1.0
633.896678,1.0
634.01568,0.9997596188961684
634.134683,0.9999861950952885
634.253685,0.9996533301038997
634.372687,1.0
634.49169,0.9999453804916997
634.610692,1.0
634.729695,0.9994369885504595
634.848697,1.0
634.967699,0.9997177998259619
635.086702,1.0
635.205704,1.0
635.324706,1.0
635.443709,1.0
635.562711,0.9999164224927944
635.681714,0.9999735933486618
635.800716,0.9958968410545705
635.919718,0.9987176229490796
636.038721,0.9992887330703301
636.157723,1.0
636.276726,0.9999036376431502
636.395728,1.0
636.51473,1.0
636.633733,1.0
636.752735,1.0
636.871737,1.0
636.99074,1.0
637.109742,0.998895810066832
637.228745,0.9978806490025043
637.347747,0.9984080684693888
637.466749,0.9994847228009174
637.585752,0.9998315041970126
637.704754,0.9999322702937601
637.823756,1.0
637.942759,1.0
638.061761,1.0
638.180764,1.0
638.299766,1.0
638.418768,0.9998009098210805
638.537771,0.9970622237348788
638.656773,0.9958068160493309
638.775776,0.9947442599858657
638.894778,0.999155167072463
639.01378,0.9995824671910942
639.132783,0.999914974614863
639.251785,1.0
639.370787,1.0
639.48979,1.0
639.608792,1.0
639.727795,1.0
639.846797,1.0
639.965799,1.0
640.084802,1.0
640.203804,1.0
640.322806,1.0
640.441809,1.0
640.560811,1.0
640.679814,1.0
640.798816,1.0
640.917818,1.0
641.036821,1.0
641.155823,1.0
641.274825,1.0
641.393828,1.0
641.51283,1.0
641.631833,1.0
641.750835,1.0
641.869837,1.0
641.98884,1.0
642.107842,1.0
642.226845,1.0
642.345847,1.0
642.464849,0.9996392650804927
642.583852,1.0
642.702854,1.0
642.821856,1.0
642.940859,1.0
643.059861,1.0
643.178864,1.0
643.297866,1.0
643.416868,1.0
643.535871,1.0
643.654873,1.0
643.773875,1.0
643.892878,1.0
644.01188,1.0
644.130883,1.0
644.249885,1.0
644.368887,1.0
644.48789,1.0
644.606892,1.0
644.725895,1.0
644.844897,1.0
644.963899,1.0
645.082902,1.0
645.201904,1.0
645.320906,1.0
645.439909,1.0
645.558911,1.0
645.677914,1.0
645.796916,1.0
645.915918,1.0
646.034921,1.0
646.153923,1.0
646.272925,1.0
646.391928,1.0
646.51093,1.0
646.629933,1.0
646.748935,1.0
646.867937,1.0
646.98694,1.0
647.105942,1.0
647.224944,1.0
647.343947,1.0
647.462949,1.0
647.581952,1.0
647.700954,1.0
647.819956,1.0
647.938959,1.0
648.057961,1.0
648.176964,1.0
648.295966,1.0
648.414968,1.0
648.533971,1.0
648.652973,1.0
648.771975,1.0
648.890978,1.0
649.00998,1.0
649.128983,1.0
649.247985,1.0
649.366987,1.0
649.48599,1.0
649.604992,1.0
649.723994,1.0
649.842997,1.0
649.961999,1.0
650.081002,1.0
650.200004,1.0
650.319006,1.0
650.438009,1.0
650.557011,1.0
650.676014,1.0
650.795016,1.0
650.914018,1.0
651.033021,1.0
651.152023,1.0
651.271025,1.0
651.390028,1.0
651.50903,1.0
651.628033,1.0
651.747035,1.0
651.866037,1.0
651.98504,1.0
652.104042,1.0
652.223044,1.0
652.342047,1.0
652.461049,1.0
652.580052,1.0
652.699054,1.0
652.818056,1.0
652.937059,1.0
653.056061,1.0
653.175064,1.0
653.294066,1.0
653.413068,1.0
653.532071,1.0
653.651073,1.0
653.770075,1.0
653.889078,1.0
654.00808,1.0
654.127083,1.0
654.246085,1.0
654.365087,1.0
654.48409,1.0
654.603092,1.0
654.722094,1.0
654.841097,1.0
654.960099,1.0
655.079102,1.0
655.198104,1.0
655.317106,1.0
655.436109,1.0
655.555111,1.0
655.674113,1.0
655.793116,1.0
655.912118,1.0
656.031121,1.0
656.150123,1.0
656.269125,1.0
656.388128,1.0
656.50713,1.0
656.626133,1.0
656.745135,1.0
656.864137,1.0
656.98314,1.0
657.102142,1.0
657.221144,1.0
657.340147,1.0
657.459149,1.0
657.578152,1.0
657.697154,1.0
657.816156,1.0
657.935159,1.0
658.054161,1.0
658.173163,1.0
658.292166,1.0
658.411168,1.0
658.530171,1.0
658.649173,1.0
658.768175,1.0
658.887178,1.0
659.00618,1.0
659.125183,1.0
659.244185,1.0
659.363187,1.0
659.48219,1.0
659.601192,1.0
659.720194,1.0
659.839197,1.0
659.958199,1.0
660.077202,1.0
660.196204,1.0
660.315206,1.0
660.434209,1.0
660.553211,1.0
660.672213,1.0
660.791216,1.0
660.910218,1.0
661.029221,1.0
661.148223,1.0
661.267225,1.0
661.386228,1.0
661.50523,1.0
661.624232,1.0
661.743235,1.0
661.862237,1.0
661.98124,1.0
662.100242,1.0
662.219244,1.0
662.338247,1.0
662.457249,1.0
662.576252,1.0
662.695254,1.0
662.814256,1.0
662.933259,1.0
663.052261,1.0
663.171263,1.0
663.290266,1.0
663.409268,1.0
663.528271,1.0
663.647273,1.0
663.766275,1.0
663.885278,1.0
664.00428,1.0
664.123282,1.0
664.242285,1.0
664.361287,1.0
664.48029,1.0
664.599292,1.0
664.718294,1.0
664.837297,1.0
664.956299,1.0
665.075302,1.0
665.194304,1.0
665.313306,1.0
665.432309,1.0
665.551311,1.0
665.670313,1.0
665.789316,1.0
665.908318,1.0
666.027321,1.0
666.146323,1.0
666.265325,1.0
666.384328,1.0
666.50333,1.0
666.622332,1.0
666.741335,1.0
666.860337,1.0
666.97934,1.0
667.098342,1.0
667.217344,1.0
667.336347,1.0
667.455349,1.0
667.574351,1.0
667.693354,1.0
667.812356,1.0
667.931359,1.0
668.050361,1.0
668.169363,1.0
668.288366,1.0
668.407368,1.0
668.526371,1.0
668.645373,1.0
668.764375,1.0
668.883378,1.0
669.00238,1.0
669.121382,1.0
669.240385,1.0
669.359387,1.0
669.47839,1.0
669.597392,1.0
669.716394,1.0
669.835397,1.0
669.954399,1.0
670.073401,1.0
670.192404,1.0
670.311406,1.0
670.430409,1.0
670.549411,1.0
670.668413,1.0
670.787416,1.0
670.906418,1.0
671.025421,1.0
671.144423,1.0
671.263425,1.0
671.382428,1.0
671.50143,1.0
671.620432,1.0
671.739435,1.0
671.858437,1.0
671.97744,1.0
672.096442,1.0
672.215444,1.0
672.334447,1.0
672.453449,1.0
672.572451,1.0
672.691454,1.0
672.810456,1.0
672.929459,1.0
673.048461,1.0
673.167463,1.0
673.286466,1.0
673.405468,1.0
673.52447,1.0
673.643473,1.0
673.762475,1.0
673.881478,1.0
674.00048,1.0
674.119482,1.0
674.238485,1.0
674.357487,1.0
674.47649,1.0
674.595492,1.0
674.714494,1.0
674.833497,1.0
674.952499,1.0
675.071501,1.0
675.190504,1.0
675.309506,1.0
675.428509,1.0
675.547511,1.0
675.666513,1.0
675.785516,1.0
675.904518,1.0
676.02352,1.0
676.142523,1.0
676.261525,1.0
676.380528,1.0
676.49953,1.0
676.618532,1.0
676.737535,1.0
676.856537,1.0
676.97554,1.0
677.094542,1.0
677.213544,1.0
677.332547,1.0
677.451549,1.0
677.570551,1.0
677.689554,1.0
677.808556,1.0
677.927559,1.0
678.046561,1.0
678.165563,1.0
678.284566,1.0
678.403568,1.0
678.52257,1.0
678.641573,1.0
678.760575,1.0
678.879578,1.0
678.99858,1.0
679.117582,1.0
679.236585,1.0
679.355587,1.0
679.474589,1.0
679.593592,1.0
679.712594,1.0
679.831597,1.0
679.950599,1.0
680.069601,1.0
680.188604,1.0
680.307606,1.0
680.426609,1.0
680.545611,1.0
680.664613,1.0
680.783616,1.0
680.902618,1.0
681.02162,1.0
681.140623,1.0
681.259625,1.0
681.378628,1.0
681.49763,1.0
681.616632,1.0
681.735635,1.0
681.854637,1.0
681.973639,1.0
682.092642,1.0
682.211644,1.0
682.330647,1.0
682.449649,1.0
682.568651,1.0
682.687654,1.0
682.806656,1.0
682.925659,1.0
683.044661,1.0
683.163663,1.0
683.282666,1.0
683.401668,1.0
683.52067,1.0
683.639673,1.0
683.758675,1.0
683.877678,1.0
683.99668,1.0
684.115682,1.0
684.234685,1.0
684.353687,1.0
684.472689,1.0
684.591692,1.0
684.710694,1.0
684.829697,1.0
684.948699,1.0
685.067701,1.0
685.186704,1.0
685.305706,1.0
685.424708,1.0
685.543711,1.0
685.662713,1.0
685.781716,1.0
685.900718,1.0
686.01972,1.0
686.138723,1.0
686.257725,1.0
686.376728,1.0
686.49573,1.0
686.614732,1.0
686.733735,1.0
686.852737,1.0
