nu,[0]2-3-Dimethylfuran-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
563.192264,0.9921093955551921
563.312066,0.9879788384860856
563.431869,0.9966483294299877
563.551671,0.9859062598944586
563.671473,0.9905860909126667
563.791276,0.9942427369252234
563.911078,0.990475646720908
564.030881,0.9969570392188556
564.150683,1.0
564.270485,0.9915847084769113
564.390288,0.994849211041365
564.51009,0.9842818401740457
564.629893,0.9902850975378982
564.749695,0.9940304887591879
564.869497,0.9913222707397443
564.9893,0.9916012680798152
565.109102,0.9950091956569188
565.228905,0.9957454762387478
565.348707,0.9961717465179105
565.468509,0.9997129112178734
565.588312,0.9908620075585954
565.708114,0.9873487090198054
565.827917,0.9908711235309984
565.947719,0.994026015632053
566.067521,0.9870357690826468
566.187324,0.9920955061208806
566.307126,0.9959166595989014
566.426929,0.9981335439994043
566.546731,0.9988384750928637
566.666533,0.9901788456474482
566.786336,0.9963232757640629
566.906138,0.9964662584128947
567.025941,0.988790302172746
567.145743,0.9949552676199772
567.265545,0.9930329829801665
567.385348,0.9969058966345621
567.50515,0.9924459761430049
567.624952,0.9945667139819104
567.744755,0.9969114793232148
567.864557,0.9993180726182355
567.98436,0.9949486014420159
568.104162,0.9982698983543051
568.223964,0.9908418932640027
568.343767,0.9891977677093781
568.463569,0.996593315960589
568.583372,0.998228970127507
568.703174,0.9956491923065985
568.822976,0.9929478837000814
568.942779,0.9963791710676819
569.062581,0.9994862720034384
569.182384,0.9943780625704202
569.302186,0.9874316497948269
569.421988,0.9958776204310179
569.541791,0.9918380907381327
569.661593,0.9962990654026189
569.781396,0.9936267955702912
569.901198,0.9945773559026843
570.021,0.9981724719667108
570.140803,0.9991444861608165
570.260605,0.9966132480262281
570.380408,0.9932212798837219
570.50021,0.9948437393857513
570.620012,0.9969448764171703
570.739815,0.9956075750401671
570.859617,0.9962725641999468
570.97942,0.9967404239903302
571.099222,0.9933803073404395
571.219024,0.9970656137522025
571.338827,0.9956491923065985
571.458629,0.9972073068429724
571.578432,0.9932664724800804
571.698234,0.9984075692654794
571.818036,0.9939954001022531
571.937839,0.9956879238135022
572.057641,0.9943119386279047
572.177444,0.99479618699152
572.297246,0.9969773773499039
572.417048,0.9950752664610368
572.536851,0.9980798458592302
572.656653,0.9991667373562895
572.776456,0.9986845659428565
572.896258,0.9930302024917068
573.01606,0.9957483639048159
573.135863,0.9997958008514848
573.255665,0.9962326144711198
573.375468,1.0
573.49527,0.9941187625858895
573.615072,0.9992219728202246
573.734875,0.9965305325593813
573.854677,0.9947207842983442
573.974479,0.9999407587548319
574.094282,0.9979128810680121
574.214084,0.9915859975378702
574.333887,0.9990024678662982
574.453689,0.9980486064489541
574.573491,0.99554455507527
574.693294,0.9945448337548862
574.813096,0.993203104100609
574.932899,0.9963228772348323
575.052701,0.9949046256857035
575.172503,0.9979276502879438
575.292306,0.9913316883460499
575.412108,0.9966168358403791
575.531911,0.9921663442689094
575.651713,0.9948126012640227
575.771515,0.999808348367521
575.891318,0.9957342243784394
576.01112,0.9930902826363637
576.130923,0.9995010045396663
576.250725,0.9955726298275752
576.370527,0.9918556464277061
576.49033,0.9954958741367854
576.610132,0.9936078174797371
576.729935,0.9991315972800785
576.849737,0.9958968410545705
576.969539,0.9935421421735946
577.089342,0.9949820322766592
577.209144,0.9921997808381142
577.328947,0.9958410723930087
577.448749,0.9951517906913466
577.568551,0.9924815063449377
577.688354,0.9905802464719714
577.808156,0.9945811353038175
577.927959,0.9959250253339781
578.047761,0.9982075084353632
578.167563,0.9943932766711651
578.287366,0.9919333117653797
578.407168,0.9915657693898483
578.526971,0.9922857090597731
578.646773,0.9923287751940747
578.766575,0.991856043170044
578.886378,0.992974296465076
579.00618,0.9948096168306956
579.125983,0.993745541067264
579.245785,0.9935433344248805
579.365587,0.9928501824353063
579.48539,0.9914976511613791
579.605192,0.9894421297354701
579.724994,0.9892531643354608
579.844797,0.9917612262646373
579.964599,0.9887912909635426
580.084402,0.989568786433932
580.204204,0.9916726659414091
580.324006,0.9883523650791118
580.443809,0.9901281497883762
580.563611,0.9887626164318873
580.683414,0.9909549547740607
580.803216,0.9887438301206457
580.923018,0.9891888649695311
581.042821,0.9896479551035513
581.162623,0.9878830091865486
581.282426,0.9863648129106232
581.402228,0.9889406097217607
581.52203,0.987336860906386
581.641833,0.9860107714970244
581.761635,0.9877753358068531
581.881438,0.9876824892891419
582.00124,0.9865995956741366
582.121042,0.986291824615068
582.240845,0.9866114349403201
582.360647,0.9849434998633987
582.48045,0.9833550832516431
582.600252,0.9831279544617972
582.720054,0.9847632716943042
582.839857,0.9850144183484237
582.959659,0.9819165047061996
583.079462,0.9820019351582798
583.199264,0.9833865511177904
583.319066,0.9827917821901064
583.438869,0.9801859308068287
583.558671,0.9819498904349138
583.678474,0.9807879497692523
583.798276,0.9779624542711933
583.918078,0.9773993100986246
584.037881,0.9815326504012665
584.157683,0.978963421769493
584.277486,0.9792649889423587
584.397288,0.9759528530861699
