nu,[0]CFC-114a-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.0atm-L=15cm
550.103924,0.9999933522220966
550.586049,0.999993102623787
551.068173,0.9999924983281376
551.550297,0.9999926108273001
552.032422,0.9999916982344599
552.514546,0.9999917006344399
552.99667,0.9999910253402725
553.478795,0.9999919306325575
553.960919,0.9999912455383205
554.443043,0.999991683534582
554.925168,0.9999918768329931
555.407292,0.9999913459374467
555.889417,0.9999912871379572
556.371541,0.9999910058404476
556.853665,0.9999901690483242
557.33579,0.9999885690653336
557.817914,0.9999863370933384
558.300038,0.9999854201062877
558.782163,0.9999873500800109
559.264287,0.999988738063416
559.746411,0.9999857061021588
560.228536,0.9999806541871327
560.71066,0.9999915269358967
561.192784,0.9999854741055019
561.674909,0.9999938636188277
562.157033,0.9999941523170978
562.639157,0.9999931858232166
563.121282,0.9999928800253471
563.603406,0.9999921239310164
564.08553,0.9999913826371297
564.567655,0.9999912235385133
565.049779,0.9999914584364794
565.531903,0.9999910082404261
566.014028,0.9999922463300599
566.496152,0.999991849933212
566.978277,0.9999928897252781
567.460401,0.9999930439241936
567.942525,0.9999939321184097
568.42465,0.9999939492183061
568.906774,0.9999958356086711
569.388898,0.9999956228095799
569.871023,0.9999967923051447
570.353147,0.9999968584049348
570.835271,0.9999975117030958
571.317396,0.9999973771034398
571.79952,0.9999982396015495
572.281644,0.9999980262019479
572.763769,0.9999983788013141
573.245893,0.9999989102005938
573.728017,0.9999982469015367
574.210142,0.9999988331006808
574.692266,0.9999984808011539
575.17439,0.9999982239015772
575.656515,0.9999986494009121
576.138639,0.9999980693018637
576.620763,0.9999975239030655
577.102888,0.9999975559029868
577.585012,0.9999971740039931
578.067136,0.9999971960039312
578.549261,0.9999965158060699
579.031385,0.9999962075071915
579.51351,0.9999959286082881
579.995634,0.9999958014088141
580.477758,0.9999952142114519
580.959883,0.9999946587142647
581.442007,0.9999944948151536
581.924131,0.9999940544176751
582.406256,0.9999939834180998
582.88838,0.9999940030179819
583.370504,0.9999941645170265
583.852629,0.9999939419183502
584.334753,0.9999947175139524
584.816877,0.9999944581153563
585.299002,0.9999950404122988
585.781126,0.9999949206129002
586.26325,0.9999951505117588
586.745375,0.9999938513189032
587.227499,0.9999929999245006
587.709623,0.9999911868388361
588.191748,0.9999892370579209
588.673872,0.9999870660836438
589.155996,0.9999865210908413
589.638121,0.9999884860662859
590.120245,0.9999919478324188
590.60237,0.9999935577207516
591.084494,0.9999944924151668
591.566618,0.9999943969156974
592.048743,0.9999944116156151
592.530867,0.9999941645170265
593.012991,0.9999942281166574
593.495116,0.9999934109217081
593.97724,0.9999935332209097
594.459364,0.9999932543227522
594.941489,0.9999935430208464
595.423613,0.999993623820328
595.905737,0.999993848918918
596.387862,0.9999939614182323
596.869986,0.9999943969156974
597.35211,0.9999948961130248
597.834235,0.9999954344104224
598.316359,0.9999959800080802
598.798483,0.9999963592066277
599.280608,0.9999964253063892
599.762732,0.9999966553055935
600.244856,0.9999971862039587
600.726981,0.9999975944028935
601.209105,0.9999977025026392
601.69123,0.9999982065016083
602.173354,0.999998107401791
602.655478,0.9999982694014975
603.137603,0.9999984170012529
603.619727,0.9999984052012717
604.101851,0.9999982356015565
604.583976,0.9999983206014101
605.0661,0.9999982065016083
605.548224,0.9999984808011539
606.030349,0.9999984886011422
606.512473,0.9999984671011749
606.994597,0.9999984500012012
607.476722,0.9999984084012666
607.958846,0.9999987514007795
608.44097,0.9999983751013202
608.923095,0.999998552301048
609.405219,0.999998313001423
609.887343,0.9999983159014181
610.369468,0.9999983861013023
610.851592,0.9999983722013248
611.333716,0.9999981140017785
611.815841,0.9999981226017624
612.297965,0.9999983039014384
612.78009,0.9999980514018986
613.262214,0.9999982183015872
613.744338,0.9999978346023445
614.226463,0.9999979937020126
614.708587,0.9999979374021272
615.190711,0.9999977891024441
615.672836,0.9999978486023142
616.15496,0.9999980722018582
616.637084,0.9999977549025202
617.119209,0.999998002001996
617.601333,0.9999982290015682
618.083457,0.9999982687014987
618.565582,0.9999982799014794
619.047706,0.9999979440021136
619.52983,0.9999977120026174
620.011955,0.999997880102247
620.494079,0.999998333301389
620.976203,0.9999981982016233
621.458328,0.9999981197017678
621.940452,0.9999982657015039
622.422576,0.9999983460013678
622.904701,0.9999983313013923
623.386825,0.999998332101391
623.868949,0.9999981412017276
624.351074,0.9999983587013469
624.833198,0.9999984434012115
625.315323,0.9999980859018319
625.797447,0.9999984740011644
626.279571,0.9999984052012717
626.761696,0.9999984292012337
627.24382,0.9999989785005218
627.725944,0.9999986372009286
628.208069,0.9999986775008745
628.690193,0.9999990543304471
629.172317,0.9999987776007472
629.654442,0.9999988591006508
630.136566,0.9999989506005507
630.61869,0.9999991260203819
631.100815,0.9999987852007378
631.582939,0.9999994330901607
632.065063,0.9999988870006193
632.547188,0.9999989878005123
633.029312,0.9999990805104227
633.511436,0.9999987619007664
633.993561,0.9999991189303882
634.475685,0.9999991793603368
634.957809,0.9999994218301671
635.439934,1.0
635.922058,0.9999997377100344
636.404183,0.9999992588802746
636.886307,0.9999993269002265
637.368431,0.999999597510081
637.850556,0.9999995608100964
638.33268,0.999999355040208
638.814804,0.9999994291701629
639.296929,0.9999996780100519
639.779053,0.9999995405001055
640.261177,0.9999995637400951
640.743302,0.9999991698203446
641.225426,0.9999998380300131
641.70755,0.9999996819200506
642.189675,0.999999986054
642.671799,0.9999997800400242
643.153923,0.9999994061701764
643.636048,0.9999994847101328
644.118172,0.9999996060700775
644.600296,0.9999998348400136
645.082421,0.9999993861101885
645.564545,0.9999995586100974
646.046669,0.9999997866400228
646.528794,0.9999997311000361
647.010918,0.9999998502600113
647.493043,0.9999997986300203
647.975167,0.9999994641601435
648.457291,1.0
648.939416,0.9999996227100711
649.42154,0.9999996188000727
649.903664,0.9999995625200957
650.385789,0.9999995909000837
650.867913,0.9999995549400991
651.350037,0.9999992865302545
651.832162,0.9999999177890034
652.314286,0.9999996692000547
652.79641,0.9999994455701537
653.278535,0.9999996677300552
653.760659,0.9999998118500177
654.242783,0.9999993374202195
654.724908,0.9999997761200251
655.207032,0.9999995338901086
655.689156,0.9999999437250016
656.171281,0.999999308550239
656.653405,0.9999996892600482
657.135529,0.9999994042201775
657.617654,0.9999997991200201
658.099778,0.9999995962900815
658.581902,0.9999995882100848
659.064027,0.9999997560600298
659.546151,0.9999995970200812
660.028276,0.999999891120006
660.5104,0.999999922193003
660.992524,0.9999989988005012
661.474649,0.9999995918800832
661.956773,0.9999991842503327
662.438897,0.9999995407501054
662.921022,0.9999996124400751
663.403146,0.9999994546201487
663.88527,0.9999997538600303
664.367395,0.999999312950236
664.849519,0.9999995818500874
665.331643,0.9999996958700462
665.813768,0.9999993056102411
666.295892,0.9999997144600408
666.778016,0.9999993494102116
667.260141,0.9999998135600173
667.742265,0.9999997200900391
668.224389,0.999999987277
668.706514,0.9999996469300624
669.188638,0.9999995972700811
669.670762,0.9999995632600954
670.152887,0.9999990225204778
670.635011,0.9999992892202526
671.117136,0.9999996670000555
671.59926,0.9999995209301148
672.081384,0.9999993391302183
672.563509,0.9999993445202148
673.045633,0.9999992725802646
673.527757,0.9999993065902404
674.009882,0.9999996087600765
674.492006,0.9999994974401263
674.97413,0.9999994768901368
675.456255,0.9999995331601089
675.938379,0.9999996611300574
676.420503,0.9999991490203621
676.902628,0.999999561790096
677.384752,0.999999106690399
677.866876,0.9999993523502098
678.349001,0.9999992899502521
678.831125,0.9999993134402357
679.313249,0.9999994223201668
679.795374,0.9999993193102317
680.277498,0.9999994996401251
680.759622,0.9999992769902614
681.241747,0.9999997039400438
681.723871,0.9999995241101133
682.205996,0.9999998140500173
682.68812,0.9999997741700255
683.170244,0.9999992366102913
683.652369,0.9999997235200382
684.134493,0.9999995598300969
684.616617,0.9999997249900379
685.098742,0.9999998319100142
685.580866,0.999999361400204
686.06299,0.9999991186803884
686.545115,0.9999998850000066
687.027239,0.9999996572100588
687.509363,0.999999899930005
687.991488,0.9999997220500386
688.473612,0.9999994854501324
688.955736,0.9999998671400089
689.437861,1.0
689.919985,0.999999339620218
690.402109,0.999999703210044
690.884234,0.9999996011800796
691.366358,0.9999998534400107
691.848482,0.9999996256500701
692.330607,0.9999995520001004
692.812731,1.0
693.294856,0.9999998536800107
693.77698,0.9999998424300124
694.259104,0.9999999202360031
694.741229,1.0
695.223353,0.9999995872300852
695.705477,0.9999997771000249
696.187602,0.9999996491400616
696.669726,0.9999994793301356
697.15185,0.9999996065600774
697.633975,0.9999997775900248
698.116099,0.9999998355800135
698.598223,0.9999998590700099
699.080348,1.0
699.562472,0.9999997068800429
700.044596,0.9999997629100281
700.526721,0.9999997580200293
701.008845,0.9999997455400323
701.490969,0.9999998343600137
701.973094,0.9999997347700351
702.455218,0.9999998392500129
702.937342,1.0
703.419467,0.9999993430502158
703.901591,0.9999997528800305
704.383715,0.9999998360700134
704.86584,0.9999993721601971
705.347964,0.9999996359200662
705.830089,0.9999996951400465
706.312213,0.9999994279501636
706.794337,0.9999996946500466
707.276462,0.9999995772000894
707.758586,1.0
708.24071,0.9999996520700605
708.722835,0.9999995632600954
709.204959,0.9999993538102088
709.687083,0.9999995713300919
710.169208,0.9999995821000873
710.651332,0.9999996579400585
711.133456,0.9999991813203352
711.615581,0.99999965354006
712.097705,0.999999418650169
712.579829,0.9999998688500086
713.061954,0.9999994059301764
713.544078,0.9999994641601435
714.026202,0.9999992586402748
714.508327,0.9999994257501649
714.990451,0.9999997002700449
715.472575,0.9999994394501571
715.9547,0.9999996080300768
716.436824,0.9999990479704531
716.918949,0.9999983347013867
717.401073,0.9999983839013059
717.883197,0.9999978373023386
718.365322,0.9999977023026397
718.847446,0.9999969929045214
719.32957,0.9999967165053907
719.811695,0.9999960583077685
720.293819,0.9999952215114171
720.775943,0.9999944973151398
721.258068,0.9999934672213386
721.740192,0.9999918841329338
722.222316,0.9999908247420929
722.704441,0.9999883950673377
723.186565,0.9999867460878339
723.668689,0.9999840621270093
724.150814,0.9999817771660379
724.632938,0.9999782022375747
725.115062,0.9999754103023316
725.597187,0.999971349410436
726.079311,0.9999677525199612
726.561435,0.9999629816851947
727.04356,0.9999591158357802
727.525684,0.9999540020579378
728.007809,0.9999501362432385
728.489933,0.9999434575985818
728.972057,0.999945879464569
729.454182,0.9999409367443027
729.936306,0.9999399098054881
730.41843,0.9999382459068625
730.900555,0.999938759875253
731.382679,0.9999390538572916
731.864803,0.9999414757126129
732.346928,0.999941915686959
732.829052,0.9999450475099434
733.311176,0.9999415487083433
733.793301,0.9999357750625096
734.275425,0.9999156395585421
734.757549,0.9998967753280331
735.239674,0.9998627194238408
735.721798,0.9998575401483685
736.203922,0.9999236639137473
736.686047,0.9999355790751169
737.168171,0.9999400807952272
737.650295,0.9999387108782549
738.13242,0.9999383928977955
738.614544,0.999934062173994
739.096669,0.9999313953534064
739.578793,0.9999303194278039
740.060917,0.9999313953534064
740.543042,0.9999312243651525
741.025166,0.9999324472817877
741.50729,0.9999331572340773
741.989415,0.999935188100382
742.471539,0.999937707940231
742.953663,0.9999415487083433
743.435788,0.9999450965072519
743.917912,0.9999499652517798
744.400036,0.9999548580189299
744.882161,0.9999597278109463
745.364285,0.9999644006336725
745.846409,0.9999693184706877
746.328534,0.9999734043536704
746.810658,0.9999774752536859
747.292782,0.9999810841789064
747.774907,0.9999845761189493
748.257031,0.9999872350814722
748.739155,0.9999898340516736
749.22128,0.9999918425332723
749.703404,0.9999935577207516
750.185528,0.9999949621126902
750.667653,0.9999959751080999
751.149777,0.999996851004958
751.631902,0.999997703502637
752.114026,0.9999982144015942
752.59615,0.9999986714008826
753.078275,0.9999989552005458
753.560399,0.9999992965602474
754.042523,0.9999991666403473
754.524648,0.9999996875500489
755.006772,0.99999959996008
755.488896,0.9999996197800722
755.971021,0.9999997450500325
756.453145,0.9999998196700163
756.935269,0.9999995850300861
757.417394,1.0
757.899518,0.9999995796500883
758.381642,0.9999998164900168
758.863767,0.9999999662350005
759.345891,0.9999998935700056
759.828015,0.9999996829000503
760.31014,0.9999997193600394
760.792264,0.999999700030045
761.274388,1.0
761.756513,0.9999994600001458
762.238637,0.9999998617600095
762.720762,0.9999998037700193
763.202886,0.9999998003500199
763.68501,0.9999999681920005
764.167135,0.9999999990213
764.649259,0.9999997998600201
765.131383,0.9999998120900176
765.613508,0.9999997457800324
766.095632,0.9999997993700201
766.577756,0.9999997005200448
767.059881,0.9999998889200061
767.542005,0.9999999180340033
768.024129,0.9999997240100381
768.506254,0.999999573530091
768.988378,0.9999996518300606
769.470502,0.9999996249100703
769.952627,0.9999996731100534
770.434751,0.9999996645500563
770.916875,0.9999997864000228
771.399,0.9999996523200605
771.881124,0.9999997634000279
772.363248,0.9999996939100468
772.845373,0.9999996210000718
773.327497,0.9999995674100935
773.809622,0.9999996860800493
774.291746,0.9999995723100915
774.77387,0.9999995865000855
775.255995,0.9999996442400633
775.738119,0.9999994656301427
776.220243,0.9999996907300478
776.702368,0.9999994003001799
777.184492,0.9999994162101704
777.666616,0.999999415230171
778.148741,0.9999992018703185
778.630865,0.9999993376702193
779.112989,0.9999994096001743
779.595114,0.9999993058602409
780.077238,0.9999993298402245
780.559362,0.9999993347302213
781.041487,0.9999993300802243
781.523611,0.9999992079903136
782.005735,0.999999195020324
782.48786,0.9999991177003892
782.969984,0.9999990396504611
783.452108,0.9999991223503851
