nu,[0]Tetrachloroethene-PNNL(x-sec)-X=0.01-T=278.21K-P=1.0atm-L=15cm
600,1.00041801734491
600.118002,1.0022868107722835
600.236005,1.0004141157222506
600.354007,0.9995446836879471
600.472009,1.0043459162223543
600.590012,1.000880317251979
600.708014,1.0032412415003067
600.826017,1.0032653195790384
600.944019,1.0016190091825046
601.062021,0.9986549054517084
601.180024,1.00411444116719
601.298026,1.0012885294416307
601.416028,1.0024369645827769
601.534031,1.002212844735029
601.652033,0.9987689583542078
601.770035,1.0011029077559344
601.888038,1.0001997999573533
602.00604,0.9999493462829429
602.124042,1.0019689358135404
602.242045,0.9979878271395701
602.360047,1.0007972076011948
602.47805,0.9983324918392171
602.596052,0.9986094676872274
602.714054,1.002214748941243
602.832057,0.9991204670160805
602.950059,1.004045360470041
603.068061,1.000167504027233
603.186064,1.0031006972477272
603.304066,1.0003752804000767
603.422068,0.9997296165601925
603.540071,0.9972844936756139
603.658073,0.9976436804894909
603.776076,1.000767134096963
603.894078,0.9973303698174661
604.01208,1.0034042814486874
604.130083,0.9991090171611363
604.248085,0.9986120640752186
604.366087,1.0017102608306907
604.48409,1.002114732900182
604.602092,0.9992815382173535
604.720094,1.0030007933935758
604.838097,1.0003200512054617
604.956099,1.0009676979177857
605.074101,1.000608575106733
605.192104,1.0001668039102254
605.310106,1.0025524519730429
605.428109,1.0018909856626341
605.546111,1.0001768356335776
605.664113,0.9983176167959081
605.782116,1.0050221690259125
605.900118,1.0002549424923148
606.01812,0.9987558745665523
606.136123,1.004856555019426
606.254125,0.9976015808144837
606.372127,0.9994268543107762
606.49013,0.9996557092816565
606.608132,1.002511949672135
606.726135,1.002989860744511
606.844137,0.9984480055908647
606.962139,0.999409564375755
607.080142,1.0013856591397008
607.198144,1.0001272280928073
607.316146,0.9999061784015215
607.434149,0.9998638992625458
607.552151,0.9984765616121737
607.670153,1.0032855857431815
607.788156,1.0008934188610816
607.906158,1.0028355124823458
608.02416,1.0033165877467596
608.142163,0.9997273171847187
608.260165,1.0001124763249876
608.378168,0.9975680619644882
608.49617,1.0019457905984512
608.614172,0.9987131287298884
608.732175,0.9973103236784973
608.850177,1.0002340173777955
608.968179,1.000928971226726
609.086182,0.998720019874251
609.204184,1.001158670740881
609.322186,0.9975878140076596
609.440189,1.0008704386119989
609.558191,0.9990056047389722
609.676194,1.00144424191429
609.794196,0.9993830603855522
609.912198,0.9991761295677639
610.030201,1.0002784987735847
610.148203,1.0028207709086632
610.266205,1.0016914288548082
610.384208,0.9990142561649699
610.50221,0.9999576418971298
610.620212,1.0025110474117864
610.738215,1.001857623248299
610.856217,0.9998146571781034
610.974219,0.999961501741077
611.092222,0.99599962291202
611.210224,0.9989835169692326
611.328227,0.9968003298899664
611.446229,1.000843635660546
611.564231,1.0023636891189167
611.682234,0.9978546046574455
611.800236,0.9967187949578055
611.918238,0.9975353422686617
612.036241,1.0014413377301994
612.154243,0.9976284166579481
612.272245,0.997053250215246
612.390248,0.9968426948042347
612.50825,0.9973405426391196
612.626253,1.0011153215089557
612.744255,0.9989968035383637
612.862257,1.0019257518830271
612.98026,1.0012490794507407
613.098262,1.0022097378800259
613.216264,0.9990717111269435
613.334267,0.999990757842709
613.452269,0.9980842374202133
613.570271,0.9966454391540233
613.688274,0.9991097265287903
613.806276,1.0035225897876099
613.924278,0.9953688569671134
614.042281,0.999067405137148
614.160283,1.0011925104758403
614.278286,1.0032306071995087
614.396288,0.9967116186083167
614.51429,0.9977800677024675
614.632293,1.0039198626437598
614.750295,0.9990872767854589
614.868297,1.0009570576877098
614.9863,0.9999779142438939
615.104302,1.000286641073704
615.222304,0.9989276753514218
615.340307,1.0002470805193644
615.458309,0.999295268440015
615.576312,1.0013196699991296
615.694314,0.9942966263419547
615.812316,0.9994775365315952
615.930319,1.001633332436747
616.048321,0.9991226151273938
616.166323,0.9978473203454192
616.284326,1.0009076616757695
616.402328,1.0023602810881673
616.52033,0.9976880766210794
616.638333,0.9971557525578983
616.756335,0.9990265640964224
616.874337,1.0056380342269087
616.99234,0.9952503155955273
617.110342,1.0032698342831348
617.228345,0.9995872651984519
617.346347,0.9972962617020705
617.464349,0.9989560453002531
617.582352,0.9987288086490964
617.700354,0.9973618859551048
617.818356,1.000968979157259
617.936359,1.000763661441033
618.054361,0.998389897607898
618.172363,0.9980588864025421
618.290366,0.9994518602834945
618.408368,0.9990203601607227
618.526371,0.9994407364461938
618.644373,0.9979915197013617
618.762375,0.9981661834999461
618.880378,1.0009443356043555
618.99838,0.9985856012061552
619.116382,0.9976478706017483
619.234385,0.9985795098525665
619.352387,0.9999394348341437
619.470389,0.9983088316395351
619.588392,1.0002841803715934
619.706394,1.0002057911720985
619.824396,0.9992149383222975
619.942399,1.002438869214819
620.060401,1.0051215706337575
620.178404,0.9983612442290146
620.296406,1.0005615876313207
620.414408,1.0012033234133433
620.532411,0.9968324273773556
620.650413,1.0022630568563533
620.768415,0.9997754052251835
620.886418,0.9997052234551456
621.00442,0.9982040147151977
621.122422,1.00051762392105
621.240425,0.998363640298876
621.358427,1.001806529812407
621.47643,0.9985371709789392
621.594432,0.9984219464379921
621.712434,0.9974009833073373
621.830437,0.9988907157111914
621.948439,0.9973267794345975
622.066441,0.9987544763093067
622.184444,0.9976617380035279
622.302446,0.9967885677154705
622.420448,1.003356319870325
622.538451,0.9979871285483356
622.656453,1.0000815883281466
622.774455,1.0011789944681821
622.892458,1.001421208961606
623.01046,0.9989603408204832
