nu,[0]Dimethylamine-PNNL(x-sec)-X=0.01-T=278.27K-P=1.0atm-L=15cm
629.336587,0.9853503655408214
629.459589,0.9856341873144708
629.582592,0.9856361585848168
629.705594,0.9852587322178418
629.828597,0.9860354220744428
629.951599,0.9862326488808809
630.074601,0.9857968303730611
630.197604,0.9848647075351448
630.320606,0.9856548858497384
630.443609,0.9863145095879104
630.566611,0.9853740142333777
630.689614,0.9856341873144708
630.812616,0.9858934431963887
630.935619,0.9853671166394196
631.058621,0.9859496407242652
631.181624,0.9858618951109784
631.304626,0.9861399473689254
631.427629,0.9859023162773063
631.550631,0.9855592819626744
631.673633,0.98557209431662
631.796636,0.9854420073860966
631.919638,0.9858244330707475
632.042641,0.9853562776607511
632.165643,0.9846106452160492
632.288646,0.9859023162773063
632.411648,0.986046268523741
632.534651,0.9860926137874668
632.657653,0.9852971580576972
632.780656,0.9859575283529415
632.903658,0.9854459491620096
633.026661,0.9850695807003826
633.149663,0.9852626732606526
633.272665,0.9844255558136975
633.395668,0.9846874478416395
633.51867,0.9848853899111673
633.641673,0.9850360889040026
633.764675,0.9846697236270967
633.887678,0.9848725864843209
634.01068,0.984778043254166
634.133683,0.98453384858083
634.256685,0.9846982794631396
634.379688,0.9851208056504163
634.50269,0.9846756316631626
634.625693,0.9847553936196429
634.748695,0.9844521356625309
634.871697,0.9840092318623118
634.9947,0.9845624004764394
635.117702,0.983035544777401
635.240705,0.984112558256198
635.363707,0.9835006305742006
635.48671,0.9835045645845909
635.609712,0.9830758500609895
635.732715,0.9829333143968161
635.855717,0.9829913091731945
635.97872,0.9829195534267415
636.101722,0.9837681791306709
636.224724,0.9835822645142999
636.347727,0.9832341380146877
636.470729,0.9840535132740699
636.593732,0.9830768331373312
636.716734,0.982971649543608
636.839737,0.9831633477052324
636.962739,0.9826089999178973
637.085742,0.9833462330957196
637.208744,0.9835084986107172
637.331747,0.9825195865672739
637.454749,0.9825677312065497
637.577752,0.981645533146696
637.700754,0.9816847997533488
637.823756,0.9811077387636511
637.946759,0.9819047217788408
638.069761,0.9813550090685694
638.192764,0.9814757231584491
638.315766,0.9816288453144795
638.438769,0.9828723744204823
638.561771,0.9810998899331363
638.684774,0.9815817282607228
638.807776,0.9816906898798177
638.930779,0.9813824873935181
639.053781,0.9812029108300817
639.176784,0.981275522532083
639.299786,0.9809066322913222
639.422788,0.9803868895202085
639.545791,0.979814510727604
639.668793,0.9798154905426045
639.791796,0.9795264876029239
639.914798,0.9797635616977323
640.037801,0.9798811403797159
640.160803,0.9792072140123882
640.283806,0.9795039587527918
640.406808,0.9791347553595545
640.529811,0.9791582548756762
640.652813,0.9796234655255246
640.775816,0.9793306018946272
640.898818,0.9799918732048656
641.02182,0.9796822446968136
641.144823,0.9783771982713189
641.267825,0.9790064971077014
641.390828,0.9782891482857833
641.51383,0.9777971925814276
641.636833,0.9787265412851195
641.759835,0.9773416452404589
641.882838,0.9777277714452338
642.00584,0.9773993100986246
642.128843,0.9779634322341366
642.251845,0.9773738980469202
642.374847,0.9772360980424242
642.49785,0.9775361555809987
642.620852,0.9773875813772759
642.743855,0.9771510822001372
642.866857,0.9783977444082163
642.98986,0.9786394384990765
643.112862,0.9795333443123356
643.235865,0.9795421601521056
643.358867,0.9796675495733569
643.48187,0.9793364778958665
643.604872,0.9796753869451029
643.727875,0.9792542170867256
643.850877,0.9801535852048174
643.973879,0.9801035986466401
644.096882,0.9800879171145144
644.219884,0.9796881228079162
644.342887,0.9800085332083197
644.465889,0.9798537040918951
644.588892,0.980192792132359
644.711894,0.9801722082998552
644.834897,0.9789859381871315
644.957899,0.980096737945462
645.080902,0.9795548942829593
645.203904,0.9793051396299888
645.326907,0.9794216838758498
645.449909,0.9791435676120078
645.572911,0.9790446791056326
645.695914,0.9794902457933603
645.818916,0.9793648790655405
645.941919,0.9788625937297839
646.064921,0.9785014600659563
646.187924,0.9789242640157825
646.310926,0.9785073310923298
646.433929,0.9785357082163978
646.556931,0.9779272482565516
646.679934,0.9775596167302653
646.802936,0.9769556715254161
646.925939,0.9770553260862078
647.048941,0.9764018946702356
647.171943,0.9768042551314033
647.294946,0.9765346943580849
647.417948,0.976767137274952
647.540951,0.9756679164558413
647.663953,0.976337454271744
647.786956,0.9761090180355264
647.909958,0.9747648661420271
648.032961,0.9754669495653517
648.155963,0.9749169413227009
648.278966,0.9741840793734555
648.401968,0.974727825780885
648.52497,0.9728795469390277
648.647973,0.9736854247912826
648.770975,0.9736328471979517
