nu,[0]HFE-263m1-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
961.822808,0.9999907283429821
962.304925,0.9999908207421296
962.787042,0.9999910807397768
963.269158,0.9999914574364879
963.751275,0.999991873033024
964.233392,0.9999923153295273
964.715508,0.9999927455263138
965.197625,0.9999931635233689
965.679742,0.9999936180203649
966.161858,0.9999941235172666
966.643975,0.9999946290144238
967.126092,0.9999950932120383
967.608208,0.9999955792097717
968.090325,0.9999960750077028
968.572442,0.999996480906192
969.054558,0.999996765205232
969.536675,0.9999970301044101
970.018792,0.9999973266035735
970.500909,0.999997562402971
970.983025,0.9999976766026991
971.465142,0.9999977544025214
971.947259,0.9999978783022508
972.429375,0.999998012001976
972.911492,0.9999981092017876
973.393609,0.9999981554017012
973.875725,0.9999982502015309
974.357842,0.9999984324012287
974.839959,0.9999985977009832
975.322075,0.9999987119008296
975.804192,0.9999987848007383
976.286309,0.9999988286006861
976.768426,0.9999988602006495
977.250542,0.9999989161005874
977.732659,0.9999989890005111
978.214776,0.9999990157204844
978.696892,0.9999990351604655
979.179009,0.9999990934904108
979.661126,0.9999991542503577
980.143242,0.9999991639703495
980.625359,0.9999991275103807
981.107476,0.9999990764804264
981.589592,0.9999990497404515
982.071709,0.9999990813404219
982.553826,0.999999142090368
983.035942,0.999999142090368
983.518059,0.9999990813404219
984.000176,0.9999990740504286
984.482293,0.9999991056404
984.964409,0.9999991080703978
985.446526,0.9999991323703764
985.928643,0.9999992563202765
986.410759,0.9999993583902058
986.892876,0.9999993389502185
987.374993,0.9999992903402518
987.857109,0.9999993438102153
988.339226,0.9999994677601416
988.821343,0.9999995212301146
989.303459,0.9999994872001314
989.785576,0.9999994701901403
990.267693,0.9999994896301302
990.74981,0.9999994847701328
991.231926,0.9999994191501687
991.714043,0.9999993438102153
992.19616,0.9999993195102316
992.678276,0.9999993802701921
993.160393,0.9999994434601549
993.64251,0.9999993924201845
994.124626,0.9999993511002105
994.606743,0.9999994483201522
995.08886,0.9999995455301033
995.570976,0.9999995066401217
996.053093,0.9999993924201845
996.53521,0.9999993073602399
997.017327,0.9999993389502185
997.499443,0.999999465330143
997.98156,0.9999995941400823
998.463677,0.9999996476000621
998.945793,0.9999996305900682
999.42791,0.9999996330200673
999.910027,0.9999996281600692
1000.392143,0.9999994896301302
1000.87426,0.9999993340902217
1001.356377,0.9999993049302416
1001.838493,0.9999993389502185
1002.32061,0.9999993729801966
1002.802727,0.9999994264401645
1003.284843,0.9999994604701455
1003.76696,0.9999994385901576
1004.249077,0.9999994021401787
1004.731194,0.9999993997101801
1005.21331,0.9999994313001617
1005.695427,0.9999994337301603
1006.177544,0.9999993462402137
1006.65966,0.9999992781902605
1007.141777,0.9999992927702501
1007.623894,0.9999992976402466
1008.10601,0.9999992903402518
1008.588127,0.9999993365202201
1009.070244,0.9999993292302249
1009.55236,0.9999992198603043
1010.034477,0.9999991105003956
1010.516594,0.9999991153603913
1010.998711,0.9999991979903217
1011.480827,0.9999991858403314
1011.962944,0.9999990278704726
1012.445061,0.9999988675006413
1012.927177,0.9999988310006833
1013.409294,0.9999988432006691
1013.891411,0.9999987873007353
1014.373527,0.9999987532007772
1014.855644,0.9999988213006946
1015.337761,0.9999988529006579
1015.819877,0.999998690100858
1016.301994,0.9999984640011796
1016.784111,0.999998410601263
1017.266227,0.9999984859011463
1017.748344,0.9999984908011389
1018.230461,0.9999983328013897
1018.712578,0.9999981773016611
1019.194694,0.9999981530017057
1019.676811,0.9999980679018665
1020.158928,0.9999977471025377
1020.641044,0.9999974287033058
1021.123161,0.999997343703528
1021.605278,0.9999973509035088
1022.087394,0.9999971930039396
1022.569511,0.9999969426046739
1023.051628,0.9999968552049449
1023.533744,0.9999968940048236
1024.015861,0.9999967895051537
1024.497978,0.9999965368059969
1024.980095,0.9999963132067963
1025.462211,0.9999961479074193
1025.944328,0.9999959462082166
1026.426445,0.9999957372090857
1026.908561,0.9999956206095896
1027.390678,0.9999955598098577
1027.872795,0.9999953702107175
1028.354911,0.999995044612278
1028.837028,0.9999947894135751
1029.319145,0.9999946824141384
1029.801261,0.9999945682147522
1030.283378,0.9999943398160189
1030.765495,0.999994274116393
1031.247612,0.999994633814398
1031.729728,0.9999950543122299
1032.211845,0.9999950640121821
1032.693962,0.9999948040134992
1033.176078,0.9999945026151107
1033.658195,0.9999941769169542
1034.140312,0.9999938853186947
1034.622428,0.9999937079197952
1035.104545,0.9999935742206454
1035.586662,0.9999933919218335
1036.068778,0.9999931659233524
1036.550895,0.9999929909245637
1037.033012,0.9999929010251979
1037.515128,0.9999927722261205
1037.997245,0.9999925462277794
1038.479362,0.9999922545299963
1038.961479,0.9999918997328073
1039.443595,0.9999914987361359
1039.925712,0.9999911026395818
1040.407829,0.9999907648426444
1040.889945,0.9999904002460779
1041.372062,0.9999899260507426
1041.854179,0.9999893770564239
1042.336295,0.9999887720630337
1042.818412,0.9999880740711145
1043.300529,0.9999872970806828
1043.782645,0.9999865260907739
1044.264762,0.9999857781011322
1044.746879,0.9999849541131904
1045.228996,0.9999839381289932
1045.711112,0.999982681149973
1046.193229,0.9999811971767752
1046.675346,0.999979918201642
1047.157462,0.9999794732106774
1047.639579,0.9999796562069377
1048.121696,0.9999802201956229
1048.603812,0.9999811721772457
1049.085929,0.9999812521757426
1049.568046,0.9999795882083234
1050.050162,0.9999772962577339
1050.532279,0.9999754543012506
1051.014396,0.9999739713387514
1051.496512,0.9999726103751027
1051.978629,0.9999712254139963
1052.460746,0.9999697674570125
1052.942863,0.9999682365044705
1053.424979,0.9999666325567055
1053.907096,0.9999650286115133
1054.389213,0.9999635456644754
1054.871329,0.9999620877186887
1055.353446,0.9999606297750276
1055.835563,0.9999591958325127
1056.317679,0.9999578108899856
1056.799796,0.9999564979462418
1057.281913,0.9999552340020272
1057.764029,0.9999540440560067
1058.246146,0.9999529011091876
1058.728263,0.9999518561589519
1059.21038,0.9999509082050416
1059.692496,0.9999500582471309
1060.174613,0.9999492802862882
1060.65673,0.9999485023260507
1061.138846,0.999947749365112
1061.620963,0.9999470444021972
1062.10308,0.9999463644384382
1062.585196,0.9999455624817755
1063.067313,0.999944760525756
1063.54943,0.9999440795636059
1064.031546,0.99994354559361
1064.513663,0.9999433746032783
1064.99578,0.9999436665867864
1065.477896,0.9999442015567911
1065.960013,0.9999446625311742
1066.44213,0.9999448815190793
1066.924247,0.9999449055177567
1067.406363,0.9999451005070323
1067.88848,0.9999453924910443
1068.370597,0.9999456104791636
1068.852713,0.9999458784646231
1069.33483,0.9999462664436992
1069.816947,0.9999466074254343
1070.299063,0.9999471903944763
1070.78118,0.9999481383448622
1071.263297,0.9999491832912127
1071.745413,0.9999503252338321
1072.22753,0.9999516621683107
1072.709647,0.999953169096601
1073.191764,0.9999547970216854
1073.67388,0.99995642494942
1074.155997,0.9999579808828278
1074.638114,0.9999596088157459
1075.12023,0.9999613097484871
1075.602347,0.9999631566787318
1076.084464,0.9999650526106743
1076.56658,0.9999668505494552
1077.048697,0.9999685764937287
1077.530814,0.9999701564453277
1078.01293,0.9999716874008092
1078.495047,0.9999731453605922
1078.977164,0.999974433326833
1079.459281,0.9999756482965075
1079.941397,0.999976873267427
1080.423514,0.9999780712404388
1080.905631,0.9999791792167555
1081.387747,0.9999802321953857
1081.869864,0.9999812821751807
1082.351981,0.9999822831569452
1082.834097,0.9999831531419099
1083.316214,0.9999839111294273
1083.798331,0.9999846481178414
1084.280447,0.999985345107384
1084.762564,0.9999859550986305
1085.244681,0.999986543090545
1085.726797,0.9999871190829597
1086.208914,0.9999876130767186
1086.691031,0.9999880140718318
1087.173148,0.9999883610677329
1087.655264,0.9999886480644337
1088.137381,0.9999888130625743
1088.619498,0.9999888910617047
1089.101614,0.9999889660608744
1089.583731,0.9999890390600715
1090.065848,0.9999890470599839
1090.547964,0.9999889540610069
1091.030081,0.9999887740630113
1091.512198,0.9999885430656311
1091.994314,0.9999882660688431
1092.476431,0.9999879410727095
1092.958548,0.9999875570774138
1093.440665,0.9999871340827666
1093.922781,0.9999867060883648
1094.404898,0.9999862420946408
1094.887015,0.9999857171020016
1095.369131,0.9999851971095639
1095.851248,0.9999846551177339
1096.333365,0.9999840421273282
1096.815481,0.9999834231373977
1097.297598,0.9999828981462384
1097.779715,0.9999824041548087
1098.261831,0.9999818361649645
1098.743948,0.9999812091765498
1099.226065,0.9999806111879654
1099.708181,0.9999800301993991
1100.190298,0.9999794152118696
1100.672415,0.9999787592255884
1101.154532,0.9999780572407458
1101.636648,0.9999773442566452
1102.118765,0.9999766542725157
1102.600882,0.9999759762885739
1103.082998,0.9999753083048449
1103.565115,0.9999747733181981
1104.047232,0.9999743363293176
1104.529348,0.9999739473393765
1105.011465,0.999973631347659
1105.493582,0.999973364354735
1105.975698,0.9999731933593045
1106.457815,0.9999729993645238
1106.939932,0.9999727803704609
1107.422049,0.9999724643791121
1107.904165,0.9999721243885321
1108.386282,0.9999717843980676
1108.868399,0.9999713224112099
1109.350515,0.9999707154288014
1109.832632,0.9999700104496956
1110.314749,0.9999693544695839
1110.796865,0.9999689654815807
1111.278982,0.9999691354763192
1111.761099,0.9999696454607083
1112.243215,0.9999699854504456
1112.725332,0.9999698644540846
1113.207449,0.9999695484636575
1113.689565,0.9999692084740688
1114.171682,0.9999689404823568
1114.653799,0.9999687224891516
1115.135916,0.9999685764937287
1115.618032,0.9999685034960253
1116.100149,0.9999685764937287
1116.582266,0.9999686974899338
1117.064382,0.9999688434853743
1117.546499,0.9999690864778328
1118.028616,0.999969451466616
1118.510732,0.9999698404548082
1118.992849,0.9999702284431816
1119.474966,0.9999705934323816
1119.957082,0.999970909423139
1120.439199,0.9999711034175143
1120.921316,0.9999712494133061
1121.403433,0.999971346410522
1121.885549,0.9999713954091191
1122.367666,0.9999714444077187
1122.849783,0.9999714444077187
1123.331899,0.999971346410522
1123.814016,0.9999711034175143
1124.296133,0.9999708124259655
1124.778249,0.9999705204345309
1125.260366,0.9999702044438964
1125.742483,0.9999698644540846
1126.224599,0.9999695244643886
1126.706716,0.9999691594755787
1127.188833,0.9999686734906853
1127.67095,0.9999681145083531
1128.153066,0.9999675555263333
1128.635183,0.9999670205438342
1129.1173,0.9999664375632312
1129.599416,0.9999657815854633
1130.081533,0.9999650526106743
1130.56365,0.9999642016407766
1131.045766,0.9999632056769278
1131.527883,0.9999620637195988
1132.01,0.9999608477664687
1132.492116,0.9999596088157459
1132.974233,0.9999582478716443
1133.45635,0.9999566679388608
1133.938466,0.9999548700183882
1134.420583,0.9999530711011952
1134.9027,0.9999513221848033
1135.384817,0.9999494022801078
1135.866933,0.999947312388041
1136.34905,0.9999450515097236
1136.831167,0.9999425246517711
1137.313283,0.999939680819275
1137.7954,0.9999365460132894
1138.277517,0.9999332652268641
1138.759633,0.9999298384614359
1139.24175,0.9999261937238172
1139.723867,0.9999222330240081
1140.205983,0.9999180523578914
1140.6881,0.999913653728054
1141.170217,0.9999089881418305
1141.652334,0.999904055602958
1142.13445,0.9998989551053793
1142.616567,0.9998936256581515
1143.098684,0.9998880362684065
1143.5808,0.9998821369463955
1144.062917,0.9998759676926428
1144.545034,0.999869528512145
1145.02715,0.9998627894142336
1145.509267,0.9998557504049734
1145.991384,0.9998484514846366
1146.4735,0.999840922654143
1146.955617,0.9998331039286991
1147.437734,0.9998249053308612
1147.91985,0.9998164268516128
1148.401967,0.999807828467315
1148.884084,0.9997991001830715
1149.366201,0.9997901120295626
1149.848317,0.9997808040269485
1150.330434,0.9997713061544251
1150.812551,0.9997616584078712
1151.294667,0.9997518907841835
1151.776784,0.9997419333049397
1152.258901,0.999731965927552
1152.741017,0.9997217687135054
1153.223134,0.9997115616063542
1153.705251,0.999701354603417
1154.187367,0.9996909077788462
1154.669484,0.9996807109835906
1155.151601,0.9996702543780419
1155.633718,0.9996598078784666
1156.115834,0.9996493614880568
1156.597951,0.9996389152068113
1157.080068,0.9996287189418771
1157.562184,0.9996185127847592
1158.044301,0.9996080668258809
1158.526418,0.99959786087962
1159.008534,0.9995883847368159
1159.490651,0.9995793984776304
1159.972768,0.9995706521961587
1160.454884,0.9995623957766707
1160.937001,0.9995551089933659
1161.419118,0.9995468427067956
1161.901235,0.9995368872698204
1162.383351,0.9995291109030875
1162.865468,0.9995269319320008
1163.347585,0.9995271718184933
1163.829701,0.9995271718184933
1164.311818,0.9995276515916509
1164.793935,0.9995293607853964
1165.276051,0.9995329990788915
1165.758168,0.9995388263732626
1166.240285,0.9995466028155822
1166.722401,0.9995548591046198
1167.204518,0.9995631254574859
1167.686635,0.9995718716730984
1168.168751,0.9995813376635444
1168.650868,0.9995915434411025
1169.132985,0.999602718937029
1169.615102,0.9996134047472099
1170.097218,0.9996238607581085
1170.579335,0.9996340569734888
1171.061452,0.9996440233747192
1171.543568,0.9996544697093456
1172.025685,0.9996656459087917
1172.507802,0.9996768222331885
1172.989918,0.9996882386076859
1173.472035,0.9997006248216946
1173.954152,0.999713501048665
1174.436268,0.9997266273731079
1174.918385,0.9997392639975412
1175.400502,0.9997518907841835
1175.882619,0.9997647976644073
1176.364735,0.9997777946912574
1176.846852,0.9997907019059027
1177.328969,0.9998034093264795
1177.811085,0.9998157969674623
1178.293202,0.9998277548359019
1178.775319,0.9998393729019139
1179.257435,0.9998506211581304
1179.739552,0.9998613796086945
1180.221669,0.9998714182673397
1180.703785,0.9998806271255086
1181.185902,0.9998890161591621
1181.668019,0.9998966453414607
1182.150135,0.9999035936473911
1182.632252,0.9999098150669056
1183.114369,0.9999153795805097
1183.596486,0.9999203851694288
1184.078602,0.9999248568233899
1184.560719,0.9999287695370099
1185.042836,0.9999321962987748
1185.524952,0.9999351851005763
1186.007069,0.9999377609369309
1186.489186,0.9999400217987643
1186.971302,0.9999419896826636
1187.453419,0.9999437155840272
1187.935536,0.9999452215003968
1188.417652,0.9999465584280517
1188.899769,0.999947749365112
1189.381886,0.9999487703122852
1189.864003,0.9999496202691013
1190.346119,0.9999503252338321
1190.828236,0.9999508842062201
1191.310353,0.9999514431789206
1191.792469,0.9999520021519336
1192.274586,0.9999525121275847
1192.756703,0.9999529011091876
1193.238819,0.9999533630875346
1193.720936,0.9999538250660951
1194.203053,0.9999542140482087
1194.685169,0.9999543840404396
1195.167286,0.9999545540326993
1195.649403,0.9999546750272076
1196.131519,0.999954602030519
1196.613636,0.9999545300337902
1197.095753,0.9999550640096518
1197.57787,0.9999555259889982
1198.059986,0.9999548940173054
1198.542103,0.999954068054904
1199.02422,0.9999541890493536
1199.506336,0.9999548210206008
1199.988453,0.9999552590009083
1200.47057,0.9999555259889982
1200.952686,0.999955719980389
1201.434803,0.9999557929771592
1201.91692,0.9999557689782205
1202.399036,0.9999557449792823
1202.881153,0.9999557449792823
1203.36327,0.9999557689782205
1203.845387,0.999955719980389
1204.327503,0.9999555749868201
1204.80962,0.9999553559965731
1205.291737,0.9999551130074512
1205.773853,0.9999547970216854
1206.25597,0.9999544320382511
1206.738087,0.9999540440560067
1207.220203,0.9999536550739593
1207.70232,0.9999532170943543
1208.184437,0.9999527071183436
1208.666553,0.9999521481449365
1209.14867,0.9999515161753786
1209.630787,0.9999507632121705
1210.112904,0.999949912254433
1210.59502,0.9999489403035907
1211.077137,0.999947968353693
1211.559254,0.9999470204034684
1212.04137,0.9999459994580817
1212.523487,0.9999448575204024
1213.005604,0.9999435935909013
1213.48772,0.9999421846713705
1213.969837,0.9999406047639668
1214.451954,0.9999388788679725
1214.93407,0.9999370319825688
1215.416187,0.9999351121053105
1215.898304,0.9999330952382234
1216.38042,0.9999308593903221
1216.862537,0.999928429561286
1217.344654,0.9999258047526035
1217.826771,0.9999230589601137
1218.308887,0.9999201671868087
1218.791004,0.999917129433955
1219.273121,0.9999139697008185
1219.755237,0.9999106169948988
1220.237354,0.9999070203228781
1220.719471,0.999903253680227
1221.201587,0.9998993650640349
1221.683704,0.9998951854934243
1222.165821,0.999890735969749
1222.647937,0.9998860964874977
1223.130054,0.9998813570386329
1223.612171,0.9998763976394013
1224.094288,0.999871108307248
1224.576404,0.9998654690500999
1225.058521,0.9998596098556187
1225.540638,0.999853510730601
1226.022754,0.9998471916763814
1226.504871,0.9998407026891643
1226.986988,0.9998341237589852
1227.469104,0.9998275148772695
1227.951221,0.9998208760446117
1228.433338,0.9998141472727583
1228.915454,0.9998073685558196
1229.397571,0.9998005598908233
1229.879688,0.9997936412948872
1230.361804,0.9997865427852338
1230.843921,0.9997793043568671
1231.326038,0.9997718660265134
1231.808155,0.9997642377962773
1232.290271,0.999756269707055
1232.772388,0.9997482516939242
1233.254505,0.9997399838100705
1233.736621,0.9997312461207957
1234.218738,0.999722498510663
1234.700855,0.9997139909084005
1235.182971,0.9997057333049396
1235.665088,0.9996979556245897
1236.147205,0.9996906678530572
1236.629321,0.9996836200586923
1237.111438,0.9996773020781784
1237.593555,0.9996712340553712
1238.075672,0.9996658858285755
1238.557788,0.9996610274641763
1239.039905,0.9996564090408979
1239.522022,0.9996522804684541
1240.004138,0.9996486317442893
1240.486255,0.9996447531151227
1240.968372,0.9996415942426938
1241.450488,0.9996391651165712
1241.932605,0.999637465731435
1242.414722,0.9996367359963514
1242.896838,0.9996369759091969
1243.378955,0.9996379455575337
1243.861072,0.9996389152068113
1244.343188,0.9996398948534281
1244.825305,0.9996406145944116
1245.307422,0.9996406145944116
1245.789539,0.9996406145944116
1246.271655,0.9996408645045964
1246.753772,0.9996413443323265
1247.235889,0.9996430437240564
1247.718005,0.9996459626860057
1248.200122,0.999650091232357
1248.682239,0.9996554393746514
1249.164355,0.9996607875455584
1249.646472,0.999666125748417
1250.128589,0.9996717138976787
1250.610705,0.9996775519975352
1251.092822,0.9996841099037861
1251.574939,0.9996909077788462
1252.057056,0.9996977156971091
1252.539172,0.9997047635908486
1253.021289,0.9997118015371578
1253.503406,0.9997188495302028
1253.985522,0.9997256576387497
1254.467639,0.9997324557963353
1254.949756,0.9997387741254219
1255.431872,0.9997448525556469
1255.913989,0.9997504411449928
1256.396106,0.9997552999439436
1256.878222,0.9997599888072958
1257.360339,0.9997641378198585
1257.842456,0.9997677369772332
1258.324573,0.9997707462826505
1258.806689,0.9997732757058383
1259.288806,0.9997753852296756
1259.770923,0.9997770448581925
1260.253039,0.9997781346157654
1260.735156,0.999778794469552
1261.217273,0.9997791044010262
1261.699389,0.9997792043789417
1262.181506,0.999778984427541
1262.663623,0.9997784745403889
1263.145739,0.9997777247068141
1263.627856,0.9997768249072668
1264.109973,0.9997757351511216
1264.592089,0.9997744954299786
1265.074206,0.9997730557557418
1265.556323,0.9997715061087064
1266.03844,0.9997697265170093
1266.520556,0.9997677169818786
1267.002673,0.9997653575328507
1267.48479,0.9997626381747765
1267.966906,0.9997593489611077
1268.449023,0.9997552999439436
1268.93114,0.9997506810851275
1269.413256,0.9997448525556469
1269.895373,0.9997382842535426
1270.37749,0.9997309961880154
1270.859606,0.9997234682419568
1271.341723,0.9997164202163501
1271.82384,0.9997103519560965
1272.305957,0.9997040338066375
1272.788073,0.9996974657727115
1273.27019,0.9996892083057476
1273.752307,0.9996790015310364
1274.234423,0.9996666155849385
1274.71654,0.9996527702981916
1275.198657,0.9996384353802471
1275.680773,0.9996236108521745
1276.16289,0.9996085466378681
1276.645007,0.9995932427481706
1277.127123,0.9995776991940973
1277.60924,0.9995623957766707
1278.091357,0.9995468427067956
1278.573473,0.9995310599867542
1279.05559,0.9995155074044602
1279.537707,0.9994997251791993
1280.019824,0.999484173084471
1280.50194,0.9994686312264178
1280.984057,0.9994535693476368
1281.466174,0.9994385076958365
1281.94829,0.9994239359886223
1282.430407,0.9994098442104722
1282.912524,0.9993962423350535
1283.39464,0.9993838598923204
1283.876757,0.9993724469938081
1284.358874,0.9993622434532135
1284.84099,0.9993537389167085
1285.323107,0.9993467034911513
1285.805224,0.9993411171586926
1286.287341,0.9993372297293079
1286.769457,0.9993348013427902
1287.251574,0.9993340718286514
1287.733691,0.9993352810236099
1288.215807,0.9993384389280875
1288.697924,0.9993432957247027
1289.180041,0.9993491319065914
1289.662157,0.9993554378195088
1290.144274,0.999361513919042
1290.626391,0.9993673402136518
1291.108507,0.9993726868432242
1291.590624,0.999377783656924
1292.072741,0.999383370194349
1292.554858,0.9993896863172075
1293.036974,0.9993974615992128
1293.519091,0.9994088747833935
1294.001208,0.9994261247294388
1294.483324,0.9994457936291149
1294.965441,0.9994635239547613
1295.447558,0.9994781062339534
1295.929674,0.9994897602166146
1296.411791,0.9994994753042992
1296.893908,0.9995082209629703
1297.376024,0.9995176963458182
1297.858141,0.9995283812471029
1298.340258,0.9995400458113747
1298.822374,0.9995548591046198
1299.304491,0.9995745405335587
1299.786608,0.999595921661651
1300.268725,0.9996160837147245
1300.750841,0.9996352765277823
1301.232958,0.9996549495436061
1301.715075,0.9996753627060935
1302.197191,0.9996952864346116
1302.679308,0.9997147206998803
1303.161425,0.9997331856012944
1303.643541,0.9997511609655696
1304.125658,0.9997681268867267
1304.607775,0.9997842332809874
1305.089891,0.9997992001629865
1305.572008,0.9998130474778012
1306.054125,0.9998258351684555
1306.536242,0.9998374932056598
1307.018358,0.9998480715422973
1307.500475,0.9998576901270108
1307.982592,0.999866368929427
1308.464708,0.9998739679427071
1308.946825,0.9998806071278963
1309.428942,0.9998864864431514
1309.911058,0.9998917058642333
1310.393175,0.9998963053766592
1310.875292,0.9999003369666901
1311.357408,0.9999039826099647
1311.839525,0.9999072143048588
1312.321642,0.9999099600538393
1312.803758,0.9999123418422009
1313.285875,0.999914334669484
1313.767992,0.9999159145353809
1314.250109,0.9999172024279082
1314.732225,0.9999183933300054
1315.214342,0.9999194622433393
1315.696459,0.9999203131751637
1316.178575,0.999920920126978
1316.660692,0.9999214310866987
1317.142809,0.9999219410467587
1317.624925,0.9999224030108022
1318.107042,0.9999227429844769
1318.589159,0.9999230349619606
1319.071275,0.9999232779432875
1319.553392,0.9999235209246736
1320.035509,0.9999237149098554
1320.517626,0.999923933893173
1320.999742,0.9999241518766143
1321.481859,0.9999243708600276
1321.963976,0.9999246388397949
1322.446092,0.9999249058197092
1322.928209,0.9999252217960293
1323.410326,0.9999255617706625
1323.892442,0.9999259507417817
1324.374559,0.9999263397130521
1324.856676,0.9999267766809581
1325.338792,0.9999272876436716
1325.820909,0.9999279435961874
1326.303026,0.9999287935353006
1326.785142,0.99992981446312
1327.267259,0.9999309083869354
1327.749376,0.999931856321886
1328.231493,0.9999326582675563
1328.713609,0.9999334112171314
1329.195726,0.9999342131640488
1329.677843,0.9999351371036886
1330.159959,0.9999362060349215
1330.642076,0.9999374449566483
1331.124193,0.9999387578753755
1331.606309,0.9999400457973251
1332.088426,0.9999412607252187
1332.570543,0.9999423546615563
1333.052659,0.9999434965963775
1333.534776,0.9999447845244305
1334.016893,0.9999461694489161
1334.49901,0.9999475553752674
1334.981126,0.9999489403035907
1335.463243,0.9999503982302085
1335.94536,0.9999519291554401
1336.427476,0.9999534600830156
1336.909593,0.9999549670140153
1337.39171,0.9999564739472862
1337.873826,0.9999579558838786
1338.355943,0.9999595118196685
1338.83806,0.9999610907569842
1339.320176,0.9999626226985487
1339.802293,0.999964153642496
1340.28441,0.9999656595896453
1340.766527,0.9999670695422195
1341.248643,0.9999683814998753
1341.73076,0.9999696944592221
1342.212877,0.999970909423139
1342.694993,0.9999720763898713
1343.17711,0.9999732183586345
1343.659227,0.9999743113299595
1344.141343,0.9999753323042526
1344.62346,0.9999763852788319
1345.105577,0.9999774342546103
1345.587693,0.9999783532342946
1346.06981,0.9999791092182154
1346.551927,0.9999798452031107
1347.034043,0.9999806721867845
1347.51616,0.9999813161745449
1347.998277,0.9999816631681218
1348.480394,0.9999821011601862
1348.96251,0.9999828541469918
1349.444627,0.9999836581335297
1349.926744,0.9999842901234014
1350.40886,0.9999848301150639
1350.890977,0.9999853891067402
1351.373094,0.9999859480987289
1351.85521,0.999986446091855
1352.337327,0.9999868670862375
1352.819444,0.9999872160817149
1353.30156,0.9999875570774138
1353.783677,0.9999879020731806
1354.265794,0.999988201069608
1354.747911,0.9999884560666317
1355.230027,0.9999887160636641
1355.712144,0.9999889930605768
1356.194261,0.9999892750575126
1356.676377,0.9999895300548103
1357.158494,0.9999897340526952
1357.640611,0.9999898900511058
1358.122727,0.9999900235497651
1358.604844,0.9999901256487518
1359.086961,0.9999901766482494
1359.569077,0.999990215547868
1360.051194,0.9999902908471341
1360.533311,0.9999904124459609
1361.015427,0.9999905144449882
1361.497544,0.9999905120450109
1361.979661,0.9999904026460549
1362.461778,0.9999902860471808
1362.943894,0.9999901450485603
1363.426011,0.999989934050662
1363.908128,0.9999896370536957
1364.390244,0.9999892700575662
1364.872361,0.9999888550621053
1365.354478,0.9999883300680942
1365.836594,0.9999875960769293
1366.318711,0.9999866430892044
1366.800828,0.9999855611042419
1367.282944,0.9999843681221791
1367.765061,0.9999830141442613
1368.247178,0.999981469171698
1368.729295,0.9999797142057595
1369.211411,0.999977736247841
1369.693528,0.9999755512988744
1370.175645,0.9999731213612371
1370.657761,0.9999703744388456
1371.139878,0.9999674095310809
1371.621995,0.9999643236364166
1372.104111,0.9999610907569842
1372.586228,0.9999577128941248
1373.068345,0.9999543590415803
1373.550461,0.9999512731871897
1374.032578,0.9999486723173105
1374.514695,0.9999465824267694
1374.996812,0.9999449305163797
1375.478928,0.9999437885799211
1375.961045,0.9999432536101373
1376.443162,0.9999434475991473
1376.925278,0.9999445415378774
1377.407395,0.9999464124358648
1377.889512,0.9999487213147967
1378.371628,0.9999512241895785
1378.853745,0.9999535570785059
1379.335862,0.9999550890085288
1379.817978,0.9999546750272076
1380.300095,0.9999501062447348
1380.782212,0.9999386848798488
1381.264328,0.9999218680524596
1381.746445,0.9999092071219229
1382.228562,0.9999121958550096
1382.710679,0.9999295474818952
1383.192795,0.9999477733638582
1383.674912,0.999957737893068
1384.157029,0.9999601437942797
1384.639145,0.9999586128564715
1385.121262,0.9999552100031018
1385.603379,0.9999509812014605
1386.085495,0.9999466804215392
1386.567612,0.999942937628119
1387.049729,0.9999400457973251
1387.531845,0.9999382469068008
1388.013962,0.9999375179520845
1388.496079,0.9999379559248133
1388.978196,0.9999394868309956
1389.460312,0.999941965684056
1389.942429,0.9999451005070323
1390.424546,0.9999486973160278
1390.906662,0.9999527311172088
1391.388779,0.9999569359272839
1391.870896,0.9999610667579183
1392.353012,0.9999650036123878
1392.835129,0.9999686974899338
1393.317246,0.9999720513905697
1393.799362,0.9999750653108745
1394.281479,0.9999777262480637
1394.763596,0.9999798572028689
1395.245712,0.9999814521720131
1395.727829,0.9999826621503023
1396.209946,0.9999836201341514
1396.692063,0.9999843801219915
1397.174179,0.9999849541131904
1397.656296,0.9999853431074133
1398.138413,0.9999856001036795
1398.620529,0.9999857871010042
1399.102646,0.999985824100479
1399.584763,0.9999856781025593
1400.066879,0.9999854861053276
1400.548996,0.9999853141078388
1401.031113,0.9999851291105728
1401.513229,0.9999848661145184
1401.995346,0.9999845331196134
1402.477463,0.9999842321243143
1402.95958,0.9999840251275997
1403.441696,0.9999837991312355
1403.923813,0.9999835611351197
1404.40593,0.9999834111375967
1404.888046,0.9999832921395778
1405.370163,0.9999831141425677
1405.85228,0.9999829681450437
1406.334396,0.9999829201458623
1406.816513,0.999982912145999
1407.29863,0.9999828541469918
1407.780746,0.9999827421489185
1408.262863,0.999982621151014
1408.74498,0.9999824921532642
1409.227096,0.999982400154879
1409.709213,0.9999823751553194
1410.19133,0.9999823361560075
1410.673447,0.9999822541574593
1411.155563,0.9999822851569097
1411.63768,0.9999825361524948
1412.119797,0.9999829341456233
1412.601913,0.9999833041393774
1413.08403,0.999983549135317
1413.566147,0.9999836631334481
1414.048263,0.9999836801331705
1414.53038,0.9999837311323395
1415.012497,0.999983914129379
