nu,[0](Perfluorohexyl)ethylene-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
695.57832,0.9240981407941226
695.638585,0.9218995585737244
695.69885,0.9193935601863962
695.759115,0.9162710976149876
695.81938,0.9131583264538641
695.879645,0.9094375022387073
695.93991,0.9045026901197695
696.000175,0.9008108291194089
696.06044,0.8998924705162165
696.120705,0.9005046054984738
696.18097,0.9001984859758722
696.241235,0.898669448599726
696.3015,0.8968380316050525
696.361765,0.8944019467364355
696.42203,0.8922758012199787
696.482295,0.8901547099129563
696.54256,0.8880297804584465
696.602825,0.8859187826647911
696.66309,0.8841133505150714
696.723355,0.883812803071857
696.78362,0.8835123577974034
696.843885,0.880812942194769
696.90415,0.8757277710362728
696.964415,0.870384683601914
697.02468,0.8668407486362933
697.084945,0.8630091374049589
697.14521,0.858035332733489
697.205475,0.8527916644073089
697.26574,0.8490306432304952
697.326004,0.845286209082944
697.386269,0.8406919300256653
697.446534,0.8358467467389599
697.506799,0.831877570358599
697.567064,0.8279189631320372
697.627329,0.8231473946422678
697.687594,0.8178388227474656
697.747859,0.8122963844000101
697.808124,0.8065091791649444
697.868389,0.8007712125431294
697.928654,0.7972396143652196
697.988919,0.7966976757074776
698.049184,0.7961561054427551
698.109449,0.7920981247148983
698.169714,0.7848520894782652
698.229979,0.7771514742963161
698.290244,0.7718770525463271
698.350509,0.7687342099306241
698.410774,0.7669067979937934
698.471039,0.764823645874465
698.531304,0.761701905473689
698.591569,0.7573119676022262
698.651834,0.7526838449293498
698.712099,0.7468208116005008
698.772364,0.7397374152594679
698.832629,0.7327285302933937
698.892894,0.7287460219959381
698.953159,0.7270136687816411
699.013424,0.7250388785348146
699.073689,0.7208530331443884
699.133954,0.7152379460304567
699.194219,0.7094182578092179
699.254484,0.7036529592341342
699.314749,0.6972160116163036
699.375014,0.6922486964467577
699.435279,0.6894300756616462
699.495544,0.6873236441140377
699.555809,0.6835947552636629
699.616073,0.6782631089649608
699.676338,0.6732018961818756
699.736603,0.6686396524962024
699.796868,0.6631991213673916
699.857133,0.6562457114703368
699.917398,0.6480353705094497
699.977663,0.6399277497606962
700.037928,0.6332119998712515
700.098193,0.6280597334994099
700.158458,0.6227438502743797
700.218723,0.615161773146146
700.278988,0.6062274701864752
700.339253,0.5978293103338129
700.399518,0.590349821495318
700.459783,0.5825676284139141
700.520048,0.5737164467083834
700.580313,0.5648076772673712
700.640578,0.5575517248230486
700.700843,0.5520757576512778
700.761108,0.5468394662397685
700.821373,0.5407382194293803
700.881638,0.5336100234396955
700.941903,0.5262178439423677
701.002168,0.5199877631954477
701.062433,0.5145307287653916
701.122698,0.5086119146001634
701.182963,0.501736599091591
701.243228,0.4951225357888401
701.303493,0.4904313347952581
701.363758,0.485779724303885
701.424023,0.47921304983877305
701.484288,0.4709704150480534
701.544553,0.46302232866519755
701.604818,0.4559874462501009
701.665083,0.44890679334230144
701.725348,0.4414855450578174
701.785613,0.43418698354688356
701.845878,0.4268639221642351
701.906143,0.41923234084031447
701.966407,0.4116013480013624
702.026672,0.40383051757229216
702.086937,0.3955373732624916
702.147202,0.3866211523182164
702.207467,0.37739609243862654
702.267732,0.3687634121711474
702.327997,0.36095571547083566
702.388262,0.35341933825779875
702.448527,0.3462826257246518
702.508792,0.33905260725444225
702.569057,0.33127713104308865
702.629322,0.3233887885111168
702.689587,0.31628866042776044
702.749852,0.31033590612314144
702.810117,0.3042821144043483
702.870382,0.2975122138146559
702.930647,0.2908929351374082
702.990912,0.28493334592888403
703.051177,0.27878901552309526
703.111442,0.27185131450400596
703.171707,0.26474187084384504
703.231972,0.25807630034783796
703.292237,0.2514025096949808
703.352502,0.2444853231219633
703.412767,0.2377584587145598
703.473032,0.23128605528432866
703.533297,0.22438319426619668
703.593562,0.21709939257630184
703.653827,0.21034631237503254
703.714092,0.20462013884113053
703.774357,0.19926892193979057
703.834622,0.19384430377531137
703.894887,0.18890708472811943
703.955152,0.18457488815439616
704.015417,0.17999971705676918
704.075682,0.17509965675011338
704.135947,0.1705716220140203
704.196212,0.16672658897414336
704.256476,0.16301712864249357
704.316741,0.15924681256828
704.377006,0.1558127988016623
704.437271,0.15286501529160193
704.497536,0.14983808518384506
704.557801,0.14675364242040215
704.618066,0.143991645276859
704.678331,0.1414088413848838
704.738596,0.1386087587193085
704.798861,0.13561978595470883
704.859126,0.1331871496005706
704.919391,0.1312567434714704
704.979656,0.1293543165268069
705.039921,0.12733931292529102
705.100186,0.12579521147838602
705.160451,0.12446882450704337
705.220716,0.12275067663761143
705.280981,0.1209715360880683
705.341246,0.11986370180766139
705.401511,0.1192062610670536
705.461776,0.11836289410901962
705.522041,0.11731413823773014
705.582306,0.11688087795205672
705.642571,0.11699781728993276
705.702836,0.11691594747560782
705.763101,0.11643757342787782
705.823366,0.11617007475039513
705.883631,0.1162049310009964
705.943896,0.1160423579253016
706.004161,0.11561379453217453
706.064426,0.11525594671981039
706.124691,0.1148647419259731
706.184956,0.11408631134440404
706.245221,0.11304153064044985
706.305486,0.11232037500393074
706.365751,0.11167080241039665
706.426016,0.11061495301299096
706.486281,0.10955813032933356
706.546545,0.10912077310560649
706.60681,0.1089681109117292
706.667075,0.1085222562835467
706.72734,0.10797020171223522
706.787605,0.10793781550989481
706.84787,0.10830542867086818
706.908135,0.1085222562835467
706.9684,0.10870690102278849
707.028665,0.10949241516765593
707.08893,0.11064814247706556
707.149195,0.11159266020167327
707.20946,0.11227545583836121
707.269725,0.11304153064044985
707.32999,0.11369907655800604
