nu,[0]Piperidine-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
569.796596,0.9907495511027621
569.920398,0.9858530223938498
570.044201,0.9882782414314024
570.168003,0.9887774479823702
570.291806,0.9912736971385411
570.415608,0.9956927031270069
570.539411,0.9913699544877519
570.663213,0.9940165724297597
570.787016,0.9913009575400411
570.910818,0.9934050428180478
571.034621,0.9871867971086657
571.158423,0.9908874730394197
571.282226,0.9959814958838396
571.406028,0.9968623327987559
571.529831,0.9947795740339158
571.653633,0.9931791681942289
571.777436,0.9975648697517975
571.901238,0.9932267426157838
572.025041,0.9911567337432547
572.148843,0.9984670761298945
572.272645,0.9897785972558173
572.396448,0.9953335219998904
572.52025,0.9937901612437734
572.644053,0.9997805840751958
572.767855,0.997817086029665
572.891658,0.9990179525245559
573.01546,0.9911278915019595
573.139263,1.0004302825449882
573.263065,0.9920313196180903
573.386868,0.9984918384204337
573.51067,1.0022463192030635
573.634473,1.003157975932831
573.758275,0.9975796338211236
573.882078,0.997964474497642
574.00588,0.9983885997018747
574.129683,0.9976619375358954
574.253485,1.000370498617665
574.377288,0.9983922937465276
574.50109,1.0023269030465547
574.624892,1.0056538228679865
574.748695,1.000617900822111
574.872497,1.000985945725247
574.9963,0.9989739267735027
575.120102,1.0037744051943094
575.243905,0.9967588638587423
575.367707,0.9969551450022806
575.49151,0.9967886673943324
575.615312,1.003005507508383
575.739115,1.001159471668138
575.862917,0.9979098873338595
575.98672,1.0030419172691387
576.110522,1.0031824532860663
576.234325,1.0016760029255838
576.358127,0.998088928427153
576.48193,0.9990334174421591
576.605732,0.9972516835555014
576.729535,0.9986650917836942
576.853337,1.0016477560605839
576.97714,0.9967962430169919
577.100942,1.0029115302952307
577.224744,1.0048352522862694
577.348547,0.9998319541212907
577.472349,0.9981930345314269
577.596152,1.00607346917502
577.719954,0.9971119783812112
577.843757,0.9966153409162465
577.967559,1.0017195767794356
578.091362,1.0006711751373003
578.215164,1.0021654411885756
578.338967,0.9995525101534609
578.462769,1.0021151337461554
578.586572,1.0038371430551718
578.710374,1.001274811882743
578.834177,1.0000303724612338
578.957979,0.9947541080027871
579.081782,0.9974366909017018
579.205584,1.0003880752817362
579.329387,0.9970332096463251
579.453189,1.0035781864790982
579.576992,1.0024327543563671
579.700794,1.0026847976313245
579.824596,1.0070510423609822
579.948399,0.996632682174047
580.072201,1.0012996438059922
580.196004,0.9993264169589794
580.319806,1.0080952910975092
580.443609,0.9987136280865776
580.567411,1.0035505884584446
580.691214,1.0008630622240484
580.815016,1.00938698394761
580.938819,1.0048024951909884
581.062621,1.0030430206158545
581.186424,0.997279706721533
581.310226,1.003956104804968
581.434029,1.0055755860440194
581.557831,1.0062644400420313
581.681634,1.0030347956968078
581.805436,1.0085788895567604
581.929239,1.0011259333876064
582.053041,1.0031320947909201
582.176844,0.997594996665778
582.300646,1.0017063541682913
582.424448,1.0006488504124162
582.548251,1.0052937627066372
582.672053,1.0004049819830696
582.795856,1.0020550086419018
582.919658,0.9971556528423281
583.043461,1.0032211768761237
583.167263,1.0017560400356575
583.291066,1.0020081135648506
583.414868,1.00188437320395
583.538671,1.004866201688658
583.662473,1.01395852300696
583.786276,1.0067494757356514
583.910078,1.003946567267276
584.033881,1.0054202366170277
584.157683,1.0021239523981345
584.281486,0.9910300720065397
584.405288,1.0028970884731758
584.529091,0.9979702627083799
584.652893,1.0021935022137816
584.776696,0.9951120849270333
584.900498,1.007447294178669
585.0243,1.0065351615868179
585.148103,1.00142110881949
585.271905,1.00414566961191
585.395708,0.9972527805329566
585.51951,1.0020922857815737
585.643313,1.002733629570017
585.767115,1.0044643355865612
585.890918,0.9997722559376171
