nu,[0]Perfluoropolymethylisopropyl-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1107.971454,0.14868876249887283
1108.031719,0.1467096229309296
1108.091984,0.1467096229309296
1108.152249,0.14868876249887283
1108.212513,0.15001799881265335
1108.272778,0.1467096229309296
1108.333043,0.13908083056633164
1108.393308,0.13480850352013019
1108.453573,0.14094296133318504
1108.513838,0.1520265655578569
1108.574103,0.1569073147297525
1108.634368,0.15340098023664558
1108.694633,0.15067953231385794
1108.754898,0.15135911813055725
1108.815163,0.15067953231385794
1108.875428,0.15001799881265335
1108.935693,0.1554548411734905
1108.995958,0.16404737843223
1109.056223,0.16331082372032243
1109.116488,0.1554548411734905
1109.176753,0.1520265655578569
1109.237018,0.1569073147297525
1109.297283,0.15900812141254894
1109.357548,0.15271222668334686
1109.417813,0.14606551865858722
1109.478078,0.14477130334356594
1109.538343,0.14606551865858722
1109.598608,0.14868876249887283
1109.658873,0.15407743165145815
1109.719138,0.16042960993404484
1109.779403,0.15759922800748807
1109.839668,0.1493444344743969
1109.899933,0.1467096229309296
1109.960198,0.15135911813055725
1110.020463,0.1520265655578569
1110.080728,0.14606551865858722
1110.140993,0.14540970052212338
1110.201258,0.15620281811967893
1110.261523,0.16404737843223
1110.321788,0.1554548411734905
1110.382052,0.14032417463236974
1110.442317,0.13601365416684916
1110.502582,0.14284430758454122
1110.562847,0.15067953231385794
1110.623112,0.15271222668334686
1110.683377,0.1493444344743969
1110.743642,0.14477130334356594
1110.803907,0.14348855543917668
1110.864172,0.1467096229309296
1110.924437,0.15135911813055725
1110.984702,0.15001799881265335
1111.044967,0.14477130334356594
1111.105232,0.14157863384964942
1111.165497,0.14284430758454122
1111.225762,0.14221717333828726
1111.286027,0.13784850316560157
1111.346292,0.1335739529281526
1111.406557,0.13179600084190335
1111.466822,0.13004171439967901
1111.527087,0.12718659739742327
1111.587352,0.1283236103165275
1111.647617,0.13297422054987512
1111.707882,0.13784850316560157
1111.768147,0.1372295785262299
1111.828412,0.1335739529281526
1111.888677,0.12888947819832694
1111.948942,0.1243817268176362
1112.009207,0.12549366497138864
1112.069472,0.1323904192841061
1112.129737,0.13601365416684916
1112.190002,0.1277474513999333
1112.250267,0.11634446061922502
1112.310532,0.11634446061922502
1112.370797,0.12605965899519883
1112.431062,0.13004171439967901
1112.491327,0.12218732023818188
1112.551592,0.1147614101645073
1112.611856,0.11583366955691343
1112.672121,0.11949269968246252
1112.732386,0.11896808679857943
1112.792651,0.11738454784144159
1112.852916,0.11896808679857943
1112.913181,0.12110467799238742
1112.973446,0.11738454784144159
1113.033711,0.11123613443449067
1113.093976,0.10879390133909321
1113.154241,0.109273649176234
1113.214506,0.11074777063123942
1113.274771,0.1122417782535
1113.335036,0.11324518863280815
1113.395301,0.11074777063123942
1113.455566,0.10545193735124445
1113.515831,0.1031263854243081
1113.576096,0.1040483067189046
1113.636361,0.10359149988136546
1113.696626,0.10040934483600386
1113.756891,0.09904311684238444
1113.817156,0.10130697654102218
1113.877421,0.10267362612934151
1113.937686,0.10086220505906641
1113.997951,0.10040934483600386
1114.058216,0.10267362612934151
1114.118481,0.10176388520892647
1114.178746,0.09473232461696224
1114.239011,0.08821308243864363
1114.299276,0.08900168293916128
1114.359541,0.0938929476957505
1114.419806,0.09306100808401803
1114.480071,0.08665678173877375
1114.540336,0.0836009830491076
1114.600601,0.08743146934250846
1114.660866,0.09141917777939751
1114.721131,0.08940309300766235
1114.781395,0.0862763295078273
1114.84166,0.08821308243864363
1114.901925,0.09223643988339311
1114.96219,0.09060915703627266
1115.022455,0.08434835265975632
1115.08272,0.08103290274993662
1115.142985,0.0821260513855459
1115.20325,0.0821260513855459
1115.263515,0.07924586850600732
1115.32378,0.07715800088318372
1115.384045,0.07924586850600732
1115.44431,0.07995430460006694
1115.504575,0.07681925147451234
1115.56484,0.07445949445834335
1115.625105,0.07681925147451234
1115.68537,0.07960327848360482
1115.745635,0.07647434147241716
1115.8059,0.07087765906259255
1115.866165,0.0693145803676917
1115.92643,0.0718266285869013
1115.986695,0.07215057675225206
1116.04696,0.06962023647161314
1116.107225,0.06809169678902911
1116.16749,0.06748836947660482
1116.227755,0.06600003543908646
1116.28802,0.06426115188974367
1116.348285,0.0651215340686541
1116.40855,0.06689038795321331
1116.468815,0.0651215340686541
1116.52908,0.06009071150804764
1116.589345,0.05772874784464333
1116.64961,0.059290866901012595
1116.709875,0.06009071150804764
1116.77014,0.05850166872134291
1116.830405,0.05772874784464333
1116.89067,0.06035569317083757
1116.950934,0.06397262637553346
1117.011199,0.06366629355585689
1117.071464,0.05902465742051749
1117.131729,0.053498588960397525
1117.191994,0.05026732577136102
1117.252259,0.051170094980058194
1117.312524,0.054459389601391836
1117.372789,0.05595541869672465
1117.433054,0.05326371227661037
1117.493319,0.05004163099948643
1117.553584,0.04938048368268366
1117.613849,0.04959823651581256
1117.674114,0.04872319884489161
1117.734379,0.04764869673704671
1117.794644,0.04764869673704671
1117.854909,0.04764869673704671
1117.915174,0.04617115622500506
1117.975439,0.04535658087223066
1118.035704,0.04679401354245328
1118.095969,0.048291486345453064
1118.156234,0.04721233905019725
1118.216499,0.04515745032486091
1118.276764,0.04377029009886276
1118.337029,0.042425741080511385
1118.397294,0.04038487279099928
1118.457559,0.040567014229431674
1118.517824,0.04338246290796166
1118.578089,0.04475733218380701
1118.638354,0.04186521448858164
1118.698619,0.039144318046108656
1118.758884,0.04002704213157127
1118.819149,0.04130796254080642
1118.879414,0.03984732510855336
1118.939679,0.038284889142767266
1118.999944,0.03984732510855336
1119.060209,0.04204982728263644
1119.120474,0.03984732510855336
1119.180738,0.0362904738691011
1119.241003,0.035650218610813585
1119.301268,0.036454148994342156
1119.361533,0.035179209854559954
1119.421798,0.033483583668704305
1119.482063,0.035650218610813585
1119.542328,0.03984732510855336
1119.602593,0.03984732510855336
1119.662858,0.035650218610813585
1119.723123,0.03333657954679678
1119.783388,0.03393528331860709
1119.843653,0.03438963734347271
1119.903918,0.03393528331860709
1119.964183,0.03501075426410976
1120.024448,0.0362904738691011
1120.084713,0.03470054104763552
1120.144978,0.03133248062018413
1120.205243,0.031011412409586336
1120.265508,0.03378291762360414
1120.325773,0.03533433941267226
1120.386038,0.033483583668704305
1120.446303,0.03154626754013758
1120.506568,0.03143919236145395
1120.566833,0.03133248062018413
1120.627098,0.030485625547105547
1120.687363,0.03037911236449243
1120.747628,0.031011412409586336
1120.807893,0.03037911236449243
1120.868158,0.028759129911840247
1120.928423,0.028564231234950145
1120.988688,0.03007082038038045
1121.048953,0.03037911236449243
1121.109218,0.028661514909679428
1121.169483,0.027601090394287858
1121.229748,0.0283678164497131
1121.290013,0.029056879729139437
1121.350277,0.027886850764902344
1121.410542,0.026763935179318268
1121.470807,0.026763935179318268
1121.531072,0.02694924491542935
1121.591337,0.026399769498114758
1121.651602,0.026582557802088437
1121.711867,0.0274140396728279
1121.772132,0.0274140396728279
1121.832397,0.025773717701912172
1121.892662,0.024399320388529492
1121.952927,0.025162512279711315
1122.013192,0.02631016269969967
1122.073457,0.025599050961505204
1122.133722,0.024067329032599977
1122.193987,0.023985639065527812
1122.254252,0.025423025496106925
1122.314517,0.025952171310992558
1122.374782,0.024651932105580015
1122.435047,0.02333735461049527
1122.495312,0.0236592764984809
1122.555577,0.024316503567584285
1122.615842,0.02373985494430976
1122.676107,0.02270659200399419
1122.736372,0.023258142341983857
1122.796637,0.024399320388529492
1122.856902,0.024067329032599977
1122.917167,0.022629520686665423
1122.977432,0.022397632895793447
1123.037697,0.023820707823126144
1123.097962,0.024316503567584285
1123.158227,0.022629520686665423
1123.218492,0.021347940663539306
1123.278757,0.021940961522591857
1123.339022,0.023019812979106692
1123.399287,0.022629520686665423
1123.459552,0.022092877665062443
1123.519817,0.02278392580977939
1123.580081,0.02333735461049527
1123.640346,0.02224362118027202
1123.700611,0.020841689402573204
1123.760876,0.02127548091665585
1123.821141,0.02224362118027202
1123.881406,0.021792269111397273
1123.941671,0.020985994338952086
1124.001936,0.02164242002839077
1124.062201,0.023416836659085855
1124.122466,0.024482419265890103
1124.182731,0.024651932105580015
1124.242996,0.024651932105580015
1124.303261,0.023985639065527812
1124.363526,0.02224362118027202
1124.423791,0.021057468156340988
1124.484056,0.021716129491567933
1124.544321,0.023019812979106692
1124.604586,0.02278392580977939
1124.664851,0.022092877665062443
1124.725116,0.022397632895793447
1124.785381,0.023019812979106692
1124.845646,0.02224362118027202
1124.905911,0.021129185398296276
1124.966176,0.021716129491567933
1125.026441,0.022941678518829712
1125.086706,0.02247391445280151
1125.146971,0.02127548091665585
1125.207236,0.021057468156340988
1125.267501,0.021716129491567933
1125.327766,0.021792269111397273
1125.388031,0.021495750812696016
1125.448296,0.021792269111397273
1125.508561,0.02224362118027202
1125.568826,0.021420647192854567
1125.629091,0.02077094798715821
1125.689356,0.02164242002839077
1125.74962,0.023019812979106692
1125.809885,0.023019812979106692
1125.87015,0.022397632895793447
1125.930415,0.022941678518829712
1125.99068,0.023496589406569006
1126.050945,0.022629520686665423
1126.11121,0.021792269111397273
1126.171475,0.02309821354867806
1126.23174,0.025162512279711315
1126.292005,0.024820136490660172
1126.35227,0.022941678518829712
1126.412535,0.02247391445280151
1126.4728,0.023496589406569006
1126.533065,0.023496589406569006
1126.59333,0.02224362118027202
1126.653595,0.021716129491567933
1126.71386,0.022321610255671087
1126.774125,0.022941678518829712
1126.83439,0.023019812979106692
1126.894655,0.02309821354867806
1126.95492,0.022629520686665423
1127.015185,0.02127548091665585
1127.07545,0.0204883263781793
1127.135715,0.021792269111397273
1127.19598,0.023496589406569006
1127.256245,0.023416836659085855
1127.31651,0.02224362118027202
1127.376775,0.022321610255671087
1127.43704,0.02333735461049527
1127.497305,0.023258142341983857
1127.55757,0.022092877665062443
1127.617835,0.021940961522591857
1127.6781,0.02247391445280151
1127.738365,0.022092877665062443
1127.79863,0.021057468156340988
1127.858895,0.021057468156340988
1127.91916,0.021940961522591857
1127.979424,0.021940961522591857
1128.039689,0.02127548091665585
1128.099954,0.02127548091665585
1128.160219,0.02201788943323399
1128.220484,0.022629520686665423
1128.280749,0.02278392580977939
1128.341014,0.023258142341983857
1128.401279,0.023416836659085855
1128.461544,0.022397632895793447
1128.521809,0.021420647192854567
1128.582074,0.021792269111397273
1128.642339,0.022941678518829712
1128.702604,0.023019812979106692
1128.762869,0.022321610255671087
1128.823134,0.02247391445280151
1128.883399,0.022941678518829712
1128.943664,0.022092877665062443
1129.003929,0.020700446684133258
1129.064194,0.0204883263781793
1129.124459,0.021940961522591857
1129.184724,0.023416836659085855
1129.244989,0.023820707823126144
1129.305254,0.023496589406569006
1129.365519,0.022629520686665423
1129.425784,0.020985994338952086
1129.486049,0.019799472164412364
1129.546314,0.020278379697987372
1129.606579,0.021940961522591857
1129.666844,0.02270659200399419
1129.727109,0.021792269111397273
1129.787374,0.020700446684133258
1129.847639,0.020418784356921765
1129.907904,0.020418784356921765
1129.968169,0.020278379697987372
1130.028434,0.020072591528910527
1130.088699,0.01993456737829107
1130.148963,0.019530069020968984
1130.209228,0.01893581834347666
1130.269493,0.01855158590596578
1130.329758,0.01893581834347666
1130.390023,0.01993456737829107
1130.450288,0.020558105244717934
1130.510553,0.020209550283324797
1130.570818,0.01874365469702602
1130.631083,0.017622126130578966
1130.691348,0.017500951991814725
1130.751613,0.018424020569739668
1130.811878,0.019197024229637545
1130.872143,0.019002209824996865
1130.932408,0.018111648213340638
1130.992673,0.017323349593539535
1131.052938,0.017145834862963918
1131.113203,0.017742364936888515
1131.173468,0.018424020569739668
1131.233733,0.017865210585049477
1131.293998,0.016399572689659532
1131.354263,0.015846604955401217
1131.414528,0.016455426133854034
1131.474793,0.016912538653313134
1131.535058,0.015739213586174285
1131.595323,0.014103955345206842
1131.655588,0.013583492639103346
1131.715853,0.014153405676514326
1131.776118,0.014546570756232792
1131.836383,0.01429850918425903
1131.896648,0.014103955345206842
1131.956913,0.01391204871893762
1132.017178,0.013351854365491248
1132.077443,0.01294688578084798
1132.137708,0.013536033516778399
1132.197973,0.014348641647036918
1132.258238,0.013817767706387412
1132.318502,0.012341348348289673
1132.378767,0.011484005934052133
1132.439032,0.011484005934052133
1132.499297,0.011327747864530618
1132.559562,0.01087161516120445
1132.619827,0.010687291004980556
1132.680092,0.010984171467251214
1132.740357,0.010984171467251214
1132.800622,0.010541873502547799
1132.860887,0.01022213307736394
1132.921152,0.009979722446674055
1132.981417,0.009479724730536718
1133.041682,0.00882205890733188
1133.101947,0.008671617003375912
1133.162212,0.00897421332733351
1133.222477,0.00900477758243656
1133.282742,0.008583616077629487
1133.343007,0.00829419007708602
1133.403272,0.00818133449889035
1133.463537,0.0077714384735991775
1133.523802,0.007182555787490189
1133.584067,0.006964705189980754
1133.644332,0.007207738777270889
1133.704597,0.007332050950279331
1133.764862,0.006964705189980754
1133.825127,0.006547971316373657
1133.885392,0.006327816797666213
1133.945657,0.006031255988292245
1134.005922,0.005461127547579474
1134.066187,0.005047309247360335
1134.126452,0.004995588779771829
1134.186717,0.005047309247360335
1134.246982,0.00481124207764022
1134.307247,0.00441609260452338
1134.367512,0.004252705118731605
1134.427777,0.004341219411252145
1134.488042,0.004341219411252145
1134.548306,0.003985071598101926
1134.608571,0.0035835548370369017
1134.668836,0.003427240022084288
1134.729101,0.0034866984269049496
1134.789366,0.0034985733775329607
1134.849631,0.0033463000707474036
1134.909896,0.0032334681083977766
1134.970161,0.003156788707186688
1135.030426,0.0028978099991011723
1135.090691,0.0025009115339083843
1135.150956,0.0022565910261061984
1135.211221,0.0022877190633520685
1135.271486,0.0023595130877057825
1135.331751,0.002210801852662598
1135.392016,0.0020016168500433815
1135.452281,0.0019610014349974313
1135.512546,0.0019610014349974313
1135.572811,0.0017938340902020585
1135.633076,0.0015694971461529112
1135.693341,0.001465586170728731
1135.753606,0.001445644552179367
1135.813871,0.0013639095964770474
1135.874136,0.0012648522019901214
1135.934401,0.0012306657449095437
1135.994666,0.0011811107142159151
1136.054931,0.0010124319207597586
1136.115196,0.0008501480901068268
1136.175461,0.0008271702661770085
1136.235726,0.0008589498667698386
1136.295991,0.0007857279068172998
1136.356256,0.0006597827129186985
1136.416521,0.0006224794140322132
1136.476786,0.0006419500891843104
1136.537051,0.000603538937523067
1136.597316,0.0005280603402558343
1136.657581,0.0005067970147121552
1136.717845,0.0004999012395259571
1136.77811,0.00042705403802116365
1136.838375,0.0003371441413224226
1136.89864,0.0003158952142006066
1136.958905,0.0003359997977284203
1137.01917,0.00031265819277261113
1137.079435,0.0002537147382058652
1137.1397,0.00022815165422830226
1137.199965,0.0002336935304367791
1137.26023,0.00021672094494188093
1137.320495,0.00017406182600391976
1137.38076,0.00015022145289076265
1137.441025,0.00014918849267682088
1137.50129,0.0001388383848796049
1137.561555,0.00011739103691911796
1137.62182,0.00010774965832318167
1137.682085,0.00010849570185587403
1137.74235,0.00010027441302276856
1137.802615,8.248451328519774e-05
1137.86288,7.266868565399355e-05
1137.923145,6.950582471891822e-05
1137.98341,6.060700969765386e-05
1138.043675,4.95167283012769e-05
1138.10394,4.544989716225504e-05
1138.164205,4.467931120785239e-05
1138.22447,3.8417402919750334e-05
1138.284735,3.0861534120494e-05
1138.345,2.8832711482732025e-05
1138.405265,2.9710798273554875e-05
1138.46553,2.5906931489157118e-05
1138.525795,2.0035597329913312e-05
1138.58606,1.79665295584797e-05
1138.646325,1.8274571498825787e-05
1138.70659,1.6159539525281292e-05
1138.766855,1.2534822334606684e-05
1138.82712,1.1308001335847248e-05
1138.887385,1.1513388297126005e-05
1138.947649,1.0099748857704758e-05
1139.007914,7.733105728907709e-06
1139.068179,6.838104394813989e-06
1139.128444,6.955345898756729e-06
1139.188709,6.212171780809786e-06
1139.248974,4.852580173197802e-06
1139.309239,4.303852526417618e-06
1139.369504,4.351456244655325e-06
1139.429769,3.9255660522281545e-06
1139.490034,3.140903690274351e-06
1139.550299,2.836328851263567e-06
1139.610564,2.884958623638859e-06
1139.670829,2.610418512153962e-06
1139.731094,2.0823781000683906e-06
1139.791359,1.7428305736911769e-06
1139.851624,1.578556083441281e-06
1139.911889,1.3805894669968954e-06
1139.972154,1.2454669974823694e-06
1140.032419,1.26808838515191e-06
1140.092684,1.2417361954910102e-06
1140.152949,1.0176647665622904e-06
1140.213214,8.457855470152926e-07
1140.273479,8.57709819820659e-07
1140.333744,8.8471524568613e-07
1140.394009,7.501444867278639e-07
1140.454274,6.068404078369838e-07
1140.514539,5.784000960733219e-07
1140.574804,5.590650511440687e-07
1140.635069,4.581817030312882e-07
1140.695334,3.834717049332178e-07
1140.755599,3.955455047892636e-07
1140.815864,4.12099917003744e-07
1140.876129,3.6186305420372985e-07
1140.936394,3.274272316483095e-07
1140.996659,3.6295027337969077e-07
1141.056924,3.873256596398473e-07
1141.117188,3.241692762583593e-07
1141.177453,2.675391302500015e-07
1141.237718,2.6861142994065017e-07
1141.297983,2.740377407719547e-07
1141.358248,2.4573797769270815e-07
1141.418513,2.332861559032816e-07
1141.478778,2.604122199764829e-07
1141.539043,2.5423672900937324e-07
1141.599308,1.9524708068807128e-07
1141.659573,1.6737985945804998e-07
1141.719838,1.9272529575622115e-07
1141.780103,2.1860486635335367e-07
1141.840368,1.9272529575622115e-07
1141.900633,1.6805071972192974e-07
1141.960898,1.750839961807258e-07
1142.021163,1.8113920733302363e-07
1142.081428,1.6292106780825635e-07
1142.141693,1.5205857933227568e-07
1142.201958,1.584225510435858e-07
1142.262223,1.4697548981823926e-07
1142.322488,1.217860524661203e-07
1142.382753,1.217860524661203e-07
1142.443018,1.4697548981823926e-07
1142.503283,1.4904761772640668e-07
1142.563548,1.2387411359037056e-07
1142.623813,1.2251896532074368e-07
1142.684078,1.4697548981823926e-07
1142.744343,1.4741707833928423e-07
1142.804608,1.2009292726230915e-07
1142.864873,1.1677696540497789e-07
1142.925138,1.3911011822615198e-07
1142.985403,1.339231110252212e-07
1143.045668,1.0051086558677746e-07
1143.105933,9.541786613289348e-08
1143.166198,1.2301002264192605e-07
1143.226463,1.339231110252212e-07
1143.286728,1.0910010300216457e-07
1143.346992,1.0010962514031027e-07
1143.407257,1.209365269072067e-07
1143.467522,1.3074721950024548e-07
1143.527787,1.1287328715849146e-07
1143.588052,1.0833906900768288e-07
1143.648317,1.2387411359037056e-07
1143.708582,1.2337960680891423e-07
1143.768847,1.0833906900768288e-07
1143.829112,1.196135150169668e-07
1143.889377,1.5794799557956762e-07
1143.949642,1.611387567448149e-07
1144.009907,1.285433031352405e-07
1144.070172,1.272642758986138e-07
1144.130437,1.6737985945804998e-07
1144.190702,1.9195593432187999e-07
1144.250967,1.7264989867354213e-07
1144.311232,1.7093200347855082e-07
1144.371497,1.9998969434520019e-07
1144.431762,2.1066429277589638e-07
1144.492027,1.9661860498754956e-07
1144.552292,2.127815041169622e-07
1144.612557,2.604122199764829e-07
1144.672822,2.704983063127987e-07
1144.733087,2.5423672900937324e-07
1144.793352,2.7985338385724853e-07
1144.853617,3.2644642190358886e-07
1144.913882,3.111471143868685e-07
1144.974147,2.7985338385724853e-07
1145.034412,3.241692762583593e-07
1145.094677,4.023272599631754e-07
1145.154942,3.796560977166417e-07
1145.215207,3.177502945152549e-07
1145.275472,3.557633764430972e-07
1145.335737,4.581817030312882e-07
1145.396002,4.549856304148461e-07
1145.456267,3.834717049332178e-07
1145.516531,4.108654698492996e-07
1145.576796,5.04347662567888e-07
1145.637061,4.943609097344072e-07
1145.697326,4.3236313998197805e-07
1145.757591,4.909124669969772e-07
1145.817856,6.411515375060144e-07
1145.878121,6.501907861308938e-07
1145.938386,5.590650511440687e-07
1145.998651,6.050226146665731e-07
1146.058916,7.660640917608094e-07
1146.119181,7.870295827283116e-07
1146.179446,7.008303434217102e-07
1146.239711,7.870295827283116e-07
1146.299976,1.0602561797823717e-06
1146.360241,1.2038329097328907e-06
1146.420506,1.1439767370041564e-06
1146.480771,1.2293807139061995e-06
1146.541036,1.5090956407021854e-06
1146.601301,1.7015005836238733e-06
1146.661566,1.797704472492682e-06
1146.721831,2.0823781000683906e-06
1146.782096,2.44613825353753e-06
1146.842361,2.4806250332629026e-06
1146.902626,2.5231561490262545e-06
1146.962891,3.194755496436641e-06
1147.023156,4.248264548293815e-06
1147.083421,4.533573850683178e-06
1147.143686,4.303852526417618e-06
1147.203951,4.886667400516411e-06
1147.264216,6.318681468331542e-06
1147.324481,7.474599639911241e-06
1147.384746,8.194888104336631e-06
1147.445011,9.626411877275838e-06
1147.505276,1.1664039455855877e-05
1147.565541,1.2711544012592448e-05
1147.625806,1.328333919654696e-05
1147.68607,1.5082129376723258e-05
1147.746335,1.7663680070225723e-05
1147.8066,1.9096604759420217e-05
1147.866865,2.0460793811037445e-05
1147.92713,2.3629845620172054e-05
1147.987395,2.7371725319909974e-05
1148.04766,3.0432483008403625e-05
1148.107925,3.514599100935981e-05
1148.16819,4.271330900474429e-05
1148.228455,4.801005931261923e-05
1148.28872,4.7518093674116113e-05
1148.348985,4.801005931261923e-05
1148.40925,5.3571143628392246e-05
1148.469515,6.019026076799743e-05
1148.52978,6.445778787241088e-05
1148.590045,7.143661535271302e-05
1148.65031,8.420131662178035e-05
1148.710575,9.3317770687515e-05
1148.77084,9.363559109638078e-05
1148.831105,9.623667845862487e-05
1148.89137,0.00010849570185587403
1148.951635,0.00012188897116699602
1149.0119,0.00012964637581191086
1149.072165,0.00014075355974544934
1149.13243,0.00015599291007261615
1149.192695,0.0001614201443205287
1149.25296,0.00016253779477613754
1149.313225,0.00018136481549203007
1149.37349,0.0002159853449576793
1149.433755,0.00022581375304977846
1149.49402,0.00020870265966493662
1149.554285,0.0002072882958661419
1149.61455,0.0002393700205800699
1149.674815,0.00027078104924672627
1149.73508,0.0002735845070769333
1149.795345,0.00027078104924672627
1149.85561,0.0002860339636998109
1149.915874,0.0003073571904178775
1149.976139,0.00032914900730168225
1150.036404,0.000359822393370768
1150.096669,0.00038402611495256275
1150.156934,0.00037234117012516433
1150.217199,0.000359822393370768
1150.277464,0.00038932347680118134
1150.337729,0.00043589899687317043
1150.397994,0.00042705403802116365
1150.458259,0.00039603815513510976
1150.518524,0.00042124329219381376
1150.578789,0.0004999012395259571
1150.639054,0.0005390512004544461
1150.699319,0.0005317165560420372
1150.759584,0.0005559123055412933
1150.819849,0.0005994487949931821
1150.880114,0.0005852332922834422
1150.940379,0.0005446321202160048
1151.000644,0.0005872264719625645
1151.060909,0.0007017733986454468
1151.121174,0.0007187478192099462
1151.181439,0.0006267266984484576
1151.241704,0.0006056550247969549
1151.301969,0.0006993214851018836
1151.362234,0.0007750368355488326
1151.422499,0.0007312172110597078
1151.482764,0.0006827375724316476
1151.543029,0.0007312172110597078
1151.603294,0.0008130645941285014
1151.663559,0.0008414365064520715
1151.723824,0.0008385804803258535
1151.784089,0.0008648106298749747
1151.844354,0.0008918612382369482
1151.904619,0.0009010948806160924
1151.964884,0.0009292804323085467
1152.025149,0.0009816261742884903
1152.085413,0.0010088946029542703
1152.145678,0.0009884228163405042
1152.205943,0.0009816261742884903
1152.266208,0.0010088946029542703
1152.326473,0.0010549098140720426
1152.386738,0.0011029134605930221
1152.447003,0.001145287021030701
1152.507268,0.0011531015119309559
1152.567533,0.001145287021030701
1152.627798,0.0011892885592638457
1152.688063,0.001260559007070495
1152.748328,0.0012306657449095437
1152.808593,0.0011413996574221573
1152.868858,0.0011610854251878648
1152.929123,0.0013545310135818424
1152.989388,0.0015011857247118306
1153.049653,0.0014308308349012756
1153.109918,0.0013361004761452743
1153.170183,0.0014065716349174996
1153.230448,0.0015324308707200807
1153.290713,0.0015270767378707231
1153.350978,0.0014606116392439084
1153.411243,0.0015011857247118306
1153.471508,0.0015857465073106085
1153.531773,0.0016021641018025812
1153.592038,0.0016076207307613886
1153.652303,0.0016981769256927638
1153.712568,0.001769426139388857
1153.772833,0.0017157585378944093
1153.833098,0.001618751671386828
1153.893363,0.0016021641018025812
1153.953628,0.001624264794067126
1154.013893,0.0016579058651944643
1154.074158,0.001769426139388857
1154.134423,0.0019210180482557564
1154.194688,0.001934318907983663
1154.254953,0.0018249549083615864
1154.315217,0.0018627525864868672
1154.375482,0.0021071899423062658
1154.435747,0.002210801852662598
1154.496012,0.0020502367596261597
1154.556277,0.0019210180482557564
1154.616542,0.002036342443873649
1154.676807,0.002188147463965285
1154.737072,0.0021731012157163265
1154.797337,0.0021290061593566318
1154.857602,0.0022565910261061984
1154.917867,0.002392060860176081
1154.978132,0.0024165847401158985
1155.038397,0.002441604191923489
1155.098662,0.0024924228735930397
1155.158927,0.002441604191923489
1155.219192,0.0022722153461008725
1155.279457,0.0022565910261061984
1155.339722,0.0024924228735930397
1155.399987,0.002678227724609602
1155.460252,0.002687349196588623
1155.520517,0.0026507835591272214
1155.580782,0.0026691372129729026
1155.641047,0.0025969957053486124
1155.701312,0.002561659470083341
1155.761577,0.002762000618674361
1155.821842,0.0030091428747266095
1155.882107,0.0028978099991011723
1155.942372,0.002687349196588623
1156.002637,0.0028778839340882693
1156.062902,0.003255856188397085
1156.123167,0.0030506518191471947
1156.183432,0.0024585095171479605
1156.243697,0.0023595130877057825
1156.303962,0.00288797417547956
1156.364227,0.003278071456787943
1156.424492,0.0029377831872154235
1156.484756,0.0026691372129729026
1156.545021,0.0029377831872154235
1156.605286,0.0033007683641201706
1156.665551,0.003146073851159478
1156.725816,0.0029175822565814533
1156.786081,0.0030610416881006112
1156.846346,0.0033007683641201706
1156.906611,0.00316754005572651
1156.966876,0.002988451257065854
1157.027141,0.003146073851159478
1157.087406,0.0034040138484226845
1157.147671,0.003357696854541495
1157.207936,0.003278071456787943
1157.268201,0.003439256378518648
1157.328466,0.0036329873780465067
1157.388731,0.0034627230180422413
1157.448996,0.0032334681083977766
1157.509261,0.003255856188397085
1157.569526,0.003450969751656065
1157.629791,0.0034985733775329607
1157.690056,0.0033924598542584717
1157.750321,0.0033806069993644193
1157.810586,0.0035104887717081765
1157.870851,0.0037208616915777866
1157.931116,0.003917114473249693
1157.991381,0.003930848394247772
1158.051646,0.003759384619505683
1158.111911,0.0036329873780465067
1158.172176,0.003746624416436907
1158.232441,0.003917114473249693
1158.292706,0.0038769752659561976
1158.352971,0.003811242604893247
1158.413236,0.003985071598101926
1158.473501,0.004180602098981929
1158.533766,0.004152270441515473
1158.594031,0.004095772232872217
1158.654296,0.004296734342703654
1158.71456,0.004492257138899398
1158.774825,0.004252705118731605
1158.83509,0.004012262429018883
1158.895355,0.004252705118731605
1158.95562,0.004745777517331736
1159.015885,0.004697146886586101
1159.07615,0.004296734342703654
1159.136415,0.004311368102763762
1159.19668,0.004745777517331736
1159.256945,0.004877609674098362
1159.31721,0.004538766499456151
1159.377475,0.004311368102763762
1159.43774,0.00441609260452338
1159.498005,0.004617046795643433
1159.55827,0.00481124207764022
1159.618535,0.005064499305340173
1159.6788,0.005152362147735361
1159.739065,0.004894221771552985
1159.79933,0.004713144366305114
1159.859595,0.004995588779771829
1159.91986,0.0053316207838670976
1159.980125,0.005064499305340173
1160.04039,0.004697146886586101
1160.100655,0.00481124207764022
1160.16092,0.00511693321928331
1160.221185,0.004978632619727112
1160.28145,0.00468073560897205
1160.341715,0.004844070012248967
1160.40198,0.005295488750678303
1160.462245,0.0053316207838670976
1160.52251,0.005134360401650715
1160.582775,0.00544259124349129
1160.64304,0.005970049859126627
1160.703305,0.005868243049973196
1160.76357,0.005368536178927023
1160.823835,0.005259075647971831
1160.884099,0.005536459842948399
1160.944364,0.005574236063465947
1161.004629,0.005295488750678303
1161.064894,0.005276986937111935
1161.125159,0.005423575471152593
1161.185424,0.005295488750678303
1161.245689,0.005187517603423718
1161.305954,0.00551766784398357
1161.366219,0.005908873942393924
1161.426484,0.005768749190720068
