nu,[0]Perfluoropolymethylisopropyl-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
840.756565,0.47244686188106416
840.81683,0.4766751725714578
840.877095,0.4766751725714578
840.93736,0.48524080796380964
840.997625,0.48524080796380964
841.05789,0.47244686188106416
841.118155,0.45999024327301125
841.17842,0.464107069566161
841.238685,0.4809365164592609
841.29895,0.48524080796380964
841.359215,0.46825605809751875
841.41948,0.44986398385813015
841.479745,0.45187033941651267
841.54001,0.46617694808971566
841.600275,0.46825605809751875
841.66054,0.45794783442054204
841.720805,0.4538856431520578
841.78107,0.4559099349728836
841.841335,0.45187033941651267
841.9016,0.437849515306406
841.961865,0.437849515306406
842.02213,0.45794783442054204
842.082395,0.47244686188106416
842.14266,0.4620417610973045
842.202925,0.44786205810301455
842.26319,0.4559099349728836
842.323455,0.4809365164592609
842.38372,0.4874049411843949
842.443985,0.47244686188106416
842.50425,0.46617694808971566
842.564514,0.47244686188106416
842.624779,0.470349144229139
842.685044,0.44786205810301455
842.745309,0.4359054137973216
842.805574,0.44986398385813015
842.865839,0.4745539351774105
842.926104,0.4788011037781074
842.986369,0.46825605809751875
843.046634,0.46617694808971566
843.106899,0.47244686188106416
843.167164,0.47244686188106416
843.227429,0.46617694808971566
843.287694,0.46825605809751875
843.347959,0.4788011037781074
843.408224,0.4874049411843949
843.468489,0.4809365164592609
843.528754,0.4745539351774105
843.589019,0.470349144229139
843.649284,0.46825605809751875
843.709549,0.470349144229139
843.769814,0.4766751725714578
843.830079,0.4766751725714578
843.890344,0.46617694808971566
843.950609,0.45187033941651267
844.010874,0.4559099349728836
844.071139,0.4745539351774105
844.131404,0.49396036391652737
844.191669,0.49838121640999744
844.251934,0.4895787262572555
844.312199,0.4766751725714578
844.372464,0.4559099349728836
844.432729,0.4398066853896889
844.492994,0.44191841296260354
844.553259,0.45999024327301125
844.613524,0.4766751725714578
844.673789,0.4809365164592609
844.734054,0.48524080796380964
844.794318,0.48524080796380964
844.854583,0.47244686188106416
844.914848,0.45999024327301125
844.975113,0.46825605809751875
845.035378,0.49396036391652737
845.095643,0.49616338562381107
845.155908,0.470349144229139
845.216173,0.4538856431520578
845.276438,0.47244686188106416
845.336703,0.49838121640999744
845.396968,0.49396036391652737
845.457233,0.4788011037781074
845.517498,0.48524080796380964
845.577763,0.5006039547478435
845.638028,0.49396036391652737
845.698293,0.4788011037781074
845.758558,0.49396036391652737
845.818823,0.5259179852391697
845.879088,0.5189384480788627
845.939353,0.47244686188106416
845.999618,0.44986398385813015
846.059883,0.48308145290149773
846.120148,0.5212528699421826
846.180413,0.5166291361939256
846.240678,0.49176712387549193
846.300943,0.49616338562381107
846.361208,0.5259179852391697
846.421473,0.5401545373974277
846.481738,0.5143352442328742
846.542003,0.4809365164592609
846.602268,0.470349144229139
846.662533,0.4788011037781074
846.722798,0.49396036391652737
846.783063,0.5006039547478435
846.843328,0.49838121640999744
846.903593,0.49616338562381107
846.963857,0.5006039547478435
847.024122,0.5189384480788627
847.084387,0.5329913946865513
847.144652,0.5353684915106364
847.204917,0.5259179852391697
847.265182,0.5118723507337082
847.325447,0.5006039547478435
847.385712,0.49838121640999744
847.445977,0.5143352442328742
847.506242,0.5377561899867694
847.566507,0.5425690068989047
847.626772,0.5353684915106364
847.687037,0.5329913946865513
847.747302,0.5449888190684893
847.807567,0.5474194233969728
847.867832,0.5282635352516168
847.928097,0.5143352442328742
847.988362,0.5329913946865513
848.048627,0.5698056164997446
848.108892,0.587846158805711
848.169157,0.5723469016589993
848.229422,0.5523187244334167
848.289687,0.5498663666526501
848.349952,0.5622436399442119
848.410217,0.5672756149348309
848.470482,0.5647568468638197
848.530747,0.5698056164997446
848.591012,0.5826375407239784
848.651277,0.5904738079759567
848.711542,0.5800447634834683
848.771807,0.5622436399442119
848.832072,0.5622436399442119
848.892337,0.5800447634834683
848.952602,0.5904738079759567
849.012867,0.5800447634834683
849.073132,0.5698056164997446
849.133397,0.5826375407239784
849.193661,0.6012887563583091
849.253926,0.6066701778083333
849.314191,0.6039704536752761
849.374456,0.6175717641411949
849.434721,0.6342957187065604
849.494986,0.625877884246454
849.555251,0.6012887563583091
849.615516,0.5931072715321002
849.675781,0.6066701778083333
849.736046,0.6120936410027131
849.796311,0.6093758758126762
849.856576,0.6120936410027131
849.916841,0.6230989154529986
849.977106,0.6203260823043388
850.037371,0.6039704536752761
850.097636,0.6093758758126762
850.157901,0.6485734631445251
850.218166,0.6781071263885827
850.278431,0.660234634711975
850.338696,0.6286692470071646
850.398961,0.6314730590111831
850.459226,0.660234634711975
850.519491,0.6781071263885827
850.579756,0.6811382385278756
850.640021,0.684176057824226
850.700286,0.690534046724041
850.760551,0.675096253836148
850.820816,0.6485734631445251
850.881081,0.6485734631445251
850.941346,0.6872274255393191
851.001611,0.7187224629657455
851.061876,0.7060776935658393
851.122141,0.6781071263885827
851.182406,0.675096253836148
851.242671,0.699821483523935
851.302936,0.7155026330345641
851.3632,0.7060776935658393
851.423465,0.684176057824226
851.48373,0.690534046724041
851.543995,0.7219279047442552
851.60426,0.7415297476518727
851.664525,0.712325720191203
851.72479,0.675096253836148
851.785055,0.6811382385278756
851.84532,0.7316595272013131
851.905585,0.7582516169042198
851.96585,0.7284108759153282
852.026115,0.690534046724041
852.08638,0.699821483523935
852.146645,0.734930016462413
852.20691,0.7582516169042198
852.267175,0.7616638213305269
852.32744,0.7616638213305269
852.387705,0.7582516169042198
852.44797,0.7284108759153282
852.508235,0.7060776935658393
852.5685,0.712325720191203
852.628765,0.734930016462413
852.68903,0.7415297476518727
852.749295,0.734930016462413
852.80956,0.7515256038826715
852.869825,0.7788397240840756
852.93009,0.7719310858311482
852.990355,0.7382372714676018
853.05062,0.7448369080032035
853.110885,0.792858904030268
853.17115,0.8290539894270126
853.231415,0.7999788413311785
853.29168,0.748158818011745
853.351945,0.7382372714676018
853.41221,0.7753738335956236
853.472475,0.8143866709756568
853.53274,0.8180187670816209
853.593004,0.792858904030268
853.653269,0.7616638213305269
853.713534,0.7548848937238651
853.773799,0.7823132837945103
853.834064,0.8107707017883574
853.894329,0.8035547152348349
853.954594,0.7753738335956236
854.014859,0.7719310858311482
854.075124,0.7964268445416443
854.135389,0.8143866709756568
854.195654,0.8107707017883574
854.255919,0.807162716246854
854.316184,0.8216999293707753
854.376449,0.8364989615321182
854.436714,0.8253646419945259
854.496979,0.8180187670816209
854.557244,0.8216999293707753
854.617509,0.8143866709756568
854.677774,0.789338520569897
854.738039,0.7753738335956236
854.798304,0.792858904030268
854.858569,0.8216999293707753
854.918834,0.8290539894270126
854.979099,0.8216999293707753
855.039364,0.8253646419945259
855.099629,0.8327764834602869
855.159894,0.8216999293707753
855.220159,0.792858904030268
855.280424,0.7823132837945103
855.340689,0.7999788413311785
855.400954,0.8327764834602869
855.461219,0.8402296765954971
855.521484,0.8253646419945259
855.581749,0.8143866709756568
855.642014,0.8253646419945259
855.702279,0.847775007278314
855.762543,0.8668927606415561
855.822808,0.8746775279828904
855.883073,0.8668927606415561
855.943338,0.8402296765954971
856.003603,0.8107707017883574
856.063868,0.807162716246854
856.124133,0.8440107900909081
856.184398,0.8825322031667058
856.244663,0.8668927606415561
856.304928,0.8253646419945259
856.365193,0.8180187670816209
856.425458,0.8515560125580055
856.485723,0.870793860552258
856.545988,0.8515560125580055
856.606253,0.8253646419945259
856.666518,0.8216999293707753
856.726783,0.8180187670816209
856.787048,0.8253646419945259
856.847313,0.8630436584608715
856.907578,0.9146013424126187
856.967843,0.9186831435757666
857.028108,0.8785785162438537
857.088373,0.8553624343850389
857.148638,0.870793860552258
857.208903,0.8668927606415561
857.269168,0.8402296765954971
857.329433,0.847775007278314
857.389698,0.9064603403932094
857.449963,0.939431851262616
857.510228,0.8864682226188286
857.570493,0.8290539894270126
857.630758,0.8515560125580055
857.691023,0.9146013424126187
857.751288,0.9105376771006093
857.811553,0.8592030546569296
857.871818,0.8402296765954971
857.932082,0.870793860552258
857.992347,0.9024337488013493
858.052612,0.8944019467364355
858.112877,0.870793860552258
858.173142,0.8553624343850389
858.233407,0.847775007278314
858.293672,0.8553624343850389
858.353937,0.8746775279828904
858.414202,0.8746775279828904
858.474467,0.847775007278314
858.534732,0.8364989615321182
858.594997,0.8746775279828904
858.655262,0.9024337488013493
858.715527,0.870793860552258
858.775792,0.8216999293707753
858.836057,0.8364989615321182
858.896322,0.8984268406021576
858.956587,0.9269329927587848
859.016852,0.9024337488013493
859.077117,0.8825322031667058
859.137382,0.8904307006493832
859.197647,0.8984268406021576
859.257912,0.8984268406021576
859.318177,0.9105376771006093
859.378442,0.9105376771006093
859.438707,0.8825322031667058
859.498972,0.8515560125580055
859.559237,0.8630436584608715
859.619502,0.8984268406021576
859.679767,0.8904307006493832
859.740032,0.8630436584608715
859.800297,0.8864682226188286
859.860562,0.939431851262616
859.920827,0.939431851262616
859.981092,0.8668927606415561
860.041357,1.0
860.101622,1.0
860.161886,1.0
860.222151,1.0
860.282416,1.0
860.342681,1.0
860.402946,1.0
860.463211,1.0
860.523476,1.0
860.583741,1.0
860.644006,1.0
860.704271,1.0
860.764536,1.0
860.824801,1.0
860.885066,1.0
860.945331,1.0
861.005596,1.0
861.065861,1.0
861.126126,1.0
861.186391,1.0
861.246656,1.0
861.306921,1.0
861.367186,1.0
861.427451,1.0
861.487716,1.0
861.547981,1.0
861.608246,1.0
861.668511,1.0
861.728776,1.0
861.789041,1.0
861.849306,1.0
861.909571,1.0
861.969836,1.0
862.030101,1.0
862.090366,1.0
862.150631,1.0
862.210896,1.0
862.271161,1.0
862.331425,1.0
862.39169,1.0
862.451955,1.0
862.51222,1.0
862.572485,1.0
862.63275,1.0
862.693015,1.0
862.75328,1.0
862.813545,1.0
862.87381,1.0
862.934075,1.0
862.99434,1.0
863.054605,1.0
863.11487,1.0
863.175135,1.0
863.2354,1.0
863.295665,1.0
863.35593,1.0
863.416195,1.0
863.47646,1.0
863.536725,1.0
863.59699,1.0
863.657255,1.0
863.71752,1.0
863.777785,1.0
863.83805,1.0
863.898315,1.0
863.95858,1.0
864.018845,1.0
864.07911,1.0
864.139375,1.0
864.19964,1.0
864.259905,1.0
864.32017,1.0
864.380435,1.0
864.4407,1.0
864.500965,1.0
864.561229,1.0
864.621494,1.0
864.681759,1.0
864.742024,1.0
864.802289,1.0
864.862554,1.0
864.922819,1.0
864.983084,1.0
865.043349,1.0
865.103614,1.0
865.163879,1.0
865.224144,1.0
865.284409,1.0
865.344674,1.0
865.404939,1.0
865.465204,1.0
865.525469,1.0
865.585734,1.0
865.645999,1.0
865.706264,1.0
865.766529,1.0
865.826794,1.0
865.887059,1.0
865.947324,1.0
866.007589,1.0
866.067854,1.0
866.128119,1.0
866.188384,1.0
866.248649,1.0
866.308914,1.0
866.369179,1.0
866.429444,1.0
866.489709,1.0
866.549974,1.0
866.610239,1.0
866.670504,1.0
866.730768,1.0
866.791033,1.0
866.851298,1.0
866.911563,1.0
866.971828,1.0
867.032093,1.0
867.092358,1.0
867.152623,1.0
867.212888,1.0
867.273153,1.0
867.333418,1.0
867.393683,1.0
867.453948,1.0
867.514213,1.0
867.574478,1.0
867.634743,1.0
867.695008,1.0
867.755273,1.0
867.815538,1.0
867.875803,1.0
867.936068,1.0
867.996333,1.0
868.056598,1.0
868.116863,1.0
868.177128,1.0
868.237393,1.0
868.297658,1.0
868.357923,1.0
868.418188,1.0
868.478453,1.0
868.538718,1.0
868.598983,1.0
868.659248,1.0
868.719513,1.0
868.779778,1.0
868.840043,1.0
868.900307,1.0
868.960572,1.0
869.020837,1.0
869.081102,1.0
869.141367,1.0
869.201632,1.0
869.261897,1.0
869.322162,1.0
869.382427,1.0
869.442692,1.0
869.502957,1.0
869.563222,1.0
869.623487,1.0
869.683752,1.0
869.744017,1.0
869.804282,1.0
869.864547,1.0
869.924812,1.0
869.985077,1.0
870.045342,1.0
870.105607,1.0
870.165872,1.0
870.226137,1.0
870.286402,1.0
870.346667,1.0
870.406932,1.0
870.467197,1.0
870.527462,1.0
870.587727,1.0
870.647992,1.0
870.708257,1.0
870.768522,1.0
870.828787,1.0
870.889052,1.0
870.949317,1.0
871.009582,1.0
871.069847,1.0
871.130111,1.0
871.190376,1.0
871.250641,1.0
871.310906,1.0
871.371171,1.0
871.431436,1.0
871.491701,1.0
871.551966,1.0
871.612231,1.0
871.672496,1.0
871.732761,1.0
871.793026,1.0
871.853291,1.0
871.913556,1.0
871.973821,1.0
872.034086,1.0
872.094351,1.0
872.154616,1.0
872.214881,1.0
872.275146,1.0
872.335411,1.0
872.395676,1.0
872.455941,1.0
872.516206,1.0
872.576471,1.0
872.636736,1.0
872.697001,1.0
872.757266,1.0
872.817531,1.0
872.877796,1.0
872.938061,1.0
872.998326,1.0
873.058591,1.0
873.118856,1.0
873.179121,1.0
873.239386,1.0
873.29965,1.0
873.359915,1.0
873.42018,1.0
873.480445,1.0
873.54071,1.0
873.600975,1.0
873.66124,1.0
873.721505,1.0
873.78177,1.0
873.842035,1.0
873.9023,1.0
873.962565,1.0
874.02283,1.0
874.083095,1.0
874.14336,1.0
874.203625,1.0
874.26389,1.0
874.324155,1.0
874.38442,1.0
874.444685,1.0
874.50495,1.0
874.565215,1.0
874.62548,1.0
874.685745,1.0
874.74601,1.0
874.806275,1.0
874.86654,1.0
874.926805,1.0
874.98707,1.0
875.047335,1.0
875.1076,1.0
875.167865,1.0
875.22813,1.0
875.288395,1.0
875.34866,1.0
875.408925,1.0
875.46919,1.0
875.529454,1.0
875.589719,1.0
875.649984,1.0
875.710249,1.0
875.770514,1.0
875.830779,1.0
875.891044,1.0
875.951309,1.0
876.011574,1.0
876.071839,1.0
876.132104,1.0
876.192369,1.0
876.252634,1.0
876.312899,1.0
876.373164,1.0
876.433429,1.0
876.493694,1.0
876.553959,1.0
876.614224,1.0
876.674489,1.0
876.734754,1.0
876.795019,1.0
876.855284,1.0
876.915549,1.0
876.975814,1.0
877.036079,1.0
877.096344,1.0
877.156609,1.0
877.216874,1.0
877.277139,1.0
877.337404,1.0
877.397669,1.0
877.457934,1.0
877.518199,1.0
877.578464,1.0
877.638729,1.0
877.698993,1.0
877.759258,1.0
877.819523,1.0
877.879788,1.0
877.940053,1.0
878.000318,1.0
878.060583,1.0
878.120848,1.0
878.181113,1.0
878.241378,1.0
878.301643,1.0
878.361908,1.0
878.422173,1.0
878.482438,1.0
878.542703,1.0
878.602968,1.0
878.663233,1.0
878.723498,1.0
878.783763,1.0
878.844028,1.0
878.904293,1.0
878.964558,1.0
879.024823,1.0
879.085088,1.0
879.145353,1.0
879.205618,1.0
879.265883,1.0
879.326148,1.0
879.386413,1.0
879.446678,1.0
879.506943,1.0
879.567208,1.0
879.627473,1.0
879.687738,1.0
879.748003,1.0
879.808268,1.0
879.868533,1.0
879.928797,1.0
879.989062,1.0
880.049327,1.0
880.109592,1.0
880.169857,1.0
880.230122,1.0
880.290387,1.0
880.350652,1.0
880.410917,1.0
880.471182,1.0
880.531447,1.0
880.591712,1.0
880.651977,1.0
880.712242,1.0
880.772507,1.0
880.832772,1.0
880.893037,1.0
880.953302,1.0
881.013567,1.0
881.073832,1.0
881.134097,1.0
881.194362,1.0
881.254627,1.0
881.314892,1.0
881.375157,1.0
881.435422,1.0
881.495687,1.0
881.555952,1.0
881.616217,1.0
881.676482,1.0
881.736747,1.0
881.797012,1.0
881.857277,1.0
881.917542,1.0
881.977807,1.0
882.038072,1.0
882.098336,1.0
882.158601,1.0
882.218866,1.0
882.279131,1.0
882.339396,1.0
882.399661,1.0
882.459926,1.0
882.520191,1.0
882.580456,1.0
882.640721,1.0
882.700986,1.0
882.761251,1.0
882.821516,1.0
882.881781,1.0
882.942046,1.0
883.002311,1.0
883.062576,1.0
883.122841,1.0
883.183106,1.0
883.243371,1.0
883.303636,1.0
883.363901,1.0
883.424166,1.0
883.484431,1.0
883.544696,1.0
883.604961,1.0
883.665226,1.0
883.725491,1.0
883.785756,1.0
883.846021,1.0
883.906286,1.0
883.966551,1.0
884.026816,1.0
884.087081,1.0
884.147346,1.0
884.207611,1.0
884.267875,1.0
884.32814,1.0
884.388405,1.0
884.44867,1.0
884.508935,1.0
884.5692,1.0
884.629465,1.0
884.68973,1.0
884.749995,1.0
884.81026,1.0
884.870525,1.0
884.93079,1.0
884.991055,1.0
885.05132,1.0
885.111585,1.0
885.17185,1.0
885.232115,1.0
885.29238,1.0
885.352645,1.0
885.41291,1.0
885.473175,1.0
885.53344,1.0
885.593705,1.0
885.65397,1.0
885.714235,1.0
885.7745,1.0
885.834765,1.0
885.89503,1.0
885.955295,1.0
886.01556,1.0
886.075825,1.0
886.13609,1.0
886.196355,1.0
886.25662,1.0
886.316885,1.0
886.37715,1.0
886.437415,1.0
886.497679,1.0
886.557944,1.0
886.618209,1.0
886.678474,1.0
886.738739,1.0
886.799004,1.0
886.859269,1.0
886.919534,1.0
886.979799,1.0
887.040064,1.0
887.100329,1.0
887.160594,1.0
887.220859,1.0
887.281124,1.0
887.341389,1.0
887.401654,1.0
887.461919,1.0
887.522184,1.0
887.582449,1.0
887.642714,1.0
887.702979,1.0
887.763244,1.0
887.823509,1.0
887.883774,1.0
887.944039,1.0
888.004304,1.0
888.064569,1.0
888.124834,1.0
888.185099,1.0
888.245364,1.0
888.305629,1.0
888.365894,1.0
888.426159,1.0
888.486424,1.0
888.546689,1.0
888.606954,1.0
888.667218,1.0
888.727483,1.0
888.787748,1.0
888.848013,1.0
888.908278,1.0
888.968543,1.0
889.028808,1.0
889.089073,1.0
889.149338,1.0
889.209603,1.0
889.269868,1.0
889.330133,1.0
889.390398,1.0
889.450663,1.0
889.510928,1.0
889.571193,1.0
889.631458,1.0
889.691723,1.0
889.751988,1.0
889.812253,1.0
889.872518,1.0
889.932783,1.0
889.993048,1.0
890.053313,1.0
890.113578,1.0
890.173843,1.0
890.234108,1.0
890.294373,1.0
890.354638,1.0
890.414903,1.0
890.475168,1.0
890.535433,1.0
890.595698,1.0
890.655963,1.0
890.716228,1.0
890.776493,1.0
890.836758,1.0
890.897022,1.0
890.957287,1.0
891.017552,1.0
891.077817,1.0
891.138082,1.0
891.198347,1.0
891.258612,1.0
891.318877,1.0
891.379142,1.0
891.439407,1.0
891.499672,1.0
891.559937,1.0
891.620202,1.0
891.680467,1.0
891.740732,1.0
891.800997,1.0
891.861262,1.0
891.921527,1.0
891.981792,1.0
892.042057,1.0
892.102322,1.0
892.162587,1.0
892.222852,1.0
892.283117,1.0
892.343382,1.0
892.403647,1.0
892.463912,1.0
892.524177,1.0
892.584442,1.0
892.644707,1.0
892.704972,1.0
892.765237,1.0
892.825502,1.0
892.885767,1.0
892.946032,1.0
893.006297,1.0
893.066561,1.0
893.126826,1.0
893.187091,1.0
893.247356,1.0
893.307621,1.0
893.367886,1.0
893.428151,1.0
893.488416,1.0
893.548681,1.0
893.608946,1.0
893.669211,1.0
893.729476,1.0
893.789741,1.0
893.850006,1.0
893.910271,1.0
893.970536,1.0
894.030801,1.0
894.091066,1.0
894.151331,1.0
894.211596,1.0
894.271861,1.0
894.332126,1.0
894.392391,1.0
894.452656,1.0
894.512921,1.0
894.573186,1.0
894.633451,1.0
894.693716,1.0
894.753981,1.0
894.814246,1.0
894.874511,1.0
894.934776,1.0
894.995041,1.0
895.055306,1.0
895.115571,1.0
895.175836,1.0
895.236101,1.0
895.296365,1.0
895.35663,1.0
895.416895,1.0
895.47716,1.0
895.537425,1.0
895.59769,1.0
895.657955,1.0
895.71822,1.0
895.778485,1.0
895.83875,1.0
895.899015,1.0
895.95928,1.0
896.019545,1.0
896.07981,1.0
896.140075,1.0
896.20034,1.0
896.260605,1.0
896.32087,1.0
896.381135,1.0
896.4414,1.0
896.501665,1.0
896.56193,1.0
896.622195,1.0
896.68246,1.0
896.742725,1.0
896.80299,1.0
896.863255,1.0
896.92352,1.0
896.983785,1.0
897.04405,1.0
897.104315,1.0
897.16458,1.0
897.224845,1.0
897.28511,1.0
897.345375,1.0
897.40564,1.0
897.465904,1.0
897.526169,1.0
897.586434,1.0
897.646699,1.0
897.706964,1.0
897.767229,1.0
897.827494,1.0
897.887759,1.0
897.948024,1.0
898.008289,1.0
898.068554,1.0
898.128819,1.0
898.189084,1.0
898.249349,1.0
898.309614,1.0
898.369879,1.0
898.430144,1.0
898.490409,1.0
898.550674,1.0
898.610939,1.0
898.671204,1.0
898.731469,1.0
898.791734,1.0
898.851999,1.0
898.912264,1.0
898.972529,1.0
899.032794,1.0
899.093059,1.0
899.153324,1.0
899.213589,1.0
899.273854,1.0
899.334119,1.0
899.394384,1.0
899.454649,1.0
899.514914,1.0
899.575179,1.0
899.635443,1.0
899.695708,1.0
899.755973,1.0
899.816238,1.0
899.876503,1.0
899.936768,1.0
899.997033,1.0
900.057298,1.0
900.117563,1.0
900.177828,1.0
900.238093,1.0
900.298358,1.0
900.358623,1.0
900.418888,1.0
900.479153,1.0
900.539418,1.0
900.599683,1.0
900.659948,1.0
900.720213,1.0
900.780478,1.0
900.840743,1.0
900.901008,1.0
900.961273,1.0
901.021538,1.0
901.081803,1.0
901.142068,1.0
901.202333,1.0
901.262598,1.0
901.322863,1.0
901.383128,1.0
901.443393,1.0
901.503658,1.0
901.563923,1.0
901.624188,1.0
901.684453,1.0
901.744718,1.0
901.804983,1.0
901.865247,1.0
901.925512,1.0
901.985777,1.0
902.046042,1.0
902.106307,1.0
902.166572,1.0
902.226837,1.0
902.287102,1.0
902.347367,1.0
902.407632,1.0
902.467897,1.0
902.528162,1.0
902.588427,1.0
902.648692,1.0
902.708957,1.0
902.769222,1.0
902.829487,1.0
902.889752,1.0
902.950017,1.0
903.010282,1.0
903.070547,1.0
903.130812,1.0
903.191077,1.0
903.251342,1.0
903.311607,1.0
903.371872,1.0
903.432137,1.0
903.492402,1.0
903.552667,1.0
903.612932,1.0
903.673197,1.0
903.733462,1.0
903.793727,1.0
903.853992,1.0
903.914257,1.0
903.974522,1.0
904.034786,1.0
904.095051,1.0
904.155316,1.0
904.215581,1.0
904.275846,1.0
904.336111,1.0
904.396376,1.0
904.456641,1.0
904.516906,1.0
904.577171,1.0
904.637436,1.0
904.697701,1.0
904.757966,1.0
904.818231,1.0
904.878496,1.0
904.938761,1.0
904.999026,1.0
905.059291,1.0
905.119556,1.0
905.179821,1.0
905.240086,1.0
905.300351,1.0
905.360616,1.0
905.420881,1.0
905.481146,1.0
905.541411,1.0
905.601676,1.0
905.661941,1.0
905.722206,1.0
905.782471,1.0
905.842736,1.0
905.903001,1.0
905.963266,1.0
906.023531,1.0
906.083796,1.0
906.144061,1.0
906.204326,1.0
906.26459,1.0
906.324855,1.0
906.38512,1.0
906.445385,1.0
906.50565,1.0
906.565915,1.0
906.62618,1.0
906.686445,1.0
906.74671,1.0
906.806975,1.0
906.86724,1.0
906.927505,1.0
906.98777,1.0
907.048035,1.0
907.1083,1.0
907.168565,1.0
907.22883,1.0
907.289095,1.0
907.34936,1.0
907.409625,1.0
907.46989,1.0
907.530155,1.0
907.59042,1.0
907.650685,1.0
907.71095,1.0
907.771215,1.0
907.83148,1.0
907.891745,1.0
907.95201,1.0
908.012275,1.0
908.07254,1.0
908.132805,1.0
908.19307,1.0
908.253335,1.0
908.3136,1.0
908.373865,1.0
908.434129,1.0
908.494394,1.0
908.554659,1.0
908.614924,1.0
908.675189,1.0
908.735454,1.0
908.795719,1.0
908.855984,1.0
908.916249,1.0
908.976514,1.0
909.036779,1.0
909.097044,1.0
909.157309,1.0
909.217574,1.0
909.277839,1.0
909.338104,1.0
909.398369,1.0
909.458634,1.0
909.518899,1.0
909.579164,1.0
909.639429,1.0
909.699694,1.0
909.759959,1.0
909.820224,1.0
909.880489,1.0
909.940754,1.0
910.001019,1.0
910.061284,1.0
910.121549,1.0
910.181814,1.0
910.242079,1.0
910.302344,1.0
910.362609,1.0
910.422874,1.0
910.483139,1.0
910.543404,1.0
910.603669,1.0
910.663933,1.0
910.724198,1.0
910.784463,1.0
910.844728,1.0
910.904993,1.0
910.965258,1.0
911.025523,1.0
911.085788,1.0
911.146053,1.0
911.206318,1.0
911.266583,1.0
911.326848,1.0
911.387113,1.0
911.447378,1.0
911.507643,1.0
911.567908,1.0
911.628173,1.0
911.688438,1.0
911.748703,1.0
911.808968,1.0
911.869233,1.0
911.929498,1.0
911.989763,1.0
912.050028,1.0
912.110293,1.0
912.170558,1.0
912.230823,1.0
912.291088,1.0
912.351353,1.0
912.411618,1.0
912.471883,1.0
912.532148,1.0
912.592413,1.0
912.652678,1.0
912.712943,1.0
912.773208,1.0
912.833472,1.0
912.893737,1.0
912.954002,1.0
913.014267,1.0
913.074532,1.0
913.134797,1.0
913.195062,1.0
913.255327,1.0
913.315592,1.0
913.375857,1.0
913.436122,1.0
913.496387,1.0
913.556652,1.0
913.616917,1.0
913.677182,1.0
913.737447,1.0
913.797712,1.0
913.857977,1.0
913.918242,1.0
913.978507,1.0
914.038772,1.0
914.099037,1.0
914.159302,1.0
914.219567,1.0
914.279832,1.0
914.340097,1.0
914.400362,1.0
914.460627,1.0
914.520892,1.0
914.581157,1.0
914.641422,1.0
914.701687,1.0
914.761952,1.0
914.822217,1.0
914.882482,1.0
914.942747,1.0
915.003011,1.0
915.063276,1.0
915.123541,1.0
915.183806,1.0
915.244071,1.0
915.304336,1.0
915.364601,1.0
915.424866,1.0
915.485131,1.0
915.545396,1.0
915.605661,1.0
915.665926,1.0
915.726191,1.0
915.786456,1.0
915.846721,1.0
915.906986,1.0
915.967251,1.0
916.027516,1.0
916.087781,1.0
916.148046,1.0
916.208311,1.0
916.268576,1.0
916.328841,1.0
916.389106,1.0
916.449371,1.0
916.509636,1.0
916.569901,1.0
916.630166,1.0
916.690431,1.0
916.750696,1.0
916.810961,1.0
916.871226,1.0
916.931491,1.0
916.991756,1.0
917.052021,1.0
917.112286,1.0
917.172551,1.0
917.232815,1.0
917.29308,1.0
917.353345,1.0
917.41361,1.0
917.473875,1.0
917.53414,1.0
917.594405,1.0
917.65467,1.0
917.714935,1.0
917.7752,1.0
917.835465,1.0
917.89573,1.0
917.955995,1.0
918.01626,1.0
918.076525,1.0
918.13679,1.0
918.197055,1.0
918.25732,1.0
918.317585,1.0
918.37785,1.0
918.438115,1.0
918.49838,1.0
918.558645,1.0
918.61891,1.0
918.679175,1.0
918.73944,1.0
918.799705,1.0
918.85997,1.0
918.920235,1.0
918.9805,1.0
919.040765,1.0
919.10103,1.0
919.161295,1.0
919.22156,1.0
919.281825,1.0
919.34209,1.0
919.402354,1.0
919.462619,1.0
919.522884,1.0
919.583149,1.0
919.643414,1.0
919.703679,1.0
919.763944,1.0
919.824209,1.0
919.884474,1.0
919.944739,1.0
920.005004,1.0
920.065269,1.0
920.125534,1.0
920.185799,1.0
920.246064,1.0
920.306329,1.0
920.366594,1.0
920.426859,1.0
920.487124,1.0
920.547389,1.0
920.607654,1.0
920.667919,1.0
920.728184,1.0
920.788449,1.0
920.848714,1.0
920.908979,1.0
920.969244,1.0
921.029509,1.0
921.089774,1.0
921.150039,1.0
921.210304,1.0
921.270569,1.0
921.330834,1.0
921.391099,1.0
921.451364,1.0
921.511629,1.0
921.571894,1.0
921.632158,1.0
921.692423,1.0
921.752688,1.0
921.812953,1.0
921.873218,1.0
921.933483,1.0
921.993748,1.0
922.054013,1.0
922.114278,1.0
922.174543,1.0
922.234808,1.0
922.295073,1.0
922.355338,1.0
922.415603,1.0
922.475868,1.0
922.536133,1.0
922.596398,1.0
922.656663,1.0
922.716928,1.0
922.777193,1.0
922.837458,1.0
922.897723,1.0
922.957988,1.0
923.018253,1.0
923.078518,1.0
923.138783,1.0
923.199048,1.0
923.259313,1.0
923.319578,1.0
923.379843,1.0
923.440108,1.0
923.500373,1.0
923.560638,1.0
923.620903,1.0
