nu,[0]o-Toluidine-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
654.357087,0.5604585449744904
654.49209,0.5599879574711338
654.627093,0.5585729786417125
654.762095,0.5582044421062435
654.897098,0.5573621894594465
655.032101,0.5565768625578833
655.167103,0.5559260484291975
655.302106,0.5536791010727513
655.437109,0.5527883949308684
655.572111,0.5515791129930114
655.707114,0.5514963823310173
655.842117,0.5508294752685378
655.97712,0.5489982637752063
656.112122,0.54806027894974
656.247125,0.5470035426898775
656.382128,0.5452177624472421
656.51713,0.5446183526443822
656.652133,0.5447654194527218
656.787136,0.5459488439641436
656.922138,0.548334377608169
657.057141,0.5472059714476836
657.192144,0.5497564043759137
657.327147,0.5492508610694665
657.462149,0.5497619019674455
657.597152,0.5498278773541255
657.732155,0.5505706462447467
657.867157,0.5527552286221717
658.00216,0.5532584648179595
658.137163,0.5536292721959879
658.272165,0.5539670890757006
658.407168,0.5533027272656192
658.542171,0.5550650305153983
658.677174,0.5535517695231941
658.812176,0.554865243068311
658.947179,0.5547542811162623
659.082182,0.5544159841958323
659.217184,0.5540668121265395
659.352187,0.5529321385994175
659.48719,0.5508625260285668
659.622192,0.5509451616049843
659.757195,0.5496189824532758
659.892198,0.5471074832370278
660.027201,0.544237253197899
660.162203,0.5409275109302609
660.297206,0.5414795384775981
660.432209,0.5385203461990576
660.567211,0.5342988245511302
660.702214,0.5278780435924578
660.837217,0.5216126585352326
660.972219,0.5174150095934171
661.107222,0.5137389612605513
661.242225,0.5120054548476839
661.377228,0.521331063737062
661.51223,0.5365154068441749
661.647233,0.5528436765343956
661.782236,0.5575628759690562
661.917238,0.5610024535161114
662.052241,0.5628511910939185
662.187244,0.5620693714288446
662.322246,0.5619344909660047
662.457249,0.5595345508800416
662.592252,0.5594394380912081
662.727255,0.559870372346935
662.862257,0.5572395832649413
662.99726,0.5572730186429885
663.132263,0.5566380893801781
663.267265,0.5533303930936224
663.402268,0.5510388302440659
663.537271,0.5457741682836745
663.672273,0.5414795384775981
663.807276,0.5399223208764768
663.942279,0.5466153080141866
664.077282,0.5553481858794417
664.212284,0.556754995653677
664.347287,0.5582211884907012
664.48229,0.5566937559723993
664.617292,0.5560316844134997
664.752295,0.5567160241679993
664.887298,0.55548148543936
665.0223,0.5548485973607058
665.157303,0.5546877145965995
665.292306,0.5531256987189723
665.427309,0.5531478241894275
665.562311,0.5530261450533016
665.697314,0.5533525267520164
665.832317,0.5544270726264001
665.967319,0.5541443869103454
666.102322,0.5542108882267739
666.237325,0.5541443869103454
666.372327,0.5527718115277728
666.50733,0.5521475321650148
666.642333,0.5524733953291728
666.777336,0.5576130588860908
666.912338,0.5589249904903463
667.047341,0.5597248249721035
667.182344,0.5599151637683558
667.317346,0.5598255845086847
667.452349,0.5615131981023522
667.587352,0.5617659359032385
667.722354,0.5617434657152092
667.857357,0.5636961014048719
667.99236,0.5634932073314907
668.127363,0.5643108651407726
668.262365,0.5649658455595337
668.397368,0.5643560118158268
668.532371,0.5665896265474305
668.667373,0.5663686996766171
668.802376,0.568093080254109
668.937379,0.5697999184720698
669.072381,0.5717005149374033
669.207384,0.5734583323874426
669.342387,0.574738571404629
669.47739,0.5763097513894224
669.612392,0.5780528375739538
669.747395,0.576788287047902
669.882398,0.5781222080766095
670.0174,0.5778505544824089
670.152403,0.578700619442168
670.287406,0.5788800444436334
670.422408,0.5793433337702102
670.557411,0.5822938859630745
670.692414,0.5859914968530959
670.827417,0.5900429193896034
670.962419,0.5930716861633799
