nu,[0]2-Butanone-PNNL(x-sec)-X=0.01-T=278.15K-P=1.0atm-L=15cm
578.250874,0.9046021908881245
578.370076,0.9047288440603641
578.489278,0.9040143905198624
578.60848,0.9049342408196159
578.727682,0.9033998696950689
578.846884,0.9016129076293182
578.966086,0.9032553372788193
579.085288,0.90176619485266
579.20449,0.9029392532287072
579.323692,0.9006757176286562
579.442894,0.9025781497529256
579.562096,0.9000994695884159
579.681298,0.9004055554397221
579.8005,0.9003695399378193
579.919702,0.9022532800990608
580.038904,0.9017301249262692
580.158106,0.9000184642814465
580.277308,0.9021540376966821
580.39651,0.8991818362020216
580.515712,0.9031921116181337
580.634914,0.9001174717578287
580.754116,0.9022623026769746
580.873318,0.9004595813938109
580.99252,0.9014326030788484
581.111722,0.9000544657400421
581.230924,0.9023074169199551
581.350126,0.9022803481034818
581.469328,0.9018293206956784
581.58853,0.9023525334187043
581.707732,0.9012343097192405
581.826934,0.9023164400392398
581.946136,0.901748159709115
582.065338,0.9027857666023912
582.18454,0.9030114912584482
582.303742,0.9031017969227819
582.422944,0.9022983938909012
582.542146,0.9037341894922045
582.661348,0.903119859139342
582.78055,0.9022713253451147
582.899752,0.9028670209777775
583.018954,0.9042404223702964
583.138156,0.9022623026769746
583.257358,0.9016940564426467
583.37656,0.9029392532287072
583.495762,0.9020548062103673
583.614964,0.9020457857074078
583.734166,0.8998474770175374
583.853368,0.900891905742423
583.97257,0.8989840379566619
584.091772,0.8976275964304349
584.210974,0.8964704033810302
584.330176,0.8969546281277709
584.449378,0.8926684889574824
584.56858,0.8908403929936969
584.687782,0.8908671186063689
584.806984,0.8913928852922673
584.926186,0.891410713328253
585.045388,0.8901814149548273
585.16459,0.8952609848776361
585.283792,0.891927881506257
585.402994,0.8962283890455228
585.522196,0.8941068427888418
585.641398,0.8963538698034373
585.7606,0.8981842980999063
585.879802,0.8967124830692303
585.999004,0.8959326824714061
586.118206,0.8958878869571797
586.237408,0.8946524143453505
586.35661,0.8876657628771619
586.475812,0.883980743458272
586.595014,0.8737159116880344
586.714216,0.8739605863961677
586.833418,0.8798181857133514
586.95262,0.8874261254736904
587.071822,0.8872752758549407
587.191024,0.8906355232642303
587.310226,0.8918030203433315
587.429428,0.8892116458327133
587.54863,0.879985367050361
587.667832,0.8713513469996458
587.787034,0.8817294641634662
587.906236,0.8875770007390551
588.025438,0.8921062849223051
588.14464,0.8937403341227091
588.263842,0.8965062629143513
588.383044,0.8984268406021576
588.502246,0.8996855190483288
588.621448,0.898759320038083
588.74065,0.9005316210418699
588.859852,0.9014235887978891
588.979054,0.9014506319111977
589.098256,0.9024427731839592
589.217458,0.9037432268792863
589.33666,0.9034721445756012
589.455862,0.9011532022812552
589.575064,0.902731601081377
589.694266,0.899424648075924
589.813468,0.897259644551188
589.93267,0.8933293081122429
590.051872,0.895386330189486
590.171074,0.8996495323473057
590.290276,0.900693731323145
590.409478,0.9010270496638251
590.52868,0.8995775632635197
590.647882,0.9017842303569115
590.767084,0.8983998882012276
590.886286,0.9003695399378193
591.005488,0.8987503324898205
591.12469,0.9001354742872887
591.243892,0.8973852696949801
591.363094,0.8985706003971309
591.482296,0.8946971480844019
591.601498,0.8953952840975574
591.7207,0.8940979017651192
591.839902,0.8950371976059912
591.959104,0.8959506013042433
592.078306,0.8956549863849572
592.197508,0.8964883329683931
592.31671,0.8959506013042433
592.435912,0.896022280219466
592.555114,0.895278890276387
592.674316,0.8982741210207874
592.793518,0.895959560855054
592.91272,0.8960760431691516
593.031922,0.8953952840975574
593.151124,0.8976904325614239
593.270326,0.8962015025971503
593.389528,0.8978789673477215
593.50873,0.8971340369936851
593.627932,0.8983370024100819
593.747134,0.8966945489989103
593.866336,0.8967842229374324
593.985538,0.8974480888625039
594.10474,0.8978520313827426
594.223942,0.8968380316050525
594.343144,0.8958968458808438
594.462346,0.8984537938116718
594.581548,0.8985166877785018
594.70075,0.8976635022524038
594.819952,0.8974839875040265
594.939154,0.8995595718921687
595.058356,0.8988671776278135
595.177558,0.8982292084375604
595.29676,0.8994336423673762
595.415962,0.8983549693297986
595.535164,0.9001714804263781
595.654366,0.899289744496734
595.773568,0.9010180394383795
595.89277,0.900693731323145
596.011972,0.902172080957868
596.131174,0.9010270496638251
596.250376,0.9017842303569115
596.369578,0.9007928130829874
596.48878,0.9009369514638438
596.607982,0.9015227508464696
596.727184,0.9033005011747712
596.846386,0.9041952114794596
596.965588,0.9020548062103673
597.08479,0.9045750532294649
597.203992,0.9048862805758102
597.323194,0.9052274870169602
597.442396,0.9047378913940413
597.561598,0.9065228883145751
597.6808,0.9062600347925667
597.800002,0.9068846631162859
597.919204,0.9072093859476003
598.038406,0.9089092725155005
598.157608,0.9104093003389125
598.27681,0.9100706910644163
598.396012,0.9110395216061563
598.515214,0.9110085467889966
598.634416,0.9120768747237165
598.753618,0.9121863305158995
598.87282,0.9136990762292655
