nu,[0]Hexachloro-1-3-butadiene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
608.805576,1.0016254195646765
608.924978,0.9993088089826394
609.044381,0.9996886484799477
609.163783,0.9999562479571485
609.283186,1.0004210386118846
609.402588,0.9997697165193121
609.52199,0.9984275376165475
609.641393,0.9989288740653514
609.760795,0.9987576723287446
609.880198,1.0038461776301146
609.9996,0.9996836500492013
610.119002,0.9990345163795227
610.238405,0.9996182528839798
610.357807,1.0019042107109302
610.47721,0.9999353290912534
610.596612,1.0028356127659022
610.716014,1.0000591647501649
610.835417,0.999144725955522
610.954819,1.0024992178512215
611.074221,1.000787770128025
611.193624,1.0025845341648183
611.313026,1.0003356863300503
611.432429,1.0026507069277504
611.551831,0.9998514910285492
611.671233,1.0015980755639697
611.790636,0.9989387635101573
611.910038,1.0002282160373186
612.029441,1.0012442734666938
612.148843,0.9985832046035883
612.268245,0.9997767949139625
612.387648,0.9995409453978207
612.50705,1.0031829548774183
612.626453,0.9998388729823524
612.745855,1.0008752928453977
612.865257,0.9990475139031295
612.98466,0.9998313742189255
613.104062,1.000916709921929
613.223464,1.000801170765984
613.342867,0.9997739655496365
613.462269,0.9999253787843014
613.581672,1.0010043039758363
613.701074,0.9998719881942105
613.820476,1.0004089636028213
613.939879,0.9991611420382271
614.059281,1.0000248543088632
614.178684,0.9991493320233256
614.298086,1.0016453521088542
614.417488,0.9980912240343284
614.536891,1.0005749452176773
614.656293,0.9975196810867286
614.775696,1.0014747864294697
614.895098,0.9990492322663312
615.0145,0.9965790647780669
615.133903,0.9986651916502084
615.253305,0.9970313152850264
615.372707,1.0000635290178825
615.49211,0.9994689010829847
615.611512,0.9986410242449972
615.730915,0.9963402134037205
615.850317,0.9993722171381718
615.969719,0.996008686549828
616.089122,0.99976257818902
616.208524,0.9953179949180587
616.327927,0.9989401620254053
616.447329,0.9961993408574689
616.566731,0.9950286980282763
616.686134,0.995718093614664
616.805536,0.9969005133572552
616.924938,0.9981592961770412
617.044341,0.9936148721202852
617.163743,0.9959563974663846
617.283146,0.9947124286788497
617.402548,0.9961801143957263
617.52195,0.9935369757678879
617.641353,0.997174299827385
617.760755,0.9931412294746381
617.880158,0.9957929744307872
617.99956,0.9941531596901415
618.118962,0.993821664891215
618.238365,0.9945758640377693
618.357767,0.9921050302834552
618.47717,0.9959986269128951
618.596572,0.994096693394329
618.715974,0.9941222420076475
618.835377,0.9915670584261863
618.954779,0.9934517339522932
619.074181,0.992353385252863
619.193584,0.9919598959343613
619.312986,0.9911108442488324
619.432389,0.9934755770800244
619.551791,0.9904567288167222
619.671193,0.9901359718316565
619.790596,0.9927058325132738
619.909998,0.9899567734386987
620.029401,0.9917731274707595
620.148803,0.9904223605645249
620.268205,0.9912361285773482
620.387608,0.989255142843768
620.50701,0.9906610811180923
620.626413,0.9888387540846146
620.745815,0.9897756279244796
620.865217,0.9898587725692514
620.98462,0.9886271652320553
621.104022,0.9872134515120206
621.223424,0.9883889347931553
621.342827,0.9889475323302578
621.462229,0.9889742342741054
621.581632,0.9904880277438733
621.701034,0.9866262342228386
621.820436,0.9892947138408964
621.939839,0.9856647424478797
622.059241,0.988644960681188
622.178644,0.9866558334538514
622.298046,0.9888268880907617
622.417448,0.9871690279062411
622.536851,0.988533250112397
622.656253,0.9863697447470173
622.775656,0.9869824705901885
622.895058,0.9849720636390675
623.01446,0.9865512534783419
623.133863,0.9865433610998837
623.253265,0.9852754817586601
623.372667,0.9851533151734069
623.49207,0.9862839343120324
623.611472,0.9863431131234377
623.730875,0.9848587983646271
623.850277,0.986661753406612
623.969679,0.9838704963417032
624.089082,0.9887359202016445
624.208484,0.9846273837392949
624.327887,0.9859821775992645
624.447289,0.9841647176039962
624.566691,0.9851454339784104
624.686094,0.9866755667678531
624.805496,0.9843920859137913
624.924898,0.985222278319151
625.044301,0.9850331338001685
625.163703,0.9863046464921301
625.283106,0.9854469346084515
625.402508,0.9861527672715704
625.52191,0.9849769885116979
625.641313,0.9872144387259656
625.760715,0.986438793045812
625.880118,0.9857485275118025
625.99952,0.9852291748992372
626.118922,0.9854518618554426
626.238325,0.9863421267808178
626.357727,0.9864940351649873
626.47713,0.9854508764040735
626.596532,0.9862859068818736
626.715934,0.9873822794466061
626.835337,0.988011442325716
626.954739,0.9878800455419665
627.074141,0.9866597800850785
627.193544,0.9879867423484089
627.312946,0.9872322087457924
627.432349,0.9885678493816347
627.551751,0.9886983489505351
627.671153,0.9875886639094356
627.790556,0.987551136253237
627.909958,0.9895895675966486
628.029361,0.9895776925930876
628.148763,0.9874504111744055
628.268165,0.9894856661469725
628.387568,0.9892927352534473
628.50697,0.9900122125702925
628.626373,0.9892976817294897
628.745775,0.990888959371744
628.865177,0.9890978637800727
628.98458,0.989354073304493
629.103982,0.9896816037060479
629.223384,0.9903116375341465
629.342787,0.9915543664490674
629.462189,0.988629142488363
629.581592,0.9931077611791488
