nu,[0]HFC-236cb-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
451.201997,0.9516099923790157
451.322526,0.9493307655025219
451.443055,0.9547440355774796
451.563583,0.9556275823877898
451.684112,0.9526535286840989
451.80464,0.9558894602209888
451.925169,0.9534369318192547
452.045697,0.9518707692417262
452.166226,0.9555291578157563
452.286754,0.9541551402004342
452.407283,0.9530117937604977
452.527811,0.9548089603793171
452.64834,0.9548423792777577
452.768869,0.9537630630151926
452.889397,0.9515443335547971
453.009926,0.9507624854961906
453.130454,0.9551365160253091
453.250983,0.9570687988382875
453.371511,0.9537964453065848
453.49204,0.951903133398068
453.612568,0.952262068534381
453.733097,0.9544500196952919
453.853625,0.9552024227186696
453.974154,0.9559544629143504
454.094683,0.9523268245567211
454.215211,0.9518707692417262
454.33574,0.9530117937604977
454.456268,0.9507948119702444
454.576797,0.952228739945236
454.697325,0.9533711469405636
454.817854,0.9537306356223189
454.938382,0.9552024227186696
455.058911,0.9548423792777577
455.17944,0.9515766866121368
455.299968,0.9504041155961293
455.420497,0.9518707692417262
455.541025,0.9529793919103444
455.661554,0.9562824115351032
455.782082,0.9559879219060813
455.902611,0.9537630630151926
456.023139,0.9566429979705242
456.143668,0.9556275823877898
456.264196,0.9501437405414674
456.384725,0.9482254391383333
456.505254,0.95399199362089
456.625782,0.9567080519061949
456.746311,0.9483553549225233
456.866839,0.9445619537141341
456.987368,0.9459864816906138
457.107896,0.9427840742816375
457.228425,0.9394637924885566
457.348953,0.9408806317440733
457.469482,0.9373420643712541
457.59001,0.9329534240623506
457.710539,0.9322194785630494
457.831068,0.9276006248322759
457.951596,0.9239854076978044
458.072125,0.9197218422822503
458.192653,0.9144129539407605
458.313182,0.9101635230092536
458.43371,0.9004595813938109
458.554239,0.8883228786445386
458.674767,0.8770774307749297
458.795296,0.8642786937322293
458.915824,0.8526125969605233
459.036353,0.8424171161938658
459.156882,0.8361811523143117
459.27741,0.834835983810299
459.397939,0.8363818598748111
459.518467,0.8469615338010708
459.638996,0.8710290066379002
459.759524,0.8974391144264876
459.880053,0.9130670151868582
460.000581,0.9244595338149044
460.12111,0.9352896608222353
460.241638,0.9393999111226584
460.362167,0.9458899959903357
460.482696,0.9521963647184599
460.603224,0.951903133398068
460.723753,0.951903133398068
460.844281,0.950827139543417
460.96481,0.9489729352591665
461.085338,0.9485829875225241
461.205867,0.9485829875225241
461.326395,0.9521963647184599
461.446924,0.9548089603793171
461.567452,0.9559219610151467
461.687981,0.9563149256898329
461.80851,0.9552349001531553
461.929038,0.9577571787475742
462.049567,0.9585447788077821
462.170095,0.9574622349601948
462.290624,0.9599577556689428
462.411152,0.9622297802783325
462.531681,0.9586435140047747
462.652209,0.9552349001531553
462.772738,0.958118321275051
462.893266,0.95710133973064
463.013795,0.9548423792777577
463.134324,0.9570037203726595
463.254852,0.9552673786918926
463.375381,0.950827139543417
463.495909,0.9521963647184599
463.616438,0.9544500196952919
463.736966,0.9541226994771629
463.857495,0.9505020122616274
463.978023,0.9456951627196776
464.098552,0.9478035726901631
464.219081,0.9485829875225241
464.339609,0.9467653490249909
464.460138,0.947121399729562
464.580666,0.9456951627196776
464.701195,0.9463431858287163
464.821723,0.9496232044115769
464.942252,0.9482576793513445
465.06278,0.9481932000214708
465.183309,0.9475107466301581
465.303837,0.948550736249223
465.424366,0.9500458807760561
465.544895,0.9496887306733113
465.665423,0.9507624854961906
465.785952,0.9479334306746906
465.90648,0.9438830577617554
466.027009,0.9445298391536584
466.147537,0.9452744219940219
466.268066,0.9452744219940219
466.388594,0.948875196080489
466.509123,0.9500791329637931
466.629651,0.9464406641969065
466.75018,0.9481609620007194
466.870709,0.9511209905271748
466.991237,0.9507948119702444
467.111766,0.9525877978583593
467.232294,0.951903133398068
467.352823,0.9497210206390805
467.473351,0.9507624854961906
467.59388,0.9547764974265375
467.714408,0.959596879401801
467.834937,0.9604186459964934
467.955465,0.9603859923176452
468.075994,0.9640443299534489
468.196523,0.9641436316333828
468.317051,0.9615708785784385
468.43758,0.9640771080178913
468.558108,0.9645071823075048
468.678637,0.9637474500216796
468.799165,0.9667097342458513
468.919694,0.9645727710258928
469.040222,0.9618997920599117
469.160751,0.967021064901824
469.281279,0.9682441523562877
469.401808,0.9674950213334687
469.522337,0.9678820967519247
469.642865,0.9645727710258928
469.763394,0.9655648616817357
469.883922,0.969685002417365
470.004451,0.9719761615274166
470.124979,0.9705348186446461
470.245508,0.9715767614073758
470.366036,0.9764507159854919
470.486565,0.9769195248342876
470.607093,0.9772839837844194
470.727622,0.9754308579559168
470.848151,0.9746264593581492
470.968679,0.9765014927429074
471.089208,0.9746761665750997
471.209736,0.9760963287007728
471.330265,0.9791406301857112
