nu,[0]E-C10F18-HITRAN(x-sec)-X=0.01-T=300.0K-P=0.0atm-L=15cm
1281.439264,0.9998851665938604
1281.558866,0.999886296464737
1281.678468,0.9998869963853895
1281.79807,0.9998882262471515
1281.917672,0.999888996161382
1282.037274,0.9998897660762055
1282.156876,0.9998910059402841
1282.276478,0.999890815961011
1282.39608,0.9998914758891674
1282.515682,0.9998913559021975
1282.635284,0.9998918558480004
1282.754886,0.9998925757703958
1282.874488,0.9998921458166806
1282.99409,0.9998924857800681
1283.113692,0.9998921758134455
1283.233294,0.9998921358177593
1283.352896,0.9998923057994368
1283.472498,0.9998917458599024
1283.5921,0.9998917458599024
1283.711702,0.9998921358177593
1283.831304,0.9998925657714701
1283.950906,0.9998938556337119
1284.070508,0.9998940756103843
1284.19011,0.9998947655375345
1284.309712,0.9998952354881848
1284.429314,0.9998957654328
1284.548916,0.9998968553197783
1284.668518,0.9998974152621741
1284.78812,0.999897645238606
1284.907722,0.9998978852140697
1285.027324,0.9998987451266208
1285.146926,0.9999002559747661
1285.266528,0.999901524848996
1285.38613,0.9999015208493899
1285.505732,0.9999018618158667
1285.625334,0.9999019208100782
1285.744936,0.9999022537774733
1285.864538,0.9999025287506309
1285.98414,0.9999025877448818
1286.103742,0.9999032356819687
1286.223344,0.9999034896574228
1286.342946,0.9999034036657264
1286.462548,0.9999034566606082
1286.58215,0.9999038366239938
1286.701752,0.9999040156067966
1286.821354,0.9999044685634183
1286.940956,0.9999047265388045
1287.060558,0.9999048785243345
1287.18016,0.9999046815430928
1287.299762,0.9999051245009648
1287.419364,0.9999056414520479
1287.538966,0.9999052254913875
1287.658568,0.9999050215107423
1287.77817,0.9999055594597887
1287.897772,0.999905649451293
1288.017374,0.999905813435833
1288.136976,0.9999061554036797
1288.256578,0.9999059054271721
1288.37618,0.9999065933626716
1288.495782,0.9999067643467137
1288.615384,0.9999064713740746
1288.734986,0.9999070863167436
1288.854588,0.9999073012967903
1288.97419,0.999906990325668
1289.093792,0.999907010323808
1289.213394,0.9999071423115421
1289.332996,0.9999071473110778
1289.452598,0.9999069593285518
1289.5722,0.9999069073333913
1289.691802,0.9999066423580959
1289.811404,0.99990681534196
1289.931006,0.9999070863167436
1290.050608,0.9999070443206469
1290.17021,0.9999066453578158
1290.289812,0.9999062973903637
1290.409414,0.9999063693836198
1290.529016,0.9999063513853053
1290.648618,0.9999061714021783
1290.76822,0.9999062043990824
1290.887822,0.9999064003807178
1291.007424,0.9999060884099694
1291.127026,0.9999061034085609
1291.246628,0.9999060664120357
1291.36623,0.9999059944188016
1291.485832,0.9999058314341378
1291.605434,0.9999055014652678
1291.725036,0.999906262393644
1291.844638,0.9999062193976757
1291.96424,0.9999057344432768
1292.083842,0.999906026415794
1292.203444,0.9999060934094999
1292.323046,0.9999059394239734
1292.442648,0.9999059264251963
1292.56225,0.9999059024274544
1292.681852,0.9999057484419572
1292.801454,0.9999062413956127
1292.921056,0.9999061124077159
1293.040658,0.9999055664591275
1293.16026,0.9999058904285836
1293.279862,0.999906029415512
1293.399464,0.9999061324058384
1293.519066,0.9999058614313132
1293.638668,0.9999062993901764
1293.75827,0.9999063113890521
1293.877872,0.9999063283874595
1293.997474,0.9999065313684647
1294.117076,0.9999069153326465
1294.236678,0.9999066263595897
1294.35628,0.9999065663651939
1294.475882,0.9999070723180445
1294.595484,0.999907374290026
1294.715086,0.9999075582729998
1294.834688,0.9999076102681942
1294.95429,0.999908160217531
1295.073892,0.9999079312385886
1295.193494,0.9999084231934118
1295.313096,0.9999089141485681
1295.432698,0.9999091731250104
1295.5523,0.9999093081127579
1295.671902,0.9999098460641104
1295.791504,0.9999101060407041
1295.911106,0.999910411013333
1296.030708,0.9999108759717822
1296.15031,0.9999113569290292
1296.269912,0.9999118068892411
1296.389514,0.9999121628579076
1296.509116,0.9999128977936175
1296.628718,0.9999130377814329
1296.74832,0.9999137097232201
1296.867922,0.9999147166368328
1296.987524,0.9999148986213278
1297.107126,0.9999152765892309
1297.226728,0.9999162865041703
1297.34633,0.9999166364749318
1297.465932,0.9999170594397585
1297.585534,0.9999175883960228
1297.705136,0.9999186103123203
1297.824738,0.9999185023211162
1297.94434,0.9999198242142501
1298.063942,0.9999200401969555
1298.183544,0.9999208101356829
1298.303146,0.9999213560925942
1298.422748,0.9999216210717887
1298.54235,0.9999224340083971
1298.661952,0.9999227339851723
1298.781554,0.9999234549297233
1298.901156,0.9999240278860272
1299.020758,0.999924774829555
1299.14036,0.9999255767695461
1299.259962,0.9999261047303899
1299.379564,0.9999261487271395
1299.499166,0.999927107656776
1299.618768,0.9999278726013059
1299.73837,0.9999283245688064
1299.857972,0.9999292485030052
1299.977574,0.9999293394965709
1300.097176,0.9999304684174325
1300.216778,0.9999310013805143
1300.33638,0.9999315693414843
1300.455982,0.9999325482749699
1300.575584,0.9999328852522954
1300.695186,0.9999337841923633
1300.814788,0.9999341131706325
1300.93439,0.9999348101249522
1301.053992,0.9999352000996042
1301.173594,0.9999359960483403
1301.293196,0.9999363960228187
1301.412798,0.9999367639994802
1301.5324,0.9999372929661683
1301.652002,0.999937645944095
1301.771604,0.9999380509189236
1301.891206,0.9999386348829158
1302.010808,0.9999390808556464
1302.13041,0.9999388238713357
1302.250012,0.9999392908428755
1302.369614,0.9999397788133685
1302.489216,0.9999399588025448
1302.608818,0.9999404107755083
1302.72842,0.9999403787774157
1302.848022,0.9999405287684838
1302.967624,0.9999404427736021
1303.087226,0.999940908745957
1303.206828,0.999940837750155
1303.32643,0.999941185729627
1303.446032,0.9999411167336876
1303.565634,0.9999411167336876
1303.685236,0.9999410527374581
1303.804838,0.9999414117163605
1303.92444,0.9999419106872495
1304.044042,0.9999413937174153
1304.163644,0.9999414747126715
1304.283246,0.9999412347267463
1304.402848,0.9999408157514568
1304.52245,0.9999409027463115
1304.642052,0.999940897746607
1304.761654,0.9999404827712205
1304.881256,0.9999398068116827
1305.000858,0.999939826810479
1305.12046,0.9999398978062092
1305.240062,0.9999393768376582
1305.359664,0.999939074856012
1305.479266,0.9999384658933008
1305.598868,0.9999379359260543
1305.71847,0.9999378779296557
1305.838072,0.9999371109775975
1305.957674,0.9999369489877986
1306.077276,0.9999370219831986
1306.196878,0.9999360500448855
1306.31648,0.9999357690628949
1306.436082,0.9999350621085562
1306.555684,0.999934913118243
1306.675286,0.999934431149731
1306.794888,0.9999341321693808
1306.91449,0.999933533209015
1307.034092,0.9999325092776012
1307.153694,0.999932238295928
1307.273296,0.9999321093046776
1307.392898,0.9999314173518974
1307.5125,0.9999323412889538
1307.632102,0.9999312933604093
1307.751704,0.9999302794305919
1307.871306,0.9999299454539343
1307.990908,0.9999290305184528
1308.11051,0.9999281755794972
1308.230112,0.9999273456394558
1308.349714,0.9999268296770787
1308.469316,0.9999255567710347
1308.588918,0.9999216290711617
1308.70852,0.9999201521880062
1308.828122,0.9999209611237366
1308.947724,0.9999193332537369
1309.067326,0.9999178853715907
1309.186928,0.999918167348474
1309.30653,0.9999164744884498
1309.426132,0.9999165144851095
1309.545734,0.9999145496510891
1309.665336,0.9999139437030555
1309.784938,0.999911191943669
1309.90454,0.9999118058893293
1310.024142,0.9999098990593336
1310.143744,0.9999083302019327
1310.263346,0.9999077572546237
1310.382948,0.9999064823730459
1310.50255,0.9999055084646064
1310.622152,0.9999040985988334
1310.741754,0.9999013028708822
1310.861356,0.9999005509453851
1310.980958,0.9999001249878411
1311.10056,0.9998977752253084
1311.220162,0.99989706529814
1311.339764,0.9998951454976176
1311.459366,0.9998932257007813
1311.578968,0.9998915658794043
1311.69857,0.9998894861071103
1311.818172,0.999888546211435
1311.937774,0.9998858165194299
1312.057376,0.9998851265984545
1312.176978,0.999882116948753
1312.29658,0.999879827221327
1312.416182,0.9998792572899878
1312.535784,0.9998753777659958
1312.655386,0.9998743978886058
1312.774988,0.9998708983343374
1312.89459,0.999868648627347
1313.014192,0.9998656890205273
1313.133794,0.9998640192462209
1313.253396,0.9998604997310675
1313.372998,0.9998579100957268
1313.4926,0.9998556504194034
1313.612202,0.9998519409618214
1313.731804,0.9998500612419393
1313.851406,0.9998459718635516
1313.971008,0.9998420024829225
1314.09061,0.9998408526652809
1314.210212,0.9998378531472222
1314.329814,0.9998343737175474
1314.449416,0.9998305543575348
1314.569018,0.9998275448720955
1314.68862,0.999823025661806
1314.808222,0.9998204161271145
1314.927824,0.9998166068185858
1315.047426,0.9998129774908903
1315.167028,0.9998089182584419
1315.28663,0.9998055489080647
1315.406232,0.999802619482098
1315.525834,0.9997988102413744
1315.645436,0.9997931913878498
1315.765038,0.999789172227299
1315.88464,0.999783883356567
1316.004242,0.9997806540598391
1316.123844,0.9997768349050352
1316.243446,0.999770286388213
1316.363048,0.9997649676244373
1316.48265,0.9997615484340948
1316.602252,0.999755869804627
1316.721854,0.9997522406974065
1316.841456,0.9997457823187922
1316.961058,0.9997414434315123
1317.08066,0.9997352250590733
1317.200262,0.9997300264494194
1317.319864,0.9997234482474877
1317.439466,0.9997177198485411
1317.559068,0.9997105518981869
1317.67867,0.9997043437149361
1317.798272,0.9996977956729296
1317.917874,0.9996914975966558
1318.037476,0.9996852395474686
1318.157078,0.9996782117849372
1318.27668,0.9996706142593982
1318.396282,0.9996646762335855
1318.515884,0.999657038824634
1318.635486,0.9996501212218603
1318.755088,0.9996433836027491
1318.87469,0.9996352065533154
1318.994292,0.999629028826828
1319.113894,0.999622461285683
1319.233496,0.9996156538799009
1319.353098,0.9996070572222432
1319.4727,0.9996000899853352
1319.592302,0.9995935126383826
1319.711904,0.9995852560300681
1319.831506,0.999578568827074
1319.951108,0.9995725713736534
1320.07071,0.9995648247162435
1320.190312,0.999556938180889
1320.309914,0.9995487118611391
1320.429516,0.9995443138564826
1320.549118,0.9995362375710548
1320.66872,0.9995299405125939
1320.788322,0.9995255725762978
1320.907924,0.9995175364229997
1321.027526,0.9995138781955109
1321.147128,0.9995097202264261
1321.26673,0.9995037631662457
1321.386332,0.9995011544648282
1321.505934,0.999495407349713
1321.625536,0.9994914393608223
1321.745138,0.9994876912749523
1321.86474,0.9994839731876565
1321.984342,0.9994818242994241
1322.103944,0.9994791556865159
1322.223546,0.9994792056604749
1322.343148,0.9994773266413345
1322.46275,0.9994750178513766
1322.582352,0.9994708400545336
1322.701954,0.999471519694936
1322.821556,0.9994679315986209
1322.941158,0.9994663824245275
1323.06076,0.9994662025205948
1323.180362,0.9994680615294604
1323.299964,0.9994718795047478
1323.419566,0.9994673019340223
1323.539168,0.9994658627021438
1323.65877,0.999466932131189
1323.778372,0.9994712798218
1323.897974,0.9994698805629877
1324.017576,0.9994747779774011
1324.137178,0.9994754876047455
1324.25678,0.9994773666204284
1324.376382,0.9994778363749011
1324.495984,0.9994811646416378
1324.615586,0.999484303017422
1324.735188,0.9994874613928098
1324.85479,0.999489680257437
1324.974392,0.9994919890812651
1325.093994,0.9994965167902309
1325.213596,0.9994970265335844
1325.333198,0.999502903593379
1325.4528,0.9995058421362352
1325.572402,0.9995060020571828
1325.692004,0.9995101700059015
1325.811606,0.9995129486480364
1325.931208,0.999513638312209
1326.05081,0.9995162570413718
1326.170412,0.9995207948554796
1326.290014,0.9995233036558232
1326.409616,0.9995275116577895
1326.529218,0.9995290809172147
1326.64882,0.9995303703105607
1326.768422,0.9995305902072663
1326.888024,0.9995334688595114
1327.007626,0.9995365474273364
1327.127228,0.9995385265116596
1327.24683,0.9995372770892824
1327.366432,0.9995385664932015
1327.486034,0.9995395360460813
1327.605636,0.9995410253610996
1327.725238,0.9995395660322678
1327.84484,0.9995400757975764
1327.964442,0.9995402857010144
1328.084044,0.9995374370152595
1328.203646,0.9995392061980888
1328.323248,0.9995378168395578
1328.44285,0.9995379567748619
1328.562452,0.9995349881515387
1328.682054,0.9995314398086291
1328.801656,0.9995249728611342
1328.921258,0.9995229338322693
1329.04086,0.9995197253688013
1329.160462,0.9995163370026756
1329.280064,0.9995121690282405
1329.399666,0.9995071414946746
1329.519268,0.9995042429281672
1329.63887,0.9994996652092175
1329.758472,0.9994930085636139
1329.878074,0.9994882010138049
1329.997676,0.9994846328472964
1330.117278,0.9994789358011258
1330.23688,0.9994740983347832
1330.356482,0.9994696007114603
1330.476084,0.9994637138528489
1330.595686,0.9994604755956621
1330.715288,0.9994566776530709
1330.83489,0.999447802517179
1330.954492,0.9994417558762648
1331.074094,0.9994396170731958
1331.193696,0.9994356393114356
1331.313298,0.999429652709886
1331.4329,0.9994262746433689
1331.552502,0.9994249753900563
1331.672104,0.9994210976286746
1331.791706,0.9994179294688167
1331.911308,0.9994146313950912
1332.03091,0.9994151111142294
1332.150512,0.9994123527323294
1332.270114,0.9994106437386674
1332.389716,0.9994115432086516
1332.509318,0.9994105537917135
1332.62892,0.9994117930615686
1332.748522,0.9994124126970724
1332.868124,0.9994149711961238
1332.987726,0.9994173897832805
1333.107328,0.9994183792069862
1333.22693,0.9994209477155213
1333.346532,0.9994257449475836
1333.466134,0.9994282135322223
1333.585736,0.999430832037572
1333.705338,0.9994372384097377
1333.82494,0.999443944656107
1333.944542,0.9994482622632739
1334.064144,0.9994516004260446
1334.183746,0.9994587465305349
1334.303348,0.9994649132100252
1334.42295,0.9994720494149818
1334.542552,0.9994812945741977
1334.662154,0.9994876113159402
1334.781756,0.9994929785788241
1334.901358,0.9995023338768863
1335.02096,0.999509500334312
1335.140562,0.9995198353159771
1335.260164,0.9995298305643064
1335.379766,0.9995397559448034
1335.499368,0.9995427645639967
1335.61897,0.9995526400952957
1335.738572,0.9995617260700899
1335.858174,0.9995721915361484
1335.977776,0.999583696678285
1336.097378,0.9995938525002347
1336.21698,0.9996052579311596
1336.336582,0.9996144843302701
1336.456184,0.9996256300939079
1336.575786,0.999637925564775
1336.695388,0.9996487916880832
1336.81499,0.9996597978818687
1336.934592,0.9996713840060676
1337.054194,0.9996827503343212
1337.173796,0.9996954163950073
1337.293398,0.9997043937001545
1337.413,0.9997164302135143
1337.532602,0.9997258975729363
1337.652204,0.9997367346604029
1337.771806,0.9997481317241411
1337.891408,0.9997594189442646
1338.01101,0.9997694865723038
1338.130612,0.9997797242642632
1338.250214,0.9997880224704121
1338.369816,0.9997929114457955
1338.489418,0.9998021995650861
1338.60902,0.9998111478348156
1338.728622,0.99982006619003
1338.848224,0.9998280447859929
1338.967826,0.9998364133817502
1339.087428,0.9998440421626881
1339.20703,0.9998510910880328
1339.326632,0.9998581900559809
1339.446234,0.9998647591458689
1339.565836,0.9998706883614707
1339.685438,0.9998763076505296
1339.80504,0.9998817669900733
1339.924642,0.9998867264159369
1340.044244,0.9998916658685658
1340.163846,0.9998964353631873
1340.283448,0.9999000839919369
1340.40305,0.9999041585930811
1340.522652,0.9999077382563765
1340.642254,0.9999110449567346
1340.761856,0.9999146026465616
1340.881458,0.9999177163854823
1341.00106,0.9999204151670409
1341.120662,0.9999226859888822
1341.240264,0.9999254507789312
1341.359866,0.9999277726085236
1341.479468,0.9999295014851372
1341.59907,0.9999314193517602
1341.718672,0.9999331462348126
1341.838274,0.9999344131509115
1341.957876,0.9999360330459729
1342.077478,0.9999374439567109
1342.19708,0.9999389358644902
1342.316682,0.9999397038178879
1342.436284,0.9999411417322158
1342.555886,0.999942207670041
1342.675488,0.9999433166065642
1342.79509,0.9999438225780105
1342.914692,0.9999448615201818
1343.034294,0.9999457504715589
1343.153896,0.9999466994205264
1343.273498,0.999947534376369
1343.3931,0.9999478313608308
1343.512702,0.9999483603333735
1343.632304,0.9999490812964011
1343.751906,0.9999497882606516
1343.871508,0.9999504362283244
1343.99111,0.9999506792163099
1344.110712,0.9999515981714063
1344.230314,0.9999514481786779
1344.349916,0.9999520311505421
1344.469518,0.9999523011376269
1344.58912,0.9999526961188638
1344.708722,0.9999531710965074
1344.828324,0.9999534470836207
1344.947926,0.9999538120666954
1345.067528,0.999954398039801
1345.18713,0.9999547080257124
1345.306732,0.9999551290067331
1345.426334,0.999955136006419
1345.545936,0.9999559729692181
1345.665538,0.9999557359796807
1345.78514,0.9999563399531276
1345.904742,0.9999566229408119
1346.024344,0.9999566399400746
1346.143946,0.9999570319231542
1346.263548,0.9999576398972145
1346.38315,0.9999581378762431
1346.502752,0.9999579508840889
1346.622354,0.9999586008569682
1346.741956,0.9999588068484612
1346.861558,0.9999596168154228
1346.98116,0.999959408823844
1347.100762,0.9999600817967527
1347.220364,0.9999603437863285
1347.339966,0.9999607057720384
1347.459568,0.9999609767614264
1347.57917,0.9999613737460129
1347.698772,0.9999611457548457
1347.818374,0.9999616797342401
1347.937976,0.9999624097065328
1348.057578,0.9999623577084888
1348.17718,0.9999625377017294
1348.296782,0.9999628146913907
1348.416384,0.9999636826594905
1348.535986,0.9999637796559725
1348.655588,0.9999644446321071
1348.77519,0.9999645216293723
1348.894792,0.9999650466108839
1349.014394,0.9999651846060699
1349.133996,0.9999658965815348
1349.253598,0.9999664155639698
1349.3732,0.9999669815451212
1349.492802,0.9999669975445931
1349.612404,0.9999670735420877
1349.732006,0.9999677555198644
1349.851608,0.9999681725065054
1349.97121,0.9999687944869021
1350.090812,0.9999694294672883
1350.210414,0.9999696614602228
1350.330016,0.9999697994560456
1350.449618,0.9999703294401797
1350.56922,0.9999702964411594
1350.688822,0.999970952421889
1350.808424,0.9999713404106939
1350.928026,0.9999715574044983
1351.047628,0.9999724453796355
1351.16723,0.9999724743788369
1351.286832,0.9999731873594653
1351.406434,0.9999735113508305
1351.526036,0.9999739243399759
1351.645638,0.9999740633363611
1351.76524,0.9999749243144003
1351.884842,0.9999749633134231
1352.004444,0.9999754343017417
1352.124046,0.9999757882931081
1352.243648,0.9999758982904509
1352.36325,0.9999762382823141
1352.482852,0.9999763962785723
1352.602454,0.9999766692721657
1352.722056,0.9999773602562829
1352.841658,0.9999775752514384
1352.96126,0.9999778122461519
1353.080862,0.9999779002442032
1353.200464,0.9999786202285506
1353.320066,0.9999785802294066
1353.439668,0.9999791542172763
1353.55927,0.9999794312115404
1353.678872,0.9999795932082214
1353.798474,0.9999800451990997
1353.918076,0.9999799782004389
1354.037678,0.9999798102038167
1354.15728,0.9999803381932959
1354.276882,0.9999800401991995
1354.396484,0.9999806911864175
1354.516086,0.9999811331779808
1354.635688,0.9999814801714941
1354.75529,0.9999813841732766
1354.874892,0.9999821091600429
1354.994494,0.9999815661699052
1355.114096,0.9999818501647103
1355.233698,0.9999819581627559
1355.3533,0.9999821441594174
1355.472902,0.9999823401559369
1355.592504,0.9999823721553723
1355.712106,0.9999825471523027
1355.831708,0.9999826571503889
1355.95131,0.9999833031393941
1356.070912,0.9999831691416405
1356.190514,0.9999830581435148
1356.310116,0.9999830181441933
1356.429718,0.9999830151442443
1356.54932,0.999983360138444
1356.668922,0.9999834951362068
1356.788524,0.9999832691399624
1356.908126,0.9999833721382444
1357.027728,0.9999832131409009
1357.14733,0.9999835291356461
1357.266932,0.9999837491320468
1357.386534,0.9999836951329258
1357.506136,0.9999838321307014
1357.625738,0.999983797131268
1357.74534,0.9999836631334481
1357.864942,0.9999838011312031
1357.984544,0.9999839361290254
1358.104146,0.9999835221357615
1358.223748,0.9999837611318518
1358.34335,0.9999840631269933
1358.462952,0.9999837851314624
1358.582554,0.9999840471272484
1358.702156,0.9999841671253413
1358.821758,0.9999840981264362
1358.94136,0.9999841171261342
1359.060962,0.9999842301243458
1359.180564,0.9999839361290254
1359.300166,0.9999844431210095
1359.419768,0.9999841631254046
1359.53937,0.9999845321196289
1359.658972,0.9999849191137177
1359.778574,0.9999849511132356
1359.898176,0.9999849061139139
1360.017778,0.9999846221182408
1360.13738,0.9999847271166317
1360.256982,0.9999851161107661
1360.376584,0.9999848241151549
1360.496186,0.9999847981155499
1360.615788,0.9999848991140196
1360.73539,0.9999851431103647
1360.854992,0.9999849081138836
1360.974594,0.9999856661027313
1361.094196,0.9999872110817789
1361.213798,0.9999855691041264
1361.3334,0.9999857831010611
1361.453002,0.9999853871067693
1361.572604,0.999985274108427
1361.692206,0.9999855761040254
1361.811808,0.9999857711012318
1361.93141,0.9999855511043862
1362.051012,0.9999857061021588
1362.170614,0.9999861130964239
1362.290216,0.9999858091006918
1362.409818,0.9999861580958
1362.52942,0.99998603009758
1362.649022,0.9999865960898332
1362.768624,0.9999870130843307
1362.888226,0.9999866350893112
1363.007828,0.9999866630889374
1363.12743,0.999986973084851
1363.247032,0.9999887200636189
1363.366634,0.9999867750874499
1363.486236,0.9999869020857785
1363.605838,0.9999870870833725
1363.72544,0.999987308080543
1363.845042,0.9999874100792537
1363.964644,0.9999872540812299
1364.084246,0.9999875620773516
1364.203848,0.9999870290841231
1364.32345,0.9999873550799476
1364.443052,0.9999875050780622
1364.562654,0.999987541077613
1364.682256,0.9999875660773019
1364.801858,0.9999876570761745
1364.92146,0.9999875450775632
1365.041062,0.9999876820758663
1365.160664,0.9999872090818045
1365.280266,0.9999873190804035
1365.399868,0.9999876730759771
1365.51947,0.9999879380727457
1365.639072,0.999987754074982
1365.758674,0.9999875740772024
1365.878276,0.9999880090718918
1365.997878,0.9999876350764463
1366.11748,0.9999879720723361
1366.237082,0.9999875660773019
1366.356684,0.9999878230741394
1366.476286,0.9999879360727697
1366.595888,0.999987633076471
1366.71549,0.9999875100779997
1366.835092,0.9999875140779497
1366.954694,0.999987716075448
1367.074296,0.9999876150766938
1367.193898,0.9999877560749575
1367.3135,0.9999880350715803
1367.433102,0.9999876600761375
1367.552704,0.9999875310777376
1367.672306,0.9999877050755832
1367.791908,0.999987552077476
1367.91151,0.99998780907431
1368.031112,0.9999879150730233
1368.150714,0.9999874510787383
1368.270316,0.9999877130754848
1368.389918,0.9999874510787383
1368.50952,0.9999878300740541
1368.629122,0.9999886450644677
1368.748724,0.999987592076979
1368.868326,0.9999875320777252
1368.987928,0.9999875570774138
1369.10753,0.9999876560761869
1369.227132,0.9999876290765205
1369.346734,0.9999875870770409
1369.466336,0.9999875270777875
1369.585938,0.9999874910782373
1369.70554,0.9999879050731442
1369.825142,0.9999879150730233
1369.944744,0.9999876010768672
1370.064346,0.9999878440738839
1370.183948,0.9999878200741759
1370.30355,0.9999876490762732
1370.423152,0.9999881060707333
1370.542754,0.999988068071186
1370.662356,0.9999881180705907
1370.781958,0.9999881260704957
1370.90156,0.9999879820722158
1371.021162,0.9999881620700688
1371.140764,0.9999881660700215
1371.260366,0.9999883150682694
1371.379968,0.9999885810651965
1371.49957,0.9999883810675003
1371.619172,0.9999885740652765
1371.738774,0.999988524065849
1371.858376,0.9999883680676515
1371.977978,0.999988909061505
1372.09758,0.9999888750618826
1372.217182,0.9999888280624065
1372.336784,0.9999888540621165
1372.456386,0.9999889740607861
1372.575988,0.9999889850606649
1372.69559,0.9999888780618492
1372.815192,0.9999888930616825
1372.934794,0.9999888270624178
1373.054396,0.9999892220580824
1373.173998,0.9999891830585035
1373.2936,0.999989320057031
1373.413202,0.999989294057309
1373.532804,0.9999892280580178
1373.652406,0.999989413056042
1373.772008,0.9999912000387199
1373.89161,0.9999893180570524
1374.011212,0.9999893060571806
1374.130814,0.9999890090604008
1374.250416,0.9999890630598087
1374.370018,0.9999893160570738
1374.48962,0.9999892560577166
1374.609222,0.9999894170559998
1374.728824,0.9999893790564026
1374.848426,0.9999888010627086
1374.968028,0.9999893070571699
1375.08763,0.9999907940423751
1375.207232,0.9999889000616048
1375.326834,0.999988920061383
1375.446436,0.9999893300569243
1375.566038,0.9999893700564982
1375.68564,0.9999892380579101
1375.805242,0.9999893480567323
1375.924844,0.999989372056477
1376.044446,0.9999890470599839
1376.164048,0.9999886920639351
1376.28365,0.9999887750630001
1376.403252,0.9999888320623619
1376.522854,0.999989150058861
1376.642456,0.9999891630587201
1376.762058,0.9999888820618047
1376.88166,0.9999882280692898
1377.001262,0.9999885400656655
1377.120864,0.9999890610598307
1377.240466,0.9999885810651965
1377.360068,0.9999884170670826
1377.47967,0.9999885700653222
1377.599272,0.9999884120671406
1377.718874,0.9999884340668859
1377.838476,0.9999881180705907
1377.958078,0.9999884970661592
1378.07768,0.9999883950673377
1378.197282,0.9999883400679775
1378.316884,0.9999881450702702
1378.436486,0.9999881660700215
1378.556088,0.999987918072987
1378.67569,0.9999879090730959
1378.795292,0.9999878170742125
1378.914894,0.9999882860686087
1379.034496,0.9999878170742125
1379.154098,0.9999877960744685
1379.2737,0.9999876780759155
1379.393302,0.9999876200766319
1379.512904,0.9999876480762856
1379.632506,0.9999879040731563
1379.752108,0.9999879450726612
1379.87171,0.9999879390727335
1379.991312,0.9999877340752271
1380.110914,0.9999877680748106
1380.230516,0.999987617076669
1380.350118,0.9999875860770534
1380.46972,0.9999881490702228
1380.589322,0.9999878220741515
1380.708924,0.9999879210729509
1380.828526,0.9999879160730112
1380.948128,0.999988026071688
1381.06773,0.9999880560713292
1381.187332,0.9999884190670595
1381.306934,0.9999881710699623
1381.426536,0.9999881100706858
1381.546138,0.9999881180705907
1381.66574,0.9999883810675003
1381.785342,0.9999883860674422
1381.904944,0.9999882750687376
1382.024546,0.9999886320646154
1382.144148,0.999988314068281
1382.26375,0.999988731063495
1382.383352,0.9999884300669322
1382.502954,0.9999883830674771
1382.622556,0.9999885450656083
1382.742158,0.9999886950639013
1382.86176,0.9999885290657917
1382.981362,0.9999885960650253
1383.100964,0.9999889060615382
1383.220566,0.9999886460644564
1383.340168,0.9999886260646836
1383.45977,0.9999886970638787
1383.579372,0.9999888630620162
1383.698974,0.9999887400633936
1383.818576,0.9999885820651851
1383.938178,0.9999886720641615
1384.05778,0.9999890450600057
1384.177382,0.9999888630620162
1384.296984,0.9999887190636303
1384.416586,0.9999883860674422
1384.536188,0.9999884590665971
1384.65579,0.9999889210613719
1384.775392,0.999988978060742
1384.894994,0.9999892330579639
1385.014596,0.99998898006072
1385.134198,0.9999892100582118
1385.2538,0.9999886250646951
1385.373402,0.9999891700586442
1385.493004,0.999989206058255
1385.612606,0.9999893110571272
1385.732208,0.9999894210559575
1385.85181,0.9999886300646382
1385.971412,0.9999889700608302
1386.091014,0.9999890750596776
1386.210616,0.9999887690630674
1386.330218,0.9999887580631911
1386.44982,0.9999894400557566
1386.569422,0.999988597065014
1386.689024,0.999988814062563
1386.808626,0.9999886880639804
1386.928228,0.9999887390634048
1387.04783,0.9999884100671638
1387.167432,0.9999886630642636
1387.287034,0.9999886610642862
1387.406636,0.9999888180625184
1387.526238,0.9999919994320047
1387.64584,0.9999883770675468
1387.765442,0.9999883310680825
1387.885044,0.9999884240670016
1388.004646,0.999988051071389
1388.124248,0.9999882220693603
1388.24385,0.999988157070128
1388.363452,0.9999878400739325
1388.483054,0.9999878900733258
1388.602656,0.9999873660798086
1388.722258,0.9999876560761869
1388.84186,0.9999871060831272
1388.961462,0.9999878820734227
1389.081064,0.9999877560749575
1389.200666,0.999987762074884
1389.320268,0.9999878610736773
1389.43987,0.9999878210741637
1389.559472,0.9999875220778499
1389.679074,0.9999874020793544
1389.798676,0.9999876350764463
1389.918278,0.9999878750735075
1390.03788,0.9999877200753989
1390.157482,0.999987432078977
1390.277084,0.9999873980794048
1390.396686,0.999987418079153
1390.516288,0.9999875610773641
1390.63589,0.9999875290777626
1390.755492,0.9999877360752025
1390.875094,0.9999874450788137
1390.994696,0.9999876640760882
1391.114298,0.9999875750771899
1391.2339,0.9999875070780372
1391.353502,0.9999876820758663
1391.473104,0.9999877140754726
1391.592706,0.9999880000719997
1391.712308,0.9999881020707809
1391.83191,0.9999879340727938
1391.951512,0.9999878870733621
1392.071114,0.9999880330716042
1392.190716,0.9999883780675352
1392.310318,0.9999883040683979
1392.42992,0.9999883130682927
1392.549522,0.9999884220670248
1392.669124,0.9999888860617603
1392.788726,0.9999885340657343
1392.908328,0.999988580065208
1393.02793,0.9999889970605328
1393.147532,0.9999888580620718
1393.267134,0.9999889890606208
1393.386736,0.9999892330579639
