nu,[0]E-C10F18-HITRAN(x-sec)-X=0.01-T=300.0K-P=0.0atm-L=15cm
2001.084498,0.9999992885202531
2001.2041,0.9999991308603777
2001.323702,0.9999993990201805
2001.443304,0.9999991602303526
2001.562906,0.9999993166302334
2001.682508,0.9999990644404376
2001.80211,0.9999990365604641
2001.921712,0.9999991423603678
2002.041314,0.9999992647402703
2002.160916,0.9999990071104929
2002.280518,0.9999989312005712
2002.40012,0.9999991055204001
2002.519722,0.99999902016048
2002.639324,0.9999991677303464
2002.758926,0.9999988387006743
2002.878528,0.999999324700228
2002.99813,0.9999992611402729
2003.117732,0.9999990942304102
2003.237334,0.9999988887006175
2003.356936,0.9999990969404078
2003.476538,0.99999916337035
2003.59614,0.9999991484103626
2003.715742,0.9999993979201812
2003.835344,0.9999993575302064
2003.954946,0.9999991336403753
2004.074548,0.9999988307006836
2004.19415,0.9999990602904415
2004.313752,0.999998908200596
2004.433354,0.999999064000438
2004.552956,0.999998891900614
2004.672558,0.9999989890005111
2004.79216,0.999998739800794
2004.911762,0.9999990265504738
2005.031364,0.9999989345005676
2005.150966,0.9999991069603987
2005.270568,0.9999989250005779
2005.39017,0.9999985798010085
2005.509772,0.9999987775007473
2005.629374,0.9999990927604115
2005.748976,0.9999987114008303
2005.868578,0.9999989879005122
2005.98818,0.9999989874005126
2006.107782,0.999999191300327
2006.227384,0.9999985630010325
2006.346986,0.9999989660005346
2006.466588,0.9999992146703084
2006.58619,0.9999990740104288
2006.705792,0.9999988708006375
2006.825394,0.9999987332008023
2006.944996,0.9999986660008898
2007.064598,0.9999988302006843
2007.1842,0.999998753400777
2007.303802,0.9999987487007829
2007.423404,0.9999988176006991
2007.543006,0.999998862500647
2007.662608,0.9999988293006853
2007.78221,0.9999989653005353
2007.901812,0.9999987211008178
2008.021414,0.9999987110008307
2008.141016,0.9999987980007224
2008.260618,0.9999986148009594
2008.38022,0.9999986875008613
2008.499822,0.9999990324404681
2008.619424,0.9999987897007324
2008.739026,0.9999991548903571
2008.858628,0.999999110070396
2008.97823,0.999998845900666
2009.097832,0.9999985387010677
2009.217434,0.999998653900906
2009.337036,0.9999985962009853
2009.456638,0.9999989552005458
2009.57624,0.999998755800774
2009.695842,0.9999988352006783
2009.815444,0.9999986055009723
2009.935046,0.9999987243008137
2010.054648,0.9999989247005782
2010.17425,0.9999988842006226
2010.293852,0.9999987698007567
2010.413454,0.9999991455803651
2010.533056,0.9999989520005491
2010.652658,0.9999993008902444
2010.77226,0.9999987428007903
2010.891862,0.9999987048008387
2011.011464,0.9999984883011426
2011.131066,0.9999989288005737
2011.250668,0.9999986917008559
2011.37027,0.9999989203005829
2011.489872,0.9999987270008103
2011.609474,0.9999986619008953
2011.729076,0.9999990545704469
2011.848678,0.9999984114012618
2011.96828,0.9999986444009188
2012.087882,0.9999988701006384
2012.207484,0.9999986792008723
2012.327086,0.9999990564604452
2012.446688,0.9999986552009043
2012.56629,0.9999985022011217
2012.685892,0.9999986504009107
2012.805494,0.9999984949011327
2012.925096,0.9999985483010537
2013.044698,0.9999986417009225
2013.1643,0.999998542601062
2013.283902,0.9999986055009723
2013.403504,0.9999986018009774
2013.523106,0.9999988693006392
2013.642708,0.9999985133011051
2013.76231,0.9999989057005988
2013.881912,0.9999987183008214
2014.001514,0.9999987506007805
2014.121116,0.9999985984009823
2014.240718,0.9999988039007153
2014.36032,0.9999986069009703
2014.479922,0.9999985695010232
2014.599524,0.9999988962006092
2014.719126,0.9999986667008889
2014.838728,0.9999988046007144
2014.95833,0.9999986199009523
2015.077932,0.9999984006012791
2015.197534,0.9999986849008647
2015.317136,0.9999985885009962
2015.436738,0.9999985795010089
2015.55634,0.9999984919011372
2015.675942,0.9999983687013305
2015.795544,0.9999982274015711
2015.915146,0.9999984808011539
2016.034748,0.9999980898018245
2016.15435,0.9999985162011008
2016.273952,0.9999984672011747
2016.393554,0.9999985530010469
2016.513156,0.9999986095009668
2016.632758,0.999998659900898
2016.75236,0.9999983002014446
2016.871962,0.9999984281012354
2016.991564,0.9999981152017763
2017.111166,0.9999987504007808
2017.230768,0.9999981573016977
2017.35037,0.9999984063012699
2017.469972,0.9999981336017417
2017.589574,0.9999981426017249
2017.709176,0.9999981604016921
2017.828778,0.9999983356013851
2017.94838,0.9999979918020164
2018.067982,0.9999983310013928
2018.187584,0.9999983238014049
2018.307186,0.9999981486017139
2018.426788,0.9999986777008743
2018.54639,0.9999982123015979
2018.665992,0.9999983307013933
2018.785594,0.9999983735013227
2018.905196,0.9999978480023155
2019.024798,0.9999982174015888
2019.1444,0.9999981562016999
2019.264002,0.9999981960016272
2019.383604,0.9999981158017751
2019.503206,0.9999983518013583
2019.622808,0.9999981782016595
2019.74241,0.9999981350017391
2019.862012,0.9999982809014777
2019.981614,0.9999982185015869
2020.101216,0.9999980747018534
2020.220818,0.9999980584018849
2020.34042,0.9999980255019493
2020.460022,0.9999981914016355
2020.579624,0.999998240501548
2020.699226,0.999998290001462
2020.818828,0.9999980914018214
2020.93843,0.9999982267015723
2021.058032,0.9999983677013322
2021.177634,0.9999981347017397
2021.297236,0.9999979754020495
2021.416838,0.9999980214019575
2021.53644,0.9999979863020275
2021.656042,0.99999795550209
2021.775644,0.9999981940016308
2021.895246,0.9999984490012028
2022.014848,0.9999983898012964
2022.13445,0.9999985084011125
2022.254052,0.9999984125012601
2022.373654,0.9999985084011125
2022.493256,0.9999984611011841
2022.612858,0.9999987046008391
2022.73246,0.9999982531015258
2022.852062,0.9999982288015685
2022.971664,0.9999983765013178
2023.091266,0.9999982629015087
2023.210868,0.9999983950012881
2023.33047,0.9999982767014849
2023.450072,0.9999982531015258
2023.569674,0.9999980269019466
2023.689276,0.9999981418017264
2023.808878,0.999998386301302
2023.92848,0.9999983490013629
2024.048082,0.9999985442010597
2024.167684,0.9999983501013611
2024.287286,0.9999982666015024
2024.406888,0.999998366001335
2024.52649,0.9999982602015135
2024.646092,0.9999985667010272
2024.765694,0.999998651700909
2024.885296,0.9999985393010669
2025.004898,0.9999982216015814
2025.1245,0.9999983879012995
2025.244102,0.9999982641015067
2025.363704,0.9999986035009751
2025.483306,0.9999983511013595
2025.602908,0.9999983942012893
2025.72251,0.9999987276008095
2025.842112,0.9999981610016909
2025.961714,0.9999987547007754
2026.081316,0.99999849670113
2026.200918,0.9999983614013425
2026.32052,0.9999984468012062
2026.440122,0.9999985413010639
2026.559724,0.9999987075008353
2026.679326,0.9999984956011316
2026.798928,0.9999983828013077
2026.91853,0.9999988231006925
2027.038132,0.9999986558009034
2027.157734,0.9999984895011408
2027.277336,0.9999985652010294
2027.396938,0.9999986161009576
2027.51654,0.999998306501434
2027.636142,0.9999987084008342
2027.755744,0.9999982698014968
2027.875346,0.9999986282009409
2027.994948,0.9999987099008322
2028.11455,0.9999983945012888
2028.234152,0.999998776000749
2028.353754,0.9999987880007345
2028.473356,0.9999984210012466
2028.592958,0.9999985442010597
2028.71256,0.9999983086014305
2028.832162,0.9999986717008822
2028.951764,0.9999986853008642
2029.071366,0.9999984814011531
2029.190968,0.9999987393007946
2029.31057,0.999998720100819
2029.430172,0.99999860000098
2029.549774,0.9999986054009724
2029.669376,0.9999983541013545
2029.788978,0.9999988402006725
2029.90858,0.9999985463010567
2030.028182,0.9999983808013109
2030.147784,0.9999987681007588
2030.267386,0.9999985110011086
2030.386988,0.9999987820007418
2030.50659,0.9999987386007956
2030.626192,0.9999989886005115
2030.745794,0.9999987326008032
2030.865396,0.9999985963009852
2030.984998,0.9999983297013949
2031.1046,0.9999986130009619
2031.224202,0.9999984729011661
2031.343804,0.999998380101312
2031.463406,0.9999986966008494
2031.583008,0.9999988176006991
2031.70261,0.999998193901631
2031.822212,0.9999987854007376
2031.941814,0.999999037800463
2032.061416,0.9999988266006884
2032.181018,0.9999987813007426
2032.30062,0.9999983269013997
2032.420222,0.9999989794005208
2032.539824,0.9999990620104399
2032.659426,0.9999987755007497
2032.779028,0.9999987059008374
2032.89863,0.9999985707010215
2033.018232,0.9999982764014854
2033.137834,0.9999987331008026
2033.257436,0.9999986841008658
2033.377038,0.999999011140489
2033.49664,0.9999984694011713
2033.616242,0.9999980242019519
2033.735844,0.9999986550009045
2033.855446,0.9999983463013674
2033.975048,0.9999985282010831
2034.09465,0.9999984539011952
2034.214252,0.9999990669704353
2034.333854,0.9999988208006952
2034.453456,0.999998453401196
2034.573058,0.999998604300974
2034.69266,0.9999986827008677
2034.812262,0.9999984665011759
2034.931864,0.999998575901014
2035.051466,0.9999988856006209
2035.171068,0.9999987237008144
2035.29067,0.9999985247010883
2035.410272,0.9999986559009033
2035.529874,0.9999988877006186
2035.649476,0.999998700800844
2035.769078,0.9999988951006104
2035.88868,0.9999986998008452
2036.008282,0.9999987018008427
2036.127884,0.9999988918006141
2036.247486,0.9999986586008996
2036.367088,0.9999987751007502
2036.48669,0.9999988715006367
2036.606292,0.999998710800831
2036.725894,0.9999989145005892
2036.845496,0.9999988363006771
2036.965098,0.9999989679005327
2037.0847,0.9999988156007014
2037.204302,0.999998912800591
2037.323904,0.9999986849008647
2037.443506,0.9999986339009331
2037.563108,0.9999989194005838
2037.68271,0.9999985373010697
2037.802312,0.9999987507007804
2037.921914,0.999998975300525
2038.041516,0.9999987854007376
2038.161118,0.9999986523009081
2038.28072,0.9999987199008193
2038.400322,0.9999990073404927
2038.519924,0.9999985350010732
2038.639526,0.9999991165903902
2038.759128,0.9999988895006166
2038.87873,0.9999989625005382
2038.998332,0.9999987632007649
2039.117934,0.9999988630006463
2039.237536,0.9999986240009466
2039.357138,0.9999984653011776
2039.47674,0.9999988736006344
2039.596342,0.9999985259010865
2039.715944,0.9999986629008939
2039.835546,0.9999987834007401
2039.955148,0.999998821900694
2040.07475,0.9999988932006125
2040.194352,0.9999987449007877
2040.313954,0.9999987695007571
2040.433556,0.9999989724005279
2040.553158,0.9999987389007952
2040.67276,0.9999990023704977
2040.792362,0.9999990789404242
2040.911964,0.9999992234903015
2041.031566,0.9999989556005454
2041.151168,0.9999988300006845
2041.27077,0.9999991365803728
2041.390372,0.9999989096005945
2041.509974,0.999998946500555
2041.629576,0.9999987847007384
2041.749178,0.9999990646904374
2041.86878,0.9999992201803041
2041.988382,0.9999985898009943
2042.107984,0.9999983847013046
2042.227586,0.9999986164009572
2042.347188,0.9999985728010184
2042.46679,0.9999991382203713
2042.586392,0.9999985694010233
2042.705994,0.9999991349203742
2042.825596,0.9999991726503422
2042.945198,0.9999988420006705
2043.0648,0.9999991074203983
2043.184402,0.9999987875007351
2043.304004,0.9999989938005062
2043.423606,0.9999988928006129
2043.543208,0.9999987506007805
2043.66281,0.9999984790011567
2043.782412,0.9999988979006074
2043.902014,0.9999988721006361
2044.021616,0.9999988951006104
2044.141218,0.9999989558005452
2044.26082,0.9999988986006065
2044.380422,0.9999990299904704
2044.500024,0.9999990030904969
2044.619626,0.9999985046011182
2044.739228,0.9999989032006015
2044.85883,0.9999987981007222
2044.978432,0.9999988413006713
2045.098034,0.9999988379006752
2045.217636,0.9999991404803694
2045.337238,0.9999990702804322
2045.45684,0.9999985430010614
2045.576442,0.9999988456006663
2045.696044,0.9999989364005656
2045.815646,0.9999991555403566
2045.935248,0.9999988428006695
2046.05485,0.9999986017009777
2046.174452,0.9999985287010824
2046.294054,0.9999991594103533
2046.413656,0.9999990601904416
2046.533258,0.9999989766005237
2046.65286,0.9999987978007226
2046.772462,0.9999987423007909
2046.892064,0.9999985010011235
2047.011666,0.9999990228504774
2047.131268,0.999998605700972
2047.25087,0.9999988306006837
2047.370472,0.9999987980007224
2047.490074,0.9999985829010041
2047.609676,0.9999989131005906
2047.729278,0.999998815900701
2047.84888,0.9999988420006705
2047.968482,0.9999987695007571
2048.088084,0.9999986884008601
2048.207686,0.9999984708011692
2048.327288,0.9999984942011337
2048.44689,0.9999987501007811
2048.566492,0.9999985284010828
2048.686094,0.9999986306009376
2048.805696,0.9999987458007865
2048.925298,0.9999986176009555
2049.0449,0.9999991678003463
2049.164502,0.999998735900799
2049.284104,0.9999986740008792
2049.403706,0.9999988096007085
2049.523308,0.9999986626008943
2049.64291,0.9999988431006692
2049.762512,0.9999991147703918
2049.882114,0.9999988361006773
2050.001716,0.9999989276005751
2050.121318,0.9999989032006015
2050.24092,0.9999989715005289
2050.360522,0.9999989755005247
2050.480124,0.9999987708007555
2050.599726,0.9999987435007894
2050.719328,0.9999988104007076
2050.83893,0.9999990736704291
2050.958532,0.9999987219008167
2051.078134,0.9999985315010782
2051.197736,0.999998666600889
2051.317338,0.9999986249009455
2051.43694,0.9999989105005935
2051.556542,0.9999987499007814
2051.676144,0.9999986684008866
2051.795746,0.9999985975009835
2051.915348,0.9999983912012941
2052.03495,0.9999985207010942
2052.154552,0.9999988497006616
2052.274154,0.9999986818008688
2052.393756,0.999998449501202
2052.513358,0.9999983218014081
2052.63296,0.9999984589011875
2052.752562,0.9999986773008748
2052.872164,0.9999986331009342
2052.991766,0.9999987517007791
2053.111368,0.999998714700826
2053.23097,0.9999988430006693
2053.350572,0.9999986204009517
2053.470174,0.999998538501068
2053.589776,0.9999991002904047
2053.709378,0.9999989281005744
2053.82898,0.9999987416007918
2053.948582,0.999998490701139
2054.068184,0.9999987032008408
2054.187786,0.9999982806014782
2054.307388,0.9999985789010097
2054.42699,0.9999989150005886
2054.546592,0.999998461201184
2054.666194,0.9999981452017201
2054.785796,0.9999985357010721
2054.905398,0.9999982077016062
2055.025,0.9999983709013269
2055.144602,0.9999980597018824
2055.264204,0.9999983686013307
2055.383806,0.9999982920014586
2055.503408,0.9999982386015512
2055.62301,0.9999982519015279
2055.742612,0.9999983565013505
2055.862214,0.9999982369015542
2055.981816,0.9999981846016478
2056.101418,0.9999980828018378
2056.22102,0.9999981817016531
2056.340622,0.9999982637015074
2056.460224,0.9999981515017085
2056.579826,0.9999982970014502
2056.699428,0.9999983386013801
2056.81903,0.9999981488017134
2056.938632,0.9999980270019464
2057.058234,0.9999983326013901
2057.177836,0.9999979165021705
2057.297438,0.9999979114021811
2057.41704,0.999998203301614
2057.536642,0.9999979416021185
2057.656244,0.9999979379021261
2057.775846,0.9999980411019186
2057.895448,0.9999976148028445
2058.01505,0.9999981214017646
2058.134652,0.999997991002018
2058.254254,0.9999981416017268
2058.373856,0.9999982633015081
2058.493458,0.9999977565025167
2058.61306,0.9999982963014513
2058.732662,0.999998190001638
2058.852264,0.9999981210017653
2058.971866,0.9999981798016566
2059.091468,0.9999979638020731
2059.21107,0.9999980411019186
2059.330672,0.9999980659018703
2059.450274,0.9999981418017264
2059.569876,0.9999978288023571
2059.689478,0.9999981668016803
2059.80908,0.9999981130017804
2059.928682,0.9999981017018018
2060.048284,0.9999977414025506
2060.167886,0.9999980715018596
2060.287488,0.9999977607025072
2060.40709,0.9999980208019587
2060.526692,0.9999979281021464
2060.646294,0.9999979942020116
2060.765896,0.999998046001909
2060.885498,0.9999979730020544
2061.0051,0.9999980235019533
2061.124702,0.9999979469021076
2061.244304,0.9999981552017017
2061.363906,0.9999980940018164
2061.483508,0.9999977643024992
2061.60311,0.9999977328025701
2061.722712,0.9999981220017634
2061.842314,0.9999979926020148
2061.961916,0.9999977398025542
2062.081518,0.9999978207023746
2062.20112,0.999997928302146
2062.320722,0.9999978150023872
2062.440324,0.9999979296021433
2062.559926,0.9999982210015824
2062.679528,0.9999980469019073
2062.79913,0.9999981522017072
2062.918732,0.9999981837016495
2063.038334,0.9999978901022258
2063.157936,0.9999982717014935
2063.277538,0.9999979545020921
2063.39714,0.9999979335021352
2063.516742,0.9999978323023495
2063.636344,0.9999982284015693
2063.755946,0.9999979587020834
2063.875548,0.9999977350025651
2063.99515,0.9999980836018363
2064.114752,0.9999979997020007
2064.234354,0.9999978892022278
2064.353956,0.9999982611015119
2064.473558,0.999997926802149
2064.59316,0.9999978602022894
2064.712762,0.9999978205023751
2064.832364,0.9999985340010745
2064.951966,0.9999978047024096
2065.071568,0.9999975025031187
2065.19117,0.9999978698022689
2065.310772,0.9999977725024809
2065.430374,0.9999977121026172
2065.549976,0.99999771090262
2065.669578,0.9999977658024958
2065.78918,0.9999978160023849
2065.908782,0.9999980366019274
2066.028384,0.9999980490019031
2066.147986,0.9999977814024611
2066.267588,0.9999977749024755
2066.38719,0.9999979586020836
2066.506792,0.9999978918022222
2066.626394,0.9999975662029617
2066.745996,0.9999978530023048
2066.865598,0.9999980597018824
2066.9852,0.9999977535025234
2067.104802,0.9999980441019127
2067.224404,0.9999982394015499
2067.344006,0.9999981792016577
2067.463608,0.9999978183023799
2067.58321,0.9999977826024584
2067.702812,0.9999977292025782
2067.822414,0.999997954002093
2067.942016,0.9999972367038179
2068.061618,0.9999981222017631
2068.18122,0.9999980284019436
2068.300822,0.9999982103016015
2068.420424,0.9999982991014466
2068.540026,0.9999981027017999
2068.659628,0.9999980670018682
2068.77923,0.9999975602029763
2068.898832,0.9999981661016816
2069.018434,0.9999976597027385
2069.138036,0.9999979721020562
2069.257638,0.9999979042021961
2069.37724,0.9999983662013346
2069.496842,0.9999978966022122
2069.616444,0.9999976903026674
2069.736046,0.9999977004026441
2069.855648,0.9999973117036135
2069.97525,0.9999979502021008
2070.094852,0.9999976233028244
2070.214454,0.9999980146019709
2070.334056,0.9999979493021027
2070.453658,0.9999980400019208
2070.57326,0.9999979631020744
2070.692862,0.9999980245019513
2070.812464,0.9999980764018501
2070.932066,0.9999978635022824
2071.051668,0.9999980790018451
2071.17127,0.9999981624016884
2071.290872,0.9999982155015922
2071.410474,0.9999976758027009
2071.530076,0.9999978434023254
2071.649678,0.9999982236015778
2071.76928,0.9999979199021634
2071.888882,0.9999983671013332
2072.008484,0.999998107401791
2072.128086,0.9999981466017176
2072.247688,0.9999978581022939
2072.36729,0.9999978751022576
2072.486892,0.9999982351015574
2072.606494,0.9999977919024379
2072.726096,0.9999978918022222
2072.845698,0.9999982102016017
2072.9653,0.9999979175021684
2073.084902,0.999998144201722
2073.204504,0.9999978402023324
2073.324106,0.999998185601646
2073.443708,0.9999981832016503
2073.56331,0.9999977786024673
2073.682912,0.9999980700018625
2073.802514,0.9999982825014749
2073.922116,0.9999981577016971
2074.041718,0.9999980345019316
2074.16132,0.9999980843018349
2074.280922,0.9999980500019012
2074.400524,0.9999982030016146
2074.520126,0.9999983803013117
2074.639728,0.9999980763018503
2074.75933,0.9999983171014161
2074.878932,0.999998059901882
2074.998534,0.9999983221014077
2075.118136,0.9999981652016833
2075.237738,0.9999979226021578
2075.35734,0.999998009001982
2075.476942,0.999998288301465
2075.596544,0.9999981998016204
2075.716146,0.999998343501372
2075.835748,0.9999985498010515
2075.95535,0.9999979934020132
2076.074952,0.9999985212010934
2076.194554,0.9999984056012711
2076.314156,0.9999982377015528
2076.433758,0.9999983125014238
2076.55336,0.9999982628015089
2076.672962,0.9999981343017404
2076.792564,0.9999984732011655
2076.912166,0.9999980940018164
2077.031768,0.99999823360156
2077.15137,0.9999977348025656
2077.270972,0.999997959402082
2077.390574,0.9999983082014311
2077.510176,0.9999983202014109
2077.629778,0.9999979882020237
2077.74938,0.9999980984018081
2077.868982,0.9999982557015213
2077.988584,0.9999980559018897
2078.108186,0.9999982037016133
2078.227788,0.9999982023016158
2078.34739,0.9999977117026182
2078.466992,0.9999979305021414
2078.586594,0.9999982172015892
2078.706196,0.9999979085021872
2078.825798,0.9999985366010707
2078.9454,0.999998038901923
2079.065002,0.999998302301441
2079.184604,0.9999987471007848
2079.304206,0.9999984381012198
2079.423808,0.9999978712022659
2079.54341,0.9999981368017358
2079.663012,0.9999982179015879
2079.782614,0.9999984846011483
2079.902216,0.9999983266014001
2080.021818,0.9999981844016482
2080.14142,0.9999980994018062
2080.261022,0.9999981931016324
2080.380624,0.9999982534015253
2080.500226,0.9999978684022719
2080.619828,0.9999983669013335
2080.73943,0.9999977832024571
2080.859032,0.9999980264019476
2080.978634,0.9999980473019066
2081.098236,0.9999981279017524
2081.217838,0.99999839380129
2081.33744,0.9999984073012683
2081.457042,0.999998272601492
2081.576644,0.9999982279015701
2081.696246,0.9999981200017672
2081.815848,0.9999979430021156
2081.93545,0.9999982084016049
2082.055052,0.9999981695016754
2082.174654,0.9999980444019122
2082.294256,0.9999982417015458
2082.413858,0.9999982731014911
2082.53346,0.9999982903014616
2082.653062,0.9999981548017024
2082.772664,0.9999978517023076
2082.892266,0.999998331501392
2083.011868,0.999998113701779
2083.13147,0.9999982300015664
2083.251072,0.9999981999016202
2083.370674,0.9999979417021183
2083.490276,0.9999978255023643
2083.609878,0.9999981859016455
2083.72948,0.9999981314017459
2083.849082,0.9999985168011
2083.968684,0.9999978476023164
2084.088286,0.999998063501875
2084.207888,0.9999978516023078
2084.32749,0.9999979115021809
2084.447092,0.9999977625025032
2084.566694,0.9999983928012915
2084.686296,0.9999983738013223
2084.805898,0.9999983196014118
2084.9255,0.999998323701405
2085.045102,0.9999983589013466
2085.164704,0.9999979576020857
2085.284306,0.9999983905012952
2085.403908,0.9999984774011591
2085.52351,0.9999981145017776
2085.643112,0.9999980159019684
2085.762714,0.999997725802586
2085.882316,0.9999980019019962
2086.001918,0.9999980222019559
2086.12152,0.9999981733016684
2086.241122,0.9999979784020434
2086.360724,0.9999982581015171
2086.480326,0.9999979547020916
2086.599928,0.9999979711020582
2086.71953,0.9999980865018308
2086.839132,0.9999981541017037
2086.958734,0.9999981102017856
2087.078336,0.9999979761020481
2087.197938,0.9999984593011869
2087.31754,0.9999981389017318
2087.437142,0.9999980384019239
2087.556744,0.9999977928024358
2087.676346,0.9999979213021605
2087.795948,0.9999980683018658
2087.91555,0.9999980227019548
2088.035152,0.9999978282023584
2088.154754,0.9999979121021797
2088.274356,0.9999982990014467
2088.393958,0.9999981315017457
2088.51356,0.9999982177015883
2088.633162,0.9999979609020789
2088.752764,0.9999979040021966
2088.872366,0.9999977894024433
2088.991968,0.9999978575022952
2089.11157,0.9999978352023432
2089.231172,0.9999977207025976
2089.350774,0.9999979752020499
2089.470376,0.9999979739020526
2089.589978,0.9999977391025558
2089.70958,0.9999979681020643
2089.829182,0.9999979082021878
2089.948784,0.9999981067017923
2090.068386,0.9999979709020587
2090.187988,0.9999981228017619
2090.30759,0.9999980846018344
2090.427192,0.9999978636022822
2090.546794,0.9999980669018684
2090.666396,0.9999980037019927
2090.785998,0.9999980327019351
2090.9056,0.9999980788018455
2091.025202,0.9999981332017425
2091.144804,0.99999774610254
2091.264406,0.9999977483025351
2091.384008,0.9999980074019852
2091.50361,0.9999977341025672
2091.623212,0.9999981570016984
2091.742814,0.9999982309015648
2091.862416,0.9999980285019434
2091.982018,0.9999975439030162
2092.10162,0.9999979598020812
2092.221222,0.9999980327019351
2092.340824,0.9999978685022717
2092.460426,0.9999978793022487
2092.580028,0.9999978393023343
2092.69963,0.9999978845022377
2092.819232,0.9999977240025901
2092.938834,0.9999978500023112
2093.058436,0.9999977758024735
2093.178038,0.9999979438021139
2093.29764,0.9999978115023948
2093.417242,0.9999980016019968
2093.536844,0.9999977259025857
2093.656446,0.999997537503032
2093.776048,0.9999981488017134
2093.89565,0.9999975251030626
2094.015252,0.9999977363025622
2094.134854,0.9999979691020623
2094.254456,0.9999976465027695
2094.374058,0.9999975787029314
2094.49366,0.9999977952024306
2094.613262,0.9999977372025601
2094.732864,0.9999976250028203
2094.852466,0.9999979444021128
2094.972068,0.9999978647022798
2095.09167,0.9999977582025128
2095.211272,0.9999977934024346
2095.330874,0.9999977663024947
2095.450476,0.9999973201035909
2095.570078,0.9999977345025662
2095.68968,0.9999977174026051
2095.809282,0.9999976845026808
2095.928884,0.9999975656029632
2096.048486,0.9999975187030784
2096.168088,0.9999976832026838
2096.28769,0.9999977083026259
2096.407292,0.9999975939028947
2096.526894,0.9999976330028013
2096.646496,0.9999976214028289
2096.766098,0.9999975794029297
2096.8857,0.9999975049031128
2097.005302,0.9999974829031679
2097.124904,0.9999975007031232
2097.244506,0.9999975120030951
2097.364108,0.9999974285033063
2097.48371,0.9999976838026824
2097.603312,0.9999975195030765
2097.722914,0.9999973003036442
2097.842516,0.9999971573040405
2097.962118,0.9999973091036205
2098.08172,0.9999974323032965
2098.201322,0.9999973431035295
2098.320924,0.9999974820031702
2098.440526,0.9999972135038823
2098.560128,0.9999971379040958
2098.67973,0.99999728340369
2098.799332,0.9999976080028609
2098.918934,0.9999973651034714
2099.038536,0.999997237403816
2099.158138,0.9999971878039542
2099.27774,0.9999973966033888
2099.397342,0.999997557902982
2099.516944,0.999997496403134
2099.636546,0.9999973556034965
2099.756148,0.999997353903501
2099.87575,0.99999720000392
2099.995352,0.9999973257035759
2100.114954,0.9999974647032138
2100.234556,0.9999972710037237
2100.354158,0.9999973893034079
2100.47376,0.9999974947031383
2100.593362,0.9999974033033714
2100.712964,0.9999974683032048
2100.832566,0.9999973303035636
2100.952168,0.9999971598040334
2101.07177,0.999997188603952
2101.191372,0.9999974789031779
2101.310974,0.9999973370035458
2101.430576,0.9999971913039444
2101.550178,0.9999968291050273
2101.66978,0.9999972649037404
2101.789382,0.9999968789048707
2101.908984,0.9999971457040735
2102.028586,0.9999973156036029
2102.148188,0.9999970313044065
2102.26779,0.9999976102028556
2102.387392,0.9999971195041486
2102.506994,0.9999974991031273
2102.626596,0.9999971309041159
2102.746198,0.9999974693032022
2102.8658,0.9999972721037207
2102.985402,0.9999974837031659
2103.105004,0.9999972629037459
2103.224606,0.9999975933028961
2103.344208,0.9999971916039435
2103.46381,0.9999975657029629
2103.583412,0.9999975157030858
2103.703014,0.999997476503184
2103.822616,0.9999974191033305
2103.942218,0.9999973802034317
2104.06182,0.9999973157036027
2104.181422,0.999996889704837
2104.301024,0.9999973190035939
2104.420626,0.999997048404356
2104.540228,0.999997066404303
2104.65983,0.9999971289041216
2104.779432,0.9999971639040217
2104.899034,0.9999974245033166
2105.018636,0.9999977025026392
2105.138238,0.9999971516040567
2105.25784,0.9999973014036412
2105.377442,0.9999974410032743
2105.497044,0.999997557902982
2105.616646,0.9999969673045986
2105.736248,0.9999969315047078
2105.85585,0.9999971570040413
2105.975452,0.9999972090038949
2106.095054,0.9999974430032691
2106.214656,0.9999971895039494
2106.334258,0.9999973786034358
2106.45386,0.9999973916034018
2106.573462,0.9999973779034377
2106.693064,0.9999972574037609
2106.812666,0.9999973204035901
2106.932268,0.9999974625032194
2107.05187,0.9999972326038292
2107.171472,0.9999974163033377
2107.291074,0.9999974308033004
2107.410676,0.9999975825029221
2107.530278,0.9999975413030227
2107.64988,0.9999975517029971
2107.769482,0.9999970863042448
2107.889084,0.999997443803267
2108.008686,0.9999974538032416
2108.128288,0.9999974462032609
2108.24789,0.9999970409043781
2108.367492,0.9999973269035727
2108.487094,0.9999975238030658
2108.606696,0.9999974085033579
2108.726298,0.9999975324030446
2108.8459,0.9999972046039072
2108.965502,0.9999971867039573
2109.085104,0.9999975808029262
2109.204706,0.9999974629032184
2109.324308,0.9999977082026261
2109.44391,0.9999973485035152
2109.563512,0.9999974086033577
2109.683114,0.9999973016036406
2109.802716,0.9999974712031974
2109.922318,0.9999973956033914
2110.04192,0.999997413903344
2110.161522,0.9999974821031699
2110.281124,0.9999973453035237
2110.400726,0.9999976304028075
2110.520328,0.9999976391027869
2110.63993,0.9999975782029326
2110.759532,0.9999973518035065
2110.879134,0.9999975544029904
2110.998736,0.999997476903183
2111.118338,0.9999974129033465
2111.23794,0.9999973091036205
2111.357542,0.9999973862034159
2111.477144,0.9999979972020056
2111.596746,0.9999973017036404
2111.716348,0.9999973673034656
2111.83595,0.9999975114030966
2111.955552,0.9999974223033222
2112.075154,0.9999974622032202
2112.194756,0.999997402303374
2112.314358,0.9999974861031599
2112.43396,0.9999968839048551
2112.553562,0.9999970837042524
2112.673164,0.9999971853039613
2112.792766,0.9999972281038417
2112.912368,0.9999972714037226
