nu,[0]2-(Perfluorononyl)ethanol-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
1110.623108,0.4999185969071555
1110.683373,0.4992341773638288
1110.743638,0.4976989016358557
1110.803903,0.4958261092085644
1110.864168,0.49024990876726876
1110.924433,0.48391306798443884
1110.984698,0.48275306917664496
1111.044963,0.4874049411843949
1111.105228,0.4869031725501821
1111.165493,0.47814559539170304
1111.225758,0.4701845508341831
1111.286023,0.46954083904279925
1111.346288,0.47082914511508844
1111.406553,0.4668160481922082
1111.466818,0.4626751921111784
1111.527082,0.4610955456892208
1111.587347,0.456379764126383
1111.647612,0.44724890718769233
1111.707877,0.443436795656751
1111.768142,0.449248092182373
1111.828407,0.4534183816206097
1111.888672,0.4480188372581023
1111.948937,0.4411633782151297
1112.009202,0.44086348909180106
1112.069467,0.44040963347380435
1112.129732,0.43322848983890716
1112.189997,0.4270389722551389
1112.250262,0.42879771417000623
1112.310527,0.43100740847025726
1112.370792,0.42645432943492423
1112.431057,0.4212284314213713
1112.491322,0.42137167343781745
1112.551587,0.42165830361897194
1112.611852,0.4164911775302292
1112.672117,0.4115272664262639
1112.732382,0.4106844996611682
1112.792647,0.4091391339421695
1112.852912,0.40150310986856513
1112.913177,0.3965829715103083
1112.973442,0.3999922928239137
1113.033707,0.40357214872789515
1113.093972,0.3995845086904962
1113.154237,0.3925269820680588
1113.214502,0.39104994131689713
1113.274767,0.3917231259888176
1113.335032,0.38811639392592623
1113.395297,0.3817879229752421
1113.455562,0.3781440769619666
1113.515827,0.37581811099104073
1113.576092,0.37299509856539803
1113.636357,0.37286830178855934
1113.696621,0.3742766683892638
1113.756886,0.37108653336512104
1113.817151,0.3624024298324904
1113.877416,0.3570069605691474
1113.937681,0.3576143885696264
1113.997946,0.3577216889804542
1114.058211,0.35554622857763796
1114.118476,0.3556529084473916
1114.178741,0.3591913586693746
1114.239006,0.3566144688225582
1114.299271,0.345556195229613
1114.359536,0.33796937301037827
1114.419801,0.3386459881459963
1114.480066,0.34041153372449867
1114.540331,0.33621649370673334
1114.600596,0.3315422587848797
1114.660861,0.33131026041263384
1114.721126,0.3324386324434911
1114.781391,0.3291637275094663
1114.841656,0.32533495389985706
1114.901921,0.32300095471172313
1114.962186,0.3204913474569612
1115.022451,0.3174293516174957
1115.082716,0.3170803713050771
1115.142981,0.3188291179923483
1115.203246,0.3179694404606908
1115.263511,0.31351753106817676
1115.323776,0.3109571990211882
1115.384041,0.31086392585315653
1115.444306,0.308849863130135
1115.504571,0.30464747211241544
1115.564836,0.30370452726851654
1115.625101,0.30464747211241544
1115.685366,0.301525707834637
1115.745631,0.2957029132873307
1115.805896,0.2919712326175975
1115.86616,0.2917669242710291
1115.926425,0.29077660123168547
1115.98669,0.28877714872714905
1116.046955,0.289268487399526
1116.10722,0.29118397356750747
1116.167485,0.2897896395730903
1116.22775,0.28641885831255876
1116.288015,0.2856465704528902
1116.34828,0.2856465704528902
1116.408545,0.28243693281258675
1116.46881,0.2789563391244699
1116.529075,0.27926335992799073
1116.58934,0.2810844840089159
1116.649605,0.27828764666249783
1116.70987,0.27367883366392903
1116.770135,0.2735693840218512
1116.8304,0.27488567363294764
1116.890665,0.2722593974614645
1116.95093,0.2674560567425849
1117.011195,0.2668949883514288
1117.07146,0.2685548776187611
1117.131725,0.26753630559633385
1117.19199,0.26453016204198176
1117.252255,0.2646359952720335
1117.31252,0.26625520842239453
1117.372785,0.26389605089083573
1117.43305,0.2593439774921362
1117.493315,0.25792150101207395
1117.55358,0.25836034047164796
1117.613845,0.2566094499310385
1117.67411,0.25448840600544775
1117.734375,0.2540561432426901
1117.79464,0.253548538729919
1117.854905,0.24999859028394725
1117.91517,0.24880147243189463
1117.975435,0.25276375530264916
1118.035699,0.256250448061081
1118.095964,0.253802214085187
1118.156229,0.24890101292763933
1118.216494,0.2486273723433324
1118.276759,0.2506995672465184
1118.337024,0.24880147243189463
1118.397289,0.24509730108348168
1118.457554,0.24441198852576618
1118.517819,0.24617810523368264
1118.578084,0.24635049023505762
1118.638349,0.24499928176821822
1118.698614,0.24433867592664815
1118.758879,0.24324162210734937
1118.819144,0.2414965721466443
1118.879409,0.2418349041247734
1118.939674,0.2440700511538402
1118.999939,0.24424096000076556
1119.060204,0.24050846320834213
1119.120469,0.23878302131795004
1119.180734,0.24125519628254438
1119.240999,0.2437529662371922
1119.301264,0.2414241340412594
1119.361529,0.23821062921206215
1119.421794,0.23797253764847287
1119.482059,0.23895022794836562
1119.542324,0.2392849925480349
1119.602589,0.24034016619492313
1119.662854,0.2417623645350185
1119.723119,0.24017198694819036
1119.783384,0.23683300653034264
1119.843649,0.2362652888483926
1119.903914,0.2385443576483555
1119.964179,0.23878302131795004
1120.024444,0.23773468405744103
1120.084709,0.23918929769126293
1120.144973,0.24307141255216874
1120.205238,0.24248874064801101
1120.265503,0.23813917674170498
1120.325768,0.23716480494418105
1120.386033,0.2395962653218127
1120.446298,0.2394525506813232
1120.506563,0.2366672814363214
1120.566828,0.23813917674170498
1120.627093,0.24316866056549566
1120.687358,0.24433867592664815
1120.747623,0.24034016619492313
1120.807888,0.23878302131795004
1120.868153,0.2410140616736608
1120.928418,0.2414965721466443
1120.988683,0.23918929769126293
1121.048948,0.23952439722296998
1121.109213,0.24166567892761512
1121.169478,0.2400279269783342
1121.229743,0.2362652888483926
1121.290008,0.23676196728480312
1121.350273,0.24091767532754574
1121.410538,0.24125519628254438
1121.470803,0.2384728050744837
1121.531068,0.23985996622257227
1121.591333,0.2456862410513523
1121.651598,0.24728840300358962
1121.711863,0.2437529662371922
1121.772128,0.2418349041247734
1121.832393,0.24307141255216874
1121.892658,0.24307141255216874
1121.952923,0.24207685998666612
1122.013188,0.24399684112054812
1122.073453,0.24728840300358962
1122.133718,0.24617810523368264
1122.193983,0.24392365304697192
1122.254248,0.24600584085958407
1122.314512,0.24967380327387553
1122.374777,0.24813061452205296
1122.435042,0.2447544049452679
1122.495307,0.24694244146896588
1122.555572,0.25180507567739796
1122.615837,0.2517295454847901
1122.676102,0.24830436675840623
1122.736367,0.24974871665130244
1122.796632,0.2546666102538619
1122.856897,0.255201972068555
1122.917162,0.2540561432426901
1122.977427,0.25686618772847347
1123.037692,0.25952558183048363
1123.097957,0.256250448061081
1123.158222,0.25276375530264916
1123.218487,0.2581795515168342
1123.278752,0.2659890862972115
1123.339017,0.26453016204198176
1123.399282,0.2572260522376719
1123.459547,0.2570460570067861
1123.519812,0.26263238507076536
1123.580077,0.26381689394970337
1123.640342,0.26067001028679765
1123.700607,0.26229118479840274
1123.760872,0.2681791638510988
1123.821137,0.26930788499445485
1123.881402,0.26654825029514073
1123.941667,0.26809872216879915
1124.001932,0.2726408275566769
1124.062197,0.271796949677769
1124.122462,0.26654825029514073
1124.182727,0.2655372889870278
1124.242992,0.2681791638510988
1124.303257,0.2667348993899091
1124.363522,0.2632634597816724
1124.423787,0.2657232301611371
1124.484051,0.2727226320750082
1124.544316,0.2737609496308074
1124.604581,0.26957732757828773
1124.664846,0.2685548776187611
1124.725111,0.2721777318926739
1124.785376,0.273487325516036
1124.845641,0.27106408772249224
1124.905906,0.27087440925629486
1124.966171,0.2730227920279987
1125.026436,0.27367883366392903
1125.086701,0.2733779524618987
1125.146966,0.2760150184697347
1125.207231,0.2790679439796026
1125.267496,0.2778149595610466
1125.327761,0.27496815170613
1125.388026,0.2766782500736356
1125.448291,0.28060704632311656
1125.508556,0.2811688220041853
1125.568821,0.27878901552309526
1125.629086,0.27859393149960326
1125.689351,0.27993439691410354
1125.749616,0.2804106901233781
1125.809881,0.28204179776572064
1125.870146,0.28633294554262484
1125.930411,0.2884019823447882
1125.990676,0.28464855500215114
1126.050941,0.28156273402906956
1126.111206,0.28464855500215114
1126.171471,0.28857507545693595
1126.231736,0.28722195492640357
1126.292001,0.2840798268099151
1126.352266,0.28464855500215114
1126.412531,0.28710708911912597
1126.472796,0.28653344877244785
1126.533061,0.2860181524704592
1126.593326,0.2888926826918924
1126.65359,0.2919712326175975
1126.713855,0.2906603138502196
1126.77412,0.2880849145834487
1126.834385,0.28788332570757835
1126.89465,0.28730813443916203
1126.954915,0.2847624371990729
1127.01518,0.2854466878206563
1127.075445,0.2925557594147877
1127.13571,0.2991530391239921
1127.195975,0.29813764593754943
1127.25624,0.29276062013926646
1127.316505,0.29118397356750747
1127.37677,0.29296562431645495
1127.437035,0.2942869403572507
1127.4973,0.29449301333262756
1127.557565,0.2957029132873307
1127.61783,0.29537781891739845
1127.678095,0.2934640894531121
1127.73836,0.293875226907412
1127.798625,0.2971256992256138
1127.85889,0.2982271006488665
1127.919155,0.2957029132873307
1127.97942,0.2943752396835946
1128.039685,0.29590997779075295
1128.09995,0.2967990406516195
1128.160215,0.29499407723894044
1128.22048,0.29449301333262756
1128.280745,0.29620603577286325
1128.34101,0.296502389961034
1128.401275,0.29549599367834195
1128.46154,0.29691778401496954
1128.521805,0.3007126864962008
1128.58207,0.30173684972115994
1128.642335,0.29966203181170503
1128.7026,0.29978192060058895
1128.762864,0.3019481394587452
1128.823129,0.301314713695717
1128.883394,0.2974229735372224
1128.943659,0.296502389961034
1129.003924,0.2987345179024321
1129.064189,0.2992727242750762
1129.124454,0.2960875770518777
1129.184719,0.295289218862396
1129.244984,0.2977205452718293
1129.305249,0.2982271006488665
1129.365514,0.2967990406516195
1129.425779,0.29834641535047546
1129.486044,0.3023409272968187
1129.546309,0.3034009745429069
1129.606574,0.30038208440554054
1129.666839,0.2993625195609781
1129.727104,0.3001718905228985
1129.787369,0.2982271006488665
1129.847634,0.2937870775624026
1129.907899,0.2934640894531121
1129.968164,0.2980184147270063
1130.028429,0.30038208440554054
1130.088694,0.2973040281384732
1130.148959,0.2934640894531121
1130.209224,0.2930828340065567
1130.269489,0.29487610320442476
1130.329754,0.2970068727128105
1130.390019,0.2977205452718293
1130.450284,0.29620603577286325
1130.510549,0.2931707720468052
1130.570814,0.2926728051261353
1130.631079,0.2957916374692788
1130.691344,0.29813764593754943
1130.751609,0.29549599367834195
1130.811874,0.2932587364724234
1130.872139,0.2943752396835946
1130.932403,0.293963402701192
1130.992668,0.28909497836500186
1131.052933,0.2858465930519493
1131.113198,0.2897896395730903
1131.173463,0.2941692491209243
1131.233728,0.29276062013926646
1131.293993,0.2898765895068001
1131.354258,0.29098021610944064
1131.414523,0.292468005850656
1131.474788,0.28820017159914846
1131.535053,0.28291748395110317
1131.595318,0.28484787874582385
1131.655583,0.2898765895068001
1131.715848,0.28799850207159855
1131.776113,0.2810844840089159
1131.836378,0.27820417289019095
1131.896643,0.28029854827719325
1131.956908,0.2813657090820259
1132.017173,0.27982244554710395
1132.077438,0.2797385114041908
1132.137703,0.2811688220041853
1132.197968,0.2806912410655934
1132.258233,0.2781207241562599
1132.318498,0.27527078308975234
1132.378763,0.2732959513769379
1132.439028,0.27187850099475824
1132.499293,0.27187850099475824
1132.559558,0.2732959513769379
1132.619823,0.2725317930340126
1132.680088,0.2689311177540696
1132.740353,0.2678307574513195
1132.800618,0.26938868948002
1132.860883,0.2676433415243308
1132.921148,0.2624748529040989
1132.981413,0.2603053276098348
1133.041678,0.26318449258940907
1133.101942,0.2632634597816724
1133.162207,0.2581795515168342
1133.222472,0.2546666102538619
1133.282737,0.25730323162967317
1133.343002,0.25898114996218
1133.403267,0.2558151923715374
1133.463532,0.2531938191373495
1133.523797,0.2554573016841538
1133.584062,0.2575606635558132
1133.644327,0.25476849727400896
1133.704592,0.25077478839930106
1133.764857,0.24967380327387553
1133.825122,0.24872684318511182
1133.885387,0.2456862410513523
1133.945652,0.2438261030970438
1134.005917,0.2440700511538402
1134.066182,0.2417623645350185
1134.126447,0.23716480494418105
1134.186712,0.2348049757061403
1134.246977,0.23683300653034264
1134.307242,0.23773468405744103
1134.367507,0.23576965234228878
1134.427772,0.23496939672977907
1134.488037,0.23593474887597377
1134.548302,0.23328369288938433
1134.608567,0.22784265452428615
1134.668832,0.22713743594881533
1134.729097,0.230985578764514
1134.789362,0.2307547086400509
1134.849627,0.22373342562273715
1134.909892,0.2183622277350589
1134.970157,0.21873375923450586
1135.030422,0.21956652877963362
1135.090687,0.2172514153528695
1135.150952,0.21547723781617342
1135.211217,0.21560656295252426
1135.271481,0.21384581805641711
1135.331746,0.20992604016258565
1135.392011,0.20835748429845546
1135.452276,0.20906710541737084
1135.512541,0.20700755268115265
1135.572806,0.2024423751688179
1135.633071,0.20147298017722506
1135.693336,0.20390522019263407
1135.753601,0.20264491879892313
1135.813866,0.19691167520419406
1135.874131,0.19297396414119689
1135.934396,0.19251138194792936
1135.994661,0.19183876986887463
1136.054926,0.18975908216588577
1136.115191,0.18930420643790152
1136.175456,0.18975908216588577
1136.235721,0.1876268742008351
1136.295986,0.18431666410998765
1136.356251,0.18450107296315685
1136.416516,0.18646718632805995
1136.476781,0.18487044435735356
1136.537046,0.1813729264925482
1136.597311,0.18050442252243923
1136.657576,0.1798198073095785
1136.717841,0.17513468018369002
1136.778106,0.17087892742554345
1136.838371,0.1723375888373139
1136.898636,0.17562574445735885
1136.958901,0.1732880569673061
1137.019166,0.167629347809757
1137.079431,0.16596140793053138
1137.139696,0.16767964415817496
1137.199961,0.16619391661974017
1137.260226,0.16314759452480232
1137.320491,0.163605047925363
1137.380755,0.1648366987018575
1137.44102,0.1617020232675885
1137.501285,0.15770958608791516
1137.56155,0.15884919276870235
1137.621815,0.16213920866510756
1137.68208,0.16031734850317583
1137.742345,0.15534606086221986
1137.80261,0.1541853236113946
1137.862875,0.15486523374064776
1137.92314,0.15239186750218403
1137.983405,0.14944901217645445
1138.04367,0.15176833995036423
1138.103935,0.15620281811967893
1138.1642,0.15503567922559258
1138.224465,0.15089063139397393
1138.28473,0.1505891517113618
1138.344995,0.15297205826297514
1138.40526,0.1520265655578569
1138.465525,0.14868876249887283
1138.52579,0.14858471678537188
1138.586055,0.1502732463095351
1138.64632,0.1493444344743969
1138.706585,0.1472681800845287
1138.76685,0.14858471678537188
1138.827115,0.15078504491157846
1138.88738,0.14904604409529068
1138.947645,0.14631404122463545
1139.00791,0.1479175877260012
1139.068175,0.1512532038221986
1139.12844,0.15104159749583831
1139.188705,0.14898643759974645
1139.24897,0.14929963786388217
1139.309235,0.14959853593805142
1139.3695,0.14706214888789976
1139.429765,0.14520626937642148
1139.49003,0.14737130389971229
1139.550294,0.15012304817480943
1139.610559,0.14915041285096015
1139.670824,0.14747449992683775
1139.731089,0.14889707254938264
1139.791354,0.15037847440748925
1139.851619,0.14883752563054062
1139.911884,0.14889707254938264
1139.972149,0.15297205826297514
1140.032414,0.15471044591371955
1140.092679,0.1508453709939552
1140.152944,0.14894174837218582
1140.213209,0.15323233193195826
1140.273474,0.1574417075528346
1140.333739,0.15508219690666356
1140.394004,0.15223955180522328
1140.454269,0.1554548411734905
1140.514534,0.16010907135959737
1140.574799,0.15950181141306527
1140.635064,0.15766228030831053
1140.695329,0.16060617960048473
1140.755594,0.16404737843223
1140.815859,0.16213920866510756
1140.876124,0.15966139300197435
1140.936389,0.1629845284768903
1140.996654,0.16843590286278604
1141.056919,0.16929712020492088
1141.117184,0.16796494198768974
1141.177449,0.169822755591459
1141.237714,0.17245826738206296
1141.297979,0.17199325810514834
1141.358244,0.1713923339325257
1141.418509,0.173878239102082
1141.478774,0.17562574445735885
1141.539039,0.1731148555254931
1141.599304,0.17204486382305054
1141.659569,0.17689481298176843
1141.719833,0.18255569033291952
1141.780098,0.18248268265929454
1141.840363,0.17987376134447194
1141.900628,0.18081154101748378
1141.960893,0.18463026892754308
1142.021158,0.1865977590536118
1142.081423,0.18755183845930354
1142.141688,0.1891717398621056
1142.201953,0.1902150509067079
1142.262218,0.1898919600252268
1142.322483,0.19183876986887463
1142.382748,0.19516693689705508
1142.443013,0.19569459965083963
1142.503278,0.19308978326194323
1142.563543,0.19368929034593027
1142.623808,0.19873162153251292
1142.684073,0.20181577553702562
1142.744338,0.20064863202698047
1142.804603,0.20113076707447747
1142.864868,0.20468153409160997
1142.925133,0.20581038402077795
1142.985398,0.2024423751688179
1143.045663,0.20119111535638948
1143.105928,0.2045383071530228
1143.166193,0.20651133025981022
1143.226458,0.20425215387704013
1143.286723,0.20292882036997079
1143.346988,0.20523492096976037
1143.407253,0.20692476621847655
1143.467518,0.20572807632980528
1143.527783,0.20544025854240497
1143.588048,0.20771257622111391
1143.648313,0.20835748429845546
1143.708578,0.20616055923821425
1143.768843,0.2055224510832342
1143.829107,0.20750496746657082
1143.889372,0.2078580259259262
1143.949637,0.20686269809929433
1144.009902,0.20850338559696122
1144.070167,0.21188745879583787
1144.130432,0.21108381434392426
1144.190697,0.20680064859775515
1144.250962,0.20517335972811737
1144.311227,0.20742198207776844
1144.371492,0.20735976481620097
1144.431757,0.20390522019263407
1144.492022,0.20264491879892313
1144.552287,0.2045383071530228
1144.612552,0.20537863570872947
1144.672817,0.20335541866418178
1144.733082,0.20215915414455798
1144.793347,0.20238165156526325
1144.853612,0.200588446465658
1144.913877,0.1979778743972552
1144.974142,0.19839406478044183
1145.034407,0.19906975261910853
1145.094672,0.1958903921304142
1145.154937,0.1909965335601383
1145.215202,0.1900819469628886
1145.275467,0.19237667113485105
1145.335732,0.1924343927940075
1145.395997,0.1911876256238059
1145.456262,0.1909965335601383
1145.516527,0.1900819469628886
1145.576792,0.18520351082709163
1145.637057,0.1806850172272645
1145.697322,0.18148178290210093
1145.757587,0.18424295218771095
1145.817852,0.18255569033291952
1145.878117,0.17792378402855116
1145.938382,0.17634728816346937
1145.998646,0.17615341279748994
1146.058911,0.173045623430625
1146.119176,0.16906027007041366
1146.179441,0.1686550119265412
1146.239706,0.16987371006092472
1146.299971,0.1671105014589
1146.360236,0.16243132206389305
1146.420501,0.16115316996781692
1146.480766,0.1628704792288503
1146.541031,0.16209057419804282
1146.601296,0.1583575227533888
1146.661561,0.15556369765763642
1146.721826,0.15381572253342926
1146.782091,0.15157116929712156
1146.842356,0.14980812056337023
1146.902621,0.1495088037388403
1146.962886,0.14822854104693745
1147.023151,0.1452643635022226
1147.083416,0.14323050835143786
1147.143681,0.14314459582276298
1147.203946,0.14119688712824038
1147.264211,0.13657245490766545
1147.324476,0.13397527647125912
1147.384741,0.13429720329245073
1147.445006,0.13220520237919386
1147.505271,0.12636256551922104
1147.565536,0.123328962725587
1147.625801,0.12561922140411333
1147.686066,0.12640047997576095
1147.746331,0.12122584324290794
1147.806596,0.1157873453545488
1147.866861,0.11547514118738123
1147.927126,0.1168691904486464
1147.987391,0.1152328978354317
1148.047656,0.11292854561173918
1148.107921,0.11227545583836121
1148.168185,0.11040498413586522
1148.22845,0.1057053259455741
1148.288715,0.10245823775142189
1148.34898,0.10316764422968878
1148.409245,0.10344657325384218
1148.46951,0.10027889749685887
1148.529775,0.09715962834895855
1148.59004,0.09686858624534864
1148.650305,0.09601028095184383
1148.71057,0.09257834684878886
1148.770835,0.0903558062531899
1148.8311,0.09109976994693852
1148.891365,0.09107244411503415
1148.95163,0.08812491344804771
1149.011895,0.08586319544116683
1149.07216,0.0862763295078273
1149.132425,0.0853666303384427
1149.19269,0.08130888352073534
1149.252955,0.07825363476263258
1149.31322,0.07841029864381777
1149.373485,0.07835543064080858
1149.43375,0.07618429042084797
1149.494015,0.07474297881643935
1149.55428,0.07548660920354701
1149.614545,0.07476540507385471
1149.67481,0.07148268689012424
1149.735075,0.06936311755998442
1149.79534,0.07017241457144995
1149.855605,0.07005322280838244
1149.91587,0.06716520152667917
1149.976135,0.06503693107822356
1150.0364,0.06571027322750285
1150.096665,0.06595385158051546
1150.15693,0.06381927616609159
1150.217195,0.06190836321106845
1150.27746,0.062075741650949784
1150.337724,0.062094367167132784
1150.397989,0.06041607905191679
1150.458254,0.05906598914512776
1150.518519,0.05904827200608795
1150.578784,0.058706783302997737
1150.639049,0.05733179056206693
1150.699314,0.056591300896122125
1150.759579,0.05643871047347185
1150.819844,0.05531008600576456
1150.880109,0.05358961391091631
1150.940374,0.05330100992785896
1151.000639,0.0538151636121568
1151.060904,0.052791768502362044
1151.121169,0.05103212207085799
1151.181434,0.05106275053171991
1151.241699,0.05216205312913938
1151.301964,0.05122129066861622
1151.362229,0.048742692022805234
1151.422494,0.04794503636037472
1151.482759,0.04868910454009904
1151.543024,0.04812757410059687
1151.603289,0.04639331051865376
1151.663554,0.046125008146664905
1151.723819,0.04698626283972759
1151.784084,0.04630061662241067
1151.844349,0.04454301176981336
1151.904614,0.0442234538739846
1151.964879,0.04487834026810469
1152.025144,0.04419250828849134
1152.085409,0.04289500042711446
1152.145674,0.04327846983858249
1152.205939,0.04440514224150632
1152.266204,0.04345627581810221
1152.326469,0.041436215914702895
1152.386734,0.04116775395782631
1152.446998,0.04210873826890038
1152.507263,0.04156486749095322
1152.567528,0.04015131849101163
1152.627793,0.04044145120855783
1152.688058,0.04186521448858164
1152.748323,0.04173563327831587
1152.808588,0.04020354914762093
1152.868853,0.039644621085120284
1152.929118,0.04005507086997731
1152.989383,0.039589157449205305
1153.049648,0.038719961921754746
1153.109913,0.03899975168203767
1153.170178,0.0395772824833045
1153.230443,0.038797479337174534
1153.290708,0.037763962655647
1153.350973,0.038284889142767266
1153.411238,0.03925407572568083
1153.471503,0.03861169766906024
1153.531768,0.03765837145687572
1153.592033,0.03823132779965593
1153.652298,0.038879039652139895
1153.712563,0.03763201982100448
1153.772828,0.03598331212798092
1153.833093,0.036203481164816885
1153.893358,0.037376990169749415
1153.953623,0.036993983043795836
1154.013888,0.035821751008558
1154.074153,0.03594375224656387
1154.134418,0.036831567095520316
1154.194683,0.03667719891382186
1154.254948,0.03600490859354948
1154.315213,0.036069775791982325
1154.375478,0.0363522201441418
1154.435743,0.03588269977704727
1154.496008,0.03561458621137186
1154.556273,0.036203481164816885
1154.616537,0.03617814759578512
1154.676802,0.03497226360816115
1154.737067,0.034286623030172964
1154.797332,0.035056297841564395
1154.857597,0.03539445887673949
1154.917862,0.034262630792314785
1154.978127,0.03358754383307731
1155.038392,0.03438963734347271
1155.098657,0.03477001157710343
1155.158922,0.033564040779422655
1155.219187,0.0326699364036323
1155.279452,0.033416683423911776
1155.339717,0.034016825810421536
1155.399982,0.03316367926349183
1155.460247,0.03253626388030311
1155.520512,0.033004875038072076
1155.580777,0.03306433731313334
1155.641042,0.03209355653475014
1155.701307,0.03176468947525235
1155.761572,0.03274843841573458
1155.821837,0.032768093374682054
1155.882102,0.031223008625756367
1155.942367,0.03069363422881752
1156.002632,0.032202860338138066
1156.062897,0.032846831246433214
1156.123162,0.03133248062018413
1156.183427,0.03007082038038045
1156.243692,0.030589453080752404
1156.303957,0.030906152650384596
1156.364222,0.02996575647813077
1156.424487,0.029558024952571347
1156.484752,0.03037911236449243
1156.545017,0.030485625547105547
1156.605282,0.029258065491948305
1156.665547,0.02885996322189029
1156.725812,0.02976268057466979
1156.786076,0.03007082038038045
1156.846341,0.028759129911840247
1156.906606,0.027981827426333282
1156.966871,0.028661514909679428
1157.027136,0.02885996322189029
1157.087401,0.027981827426333282
1157.147666,0.02769786346475203
1157.207931,0.028661514909679428
1157.268196,0.028564231234950145
1157.328461,0.027041028291463102
1157.388726,0.026489681478159235
1157.448991,0.027601090394287858
1157.509256,0.027981827426333282
1157.569521,0.026673092320081224
1157.629786,0.025773717701912172
1157.690051,0.026399769498114758
1157.750316,0.02685508742994402
1157.810581,0.026399769498114758
1157.870846,0.02612924745245541
1157.931111,0.026399769498114758
1157.991376,0.02612924745245541
1158.051641,0.025162512279711315
1158.111906,0.024991987637082
1158.172171,0.025686235865122364
1158.232436,0.025686235865122364
1158.292701,0.024820136490660172
1158.352966,0.024482419265890103
1158.413231,0.025162512279711315
1158.473496,0.025250735373042576
1158.533761,0.024735891324530506
1158.594026,0.024820136490660172
1158.654291,0.02533673398811122
1158.714556,0.025162512279711315
1158.774821,0.024399320388529492
1158.835086,0.024399320388529492
1158.895351,0.024820136490660172
1158.955615,0.02456825786323919
1159.01588,0.024067329032599977
1159.076145,0.024316503567584285
1159.13641,0.024820136490660172
1159.196675,0.024399320388529492
1159.25694,0.023820707823126144
1159.317205,0.024399320388529492
1159.37747,0.02533673398811122
1159.437735,0.02490715916922934
1159.498,0.024067329032599977
1159.558265,0.024482419265890103
1159.61853,0.025423025496106925
1159.678795,0.025077105012590053
1159.73906,0.024316503567584285
1159.799325,0.02490715916922934
1159.85959,0.025861497483165633
1159.919855,0.025509610894560476
1159.98012,0.024651932105580015
1160.040385,0.025162512279711315
1160.10065,0.02631016269969967
1160.160915,0.026218238092153606
1160.22118,0.025599050961505204
1160.281445,0.025952171310992558
1160.34171,0.026673092320081224
1160.401975,0.026218238092153606
1160.46224,0.025599050961505204
1160.522505,0.026489681478159235
1160.58277,0.027601090394287858
1160.643035,0.02722553389192558
1160.7033,0.026489681478159235
1160.763565,0.027320990211661893
1160.82383,0.028759129911840247
1160.884095,0.028759129911840247
1160.94436,0.0283678164497131
1161.004625,0.02915584125948718
1161.064889,0.03037911236449243
1161.125154,0.03007082038038045
1161.185419,0.029558024952571347
1161.245684,0.03037911236449243
1161.305949,0.03176468947525235
1161.366214,0.03176468947525235
1161.426479,0.03133248062018413
1161.486744,0.032202860338138066
1161.547009,0.033416683423911776
1161.607274,0.033416683423911776
1161.667539,0.03333657954679678
1161.727804,0.034662391438614854
1161.788069,0.03603012085282622
1161.848334,0.03575017910230444
1161.908599,0.035444045821929365
1161.968864,0.03690530394197888
1162.029129,0.03862714543747557
1162.089394,0.038654193905141014
1162.149659,0.038399916264608
1162.209924,0.039863267226807865
1162.270189,0.041618936956229105
1162.330454,0.041718942363410075
1162.390719,0.041448648644293505
1162.450984,0.04247243507268733
1162.511249,0.04387546495444281
1162.571514,0.0445251981280713
1162.631779,0.045593049378039235
1162.692044,0.04763440427200254
1162.752309,0.04857239080171145
1162.812574,0.047796636885686555
1162.872839,0.04809389658723129
1162.933104,0.05050918894229671
1162.993369,0.05237635656881686
1163.053634,0.052198579349015235
1163.113899,0.0526441583012756
1163.174164,0.05549846035310739
1163.234428,0.057983313969935515
1163.294693,0.05788482607461681
1163.354958,0.057983313969935515
1163.415223,0.0604402503174684
1163.475488,0.06310217758291994
1163.535753,0.06373636501100312
1163.596018,0.06404303498218064
1163.656283,0.0656380316670952
1163.716548,0.06718535410987352
1163.776813,0.06786057814428673
1163.837078,0.06962023647161314
1163.897343,0.07254124371820202
1163.957608,0.07415483550868725
1164.017873,0.07433302085078965
1164.078138,0.07597887027869632
1164.138403,0.07897689007553453
1164.198668,0.08012238506244301
1164.258933,0.07970683003956139
1164.319198,0.08134141357972169
1164.379463,0.08524720067623924
1164.439728,0.087282962111538
1164.499993,0.08716956798294626
1164.560258,0.0893405327412048
1164.620523,0.09398688760557286
1164.680788,0.09623135874003103
1164.741053,0.09495995524353215
1164.801318,0.09512152446237093
1164.861583,0.09840142434282323
1164.921848,0.10130697654102218
1164.982113,0.10267362612934151
1165.042378,0.10545193735124445
1165.102643,0.10931736737896218
1165.162908,0.11070348038162738
1165.223173,0.10998624131140249
1165.283438,0.11181606885626164
1165.343703,0.11570632257408225
1165.403967,0.1172320470762223
1165.464232,0.11702121919350308
1165.524497,0.1198277480904463
1165.584762,0.12468060146811931
1165.645027,0.12640047997576095
1165.705292,0.12566947914355275
1165.765557,0.12783690592134303
1165.825822,0.13229777841869295
1165.886087,0.1332937419515065
1165.946352,0.13161161554055192
1166.006617,0.1337075936903251
1166.066882,0.13921998096049917
1166.127147,0.14167777358820446
1166.187412,0.1403662781999788
1166.247677,0.141536166629896
1166.307942,0.14596330857322964
1166.368207,0.14868876249887283
1166.428472,0.14808038659546247
1166.488737,0.14873337581928597
1166.549002,0.1518290594294306
1166.609267,0.1535544579429456
1166.669532,0.15423158614751145
