nu,[0]Vinylchloride-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
548.105762,0.995078948246334
548.224964,0.9972322373372733
548.344167,0.9952150843579519
548.463369,0.9922685426654961
548.582572,0.9941746336303086
548.701774,0.9944713396073139
548.820976,0.9949000491349514
548.940179,0.9950106881718317
549.059381,0.9980377277784326
549.178584,0.9943170096317228
549.297786,0.9933880557370555
549.416988,0.9975154915128662
549.536191,0.9929365641587287
549.655393,0.993406830948734
549.774595,0.9897647404524536
549.893798,0.9947193916902209
550.013,0.9921764644172336
550.132203,0.9964585856522451
550.251405,0.9915881790294645
550.370607,0.997356300744182
550.48981,0.9897944338400657
550.609012,0.9902710355893531
550.728215,0.9876607605133949
550.847417,0.9890108269977347
550.966619,0.9950609374803687
551.085822,0.9924068745418515
551.205024,0.9968661208828179
551.324226,0.9893204358378408
551.443429,0.9956605427720884
551.562631,0.9914796060683388
551.681834,0.9937712794100878
551.801036,0.994550204311489
551.920238,0.9942946377506907
552.039441,0.9939104171286182
552.158643,0.9924236463597527
552.277846,0.9916105891755442
552.397048,0.9941764231462596
552.51625,0.9951922941934684
552.635453,0.9918470173211188
552.754655,0.9971384021987524
552.873857,0.9911282879531953
552.99306,0.9945557738082277
553.112262,0.9963106225388089
553.231465,0.995460335568446
553.350667,0.9897221814836386
553.469869,0.9897677097511289
553.589072,0.9925730173584155
553.708274,0.9924570916001841
553.827477,0.9917730282934517
553.946679,0.9894421297354701
554.065881,0.9918730040533974
554.185084,0.9911532647007575
554.304286,0.9927075201146236
554.423488,0.9852015888685463
554.542691,0.9819822953159757
554.661893,0.9891858974073875
554.781096,0.9915733053183321
554.900298,0.9916844669163495
555.0195,0.9924420063670399
555.138703,0.9917672760265692
555.257905,0.9888911639274297
555.377108,0.9882762648768961
555.49631,0.9907534150335461
555.615512,0.9905476569179636
555.734715,0.9906795075855667
555.853917,0.9885095255990897
555.973119,0.9909239383693855
556.092322,0.9934931617533627
556.211524,0.9919850920357072
556.330727,0.9925492951467823
556.449929,0.990429689717111
556.569131,0.9917874091066227
556.688334,0.9915026086620287
556.807536,0.988856553342381
556.926739,0.9920939187693406
557.045941,0.989489624097553
557.165143,0.992287197489453
557.284346,0.9896103491957742
557.403548,0.9923158750038485
557.52275,0.9862257452765014
557.641953,0.9885035945597291
557.761155,0.9905387420291684
557.880358,0.9879274649222085
557.99956,0.988235746380671
558.118762,0.9827917821901064
558.237965,0.9858747113989206
558.357167,0.9804261057801092
558.47637,0.9846323068885214
558.595572,0.9887062585689651
558.714774,0.991116890043422
558.833977,0.9923890113788787
558.953179,0.9908604221806516
559.072381,0.9879442598318685
559.191584,0.9905416145956855
559.310786,0.9874997849292978
559.429989,0.9873171143666339
559.549191,0.9893600094467412
559.668393,0.9883503883763584
559.787596,0.9889722563276148
559.906798,0.9871413875604264
560.026001,0.9900280528924159
560.145203,0.9897399966432412
560.264405,0.9883187616699604
560.383608,0.9895390998156405
560.50281,0.9887507513516808
560.622012,0.9897291095631572
560.741215,0.9890939073965304
560.860417,0.9898300670810785
560.97962,0.9889870910227195
561.098822,0.9884887671170168
561.218024,0.9872262853703101
561.337227,0.9844413067485978
561.456429,0.9850991332310894
561.575632,0.9868966068503741
561.694834,0.9845604313536075
561.814036,0.9860157015632071
561.933239,0.9823476606835783
562.052441,0.9779859256517512
562.171643,0.9750319883094157
562.290846,0.9796832243795481
562.410048,0.9842601862117564
562.529251,0.9849779734891789
562.648453,0.9884472514606328
562.767655,0.987349696369008
562.886858,0.9861843246650387
563.00606,0.9860531708717789
563.125263,0.9865759175679788
563.244465,0.9856470006421924
563.363667,0.9839393696869861
563.48287,0.9850951928424373
563.602072,0.9829372461379371
563.721274,0.9862859068818736
563.840477,0.98737339304608
563.959679,0.9864141323842452
564.078882,0.9879096823878832
564.198084,0.9862178555020984
564.317286,0.98476918029166
564.436489,0.9847278208546422
564.555691,0.9841853852800757
564.674893,0.9881537262176052
564.794096,0.9843655076862794
564.913298,0.9859171049229649
565.032501,0.9836019363563079
565.151703,0.9808183546669687
565.270905,0.9821787114159942
565.390108,0.9788968545201248
565.50931,0.9828153694759253
565.628513,0.9796724479233506
565.747715,0.9776495563521637
565.866917,0.9723553061588097
565.98612,0.9654045912175131
566.105322,0.9752904060251528
566.224524,0.9811597388517957
566.343727,0.984105669492401
566.462929,0.9841253518026133
566.582132,0.9830817485337853
566.701334,0.9839039485072625
566.820536,0.9864358337338717
566.939739,0.9839698722802341
567.058941,0.9816376800138434
567.178144,0.9827249546210806
567.297346,0.9827337991854727
567.416548,0.9816406249313009
567.535751,0.9826699235645058
567.654953,0.9832380709591056
567.774155,0.9796313025445968
567.893358,0.983439655425354
568.01256,0.9821463000533079
568.131763,0.9805319975175845
568.250965,0.97886553032197
