nu,[0]Limoneneoxide-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
713.69063,0.9898211586505627
713.931684,0.9948372729224614
714.172738,0.9902846023954732
714.413792,0.9921970026826173
714.654846,0.9897360376911725
714.8959,0.9963510735712343
715.136954,0.9901197337348712
715.378008,0.9938465107434091
715.619062,0.9936058302660894
715.860116,0.9959236310399187
716.10117,0.9911202598465768
716.342224,0.9939054475889564
716.583278,0.9959426533629341
716.824332,0.9921784487721468
717.065386,0.9928533595609734
717.30644,0.9939011738047204
717.547494,0.9964113546346691
717.788548,0.9919729898914075
718.029602,0.9962827262319279
718.270656,0.995684737617244
718.51171,0.9965733842935871
718.752764,0.9933594465730242
718.993818,0.9980543951476587
