nu,[0]Ethyl2-2-2-trifluoroacetate-PNNL(x-sec)-X=0.01-T=278.13K-P=1.0atm-L=15cm
595.761915,0.9789350322419118
595.881918,0.9778431501294729
596.00192,0.9795666490122189
596.121922,0.9800732159060169
596.241925,0.9795627307534595
596.361927,0.9806653589376179
596.48193,0.9799889332336559
596.601932,0.9807300849872438
596.721934,0.9814374463516485
596.841937,0.9823535547872246
596.961939,0.9807585265721095
597.081942,0.9829844282581136
597.201944,0.9818526822076473
597.321946,0.9827672127026715
597.441949,0.9829500244051955
597.561951,0.9834789937983334
597.681954,0.9838026116195056
597.801956,0.9847701650613327
597.921958,0.9852055296827833
598.041961,0.9851227758939978
598.161963,0.9850213134734851
598.281966,0.9850380589781504
598.401968,0.9855080342124654
598.52197,0.9869735877879259
598.641973,0.984896223710042
598.761975,0.9864703595922514
598.881978,0.9872430683598163
599.00198,0.987574837764924
599.121982,0.9874533735300826
599.241985,0.9885955296689395
599.361987,0.988058868013155
599.48199,0.9880400950730063
599.601992,0.9881092603004161
599.721994,0.989255142843768
599.841997,0.9892492073307175
599.961999,0.9899132162989316
600.082002,0.9893471478502189
600.202004,0.9892274440875527
600.322006,0.9900839910576426
600.442009,0.990825148177503
600.562011,0.990418101757531
600.682014,0.9908902475282285
600.802016,0.9907731312226807
600.922018,0.9904888201346125
601.042021,0.9910145129565481
601.162023,0.991443814300605
601.282026,0.9920674302153333
601.402028,0.9916569976370672
601.52203,0.9921164395569066
601.642033,0.9925058224397141
601.762035,0.991954340974498
601.882038,0.9921966058038957
602.00204,0.9937882730442609
602.122042,0.9939411294350102
602.242045,0.9932267426157838
602.362047,0.9920185224966088
602.48205,0.9939902313396113
602.602052,0.994236672063026
602.722054,0.9932669691134408
602.842057,0.9928252622084773
602.962059,0.9941605164507432
603.082062,0.9950522804878706
603.202064,0.994522456747869
603.322066,0.993856548643859
603.442069,0.9958140854656213
603.562071,0.994981435287619
603.682074,0.9948923884340668
603.802076,0.9947942968805603
603.922078,0.9944990857447458
604.042081,0.9962524396974081
604.162083,0.9965673052144841
604.282086,0.9963712997033224
604.402088,0.9953919497924707
604.52209,0.9942582472328996
604.642093,0.9946920372830743
604.762095,0.9947451552561025
604.882098,0.9958065173073308
605.0021,0.9967797960146703
605.122102,0.9962635977872178
605.242105,0.9955861697074119
605.362107,0.996298467623359
605.48211,0.9966807210270549
605.602112,0.9980386260127918
605.722114,0.9964507136605129
605.842117,0.998130449790214
605.962119,0.996603879905727
606.082122,0.9982870687442217
606.202124,0.9970406874234391
606.322126,0.9969782746299473
606.442129,0.9964590838816625
606.562131,0.9967731176124096
606.682134,0.9975682614781205
606.802136,0.997688176389892
606.922138,0.9978528085207736
607.042141,0.9985426629484825
607.162143,0.9970323123168403
607.282146,0.9966000928181787
607.402148,0.998389398413074
607.52215,0.9977022438923547
607.642153,0.9998511710761233
607.762155,0.997445169149607
607.882158,0.998654006662698
608.00216,0.9998462518204629
608.122162,0.9975880135252424
608.242165,0.9982913613878465
608.362167,0.9992803390802272
608.48217,0.9994490518277129
608.602172,0.999139590364829
608.722174,0.9982100039572538
608.842177,0.9980630782586679
608.962179,0.9984307325897798
609.082182,0.9982580190131969
609.202184,0.999502903593379
609.322186,0.9990324483802142
609.442189,0.998740793466709
609.562191,0.9993206408689823
609.682194,0.9977099262292097
