nu,[0]2-(Perfluoroheptyl)ethanol-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
769.941404,0.7015030721836216
770.182462,0.7060776935658393
770.423521,0.6860532708300354
770.66458,0.6718702751672806
770.905638,0.6881695723355037
771.146697,0.6926641702943158
771.387756,0.6981439258379284
771.628814,0.6767184306789213
771.869873,0.6808998818592411
772.110932,0.6654511814739664
772.35199,0.6686530254229811
772.593049,0.6881695723355037
772.834108,0.6818333539797881
773.075166,0.707293192227961
773.316225,0.7022189703632522
773.557284,0.6995835846646348
773.798342,0.7053578614951675
774.039401,0.7031816696510879
774.28046,0.7031816696510879
774.521518,0.7376247887477739
774.762577,0.7520668971596629
775.003636,0.7199525297848107
775.244694,0.7617399915211059
775.485753,0.7413221483877835
775.726812,0.7235396003445292
775.96787,0.7621057144835252
776.208929,0.7475979092653087
776.449988,0.7407145133905022
776.691046,0.717272108941288
776.932105,0.7238073595290511
777.173163,0.7411442524205404
777.414222,0.7402332053988417
777.655281,0.7169279009455239
777.896339,0.7296356346961786
778.137398,0.7307382167445166
778.378457,0.7115425926980793
778.619515,0.7118343849744146
778.860574,0.6979065972512896
779.101633,0.6795054668651344
779.342691,0.6981439258379284
779.58375,0.6874679972358488
779.824809,0.6523656900349143
780.065867,0.6888787521599214
780.306926,0.6769485540641108
780.547985,0.6888787521599214
780.789043,0.6693420928479713
781.030102,0.6586519715441458
781.271161,0.6781071263885827
781.512219,0.6604591526536642
781.753278,0.6443714071109234
781.994337,0.6364687237851937
782.235395,0.6629537830828672
782.476454,0.6638626521988805
782.717513,0.6579739092754701
782.958571,0.6609084176102422
783.19963,0.6665967424060844
783.440689,0.6711786050551154
783.681747,0.6874679972358488
783.922806,0.6656841301511228
784.163865,0.6704876469963954
784.404923,0.6830071164950248
784.645982,0.6737137240929442
784.887041,0.7034278263103683
785.128099,0.7189668701500207
785.369158,0.7360626806153107
785.610217,0.7378018399423669
785.851275,0.7434081931450024
786.092334,0.7266211873800147
786.333393,0.7114002984094429
786.574451,0.7645330681023061
786.81551,0.7604385292030207
787.056569,0.7739175001708218
787.297627,0.7816955003569003
787.538686,0.7386138685001308
787.779745,0.75307534230921
788.020803,0.771059296357977
788.261862,0.7728038609832277
788.502921,0.7560180707347384
788.743979,0.7650607779582601
788.985038,0.7696033705711217
789.226097,0.7525333232130372
789.467155,0.762235283468039
789.708214,0.7830098525442016
789.949273,0.7669758227116785
790.190331,0.7414259407538538
790.43139,0.734246849269087
790.672449,0.7633031602041898
790.913507,0.7644795526606013
791.154566,0.7633871281699657
791.395625,0.7618694983274312
791.636683,0.7195350783901425
791.877742,0.7107390036816333
792.118801,0.725278180847441
792.359859,0.7188949770577202
792.600918,0.684176057824226
792.841977,0.7070456829273355
793.083035,0.6891130107573608
793.324094,0.6643142323222168
793.565153,0.6778766091557609
793.806211,0.6774158097510887
794.04727,0.6634047449650264
794.288329,0.6552751861832263
794.529387,0.6439269441973562
794.770446,0.632123811341883
795.011505,0.63625236120283
795.252563,0.6353812922864323
795.493622,0.6508018896898686
795.734681,0.6301798652167366
795.975739,0.6301798652167366
796.216798,0.6235227668086352
796.457857,0.6141967269218211
796.698915,0.5994396360957209
796.939974,0.607501885541642
797.181033,0.5990261654106057
797.422091,0.5711747923331397
797.66315,0.5959550703960048
797.904209,0.587446559296954
798.145267,0.6097964902622841
798.386326,0.6118855645397754
798.627385,0.6002614311982817
798.868443,0.5959550703960048
799.109502,0.5880519409710714
799.350561,0.5992358612631329
799.591619,0.5860383780480669
799.832678,0.5824336532671113
800.073737,0.6072892970868522
800.314795,0.5937184867435756
800.555854,0.5630144416095164
800.796913,0.5770767533019797
801.037971,0.5778678902590787
801.27903,0.5898659330630629
801.520089,0.5772729927569193
801.761147,0.5914843819821193
802.002206,0.5931072715321002
802.243265,0.605010176761125
802.484323,0.6120936410027131
802.725382,0.5719578380624858
802.966441,0.5898659330630629
803.207499,0.5686387114722332
803.448558,0.5957524801143698
803.689617,0.5941223526133946
803.930675,0.5684397227482759
804.171734,0.570392818641929
804.412793,0.5743134221864014
804.653851,0.5786601118165905
804.89491,0.585640007412361
805.135969,0.5931072715321002
805.377027,0.5608958731753964
805.618086,0.553457673720745
805.859145,0.5549762272149694
806.100203,0.5589808857841134
806.341262,0.5180466411220102
806.58232,0.5268180743507899
806.823379,0.5313469931856976
807.064438,0.5244789423486874
807.305496,0.5055997149172622
807.546555,0.4671382624165844
807.787614,0.491934353124971
808.028672,0.485405817888615
808.269731,0.4742313481934948
808.51079,0.45763195940420487
808.751848,0.4629945481589012
808.992907,0.4514051525792612
809.233966,0.41906887210586197
809.475024,0.42732945751006574
809.716083,0.4184951408467258
809.957142,0.40123018056033616
810.1982,0.3959053941228007
810.439259,0.40440032021853267
810.680318,0.40108977456962175
810.921376,0.3997203905220534
811.162435,0.393336421087064
811.403494,0.3873176970946209
811.644552,0.3838858639011189
811.885611,0.3759459108735266
812.12667,0.3914529302601317
812.367728,0.3817879229752421
812.608787,0.3806100190919768
812.849846,0.3845428703087723
813.090904,0.4016396441354305
813.331963,0.40467945272912503
813.573022,0.3930651125687169
813.81408,0.4186374533863745
814.055139,0.4154969521884749
814.296198,0.433670608340647
814.537256,0.4545078926267413
814.778315,0.470349144229139
815.019374,0.4716396680946279
815.260432,0.4690621515590945
815.501491,0.49075512631567103
815.74255,0.5111715657605183
815.983608,0.5340851477595171
816.224667,0.5407111831943203
816.465726,0.5572618732940695
816.706784,0.5508074425301848
816.947843,0.5880519409710714
817.188902,0.6029385467313784
817.42996,0.5990261654106057
817.671019,0.6252335619086475
817.912078,0.6188390848175513
818.153136,0.6561735284122161
818.394195,0.6483529856503539
818.635254,0.6652249665309848
818.876312,0.706324864010892
819.117371,0.7029426285227011
819.35843,0.7092338330384466
819.599488,0.7450678432377964
819.840547,0.7400851735614391
820.081606,0.7574710198153205
820.322664,0.7661096295233359
820.563723,0.7097162760569489
820.804782,0.7802272933632393
821.04584,0.7763358935031529
821.286899,0.7627080158756924
821.527958,0.776040941907974
821.769016,0.7983645150901177
822.010075,0.8235343648486246
822.251134,0.7974628727119518
822.492192,0.8329763738021989
822.733251,0.8008272684899427
822.97431,0.780094665997013
823.215368,0.8030245440985001
823.456427,0.8468175625782252
823.697486,0.8269260562395631
823.938544,0.8187798783969114
824.179603,0.8387018493286374
824.420662,0.8031128816568276
824.66172,0.828341309492402
824.902779,0.8136296434440144
825.143838,0.8078248611164708
825.384896,0.7859123553174745
825.625955,0.8005870563430193
825.867014,0.8575892703467395
826.108072,0.810543717771102
826.349131,0.8087705693354035
826.59019,0.7946845782300495
826.831248,0.7984443555335824
827.072307,0.8091588723939631
827.313366,0.810017035544818
827.554424,0.7830646651522986
827.795483,0.7790734110525935
828.036542,0.7891727768842733
828.2776,0.7723248710916282
828.518659,0.7783569931172067
828.759718,0.7772136489012109
829.000776,0.8201565847021133
829.241835,0.7745756097028945
829.482894,0.7865570677448047
829.723952,0.8077440826693487
829.965011,0.7684498308863174
830.20607,0.756305412193037
830.447128,0.7558139734100188
830.688187,0.7770271400074371
830.929246,0.757001533338882
831.170304,0.7440701209510824
831.411363,0.7320108080750348
831.652422,0.7248286477449774
831.89348,0.7452988500734097
832.134539,0.7202981899509106
832.375598,0.71963582035289
832.616656,0.7185212488474062
832.857715,0.7163402610320406
833.098774,0.7202261637332864
833.339832,0.6818333539797881
833.580891,0.6981439258379284
833.82195,0.7029426285227011
834.063008,0.7046317169264776
834.304067,0.6771787557045539
834.545126,0.710838514107716
834.786184,0.679736538003736
835.027243,0.6668234238321612
835.268302,0.6790367698120763
835.50936,0.6467988042484824
835.750419,0.6597792299467359
835.991477,0.6541556231140867
836.232536,0.654378073840426
836.473595,0.6228808689929465
836.714653,0.6492418379655069
836.955712,0.6222458544190621
837.196771,0.6116775588108095
837.437829,0.6129327839725722
837.678888,0.625877884246454
837.919947,0.5998473936701291
838.161005,0.6031435806910649
838.402064,0.6104188000063668
838.643123,0.5816362654974757
838.884181,0.6052159151947756
839.12524,0.5955499587017219
839.366299,0.6014932292939003
839.607357,0.5743134221864014
839.848416,0.5848323815921181
840.089475,0.5830338689880086
840.330533,0.5607052009946243
840.571592,0.5390483548202989
840.812651,0.5446183526443822
841.053709,0.5601279719615837
841.294768,0.5678602098329032
841.535827,0.5782609740577995
841.776885,0.5784576162162518
842.017944,0.5496739470997076
842.259003,0.5468613402558956
842.500061,0.5626317219286608
842.74112,0.5610922210898884
842.982179,0.562823049237916
843.223237,0.5555425917635446
843.464296,0.5572618732940695
843.705355,0.5532639974302707
843.946413,0.5723469016589993
844.187472,0.5538341529272983
844.428531,0.5647568468638197
844.669589,0.5729367226733852
844.910648,0.5749052697604298
845.151707,0.5711747923331397
845.392765,0.5752963382920984
845.633824,0.5709806259139082
845.874883,0.5626317219286608
846.115941,0.5653331927340454
846.357,0.5513750664721382
846.598059,0.5752963382920984
846.839117,0.5711747923331397
847.080176,0.5686387114722332
847.321235,0.5632058990655868
847.562293,0.5647568468638197
847.803352,0.5709806259139082
848.044411,0.5692190188643922
848.285469,0.5711747923331397
848.526528,0.5739172826089638
848.767587,0.5788568897049535
849.008645,0.5766787076837322
849.249704,0.579847581786672
849.490763,0.5770767533019797
849.731821,0.5632058990655868
849.97288,0.5862376649734609
850.213939,0.5725472581349178
850.454997,0.574508721949023
850.696056,0.5824336532671113
850.937115,0.6000573770028532
851.178173,0.6056276019747495
851.419232,0.5804451324816917
851.660291,0.6139879355312154
851.901349,0.5980027059749625
852.142408,0.596778056122695
852.383467,0.5988225311341547
852.624525,0.6004655547839323
852.865584,0.6010843529316989
853.106643,0.6205432344325511
853.347701,0.625877884246454
853.58876,0.6280220510458848
853.829819,0.6329904144510072
854.070877,0.6282418972345897
854.311936,0.6415039099072304
854.552995,0.6448097286802025
854.794053,0.6516940993027796
855.035112,0.6643142323222168
855.276171,0.6523656900349143
855.517229,0.6323450933979535
855.758288,0.6539267087083546
855.999347,0.646359130567587
856.240405,0.6557209248437998
856.481464,0.6439269441973562
856.722523,0.6631792256921872
856.963581,0.654378073840426
857.20464,0.6474653502291101
857.445699,0.6753258255874385
857.686757,0.6505806546594605
857.927816,0.6656841301511228
858.168875,0.6581976584398262
858.409933,0.6306085332556993
858.650992,0.6656841301511228
858.892051,0.6629537830828672
859.133109,0.6452548009252581
859.374168,0.6730201562059074
859.615227,0.6771787557045539
859.856285,0.6804370273279527
860.097344,0.6559504673350879
860.338403,0.6867602697409249
860.579461,0.683239378396919
860.82052,0.6748667601259853
861.061579,0.6711786050551154
861.302637,0.6851140213817768
861.543696,0.6827749335487541
861.784755,0.6679646673720483
862.025813,0.7031816696510879
862.266872,0.6570731022134938
862.507931,0.6774158097510887
862.748989,0.6778766091557609
862.990048,0.6790367698120763
863.231107,0.6910037695634786
863.472165,0.675096253836148
863.713224,0.6737137240929442
863.954283,0.6643142323222168
864.195341,0.6588759512888698
864.4364,0.6855869131854405
864.677458,0.7151092147863307
864.918517,0.6974252077976467
865.159576,0.6955168783335615
865.400634,0.6869938079318795
865.641693,0.7141301859499547
865.882752,0.699338773254498
866.12381,0.6938496393126606
866.364869,0.7283890239168324
866.605928,0.7182267155188371
866.846986,0.7467536007519904
867.088045,0.7312352877168796
867.329104,0.7244808134809616
867.570162,0.738584324536274
867.811221,0.739552504020521
868.05228,0.7730125461969294
868.293338,0.7406626651892732
868.534397,0.7677892481230573
868.775456,0.76712923321676
869.016514,0.751292667052542
869.257573,0.7963153525880273
869.498632,0.7690571461106457
869.73969,0.8029201576930307
869.980749,0.8053969641025982
870.221808,0.7982846826302983
870.462866,0.8449650613454271
870.703925,0.8090455980812148
870.944984,0.8017888380384713
871.186042,0.8134343957602471
871.427101,0.8014601719960184
871.66816,0.838047916952942
871.909218,0.8450495620765278
872.150277,0.8419033984528281
872.391336,0.844618696679884
872.632394,0.8661475533524682
872.873453,0.8665374074620728
873.114512,0.8456835869777033
873.35557,0.872013825733397
873.596629,0.8665980672036613
873.837688,0.8862909467024873
874.078746,0.8987952711299015
874.319805,0.9304322647637876
874.560864,0.91814862554604
874.801922,0.8724063202596221
875.042981,0.905033789061159
875.28404,0.9108810145199132
875.525098,0.8895140291945549
875.766157,0.8704020914696642
876.007216,0.9113803141114631
876.248274,0.9639450385010613
876.489333,0.9375670534643145
876.730392,0.9112864467733606
876.97145,0.8941515492486335
877.212509,0.905033789061159
877.453568,0.9267745007684745
877.694626,0.9160118295825195
877.935685,0.9109429565349052
878.176744,0.9248404896143422
878.417802,0.9294446702041407
878.658861,0.8991638527451328
878.89992,0.9274095587840391
879.140978,0.9268384504152649
879.382037,0.9232262037682404
879.623096,0.9446913675664393
879.864154,0.9087611323778296
880.105213,0.9055914616207347
880.346272,0.9422996077860122
880.58733,0.9376636278443164
880.828389,0.9288407274711601
881.069448,0.945112793887458
881.310506,0.9245547580508514
881.551565,0.9516747040586697
881.792624,0.9041952114794596
882.033682,0.9224989880802821
882.274741,0.9520659227519722
882.5158,0.899289744496734
882.756858,0.9256324920021133
882.997917,0.9292857487537071
883.238976,0.9539595584445081
883.480034,0.9311024172203513
883.721093,0.9162949209732278
883.962152,0.9308147510201471
884.20321,0.9254418313474825
884.444269,0.9385632785769962
884.685328,0.9122547470562764
884.926386,0.9239854076978044
885.167445,0.9290952647004951
885.408504,0.9075478381659734
885.649562,0.9296677636951377
885.890621,0.9108181658982137
886.13168,0.9388852609983765
886.372738,0.9319640854163821
886.613797,0.9338812408144013
886.854856,0.9216147356175381
887.095914,0.901441617449951
887.336973,0.973922059099411
887.578032,0.933465756114441
887.81909,0.9244595338149044
888.060149,0.9206042785895783
888.301208,0.916075036579377
888.542266,0.9098513904546547
888.783325,0.8960581218275021
889.024384,0.9191867199057584
889.265442,0.918557292606085
889.506501,0.9333052138114232
889.74756,0.9201321297112037
889.988618,0.9104748521683744
890.229677,0.8884472525535193
890.470736,0.8943393407913975
890.711794,0.9270924389455183
890.952853,0.921708745114974
891.193912,0.8972506719996054
891.43497,0.888536101721159
891.676029,0.8980855032609311
891.917088,0.8906444296639949
892.158146,0.8963359429053108
892.399205,0.9005766487486053
892.640264,0.8786400188925584
892.881322,0.885865629132453
893.122381,0.9225303535790872
893.36344,0.8765075156873952
893.604498,0.8406330836502107
893.845557,0.871891752343131
894.086615,0.8504497089948007
894.327674,0.8536619556780982
894.568733,0.8863795802287601
894.809791,0.8697147453548663
895.05085,0.8424760874559695
895.291909,0.8615346528236084
895.532967,0.8458611991795971
895.774026,0.8432262249354683
896.015085,0.8602089105418279
896.256143,0.8391632622226826
896.497202,0.8750974739752975
896.738261,0.8443822365507766
896.979319,0.7882026910937704
897.220378,0.8121258200691677
897.461437,0.8332929649727565
897.702495,0.7908792323908206
897.943554,0.7950661183899127
898.184613,0.7849698261217145
898.425671,0.7975984529243044
898.66673,0.8093530938289776
898.907789,0.7627842904909472
899.148847,0.8154705258517778
899.389906,0.7810235312147402
899.630965,0.7904206554362062
899.872023,0.7926448610232861
900.113082,0.7777656665350015
900.354141,0.7935966057891642
900.595199,0.7537157284757371
900.836258,0.7841617234451306
901.077317,0.7480092012103216
901.318375,0.7664008065026771
901.559434,0.797845746773277
901.800493,0.7830333431921359
902.041551,0.7791824889654165
902.28261,0.7773146932433079
902.523669,0.7722476424660147
902.764727,0.7556552691401343
903.005786,0.7798528741302296
903.246845,0.7688725945426531
903.487903,0.7845931310192332
903.728962,0.8037395540749908
903.970021,0.8003949385045598
904.211079,0.8050104663267159
904.452138,0.7680042592126795
904.693197,0.7786995455501871
904.934255,0.8101304458683316
905.175314,0.7785671778790143
905.416373,0.7863683166995774
905.657431,0.7887940648495285
905.89849,0.8050668190316805
906.139549,0.8220944400118526
906.380607,0.8182151151465459
906.621666,0.7960685330877242
906.862725,0.7698419845992622
907.103783,0.7904759868186625
907.344842,0.7842950422698953
907.585901,0.7980931172952267
907.826959,0.7932950963693823
908.068018,0.7743432718724007
908.309077,0.7839735472135548
908.550135,0.7965861458401514
908.791194,0.7942714496721041
909.032253,0.7941682010949497
909.273311,0.7797670950320122
909.51437,0.757758913499186
909.755429,0.7598608154798485
909.996487,0.7979015979303189
910.237546,0.7899070489503638
910.478605,0.7721935870230047
910.719663,0.806888327572048
910.960722,0.7934855100412376
911.201781,0.7575770731816571
911.442839,0.7673440594763336
911.683898,0.8018449652215626
911.924957,0.7837619029290713
912.166015,0.7912352081339316
912.407074,0.7633336929412485
912.648133,0.7629139748431882
912.889191,0.7753505727295305
913.13025,0.7566155609881945
913.371309,0.7672136220737159
913.612367,0.7561466047318435
913.853426,0.7560709938519774
914.094485,0.764586587290223
914.335543,0.7685036242572254
914.576602,0.7589267612379279
914.817661,0.7566155609881945
915.058719,0.7749474952409409
915.299778,0.7598076270843804
915.540837,0.7738633278418635
915.781895,0.8030004537235346
916.022954,0.7625707407879633
916.264013,0.7951138237881638
916.505071,0.7883682310399861
916.74613,0.7820473424906036
916.987189,0.7860459717749556
917.228247,0.7673133663278215
917.469306,0.8042943257415168
917.710365,0.8197056226064714
917.951423,0.790855506369741
918.192482,0.7809766712086815
918.433541,0.8002028667688489
918.674599,0.8025910279045938
918.915658,0.8126294942004568
919.156717,0.7849148801570172
919.397775,0.7821803018400515
919.638834,0.8052842164201458
919.879893,0.8253398814266764
920.120951,0.8244902190000738
920.36201,0.8209689417713684
920.603069,0.8276044136942253
920.844127,0.8254471825856861
921.085186,0.8232791087622592
921.326245,0.8404313559184308
921.567303,0.8237320368158756
921.808362,0.841465722491245
922.049421,0.8461488408836368
922.290479,0.8265292269792097
922.531538,0.862301759976669
922.772597,0.8811741495435155
923.013655,0.8777091539181288
923.254714,0.8424760874559695
923.495772,0.8590570025524186
923.736831,0.8567920830748557
923.97789,0.8714733447278674
924.218948,0.8667107322754687
924.460007,0.873925628671871
924.701066,0.8656453334293804
924.942124,0.8507133892729205
925.183183,0.88635298924022
925.424242,0.8630436584608715
925.6653,0.8692713039219122
925.906359,0.8929006129394214
926.147418,0.8677861201862019
926.388476,0.8615604992508876
926.629535,0.8631558614295064
926.870594,0.8613882043810988
927.111652,0.8703759797985972
927.352711,0.8545074994893462
927.59377,0.881509059349175
927.834828,0.8856176214789878
928.075887,0.8753075225738751
928.316946,0.8782535023241266
928.558004,0.866034961489162
928.799063,0.861086771263438
929.040122,0.8728251758106369
929.28118,0.8453707419304243
929.522239,0.8813856567192518
929.763298,0.8764198693182179
930.004356,0.8428552870088251
930.245415,0.8462926984141307
930.486474,0.8630436584608715
930.727532,0.8646417670236508
930.968591,0.8430575965538815
931.20965,0.885865629132453
931.450708,0.8324101424085061
931.691767,0.8527234438030169
931.932826,0.851206946156359
932.173884,0.8396837047657775
932.414943,0.8703759797985972
932.656002,0.8758766574123323
932.89706,0.845945789528962
933.138119,0.8552683496920095
933.379178,0.8602089105418279
933.620236,0.8449650613454271
933.861295,0.8697495346404615
934.102354,0.8443231318629062
934.343412,0.8652904915902221
934.584471,0.8587907361550513
934.82553,0.8608887440800466
935.066588,0.8409189474927512
935.307647,0.8539266319070543
935.548706,0.8353788035970946
935.789764,0.8307303710610799
936.030823,0.8509175849888517
936.271882,0.8332346365067286
936.51294,0.841440478898226
936.753999,0.8157804635360318
936.995058,0.8080510837472737
937.236116,0.8254471825856861
937.477175,0.8251665782490473
937.718234,0.8257031108791235
937.959292,0.8289959576788876
938.200351,0.8077440826693487
938.44141,0.8223164354786952
938.682468,0.8206898597777935
938.923527,0.821051042770527
939.164586,0.825422419541656
939.405644,0.8292778642258957
939.646703,0.803169101526216
939.887762,0.7790188778225051
940.12882,0.8220615568919188
940.369879,0.8107950252742615
940.610938,0.8144681137148234
940.851996,0.812938352087535
941.093055,0.7944620976968733
941.334114,0.8167844908564005
941.575172,0.7829550437728529
941.816231,0.8087705693354035
942.05729,0.8073887534511349
942.298348,0.797112066231044
942.539407,0.7661096295233359
942.780466,0.7745756097028945
943.021524,0.8267772229448384
943.262583,0.7757771328378086
943.503642,0.7845146756289663
943.7447,0.7876905258163072
943.985759,0.7881238747655431
944.226818,0.7721704215628776
944.467876,0.7654510584680895
944.708935,0.738311098886058
944.949994,0.7581985411487097
945.191052,0.7596025067175632
945.432111,0.7569561146094571
945.67317,0.7634863749475286
945.914228,0.7663701510835293
946.155287,0.7634863749475286
946.396346,0.7239810941426578
946.637404,0.7625707407879633
946.878463,0.7571832355102717
947.119522,0.7557837414557255
947.36058,0.7558895585865556
947.601639,0.76918789693899
947.842698,0.7481139298293232
948.083756,0.7721395353637432
948.324815,0.7920743621275974
948.565874,0.7889281712392731
948.806932,0.7650607779582601
949.047991,0.7664237988717559
949.28905,0.7836286747302911
949.530108,0.7503166211526684
949.771167,0.7791591138413763
950.012226,0.7700267688487891
950.253284,0.769872778894528
950.494343,0.7628071743629182
950.735402,0.7729893561683956
950.97646,0.7734378200369232
951.217519,0.774870004366025
951.458578,0.7701576845270107
951.699636,0.7714834956150762
951.940695,0.7918842870906035
952.181753,0.7872574151434611
952.422812,0.7740258562055913
952.663871,0.7959093353014159
952.904929,0.7903653279268111
953.145988,0.7786761849142319
953.387047,0.7736002590346288
953.628105,0.7724870763455131
953.869164,0.7876353894092968
954.110223,0.7683192055185375
954.351281,0.786124580302494
954.59234,0.7897727761655523
954.833399,0.8192549084717866
955.074457,0.8011316406790221
955.315516,0.8019812904529665
955.556575,0.8241769722375081
955.797633,0.8134913381609111
956.038692,0.7992991482265397
956.279751,0.8068641212853169
956.520809,0.8034984683734316
956.761868,0.8041013182651625
957.002927,0.7985321892434565
957.243985,0.7816173347152118
957.485044,0.8039887519604305
957.726103,0.7923991791990193
957.967161,0.7859359330417981
958.20822,0.7620523689506268
958.449279,0.8024786730257122
958.690337,0.8028639552491007
958.931396,0.791805102621184
959.172455,0.7945494933342918
959.413513,0.7878008102096489
959.654572,0.7826888843076432
959.895631,0.8071385017285861
960.136689,0.8044310673996046
960.377748,0.7867222620738286
960.618807,0.8100980412985926
960.859865,0.7877141568865459
961.100924,0.8210264116087131
961.341983,0.8074452726420251
961.583041,0.8141586746287618
961.8241,0.7996269280675883
962.065159,0.7985880884531531
962.306217,0.8122395256431818
962.547276,0.8191975626353213
962.788335,0.8298419649460775
963.029393,0.7841617234451306
963.270452,0.8198121912642229
963.511511,0.8361811523143117
963.752569,0.811346553389755
963.993628,0.8159517954225929
964.234687,0.822176653566463
964.475745,0.8222917663556695
964.716804,0.8374698633416746
964.957863,0.829900055916784
965.198921,0.817266535895309
965.43998,0.8499565911815732
965.681039,0.8686456538441445
965.922097,0.8453961034331029
966.163156,0.8639848889260078
966.404215,0.86947995407187
966.645273,0.8348944243745616
966.886332,0.8460642302301516
967.127391,0.8731831075037023
967.368449,0.8677861201862019
967.609508,0.8758153481921612
967.850567,0.8833445063958101
968.091625,0.8709419080922363
968.332684,0.880090971630555
968.573743,0.865108799665308
968.814801,0.8575892703467395
969.05586,0.8723714247047274
969.296919,0.8967035159892351
969.537977,0.86029493573407
969.779036,0.8537814767181707
970.020095,0.8853785369990457
970.261153,0.8644342778992561
970.502212,0.8978071399034698
970.743271,0.8706110130412027
970.984329,0.8451678772970908
971.225388,0.8806015724540258
971.466447,0.8875326229984709
971.707505,0.8727291703216964
971.948564,0.8621206956194969
972.189623,0.884865166339469
972.430681,0.8712990674872269
972.67174,0.882867629130806
972.912799,0.8786751651962355
973.153857,0.8660609429277264
973.394916,0.8923471861394351
973.635975,0.8983909042472654
973.877033,0.8882962293579205
974.118092,0.8814120986855809
974.359151,0.881024362670338
974.600209,0.8738994112962735
974.841268,0.8948582080660206
975.082327,0.8768932638526706
975.323385,0.8662081858033139
975.564444,0.9033637344229913
975.805503,0.8971968385743043
976.046561,0.8677861201862019
976.28762,0.8700452997594602
976.528679,0.8795454843466759
976.769737,0.9094156760005696
977.010796,0.8719527869019796
977.251855,0.8459796280373089
977.492913,0.8836183856418826
977.733972,0.8872930215379141
977.975031,0.8582327035567924
978.216089,0.8624483637368316
978.457148,0.8733926965991886
978.698207,0.8543024422973161
978.939265,0.8976275964304349
979.180324,0.8763234684347387
979.421383,0.8803550385300987
979.662441,0.8825057275977463
979.9035,0.8617414459544692
980.144559,0.8655587732241199
980.385617,0.8706371317633728
980.626676,0.8802670074278741
980.867735,0.8882340507981404
981.108793,0.873689700603852
981.349852,0.8807160580998505
981.59091,0.8932667772492807
981.831969,0.8437745001518179
982.073028,0.8583528645463633
982.314086,0.8559442786450487
982.555145,0.8913750576128389
982.796204,0.8578208507116755
983.037262,0.8469869430282213
983.278321,0.8782183728866271
983.51938,0.8634580188554718
983.760438,0.8490815865973748
984.001497,0.8622414009660607
984.242556,0.8391380877024356
984.483614,0.8395409706687093
984.724673,0.8915533504530512
984.965732,0.8432599546590557
985.20679,0.8655241515656287
985.447849,0.8612934568898244
985.688908,0.8428215734716199
985.929966,0.8274058124680391
986.171025,0.8494042989117382
986.412084,0.8439179540100761
986.653142,0.8294437363854039
986.894201,0.8347525043859587
987.13526,0.8165884861001066
987.376318,0.8353788035970946
987.617377,0.8449059158612491
987.858436,0.8025348484989425
988.099494,0.8027274799774351
988.340553,0.8010194901000508
988.581612,0.791124442958536
988.82267,0.8319774016568001
989.063729,0.7926448610232861
989.304788,0.8266118840346915
989.545846,0.807162716246854
989.786905,0.791203559358586
990.027964,0.7819613220141426
990.269022,0.8005310172104678
990.510081,0.8014922310440749
990.75114,0.7545452719423213
990.992198,0.7867694668256814
991.233257,0.7932712978734705
991.474316,0.7757771328378086
991.715374,0.7588205189284898
991.956433,0.7645636500366648
992.197492,0.7314108052471928
992.43855,0.7538212560644825
992.679609,0.7455522947655908
992.920668,0.7468581535746225
993.161726,0.7363129844759649
993.402785,0.7034278263103683
993.643844,0.7535650004033516
993.884902,0.7459624613131729
994.125961,0.7213866618071693
994.36702,0.7215598153836009
994.608078,0.7002975239681389
994.849137,0.7099647202287627
995.090196,0.6936137705352586
995.331254,0.6907688682173189
995.572313,0.7065650552948601
995.813372,0.6830071164950248
996.05443,0.6874679972358488
996.295489,0.6910037695634786
996.536548,0.6948008647591702
996.777606,0.6691078641078951
997.018665,0.6707156515549527
997.259724,0.6755622309949272
997.500782,0.6813698649032276
997.741841,0.6716351617182258
997.9829,0.6597792299467359
998.223958,0.6503529912737462
998.465017,0.6211765114480451
998.706076,0.6248085476077891
998.947134,0.6483529856503539
999.188193,0.6488005035863853
999.429252,0.6312583946661259
999.67031,0.6325601272833978
999.911369,0.6312583946661259
1000.152428,0.6323450933979535
1000.393486,0.5969809951594579
1000.634545,0.6019084028405146
1000.875604,0.6273817951398404
1001.116662,0.6207542550037224
1001.357721,0.6329904144510072
1001.59878,0.6106324839788829
1001.839838,0.5931072715321002
1002.080897,0.6047984602518091
1002.321956,0.5961636911771505
1002.563014,0.5971840032072246
1002.804073,0.5810432989710069
1003.045132,0.5832321342066418
1003.28619,0.5890583700417457
1003.527249,0.5676614935368421
1003.768308,0.5778678902590787
1004.009366,0.5846335723818578
1004.250425,0.5933089622899069
1004.491484,0.5838331727866065
1004.732542,0.5774692989446175
1004.973601,0.606457880400314
1005.21466,0.587446559296954
1005.455718,0.5762866994604086
1005.696777,0.5846335723818578
1005.937836,0.5694182803897275
1006.178894,0.5756934297463171
1006.419953,0.5578305703910429
1006.661012,0.5709806259139082
1006.90207,0.5705867851727089
1007.143129,0.5659157859065391
1007.384188,0.559361122052126
1007.625246,0.5711747923331397
1007.866305,0.5790537345091736
1008.107364,0.5661082299873873
1008.348422,0.5692190188643922
1008.589481,0.563403055630646
1008.83054,0.5916855208636654
1009.071598,0.551182118966656
1009.312657,0.5788568897049535
1009.553716,0.5876463250853746
1009.794774,0.5672756149348309
1010.035833,0.5707808176633219
1010.276892,0.5641754467839917
1010.51795,0.5731315542785903
1010.759009,0.5766787076837322
