nu,[0]Diiodomethane-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
623.427269,1.0009516325151593
623.558671,1.0004260707423644
623.690074,1.0000239992879782
623.821476,1.0008982631969523
623.952879,1.0012336603336447
624.084282,0.999883256815016
624.215684,1.0000604248255063
624.347087,0.9999208781303003
624.47849,1.000924767333875
624.609892,1.000067289263821
624.741295,1.0011998192078437
624.872697,1.0009897995285566
625.0041,0.9994472128431495
625.135503,1.0006943909778663
625.266905,1.0003200011894604
625.398308,1.0009558565399612
625.529711,0.9996416442247749
625.661113,1.0005763560293446
625.792516,1.000526608609654
625.923918,0.9999837781315759
626.055321,1.0008722501891323
626.186724,0.9997669371633635
626.318126,0.9995532898047229
626.449529,1.0013061522748294
626.580932,1.00028635099062
626.712334,1.0005154928207807
626.843737,1.0004060524169731
626.97514,1.000681161885462
627.106542,1.0001920484389406
627.237945,0.9993099481953309
627.369347,1.0001574223896041
627.50075,1.0000575196541919
627.632153,1.0005907444207967
627.763555,1.0006512919985902
627.894958,1.000308017427629
628.026361,1.0007669839819042
628.157763,0.9999000479955344
628.289166,1.000890266051778
628.420568,0.9999019658056657
628.551971,0.999711671574632
628.683374,1.0002714968486
628.814776,1.0002851306420162
628.946179,1.0007605590784912
629.077582,1.0004718913056874
629.208984,1.000459085347437
629.340387,1.0006908185052674
629.471789,0.9995353979609679
629.603192,1.0008114190224437
629.734595,1.0003398977521547
629.865997,1.0003307846971963
629.9974,1.0007682449490984
630.128803,1.0003857643879512
630.260205,1.0010582595619104
630.391608,1.000372409327142
630.52301,1.0001472108344516
630.654413,0.9999090271382818
630.785816,0.9996274494142102
630.917218,1.0006740971013979
631.048621,0.9999726693734884
631.180024,1.0001171768646726
631.311426,0.9997246079273603
631.442829,1.0003544928177337
631.574231,0.9998203461396878
631.705634,0.9983018435021721
631.837037,1.0004828965570205
631.968439,0.9998741879150043
632.099842,0.9995444238063631
632.231245,1.0007443568961967
632.362647,1.00045363286028
632.49405,1.0005381347425755
632.625453,1.0001788059838845
632.756855,1.0006466389809006
632.888258,0.9996181929068864
633.01966,1.0004123449908329
633.151063,1.000416006506716
633.282466,0.9994834534561255
633.413868,1.0001485910385548
633.545271,1.0001470108050294
633.676674,1.0004373055902225
633.808076,1.000349250973925
633.939479,0.9992488822302863
634.070881,1.000878585730528
634.202284,0.999921739062547
634.333687,0.9998488314271203
634.465089,1.0015850548736223
634.596492,1.0003654867740215
634.727895,0.9999544640367934
634.859297,1.00006563115363
634.9907,1.0000214692304605
635.122102,1.000300075013502
635.253505,1.000041070843384
635.384908,1.0008655243502098
635.51631,1.0003599647717751
635.647713,0.999965861582729
635.779116,1.0005488005359404
635.910518,0.9994098542045707
636.041921,1.0004292921194988
636.173323,0.9992485424857241
636.304726,1.0004535028013162
636.436129,1.000107865817099
636.567531,0.9995997801093554
636.698934,1.0016883236161918
636.830337,1.0002158332886533
636.961739,0.999999026370474
637.093142,1.0001829567345422
637.224544,1.0002619643066577
637.355947,1.0011948132212627
637.48735,0.9996980056094887
637.618752,1.0009129464821749
637.750155,1.000253432108492
637.881558,0.9997045636499159
638.01296,1.000279429033021
638.144363,0.9993128761777686
638.275766,0.9995482820552855
638.407168,0.9997775247512892
638.538571,1.0008435455846227
638.669973,1.00036226560234
638.801376,1.0002922827062688
638.932779,1.0003664871400084
639.064181,0.9998484014922152
639.195584,0.9996571088006292
639.326987,1.0004629371223304
639.458389,0.9996933870153718
639.589792,1.000792263675201
639.721194,1.000099669966721
639.852597,1.0007578570286293
639.984,1.0003697683474675
640.115402,0.999161541702764
640.246805,1.000995745425625
640.378208,0.9996042583264014
640.50961,0.9997182397018906
640.641013,0.999617383216478
640.772415,1.0004639375857676
640.903818,1.0000214292296026
641.035221,0.9996302483749872
641.166623,1.0007534637112803
641.298026,0.9995497114103508
641.429429,0.9999698874533919
641.560831,1.0003495410752499
641.692234,0.9996656659021048
641.823636,1.0004787245520406
641.955039,0.999871108307248
642.086442,1.0001283482359302
642.217844,1.0000527953936278
642.349247,0.9993806818566989
642.48065,1.0005684314959862
642.612052,0.9999602417903786
642.743455,1.0003715590109554
642.874857,0.9999049895137821
643.00626,1.00022340495117
643.137663,1.0000302714581712
643.269065,0.9989235797563488
643.400468,1.0006374430805436
643.531871,0.9995332889435032
643.663273,0.9992734240842066
643.794676,1.0002905622050222
643.926079,0.9999988496006617
644.057481,1.000336116474488
644.188884,0.9994257349533262
644.320286,0.9999543810405763
644.451689,1.0004072429008837
644.583092,0.9993230292481682
644.714494,1.000342068492088
644.845897,1.0000333665566512
644.9773,1.0004224091896463
645.108702,0.9999444485430393
645.240105,1.0001664938585642
645.371507,1.000457254508986
645.50291,0.9988800276377146
645.634313,1.0001698544236293
645.765715,0.9997588390839698
645.897118,1.0000496582329292
646.028521,1.000360294890618
646.159923,1.0001448704927165
646.291326,0.9993413869808306
646.422728,0.9997823036992792
646.554131,1.0001209773171655
646.685534,0.9994810846831478
646.816936,0.9994790757281866
646.948339,1.000465568343315
647.079742,0.999668814853912
647.211144,0.9993209406652196
647.342547,1.0000246833046278
647.473949,0.9997015745377393
647.605352,1.0000320195126136
647.736755,1.000017156147165
647.868157,1.0000938824066774
647.99956,0.9995091704962312
648.130963,0.9993800622408683
648.262365,1.0002696663534356
648.393768,0.9996693746686051
648.525171,0.9999192192629395
648.656573,0.9996873288918026
648.787976,0.9996673553385078
648.919378,1.0000305854677258
649.050781,0.9993606045004781
649.182184,1.000185787256315
649.313586,1.0000337245686606
649.444989,0.9992668189087035
649.576392,1.0000076282290948
649.707794,0.9992472634484083
649.839197,0.9995101200303942
649.970599,0.999422776657529
650.102002,1.0000874258214143
650.233405,1.00020657133292
650.364807,0.9991301585316144
650.49621,1.0002974142188414
650.627613,0.9995654244553184
650.759015,0.9993423563424462
650.890418,0.999929396492545
651.02182,1.0000768499528063
651.153223,0.9999593078279488
651.284626,0.9993552079677845
