nu,[0]Methylvinylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
603.194064,0.9689347566080766
603.313066,0.9690985204195958
603.432069,0.9700778043803724
603.551071,0.9707493305422582
603.670073,0.9707920444525011
603.789076,0.9715884203984665
603.908078,0.9711105164696372
604.027081,0.9718906313885834
604.146083,0.972045174284809
604.265085,0.972670400320503
604.384088,0.9728678724545115
604.50309,0.9724428220745212
604.622092,0.9734469010825563
604.741095,0.9729038692317286
604.860097,0.9736182428147769
604.9791,0.9739191373376163
605.098102,0.9740467291016855
605.217104,0.9738879724238627
605.336107,0.9743613970113171
605.455109,0.9747424468079292
605.574111,0.9750807411276415
605.693114,0.975527430391111
605.812116,0.9763696739393566
605.931119,0.9760319084689696
606.050121,0.9761627055079103
606.169123,0.977413971198234
606.288126,0.977203849783288
606.407128,0.9779096457245062
606.526131,0.9776094735420564
606.645133,0.978018199719817
606.764135,0.9777424374718005
606.883138,0.9788537840060841
607.00214,0.9788606360065542
607.121142,0.9788733612775363
607.240145,0.9794402930646302
607.359147,0.9797449463669062
607.47815,0.9796881228079162
607.597152,0.980124181038326
607.716154,0.9805535694588203
607.835157,0.9806369200545744
607.954159,0.9813697295041084
608.073161,0.9814570752968644
608.192164,0.9817181776039606
608.311166,0.9819184685411728
608.430169,0.9830090031760053
608.549171,0.9823378372560886
608.668173,0.982686629095203
608.787176,0.9833727838024461
608.906178,0.9830060541534192
609.025181,0.9838222878684997
609.144183,0.9839078841309277
609.263185,0.9840535132740699
609.382188,0.9838478675805191
609.50119,0.9847741041498712
609.620192,0.9847809975927273
609.739195,0.9850587449945915
609.858197,0.9855159183082755
609.9772,0.9856952985285125
610.096202,0.9851070140556786
610.215204,0.9861606565252656
610.334207,0.9860235897203722
610.453209,0.9859890794986644
610.572211,0.9867722657115671
610.691214,0.9868541712086523
610.810216,0.9869568093795503
610.929219,0.9872499790854824
611.048221,0.9881092603004161
611.167223,0.9872391193954408
611.286226,0.9879808144457385
611.405228,0.9880885102238264
611.52423,0.9882861476889588
