nu,[0]HFC-245cb-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
658.213326,0.9603523793961436
658.333855,0.9659617904031517
658.454385,0.9638457572751665
658.574915,0.9651015017634054
658.695444,0.96726575218288
658.815974,0.9617026228130777
658.936504,0.9620979638280674
659.057033,0.9681018309267726
659.177563,0.9672763921646739
659.298093,0.9668325141784612
659.418622,0.9685559771744479
659.539152,0.9689938634309695
659.659682,0.9694222533858117
659.780211,0.9711435347885053
659.900741,0.9733223078533544
660.021271,0.9728951131363079
660.1418,0.974179208465236
660.26233,0.9754942630223262
660.38286,0.9750641648959407
660.503389,0.9754981650071822
660.623919,0.9733446945238807
660.744449,0.9728853842338212
660.864978,0.976781788891898
660.985508,0.9763804140648404
661.106037,0.9737691653386066
661.226567,0.9741889503060297
661.347097,0.9763540521495482
661.467626,0.9789761483766988
661.588156,0.9776857300549581
661.708686,0.9750768408124776
661.829215,0.972901923425936
661.949745,0.975043688763478
662.070275,0.9798380265580502
662.190804,0.9803015995709868
662.311334,0.9785601719148981
662.431864,0.9785435365333767
662.552393,0.9789859381871315
662.672923,0.9789859381871315
662.793453,0.9798546839460891
662.913982,0.9781248095137146
663.034512,0.9772370752790108
663.155042,0.9815856545954884
663.275571,0.9824901114218063
663.396101,0.9798752611105114
663.516631,0.9798586033726637
663.63716,0.9798654624068939
663.75769,0.9794285398516328
663.87822,0.9789898541387162
663.998749,0.9785503863621068
664.119279,0.9807212584561984
664.239809,0.9811754375332065
664.360338,0.9798654624068939
664.480868,0.9794226632980234
664.601398,0.9798546839460891
664.721927,0.9811685693291825
664.842457,0.9816082313251756
664.962987,0.9811715128393057
665.083516,0.9833481997901525
665.204046,0.982934297330622
665.324575,0.9798782007407042
665.445105,0.9789859381871315
665.565635,0.9781179626640121
665.686164,0.9785435365333767
665.806694,0.9798546839460891
665.927224,0.980725181349078
666.047753,0.9837829357640323
666.168283,0.9842454224196919
666.288813,0.9811921176574252
666.409342,0.9807281235290354
666.529872,0.9811715128393057
666.650402,0.9803015995709868
666.770931,0.9811685693291825
666.891461,0.9794422519471752
667.011991,0.9768159768527951
667.13252,0.9763706503095186
667.25305,0.975073915586343
667.37358,0.9724719957967871
667.494109,0.9707347694115088
667.614639,0.9711474193704137
667.735169,0.9724486567489576
667.855698,0.9737555326657208
667.976228,0.9716097955788413
668.096758,0.9677166030634937
668.217287,0.9702660177305269
668.337817,0.9737457951590818
668.458347,0.9724719957967871
668.578876,0.9707279742919058
668.699406,0.9733047882094903
668.819936,0.9759255267888534
668.940465,0.9767983943234549
669.060995,0.9768052319361469
669.181525,0.975073915586343
669.302054,0.9759196712532592
669.422584,0.9789761483766988
669.543113,0.9759596847800524
669.663643,0.97203934203126
669.784173,0.9737457951590818
669.904702,0.9750641648959407
670.025232,0.9750641648959407
670.145762,0.9772302346434262
670.266291,0.9755176751655833
670.386821,0.975053439249118
670.507351,0.9789624428065608
670.62788,0.9789967070916804
670.74841,0.9759528530861699
670.86894,0.9737691653386066
670.989469,0.9754815816793359
671.109999,0.978969295567645
671.230529,0.9798546839460891
671.351058,0.9807281235290354
671.471588,0.9820421980630052
671.592118,0.9816151026068443
671.712647,0.9798684020076905
671.833177,0.980291796604006
671.953707,0.9807349886499279
672.074236,0.977695506961143
672.194766,0.9794020956380554
672.315296,0.98247635665653
672.435825,0.9803114026359978
672.556355,0.9811617011732358
672.676885,0.9824802865698165
672.797414,0.9824871639558932
672.917944,0.9833619667613182
673.038474,0.9807546035458492
673.159003,0.9794226632980234
673.279533,0.9798586033726637
673.400063,0.9794285398516328
673.520592,0.9789790853095494
673.641122,0.9824596547004338
673.761651,0.9829274168146225
673.882181,0.9785738718532043
674.002711,0.9776720425505501
674.12324,0.9789790853095494
674.24377,0.9785601719148981
674.3643,0.9763804140648404
674.484829,0.9754981650071822
674.605359,0.9780944881146039
674.725889,0.9820323776901265
674.846418,0.9807487190358815
674.966948,0.9794226632980234
675.087478,0.9820323776901265
675.208007,0.9816190290751077
675.328537,0.9794324575736277
675.449067,0.9785533220176694
675.569596,0.9781111158622372
675.690126,0.9794187456152056
675.810656,0.9789898541387162
675.931185,0.9781179626640121
676.051715,0.975948949282565
676.172245,0.9737691653386066
676.292774,0.9746225608601087
676.413304,0.9767954639326676
676.533834,0.976809139164889
676.654363,0.9776661765358928
676.774893,0.9807143934314169
676.895423,0.9816052865048988
677.015952,0.9833481997901525
677.136482,0.9842454224196919
677.257012,0.9811921176574252
677.377541,0.9798654624068939
677.498071,0.9802986586705995
677.618601,0.9816052865048988
677.73913,0.9811754375332065
677.85966,0.9794324575736277
677.980189,0.980291796604006
678.100719,0.9802986586705995
678.221249,0.9794256015704207
678.341778,0.9781179626640121
678.462308,0.9785435365333767
678.582838,0.9798546839460891
678.703367,0.9798586033726637
678.823897,0.9824665319420871
678.944427,0.9842385327258489
679.064956,0.9824999363720452
679.185486,0.9816151026068443
679.306016,0.9807379308593072
679.426545,0.9811617011732358
679.547075,0.9833521331908185
679.667605,0.9846736623138687
679.788134,0.9846835090997256
679.908664,0.983371800430154
680.029194,0.9833590166798429
680.149723,0.9846736623138687
680.270253,0.983371800430154
680.390783,0.9833550832516431
680.511312,0.9851089842716768
680.631842,0.9859959814463777
680.752372,0.9842513279099429
680.872901,0.9855435131403139
680.993431,0.9895014980442857
681.113961,0.9882149936479014
681.23449,0.9860068274618266
681.35502,0.9868719347436054
681.47555,0.987754592742604
681.596079,0.9886340856464333
681.716609,0.988644960681188
681.837139,0.9877644703379194
681.957668,0.9877575560108272
682.078198,0.987754592742604
682.198727,0.9895113931087414
682.319257,0.9899627131971587
682.439787,0.991279347414718
682.560316,0.9934923669591512
682.680846,0.9917480359280438
682.801376,0.9890948964909323
682.921905,0.9890751147908202
683.042435,0.9917174905589384
683.162965,0.991737920149668
683.283494,0.9899696429604051
683.404024,0.9917174905589384
683.524554,0.9921796393869997
683.645083,0.9930500632943641
683.765613,0.9943844266103855
683.886143,0.9908753842859902
684.006672,0.9903935396931782
684.127202,0.9952499174954808
684.247732,0.9952806711930735
684.368261,0.9957137124646906
684.488791,0.9992593544134463
684.609321,0.9966343764510468
684.72985,0.992631779420383
684.85038,0.9934923669591512
684.97091,0.9930636681734244
685.091439,0.9934957448389412
685.211969,0.9952670359412799
685.332499,0.9952771877168205
685.453028,0.9930704210293276
685.573558,0.9921727933711066
685.694088,0.9934923669591512
685.814617,0.9952704198549548
685.935147,0.9952806711930735
686.055677,0.9999435505933277
686.176206,1.0
686.296736,1.0
686.417265,1.0
686.537795,1.0
686.658325,1.0
686.778854,1.0
686.899384,1.0
687.019914,1.0
687.140443,1.0
687.260973,1.0
687.381503,1.0
687.502032,1.0
687.622562,1.0
687.743092,1.0
687.863621,1.0
687.984151,1.0
688.104681,1.0
688.22521,1.0
688.34574,1.0
688.46627,1.0
688.586799,1.0
688.707329,1.0
688.827859,1.0
688.948388,1.0
689.068918,1.0
689.189448,1.0
689.309977,1.0
689.430507,1.0
689.551037,1.0
689.671566,1.0
689.792096,1.0
689.912626,1.0
690.033155,1.0
690.153685,1.0
690.274215,1.0
690.394744,1.0
690.515274,1.0
690.635804,1.0
690.756333,1.0
690.876863,1.0
690.997392,1.0
691.117922,1.0
691.238452,1.0
691.358981,1.0
691.479511,1.0
691.600041,1.0
691.72057,1.0
691.8411,1.0
691.96163,1.0
692.082159,1.0
692.202689,1.0
692.323219,1.0
692.443748,1.0
692.564278,1.0
692.684808,1.0
692.805337,1.0
692.925867,1.0
693.046397,1.0
693.166926,1.0
693.287456,1.0
693.407986,1.0
693.528515,1.0
693.649045,1.0
693.769575,1.0
693.890104,1.0
694.010634,1.0
694.131164,1.0
694.251693,1.0
694.372223,1.0
694.492753,1.0
694.613282,1.0
694.733812,1.0
694.854342,1.0
694.974871,1.0
695.095401,1.0
695.21593,1.0
695.33646,1.0
695.45699,1.0
695.577519,1.0
695.698049,1.0
695.818579,1.0
695.939108,1.0
696.059638,1.0
696.180168,1.0
696.300697,1.0
696.421227,1.0
696.541757,1.0
696.662286,1.0
696.782816,1.0
696.903346,1.0
697.023875,1.0
697.144405,1.0
697.264935,1.0
697.385464,1.0
697.505994,1.0
697.626524,1.0
697.747053,1.0
697.867583,1.0
697.988113,1.0
698.108642,1.0
698.229172,1.0
698.349702,1.0
698.470231,1.0
698.590761,1.0
698.711291,1.0
698.83182,1.0
698.95235,1.0
699.07288,1.0
699.193409,1.0
699.313939,1.0
699.434468,1.0
699.554998,1.0
699.675528,1.0
699.796057,1.0
699.916587,1.0
700.037117,1.0
700.157646,1.0
700.278176,1.0
700.398706,1.0
700.519235,1.0
700.639765,1.0
700.760295,1.0
700.880824,1.0
701.001354,1.0
701.121884,1.0
701.242413,1.0
701.362943,1.0
701.483473,1.0
701.604002,1.0
701.724532,1.0
701.845062,1.0
701.965591,1.0
702.086121,1.0
702.206651,1.0
702.32718,1.0
702.44771,1.0
702.56824,1.0
702.688769,1.0
702.809299,1.0
702.929829,1.0
703.050358,1.0
703.170888,1.0
703.291418,1.0
703.411947,1.0
703.532477,1.0
703.653006,1.0
703.773536,1.0
703.894066,1.0
704.014595,1.0
704.135125,1.0
704.255655,1.0
704.376184,1.0
704.496714,1.0
704.617244,1.0
704.737773,1.0
704.858303,1.0
704.978833,1.0
705.099362,1.0
705.219892,1.0
705.340422,1.0
705.460951,1.0
705.581481,1.0
705.702011,1.0
705.82254,1.0
705.94307,1.0
706.0636,1.0
706.184129,1.0
706.304659,1.0
706.425189,1.0
706.545718,1.0
706.666248,1.0
706.786778,1.0
706.907307,1.0
707.027837,1.0
707.148367,1.0
707.268896,1.0
707.389426,1.0
707.509956,1.0
707.630485,1.0
707.751015,1.0
707.871544,1.0
707.992074,1.0
708.112604,1.0
708.233133,1.0
708.353663,1.0
708.474193,1.0
708.594722,1.0
708.715252,1.0
708.835782,1.0
708.956311,1.0
709.076841,1.0
709.197371,1.0
709.3179,1.0
709.43843,1.0
709.55896,1.0
709.679489,1.0
709.800019,1.0
709.920549,1.0
710.041078,1.0
710.161608,1.0
710.282138,1.0
710.402667,1.0
710.523197,1.0
710.643727,1.0
710.764256,1.0
710.884786,1.0
711.005316,1.0
711.125845,1.0
711.246375,1.0
711.366905,1.0
711.487434,1.0
711.607964,1.0
711.728494,1.0
711.849023,1.0
711.969553,1.0
712.090082,1.0
712.210612,1.0
712.331142,1.0
712.451671,1.0
712.572201,1.0
712.692731,1.0
712.81326,1.0
712.93379,1.0
713.05432,1.0
713.174849,1.0
713.295379,1.0
713.415909,1.0
713.536438,1.0
713.656968,1.0
713.777498,1.0
713.898027,1.0
714.018557,1.0
714.139087,1.0
714.259616,1.0
714.380146,1.0
714.500676,1.0
714.621205,1.0
714.741735,1.0
714.862265,1.0
714.982794,1.0
715.103324,1.0
715.223854,1.0
715.344383,1.0
715.464913,1.0
715.585443,1.0
715.705972,1.0
715.826502,1.0
715.947032,1.0
716.067561,1.0
716.188091,1.0
716.30862,1.0
716.42915,1.0
716.54968,1.0
716.670209,1.0
716.790739,1.0
716.911269,1.0
717.031798,1.0
717.152328,1.0
717.272858,1.0
717.393387,1.0
717.513917,1.0
717.634447,1.0
717.754976,1.0
717.875506,1.0
717.996036,1.0
718.116565,1.0
718.237095,1.0
718.357625,1.0
718.478154,1.0
718.598684,1.0
718.719214,1.0
718.839743,1.0
718.960273,1.0
719.080803,1.0
719.201332,1.0
719.321862,1.0
719.442392,1.0
719.562921,1.0
719.683451,1.0
719.803981,1.0
719.92451,1.0
720.04504,1.0
720.16557,1.0
720.286099,1.0
720.406629,1.0
720.527158,1.0
720.647688,1.0
720.768218,1.0
720.888747,1.0
721.009277,1.0
721.129807,1.0
721.250336,1.0
721.370866,1.0
721.491396,1.0
721.611925,1.0
721.732455,1.0
721.852985,1.0
721.973514,1.0
722.094044,1.0
722.214574,1.0
722.335103,1.0
722.455633,1.0
722.576163,1.0
722.696692,1.0
722.817222,1.0
722.937752,1.0
723.058281,1.0
723.178811,1.0
723.299341,1.0
723.41987,1.0
723.5404,1.0
723.66093,1.0
723.781459,1.0
723.901989,1.0
724.022519,1.0
724.143048,1.0
724.263578,1.0
724.384108,1.0
724.504637,1.0
724.625167,1.0
724.745696,1.0
724.866226,1.0
724.986756,1.0
725.107285,1.0
725.227815,1.0
725.348345,1.0
725.468874,1.0
725.589404,1.0
725.709934,1.0
725.830463,1.0
725.950993,1.0
726.071523,1.0
726.192052,1.0
726.312582,1.0
726.433112,1.0
726.553641,1.0
726.674171,1.0
726.794701,1.0
726.91523,1.0
727.03576,1.0
727.15629,1.0
727.276819,1.0
727.397349,1.0
727.517879,1.0
727.638408,1.0
727.758938,1.0
727.879468,1.0
727.999997,1.0
728.120527,1.0
728.241057,1.0
728.361586,1.0
728.482116,1.0
728.602646,1.0
728.723175,1.0
728.843705,1.0
728.964234,1.0
729.084764,1.0
729.205294,1.0
729.325823,1.0
729.446353,1.0
729.566883,1.0
729.687412,1.0
729.807942,1.0
729.928472,1.0
730.049001,1.0
730.169531,1.0
730.290061,1.0
730.41059,1.0
730.53112,1.0
730.65165,1.0
730.772179,1.0
730.892709,1.0
731.013239,1.0
731.133768,1.0
731.254298,1.0
731.374828,1.0
731.495357,1.0
731.615887,1.0
731.736417,1.0
731.856946,1.0
731.977476,1.0
732.098006,1.0
732.218535,1.0
732.339065,1.0
732.459595,1.0
732.580124,1.0
732.700654,1.0
732.821184,1.0
732.941713,1.0
733.062243,1.0
733.182772,1.0
733.303302,1.0
733.423832,1.0
733.544361,1.0
733.664891,1.0
733.785421,1.0
733.90595,1.0
734.02648,1.0
734.14701,1.0
734.267539,1.0
734.388069,1.0
734.508599,1.0
734.629128,1.0
734.749658,1.0
734.870188,1.0
734.990717,1.0
735.111247,1.0
735.231777,1.0
735.352306,1.0
735.472836,1.0
735.593366,1.0
735.713895,1.0
735.834425,1.0
735.954955,1.0
736.075484,1.0
736.196014,1.0
736.316544,1.0
736.437073,1.0
736.557603,1.0
736.678133,1.0
736.798662,1.0
736.919192,1.0
737.039722,1.0
737.160251,1.0
737.280781,1.0
737.40131,1.0
737.52184,1.0
737.64237,1.0
737.762899,1.0
737.883429,1.0
738.003959,1.0
738.124488,1.0
738.245018,1.0
738.365548,1.0
738.486077,1.0
738.606607,1.0
738.727137,1.0
738.847666,1.0
738.968196,1.0
739.088726,1.0
739.209255,1.0
739.329785,1.0
739.450315,1.0
739.570844,1.0
739.691374,1.0
739.811904,1.0
739.932433,1.0
740.052963,1.0
740.173493,1.0
740.294022,1.0
740.414552,1.0
740.535082,1.0
740.655611,1.0
740.776141,1.0
740.896671,1.0
741.0172,1.0
741.13773,1.0
741.25826,1.0
741.378789,1.0
741.499319,1.0
741.619848,1.0
741.740378,1.0
741.860908,1.0
741.981437,1.0
742.101967,1.0
742.222497,1.0
742.343026,1.0
742.463556,1.0
742.584086,1.0
742.704615,1.0
742.825145,1.0
742.945675,1.0
743.066204,1.0
743.186734,1.0
743.307264,1.0
743.427793,1.0
743.548323,1.0
743.668853,1.0
743.789382,1.0
743.909912,1.0
744.030442,1.0
744.150971,1.0
744.271501,1.0
744.392031,1.0
744.51256,1.0
744.63309,1.0
744.75362,1.0
744.874149,1.0
744.994679,1.0
745.115209,1.0
745.235738,1.0
745.356268,1.0
745.476798,1.0
745.597327,1.0
745.717857,1.0
745.838386,1.0
745.958916,1.0
746.079446,1.0
746.199975,1.0
746.320505,1.0
746.441035,1.0
746.561564,1.0
746.682094,1.0
746.802624,1.0
746.923153,1.0
747.043683,1.0
747.164213,1.0
747.284742,1.0
747.405272,1.0
747.525802,1.0
747.646331,1.0
747.766861,1.0
747.887391,1.0
748.00792,1.0
748.12845,1.0
748.24898,1.0
748.369509,1.0
748.490039,1.0
748.610569,1.0
748.731098,1.0
748.851628,1.0
748.972158,1.0
749.092687,1.0
749.213217,1.0
749.333747,1.0
749.454276,1.0
749.574806,1.0
749.695336,1.0
749.815865,1.0
749.936395,1.0
750.056924,1.0
750.177454,1.0
750.297984,1.0
750.418513,1.0
750.539043,1.0
750.659573,1.0
750.780102,1.0
750.900632,1.0
751.021162,1.0
751.141691,1.0
751.262221,1.0
751.382751,1.0
751.50328,1.0
751.62381,1.0
751.74434,1.0
751.864869,1.0
751.985399,1.0
752.105929,1.0
752.226458,1.0
752.346988,1.0
752.467518,1.0
752.588047,1.0
752.708577,1.0
752.829107,1.0
752.949636,1.0
753.070166,1.0
753.190696,1.0
753.311225,1.0
753.431755,1.0
753.552285,1.0
753.672814,1.0
753.793344,1.0
753.913874,1.0
754.034403,1.0
754.154933,1.0
754.275463,1.0
754.395992,1.0
754.516522,1.0
754.637051,1.0
754.757581,1.0
754.878111,1.0
754.99864,1.0
755.11917,1.0
755.2397,1.0
755.360229,1.0
755.480759,1.0
755.601289,1.0
755.721818,1.0
755.842348,1.0
755.962878,1.0
756.083407,0.9957819211901167
756.203937,0.9974861649885177
756.324467,0.9988277875783586
756.444996,0.9953113263098327
756.565526,0.9921863862314868
756.686056,0.9943708036370585
756.806585,0.9948340894482816
756.927115,0.9943878075231836
757.047645,0.9948340894482816
757.168174,0.9952771877168205
757.288704,0.9957204833409563
757.409234,0.9913336710114092
757.529763,0.9895153511622299
757.650293,0.9947932026074355
757.770823,0.9952840551531084
757.891352,0.9917515070522441
758.011882,0.9930398349313883
758.132412,0.9935093558238806
758.252941,0.990424044283969
758.373471,0.9912759770706664
758.494001,0.991737920149668
758.61453,0.9908549724633163
758.73506,0.9908482346724121
758.855589,0.9886578131492177
758.976119,0.9868847641621481
759.096649,0.9881942413509347
759.217178,0.9860235897203722
759.337708,0.9833757339252227
759.458238,0.9824901114218063
759.578767,0.9807487190358815
759.699297,0.9811577765342804
759.819827,0.9833550832516431
759.940356,0.9829313485321531
760.060886,0.9829244680367952
760.181416,0.9811921176574252
760.301945,0.9798654624068939
760.422475,0.9815954705011138
760.543005,0.9811783810639344
760.663534,0.9798654624068939
760.784064,0.9781248095137146
760.904594,0.9772409842351298
761.025123,0.9768052319361469
761.145653,0.9746430281487926
761.266183,0.9746225608601087
761.386712,0.9750641648959407
761.507242,0.9737720866504846
761.627772,0.9733252278246579
761.748301,0.9728980318260254
761.868831,0.9703155025592836
761.989361,0.969000646411754
762.10989,0.9702796015498616
762.23042,0.9715825908854326
762.35095,0.9707347694115088
762.471479,0.9690074294400194
762.592009,0.9672792939982031
762.712539,0.9647049265479699
762.833068,0.9625598817021258
762.953598,0.9629555751229333
763.074127,0.9629555751229333
763.194657,0.9595632940987683
763.315187,0.958676108438353
763.435716,0.9608134591885512
763.556246,0.9587096626893443
763.676776,0.9556925672728532
763.797305,0.9552673786918926
763.917835,0.9535675616268515
764.038365,0.9522944459951249
764.158894,0.9514463295357345
764.279424,0.9505999190110014
764.399954,0.9510230301101986
764.520483,0.9505999190110014
764.641013,0.9480633064509806
764.761543,0.9471867533608176
764.882072,0.9484530405548041
765.002602,0.948485288506395
765.123132,0.9467975395940943
765.243661,0.9446913675664393
765.364191,0.9455013150813819
765.484721,0.945112793887458
765.60525,0.9421705215823524
765.72578,0.9437858428134617
765.84631,0.9446592486059675
765.966839,0.9409135631424804
766.087369,0.9400436205070712
766.207899,0.9400436205070712
766.328428,0.9379524727215202
766.448958,0.9379524727215202
766.569488,0.9400436205070712
766.690017,0.9388204801503326
766.810547,0.9379524727215202
766.931077,0.9383699544546775
767.051606,0.9379524727215202
767.172136,0.9387885607966396
767.292665,0.9375351767264043
767.413195,0.9367002049191202
767.533725,0.9400107195561235
767.654254,0.9392383482327522
767.774784,0.9350652182378254
767.895314,0.9366683576535595
768.015843,0.9383699544546775
768.136373,0.9379524727215202
768.256903,0.9400107195561235
768.377432,0.9408806317440733
768.497962,0.9379843636477354
768.618492,0.9383699544546775
768.739021,0.9404300578425323
768.859551,0.9417193299715321
768.980081,0.9429783078063056
769.10061,0.9421705215823524
769.22114,0.9408806317440733
769.34167,0.9404620330080737
769.462199,0.942138488329187
769.582729,0.9438179320776318
769.703259,0.9438179320776318
769.823788,0.9438179320776318
769.944318,0.946732212817662
770.064848,0.948875196080489
770.185377,0.9476405644947672
770.305907,0.9459543186970103
770.426437,0.9467653490249909
770.546966,0.9492975395071876
770.667496,0.948485288506395
770.788026,0.9467975395940943
770.908555,0.9467653490249909
771.029085,0.9467653490249909
771.149615,0.9471867533608176
771.270144,0.948875196080489
771.390674,0.948485288506395
771.511203,0.9467975395940943
771.631733,0.94592215679693
771.752263,0.94592215679693
771.872792,0.9438509662833497
771.993322,0.9400755825335199
772.113852,0.9400436205070712
772.234381,0.9404620330080737
772.354911,0.9388204801503326
772.475441,0.9371180663866948
772.59597,0.9350334265608669
772.7165,0.9304964668050013
772.83703,0.9238902421019238
772.957559,0.9177080199595783
773.078089,0.911598160038087
773.198619,0.9003335258765078
773.319148,0.8864061720150417
773.439678,0.8715082043588445
773.560208,0.8534571013922331
773.680737,0.8353788035970946
773.801267,0.8184115103406616
773.921797,0.8028318413331733
774.042326,0.7921298092735738
774.162856,0.7878480796763312
774.283386,0.7871235927581118
774.403915,0.7979813920797529
774.524445,0.8188371949944566
774.644975,0.8429058598432154
774.765504,0.871177094156111
774.886034,0.8929006129394214
775.006564,0.9049713438840972
775.127093,0.9171740692866795
775.247623,0.9287134850078043
775.368153,0.9383061474672367
775.488682,0.9429462470888755
775.609212,0.9450797155185466
775.729741,0.9488429348722659
775.850271,0.9501760459778351
775.970801,0.9505666485960717
776.09133,0.952262068534381
776.21186,0.9535675616268515
776.33239,0.9544166145291963
776.452919,0.9548423792777577
776.573449,0.9548423792777577
776.693979,0.9544166145291963
776.814508,0.9552673786918926
776.935038,0.9561189012232608
777.055568,0.9565444688160718
777.176097,0.9548423792777577
777.296627,0.9527183113266343
777.417157,0.9531099590306796
777.537686,0.9505999190110014
777.658216,0.948485288506395
777.778746,0.9484530405548041
777.899275,0.947218958257912
778.019805,0.945112793887458
778.140335,0.9421705215823524
778.260864,0.9425587758121237
778.381394,0.9425908233553064
778.501924,0.9379843636477354
778.622453,0.9362834660592045
778.742983,0.9371180663866948
778.863513,0.9367002049191202
778.984042,0.9346174292523133
779.104572,0.9321234649015459
779.225102,0.9320917732425005
779.345631,0.9317087622378508
779.466161,0.930049935676979
779.586691,0.9304322647637876
779.70722,0.930049935676979
779.82775,0.9279819470454289
779.948279,0.9271239606243079
780.068809,0.9275366225972649
780.189339,0.9267429909711179
780.309868,0.924270039034351
780.430398,0.9230046560661237
780.550928,0.9234154845406292
780.671457,0.9246499920953997
780.791987,0.9246499920953997
780.912517,0.9246499920953997
781.033046,0.924238614387246
781.153576,0.923826495874489
781.274106,0.9218036860050928
781.394635,0.9201321297112037
781.515165,0.9229732744413081
781.635695,0.9234154845406292
781.756224,0.9221826251867085
781.876754,0.924238614387246
781.997284,0.9254742223784194
782.117813,0.9230360387579326
782.238343,0.9234154845406292
782.358873,0.9267114822450763
782.479402,0.9279494682456647
782.599932,0.9291900372508124
782.720462,0.9308473301065634
782.840991,0.931293312782008
782.961521,0.931293312782008
783.082051,0.9308789794538229
783.20258,0.9333369467281493
783.32311,0.9370852678283493
783.44364,0.9383699544546775
783.564169,0.9396244545332855
783.684699,0.9379843636477354
783.805229,0.9358669126068254
783.925758,0.9383380504185977
784.046288,0.9404620330080737
784.166817,0.9413003580978505
784.287347,0.9425587758121237
784.407877,0.9446592486059675
784.528406,0.9467653490249909
784.648936,0.9467653490249909
784.769466,0.948875196080489
784.889995,0.952262068534381
785.010525,0.9531423653201905
785.131055,0.9548089603793171
785.251584,0.9565444688160718
785.372114,0.9561189012232608
785.492644,0.957363621428678
785.613173,0.9624934673616095
785.733703,0.9638129870765157
785.854233,0.9617026228130777
785.974762,0.9608134591885512
786.095292,0.9612411163245457
786.215822,0.9637802179920327
786.336351,0.9672396363601363
786.456881,0.9715563585096174
786.577411,0.9716029943340767
786.69794,0.9694387337042015
786.81847,0.9715699603938495
786.939,0.9733184145719096
787.059529,0.9728980318260254
787.180059,0.9720228175029044
787.300589,0.9754649986334035
787.421118,0.9772409842351298
787.541648,0.9750768408124776
787.662178,0.9759196712532592
787.782707,0.9793952398473812
787.903237,0.9807349886499279
788.023767,0.9794353958754078
788.144296,0.9794158073633761
788.264826,0.9824567073258909
788.385355,0.9842316430802336
788.505885,0.9829382290756747
788.626415,0.9811852493366408
788.746944,0.983342299718654
788.867474,0.9855435131403139
788.988004,0.984686463154684
789.108533,0.9851119396030626
789.229063,0.9855504119690518
789.349593,0.9864220237288697
789.470122,0.989061267836142
789.590652,0.9895222777939312
789.711182,0.9886410061092544
789.831711,0.9895153511622299
789.952241,0.9895222777939312
790.072771,0.9899557834824203
790.1933,0.9912828168985055
790.31383,0.9904206768479431
790.43436,0.9886479266205189
790.554889,0.9912590263963872
790.675419,0.9939382470099143
790.795949,0.9908753842859902
790.916478,0.9895292044741192
791.037008,0.9912759770706664
791.157538,0.9912895576445789
791.278067,0.9921592006969475
791.398597,0.993053439670319
791.519127,0.9939314882528145
791.639656,0.9943878075231836
791.760186,0.9921898588899157
791.880716,0.9930364586016892
792.001245,0.9999183753314745
792.121775,1.0
792.242305,1.0
792.362834,1.0
792.483364,1.0
792.603893,1.0
792.724423,1.0
792.844953,1.0
792.965482,1.0
793.086012,1.0
793.206542,1.0
793.327071,1.0
793.447601,1.0
793.568131,1.0
793.68866,1.0
793.80919,1.0
793.92972,1.0
794.050249,1.0
794.170779,1.0
794.291309,1.0
794.411838,1.0
794.532368,1.0
794.652898,1.0
794.773427,1.0
794.893957,1.0
795.014487,1.0
795.135016,1.0
795.255546,1.0
795.376076,1.0
795.496605,1.0
795.617135,1.0
795.737665,1.0
795.858194,1.0
795.978724,1.0
796.099254,1.0
796.219783,1.0
796.340313,1.0
796.460843,1.0
796.581372,1.0
796.701902,1.0
796.822431,1.0
796.942961,1.0
797.063491,1.0
797.18402,1.0
797.30455,1.0
797.42508,1.0
797.545609,1.0
797.666139,1.0
797.786669,1.0
797.907198,1.0
798.027728,1.0
798.148258,1.0
798.268787,1.0
798.389317,1.0
798.509847,1.0
798.630376,1.0
798.750906,1.0
798.871436,1.0
798.991965,1.0
799.112495,1.0
799.233025,1.0
799.353554,1.0
799.474084,1.0
799.594614,1.0
799.715143,1.0
799.835673,1.0
799.956203,1.0
800.076732,1.0
800.197262,1.0
800.317792,1.0
800.438321,1.0
800.558851,1.0
800.679381,1.0
800.79991,1.0
800.92044,1.0
801.040969,1.0
801.161499,1.0
801.282029,1.0
801.402558,1.0
801.523088,1.0
801.643618,1.0
801.764147,1.0
801.884677,1.0
802.005207,1.0
802.125736,1.0
802.246266,1.0
802.366796,1.0
802.487325,1.0
802.607855,1.0
802.728385,1.0
802.848914,1.0
802.969444,1.0
803.089974,1.0
803.210503,1.0
803.331033,1.0
803.451563,1.0
803.572092,1.0
803.692622,1.0
803.813152,1.0
803.933681,1.0
804.054211,1.0
804.174741,1.0
804.29527,1.0
804.4158,1.0
804.53633,1.0
804.656859,1.0
804.777389,1.0
804.897919,1.0
805.018448,1.0
805.138978,1.0
805.259507,1.0
805.380037,1.0
805.500567,1.0
805.621096,1.0
805.741626,1.0
805.862156,1.0
805.982685,1.0
806.103215,1.0
806.223745,1.0
806.344274,1.0
806.464804,1.0
806.585334,1.0
806.705863,1.0
806.826393,1.0
806.946923,1.0
807.067452,1.0
807.187982,1.0
807.308512,1.0
807.429041,1.0
807.549571,1.0
807.670101,1.0
807.79063,1.0
807.91116,1.0
808.03169,1.0
808.152219,1.0
808.272749,1.0
808.393279,1.0
808.513808,1.0
808.634338,1.0
808.754868,1.0
808.875397,1.0
808.995927,1.0
809.116457,1.0
809.236986,1.0
809.357516,1.0
809.478045,1.0
809.598575,1.0
809.719105,1.0
809.839634,1.0
809.960164,1.0
810.080694,1.0
