nu,[0]PFC-14-PNNL(x-sec)-X=0.01-T=278.09K-P=1.0atm-L=15cm
570,0.9995664440125712
570.118602,0.999873238034977
570.237205,0.9983382821844619
570.355807,0.999643083709779
570.474409,0.999297676744514
570.593012,1.000371278906958
570.711614,1.0004613263782982
570.830217,0.9992189052134769
570.948819,0.9993557376261851
571.067421,0.9997539202825817
571.186024,0.9995809078436617
571.304626,0.999288263404736
571.423228,0.9992620724025867
571.541831,0.9994053069000792
571.660433,0.9997014345795286
571.779036,1.000160102815088
571.897638,0.9992834468469143
572.01624,0.999710082034338
572.134843,0.9995159371962208
572.253445,0.9996253002175044
572.372047,0.999741173501359
572.49065,0.9998887561880517
572.609252,0.9995749003804579
572.727855,0.9990850088599148
572.846457,0.9993957226491426
572.965059,0.9998563303214769
573.083662,0.999947877358432
573.202264,0.9991042514224907
573.320866,0.9992459944051896
573.439469,0.9996987753772494
573.558071,0.9996657258820466
573.676674,0.9995648746944861
573.795276,0.9994404366140178
573.913878,0.9994717695628471
574.032481,0.9993085591554683
574.151083,0.9994505110243939
574.269685,0.9999165874790178
574.388288,0.998476761307506
574.50689,1.0000288404158768
574.625493,0.9999404367739594
574.744095,1.0001105261075602
574.862697,1.0007513921537545
574.9813,0.9994435748619158
575.099902,0.9998052889586558
575.218504,0.9992460643524116
575.337107,0.9991029326057492
575.455709,0.9993086391001562
575.574311,0.9997690666692076
575.692914,0.9992283079076145
575.811516,0.9998540106574814
575.930119,0.9989758248257667
576.048721,1.0001395197319727
576.167323,0.9996468423748399
576.285926,0.9998035193048606
576.404528,0.9997117715458043
576.52313,0.9999362610314144
576.641733,0.9993293749695515
576.760335,0.9997926215058932
576.878938,0.9992551775180745
576.99754,0.9990702225112029
577.116142,1.000004288609196
577.234745,0.9996290388231184
577.353347,0.9996810508750902
577.471949,0.9991601029111797
577.590552,0.9997352650484831
577.709154,0.9996450330156927
577.827757,0.9994470129537268
577.946359,0.9992993056010546
578.064961,0.9998199362134299
578.183564,0.9996851795663559
578.302166,0.9990743986334611
578.420768,0.9993527295699419
578.539371,0.9996685049566275
578.657973,0.9997935413155281
578.776576,0.9998906559784934
578.895178,1.0000156811229475
579.01378,0.9994251452923165
579.132383,0.999545643251304
579.250985,0.9998336738337308
579.369587,0.9996212217545996
579.48819,0.9994187889686056
579.606792,0.9999527921143273
579.725395,0.9995665739562174
579.843997,0.9996287389344517
579.962599,0.9989713294446696
580.081202,0.999704753593801
580.199804,0.999367010422484
580.318406,0.9996278692578271
580.437009,1.0003547329028408
580.555611,0.9990992259407452
580.674213,0.9996817006679843
580.792816,0.999827784830735
580.911418,0.9995861556572033
581.030021,0.9995888745352444
581.148623,0.9992512004903823
581.267225,0.9989298729947249
581.385828,0.9991442363747262
581.50443,0.9996127949832191
581.623032,0.9993840797567937
581.741635,0.9991747107386673
581.860237,0.9996950365108211
581.97884,0.9993370498486228
582.097442,0.9995733510405631
582.216044,0.9991705242054001
582.334647,0.9997875125786506
582.453249,0.9998338638021468
582.571851,0.9994618848359261
582.690454,1.0002010302038638
582.809056,0.9991734118123876
582.927659,0.9992259996928893
583.046261,0.9994224968191907
583.164863,0.9996491415652216
583.283466,0.9989535479132616
