nu,[0]Trichloromethanol-HITRAN(x-sec)-X=0.01-T=295.0K-P=0.9211atm-L=15cm
1179.739534,0.9594625452422954
1180.22165,0.9618728592427953
1180.703767,0.9612776441809908
1181.185883,0.9596275869932608
1181.668,0.9593637256894297
1182.150117,0.9607490868432832
1182.632233,0.9634612595304148
1183.11435,0.9638255167267903
1183.596467,0.9613439746268134
1184.078583,0.9620710254622191
1184.5607,0.9644213449880967
1185.042817,0.9621037364331682
1185.524933,0.9615420318847837
1186.00705,0.9679614663379669
1186.489166,0.968493991575469
1186.971283,0.9684445996414037
1187.4534,0.9609470215417469
1187.935516,0.9587039104486249
1188.417633,0.9606837581265795
1188.89975,0.9595287504419703
1189.381866,0.9604196064156196
1189.863983,0.9603533397490032
1190.3461,0.9595613749740992
1190.828216,0.9632290933440172
1191.310333,0.96375901506047
1191.792449,0.962468442856778
1192.274566,0.9643885552197964
1192.756683,0.9659473010849658
1193.238799,0.9651179086283933
1193.720916,0.9642892283140322
1194.203033,0.95755128308872
1194.685149,0.9586713150697942
1195.167266,0.9660806110106889
1195.649383,0.9658478136366456
1196.131499,0.9591987293187059
1196.613616,0.9588026620370206
1197.095732,0.9569262062106753
1197.577849,0.9571568532182201
1198.059966,0.9560060858491544
1198.542082,0.9572228993196564
1199.024199,0.9556447838390854
1199.506316,0.9546266092829687
1199.988432,0.957880737392994
1200.470549,0.9651845040616047
1200.952666,0.9614756877734818
1201.434782,0.9554804270713523
1201.916899,0.9543641230589259
1202.399015,0.9514824851832099
1202.881132,0.9459060762569494
1203.363249,0.9511228927710581
1203.845365,0.9546266092829687
1204.327482,0.9499461311955192
1204.809599,0.9436008789153244
1205.291715,0.9410424771310375
1205.773832,0.9337925263105296
1206.255949,0.9292141965058499
1206.738065,0.928767351952061
1207.220182,0.9280970239414826
1207.702298,0.9295980412274858
1208.184415,0.9322213430038709
1208.666532,0.9257398715990818
1209.148648,0.9218663707869995
1209.630765,0.9160548831502607
1210.112882,0.9118452366168216
1210.594998,0.9118142344058172
1211.077115,0.9186087332547958
1211.559232,0.9167788524381658
1212.041348,0.912628848188061
1212.523465,0.9131628922569108
1213.005581,0.9127858338503293
1213.487698,0.9110932745236265
1213.969815,0.915142031563891
1214.451931,0.9183873752247953
1214.934048,0.918829225808825
1215.416165,0.9217078234066898
1215.898281,0.9255806580339259
1216.380398,0.9259630017942456
1216.862515,0.93055695104106
1217.344631,0.9323499984262255
1217.826748,0.9309087680577806
1218.308864,0.9271730994963896
1218.790981,0.9145757339335515
1219.273098,0.8975109124275235
1219.755214,0.8804606874735321
1220.237331,0.8596241673178877
1220.719448,0.8538156286602737
1221.201564,0.8859896590024199
1221.683681,0.9294381641142206
1222.165798,0.9388129696165336
1222.647914,0.9372333389979806
1223.130031,0.934916554687191
1223.612147,0.9311648031722112
1224.094264,0.9280339154895664
1224.576381,0.9274596402524009
1225.058497,0.918892627212729
1225.540614,0.9136022292601652
1226.022731,0.9066262378146525
1226.504847,0.9023074169199551
1226.986964,0.895753513852371
1227.469081,0.8945808450150142
1227.951197,0.8960043599530648
1228.433314,0.8955385588046839
1228.91543,0.8952609848776361
1229.397547,0.8985256729903055
1229.879664,0.8966497153923099
1230.36178,0.8972327271656143
1230.843897,0.9052564547600261
1231.326014,0.9087793077822306
1231.80813,0.9134761608514477
1232.290247,0.916905376649772
1232.772364,0.9173465142210213
1233.25448,0.9246906775901262
1233.736597,0.930652803343326
1234.218713,0.9340175974293509
1234.70083,0.9398781873884035
1235.182947,0.945353828380491
1235.665063,0.945581686108884
1236.14718,0.9461340670931196
1236.629297,0.9438924966395273
1237.111413,0.9409126222293878
1237.59353,0.9459391835489926
1238.075647,0.9486418014909647
1238.557763,0.9480215925832085
1239.03988,0.9489349771009243
1239.521996,0.9511228927710581
1240.004113,0.9539051842993547
1240.48623,0.9517108683845418
1240.968346,0.9479571293066891
1241.450463,0.9492937423246239
1241.93258,0.9492614668860705
1242.414696,0.9461662361982726
1242.896813,0.9498482917828224
1243.37893,0.9505999190110014
1243.861046,0.949750462447066
1244.343163,0.9511228927710581
1244.825279,0.9484786491326133
1245.307396,0.9413333041869372
1245.789513,0.9377808431235993
1246.271629,0.9392327128195691
1246.753746,0.9450617591745376
1247.235863,0.9436008789153244
1247.717979,0.9411394094981133
1248.200096,0.9380387683185472
1248.682213,0.9409126222293878
1249.164329,0.9464264676934177
1249.646446,0.9476964769374732
1250.128562,0.9443475624849661
1250.610679,0.947891722521327
1251.092796,0.9496849319259861
1251.574912,0.9490982079544368
1252.057029,0.9499793798919599
1252.539146,0.9507634362591515
1253.021262,0.9507957627655318
1253.503379,0.9483477681100312
1253.985496,0.9443475624849661
1254.467612,0.947598869227232
1254.949729,0.9456138364327642
1255.431845,0.9457764960009525
1255.913962,0.9527916734610125
1256.396079,0.9585725770094394
1256.878195,0.9556447838390854
1257.360312,0.954429976455333
1257.842429,0.9543641230589259
1258.324545,0.9544958343957812
1258.806662,0.9556113368569766
1259.288779,0.9505999190110014
1259.770895,0.9464264676934177
1260.253012,0.9482178533651634
1260.735128,0.9551193237227519
1261.217245,0.9543641230589259
1261.699362,0.9507301601212182
1262.181478,0.9498815370548236
1262.663595,0.9477286991654639
1263.145712,0.9497827545117512
1263.627828,0.9488695028463922
1264.109945,0.9488040331094276
1264.592062,0.9491959701045203
1265.074178,0.9586387207991877
1265.556295,0.9679246845011054
1266.038411,0.9684077994458254
1266.520528,0.971932423584259
1267.002645,0.9848213744413483
1267.484761,0.985854008247365
1267.966878,0.9721598823830192
1268.448995,0.9603197279703215
1268.931111,0.9523325385348104
1269.413228,0.9436008789153244
1269.895345,0.945353828380491
1270.377461,0.9492937423246239
1270.859578,0.9533158530175804
1271.341694,0.9568611374410161
1271.823811,0.9594625452422954
1272.305928,0.958770063300693
1272.788044,0.9574526603857182
1273.270161,0.9543641230589259
1273.752278,0.9581116144702759
1274.234394,0.9651179086283933
1274.716511,0.9704736768770573
1275.198628,0.9725838365070213
1275.680744,0.9655494127675405
1276.162861,0.9628977995217113
1276.644977,0.9667513036581598
1277.127094,0.9627321953425613
1277.609211,0.9595940006154811
1278.091327,0.9590337613249172
1278.573444,0.9590337613249172
1279.055561,0.9538727520744393
1279.537677,0.9516785107650994
1280.019794,0.9572879926899597
1280.501911,0.9617401299467518
1280.984027,0.9521040061505451
1281.466144,0.9424343662649273
1281.94826,0.9403313178703981
1282.430377,0.9373626861235087
1282.912494,0.9366215254064928
1283.39461,0.9380068755426045
1283.876727,0.9351418967294961
1284.358844,0.930781242292271
1284.84096,0.9331195045525588
1285.323077,0.9413012993986792
1285.805194,0.9343062534620169
1286.28731,0.9272046239176847
1286.769427,0.9277462695631867
1287.251543,0.9279698833585315
1287.73366,0.9252946977937258
1288.215777,0.9245954393551877
1288.697893,0.923039730909472
1289.18001,0.9152051785426146
1289.662127,0.9105613513879783
1290.144243,0.9054429567987572
1290.62636,0.8996765222381224
1291.108477,0.8883051123646291
1291.590593,0.8708896531454148
1292.07271,0.8515049207300222
1292.554826,0.8411207922605527
1293.036943,0.8422149603456514
1293.51906,0.8361058993970355
1294.001176,0.8207308952966618
1294.483293,0.8052520056957078
1294.96541,0.790547132859
1295.447526,0.7679965792084874
1295.929643,0.7448592534456235
1296.41176,0.7216752741905206
1296.893876,0.7013838267974954
1297.375993,0.6783852073130962
1297.858109,0.6532143169199199
1298.340226,0.6263913145892074
1298.822343,0.6023178397472174
1299.304459,0.5791753485624492
1299.786576,0.5590311963277745
1300.268693,0.5418153598853331
1300.750809,0.5233315902740334
1301.232926,0.4999485929228414
1301.715043,0.4792513884162828
1302.197159,0.46545027899995417
1302.679276,0.44957166728180165
1303.161392,0.4285962265976349
1303.643509,0.41812284586721266
1304.125626,0.4161165040987866
1304.607742,0.4131229626279358
1305.089859,0.41426061432929445
1305.571976,0.4169745876198098
1306.054092,0.41511487077686027
1306.536209,0.4109967385166467
1307.018326,0.3968368658495972
1307.500442,0.3789769097113981
1307.982559,0.36265620034268936
1308.464675,0.3495530292218648
1308.946792,0.33440581786542867
1309.428909,0.3086646087941154
1309.911025,0.272286624762553
1310.393142,0.23534564868584443
1310.875259,0.2030100081345892
1311.357375,0.18019782568530138
1311.839492,0.1778526287469448
1312.321609,0.19130237261983662
1312.803725,0.20804518235702046
1313.285842,0.2150037089657033
1313.767958,0.21288567381993817
1314.250075,0.2137602968345792
1314.732192,0.22577869164227254
1315.214308,0.24662162487102657
1315.696425,0.25921433791598497
1316.178542,0.26352685491707223
1316.660658,0.2721777318926739
1317.142775,0.2840230165257709
1317.624892,0.29276062013926646
1318.107008,0.2979290226120758
1318.589125,0.30134484667371036
1319.071241,0.3050742772672697
1319.553358,0.3133608114858032
1320.035475,0.32523736805229614
1320.517591,0.33577969624478055
1320.999708,0.3470452861200746
1321.481825,0.3586888426105563
1321.963941,0.3674382506093167
1322.446058,0.3766382881412775
1322.928175,0.39007743823182695
1323.410291,0.40748139654240856
1323.892408,0.4234753381490266
1324.374524,0.44221459751003206
1324.856641,0.48272410486143247
1325.338758,0.5508294752685378
1325.820874,0.5843763901942401
1326.302991,0.5291200157406083
1326.785108,0.49771880999008555
1327.267224,0.5158289813130553
1327.749341,0.5479945156621422
1328.231458,0.5754056549811305
1328.713574,0.5943006160573583
1329.195691,0.618474077445272
1329.677807,0.6431868538450459
1330.159924,0.6652183143145807
1330.642041,0.6918057990233248
1331.124157,0.722773054709125
1331.606274,0.7387911571023521
1332.088391,0.7472242037448417
1332.570507,0.761922831058938
1333.052624,0.779517609481419
1333.534741,0.7961401824798764
1334.016857,0.8127595253217412
1334.498974,0.831944123226307
1334.98109,0.8480548191971432
1335.463207,0.861750063412016
1335.945324,0.8776477164276918
1336.42744,0.8935437328761322
1336.909557,0.9061594455115131
1337.391674,0.919714484536943
1337.87379,0.9279698833585315
1338.355907,0.9269811945276434
1338.838024,0.9310046565990656
1339.32014,0.9462315239209708
1339.802257,0.9644551003258863
1340.284373,0.9789428637534958
1340.76649,0.9805859282605297
1341.248607,0.9821040686703868
1341.730723,0.9947755949235779
1342.21284,1.0
1342.694957,0.9989869135189644
1343.177073,0.9892966924323027
1343.65919,0.9846588923197092
1344.141307,0.9857258555563982
1344.623423,0.9922555440327284
1345.10554,1.0
1345.587656,0.9950252154339277
1346.069773,0.9893916694736012
1346.55189,0.9904156257153716
1347.034006,0.9973771457086967
1347.516123,0.9930811462477909
1347.99824,0.9783537175003307
1348.480356,0.9768618882826173
1348.962473,0.9808085465324627
1349.44459,0.9810508361649941
1349.926706,0.9807202777354304
1350.408823,0.9828330603117928
1350.890939,0.987332911566841
1351.373056,0.9814659084502912
1351.855173,0.9750407636367995
1352.337289,0.9763286672741971
1352.819406,0.976600124374488
1353.301523,0.9761675863336399
1353.783639,0.975335270415703
1354.265756,0.9778803088751895
1354.747873,0.9861054330747712
1355.229989,0.9922657643174664
1355.712106,0.9874622606504363
1356.194222,0.9826571489385346
1356.676339,0.983390484671862
1357.158456,0.9787539460119399
1357.640572,0.9722026583589086
1358.122689,0.9717983061641192
1358.604806,0.9758884423234446
1359.086922,0.9776114287629587
1359.569039,0.9863460721572156
1360.051156,0.9916657242570435
1360.533272,0.9842631389967441
1361.015389,0.9765561783576839
1361.497505,0.9780778606496398
1361.979622,0.9773426225825927
1362.461739,0.9765503190381918
1362.943855,0.9677485382383223
1363.425972,0.961575686444851
1363.908089,0.9695162919051846
1364.390205,0.9716078523611934
1364.872322,0.9708609731345965
1365.354439,0.974745371039656
1365.836555,0.9782529522569273
1366.318672,0.9796695089104154
1366.800788,0.9714378358639076
1367.282905,0.9626330390330785
1367.765022,0.9612776441809908
1368.247138,0.9613112894873266
1368.729255,0.9584738491185811
1369.211372,0.9631963441115836
1369.693488,0.9610796413812781
1370.175605,0.9577820807579464
1370.657722,0.9523982517470491
1371.139838,0.9505666485960717
1371.621955,0.9477618702504252
1372.104071,0.9395229805718884
1372.586188,0.9343062534620169
1373.068305,0.9303010830629832
1373.550421,0.9297895581495444
1374.032538,0.9393623358777234
1374.514655,0.941463217146703
1374.996771,0.9162115419292234
1375.478888,0.9071558621727962
1375.961004,0.9091847137523127
1376.443121,0.9043218076705933
1376.925238,0.897789183940232
1377.407354,0.8981932799877966
1377.889471,0.8960312404870695
1378.371588,0.8880564217514776
1378.853704,0.8907156840685062
1379.335821,0.8967393848472471
1379.817938,0.892954188583451
1380.300054,0.8867164684739597
1380.782171,0.8836183856418826
1381.264287,0.879527893612897
1381.746404,0.8791585694610805
1382.228521,0.8812182093524787
1382.710637,0.8758766574123323
1383.192754,0.8762621279388907
1383.674871,0.8807689026486571
1384.156987,0.8811917732027423
1384.639104,0.8856176214789878
1385.121221,0.8946792543203784
1385.603337,0.9035805677382099
1386.085454,0.9118452366168216
1386.56757,0.9215493032941843
1387.049687,0.9249450024945352
1387.531804,0.9249450024945352
1388.01392,0.9354954471832859
1388.496037,0.938393413996782
1388.978154,0.9300452854389262
1389.46027,0.918892627212729
1389.942387,0.9075305949208595
1390.424504,0.8957893447095374
1390.90662,0.8817030126763156
1391.388737,0.8682288039822696
1391.870853,0.8591772789519274
1392.35297,0.8564066133746593
1392.835087,0.8592030546569296
1393.317203,0.8634062129285338
1393.79932,0.8588250884715393
1394.281437,0.8452608508770466
1394.763553,0.8519137412010364
1395.24567,0.8653424105772716
1395.727787,0.8712816416801358
1396.209903,0.8772002302109981
1396.69202,0.8811300919374877
1397.174136,0.8866898673789239
1397.656253,0.8903238553761499
1398.13837,0.8907780363486953
1398.620486,0.8878788282270718
1399.102603,0.8832473438441448
1399.58472,0.8923471861394351
1400.066836,0.9038245674299753
1400.548953,0.9070007517826809
1401.03107,0.9075614514856455
1401.513186,0.9115635199661711
1401.995303,0.9166844290792511
1402.477419,0.9241822375512793
1402.959536,0.9275236371754467
1403.441653,0.9272686032439963
1403.923769,0.9290227980960828
1404.405886,0.9308771176977257
1404.888003,0.9237054825300766
1405.370119,0.9254853281357224
1405.852236,0.933696350633452
1406.334353,0.9380387683185472
1406.816469,0.9376842566710453
1407.298586,0.9400398603401096
1407.780702,0.9471100343409576
1408.262819,0.9476633081412377
1408.744936,0.941236351849737
1409.227052,0.9387162768604256
1409.709169,0.9444117803025961
1410.191286,0.946003509600535
1410.673402,0.9423373005241734
1411.155519,0.9428877862338612
1411.637636,0.9444117803025961
1412.119752,0.945516443223448
1412.601869,0.9497827545117512
1413.083985,0.9488372418317358
1413.566102,0.954233384129888
1414.048219,0.95755128308872
1414.530335,0.9555788466238605
1415.012452,0.9525944659962827
1415.494569,0.9494893169790406
1415.976685,0.9465570835582466
1416.458802,0.9490327224373641
1416.940919,0.9472075916986125
1417.423035,0.952725933103612
1417.905152,0.9593637256894297
1418.387268,0.9543975263877879
1418.869385,0.9350455820744229
1419.351502,0.9154880206396377
1419.833618,0.9332473506819424
1420.315735,0.9514824851832099
1420.797852,0.9511552314991676
1421.279968,0.9495871194154285
1421.762085,0.9473383153659924
1422.244202,0.9515148361376692
1422.726318,0.9557432203212126
1423.208435,0.9542009407463682
1423.690551,0.9438924966395273
1424.172668,0.9416242211222826
1424.654785,0.9505343298794406
1425.136901,0.9506645620033309
1425.619018,0.94844545296083
1426.101135,0.9534788839671953
1426.583251,0.9556772763141048
1427.065368,0.9529879687634674
1427.547485,0.9481846663210722
1428.029601,0.9494893169790406
1428.511718,0.9497827545117512
1428.993834,0.946817422551196
1429.475951,0.937813666027506
1429.958068,0.9382648629050152
1430.440184,0.9447367138403845
1430.922301,0.9488372418317358
1431.404418,0.9507957627655318
1431.886534,0.9521697035935053
1432.368651,0.9506645620033309
1432.850768,0.9529879687634674
1433.332884,0.9572879926899597
1433.815001,0.9567290997148619
1434.297117,0.9558741661119785
1434.779234,0.9597926571338488
1435.261351,0.9589675902783131
1435.743467,0.950828090371032
1436.225584,0.9294697655490218
1436.707701,0.9114067445238114
1437.189817,0.9330233981931524
1437.671934,0.9499793798919599
1438.154051,0.9520059444881739
1438.636167,0.9560720525449028
1439.118284,0.95906636902713
1439.6004,0.9584403031209204
1440.082517,0.9573214983560495
1440.564634,0.9583751313961719
1441.04675,0.9597264337252404
1441.528867,0.9600230350158009
1442.010984,0.9568611374410161
1442.4931,0.9629642417621093
1442.975217,0.9607164219296372
1443.457334,0.960650134783457
1443.93945,0.9721190525253922
1444.421567,0.9740291964183564
1444.903683,0.9651179086283933
1445.3858,0.9582754655652198
1445.867917,0.9554804270713523
1446.350033,0.9565320338188048
1446.83215,0.9589675902783131
1447.314267,0.9553485798700826
1447.796383,0.9475657038472066
1448.2785,0.9512208634744181
1448.760617,0.9552501840338284
1449.242733,0.9617401299467518
1449.72485,0.9603533397490032
1450.206966,0.9565320338188048
1450.689083,0.9601881731792985
1451.1712,0.9583090057934651
1451.653316,0.9528240689286299
1452.135433,0.9530861315795482
1452.61755,0.954036832298291
1453.099666,0.9546600217990092
1453.581783,0.9646210008701801
1454.0639,0.968011801642923
1454.546016,0.9593301485466341
1455.028133,0.9540692701020286
1455.510249,0.9514168351566842
1455.992366,0.9399430412207648
1456.474483,0.8977263408968883
1456.956599,0.8841575572877572
1457.438716,0.9236740770775662
1457.920833,0.934692201637509
1458.402949,0.9327342057668545
1458.885066,0.9329590217996881
1459.367183,0.9368791317452276
1459.849299,0.9487395166287614
1460.331416,0.9526601972821398
1460.813532,0.9506645620033309
1461.295649,0.9503385399745381
1461.777766,0.9555129139581466
1462.259882,0.9614103096495946
1462.741999,0.9614103096495946
1463.224116,0.9560720525449028
1463.706232,0.9481846663210722
1464.188349,0.9393942747401008
1464.670466,0.9238967093562539
1465.152582,0.930492744826578
1465.634699,0.9501095359824937
1466.116815,0.9538727520744393
1466.598932,0.9535770973501463
1467.081049,0.9544958343957812
1467.563165,0.9543975263877879
1468.045282,0.9524639694936557
1468.527399,0.9559076222932721
1469.009515,0.9549225894063953
1469.491632,0.9539385715650789
1469.973749,0.9539385715650789
1470.455865,0.9440227627922214
1470.937982,0.9377170761943671
1471.420098,0.9313249772929363
1471.902215,0.9212323448538284
1472.384332,0.9378774395250703
1472.866448,0.9387810505181944
1473.348565,0.9160228217904276
1473.830682,0.9247544834481567
1474.312798,0.9476633081412377
1474.794915,0.9514824851832099
1475.277032,0.9456138364327642
1475.759148,0.9377170761943671
1476.241265,0.9373626861235087
1476.723381,0.9469802891540012
1477.205498,0.9457112396740975
1477.687615,0.9421752324467374
1478.169731,0.9415922064430171
1478.651848,0.9415601928522322
1479.133965,0.9432442651873352
1479.616081,0.9416891954351281
1480.098198,0.9436980748113554
1480.580315,0.9423043192958299
1481.062431,0.93665337107973
1481.544548,0.9358491313044087
1482.026664,0.9439906665639254
1482.508781,0.9442824047511222
1482.990898,0.9386195940631584
1483.473014,0.9391040467517396
1483.955131,0.9405570244703956
1484.437248,0.9372652054732336
1484.919364,0.934692201637509
1485.401481,0.9337290305776199
1485.883598,0.9360746981247632
1486.365714,0.9396526436897568
1486.847831,0.9317413726152074
1487.329947,0.9273641168289957
1487.812064,0.9347239817126229
1488.294181,0.9348847680647073
1488.776297,0.9273641168289957
1489.258414,0.9179457371197912
1489.740531,0.9093101899004656
1490.222647,0.915299449530877
1490.704764,0.917504311391635
1491.186881,0.9247544834481567
1491.668997,0.9350773741646758
1492.151114,0.93642860124413
1492.63323,0.932477739126048
1493.115347,0.9325103764180667
1493.597464,0.9383615091630914
1494.07958,0.9392327128195691
1494.561697,0.9374592394525905
1495.043814,0.9330233981931524
1495.52593,0.9212645885501597
1496.008047,0.8938744052279091
1496.490164,0.9025239966885485
1496.97228,0.9279698833585315
1497.454397,0.9332156208114301
1497.936513,0.9330551215279845
1498.41863,0.9143562620950815
1498.900747,0.9057852789312341
1499.382863,0.9217078234066898
1499.86498,0.9331512311550628
1500.347097,0.9423043192958299
1500.829213,0.9500116797399705
1501.31133,0.943471614449731
1501.793447,0.9366215254064928
1502.275563,0.9384581653762446
1502.75768,0.9395878098941338
1503.239796,0.9379421553010662
1503.721913,0.94058994454235
1504.20403,0.9366861545214247
1504.686146,0.9275236371754467
1505.168263,0.9056294972608656
1505.65038,0.8880297804584465
1506.132496,0.9006306849686005
1506.614613,0.8837686135364509
1507.09673,0.8767442046682054
1507.578846,0.9086230111831849
1508.060963,0.9145446388872165
1508.543079,0.9109684632947812
1509.025196,0.9170621808755584
1509.507313,0.9148272768459484
1509.989429,0.9153937302295514
1510.471546,0.9199039652365996
1510.953663,0.9243726387028601
1511.435779,0.9237378127877413
1511.917896,0.9104675683986923
1512.400013,0.910498524822274
1512.882129,0.923991875618296
1513.364246,0.9258037498539965
1513.846362,0.9252308546621913
1514.328479,0.92427743322424
1514.810596,0.9198092200076433
1515.292712,0.9195563072492393
1515.774829,0.922689965136258
1516.256946,0.9171575603020137
1516.739062,0.9117194106563594
1517.221179,0.9054121722615661
1517.703296,0.9144815374841567
1518.185412,0.9258352277166122
1518.667529,0.9256759977516145
1519.149645,0.9185765825117731
1519.631762,0.9106241822888652
1520.113879,0.9054737423826403
1520.595995,0.8989660584556984
1521.078112,0.8714036296489295
1521.560229,0.8778671557855755
1522.042345,0.8938744052279091
1522.524462,0.8948582080660206
1523.006579,0.9095912101645396
1523.488695,0.9171575603020137
1523.970812,0.9136332922640282
1524.452928,0.9093411069725095
1524.935045,0.9011622138583357
1525.417162,0.8961835787463374
1525.899278,0.9067196251265114
1526.381395,0.912565878969999
1526.863512,0.910185367195935
1527.345628,0.9079980935478076
1527.827745,0.9178824010490495
1528.309862,0.9215806365031578
1528.791978,0.9145126303850075
1529.274095,0.913853504421963
1529.756211,0.9152362960476796
1530.238328,0.9147961732472998
1530.720445,0.9135391928811264
1531.202561,0.9143562620950815
1531.684678,0.9151731469219223
1532.166795,0.9140107007432197
1532.648911,0.9081542826517757
1533.131028,0.8999554651939405
1533.613145,0.8899855965843477
1534.095261,0.8935705395902171
1534.577378,0.908497629859152
1535.059494,0.9149846406704669
1535.541611,0.9141359287871467
1536.023728,0.9113438596279931
1536.505844,0.911688412723365
1536.987961,0.9097476733081326
1537.470078,0.9076240753862977
1537.952194,0.9042585073595931
1538.434311,0.8882429331830604
1538.916428,0.855465084036021
1539.398544,0.8650395937296091
1539.880661,0.8720312661843156
1540.362777,0.8730172184732335
1540.844894,0.9025239966885485
1541.327011,0.9028670209777775
1541.809127,0.8768406518352158
1542.291244,0.8778320418016284
1542.773361,0.901279372561288
1543.255477,0.9073119064005088
1543.737594,0.9080916221680843
1544.219711,0.9064703115117948
1544.701827,0.8962463137925507
1545.183944,0.8855024986713401
1545.66606,0.8976365727512807
1546.148177,0.9085603183583406
1546.630294,0.9132880041431186
1547.11241,0.9091228912937649
1547.594527,0.9078428391484403
1548.076644,0.9104357025914531
1548.55876,0.9097167424130682
1549.040877,0.9016579894017346
1549.522994,0.8931685233078491
1550.00511,0.889709743808796
1550.487227,0.898345985825023
1550.969343,0.9041409613942897
1551.45146,0.9079363517766903
1551.933577,0.9131939403230618
1552.415693,0.9150477767888442
1552.89781,0.9078737063297105
1553.379927,0.8966497153923099
1553.862043,0.8848032279456943
1554.34416,0.8758416230467279
1554.826277,0.8929274003596188
1555.308393,0.9025239966885485
1555.79051,0.900720752540401
1556.272626,0.9016579894017346
1556.754743,0.9039149544059918
1557.23686,0.8891316203857875
1557.718976,0.8709506175548645
1558.201093,0.8514453174717095
1558.68321,0.8577865385638945
1559.165326,0.884281348010926
1559.647443,0.8640885733336189
1560.12956,0.8431756328797491
1560.611676,0.8777091539181288
1561.093793,0.9056294972608656
1561.575909,0.9108737275009452
1562.058026,0.9092165357741762
1562.540143,0.9078428391484403
1563.022259,0.9101544214195315
1563.504376,0.9136963351361485
1563.986493,0.9136643563240512
1564.468609,0.9061277304859364
1564.950726,0.9042313800112847
1565.432843,0.9078110652051173
1565.914959,0.9129118069873471
1566.397076,0.9171575603020137
1566.879192,0.9122839396752617
1567.361309,0.9019916645839152
1567.843426,0.9000094641418044
1568.325542,0.9007838051998961
1568.807659,0.8999554651939405
1569.289776,0.8908760273220985
1569.771892,0.8809450740457394
1570.254009,0.8926506357662358
1570.736126,0.900693731323145
1571.218242,0.9069690073119001
1571.700359,0.9136643563240512
1572.182475,0.9130368844725165
1572.664592,0.9123468894388411
1573.146709,0.9125038266000335
1573.628825,0.9160228217904276
1574.110942,0.9187345912723289
1574.593059,0.9177245388526072
1575.075175,0.910592311000236
1575.557292,0.8903238553761499
1576.039409,0.8648666031105018
1576.521525,0.88540509875358
1577.003642,0.9023344865485051
1577.485758,0.9074679774701369
1577.967875,0.9206309765007752
1578.449992,0.9244040679068695
1578.932108,0.9163691438678133
1579.414225,0.9143242601859448
1579.896342,0.9179136095812273
1580.378458,0.9257713472897998
1580.860575,0.9278418323503508
1581.342691,0.9223098951704111
1581.824808,0.9170942786135962
1582.306925,0.9244364226154503
1582.789041,0.9264724215228163
1583.271158,0.9299178779624325
1583.753275,0.9309404194939659
1584.235391,0.9358809507158
1584.717508,0.937974983850998
1585.199625,0.9384581653762446
1585.681741,0.9369109861772292
1586.163858,0.938393413996782
1586.645974,0.939006385009376
1587.128091,0.9428877862338612
1587.610208,0.9418191575112752
1588.092324,0.9431150495744761
1588.574441,0.9449313496502356
1589.056558,0.9448992225305117
1589.538674,0.9465239546400817
1590.020791,0.9514168351566842
1590.502908,0.950861369936584
1590.985024,0.9511875713268125
1591.467141,0.9533158530175804
1591.949257,0.9607827136497884
1592.431374,0.9662535549180777
1592.913491,0.9601881731792985
1593.395607,0.9564000415058169
1593.877724,0.9590011547313474
1594.359841,0.9623029125206237
1594.841957,0.9647531630001985
1595.324074,0.9623356313758668
1595.806191,0.9563015373745917
1596.288307,0.962832324697513
1596.770424,0.972623713261786
1597.25254,0.9695531342242766
1597.734657,0.9677949912830219
1598.216774,0.9705707290972753
1598.69889,0.9752621230134837
1599.181007,0.9721297458937833
1599.663124,0.9647859651653742
1600.14524,0.9723329422439541
1600.627357,0.9732327663200057
1601.109474,0.9698362850774828
1601.59159,0.9756201098992051
1602.073707,0.9869222664957261
1602.555823,0.9913385285582982
1603.03794,0.9802623882912348
1603.520057,0.9707668041874703
1604.002173,0.9719392271350364
1604.48429,0.9663424543344407
1604.966407,0.9639913089733917
1605.448523,0.9731052811780768
1605.93064,0.9839856159241395
1606.412757,0.9730352201200604
1606.894873,0.961839194281862
1607.37699,0.9692671582332131
1607.859106,0.9815405026938787
1608.341223,0.9807006635260184
1608.82334,0.968870809024434
1609.305456,0.9532824875466238
1609.787573,0.9509916468680314
1610.26969,0.9548891677006492
1610.751806,0.9687671453939715
1611.233923,0.9688601515041512
1611.71604,0.9546600217990092
1612.198156,0.9524639694936557
1612.680273,0.9677185384986353
1613.162389,0.9726169049196224
1613.644506,0.9580455070496098
1614.126623,0.9546600217990092
1614.608739,0.9641561655820645
1615.090856,0.9604849171693963
1615.572973,0.9533158530175804
1616.055089,0.928767351952061
1616.537206,0.8869293059658708
1617.019323,0.9026774388101965
1617.501439,0.9350773741646758
1617.983556,0.9433734985039459
1618.465672,0.9469471454238995
1618.947789,0.9570247746861043
1619.429906,0.9673431365383877
1619.912022,0.9668682876432908
1620.394139,0.9670404055165276
1620.876256,0.9720461463304693
1621.358372,0.9724700508547404
1621.840489,0.9727414078514697
1622.322606,0.9781453503503925
1622.804722,0.973922059099411
1623.286839,0.9539051842993547
1623.768955,0.9634612595304148
1624.251072,0.9860472545705026
1624.733189,0.9838468837331434
1625.215305,0.9911102495825043
1625.697422,1.0
1626.179539,0.9959866750010838
1626.661655,0.9865699981302317
1627.143772,1.0
1627.625889,0.9877437275018428
1628.108005,0.9761138985928179
1628.590122,1.0
1629.072238,1.0
1629.554355,0.9892521750827911
1630.036472,0.9947551027573925
1630.518588,0.9984019781987464
1631.000705,0.9798047126314872
1631.482822,0.9889762122245518
