nu,[0]3-3-3-Trifluoropropan-1-ol-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.0atm-L=15cm
1375.478962,0.9999259017454113
1375.961079,0.9999261697255889
1376.443195,0.9999263397130521
1376.925312,0.9999264607041466
1377.407429,0.999926728684474
1377.889545,0.9999270926578695
1378.371662,0.9999273356401825
1378.853779,0.9999274576313248
1379.335895,0.9999273846366231
1379.818012,0.9999270686596196
1380.300129,0.9999265097005444
1380.782245,0.9999257317580225
1381.264362,0.9999247358324895
1381.746479,0.999923933893173
1382.228595,0.999924200872899
1382.710712,0.9999258537489691
1383.192829,0.9999282595734674
1383.674946,0.9999305684104843
1384.157062,0.9999325122773988
1384.639179,0.9999340671736643
1385.121296,0.9999350881068682
1385.603412,0.9999357200660435
1386.085529,0.9999362790302673
1386.567646,0.9999368379948035
1387.049762,0.9999372999657293
1387.531879,0.9999379559248133
1388.013996,0.9999390248590595
1388.496112,0.9999402887827857
1388.978229,0.9999415527081095
1389.460346,0.999942937628119
1389.942462,0.9999443715473197
1390.424579,0.9999458054685767
1390.906696,0.9999472143932092
1391.388813,0.9999486483185427
1391.870929,0.9999502282386552
1392.353046,0.999951905156594
1392.835163,0.9999535820773451
1393.317279,0.9999550890085288
1393.799396,0.9999564009504662
1394.281513,0.9999576398972145
1394.763629,0.9999590988364754
1395.245746,0.9999606297750276
1395.727863,0.9999619907223709
1396.209979,0.9999631816778111
1396.692096,0.9999642016407766
1397.174213,0.9999650766098358
1397.65633,0.9999659275804781
1398.138446,0.9999667775518778
1398.620563,0.9999674095310809
1399.10268,0.9999678715161308
1399.584796,0.9999684794967815
1400.066913,0.9999692084740688
1400.54903,0.9999697914562873
1401.031146,0.9999702044438964
1401.513263,0.9999706904295339
1401.99538,0.9999712984118985
1402.477496,0.9999719543932853
1402.959613,0.9999724893784241
1403.44173,0.9999729263664975
1403.923846,0.9999732663573502
1404.405963,0.9999735343502215
1404.88808,0.9999737523444757
1405.370197,0.9999740443368541
1405.852313,0.9999743843280869
1406.33443,0.9999747733181981
1406.816547,0.9999751623084606
1407.298663,0.9999754293018646
1407.78078,0.9999756482965075
1408.262897,0.999975918289969
1408.745013,0.9999762192827657
1409.22713,0.9999765302754183
1409.709247,0.9999768802672652
1410.191363,0.9999772742582336
1410.67348,0.9999776922488216
1411.155597,0.9999781002398033
1411.637714,0.9999784672318334
1412.11983,0.9999787862250153
1412.601947,0.9999790922185707
1413.084064,0.9999793712127764
1413.56618,0.9999796312074467
1414.048297,0.9999799432011403
1414.530414,0.9999802491950497
1415.01253,0.9999804651908069
1415.494647,0.9999806671868813
1415.976764,0.9999809021823657
1416.45888,0.9999810751790766
1416.940997,0.9999811211782071
1417.423114,0.9999811531776036
1417.90523,0.9999812481758177
1418.387347,0.9999811771771515
1418.869464,0.9999807831846453
1419.351581,0.9999805531890916
1419.833697,0.9999809561813359
1420.315814,0.9999815251706617
1420.797931,0.9999816701679934
1421.280047,0.9999815301705695
1421.762164,0.9999813861732394
1422.244281,0.9999813081746943
1422.726397,0.9999812011767001
1423.208514,0.9999810071803659
1423.690631,0.999980754185203
1424.172747,0.9999805311895198
1424.654864,0.9999803341933745
1425.136981,0.9999800541989201
1425.619097,0.9999796972061045
1426.101214,0.999979342213375
1426.583331,0.9999790022204564
1427.065448,0.999978572229578
1427.547564,0.999978037241185
1428.029681,0.9999774682538436
1428.511798,0.999976922266295
1428.993914,0.9999763462797536
1429.476031,0.9999756242970923
1429.958148,0.999974943313924
1430.440264,0.9999744093274469
1430.922381,0.999973923340002
1431.404498,0.999973364354735
1431.886614,0.9999727803704609
1432.368731,0.9999722703844729
1432.850848,0.9999718083973907
1433.332965,0.9999714444077187
1433.815081,0.9999712014146872
1434.297198,0.9999709824210181
1434.779315,0.9999707874266955
1435.261431,0.9999706174316761
1435.743548,0.9999703264402687
1436.225665,0.9999696454607083
1436.707781,0.999969062478575
1437.189898,0.9999690134800922
1437.672015,0.9999689404823568
1438.154131,0.9999681635067919
1438.636248,0.999966899547832
1439.118365,0.9999655625929811
1439.600481,0.9999646146260771
1440.082598,0.9999644696312185
1440.564715,0.9999650286115133
1441.046832,0.9999657815854633
1441.528948,0.9999664865615878
1442.011065,0.9999669965446261
1442.493182,0.9999671665390298
1442.975298,0.999967118540607
1443.457415,0.999967118540607
1443.939532,0.9999673855318634
1444.421648,0.9999679445137881
1444.903765,0.9999686004929749
1445.385882,0.9999692564725919
1445.867998,0.9999699134526092
1446.350115,0.9999705694330876
1446.832232,0.9999709824210181
1447.314348,0.9999709584217148
1447.796465,0.9999708604245656
1448.278582,0.9999715174056368
1448.760699,0.9999729023671475
1449.242815,0.9999744823255814
1449.724932,0.9999759032903304
1450.207049,0.9999771042621114
1450.689165,0.9999782732360295
1451.171282,0.9999794932102671
1451.653399,0.9999805401893446
1452.135515,0.9999812941749562
1452.617632,0.9999819211634241
1453.099749,0.9999825311525821
1453.581865,0.9999831821414218
1454.063982,0.9999838721300555
1454.546099,0.9999845261197218
1455.028216,0.9999851921096379
1455.510332,0.9999859140992072
1455.992449,0.9999863710928744
1456.474566,0.9999865680902089
1456.956682,0.999987367079796
1457.438799,0.9999888350623284
1457.920916,0.9999900405495956
1458.403032,0.9999908571417961
1458.885149,0.9999916980344615
1459.367266,0.9999925510277438
1459.849382,0.9999933725219619
1460.331499,0.9999940822175102
1460.813616,0.999994595014607
1461.295732,0.9999949328128382
1461.777849,0.9999952341113569
1462.259966,0.9999955379099551
1462.742083,0.9999958271087065
1463.224199,0.9999960750077028
1463.706316,0.9999962184071503
1464.188433,0.999996053107789
1464.670549,0.9999957542090134
1465.152666,0.9999958952084247
1465.634783,0.999996415306425
1466.116899,0.9999967118054062
1466.599016,0.9999966680055511
1467.081133,0.9999965514059465
1467.563249,0.9999965101060897
1468.045366,0.9999965052061068
1468.527483,0.9999964517062953
1469.009599,0.9999963181067781
1469.491716,0.9999961698073352
1469.973833,0.9999960847076648
1470.45595,0.9999960216079138
1470.938066,0.9999958368086661
1471.420183,0.9999953921106164
1471.9023,0.9999950105124475
1472.384416,0.9999950737121341
1472.866533,0.9999951758116364
1473.34865,0.999995071312146
1473.830766,0.9999952438113107
1474.312883,0.9999956837093152
1474.795,0.999995948608207
1475.277116,0.9999959268082955
1475.759233,0.9999956667093888
1476.24135,0.9999954018105717
1476.723467,0.9999953702107175
1477.205583,0.9999953022110346
1477.6877,0.9999950300123505
1478.169817,0.9999948720131482
1478.651933,0.9999950203123987
1479.13405,0.9999952560112527
1479.616167,0.99999538481065
1480.098283,0.9999954456103712
1480.5804,0.9999954990101295
1481.062517,0.9999955792097717
1481.544633,0.9999956570094308
1482.02675,0.9999957251091374
1482.508867,0.9999957178091686
1482.990983,0.999995615709611
1483.4731,0.999995435810416
1483.955217,0.9999953022110346
1484.437334,0.9999953386108643
1484.91945,0.999995486910184
1485.401567,0.9999955501099008
1485.883684,0.9999955039101075
1486.3658,0.999995435810416
1486.847917,0.9999953386108643
1487.330034,0.9999953508108075
1487.81215,0.9999955938097073
1488.294267,0.9999958417086457
1488.776384,0.9999958927084349
1489.2585,0.9999958053087977
1489.740617,0.9999957445090546
1490.222734,0.9999957688089515
1490.70485,0.9999959073083751
1491.186967,0.9999962670069676
1491.669084,0.9999967191053821
1492.151201,0.9999969864045409
1492.633317,0.999997103104196
1493.115434,0.9999971808039739
1493.597551,0.9999972756037112
1494.079667,0.9999974117033497
1494.561784,0.9999975065031088
1495.043901,0.999997460303225
1495.526017,0.9999971079041822
1496.008134,0.9999966437056323
1496.490251,0.9999966948054622
1496.972367,0.9999972124038854
1497.454484,0.9999975405030246
1497.936601,0.9999974457032622
1498.418718,0.9999972027039125
1498.900834,0.9999972464037912
1499.382951,0.9999975915029005
1499.865068,0.9999978880022302
1500.347184,0.9999980023019954
1500.829301,0.999997992502015
1501.311418,0.9999979561020887
1501.793534,0.999997992502015
1502.275651,0.9999980873018293
1502.757768,0.9999981505017104
1503.239884,0.9999981554017012
1503.722001,0.9999981578016969
1504.204118,0.9999981578016969
1504.686234,0.999997919602164
1505.168351,0.9999973534035023
1505.650468,0.9999971103041752
1506.132585,0.9999972853036848
1506.614701,0.9999971468040704
1507.096818,0.9999970666043024
1507.578935,0.9999975745029416
1508.061051,0.9999980436019138
1508.543168,0.9999982064016085
1509.025285,0.9999983304013937
1509.507401,0.9999983620013415
1509.989518,0.9999983668013337
1510.471635,0.9999984981011278
1510.953751,0.9999986366009295
1511.435868,0.9999985904009935
1511.917985,0.9999983960012864
1512.400102,0.9999983765013178
1512.882218,0.9999986001009799
1513.364335,0.9999987460007863
1513.846452,0.9999987946007265
1514.328568,0.9999988213006946
1514.810685,0.9999988018007179
1515.292802,0.9999988310006833
1515.774918,0.9999988820006249
1516.257035,0.9999987654007622
1516.739152,0.9999984835011498
1517.221268,0.999998325501402
1517.703385,0.9999985588010385
1518.185502,0.9999989987005014
1518.667618,0.9999992295902967
1519.149735,0.9999992223003024
1519.631852,0.9999990521704492
1520.113969,0.9999987751007502
1520.596085,0.9999983036014389
1521.078202,0.9999978540023027
1521.560319,0.9999980800018432
1522.042435,0.9999986196009527
1522.524552,0.9999987848007383
1523.006669,0.999998959800541
1523.488785,0.9999993170802332
1523.970902,0.999999504210123
1524.453019,0.9999994045701772
1524.935135,0.9999990691804332
1525.417252,0.9999988529006579
1525.899369,0.9999990862004176
1526.381485,0.9999994045701772
1526.863602,0.9999994288701631
1527.345719,0.9999993948501831
1527.827836,0.9999994458901535
1528.309952,0.9999994483201522
1528.792069,0.9999994677601416
1529.274186,0.9999995698300925
1529.756302,0.9999996403100647
1530.238419,0.9999996451700629
1530.720536,0.9999996038600785
1531.202652,0.9999995625400957
1531.684769,0.9999996135800746
1532.166886,0.9999996208700719
1532.649002,0.9999993802701921
1533.131119,0.9999989987005014
1533.613236,0.9999987946007265
1534.095353,0.9999989720005283
1534.577469,0.9999993146502348
1535.059586,0.9999994993501253
1535.541703,0.9999995649700947
1536.023819,0.9999996621800571
1536.505936,0.9999997132200411
1536.988053,0.9999996670500554
1537.470169,0.999999623300071
1537.952286,0.9999994337301603
1538.434403,0.9999987678007591
1538.916519,0.999998099501806
1539.398636,0.9999981505017104
1539.880753,0.9999983936012903
1540.362869,0.9999985588010385
1540.844986,0.999998979300521
1541.327103,0.9999989987005014
1541.80922,0.9999984859011463
1542.291336,0.9999985029011207
1542.773453,0.9999991153603913
1543.25557,0.9999994774801365
1543.737686,0.9999995212301146
1544.219803,0.9999994750501378
1544.70192,0.9999992004203196
1545.184036,0.9999989866005135
1545.666153,0.9999991858403314
1546.14827,0.9999995188001157
1546.630386,0.9999996767700522
1547.112503,0.9999996816300507
1547.59462,0.9999996840600499
1548.076736,0.9999997375200345
1548.558853,0.9999997662300273
1549.04097,0.9999996719100538
1549.523087,0.9999994750501378
1550.005203,1.0
1550.48732,1.0
1550.969437,1.0
1551.451553,1.0
1551.93367,1.0
1552.415787,1.0
1552.897903,1.0
1553.38002,1.0
1553.862137,1.0
1554.344253,1.0
1554.82637,1.0
1555.308487,1.0
1555.790604,1.0
1556.27272,1.0
1556.754837,1.0
1557.236954,1.0
1557.71907,1.0
1558.201187,1.0
1558.683304,1.0
1559.16542,1.0
1559.647537,1.0
1560.129654,1.0
1560.61177,1.0
1561.093887,1.0
1561.576004,1.0
1562.05812,1.0
1562.540237,1.0
1563.022354,1.0
1563.504471,1.0
1563.986587,1.0
1564.468704,1.0
1564.950821,1.0
1565.432937,1.0
1565.915054,1.0
1566.397171,1.0
1566.879287,1.0
1567.361404,1.0
1567.843521,1.0
1568.325637,1.0
1568.807754,1.0
1569.289871,1.0
1569.771987,1.0
1570.254104,1.0
1570.736221,1.0
1571.218338,1.0
1571.700454,1.0
1572.182571,1.0
1572.664688,1.0
1573.146804,1.0
1573.628921,1.0
1574.111038,1.0
1574.593154,1.0
1575.075271,1.0
1575.557388,1.0
1576.039504,1.0
1576.521621,1.0
1577.003738,1.0
1577.485855,1.0
1577.967971,1.0
1578.450088,1.0
1578.932205,1.0
1579.414321,1.0
1579.896438,1.0
1580.378555,1.0
1580.860671,1.0
1581.342788,1.0
1581.824905,1.0
1582.307021,1.0
1582.789138,1.0
1583.271255,1.0
1583.753371,1.0
1584.235488,1.0
1584.717605,1.0
1585.199722,1.0
1585.681838,1.0
1586.163955,1.0
1586.646072,1.0
1587.128188,1.0
1587.610305,1.0
1588.092422,1.0
1588.574538,1.0
1589.056655,1.0
1589.538772,1.0
1590.020888,1.0
1590.503005,1.0
1590.985122,1.0
1591.467238,1.0
1591.949355,1.0
1592.431472,1.0
1592.913589,1.0
1593.395705,1.0
1593.877822,1.0
1594.359939,1.0
1594.842055,1.0
1595.324172,1.0
1595.806289,1.0
1596.288405,1.0
1596.770522,1.0
1597.252639,1.0
1597.734755,1.0
1598.216872,1.0
1598.698989,1.0
1599.181106,1.0
1599.663222,1.0
1600.145339,1.0
1600.627456,1.0
1601.109572,1.0
1601.591689,1.0
1602.073806,1.0
1602.555922,1.0
1603.038039,1.0
1603.520156,1.0
1604.002272,1.0
1604.484389,1.0
1604.966506,1.0
1605.448622,1.0
1605.930739,1.0
1606.412856,1.0
1606.894973,1.0
1607.377089,1.0
1607.859206,1.0
1608.341323,1.0
1608.823439,1.0
1609.305556,1.0
1609.787673,1.0
1610.269789,1.0
1610.751906,1.0
1611.234023,1.0
1611.716139,1.0
1612.198256,1.0
1612.680373,1.0
1613.162489,1.0
1613.644606,1.0
1614.126723,1.0
1614.60884,1.0
1615.090956,1.0
1615.573073,1.0
1616.05519,1.0
1616.537306,1.0
1617.019423,1.0
1617.50154,1.0
1617.983656,1.0
1618.465773,1.0
1618.94789,1.0
1619.430006,1.0
1619.912123,1.0
1620.39424,1.0
1620.876357,1.0
1621.358473,1.0
1621.84059,1.0
1622.322707,1.0
1622.804823,1.0
1623.28694,1.0
1623.769057,1.0
1624.251173,1.0
1624.73329,1.0
1625.215407,1.0
1625.697523,1.0
1626.17964,1.0
1626.661757,1.0
1627.143873,1.0
1627.62599,1.0
1628.108107,1.0
1628.590224,1.0
1629.07234,1.0
1629.554457,1.0
1630.036574,1.0
1630.51869,1.0
1631.000807,1.0
1631.482924,1.0
1631.96504,1.0
1632.447157,1.0
1632.929274,1.0
1633.41139,1.0
1633.893507,1.0
1634.375624,1.0
1634.857741,1.0
1635.339857,1.0
1635.821974,1.0
1636.304091,1.0
1636.786207,1.0
1637.268324,1.0
1637.750441,1.0
1638.232557,1.0
1638.714674,1.0
1639.196791,1.0
1639.678907,1.0
1640.161024,1.0
1640.643141,1.0
1641.125257,1.0
1641.607374,1.0
1642.089491,1.0
1642.571608,1.0
1643.053724,1.0
1643.535841,1.0
1644.017958,1.0
1644.500074,1.0
1644.982191,1.0
1645.464308,1.0
1645.946424,1.0
1646.428541,1.0
1646.910658,1.0
1647.392774,1.0
1647.874891,1.0
1648.357008,1.0
1648.839124,1.0
1649.321241,1.0
1649.803358,1.0
1650.285475,1.0
1650.767591,1.0
1651.249708,1.0
1651.731825,1.0
1652.213941,1.0
1652.696058,1.0
1653.178175,1.0
1653.660291,1.0
1654.142408,1.0
1654.624525,1.0
1655.106641,1.0
1655.588758,1.0
1656.070875,1.0
1656.552992,1.0
1657.035108,1.0
1657.517225,1.0
1657.999342,1.0
1658.481458,1.0
1658.963575,1.0
1659.445692,1.0
1659.927808,1.0
1660.409925,1.0
1660.892042,1.0
1661.374158,1.0
1661.856275,1.0
1662.338392,1.0
1662.820508,1.0
1663.302625,1.0
1663.784742,1.0
1664.266859,1.0
1664.748975,1.0
1665.231092,1.0
1665.713209,1.0
1666.195325,1.0
1666.677442,1.0
1667.159559,1.0
1667.641675,1.0
1668.123792,1.0
1668.605909,1.0
1669.088025,1.0
1669.570142,1.0
1670.052259,1.0
1670.534375,1.0
1671.016492,1.0
1671.498609,1.0
1671.980726,1.0
1672.462842,1.0
1672.944959,1.0
1673.427076,1.0
1673.909192,1.0
1674.391309,1.0
1674.873426,1.0
1675.355542,1.0
1675.837659,1.0
1676.319776,1.0
1676.801892,1.0
1677.284009,1.0
1677.766126,1.0
1678.248243,1.0
1678.730359,1.0
1679.212476,1.0
1679.694593,1.0
1680.176709,1.0
1680.658826,1.0
1681.140943,1.0
1681.623059,1.0
1682.105176,1.0
1682.587293,1.0
1683.069409,1.0
1683.551526,1.0
1684.033643,1.0
1684.515759,1.0
1684.997876,1.0
1685.479993,1.0
1685.96211,1.0
1686.444226,1.0
1686.926343,1.0
1687.40846,1.0
1687.890576,1.0
1688.372693,1.0
1688.85481,1.0
1689.336926,1.0
1689.819043,1.0
1690.30116,1.0
1690.783276,1.0
1691.265393,1.0
1691.74751,1.0
1692.229626,1.0
1692.711743,1.0
1693.19386,1.0
1693.675977,1.0
1694.158093,1.0
1694.64021,1.0
1695.122327,1.0
1695.604443,1.0
1696.08656,1.0
1696.568677,1.0
1697.050793,1.0
1697.53291,1.0
1698.015027,1.0
1698.497143,1.0
1698.97926,1.0
1699.461377,1.0
1699.943494,1.0
1700.42561,1.0
1700.907727,1.0
1701.389844,1.0
1701.87196,1.0
1702.354077,1.0
1702.836194,1.0
1703.31831,1.0
1703.800427,1.0
1704.282544,1.0
1704.76466,1.0
1705.246777,1.0
1705.728894,1.0
1706.21101,1.0
1706.693127,1.0
1707.175244,1.0
1707.657361,1.0
1708.139477,1.0
1708.621594,1.0
1709.103711,1.0
1709.585827,1.0
1710.067944,1.0
1710.550061,1.0
1711.032177,1.0
1711.514294,1.0
1711.996411,1.0
1712.478527,1.0
1712.960644,1.0
1713.442761,1.0
1713.924877,1.0
1714.406994,1.0
1714.889111,1.0
1715.371228,1.0
1715.853344,1.0
1716.335461,1.0
1716.817578,1.0
1717.299694,1.0
1717.781811,1.0
1718.263928,1.0
1718.746044,1.0
1719.228161,1.0
1719.710278,1.0
1720.192394,1.0
1720.674511,1.0
1721.156628,1.0
1721.638745,1.0
1722.120861,1.0
1722.602978,1.0
1723.085095,1.0
1723.567211,1.0
1724.049328,1.0
1724.531445,1.0
1725.013561,1.0
1725.495678,1.0
1725.977795,1.0
1726.459911,1.0
1726.942028,1.0
1727.424145,1.0
1727.906261,1.0
1728.388378,1.0
1728.870495,1.0
1729.352612,1.0
1729.834728,1.0
1730.316845,1.0
1730.798962,1.0
1731.281078,1.0
1731.763195,1.0
1732.245312,1.0
1732.727428,1.0
1733.209545,1.0
1733.691662,1.0
1734.173778,1.0
1734.655895,1.0
1735.138012,1.0
1735.620129,1.0
1736.102245,1.0
1736.584362,1.0
1737.066479,1.0
1737.548595,1.0
1738.030712,1.0
1738.512829,1.0
1738.994945,1.0
1739.477062,1.0
1739.959179,1.0
1740.441295,1.0
1740.923412,1.0
1741.405529,1.0
1741.887645,1.0
1742.369762,1.0
1742.851879,1.0
1743.333996,1.0
1743.816112,1.0
1744.298229,1.0
1744.780346,1.0
1745.262462,1.0
1745.744579,1.0
1746.226696,1.0
1746.708812,1.0
1747.190929,1.0
1747.673046,1.0
1748.155162,1.0
1748.637279,1.0
1749.119396,1.0
1749.601512,1.0
1750.083629,1.0
1750.565746,1.0
1751.047863,1.0
1751.529979,1.0
1752.012096,1.0
1752.494213,1.0
1752.976329,1.0
1753.458446,1.0
1753.940563,1.0
1754.422679,1.0
1754.904796,1.0
1755.386913,1.0
1755.869029,1.0
1756.351146,1.0
1756.833263,1.0
1757.31538,1.0
1757.797496,1.0
1758.279613,1.0
1758.76173,1.0
1759.243846,1.0
1759.725963,1.0
1760.20808,1.0
1760.690196,1.0
1761.172313,1.0
1761.65443,1.0
1762.136546,1.0
1762.618663,1.0
1763.10078,1.0
1763.582896,1.0
1764.065013,1.0
1764.54713,1.0
1765.029247,1.0
1765.511363,1.0
1765.99348,1.0
1766.475597,1.0
1766.957713,1.0
1767.43983,1.0
1767.921947,1.0
1768.404063,1.0
1768.88618,1.0
1769.368297,1.0
1769.850413,1.0
1770.33253,1.0
1770.814647,1.0
1771.296763,1.0
1771.77888,1.0
1772.260997,1.0
1772.743114,1.0
1773.22523,1.0
1773.707347,1.0
1774.189464,1.0
1774.67158,1.0
1775.153697,1.0
1775.635814,1.0
1776.11793,1.0
1776.600047,1.0
1777.082164,1.0
1777.56428,1.0
1778.046397,1.0
1778.528514,1.0
1779.010631,1.0
1779.492747,1.0
1779.974864,1.0
1780.456981,1.0
1780.939097,1.0
1781.421214,1.0
1781.903331,1.0
1782.385447,1.0
1782.867564,1.0
1783.349681,1.0
1783.831797,1.0
1784.313914,1.0
1784.796031,1.0
1785.278147,1.0
1785.760264,1.0
1786.242381,1.0
1786.724498,1.0
1787.206614,1.0
1787.688731,1.0
1788.170848,1.0
1788.652964,1.0
1789.135081,1.0
1789.617198,1.0
1790.099314,1.0
1790.581431,1.0
1791.063548,1.0
1791.545664,1.0
1792.027781,1.0
1792.509898,1.0
1792.992014,1.0
1793.474131,1.0
1793.956248,1.0
1794.438365,1.0
1794.920481,1.0
1795.402598,1.0
1795.884715,1.0
1796.366831,1.0
1796.848948,1.0
1797.331065,1.0
1797.813181,1.0
1798.295298,1.0
1798.777415,1.0
1799.259531,1.0
1799.741648,1.0
1800.223765,1.0
1800.705882,1.0
1801.187998,1.0
1801.670115,1.0
1802.152232,1.0
1802.634348,1.0
1803.116465,1.0
1803.598582,1.0
1804.080698,1.0
1804.562815,1.0
1805.044932,1.0
1805.527048,1.0
1806.009165,1.0
1806.491282,1.0
1806.973398,1.0
1807.455515,1.0
1807.937632,1.0
1808.419749,1.0
1808.901865,1.0
1809.383982,1.0
1809.866099,1.0
1810.348215,1.0
1810.830332,1.0
1811.312449,1.0
1811.794565,1.0
1812.276682,1.0
1812.758799,1.0
1813.240915,1.0
1813.723032,1.0
1814.205149,1.0
1814.687265,1.0
1815.169382,1.0
1815.651499,1.0
1816.133616,1.0
1816.615732,1.0
1817.097849,1.0
1817.579966,1.0
1818.062082,1.0
1818.544199,1.0
1819.026316,1.0
1819.508432,1.0
1819.990549,1.0
1820.472666,1.0
1820.954782,1.0
1821.436899,1.0
1821.919016,1.0
1822.401133,1.0
1822.883249,1.0
1823.365366,1.0
1823.847483,1.0
1824.329599,1.0
1824.811716,1.0
1825.293833,1.0
1825.775949,1.0
1826.258066,1.0
1826.740183,1.0
1827.222299,1.0
1827.704416,1.0
1828.186533,1.0
1828.668649,1.0
1829.150766,1.0
1829.632883,1.0
1830.115,1.0
1830.597116,1.0
1831.079233,1.0
1831.56135,1.0
1832.043466,1.0
1832.525583,1.0
1833.0077,1.0
1833.489816,1.0
1833.971933,1.0
1834.45405,1.0
1834.936166,1.0
1835.418283,1.0
1835.9004,1.0
1836.382517,1.0
1836.864633,1.0
1837.34675,1.0
1837.828867,1.0
1838.310983,1.0
1838.7931,1.0
1839.275217,1.0
1839.757333,1.0
1840.23945,1.0
1840.721567,1.0
1841.203683,1.0
1841.6858,1.0
1842.167917,1.0
1842.650033,1.0
1843.13215,1.0
1843.614267,1.0
1844.096384,1.0
1844.5785,1.0
1845.060617,1.0
1845.542734,1.0
1846.02485,1.0
1846.506967,1.0
1846.989084,1.0
1847.4712,1.0
1847.953317,1.0
1848.435434,1.0
1848.91755,1.0
1849.399667,1.0
1849.881784,1.0
1850.3639,1.0
1850.846017,1.0
1851.328134,1.0
1851.810251,1.0
1852.292367,1.0
1852.774484,1.0
1853.256601,1.0
1853.738717,1.0
1854.220834,1.0
1854.702951,1.0
1855.185067,1.0
1855.667184,1.0
1856.149301,1.0
1856.631417,1.0
1857.113534,1.0
1857.595651,1.0
1858.077768,1.0
1858.559884,1.0
1859.042001,1.0
1859.524118,1.0
1860.006234,1.0
1860.488351,1.0
1860.970468,1.0
1861.452584,1.0
1861.934701,1.0
1862.416818,1.0
1862.898934,1.0
1863.381051,1.0
1863.863168,1.0
1864.345284,1.0
1864.827401,1.0
1865.309518,1.0
1865.791635,1.0
1866.273751,1.0
1866.755868,1.0
1867.237985,1.0
1867.720101,1.0
1868.202218,1.0
1868.684335,1.0
1869.166451,1.0
1869.648568,1.0
1870.130685,1.0
1870.612801,1.0
1871.094918,1.0
1871.577035,1.0
1872.059151,1.0
1872.541268,1.0
1873.023385,1.0
1873.505502,1.0
1873.987618,1.0
1874.469735,1.0
1874.951852,1.0
1875.433968,1.0
1875.916085,1.0
1876.398202,1.0
1876.880318,1.0
1877.362435,1.0
1877.844552,1.0
1878.326668,1.0
1878.808785,1.0
1879.290902,1.0
1879.773019,1.0
1880.255135,1.0
1880.737252,1.0
1881.219369,1.0
1881.701485,1.0
1882.183602,1.0
1882.665719,1.0
1883.147835,1.0
1883.629952,1.0
1884.112069,1.0
1884.594185,1.0
1885.076302,1.0
1885.558419,1.0
1886.040535,1.0
1886.522652,1.0
1887.004769,1.0
1887.486886,1.0
1887.969002,1.0
1888.451119,1.0
1888.933236,1.0
1889.415352,1.0
1889.897469,1.0
1890.379586,1.0
1890.861702,1.0
1891.343819,1.0
1891.825936,1.0
1892.308052,1.0
1892.790169,1.0
1893.272286,1.0
1893.754402,1.0
1894.236519,1.0
1894.718636,1.0
1895.200753,1.0
1895.682869,1.0
1896.164986,1.0
1896.647103,1.0
1897.129219,1.0
1897.611336,1.0
1898.093453,1.0
1898.575569,1.0
1899.057686,1.0
1899.539803,1.0
1900.021919,1.0
1900.504036,1.0
1900.986153,1.0
1901.46827,1.0
1901.950386,1.0
1902.432503,1.0
1902.91462,1.0
1903.396736,1.0
1903.878853,1.0
1904.36097,1.0
1904.843086,1.0
1905.325203,1.0
1905.80732,1.0
1906.289436,1.0
1906.771553,1.0
1907.25367,1.0
1907.735786,1.0
1908.217903,1.0
1908.70002,1.0
1909.182137,1.0
1909.664253,1.0
1910.14637,1.0
1910.628487,1.0
1911.110603,1.0
1911.59272,1.0
1912.074837,1.0
1912.556953,1.0
1913.03907,1.0
1913.521187,1.0
1914.003303,1.0
1914.48542,1.0
1914.967537,1.0
1915.449653,1.0
1915.93177,1.0
1916.413887,1.0
1916.896004,1.0
1917.37812,1.0
1917.860237,1.0
1918.342354,1.0
1918.82447,1.0
1919.306587,1.0
1919.788704,1.0
1920.27082,1.0
1920.752937,1.0
1921.235054,1.0
1921.71717,1.0
1922.199287,1.0
1922.681404,1.0
1923.163521,1.0
1923.645637,1.0
1924.127754,1.0
1924.609871,1.0
1925.091987,1.0
1925.574104,1.0
1926.056221,1.0
1926.538337,1.0
1927.020454,1.0
1927.502571,1.0
1927.984687,1.0
1928.466804,1.0
1928.948921,1.0
1929.431037,1.0
1929.913154,1.0
1930.395271,1.0
1930.877388,1.0
1931.359504,1.0
1931.841621,1.0
1932.323738,1.0
1932.805854,1.0
1933.287971,1.0
1933.770088,1.0
1934.252204,1.0
1934.734321,1.0
1935.216438,1.0
1935.698554,1.0
1936.180671,1.0
1936.662788,1.0
1937.144905,1.0
1937.627021,1.0
1938.109138,1.0
1938.591255,1.0
1939.073371,1.0
1939.555488,1.0
1940.037605,1.0
1940.519721,1.0
1941.001838,1.0
1941.483955,1.0
1941.966071,1.0
1942.448188,1.0
1942.930305,1.0
1943.412421,1.0
1943.894538,1.0
1944.376655,1.0
1944.858772,1.0
1945.340888,1.0
1945.823005,1.0
1946.305122,1.0
1946.787238,1.0
1947.269355,1.0
1947.751472,1.0
1948.233588,1.0
1948.715705,1.0
1949.197822,1.0
1949.679938,1.0
1950.162055,1.0
1950.644172,1.0
1951.126288,1.0
1951.608405,1.0
1952.090522,1.0
1952.572639,1.0
1953.054755,1.0
1953.536872,1.0
1954.018989,1.0
1954.501105,1.0
1954.983222,1.0
1955.465339,1.0
1955.947455,1.0
1956.429572,1.0
1956.911689,1.0
1957.393805,1.0
1957.875922,1.0
1958.358039,1.0
1958.840156,1.0
1959.322272,1.0
1959.804389,1.0
1960.286506,1.0
1960.768622,1.0
1961.250739,1.0
