nu,[0]HCFC-21-PNNL(x-sec)-X=0.01-T=278.21K-P=1.0atm-L=15cm
600,1.0000441189732132
600.134003,0.9995180561722538
600.268005,0.9994193186607041
600.402008,0.9995517205072898
600.536011,0.9993502211977388
600.670013,0.9996792714444033
600.804016,0.9995794984355753
600.938019,0.9994104538506631
601.072021,0.9994190588117151
601.206024,0.9993864183182765
601.340027,0.9994600558223504
601.474029,0.9991492520913823
601.608032,0.9993806918505058
601.742035,0.9993411771191615
601.876038,0.9991011542041119
602.01004,0.9993222597697319
602.144043,0.9994951374859894
602.278046,0.9993919349465314
602.412048,0.9996042083461898
602.546051,0.9993793726688632
602.680054,0.99928002930337
602.814056,0.9995262922349691
602.948059,0.9996483918286465
603.082062,0.9991553569119627
603.216064,0.999174221143179
603.350067,0.999364661912769
603.48407,0.9997300164521192
603.618072,0.9996742230768296
603.752075,0.9994386676060106
603.886078,0.9993418666648115
604.02008,0.9994945177991963
604.154083,0.9996784517077368
604.288086,0.9995859857275713
604.422088,0.9995043728637272
604.556091,0.9994676917263461
604.690094,0.9993687193415329
604.824096,0.9998047890561363
604.958099,0.9992224524468867
605.092102,0.9997078226921056
605.226105,0.9989189847184505
605.360107,0.9999817991656372
605.49411,0.9991381216307107
605.628113,0.9995403456734334
605.762115,0.9992046264773432
605.896118,0.9994319214177727
606.030121,0.9997007147947549
606.164123,0.9991846026172684
606.298126,0.9991943447146365
606.432129,0.9994434149509567
606.566131,0.9992687375028377
606.700134,0.999540385655048
606.834137,0.9994121828322439
606.968139,0.9991719030616749
607.102142,0.999807578515389
607.236145,0.9996257000677045
607.370147,0.9995944722486154
607.50415,0.9996443732501886
607.638153,0.9990872568037137
607.772155,0.9994404566028268
607.906158,0.9991924462471851
608.040161,0.9994303922881027
608.174163,0.9995255026095101
608.308166,0.9992195547059763
608.442169,0.9990543074493221
608.576172,0.9993341217953563
608.710174,0.9992679081101298
608.844177,0.9996145443071409
608.97818,0.9992295969129632
609.112182,0.9991438067427969
609.246185,0.9993761646662258
609.380188,0.9991433071710184
609.51419,0.9989782223706234
609.648193,0.9992593544134463
609.782196,0.9991262119752826
609.916198,0.999345114531156
610.050201,0.9992010693152047
610.184204,0.9994816543875285
610.318206,0.9991602028271951
610.452209,0.9996408944938228
610.586212,0.9992089630348324
610.720214,0.999517846273484
610.854217,0.9992447553409247
