nu,[0]Halon-1201-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
623.800882,0.9885263304038653
623.921411,0.9923189511878292
624.041939,0.9936353407974776
624.162467,0.9923937748575656
624.282995,0.9835576752650539
624.403523,0.9858717537792228
624.524052,0.9923155773091308
624.64458,0.9848282682150976
624.765108,0.9859082317089501
624.885636,0.9935229669952916
625.006165,0.9961981454189771
625.126693,0.9874059769056812
625.247221,0.9809497931326746
625.367749,0.9896845727553125
625.488277,0.9911163944851008
625.608806,0.9860571150923508
625.729334,0.9872134515120206
625.849862,0.9948000667042147
625.97039,0.9974844692634787
626.090919,0.9911537602775137
626.211447,0.9923155773091308
626.331975,0.9923937748575656
626.452503,0.9910790301013518
626.573031,0.9961196480979532
626.69356,0.9899557834824203
626.814088,0.9822543420885168
626.934616,0.9859023162773063
627.055144,0.9847504698549843
627.175673,0.9859427391009359
627.296201,0.9897627609249522
627.416729,0.9910790301013518
627.537257,0.9898003726244852
627.657785,0.9885668608142796
627.778314,0.9847504698549843
627.898842,0.9809537169396947
628.01937,0.9834062190454913
628.139898,0.9872134515120206
628.260427,0.9872539280932967
628.380955,0.9847504698549843
628.501483,0.9822179993502043
628.622011,0.9772067813992348
628.742539,0.9770895236210743
628.863068,0.9845958761671391
628.983596,0.9859831635819352
629.104124,0.984714034761653
629.224652,0.984714034761653
629.345181,0.9809939368665921
629.465709,0.9796499157161698
629.586237,0.9846332915213206
629.706765,0.9810272912274666
629.827293,0.9722221026065176
629.947822,0.9782314309287132
630.06835,0.9859052739886917
630.188878,0.9834829277221764
630.309406,0.9822179993502043
630.429935,0.9809537169396947
630.550463,0.9796499157161698
630.670991,0.9809125177487723
630.791519,0.975948949282565
630.912047,0.972105442953924
631.032576,0.9770064745412024
631.153104,0.9870949930054916
631.273632,0.9898003726244852
631.39416,0.981074381667607
631.514688,0.9783889388681416
631.635217,0.982100140261969
631.755745,0.9821767470605357
631.876273,0.9784701485202216
631.996801,0.9746527746278064
632.11733,0.9733583214449923
632.237858,0.9770865923569003
632.358386,0.9783889388681416
632.478914,0.9771305622428713
632.599442,0.978345890701898
632.719971,0.9783889388681416
632.840499,0.9771305622428713
632.961027,0.9759128398394704
633.081555,0.9770865923569003
633.202084,0.9820962118692648
633.322612,0.9821767470605357
633.44314,0.975992867973446
633.563668,0.9684726849420282
633.684196,0.9682741683902568
633.804725,0.9732755895038269
633.925253,0.9684765588405158
634.045781,0.9597609844987647
634.166309,0.966941772425538
634.286838,0.9770465326278437
634.407366,0.9710143812872767
634.527894,0.9671467858119434
634.648422,0.965895141339033
634.76895,0.9621633887140286
634.889479,0.9645727710258928
635.010007,0.9634496980646694
635.130535,0.9585121888393352
635.251063,0.9620652530533835
635.371592,0.9694784815071078
635.49212,0.9696016130929495
635.612648,0.9720655874478064
635.733176,0.9697208814262119
635.853704,0.9598262504647282
635.974233,0.9619988728410666
636.094761,0.9744130395338735
636.215289,0.9771706254172128
636.335817,0.9685191727466038
636.456346,0.9621633887140286
636.576874,0.9657628227686986
636.697402,0.9683138684450064
636.81793,0.9683932734377791
636.938458,0.965895141339033
637.058987,0.9682702953013295
637.179515,0.9720626712554183
637.300043,0.9672299640121346
637.420571,0.9633841857126463
637.5411,0.9682702953013295
637.661628,0.9683932734377791
637.782156,0.9683099951972791
637.902684,0.9720626712554183
638.023212,0.969685002417365
638.143741,0.9696016130929495
638.264269,0.9659617904031517
638.384797,0.9597283531800272
638.505325,0.9657299873909291
638.625854,0.9671903083965557
638.746382,0.9597936169269858
638.86691,0.9632849622516138
638.987438,0.9671071336066008
639.107966,0.9695618602417516
639.228495,0.9696442765025136
639.349023,0.959859844971395
639.469551,0.9559544629143504
639.590079,0.9583808816642111
639.710607,0.959629506250354
639.831136,0.9645399761091946
639.951664,0.9585447788077821
640.072192,0.9559544629143504
640.19272,0.9644734251468777
640.313249,0.9683535701274916
640.433777,0.967149687256653
640.554305,0.9671071336066008
640.674833,0.97081146048755
640.795361,0.968439757430511
640.91589,0.9622297802783325
641.036418,0.9645727710258928
641.156946,0.957363621428678
641.277474,0.9559219610151467
641.398003,0.964440633607882
641.518531,0.961011407149084
641.639059,0.9584134671681381
641.759587,0.9620652530533835
641.880115,0.9609450996496257
642.000644,0.9608797576045043
642.121172,0.9608797576045043
642.2417,0.956085437647334
642.362228,0.9498834368197975
642.482757,0.9485829875225241
642.603285,0.9546132446039917
642.723813,0.9608134591885512
642.844341,0.9621306757149365
642.964869,0.9621306757149365
643.085398,0.9645727710258928
643.205926,0.9670636147647699
643.326454,0.9683535701274916
643.446982,0.9696016130929495
643.567511,0.9696016130929495
643.688039,0.9671932099718332
643.808567,0.9597936169269858
643.929095,0.9620315813587847
644.049623,0.964605567057637
644.170152,0.9634169413318029
644.29068,0.9645727710258928
644.411208,0.9609777723384464
644.531736,0.9559879219060813
644.652265,0.9607481260946767
644.772793,0.9645727710258928
644.893321,0.9585783284621558
