nu,[0]Halon-1201-HITRAN(x-sec)-X=0.01-T=296.0K-P=0.9211atm-L=15cm
738.543748,0.9516099923790157
738.664276,0.9505666485960717
738.784805,0.9482576793513445
738.905333,0.9521316175670871
739.025861,0.9563474409500626
739.146389,0.9563149256898329
739.266918,0.9568065979105733
739.387446,0.9572659753193286
739.507974,0.9568065979105733
739.628502,0.9543841649159489
739.74903,0.9515766866121368
739.869559,0.95399199362089
739.990087,0.9558235061236761
740.110615,0.9553982592878895
740.231143,0.9568065979105733
740.351672,0.9611757541509747
740.4722,0.9683700322781116
740.592728,0.9721491886831285
740.713256,0.9701796678975734
740.833784,0.9658294627025209
740.954313,0.9654325883566149
741.074841,0.9673286265001652
741.195369,0.9683099951972791
741.315897,0.9722123804341025
741.436426,0.971103718719814
741.556954,0.9678191864602425
741.677482,0.9727248713880966
741.79801,0.9760065319692453
741.918538,0.9745631106971446
742.039067,0.9706347888793452
742.159595,0.9673286265001652
742.280123,0.972255158719957
742.400651,0.9750173629392817
742.52118,0.9706551724239382
742.641708,0.9712464814592702
742.762236,0.9785503863621068
742.882764,0.9808556264726058
743.003292,0.9764643863912084
743.123821,0.97557523240634
743.244349,0.9784897181188873
743.364877,0.9804192428213891
743.485405,0.9769195248342876
743.605934,0.9721326622873956
743.726462,0.9716797540025961
743.84699,0.9736357681008747
743.967518,0.9765473893916291
744.088046,0.9779741898910581
744.208575,0.9784701485202216
744.329103,0.9774579558165845
744.449631,0.9755352346417712
744.570159,0.9800193133614757
744.690687,0.9828094726013991
744.811216,0.9754376859958205
744.931744,0.9687487389930703
745.052272,0.9692962366841347
745.1728,0.9726684549816477
745.293329,0.9765678971021365
745.413857,0.9819351612970261
745.534385,0.9848085718466976
745.654913,0.9828134038471519
745.775441,0.9794089514767202
745.89597,0.9799624738896614
746.016498,0.9843694451561851
746.137026,0.9882752766011254
746.257554,0.9902238998098996
746.378083,0.9891997461068919
746.498611,0.987754592742604
746.619139,0.9872539280932967
746.739667,0.9852705553935672
746.860195,0.9853316440617308
746.980724,0.9867732524843262
747.101252,0.9862730852484249
747.22178,0.9867939749402134
747.342308,0.9892610783924317
747.462837,0.9927201275801862
747.583365,0.9956659193535361
747.703893,0.9951238273189155
747.824421,0.9906513726870687
747.944949,0.9862533599839732
748.065478,0.9868137110170724
748.186006,0.989741976125214
748.306534,0.9881972059381057
748.427062,0.9847918302432802
748.547591,0.9868314738237354
748.668119,0.9907260706166459
748.788647,0.9871759381136221
748.909175,0.9808624924860222
749.029703,0.9784564500340319
749.150232,0.9824527775069212
749.27076,0.9928017325285908
749.391288,0.999325757403762
749.511816,1.0
749.632345,0.9972733241518342
749.752873,0.9936489536948946
749.873401,0.9921796393869997
749.993929,0.9957273538359945
750.114457,0.9998136073732645
750.234986,0.9972740222434054
750.355514,0.9906344326934331
750.476042,0.9902849985093933
750.59657,0.9946807973265589
750.717099,0.9956522788238789
750.837627,0.9966609869441465
750.958155,0.9915782631972534
751.078683,0.9888001901252075
751.199211,0.9959183526586619
751.31974,1.0
751.440268,1.0
751.560796,1.0
751.681324,0.9998070286213722
751.801852,0.9996215616258727
751.922381,0.999814497207771
752.042909,1.0
752.163437,1.0
752.283965,1.0
752.404494,1.0
752.525022,1.0
752.64555,1.0
752.766078,1.0
752.886606,1.0
753.007135,1.0
753.127663,1.0
753.248191,1.0
753.368719,1.0
753.489248,1.0
753.609776,1.0
753.730304,1.0
753.850832,1.0
753.97136,1.0
754.091889,1.0
754.212417,1.0
754.332945,1.0
754.453473,1.0
754.574002,1.0
754.69453,1.0
754.815058,1.0
754.935586,1.0
755.056114,1.0
755.176643,1.0
755.297171,1.0
755.417699,1.0
755.538227,1.0
755.658756,1.0
755.779284,1.0
755.899812,1.0
756.02034,1.0
756.140868,1.0
756.261397,1.0
756.381925,1.0
756.502453,1.0
756.622981,1.0
756.74351,1.0
756.864038,1.0
756.984566,1.0
757.105094,1.0
757.225622,1.0
757.346151,1.0
757.466679,1.0
757.587207,1.0
757.707735,1.0
757.828264,1.0
757.948792,1.0
758.06932,1.0
758.189848,1.0
758.310376,1.0
758.430905,1.0
758.551433,1.0
758.671961,1.0
758.792489,1.0
758.913017,1.0
759.033546,1.0
759.154074,1.0
759.274602,1.0
759.39513,1.0
759.515659,1.0
759.636187,1.0
759.756715,1.0
759.877243,1.0
759.997771,1.0
760.1183,1.0
760.238828,1.0
760.359356,1.0
760.479884,1.0
760.600413,1.0
760.720941,1.0
760.841469,1.0
760.961997,1.0
761.082525,1.0
761.203054,1.0
761.323582,1.0
761.44411,1.0
761.564638,1.0
761.685167,1.0
761.805695,1.0
761.926223,1.0
762.046751,1.0
762.167279,1.0
762.287808,1.0
762.408336,1.0
762.528864,1.0
762.649392,1.0
762.769921,1.0
762.890449,1.0
763.010977,1.0
763.131505,1.0
763.252033,1.0
763.372562,1.0
763.49309,1.0
763.613618,1.0
763.734146,1.0
763.854675,1.0
763.975203,1.0
764.095731,1.0
764.216259,1.0
764.336787,1.0
764.457316,1.0
764.577844,1.0
764.698372,1.0
764.8189,1.0
764.939429,1.0
765.059957,1.0
765.180485,1.0
765.301013,1.0
765.421541,1.0
765.54207,1.0
765.662598,1.0
765.783126,1.0
765.903654,1.0
766.024183,1.0
766.144711,1.0
766.265239,1.0
766.385767,1.0
766.506295,1.0
766.626824,1.0
766.747352,1.0
766.86788,1.0
766.988408,1.0
767.108936,1.0
767.229465,1.0
767.349993,1.0
767.470521,1.0
767.591049,1.0
767.711578,1.0
767.832106,1.0
767.952634,1.0
768.073162,1.0
768.19369,1.0
768.314219,1.0
768.434747,1.0
768.555275,1.0
768.675803,1.0
768.796332,1.0
768.91686,1.0
769.037388,1.0
769.157916,1.0
769.278444,1.0
769.398973,1.0
769.519501,1.0
769.640029,1.0
769.760557,1.0
769.881086,1.0
770.001614,1.0
770.122142,1.0
770.24267,1.0
770.363198,1.0
770.483727,1.0
770.604255,1.0
770.724783,1.0
770.845311,1.0
770.96584,1.0
771.086368,1.0
771.206896,1.0
771.327424,1.0
771.447952,1.0
771.568481,1.0
771.689009,1.0
771.809537,1.0
771.930065,1.0
772.050594,1.0
772.171122,1.0
772.29165,1.0
772.412178,1.0
772.532706,1.0
772.653235,1.0
772.773763,1.0
772.894291,1.0
773.014819,1.0
773.135348,1.0
773.255876,1.0
773.376404,1.0
773.496932,1.0
773.61746,1.0
773.737989,1.0
773.858517,1.0
773.979045,1.0
774.099573,1.0
774.220101,1.0
774.34063,1.0
774.461158,1.0
774.581686,1.0
774.702214,1.0
774.822743,1.0
774.943271,1.0
775.063799,1.0
775.184327,1.0
775.304855,1.0
775.425384,1.0
775.545912,1.0
775.66644,1.0
775.786968,1.0
775.907497,1.0
776.028025,1.0
776.148553,1.0
776.269081,1.0
776.389609,1.0
776.510138,1.0
776.630666,1.0
776.751194,1.0
776.871722,1.0
776.992251,1.0
777.112779,1.0
777.233307,1.0
777.353835,1.0
777.474363,1.0
777.594892,1.0
777.71542,1.0
777.835948,1.0
777.956476,1.0
778.077005,1.0
778.197533,1.0
778.318061,1.0
778.438589,1.0
778.559117,1.0
778.679646,1.0
778.800174,1.0
778.920702,1.0
779.04123,1.0
779.161759,1.0
779.282287,1.0
779.402815,1.0
779.523343,1.0
779.643871,1.0
779.7644,1.0
779.884928,1.0
780.005456,1.0
780.125984,1.0
780.246513,1.0
780.367041,1.0
780.487569,1.0
780.608097,1.0
780.728625,1.0
780.849154,1.0
780.969682,1.0
781.09021,1.0
781.210738,1.0
781.331266,1.0
781.451795,1.0
781.572323,1.0
781.692851,1.0
781.813379,1.0
781.933908,1.0
782.054436,1.0
782.174964,1.0
782.295492,1.0
782.41602,1.0
782.536549,1.0
782.657077,1.0
782.777605,1.0
782.898133,1.0
783.018662,1.0
783.13919,1.0
783.259718,1.0
783.380246,1.0
783.500774,1.0
783.621303,1.0
783.741831,1.0
783.862359,1.0
783.982887,1.0
784.103416,1.0
784.223944,1.0
784.344472,1.0
784.465,1.0
784.585528,1.0
784.706057,1.0
784.826585,1.0
784.947113,1.0
785.067641,1.0
785.18817,1.0
785.308698,1.0
785.429226,1.0
785.549754,1.0
785.670282,1.0
785.790811,1.0
785.911339,1.0
786.031867,1.0
786.152395,1.0
786.272924,1.0
786.393452,1.0
786.51398,1.0
786.634508,1.0
786.755036,1.0
786.875565,1.0
786.996093,1.0
787.116621,1.0
787.237149,1.0
787.357678,1.0
787.478206,1.0
787.598734,1.0
787.719262,1.0
787.83979,1.0
787.960319,1.0
788.080847,1.0
788.201375,1.0
788.321903,1.0
788.442432,1.0
788.56296,1.0
788.683488,1.0
788.804016,1.0
788.924544,1.0
789.045073,1.0
789.165601,1.0
789.286129,1.0
789.406657,1.0
789.527185,1.0
789.647714,1.0
789.768242,1.0
789.88877,1.0
790.009298,1.0
790.129827,1.0
790.250355,1.0
790.370883,1.0
790.491411,1.0
790.611939,1.0
790.732468,1.0
790.852996,1.0
790.973524,1.0
791.094052,1.0
791.214581,1.0
791.335109,1.0
791.455637,1.0
791.576165,1.0
791.696693,1.0
791.817222,1.0
791.93775,1.0
792.058278,1.0
792.178806,1.0
792.299335,1.0
792.419863,1.0
792.540391,1.0
792.660919,1.0
792.781447,1.0
792.901976,1.0
793.022504,1.0
793.143032,1.0
793.26356,1.0
793.384089,1.0
793.504617,1.0
793.625145,1.0
793.745673,1.0
793.866201,1.0
793.98673,1.0
794.107258,1.0
794.227786,1.0
794.348314,1.0
794.468843,1.0
794.589371,1.0
794.709899,1.0
794.830427,1.0
794.950955,1.0
795.071484,1.0
795.192012,1.0
795.31254,1.0
795.433068,1.0
795.553597,1.0
795.674125,1.0
795.794653,1.0
795.915181,1.0
796.035709,1.0
796.156238,1.0
796.276766,1.0
796.397294,1.0
796.517822,1.0
796.63835,1.0
796.758879,1.0
796.879407,1.0
796.999935,1.0
797.120463,1.0
797.240992,1.0
797.36152,1.0
797.482048,1.0
797.602576,1.0
797.723104,1.0
797.843633,1.0
797.964161,1.0
798.084689,1.0
798.205217,1.0
798.325746,1.0
798.446274,1.0
798.566802,1.0
798.68733,1.0
798.807858,1.0
798.928387,1.0
799.048915,1.0
799.169443,1.0
799.289971,1.0
799.4105,1.0
799.531028,1.0
799.651556,1.0
799.772084,1.0
799.892612,1.0
800.013141,1.0
800.133669,1.0
800.254197,1.0
800.374725,1.0
800.495254,1.0
800.615782,1.0
800.73631,1.0
800.856838,1.0
800.977366,1.0
801.097895,1.0
801.218423,1.0
801.338951,1.0
801.459479,1.0
801.580008,1.0
801.700536,1.0
801.821064,1.0
801.941592,1.0
802.06212,1.0
802.182649,1.0
802.303177,1.0
802.423705,1.0
802.544233,1.0
802.664762,1.0
802.78529,1.0
802.905818,1.0
803.026346,1.0
803.146874,1.0
803.267403,1.0
803.387931,1.0
803.508459,1.0
803.628987,1.0
803.749515,1.0
803.870044,1.0
803.990572,1.0
804.1111,1.0
804.231628,1.0
804.352157,1.0
804.472685,1.0
804.593213,1.0
804.713741,1.0
804.834269,1.0
804.954798,1.0
805.075326,1.0
805.195854,1.0
805.316382,1.0
805.436911,1.0
805.557439,1.0
805.677967,1.0
805.798495,1.0
805.919023,1.0
806.039552,1.0
806.16008,1.0
806.280608,1.0
806.401136,1.0
806.521665,1.0
806.642193,1.0
806.762721,1.0
806.883249,1.0
807.003777,1.0
807.124306,1.0
807.244834,1.0
807.365362,1.0
807.48589,1.0
807.606419,1.0
807.726947,1.0
807.847475,1.0
807.968003,1.0
808.088531,1.0
808.20906,1.0
808.329588,1.0
808.450116,1.0
808.570644,1.0
808.691173,1.0
808.811701,1.0
808.932229,1.0
809.052757,1.0
809.173285,1.0
809.293814,1.0
809.414342,1.0
809.53487,1.0
809.655398,1.0
809.775927,1.0
809.896455,1.0
810.016983,1.0
810.137511,1.0
810.258039,1.0
810.378568,1.0
810.499096,1.0
810.619624,1.0
810.740152,1.0
810.860681,1.0
810.981209,1.0
811.101737,1.0
811.222265,1.0
811.342793,1.0
811.463322,1.0
811.58385,1.0
811.704378,1.0
811.824906,1.0
811.945434,1.0
812.065963,1.0
812.186491,1.0
812.307019,1.0
812.427547,1.0
812.548076,1.0
812.668604,1.0
812.789132,1.0
812.90966,1.0
813.030188,1.0
813.150717,1.0
813.271245,1.0
813.391773,1.0
813.512301,1.0
813.63283,1.0
813.753358,1.0
813.873886,1.0
813.994414,1.0
814.114942,1.0
814.235471,1.0
814.355999,1.0
814.476527,1.0
814.597055,1.0
814.717584,1.0
814.838112,1.0
814.95864,1.0
815.079168,1.0
815.199696,1.0
815.320225,1.0
815.440753,1.0
815.561281,1.0
815.681809,1.0
815.802338,1.0
815.922866,1.0
816.043394,1.0
816.163922,1.0
816.28445,1.0
816.404979,1.0
816.525507,1.0
816.646035,1.0
816.766563,1.0
816.887092,1.0
817.00762,1.0
817.128148,1.0
817.248676,1.0
817.369204,1.0
817.489733,1.0
817.610261,1.0
817.730789,1.0
817.851317,1.0
817.971846,1.0
818.092374,1.0
818.212902,1.0
818.33343,1.0
818.453958,1.0
818.574487,1.0
818.695015,1.0
818.815543,1.0
818.936071,1.0
819.056599,1.0
819.177128,1.0
819.297656,1.0
819.418184,1.0
819.538712,1.0
819.659241,1.0
819.779769,1.0
819.900297,1.0
820.020825,1.0
820.141353,1.0
820.261882,1.0
820.38241,1.0
820.502938,1.0
820.623466,1.0
820.743995,1.0
820.864523,1.0
820.985051,1.0
821.105579,1.0
821.226107,1.0
821.346636,1.0
821.467164,1.0
821.587692,1.0
821.70822,1.0
821.828749,1.0
821.949277,1.0
822.069805,1.0
822.190333,1.0
822.310861,1.0
822.43139,1.0
822.551918,1.0
822.672446,1.0
822.792974,1.0
822.913503,1.0
823.034031,1.0
823.154559,1.0
823.275087,1.0
823.395615,1.0
823.516144,1.0
823.636672,1.0
823.7572,1.0
823.877728,1.0
823.998257,1.0
824.118785,1.0
824.239313,1.0
824.359841,1.0
824.480369,1.0
824.600898,1.0
824.721426,1.0
824.841954,1.0
824.962482,1.0
825.083011,1.0
825.203539,1.0
825.324067,1.0
825.444595,1.0
825.565123,1.0
825.685652,1.0
825.80618,1.0
825.926708,1.0
826.047236,1.0
826.167765,1.0
826.288293,1.0
826.408821,1.0
826.529349,1.0
826.649877,1.0
826.770406,1.0
826.890934,1.0
827.011462,1.0
827.13199,1.0
827.252518,1.0
827.373047,1.0
827.493575,1.0
827.614103,1.0
827.734631,1.0
827.85516,1.0
827.975688,1.0
828.096216,1.0
828.216744,1.0
828.337272,1.0
828.457801,1.0
828.578329,1.0
828.698857,1.0
828.819385,1.0
828.939914,1.0
829.060442,1.0
829.18097,1.0
829.301498,1.0
829.422026,1.0
829.542555,1.0
829.663083,1.0
829.783611,1.0
829.904139,1.0
830.024668,1.0
830.145196,1.0
830.265724,1.0
830.386252,1.0
830.50678,1.0
830.627309,1.0
830.747837,1.0
830.868365,1.0
830.988893,1.0
831.109422,1.0
831.22995,1.0
831.350478,1.0
831.471006,1.0
831.591534,1.0
831.712063,1.0
831.832591,1.0
831.953119,1.0
832.073647,1.0
832.194176,1.0
832.314704,1.0
832.435232,1.0
832.55576,1.0
832.676288,1.0
832.796817,1.0
832.917345,1.0
833.037873,1.0
833.158401,1.0
833.27893,1.0
833.399458,1.0
833.519986,1.0
833.640514,1.0
833.761042,1.0
833.881571,1.0
834.002099,1.0
834.122627,1.0
834.243155,1.0
834.363683,1.0
834.484212,1.0
834.60474,1.0
834.725268,1.0
834.845796,1.0
834.966325,1.0
835.086853,1.0
835.207381,1.0
835.327909,1.0
835.448437,1.0
835.568966,1.0
835.689494,1.0
835.810022,1.0
835.93055,1.0
836.051079,1.0
836.171607,1.0
836.292135,1.0
836.412663,1.0
836.533191,1.0
836.65372,1.0
836.774248,1.0
836.894776,1.0
837.015304,1.0
837.135833,1.0
837.256361,1.0
837.376889,1.0
837.497417,1.0
837.617945,1.0
837.738474,1.0
837.859002,1.0
837.97953,1.0
838.100058,1.0
838.220587,1.0
838.341115,1.0
838.461643,1.0
838.582171,1.0
838.702699,1.0
838.823228,1.0
838.943756,1.0
839.064284,1.0
839.184812,1.0
839.305341,1.0
839.425869,1.0
839.546397,1.0
839.666925,1.0
839.787453,1.0
839.907982,1.0
840.02851,1.0
840.149038,1.0
840.269566,1.0
840.390095,1.0
840.510623,1.0
840.631151,1.0
840.751679,1.0
840.872207,1.0
840.992736,1.0
841.113264,1.0
841.233792,1.0
841.35432,1.0
841.474848,1.0
841.595377,1.0
841.715905,1.0
841.836433,1.0
841.956961,1.0
842.07749,1.0
842.198018,1.0
842.318546,1.0
842.439074,1.0
842.559602,1.0
842.680131,1.0
842.800659,1.0
842.921187,1.0
843.041715,1.0
843.162244,1.0
843.282772,1.0
843.4033,1.0
843.523828,1.0
843.644356,1.0
843.764885,1.0
843.885413,1.0
844.005941,1.0
844.126469,1.0
844.246998,1.0
844.367526,1.0
844.488054,1.0
844.608582,1.0
844.72911,1.0
844.849639,1.0
844.970167,1.0
845.090695,1.0
845.211223,1.0
845.331752,1.0
845.45228,1.0
845.572808,1.0
845.693336,1.0
845.813864,1.0
845.934393,1.0
846.054921,1.0
846.175449,1.0
846.295977,1.0
846.416506,1.0
846.537034,1.0
846.657562,1.0
846.77809,1.0
846.898618,1.0
847.019147,1.0
847.139675,1.0
847.260203,1.0
847.380731,1.0
847.50126,1.0
847.621788,1.0
847.742316,1.0
847.862844,1.0
847.983372,1.0
848.103901,1.0
848.224429,1.0
848.344957,1.0
848.465485,1.0
848.586014,1.0
848.706542,1.0
848.82707,1.0
848.947598,1.0
849.068126,1.0
849.188655,1.0
849.309183,1.0
849.429711,1.0
849.550239,1.0
849.670767,1.0
849.791296,1.0
849.911824,1.0
850.032352,1.0
850.15288,1.0
850.273409,1.0
850.393937,1.0
850.514465,1.0
850.634993,1.0
850.755521,1.0
850.87605,1.0
850.996578,1.0
851.117106,1.0
851.237634,1.0
851.358163,1.0
851.478691,1.0
851.599219,1.0
851.719747,1.0
851.840275,1.0
851.960804,1.0
852.081332,1.0
852.20186,1.0
852.322388,1.0
852.442917,1.0
852.563445,1.0
852.683973,1.0
852.804501,1.0
852.925029,1.0
853.045558,1.0
853.166086,1.0
853.286614,1.0
853.407142,1.0
853.527671,1.0
853.648199,1.0
853.768727,1.0
853.889255,1.0
854.009783,1.0
854.130312,1.0
854.25084,1.0
854.371368,1.0
854.491896,1.0
854.612425,1.0
854.732953,1.0
854.853481,1.0
854.974009,1.0
855.094537,1.0
855.215066,1.0
855.335594,1.0
855.456122,1.0
855.57665,1.0
855.697179,1.0
855.817707,1.0
855.938235,1.0
856.058763,1.0
856.179291,1.0
856.29982,1.0
856.420348,1.0
856.540876,1.0
856.661404,1.0
856.781932,1.0
856.902461,1.0
857.022989,1.0
857.143517,1.0
857.264045,1.0
857.384574,1.0
857.505102,1.0
857.62563,1.0
857.746158,1.0
857.866686,1.0
857.987215,1.0
858.107743,1.0
858.228271,1.0
858.348799,1.0
858.469328,1.0
858.589856,1.0
858.710384,1.0
858.830912,1.0
858.95144,1.0
859.071969,1.0
859.192497,1.0
859.313025,1.0
859.433553,1.0
859.554082,1.0
859.67461,1.0
859.795138,1.0
859.915666,1.0
860.036194,1.0
860.156723,1.0
860.277251,1.0
860.397779,1.0
860.518307,1.0
860.638836,1.0
860.759364,1.0
860.879892,1.0
861.00042,1.0
861.120948,1.0
861.241477,1.0
861.362005,1.0
861.482533,1.0
861.603061,1.0
861.72359,1.0
861.844118,1.0
861.964646,1.0
862.085174,1.0
862.205702,1.0
862.326231,1.0
862.446759,1.0
862.567287,1.0
862.687815,1.0
862.808344,1.0
862.928872,1.0
863.0494,1.0
863.169928,1.0
863.290456,1.0
863.410985,1.0
863.531513,1.0
863.652041,1.0
863.772569,1.0
863.893097,1.0
864.013626,1.0
864.134154,1.0
864.254682,1.0
864.37521,1.0
864.495739,1.0
864.616267,1.0
864.736795,1.0
864.857323,1.0
864.977851,1.0
865.09838,1.0
865.218908,1.0
865.339436,1.0
865.459964,1.0
865.580493,1.0
865.701021,1.0
865.821549,1.0
865.942077,1.0
866.062605,1.0
866.183134,1.0
866.303662,1.0
866.42419,1.0
866.544718,1.0
866.665247,1.0
866.785775,1.0
866.906303,1.0
867.026831,1.0
867.147359,1.0
867.267888,1.0
867.388416,1.0
867.508944,1.0
867.629472,1.0
867.750001,1.0
867.870529,1.0
867.991057,1.0
868.111585,1.0
868.232113,1.0
868.352642,1.0
868.47317,1.0
868.593698,1.0
868.714226,1.0
868.834755,1.0
868.955283,1.0
869.075811,1.0
869.196339,1.0
869.316867,1.0
869.437396,1.0
869.557924,1.0
869.678452,1.0
869.79898,1.0
869.919509,1.0
870.040037,1.0
870.160565,1.0
870.281093,1.0
870.401621,1.0
870.52215,1.0
870.642678,1.0
870.763206,1.0
870.883734,1.0
871.004263,1.0
871.124791,1.0
871.245319,1.0
871.365847,1.0
871.486375,1.0
871.606904,1.0
871.727432,1.0
871.84796,1.0
871.968488,1.0
872.089016,1.0
872.209545,1.0
872.330073,1.0
872.450601,1.0
872.571129,1.0
872.691658,1.0
872.812186,1.0
872.932714,1.0
873.053242,1.0
873.17377,1.0
873.294299,1.0
873.414827,1.0
873.535355,1.0
873.655883,1.0
873.776412,1.0
873.89694,1.0
874.017468,1.0
874.137996,1.0
874.258524,1.0
874.379053,1.0
874.499581,1.0
874.620109,1.0
874.740637,1.0
874.861166,1.0
874.981694,1.0
875.102222,1.0
875.22275,1.0
875.343278,1.0
875.463807,1.0
875.584335,1.0
875.704863,1.0
875.825391,1.0
875.94592,1.0
876.066448,1.0
876.186976,1.0
876.307504,1.0
876.428032,1.0
876.548561,1.0
876.669089,1.0
876.789617,1.0
876.910145,1.0
877.030674,1.0
877.151202,1.0
877.27173,1.0
877.392258,1.0
877.512786,1.0
877.633315,1.0
877.753843,1.0
877.874371,1.0
877.994899,1.0
878.115428,1.0
878.235956,1.0
878.356484,1.0
878.477012,1.0
878.59754,1.0
878.718069,1.0
878.838597,1.0
878.959125,1.0
879.079653,1.0
879.200181,1.0
879.32071,1.0
879.441238,1.0
879.561766,1.0
879.682294,1.0
879.802823,1.0
879.923351,1.0
880.043879,1.0
880.164407,1.0
880.284935,1.0
880.405464,1.0
880.525992,1.0
880.64652,1.0
880.767048,1.0
880.887577,1.0
881.008105,1.0
881.128633,1.0
881.249161,1.0
881.369689,1.0
881.490218,1.0
881.610746,1.0
881.731274,1.0
881.851802,1.0
881.972331,1.0
882.092859,1.0
882.213387,1.0
882.333915,1.0
882.454443,1.0
882.574972,1.0
882.6955,1.0
882.816028,1.0
882.936556,1.0
883.057085,1.0
883.177613,1.0
883.298141,1.0
883.418669,1.0
883.539197,1.0
883.659726,1.0
883.780254,1.0
883.900782,1.0
884.02131,1.0
884.141839,1.0
884.262367,1.0
884.382895,1.0
884.503423,1.0
884.623951,1.0
884.74448,1.0
884.865008,1.0
884.985536,1.0
885.106064,1.0
885.226593,1.0
885.347121,1.0
885.467649,1.0
885.588177,1.0
885.708705,1.0
885.829234,1.0
885.949762,1.0
886.07029,1.0
886.190818,1.0
886.311346,1.0
886.431875,1.0
886.552403,1.0
886.672931,1.0
886.793459,1.0
886.913988,1.0
887.034516,1.0
887.155044,1.0
887.275572,1.0
887.3961,1.0
887.516629,1.0
887.637157,1.0
887.757685,1.0
887.878213,1.0
887.998742,1.0
888.11927,1.0
888.239798,1.0
888.360326,1.0
888.480854,1.0
888.601383,1.0
888.721911,1.0
888.842439,1.0
888.962967,1.0
889.083496,1.0
889.204024,1.0
889.324552,1.0
889.44508,1.0
889.565608,1.0
889.686137,1.0
889.806665,1.0
889.927193,1.0
890.047721,1.0
890.16825,1.0
890.288778,1.0
890.409306,1.0
890.529834,1.0
890.650362,1.0
890.770891,1.0
890.891419,1.0
891.011947,1.0
891.132475,1.0
891.253004,1.0
891.373532,1.0
891.49406,1.0
891.614588,1.0
891.735116,1.0
891.855645,1.0
891.976173,1.0
892.096701,1.0
892.217229,1.0
892.337758,1.0
892.458286,1.0
892.578814,1.0
892.699342,1.0
892.81987,1.0
892.940399,1.0
893.060927,1.0
893.181455,1.0
893.301983,1.0
893.422512,1.0
893.54304,1.0
893.663568,1.0
893.784096,1.0
893.904624,1.0
894.025153,1.0
894.145681,1.0
894.266209,1.0
894.386737,1.0
894.507265,1.0
894.627794,1.0
894.748322,1.0
894.86885,1.0
894.989378,1.0
895.109907,1.0
895.230435,1.0
895.350963,1.0
895.471491,1.0
895.592019,1.0
895.712548,1.0
895.833076,1.0
895.953604,1.0
896.074132,1.0
896.194661,1.0
896.315189,1.0
896.435717,1.0
896.556245,1.0
896.676773,1.0
896.797302,1.0
896.91783,1.0
897.038358,1.0
897.158886,1.0
897.279415,1.0
897.399943,1.0
897.520471,1.0
897.640999,1.0
897.761527,1.0
897.882056,1.0
898.002584,1.0
898.123112,1.0
898.24364,1.0
898.364169,1.0
898.484697,1.0
898.605225,1.0
898.725753,1.0
898.846281,1.0
898.96681,1.0
899.087338,1.0
899.207866,1.0
899.328394,1.0
899.448923,1.0
899.569451,1.0
899.689979,1.0
899.810507,1.0
899.931035,1.0
900.051564,1.0
900.172092,1.0
900.29262,1.0
900.413148,1.0
900.533677,1.0
900.654205,1.0
900.774733,1.0
900.895261,1.0
901.015789,1.0
901.136318,1.0
901.256846,1.0
901.377374,1.0
901.497902,1.0
901.61843,1.0
901.738959,1.0
901.859487,1.0
901.980015,1.0
902.100543,1.0
902.221072,1.0
902.3416,1.0
902.462128,1.0
902.582656,1.0
902.703184,1.0
902.823713,1.0
902.944241,1.0
903.064769,1.0
903.185297,1.0
903.305826,1.0
903.426354,1.0
903.546882,1.0
903.66741,1.0
903.787938,1.0
903.908467,1.0
904.028995,1.0
904.149523,1.0
904.270051,1.0
904.39058,1.0
904.511108,1.0
904.631636,1.0
904.752164,1.0
904.872692,1.0
904.993221,1.0
905.113749,1.0
905.234277,1.0
905.354805,1.0
905.475334,1.0
905.595862,1.0
905.71639,1.0
905.836918,1.0
905.957446,1.0
906.077975,1.0
906.198503,1.0
906.319031,1.0
906.439559,1.0
906.560088,1.0
906.680616,1.0
906.801144,1.0
906.921672,1.0
907.0422,1.0
907.162729,1.0
907.283257,1.0
907.403785,1.0
907.524313,1.0
907.644842,1.0
907.76537,1.0
907.885898,1.0
908.006426,1.0
908.126954,1.0
908.247483,1.0
908.368011,1.0
908.488539,1.0
908.609067,1.0
908.729595,1.0
908.850124,1.0
908.970652,1.0
909.09118,1.0
909.211708,1.0
909.332237,1.0
909.452765,1.0
909.573293,1.0
909.693821,1.0
909.814349,1.0
909.934878,1.0
910.055406,1.0
910.175934,1.0
910.296462,1.0
910.416991,1.0
910.537519,1.0
910.658047,1.0
910.778575,1.0
910.899103,1.0
911.019632,1.0
911.14016,1.0
911.260688,1.0
911.381216,1.0
911.501745,1.0
911.622273,1.0
911.742801,1.0
911.863329,1.0
911.983857,1.0
912.104386,1.0
912.224914,1.0
912.345442,1.0
912.46597,1.0
912.586499,1.0
912.707027,1.0
912.827555,1.0
912.948083,1.0
913.068611,1.0
913.18914,1.0
913.309668,1.0
913.430196,1.0
913.550724,1.0
913.671253,1.0
913.791781,1.0
913.912309,1.0
914.032837,1.0
914.153365,1.0
914.273894,1.0
914.394422,1.0
914.51495,1.0
914.635478,1.0
914.756007,1.0
914.876535,1.0
914.997063,1.0
915.117591,1.0
915.238119,1.0
915.358648,1.0
915.479176,1.0
915.599704,1.0
915.720232,1.0
915.840761,1.0
915.961289,1.0
916.081817,1.0
916.202345,1.0
916.322873,1.0
916.443402,1.0
916.56393,1.0
916.684458,1.0
916.804986,1.0
916.925514,1.0
917.046043,1.0
917.166571,1.0
917.287099,1.0
917.407627,1.0
917.528156,1.0
917.648684,1.0
917.769212,1.0
917.88974,1.0
918.010268,1.0
