nu,[0]3-3-Dimethyl-2-pentanol-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
594.839097,0.9971256389088895
594.973699,0.9958221515923813
595.108302,0.9906412680946007
595.242905,0.996094346980217
595.377508,0.999017023438292
595.51211,0.9960662575156956
595.646713,0.994137153953117
595.781316,0.9999793642129208
595.915918,0.9981388341212064
596.050521,0.9940196538859105
596.185124,0.9999203711705436
596.319726,0.9961092885074829
596.454329,0.9973066336371261
596.588932,0.997878353879651
596.723534,1.0
596.858137,0.9957244662308554
596.99274,0.9963651222204144
597.127343,1.0
597.261945,0.9997370545762092
597.396548,0.9980914236525932
597.531151,1.0
597.665753,0.9999914009369721
597.800356,0.9982577195358361
597.934959,0.9995218643433023
598.069561,1.0
598.204164,0.9979523992005562
598.338767,0.9981228640276215
598.473369,1.0
598.607972,0.9969370005837562
598.742575,0.9967436135647904
598.877178,0.9983162191522229
599.01178,0.9996203420883114
599.146383,0.9954699915805326
599.280986,0.9990776256489803
599.415588,0.99924093823325
599.550191,0.9972987549458413
599.684794,0.9996420740707742
599.819396,1.0
599.953999,0.9984417153882436
600.088602,0.9980018988671382
600.223204,1.0
600.357807,1.0
600.49241,1.0
600.627013,1.0
600.761615,0.9994342800798904
600.896218,0.995513295467019
601.030821,1.0
601.165423,1.0
601.300026,0.9984158560826945
601.434629,0.9997890422547151
601.569231,1.0
601.703834,0.9990200704448602
601.838437,0.9982888656625627
601.973039,1.0
602.107642,0.9999979770020463
602.242245,0.9998452419762586
602.376848,1.0
602.51145,1.0
602.646053,0.997199528656314
602.780656,1.0
602.915258,1.0
603.049861,0.9989624386394017
603.184464,0.9998801471829228
603.319066,1.0
603.453669,0.9987713554025843
603.588272,0.9994162904247564
603.722874,1.0
603.857477,0.9998954454662062
603.99208,0.999658828212335
604.126683,1.0
604.261285,0.9980311407511665
604.395888,1.0
604.530491,1.0
604.665093,1.0
604.799696,1.0
604.934299,0.9975605802320799
605.068901,1.0
605.203504,1.0
605.338107,0.9985944886575551
605.472709,0.9998391329404932
605.607312,1.0
605.741915,0.9998497712854636
605.876518,1.0
606.01112,1.0
606.145723,0.997329372487595
606.280326,1.0
606.414928,1.0
606.549531,1.0
606.684134,0.9983656370281533
606.818736,1.0
606.953339,1.0
607.087942,0.9976714153693216
607.222544,1.0
607.357147,0.9999753083048449
607.49175,0.998582206020883
607.626353,0.9998333338903395
607.760955,1.0
607.895558,0.9986336343287606
608.030161,1.0
608.164763,1.0
608.299366,1.0
608.433969,0.9999370039843324
608.568571,1.0
608.703174,1.0
608.837777,0.9992203241053297
608.972379,1.0
609.106982,1.0
609.241585,1.0
609.376188,1.0
609.51079,1.0
609.645393,0.9999994133401721
609.779996,1.0
609.914598,1.0
610.049201,1.0
610.183804,0.9983197132651047
610.318406,1.0
610.453009,1.0
610.587612,1.0
610.722214,1.0
610.856817,1.0
610.99142,0.9991210664885405
611.126023,1.0
611.260625,1.0
611.395228,0.9998500112494375
611.529831,0.9978580971546737
611.664433,1.0
611.799036,1.0
611.933639,0.9999203181747652
612.068241,0.9999283395677314
612.202844,1.0
612.337447,0.9999533270892141
612.472049,0.9998450720025819
612.606652,1.0
612.741255,0.998549852481538
612.875858,0.999272974411267
613.01046,1.0
613.145063,1.0
613.279666,0.9993849692090205
613.414268,1.0
613.548871,1.0
613.683474,0.9983140228589568
613.818076,0.9994648132635389
613.952679,1.0
614.087282,1.0
614.221884,1.0
614.356487,1.0
614.49109,0.9990448064880354
614.625693,0.9983675339246657
614.760295,1.0
614.894898,1.0
615.029501,0.9984396186628428
615.164103,0.9995434542487422
615.298706,1.0
615.433309,0.9993024733848743
615.567911,0.9987854381779788
615.702514,1.0
615.837117,1.0
615.971719,0.9976741090857796
616.106322,1.0
616.240925,1.0
616.375528,0.9979608818320006
616.51013,1.0
616.644733,1.0
616.779336,0.999858480014898
616.913938,0.9994638137992253
617.048541,1.0
617.183144,0.9995245830464707
617.317746,0.9995538995324157
617.452349,1.0
617.586952,1.0
617.721554,0.9988480639882512
617.856157,1.0
617.99076,1.0
618.125363,0.999089065153285
618.259965,0.9991381516048549
618.394568,1.0
618.529171,0.9982167918083593
618.663773,0.9989931072570288
618.798376,1.0
618.932979,1.0
619.067581,0.9988383752090212
619.202184,1.0
619.336787,1.0
619.471389,0.9971708097234433
619.605992,0.9992944490182308
619.740595,1.0
619.875198,0.9977720854938548
620.0098,0.9995713618915738
620.144403,1.0
620.279006,0.9989813192079128
620.413608,0.9980680685865351
620.548211,1.0
620.682814,0.9999604427824074
620.817416,0.9985262869830934
620.952019,0.9999681685066327
621.086622,1.0
621.221224,0.9993778036444798
621.355827,0.9983097301178878
621.49043,1.0
621.625033,0.9996438234459346
621.759635,0.9995341685331844
621.894238,1.0
622.028841,1.0
622.163443,0.9980441152403303
622.298046,1.0
622.432649,1.0
622.567251,0.9981710745262282
622.701854,0.99955501903341
622.836457,1.0
622.971059,0.9990903839517215
623.105662,0.9991401299003535
623.240265,1.0
623.374867,1.0
623.50947,0.9991254726221592
623.644073,1.0
623.778676,1.0
623.913278,0.9963938179491509
624.047881,0.9994257949188721
624.182484,1.0
624.317086,0.998178860290974
624.451689,0.998792929096856
624.586292,1.0
624.720894,0.9993630729242198
624.855497,0.9983670347410236
624.9901,1.0
625.124702,1.0
625.259305,0.9973015473862645
625.393908,1.0
625.528511,1.0
625.663113,0.9973504163593666
625.797716,1.0
625.932319,1.0
