nu,[0]Trimethylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
632.450649,1.0
632.568651,0.9999326272696444
632.686654,1.0
632.804656,1.0
632.922658,0.9999525381263503
633.040661,0.9999842181245351
633.158663,0.9999106019962397
633.276666,0.9998901160376849
633.394668,0.9999806541871327
633.51267,0.9999159225347082
633.630673,0.999981724167005
633.748675,0.9999993263302269
633.866677,1.0
633.98468,1.0
634.102682,1.0
634.220684,0.9999790822187798
634.338687,1.0
634.456689,1.0
634.574691,1.0
634.692694,1.0
634.810696,0.9998787573504841
634.928699,0.999941527709571
635.046701,1.0
635.164703,1.0
635.282706,1.0
635.400708,1.0
635.51871,0.999979411211952
635.636713,0.9999550400107307
635.754715,0.9999975532029934
635.872717,0.9999921545307758
635.99072,1.0
636.108722,1.0
636.226725,0.9999682105052967
636.344727,0.999950643218086
636.462729,1.0
636.580732,0.9999967356053282
636.698734,1.0
636.816736,1.0
636.934739,0.9999979782020438
637.052741,1.0
637.170743,1.0
637.288746,0.999931299359997
637.406748,0.9999153935793251
637.52475,0.9998373532284206
637.642753,0.9998032893500776
637.760755,1.0
637.878758,0.9998780474368185
637.99676,0.9999722573848334
638.114762,1.0
638.232765,0.999831104264491
638.350767,0.9999089051493879
638.468769,1.0
638.586772,1.0
638.704774,1.0
638.822776,1.0
638.940779,0.9999975398030263
639.058781,0.9999948507132577
639.176784,0.9999714714069481
639.294786,1.0
639.412788,1.0
639.530791,0.9999987590007701
639.648793,0.9999995495901014
639.766795,0.999765307544584
639.884798,0.9999965908058113
640.0028,0.9998358534735156
640.120802,1.0
640.238805,0.9999937045198166
640.356807,1.0
640.474809,1.0
640.592812,1.0
640.710814,1.0
640.828817,1.0
640.946819,0.9999000699933358
641.064821,1.0
641.182824,0.9999760862859374
641.300826,1.0
641.418828,0.999876107675288
641.536831,1.0
641.654833,1.0
641.772835,0.9999319353165057
641.890838,0.999981018180157
642.00884,1.0
642.126843,1.0
642.244845,1.0
642.362847,0.9999150426090836
642.48085,0.9999453604927923
642.598852,0.9999864240921534
642.716854,1.0
642.834857,1.0
642.952859,1.0
643.070861,1.0
643.188864,1.0
643.306866,0.9999490252992542
643.424868,0.9999541310520124
643.542871,1.0
643.660873,0.9999729373661996
643.778876,1.0
643.896878,1.0
644.01488,0.9999611697539135
644.132883,1.0
644.250885,1.0
644.368887,0.9999609767614264
644.48689,1.0
644.604892,1.0
644.722894,0.9999581028777089
644.840897,0.9999970481043569
644.958899,0.9999822251579744
645.076902,1.0
645.194904,0.9999988232006924
645.312906,0.9999984397012173
645.430909,0.9998076185076931
645.548911,1.0
645.666913,0.9999821811587575
645.784916,0.9999377319387363
645.902918,0.9999638976517055
646.02092,0.9999431796143393
646.138923,0.9999909996405035
646.256925,1.0
646.374927,0.9999266936870391
646.49293,1.0
646.610932,1.0
646.728935,0.9999905520446322
646.846937,1.0
646.964939,1.0
647.082942,1.0
647.200944,1.0
647.318946,1.0
647.436949,1.0
647.554951,1.0
647.672953,0.9999508012103001
647.790956,1.0
647.908958,1.0
648.026961,0.9999093311106723
648.144963,0.9998643192054717
648.262965,0.9999962730069453
648.380968,0.9999981540017039
648.49897,1.0
648.616972,1.0
648.734975,0.9999390158596083
648.852977,0.999995623009579
648.970979,0.9999364910167808
649.088982,1.0
649.206984,1.0
649.324986,1.0
649.442989,1.0
649.560991,1.0
649.678994,0.9999288715297496
649.796996,1.0
649.914998,0.999979251215259
650.033001,0.9999997587000291
650.151003,0.9999972972036526
650.269005,1.0
650.387008,1.0
650.50501,1.0
650.623012,0.9999957563090045
650.741015,0.9999933619220321
650.859017,1.0
650.97702,1.0
651.095022,1.0
651.213024,1.0
651.331027,1.0
651.449029,1.0
651.567031,0.9999389888612552
651.685034,1.0
651.803036,1.0
651.921038,0.9999132097664902
652.039041,1.0
652.157043,0.9999611417550012
652.275046,1.0
652.393048,1.0
652.51105,1.0
652.629053,0.9999416877002283
652.747055,1.0
652.865057,1.0
652.98306,1.0
653.101062,1.0
653.219064,1.0
653.337067,1.0
653.455069,1.0
653.573071,0.9998580300786832
653.691074,0.9998923557940533
653.809076,1.0
653.927079,1.0
654.045081,1.0
654.163083,1.0
654.281086,0.9998677087512591
654.399088,0.9998129075039843
654.51709,0.9999485113255873
654.635093,0.9999980657018708
654.753095,0.9998484414861522
654.871097,0.999976988264774
654.9891,1.0
655.107102,0.9999571849165918
655.225105,1.0
655.343107,1.0
655.461109,0.999898075194686
655.579112,1.0
655.697114,1.0
655.815116,1.0
655.933119,1.0
656.051121,1.0
656.169123,0.9998620495160432
656.287126,0.999880417150599
656.405128,0.9999643916339929
656.52313,0.9999443285497127
656.641133,0.9999961613073678
656.759135,1.0
656.877138,1.0
656.99514,0.9999690124801232
657.113142,0.9999744853255048
657.231145,0.9999976263028172
657.349147,0.9999580018819456
657.467149,0.9998216359087663
657.585152,1.0
657.703154,0.9999536460743764
657.821156,1.0
657.939159,0.999892275802668
658.057161,0.999903440662153
658.175164,0.9998875663211398
658.293166,0.9999672445364719
658.411168,0.999766947161033
658.529171,0.9998998250178487
658.647173,1.0
658.765175,0.999951171192165
658.883178,1.0
659.00118,1.0
659.119182,0.9999906690435336
659.237185,0.999824165460705
659.355187,1.0
659.473189,0.9997429130525143
659.591192,0.9999982516015284
659.709194,0.9998735179995227
659.827197,0.9999868640862769
659.945199,1.0
660.063201,0.9997758151331837
660.181204,1.0
660.299206,0.999861459597608
660.417208,0.9999378829293452
660.535211,0.9999227729821597
660.653213,0.9999574639046853
660.771215,0.9999383419009388
660.889218,0.9999752423064767
661.00722,0.9999851891096824
661.125223,0.99996923247333
661.243225,0.999932298291864
661.361227,0.999784153298252
661.47923,0.9999600847966329
661.597232,1.0
661.715234,0.9998155770080112
661.833237,0.9999828301474036
661.951239,0.999830944291527
662.069241,0.9999901805482111
